Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,EV/Sales,Price/Earnings per Share,EV/Market Cap,Total Debt/EV,EV/Cash Flow,EV/Free Cash Flow,EV/Net Income,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
06/30/2004,24210.87,-5898.0,0.0,0.0,22790.0,,41102.87,1.494595,16.896289,1.697703,0.554462,12.800645,12.800645,22.559204,1.992673,24824.274,41716.274,78.597036,,
09/30/2004,24251.950898,-6302.0,0.0,0.0,25200.0,,43149.950898,1.536132,16.423428,1.779236,0.58401,,,19.15222,1.993438,24823.4784,43721.4784,84.021217,,
12/31/2004,28943.707636,-8072.0,0.0,0.0,21056.0,,41927.707636,1.478775,15.420006,1.448595,0.502198,8.073889,8.073889,18.584977,1.876464,28952.928,41936.928,79.614776,,
03/31/2005,30094.386802,-8497.0,0.0,0.0,27265.0,,48862.386802,1.666805,14.087221,1.623638,0.557996,10.066417,10.066417,17.551145,2.179508,30536.8,49304.8,93.196815,,
06/30/2005,33709.844,-8285.0,0.0,0.0,26108.0,,51532.844,1.674884,14.885733,1.528718,0.506628,16.048846,16.048846,16.527532,2.186003,34615.952,52438.952,100.375621,,
09/30/2005,34252.92,-8376.0,0.0,0.0,26558.0,,52434.92,1.679153,12.056137,1.530816,0.506495,7.877843,7.877843,13.967746,2.216653,35151.468,53333.468,103.421933,,
12/31/2005,36557.969452,-7799.0,0.0,0.0,32124.0,,60882.969452,1.920598,15.18088,1.665382,0.527635,15.099943,15.099943,17.198579,2.674646,37480.599,61805.599,121.889281,,
03/31/2006,37439.678183,-8598.0,0.0,0.0,33321.0,,62162.678183,1.952529,15.747675,1.660342,0.536029,15.781335,15.781335,18.589318,2.78332,38367.441,63090.441,126.372592,,
06/30/2006,37806.273788,-8411.0,0.0,0.0,37940.0,,67335.273788,2.185146,15.377329,1.781061,0.563449,47.721668,47.721668,23.107506,3.132747,38780.07,68309.07,138.379108,,
09/30/2006,36546.826515,-9567.0,0.0,0.0,32338.0,,59317.826515,1.890006,15.682069,1.623064,0.545165,28.0728,28.0728,21.530972,2.557023,37553.125,60324.125,123.759288,,
12/31/2006,40620.798864,-8589.0,0.0,0.0,35717.0,,67748.798864,2.099566,14.450461,1.667835,0.527198,15.48898,15.48898,19.76336,2.959497,41753.718,68881.718,143.201858,,
03/31/2007,42205.301099,-6808.0,0.0,0.0,35869.0,,71266.301099,2.147028,12.905397,1.688563,0.503309,15.428946,15.428946,18.680551,3.02797,43252.592,72313.592,152.409677,,
06/30/2007,45073.261945,-6471.0,0.0,0.0,34146.0,,72748.261945,2.120631,13.260391,1.614,0.469372,10.082919,10.082919,17.288085,3.170826,46164.804,73839.804,156.920323,,
09/30/2007,44504.046857,-9905.0,0.0,0.0,37711.0,,72310.046857,2.105893,12.997103,1.624797,0.521518,11.202176,11.202176,18.684767,3.147062,45560.102,73366.102,158.539897,,
12/31/2007,41809.091892,-11060.0,0.0,0.0,41199.0,,71948.091892,2.094254,12.412663,1.720872,0.572621,12.059687,12.059687,19.424431,3.067233,42826.312,72965.312,160.098113,,
03/31/2008,34386.664955,-9760.0,0.0,,40075.0,,64701.664955,1.952138,11.624677,1.881592,0.619381,9.739826,9.739826,24.471129,2.85067,35126.425,65441.425,147.923331,,
06/30/2008,25584.249337,-9943.0,0.0,,38946.0,,54587.249337,1.683648,,2.133627,0.713463,8.018104,8.018104,22.94546,2.53082,26195.99,55198.99,128.048908,,
09/30/2008,30505.893311,-11361.0,0.0,0.0,40835.0,,59979.893311,1.93116,,1.966174,0.680811,7.317298,7.317298,44.89513,3.207652,30657.6,60131.6,142.233563,,
12/31/2008,12809.659728,-15028.0,0.0,0.0,38745.0,,36526.659728,1.2501,,2.851493,1.060732,3.364962,3.364962,,2.721402,12799.98,36516.98,86.699881,,
03/31/2009,8080.119492,-14336.0,0.0,576.0,35296.0,,29616.119492,0.981316,,3.665307,1.191783,2.463289,2.463289,,2.290496,8087.304,29623.304,69.714142,,
06/30/2009,17213.601422,-13491.0,0.0,602.0,31792.0,,36116.601422,1.230297,12.353038,2.098143,0.88026,3.285717,3.285717,,1.998373,16164.646,35067.646,78.09289,,
09/30/2009,23123.302391,-11971.0,0.0,549.0,32141.0,,43842.302391,1.42027,11.063737,1.896023,0.733105,4.752038,4.752038,,1.804358,23288.006,44007.006,94.629924,,
12/31/2009,23093.616304,-13164.0,0.0,534.0,30192.0,,40655.616304,1.248407,6.842432,1.76047,0.742628,6.961578,6.961578,13.013962,1.613638,23501.648,41063.648,87.600983,,
03/31/2010,28168.8,-9626.0,0.0,506.0,30818.0,,49866.8,1.498041,8.706207,1.770285,0.618006,15.32948,15.32948,13.098713,1.846919,28646.75,50344.75,107.102234,,
06/30/2010,24904.20769,-11352.0,0.0,545.0,30538.0,,44635.20769,1.193582,9.894296,1.792276,0.684168,9.636271,9.636271,9.454609,1.501655,25504.598,45235.598,96.173517,,
09/30/2010,25299.340272,-11973.0,0.0,522.0,30843.0,,44691.340272,1.15273,10.796653,1.766502,0.690134,7.784592,7.784592,9.152435,1.332241,25746.336,45138.336,95.709089,,
12/31/2010,28521.318,-12915.0,0.0,513.0,31520.0,,47639.318,1.247103,7.619913,1.670306,0.661638,7.282072,7.282072,14.910585,1.469669,28503.705,47621.705,98.063643,,
03/31/2011,30026.408,-10995.0,0.0,550.0,32215.0,,51796.408,1.323938,7.621692,1.725028,0.621954,5.869947,5.869947,16.932464,1.584182,30537.522,52307.522,106.227252,,
06/30/2011,31039.568033,-13909.0,0.0,593.0,33109.0,,50832.568033,1.258855,7.527554,1.63767,0.651334,5.546379,5.546379,18.344485,1.450577,31591.512,51384.512,104.139433,,
09/30/2011,22206.812389,-15526.0,0.0,655.0,33053.0,,40388.812389,0.889739,7.028639,1.818758,0.81837,3.165516,3.165516,12.940984,1.087211,23022.318,41204.318,85.226989,,
12/31/2011,23558.337188,-14251.0,0.0,588.0,33176.0,,43071.337188,0.878559,7.048993,1.828284,0.770257,3.47995,3.47995,12.201512,1.257447,23992.444,43505.444,91.633607,,
03/31/2012,29793.3,-14201.0,0.0,596.0,35234.0,,51422.3,1.060735,10.589886,1.725969,0.685189,4.712022,4.712022,25.331182,1.471647,30395.505,52024.505,109.409149,,
06/30/2012,22569.72277,-14242.0,0.0,609.0,35664.0,,44600.72277,0.851646,7.782842,1.976131,0.799628,3.368889,3.368889,12.871781,1.173055,23028.465,45059.465,95.704011,,
09/30/2012,25293.878903,-13906.0,0.0,691.0,34891.0,,46969.878903,0.92857,7.462506,1.856966,0.742838,3.530243,3.530243,36.495632,1.214477,25423.464,47099.464,101.223229,,
12/31/2012,24800.229462,-18100.0,0.0,609.0,33031.0,,40340.229462,0.475447,7.163683,1.626607,0.81881,1.929324,1.929324,66.349062,1.047717,24894.444,40434.444,86.746957,,
03/31/2013,27566.027,-14477.0,0.0,703.0,34418.0,,48210.027,0.564553,6.412512,1.748893,0.713918,2.37149,2.37149,58.295075,1.206367,27825.583,48469.583,103.167188,,
06/30/2013,33955.718276,-13045.0,0.0,760.0,33209.0,,54879.718276,0.692052,7.370526,1.616214,0.605123,3.179774,3.179774,,1.56139,34484.766,55408.766,118.032132,,
09/30/2013,36173.90943,-12650.0,0.0,758.0,33918.0,,58199.90943,0.751296,7.180917,1.608892,0.582784,3.974589,3.974589,,1.693926,36962.52,58988.52,125.461389,,
12/31/2013,42702.955339,-11439.0,0.0,603.0,34120.0,,65986.955339,1.593464,6.637558,1.545255,0.517072,7.813731,7.813731,,1.870485,42725.526,66009.526,142.503416,,
03/31/2014,39144.449359,-12472.0,0.0,641.0,34932.0,,62245.449359,1.411653,6.18781,1.590148,0.561198,6.080439,6.080439,49.050788,1.628482,39980.195,63081.195,134.605988,,
06/30/2014,40870.062814,-12160.0,0.0,612.0,36078.0,,65400.062814,1.385624,6.638765,1.600195,0.551651,5.63114,5.63114,22.763684,1.587573,41766.285,66296.285,142.049294,,
09/30/2014,40372.71141,-17222.0,0.0,583.0,36065.0,,59798.71141,1.238864,6.401136,1.481167,0.603107,4.157308,4.157308,25.359929,1.431653,41085.568,60511.568,130.25379,,
12/31/2014,41144.236329,-14918.0,0.0,579.0,33077.0,,59882.236329,1.106778,11.861888,1.455422,0.552367,3.08735,3.08735,43.361503,1.433618,41521.14,60259.14,131.657495,,
03/31/2015,36422.370773,-19119.0,0.0,530.0,30482.0,,48315.370773,0.850578,12.265413,1.32653,0.630897,2.105704,2.105704,22.173185,1.072626,37183.53,49076.53,106.533632,,
06/30/2015,39551.360208,-17038.0,0.0,569.0,31748.0,,54830.360208,0.955749,12.465944,1.386308,0.579022,3.166456,3.166456,21.976096,1.314152,40381.728,55660.728,121.329661,,
09/30/2015,34252.114284,-20207.0,0.0,50.0,30269.0,,44364.114284,0.757222,11.744978,1.295223,0.682286,2.240159,2.240159,12.866622,1.038486,35033.737,45145.737,98.708918,,
12/31/2015,36398.52245,-17612.0,0.0,33.0,28692.0,,47511.52245,0.831799,7.439203,1.305315,0.603896,3.407798,3.407798,8.421043,1.134197,37236.934,48349.934,106.265661,,
03/31/2016,32004.033297,-22492.0,0.0,23.0,28934.0,,38469.033297,0.688225,6.186712,1.202006,0.752137,2.609662,2.609662,7.784102,0.781224,32730.104,39195.104,86.808858,,
06/30/2016,31299.642971,-24142.0,0.0,29.0,26997.0,,34183.642971,0.603706,7.142071,1.092142,0.789764,1.424853,1.424853,7.669653,0.619842,32053.062,34937.062,77.913384,,
09/30/2016,35248.661239,-24728.0,0.0,543.0,26495.0,,37558.661239,0.626134,5.863148,1.065534,0.70543,1.148232,1.148232,7.79387,0.665568,36277.095,38587.095,87.000884,,
12/31/2016,44701.488442,-14127.0,0.0,225.0,26780.0,,57579.488442,0.979593,19.865796,1.288089,0.465096,2.027447,2.027447,13.182117,1.255467,45466.215393,58344.215393,134.038525,,
03/31/2017,45797.32747,-13308.0,0.0,190.0,27843.0,,60522.32747,1.041334,18.345137,1.321525,0.460045,2.551424,2.551424,13.751949,1.293654,46843.188,61568.188,140.98032,,
06/30/2017,46180.551569,-16605.0,0.0,196.0,34042.0,,63813.551569,1.117145,12.988879,1.381827,0.53346,3.257954,3.257954,16.069895,1.317264,47278.808,64911.808,149.430815,,
09/30/2017,45157.637545,-14541.0,0.0,192.0,34277.0,,65085.637545,1.152489,35.542017,1.441299,0.526645,9.879423,9.879423,14.852952,1.292074,46249.2,66177.2,153.238862,,
12/31/2017,48585.054371,-14490.0,0.0,275.0,33574.0,,67944.054371,1.138301,6.893904,1.398456,0.494142,5.04785,5.04785,8.640984,1.256618,49751.846,69110.846,160.794456,,
03/31/2018,43596.903899,-15676.0,0.0,345.0,34786.0,,63051.903899,1.054803,6.182862,1.446247,0.551704,4.467647,4.467647,8.024934,1.216514,44619.695,64074.695,149.758906,,
06/30/2018,39060.186562,-14918.0,0.0,360.0,34354.0,,58856.186562,0.965014,6.11489,1.506808,0.583694,3.815883,3.815883,7.782122,1.220273,40022.28,59818.28,140.90158,,
09/30/2018,41986.111419,-12466.0,0.0,357.0,36554.0,,66431.111419,1.092168,5.710188,1.582216,0.550254,4.445932,4.445932,9.494228,1.421747,43030.604,67475.604,160.310159,,
12/31/2018,33493.600461,-15353.0,0.0,414.0,37290.0,,55844.600461,0.886535,9.585929,1.667322,0.667746,2.57776,2.57776,13.70756,1.148664,34348.86,56699.86,135.970069,,
03/31/2019,37427.280789,-14699.0,0.0,440.0,38850.0,,62018.280789,0.964125,8.644187,1.657034,0.626428,2.762753,2.762753,17.023958,1.1274,38369.088,62960.088,152.248294,,
06/30/2019,40701.118774,-15421.0,0.0,493.0,38402.0,,64175.118774,0.986414,7.953862,1.576741,0.598394,2.752761,2.752761,15.448993,1.04079,41803.9,65277.9,159.250831,,
09/30/2019,35825.903687,-18289.0,0.0,516.0,38020.0,,56072.903687,0.87592,7.76235,1.56515,0.678046,2.074009,2.074009,14.377668,0.852198,36744.575,56991.575,140.785219,,
12/31/2019,37386.549926,-16327.0,0.0,604.0,38372.0,0.0,60035.549926,0.926374,7.051015,1.605806,0.639155,3.059136,3.059136,14.341985,0.951209,37842.838,60491.838,150.528264,,
03/31/2020,20535.285244,-31646.0,0.0,625.0,33245.0,,22759.285244,0.360229,6.669498,1.108301,1.460722,0.726994,0.726994,7.629663,0.376516,20699.58,22923.58,57.786835,,
06/30/2020,24031.805576,-21149.0,0.0,611.0,31780.0,,35273.805576,0.588809,5.157978,1.467797,0.900952,1.423479,1.423479,,0.535287,24031.14,35273.14,89.388821,,
09/12/2020,26907.4,-21149.0,0.0,611.0,31780.0,,38149.4,0.636810389436961,5.76948248342011,1.41780328088184,0.833040624492128,1.53952380952381,1.53952380952381,,0.578924685494029,26880.1530838013,38122.1530838013,89.3888206935597,,
09/30/2020,,,,,,,,0.696587000510735,6.21873288296513,,,,,7.18268597141943,0.565763308836845,,,,,
12/31/2020,,,,,,,,0.691673050162949,6.04436557231588,,,,,7.4034815346698,0.561981364799647,,,,,
