Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2014,9380.1,1588.1,882.7,705.4,939.1,939.1,0.0,0.0,1125.9,174.7,85.9,865.3,0.0,393.6,35.9,297.3,45.4,4046.7,1235.6,3378.0,-2142.4,0.0,4097.8,3294.3,2623.3,671.0,,767.6,5333.4,,310.4,155.3,155.1,,,0.0,0.0,,,,,608.3,,16.1,582.9,918.7,1680.1,1680.1,,,,543.6,,,,527.5,2223.7,3142.4,0.0,4148.6,2.6,4146.0,-6186.3,7897.3,375.7,6235.3,2.4,6237.7,9380.1,
06/30/2014,9638.3,1698.0,968.7,729.3,950.2,950.2,0.0,,1147.2,173.8,84.9,888.5,0.0,434.4,31.1,304.1,93.4,4229.8,1275.4,3464.5,-2189.1,0.0,4133.1,3257.6,2611.1,646.5,,844.4,5408.5,,306.4,171.8,134.6,,,0.0,0.0,,,,,646.5,,11.1,624.0,952.9,1687.4,1687.4,,,,545.7,,,,534.6,2233.1,3186.0,0.0,4242.9,2.7,4240.2,-6185.2,8036.5,356.1,6450.3,2.0,6452.3,9638.3,
09/30/2014,9670.9,1747.1,967.3,779.8,947.6,947.6,0.0,,1177.5,176.3,86.1,915.1,0.0,460.5,47.1,324.3,79.0,4332.7,1279.0,3465.6,-2186.6,0.0,4059.2,3153.4,2533.1,620.3,,858.7,5338.2,,198.1,149.1,49.0,,,250.0,0.0,,,,250.0,644.9,,8.4,632.7,1093.0,1426.4,1426.4,,,,610.1,,,180.2,421.5,2036.5,3129.5,0.0,4288.8,2.7,4286.1,-6183.7,8165.9,268.5,6539.5,1.9,6541.4,9670.9,
12/31/2014,9658.0,1695.8,1083.3,612.5,912.1,912.1,0.0,,1193.3,181.3,87.8,924.2,0.0,512.1,77.1,194.9,218.5,4313.3,1285.3,3407.1,-2121.8,0.0,4059.4,3117.7,2514.2,603.5,,864.6,5344.7,,275.5,145.2,80.3,0.0,50.0,0.0,0.0,0.0,0.0,,,748.5,0.0,11.6,672.8,1024.0,1425.5,1425.5,0.0,0.0,,656.8,0.0,63.3,45.9,536.0,2082.3,3106.3,0.0,4333.4,2.7,4330.7,-6183.7,8362.1,38.1,6549.9,1.8,6551.7,9658.0,
03/31/2015,17190.1,9281.9,8793.5,488.4,869.8,869.8,0.0,,1217.0,188.0,101.4,927.6,0.0,548.5,97.2,301.7,112.1,11917.2,1300.7,3470.2,-2169.5,0.0,3972.2,2995.3,2417.0,578.3,,879.7,5272.9,,232.4,174.9,57.5,,,0.0,0.0,,,,,676.3,,8.6,663.7,908.7,9061.2,9061.2,,,,637.2,,,,628.6,9698.4,10607.1,0.0,4366.4,2.7,4363.7,-6180.7,8426.8,-31.5,6581.0,2.0,6583.0,17190.1,
06/30/2015,27204.0,1883.6,1424.6,459.0,1490.3,1490.3,0.0,,2441.4,283.3,148.3,2009.8,0.0,936.2,60.6,384.5,441.0,6751.5,1998.6,4213.3,-2214.7,0.0,18453.9,17672.2,7730.7,9941.5,,721.1,20452.5,,402.2,268.2,134.0,,,300.0,0.0,,,,300.0,1460.9,,5.3,1453.7,2163.1,11749.8,11749.8,,,,3165.2,,,2363.2,796.7,14915.0,17078.1,0.0,8113.0,3.0,8110.0,-6180.7,8232.3,-40.5,10124.1,1.8,10125.9,27204.0,
09/30/2015,26689.1,1810.2,1466.9,343.3,1385.1,1385.1,0.0,,2357.8,301.4,141.4,1915.0,0.0,841.6,63.3,365.8,366.2,6394.7,1989.0,4288.9,-2299.9,0.0,18305.4,17503.2,7679.5,9823.7,,738.9,20294.4,,431.9,223.6,208.3,,,225.0,0.0,,,,225.0,1129.6,,10.4,1114.0,1786.5,11689.6,11689.6,,,,3219.7,,,2348.9,860.4,14909.3,16695.8,0.0,8159.5,3.0,8156.5,-6179.6,8264.8,-253.1,9991.6,1.7,9993.3,26689.1,
12/31/2015,27160.6,1623.9,1459.3,164.6,1446.5,1446.5,0.0,,2254.1,280.1,146.1,1827.9,0.0,529.2,46.6,,428.7,5853.7,2062.6,4427.9,-2365.3,0.0,19244.3,18680.5,9934.2,8746.3,0.0,517.2,21306.9,,482.0,284.8,147.2,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,1135.9,0.0,8.3,1119.2,1617.9,11497.4,11497.4,0.0,0.0,,4155.9,0.0,93.5,3150.2,903.9,15653.3,17271.2,0.0,8198.3,3.0,8195.3,-6329.1,8347.7,-329.0,9887.9,1.5,9889.4,27160.6,
03/31/2016,26297.3,1010.2,996.8,13.4,1568.2,1568.2,0.0,,2082.9,253.1,134.1,1695.7,0.0,420.7,43.2,,364.6,5082.0,2039.0,4521.2,-2482.2,0.0,19176.3,18617.1,10142.9,8474.2,,516.0,21215.3,,418.2,252.6,165.6,,,0.0,0.0,,,,,1096.4,,20.7,1066.8,1514.6,11117.4,11117.4,,,,4004.3,,,3015.1,968.5,15121.7,16636.3,0.0,8236.5,3.0,8233.5,-6741.4,8407.5,-242.9,9659.7,1.3,9661.0,26297.3,
06/30/2016,25971.3,976.3,976.3,0.0,1593.3,1593.3,0.0,,1962.1,237.0,129.0,1596.1,0.0,518.9,51.6,,473.1,5050.6,2033.8,4762.3,-2728.5,0.0,18886.9,18363.5,9976.6,8386.9,,471.8,20920.7,,437.4,243.8,193.6,,,500.0,0.0,,,,500.0,1163.8,,23.6,1119.3,2101.2,10533.5,10533.5,,,,3787.3,,,2824.2,939.5,14320.8,16422.0,0.0,8296.6,3.0,8293.6,-6740.8,8331.9,-339.3,9548.4,0.9,9549.3,25971.3,
09/30/2016,27036.5,488.7,475.3,13.4,1603.6,1603.6,0.0,,2070.0,256.6,127.9,1685.5,0.0,535.8,8.5,,504.4,4698.1,2080.8,4880.6,-2799.8,0.0,20257.6,19771.2,10770.1,9001.1,,477.9,22338.4,,433.4,266.3,167.1,,,575.8,0.0,,,,575.8,1302.9,,22.1,1252.8,2312.1,11006.2,11006.2,,,,3972.0,,,3084.5,865.4,14978.2,17290.3,0.0,8346.9,3.0,8343.9,-6740.7,8442.7,-303.4,9745.5,0.7,9746.2,27036.5,
12/31/2016,26684.4,634.1,634.1,0.0,1604.4,1604.4,0.0,,1959.4,260.8,141.7,1556.9,0.0,465.7,38.9,,407.8,4663.6,2037.9,4671.5,-2633.6,0.0,19982.9,19429.3,10643.9,8785.4,0.0,514.7,22020.8,,623.0,364.5,183.5,0.0,75.0,575.6,0.0,0.0,0.0,,575.6,1182.9,0.0,6.9,1162.0,2381.5,10665.8,10665.8,0.0,0.0,,3967.2,0.0,82.2,3030.9,847.2,14633.0,17014.5,0.0,8371.6,3.1,8368.5,-6735.8,8467.1,-434.0,9668.9,1.0,9669.9,26684.4,
03/31/2017,26987.8,1039.5,1039.5,0.0,1600.1,1600.1,0.0,,1977.0,252.5,149.2,1575.3,0.0,463.3,21.6,,424.0,5079.9,2053.2,4795.0,-2741.8,0.0,19854.7,19335.7,10685.1,8650.6,,497.4,21907.9,,518.9,335.9,183.0,,,975.0,0.0,,,,975.0,1162.2,,9.9,1134.9,2656.1,10537.8,10537.8,,,,3859.7,,,2972.6,877.2,14397.5,17053.6,0.0,8438.3,3.1,8435.2,-6730.7,8649.6,-423.8,9933.4,0.8,9934.2,26987.8,
06/30/2017,26459.2,450.0,450.0,0.0,1423.0,1423.0,0.0,,2023.9,234.3,169.8,1619.8,0.0,527.2,14.0,,507.3,4424.1,2057.4,4936.4,-2879.0,0.0,19977.7,19409.5,10865.5,8544.0,,554.2,22035.1,,579.8,360.2,219.6,,,1329.3,0.0,,,,1329.3,1087.3,,14.9,1064.7,2996.4,9354.4,9354.4,,,,3828.9,,,2909.1,904.9,13183.3,16179.7,0.0,8484.8,3.0,8481.8,-6729.1,8787.6,-264.4,10278.9,0.6,10279.5,26459.2,
09/30/2017,26417.5,480.8,480.8,0.0,1318.5,1318.5,0.0,,2084.2,220.4,189.6,1674.2,0.0,549.8,11.2,229.6,304.3,4433.3,2048.6,5015.4,-2966.8,0.0,19935.6,19369.8,10904.9,8464.9,,554.6,21984.2,,616.7,327.1,289.6,,,1225.0,0.0,,,,1225.0,1168.5,,21.7,1131.3,3010.2,9199.7,9199.7,,,,3757.4,,,2879.8,855.9,12957.1,15967.3,0.0,8496.9,3.0,8493.9,-6724.4,8837.2,-159.9,10449.8,0.4,10450.2,26417.5,
12/31/2017,26014.0,524.4,524.4,0.0,1544.1,1544.1,0.0,,2068.3,249.6,200.0,1618.7,0.0,428.0,9.3,,413.5,4564.8,2038.6,5083.7,-3045.1,0.0,19410.6,19021.8,10668.4,8353.4,,379.5,21449.2,,495.4,330.2,165.2,0.0,0.0,1225.0,0.0,0.0,0.0,,1225.0,1349.3,0.0,22.8,1303.5,3069.7,8917.5,8917.5,0.0,0.0,,2291.3,0.0,67.1,1101.5,1099.9,11208.8,14278.5,0.0,8518.0,3.1,8514.9,-6721.8,10022.8,-83.2,11735.8,-0.3,11735.5,26014.0,
03/31/2018,27181.2,1765.4,1765.4,0.0,1418.5,1418.5,0.0,,2125.9,188.8,233.8,1703.3,0.0,465.5,12.3,,458.2,5775.3,2031.3,5246.9,-3215.6,0.0,19374.6,18964.8,10729.1,8235.7,,397.5,21405.9,,542.0,347.3,194.7,,,1625.0,0.0,,,,1625.0,1257.5,,27.8,1201.5,3424.5,9486.9,9486.9,,,,2270.3,,,1092.1,1150.4,11757.2,15181.7,0.0,8579.7,3.1,8576.6,-6721.7,10191.7,-51.3,11998.4,1.1,11999.5,27181.2,
06/30/2018,25490.8,481.2,481.2,0.0,1335.3,1335.3,0.0,,2158.5,198.3,235.6,1724.6,0.0,500.2,45.1,,485.2,4475.2,1986.9,5286.4,-3299.5,0.0,19028.7,18592.5,10595.9,7996.6,,391.1,21015.6,,567.4,355.7,211.7,,,100.0,0.0,,,,100.0,1186.2,,6.9,1168.0,1853.6,9413.3,9413.3,,,,2179.7,,,1080.9,1091.9,11593.0,13446.6,0.0,8599.9,3.1,8596.8,-6721.7,10327.9,-163.0,12043.1,1.1,12044.2,25490.8,
09/30/2018,25382.0,524.6,524.6,0.0,1262.7,1262.7,0.0,,2219.5,203.1,231.7,1784.7,0.0,506.5,56.4,,475.2,4513.3,2002.4,5377.1,-3374.7,0.0,18866.3,18421.0,10583.6,7837.4,,388.9,20868.7,,542.0,345.8,196.2,,,600.0,0.0,,,,600.0,1249.2,,2.6,1232.2,2391.2,8597.4,8597.4,,,,2170.4,,,1054.0,1113.8,10767.8,13159.0,0.0,8665.4,3.1,8662.3,-6721.7,10441.2,-168.1,12216.8,6.2,12223.0,25382.0,
12/31/2018,24126.8,542.8,542.8,0.0,1275.8,1275.8,0.0,,2256.5,228.4,230.4,1797.7,0.0,352.3,38.8,,314.4,4427.4,2015.4,5437.1,-3421.7,0.0,17684.0,17279.0,9594.4,7684.6,,366.2,19699.4,,505.0,362.6,142.4,0.0,0.0,525.0,0.0,0.0,0.0,,525.0,1391.3,0.0,3.7,1378.9,2421.3,8413.7,8413.7,0.0,0.0,,2015.7,0.0,67.1,999.5,945.4,10429.4,12850.7,0.0,8689.2,3.1,8686.1,-6721.7,9491.2,-187.4,11271.3,4.8,11276.1,24126.8,
03/31/2019,24289.0,586.8,586.8,0.0,1225.3,1225.3,0.0,,2310.2,237.2,249.8,1823.2,0.0,376.9,66.9,,330.2,4499.2,2276.6,5821.8,-3545.2,0.0,17513.2,17092.5,9570.0,7522.5,,353.8,19789.8,,539.3,361.1,178.2,,,562.2,0.0,62.2,,62.2,500.0,1153.5,,3.1,1144.0,2255.0,8518.8,8310.6,208.2,,208.2,1975.9,,,990.2,982.6,10494.7,12749.7,0.0,8751.2,3.1,8748.1,-6721.4,9688.1,-183.5,11534.4,4.9,11539.3,24289.0,
06/30/2019,24205.7,403.1,403.1,0.0,1247.1,1247.1,0.0,,2344.5,254.5,252.9,1837.1,0.0,396.5,44.3,,354.5,4391.2,2293.4,5975.3,-3681.9,0.0,17521.1,17117.9,9593.7,7524.2,,358.9,19814.5,,492.2,347.5,144.7,,,2062.5,0.0,62.5,,62.5,2000.0,1123.1,,3.9,1114.6,3677.8,6924.7,6719.3,205.4,,205.4,1941.0,,,949.9,987.2,8865.7,12543.5,0.0,8779.6,3.1,8776.5,-6721.4,9772.7,-171.8,11659.1,3.1,11662.2,24205.7,
09/30/2019,24315.2,512.5,512.5,0.0,1150.8,1150.8,0.0,,2362.3,236.3,257.6,1868.4,0.0,375.9,125.6,,316.8,4401.5,2314.6,6076.6,-3762.0,0.0,17599.1,16884.8,9544.9,7339.9,,588.7,19913.7,,455.3,355.2,100.1,,,2061.8,0.0,61.8,,61.8,2000.0,1256.8,,3.1,1246.6,3773.9,6555.0,6345.9,209.1,,209.1,1900.8,,,912.2,985.5,8455.8,12229.7,0.0,8870.3,3.1,8867.2,-6720.9,10155.3,-223.2,12081.5,4.0,12085.5,24315.2,
12/31/2019,24638.7,617.9,617.9,0.0,1363.9,1363.9,0.0,,2385.0,278.6,231.0,1875.4,0.0,357.1,70.3,,315.3,4723.9,2344.1,6183.5,-3839.4,0.0,17570.7,16857.3,9599.7,7257.6,,643.1,19914.8,,527.6,400.9,126.7,0.0,0.0,1564.2,0.0,64.2,,64.2,1500.0,1349.7,0.0,5.2,1341.8,3441.5,6936.9,6721.4,215.5,,215.5,1867.5,0.0,118.6,840.1,903.6,8804.4,12245.9,0.0,8923.2,3.1,8920.1,-6720.5,10427.3,-241.9,12388.1,4.7,12392.8,24638.7,
03/31/2020,25512.9,2433.6,2433.6,0.0,1039.1,1039.1,0.0,,2463.2,280.3,239.8,1943.1,0.0,435.0,157.3,,371.0,6370.9,2065.5,6012.3,-3946.8,0.0,17076.5,16028.9,8951.2,7077.7,,890.3,19142.0,,497.8,404.9,92.9,,,1950.0,0.0,,,,1950.0,1331.8,,1.1,1328.2,3779.6,7724.2,7724.2,,,,2126.4,,,857.6,1267.7,9850.6,13630.2,0.0,8987.4,3.1,8984.3,-6719.9,9866.2,-255.1,11878.6,4.1,11882.7,25512.9,
06/30/2020,23647.6,713.4,713.4,0.0,1064.5,1064.5,0.0,,2496.5,280.0,219.7,1996.8,0.0,432.4,99.7,,393.9,4706.8,2056.5,6130.0,-4073.5,0.0,16884.3,15919.8,8982.4,6937.4,,864.8,18940.8,,485.3,363.4,121.9,,,450.0,0.0,,,,450.0,1225.9,,,1219.3,2161.2,7759.3,7759.3,,,,2083.2,,,804.9,1278.3,9842.5,12003.7,0.0,9017.1,3.1,9014.0,-6719.9,9610.0,-265.8,11641.4,2.5,11643.9,23647.6,
