Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2008,417.453,13.325,13.325,0.0,102.659,102.659,,183.909,0.802,0.018,188.561,-5.472,33.306,,,,333.199,66.01,,,0.0,,18.244,5.697,0.0,5.697,12.547,84.254,,57.803,57.803,,,,12.8,12.359,0.441,0.441,,,29.073,,,29.073,99.676,16.775,16.533,0.242,0.242,,10.151,,,,,10.151,26.926,126.602,0.0,168.28,,,0,122.027,0.544,290.851,0.0,290.851,417.453,
09/30/2008,474.886,40.152,40.152,,151.086,151.086,,163.612,0.784,0.008,167.801,-4.981,32.935,,,,387.785,70.645,,,,,16.456,5.877,,,10.579,87.101,,63.265,63.265,,,,22.602,22.192,0.41,0.41,,,43.857,,,43.857,129.724,14.962,14.805,0.157,0.157,,10.425,,,,,10.425,25.387,155.111,,171.595,,,0,147.69,0.49,319.775,,319.775,474.886,
12/31/2008,487.555,102.042,102.042,0.0,81.302,81.302,,182.232,0.731,0.006,187.072,-5.577,30.847,,,,396.423,73.548,120.107,-46.559,0.0,,17.584,5.47,0.0,5.47,12.114,91.132,,72.435,72.435,,,,32.433,32.072,0.361,0.361,,,28.242,,,28.242,133.11,13.158,13.061,0.097,0.097,,10.19,,,,,10.19,23.348,156.458,0.0,174.741,,,0,156.011,0.345,331.097,0.0,331.097,487.555,
03/31/2009,458.316,65.572,65.572,0.0,105.999,105.999,0.0,164.426,0.706,0.065,169.518,-5.863,28.209,,8.825,12.933,364.206,76.085,,,0.0,,18.025,5.064,,5.064,4.136,94.11,,87.254,61.901,,,25.353,7.311,0.0,0.299,0.299,,7.012,2.767,,,2.767,97.332,11.342,11.292,0.05,0.05,,10.884,,,,,10.884,22.226,119.558,0.0,178.144,0.016,178.128,0,159.973,0.641,338.758,0.0,338.758,458.316,
06/30/2009,481.704,79.542,79.542,0.0,85.421,85.421,0.0,181.365,0.636,0.005,187.585,-6.861,39.563,,10.071,23.436,385.891,74.753,,,0.0,,21.06,6.724,,,4.265,95.813,,99.465,70.174,,,29.291,8.276,0.0,0.23,0.23,,8.046,0.46,,,0.46,108.201,12.057,12.045,0.012,0.012,,13.778,,,,,13.778,25.835,134.036,0.0,185.959,0.016,185.943,0,161.412,0.297,347.668,0.0,347.668,481.704,
09/30/2009,516.068,93.376,93.376,0.0,145.043,145.043,0.0,152.753,0.796,0.04,160.488,-8.571,28.219,,12.078,16.041,419.391,73.557,,,0.0,,23.12,6.203,,,4.839,96.677,,101.206,59.257,,,41.949,8.292,0.0,0.157,0.157,,8.135,5.852,,,5.373,115.35,9.985,9.985,,,,13.219,,,,,13.219,23.204,138.554,0.0,190.593,0.017,190.576,0,186.986,-0.065,377.514,0.0,377.514,516.068,
12/31/2009,545.588,187.297,187.297,0.0,79.356,79.356,0.0,148.488,0.785,0.071,147.632,0.0,32.859,0.0,13.908,19.698,448.0,72.926,142.582,-69.656,0.0,,24.662,5.681,0.0,5.681,5.073,97.588,,109.595,68.71,0.0,0.0,40.885,9.275,0.0,0.097,0.097,,9.178,1.292,0.0,0.0,1.292,120.162,10.948,10.948,,,,14.481,0.0,0.0,0.0,0.0,14.481,25.429,145.591,0.0,197.359,0.017,197.342,0,202.188,0.45,399.997,0.0,399.997,545.588,
03/31/2010,549.251,165.962,165.962,0.0,110.332,110.332,0.0,147.865,0.62,0.055,153.553,-6.363,23.073,,16.95,11.697,447.232,74.539,,,0.0,,27.48,5.168,,,5.362,102.019,,99.032,68.586,,,30.446,8.994,0.0,0.05,0.05,,8.944,3.592,,,3.221,111.618,8.921,8.921,,,,15.865,,,,,15.865,24.786,136.404,0.0,201.98,0.017,201.963,0,209.278,1.589,412.847,0.0,412.847,549.251,
06/30/2010,570.099,156.089,156.089,0.0,96.314,96.314,0.0,179.15,0.892,0.023,178.235,0.0,35.997,,17.993,24.049,467.55,74.9,,,0.0,,27.649,4.657,,,4.999,102.549,,112.063,81.183,,,30.88,8.186,0.0,0.012,0.012,,8.174,2.634,,,2.634,122.883,7.406,7.406,,,,16.695,,,,,16.695,24.101,146.984,0.0,206.915,0.017,206.898,0,212.78,3.42,423.115,0.0,423.115,570.099,
09/30/2010,642.863,133.936,133.936,0.0,174.207,174.207,0.0,196.17,0.698,0.017,195.455,0.0,32.032,,20.516,21.088,536.345,76.559,,,0.0,,29.959,4.148,,,5.295,106.518,,134.5,90.815,,,43.685,8.067,0.0,,,,8.067,9.767,,,9.46,152.334,10.476,10.476,,,,18.662,,,,,18.662,29.138,181.472,0.0,213.289,0.017,213.272,0,247.074,1.028,461.391,0.0,461.391,642.863,
12/31/2010,675.378,203.87,203.87,0.0,102.034,102.034,0.0,215.355,0.831,0.0,214.524,0.0,34.591,0.0,21.275,19.326,555.85,76.127,162.906,-86.779,0.0,,43.401,3.914,0.0,3.914,18.212,119.528,,139.817,84.679,0.0,0.0,55.138,6.865,0.0,0.0,0.0,,6.865,2.465,0.0,0.0,1.914,149.147,9.077,9.077,0.0,0.0,,20.188,0.0,0.0,0.0,0.0,20.188,29.265,178.412,0.0,224.904,0.017,224.887,0,270.021,2.041,496.966,0.0,496.966,675.378,
03/31/2011,691.71,110.844,110.844,0.0,163.385,163.385,0.0,248.614,0.683,0.012,247.919,0.0,35.261,,21.041,19.298,558.104,80.298,,,0.0,,53.308,3.982,,,28.285,133.606,,127.151,88.678,,,38.473,5.984,0.0,,,,5.984,2.921,,,2.379,136.056,7.66,7.66,,,,22.819,,,,,22.819,30.479,166.535,0.0,240.643,0.017,240.626,0,281.825,2.707,525.175,0.0,525.175,691.71,
06/30/2011,766.189,119.684,119.684,0.0,139.59,139.59,0.0,311.066,0.73,0.002,310.334,0.0,50.987,,20.225,33.983,621.327,90.719,,,0.0,,54.143,3.449,,,30.469,144.862,,162.891,118.237,,,44.654,5.567,0.0,,,,5.567,4.095,,,2.974,172.553,31.29,31.29,,,,23.88,,,,,23.88,55.17,227.723,0.0,247.614,0.034,247.58,0,287.813,3.039,538.466,0.0,538.466,766.189,
09/30/2011,900.138,67.859,67.859,0.0,235.907,235.907,0.0,318.888,0.839,0.0,318.049,0.0,49.35,,21.268,30.659,672.004,163.256,,,0.0,,64.878,2.916,,,40.694,228.134,,157.351,103.343,,,54.008,36.046,30.0,,,,6.046,15.967,,,15.967,209.364,73.47,73.47,,,,25.239,,,,,25.239,98.709,308.073,0.0,256.132,0.034,256.098,0,333.612,2.321,592.065,0.0,592.065,900.138,
12/31/2011,919.21,175.384,175.384,0.0,134.043,134.043,0.0,324.409,0.803,0.0,323.606,0.0,55.827,0.0,15.885,39.643,689.663,159.135,273.81,-114.675,0.0,,70.412,5.535,0.0,5.535,48.992,229.547,,169.812,100.527,0.0,0.0,69.285,6.882,0.0,0.0,0.0,,6.882,6.913,0.0,0.0,6.254,183.607,70.842,70.842,0.0,0.0,,28.329,0.0,0.0,0.0,0.0,28.329,99.171,282.778,0.0,268.24,0.034,268.206,0,366.164,2.028,636.432,0.0,636.432,919.21,
03/31/2012,920.237,107.052,107.052,0.0,196.411,196.411,0.0,324.354,0.63,0.0,323.724,0.0,66.285,,15.461,47.121,694.102,158.482,,,0.0,,67.653,4.648,,,47.544,226.135,,136.814,95.844,,,40.97,43.33,0.0,,,,43.33,2.55,,,2.44,182.694,32.451,32.451,,,,31.004,,,,,31.004,63.455,246.149,0.0,291.678,0.034,291.644,0,380.248,2.162,674.088,0.0,674.088,920.237,
06/30/2012,1004.689,142.928,142.928,0.0,175.249,175.249,0.0,380.895,0.586,0.0,380.309,0.0,78.223,,17.128,56.145,777.295,163.829,,,0.0,,63.565,5.222,,,41.215,227.394,,205.275,145.649,,,59.626,42.387,0.0,,,,42.387,3.876,,,2.396,251.538,31.499,31.499,,,,32.519,,,,,32.519,64.018,315.556,0.0,301.795,0.035,301.76,0,386.454,0.884,689.133,0.0,689.133,1004.689,
09/30/2012,1078.639,157.047,157.047,0.0,311.001,311.001,0.0,312.158,,,,,62.096,,20.544,42.726,842.302,170.157,,,0.0,,66.18,4.815,,,40.821,236.337,,193.989,112.187,,,81.802,41.552,0.0,,,,41.552,18.3,,,16.956,253.841,30.682,30.682,,,,35.736,,,,,35.736,66.418,320.259,0.0,313.447,0.035,313.412,0,443.437,1.496,758.38,0.0,758.38,1078.639,
12/31/2012,1157.083,341.841,341.841,0.0,175.524,175.524,0.0,319.286,,,,,66.947,0.0,22.606,43.891,903.598,180.85,326.121,-145.271,0.0,,72.635,4.483,0.0,4.483,45.546,253.485,,228.766,143.689,0.0,0.0,85.077,9.132,0.0,0.0,0.0,,9.132,14.33,0.0,0.0,14.33,252.228,52.757,52.757,0.0,0.0,,35.176,0.0,0.0,0.0,0.0,35.176,87.933,340.161,0.0,321.373,0.035,321.338,0,493.181,2.368,816.922,0.0,816.922,1157.083,
03/31/2013,1140.488,255.722,255.722,0.0,246.218,246.218,0.0,323.509,,,,,61.992,,26.281,37.227,887.441,180.591,,,0.0,,72.456,3.842,0.0,3.842,42.333,253.047,,194.296,127.327,,,66.969,8.787,0.0,,,,8.787,3.246,,,3.246,206.329,51.658,51.658,,,,39.343,,,,,39.343,91.001,297.33,0.0,342.188,0.07,342.118,0,500.946,0.024,843.158,0.0,843.158,1140.488,
06/30/2013,1275.388,223.842,223.842,0.0,212.836,212.836,0.0,490.943,,,,,84.334,,26.642,52.291,1011.955,190.924,,,0.0,,72.509,3.798,0.0,3.798,42.069,263.433,,295.86,217.925,,,77.935,5.112,0.0,,,,5.112,2.923,,,2.923,303.895,50.387,50.387,,,,44.099,,,,,44.099,94.486,398.381,0.0,359.439,0.07,359.369,0,517.798,-0.23,877.007,0.0,877.007,1275.388,
09/30/2013,1396.99,186.377,186.377,0.0,353.257,353.257,0.0,497.406,,,,,85.875,,26.766,56.064,1122.915,201.603,,,0.0,,72.472,3.721,0.0,3.721,41.985,274.075,,293.749,184.405,,,109.344,5.034,0.0,,,,5.034,34.201,,,34.146,332.984,49.148,49.148,,,,48.403,,,,,48.403,97.551,430.535,0.0,373.451,0.07,373.381,0,590.582,2.422,966.455,0.0,966.455,1396.99,
12/31/2013,1577.741,347.489,347.489,0.0,209.952,209.952,0.0,469.006,,,,,102.364,0.0,31.094,63.9749,1128.811,223.952,396.086,-172.134,0.0,,224.978,146.341,122.244,24.097,47.543,448.93,,299.185,165.456,0.0,0.0,133.729,104.972,100.0,0.0,0.0,,4.972,22.473,0.0,1.1,22.473,426.63,47.951,47.951,0.0,0.0,,49.806,0.0,0.0,0.0,0.0,48.706,97.757,524.387,0.0,397.318,0.07,397.248,0,653.842,2.194,1053.354,0.0,1053.354,1577.741,
03/31/2014,1599.016,179.926,179.926,0.0,331.299,331.299,0.0,472.244,,,,,141.688,,35.538,100.795,1125.157,240.721,,,0.0,,233.138,154.959,123.388,31.571,42.641,473.859,,270.764,166.92,,,103.844,104.812,100.0,,,,4.812,11.676,,,11.676,387.252,46.846,46.846,,,,56.341,,,,,56.341,103.187,490.439,0.0,443.203,0.071,443.132,0,664.87,0.504,1108.577,0.0,1108.577,1599.016,
06/30/2014,1863.945,300.434,300.434,0.0,269.133,269.133,0.0,662.388,,,,,136.364,,37.706,97.19,1368.319,255.018,,,0.0,,240.608,154.171,123.395,30.776,48.731,495.626,,444.1186,334.001,,,110.1176,19.65,0.0,,,,19.65,16.4764,,,15.945,480.245,176.987,176.987,,,,65.954,,,,,65.954,242.941,723.186,0.0,458.925,0.071,458.854,0,681.38,0.454,1140.759,0.0,1140.759,1863.945,
09/30/2014,1978.11,249.469,249.469,0.0,449.221,449.221,0.0,637.459,,,,,127.754,,47.602,86.914,1463.903,264.629,,,0.0,,249.578,152.206,123.356,28.85,49.77,514.207,,416.986,273.687,,,143.299,19.524,0.0,,,,19.524,53.969,,,53.969,490.479,172.124,172.124,,,,61.366,,,,,61.366,233.49,723.969,0.0,490.65,0.072,490.578,0,770.484,-6.993,1254.141,0.0,1254.141,1978.11,
12/31/2014,2095.083,593.175,593.175,0.0,279.835,279.835,0.0,536.714,,,,,139.675,0.0,33.57,86.371,1549.399,305.564,522.376,-216.812,0.0,,240.12,149.486,123.256,26.23,57.064,545.684,,358.113,210.432,,,147.681,28.951,0.0,0.0,0.0,,28.951,34.563,0.0,0.6,34.563,421.627,255.25,255.25,0.0,0.0,,67.906,0.0,0.0,0.0,0.0,67.306,323.156,744.783,0.0,508.421,0.071,508.35,0,856.687,-14.808,1350.3,0.0,1350.3,2095.083,
03/31/2015,2544.538,224.927,224.927,0.0,395.917,395.917,0.0,577.947,,,,,235.688,,14.104,169.722,1434.479,359.489,,,0.0,,750.57,682.567,595.492,87.075,53.899,1110.059,,389.533,252.051,,,137.482,43.347,0.0,,,,43.347,15.339,,,15.339,448.219,629.984,629.984,,,,81.809,,,,,81.809,711.793,1160.012,0.0,555.0,0.144,554.856,0,856.64,-27.114,1384.526,0.0,1384.526,2544.538,
06/30/2015,2758.909,149.085,149.085,0.0,353.406,353.406,0.0,836.605,,,,,218.84,,32.387,147.281,1557.936,430.536,,,0.0,,770.437,675.517,591.771,83.746,62.533,1200.973,,526.255,375.431,,,150.824,42.737,0.0,,,,42.737,22.303,,,22.303,591.295,669.654,669.654,,,,82.38,,,,,82.38,752.034,1343.329,0.0,572.335,0.144,572.191,0,870.64,-27.395,1415.58,0.0,1415.58,2758.909,
09/30/2015,3032.363,159.398,159.398,0.0,551.188,551.188,0.0,867.082,,,,,195.443,,42.866,134.751,1773.111,478.418,,,0.0,,780.834,671.564,591.872,79.692,66.404,1259.252,,462.551,274.285,,,188.266,342.124,300.0,,,,42.124,43.929,,,43.929,848.604,559.411,559.411,,,,89.094,,,,,89.094,648.505,1497.109,0.0,603.195,0.144,603.051,0,971.117,-39.058,1535.254,0.0,1535.254,3032.363,
12/31/2015,2865.97,129.852,129.852,0.0,433.638,433.638,0.0,783.031,,,,,152.242,0.0,92.157,148.442,1498.763,538.531,831.764,-293.233,0.0,,828.676,660.867,585.181,75.686,75.652,1367.207,,393.395,200.46,,,192.935,42.0,0.0,0.0,0.0,,42.0,43.415,0.0,1.5,43.415,478.81,624.07,624.07,0.0,0.0,,94.868,0.0,0.0,0.0,0.0,93.368,718.938,1197.748,0.0,636.702,0.144,636.558,0,1076.533,-45.013,1668.222,0.0,1668.222,2865.97,
03/31/2016,3218.124,157.001,157.001,0.0,566.286,566.286,0.0,834.287,,,,,211.209,,92.23,211.209,1768.783,601.91,,,0.0,,847.431,662.112,588.895,73.217,93.089,1449.341,,408.319,184.243,,,224.076,167.0,140.0,,,,27.0,30.581,,,30.581,605.9,767.525,767.525,,,,103.382,,,,,103.382,870.907,1476.807,0.0,703.118,0.146,702.972,0,1082.027,-43.828,1741.317,0.0,1741.317,3218.124,
06/30/2016,3426.924,121.216,121.216,0.0,460.955,460.955,0.0,1086.749,,,,,180.265,,118.053,180.265,1849.185,712.873,,,0.0,,864.866,650.99,580.301,70.689,95.823,1577.739,,502.286,332.06,,,170.226,177.0,150.0,,,,27.0,30.068,,,30.068,709.354,838.116,838.116,,,,108.106,,,,,108.106,946.222,1655.576,0.0,787.237,0.146,787.091,0,1029.371,-45.26,1771.348,0.0,1771.348,3426.924,
09/30/2016,3685.337,179.954,179.954,0.0,713.731,713.731,0.0,970.621,,,,,162.255,,155.592,162.255,2026.561,751.286,,,0.0,,907.49,645.151,576.903,68.248,106.747,1658.776,,492.506,254.222,,,238.284,277.0,250.0,,,,27.0,87.744,,,87.744,857.25,796.768,796.768,,,,108.165,,,,,108.165,904.933,1762.183,0.0,816.535,0.145,816.39,0,1156.65,-50.031,1923.154,0.0,1923.154,3685.337,
12/31/2016,3644.331,250.47,250.47,0.0,622.685,622.685,0.0,917.491,,,,,174.507,0.0,136.862,159.307,1965.153,804.211,1201.267,-397.056,11.7,11.7,863.267,627.901,563.591,64.31,98.504,1679.178,,618.429,409.679,,,208.75,27.0,0.0,0.0,0.0,,27.0,40.387,0.0,0.4,40.387,685.816,790.388,790.388,0.0,0.0,,137.227,0.0,0.0,0.0,0.0,136.827,927.615,1613.431,0.0,823.629,0.145,823.484,0,1259.414,-52.143,2030.9,0.0,2030.9,3644.331,
03/31/2017,3577.16,172.128,172.128,0.0,629.235,629.235,0.0,901.613,,,,,203.052,0.2,121.108,197.252,1906.028,830.539,,,0.0,,840.593,633.367,571.381,61.986,85.918,1671.132,,512.167,294.857,,,217.31,77.0,50.0,,,,27.0,38.372,,,38.372,627.539,784.052,784.052,,,,145.536,,,,,145.536,929.588,1557.127,0.0,835.828,0.147,835.681,0,1232.416,-48.211,2020.033,0.0,2020.033,3577.16,
06/30/2017,3894.244,165.685,165.685,0.0,602.795,602.795,0.0,1168.786,,,,,229.204,,125.358,229.204,2166.47,875.005,,,0.0,,852.769,640.312,580.446,59.866,87.099,1727.774,,711.29,483.21,,,228.08,177.0,150.0,,,,27.0,48.249,,,43.649,936.539,777.717,777.717,,,,156.217,,,,,156.217,933.934,1870.473,0.0,852.377,0.147,852.23,0,1218.426,-47.032,2023.771,0.0,2023.771,3894.244,
09/30/2017,4130.365,258.002,258.002,0.0,733.292,733.292,0.0,1180.653,,,,,284.895,0.2,97.147,284.895,2456.842,868.25,,,0.0,,805.273,607.964,559.318,48.646,99.962,1673.523,,741.171,482.897,,,258.274,297.0,270.0,,,,27.0,62.255,,,54.455,1100.426,771.382,771.382,,,,157.861,,,,,157.861,929.243,2029.669,0.0,865.066,0.146,864.92,0,1272.556,-36.926,2100.696,0.0,2100.696,4130.365,
12/31/2017,4006.367,312.483,312.483,0.0,609.67,609.67,0.0,1158.548,,,,,256.978,1.1,82.801,256.978,2337.679,885.774,1412.758,-526.984,12.7,12.7,770.214,602.669,555.674,46.995,83.644,1668.688,,857.949,561.108,,,296.841,152.0,125.0,0.0,0.0,,27.0,50.426,0.0,0.0,43.626,1060.375,765.046,765.046,0.0,0.0,,162.304,0.0,0.0,0.0,0.0,162.304,927.35,1987.725,0.0,872.412,0.146,872.266,0,1184.441,-38.211,2018.642,0.0,2018.642,4006.367,
03/31/2018,4264.319,283.644,283.644,0.0,805.413,805.413,0.0,1148.493,,,,,354.455,2.1,92.607,354.455,2592.005,870.12,,,0.0,,802.194,611.132,565.201,45.931,96.355,1672.314,,747.266,470.378,,,276.888,162.0,135.0,,,,27.0,407.791,,,400.491,1317.057,758.705,758.705,,,,170.825,,,,,170.825,929.53,2246.587,0.0,882.869,0.148,882.721,0,1155.946,-21.083,2017.732,0.0,2017.732,4264.319,
06/30/2018,4241.152,196.879,196.879,0.0,724.945,724.945,0.0,1299.332,,,,,340.359,3.318,111.746,326.41,2561.515,835.427,,,0.0,,844.21,597.04,551.16,45.88,132.106,1679.637,,949.73,691.163,,,258.567,27.0,0.0,,,,27.0,361.669,,0.0,360.669,1338.399,752.37,752.37,,,,226.471,,,,,226.471,978.841,2317.24,0.0,901.999,0.148,901.851,0,1060.402,-38.489,1923.912,0.0,1923.912,4241.152,
09/30/2018,4227.169,168.682,168.682,0.0,867.074,867.074,0.0,1173.115,,,,,378.159,2.6,86.436,366.559,2587.03,821.078,,,0.0,,819.061,595.0,551.208,43.792,135.025,1640.139,,802.866,499.467,,,303.399,100.0,75.0,,,,25.0,396.873,,,396.873,1299.739,703.455,703.455,,,,218.054,,,,,218.054,921.509,2221.248,0.0,915.597,0.148,915.449,0,1134.684,-44.36,2005.921,0.0,2005.921,4227.169,
12/31/2018,4245.022,557.403,557.403,0.0,652.546,652.546,0.0,1019.496,,,,,364.183,1.6,112.42,364.183,2593.628,826.868,1482.463,-655.595,0.0,,824.526,588.287,546.494,41.793,122.219,1651.394,,901.299,560.884,,,340.415,25.0,0.0,0.0,0.0,,25.0,389.678,,,389.678,1315.977,703.834,703.834,0.0,0.0,,208.34,,,,,208.34,912.174,2228.151,0.0,916.776,0.148,916.628,0,1139.082,-38.987,2016.871,0.0,2016.871,4245.022,
03/31/2019,4436.072,288.726,288.726,0.0,743.677,743.677,0.0,875.252,,,,,299.053,0.273,114.705,288.868,2206.708,1401.454,,,0.0,,827.91,588.844,548.735,40.109,124.088,2229.364,,645.588,377.401,,,268.187,107.25,0.0,107.25,,107.25,0.0,341.174,,0.307,339.201,1094.012,1185.044,590.431,594.613,,594.613,107.209,,,,,106.902,1292.253,2386.265,0.0,931.501,0.149,931.352,0,1158.482,-40.176,2049.807,0.0,2049.807,4436.072,
06/30/2019,4679.908,455.726,455.726,0.0,735.181,735.181,0.0,965.711,,,,,287.829,0.694,129.403,277.402,2444.447,1401.517,,,0.0,,833.944,588.289,548.762,39.527,115.558,2235.461,,911.445,607.382,,,304.063,116.219,0.0,116.219,,116.219,0.0,304.977,,0.133,302.552,1332.641,1193.061,591.396,601.665,,601.665,105.932,,,,,105.799,1298.993,2631.634,0.0,946.637,0.149,946.488,0,1141.129,-39.492,2048.274,0.0,2048.274,4679.908,
