Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/25/1992,194.307007,52.015001,23.346001,28.669001,38.756001,,,36.507,,,,,7.879,,,,135.156998,49.819,98.795998,-48.977001,0.0,9.331,,,,9.331,59.150001,,13.574,13.574,,,,0.152,,,,15.292999,,,15.292999,29.018999,4.027,,,,5.095,,,,5.095,9.122,38.140999,0,32.994999,,,0.0,,123.170998,156.165997,0,156.165997,194.306995,
01/01/1993,210.748001,49.350998,10.237,39.113998,53.439999,,,36.212002,,,,,5.41,,,,144.412994,56.659,107.832001,-51.173,0.0,9.676,,,,9.676,66.335,,17.353001,17.353001,,,,0.356,,,,17.767001,,,17.767001,35.476002,3.765,,,,4.363,,,,4.363,8.128,43.604002,0,34.511002,,,0.0,,132.632996,167.143998,0,167.143998,210.748,
04/02/1993,205.899994,48.927,19.950001,28.976999,40.827,,,38.678001,,,,,4.689,,,,133.121002,58.851002,111.970001,-53.118999,0.0,13.928,,,,13.928,72.779002,,9.772,9.772,,,,0.315,,,,17.215999,,,17.215999,27.302999,3.659,,,,1.606,,,,1.606,5.265,32.567999,0,36.416,,,0.0,,136.916,173.332001,0,173.332001,205.9,
07/02/1993,216.884995,47.608999,26.851,20.757999,45.591,,,39.370998,,,,,4.907,,,,137.477997,65.627998,120.427002,-54.799,0.0,13.779,,,,13.779,79.406999,,13.274,13.274,,,,0.307,,,,18.989999,,,18.989999,32.570999,2.85,,,,2.879,,,,2.879,5.729,38.299999,0,37.824001,,,0.0,,140.761002,178.585003,0,178.585003,216.885002,
10/01/1993,231.274994,43.354,18.176001,25.177999,52.965,,,43.604,,,,,4.736,,,,144.658997,72.021004,128.723007,-56.702,0.0,14.595,,,,14.595,86.616004,,14.771,14.771,,,,0.432,,,,20.616,,,20.616,35.819,2.85,,,,2.767,,,,2.767,5.617,41.436,0,43.16,,,0.0,,146.679001,189.839001,0,189.839001,231.275001,
12/31/1993,328.765991,45.571001,29.589001,15.982,74.473,,,49.881001,,,,,6.475,,,,176.399994,84.879997,144.205994,-59.326,0.0,67.486,,,,67.486,152.365997,,15.054,15.054,,,,60.0,,,,37.060998,,,37.060998,112.114998,2.85,,,,6.795,,,,6.795,9.645,121.759998,0,45.286999,,,0.0,,161.718994,207.005993,0,207.005993,328.765991,
04/01/1994,334.303986,55.040001,34.393002,20.646999,70.001999,,,53.213001,,,,,6.918,,,,185.173004,84.266998,145.296005,-61.028999,0.0,64.863998,,,,64.863998,149.130997,,15.488,15.488,,,,50.0,,,,32.304999,,,32.304999,97.792999,2.85,,,,10.227,,,,10.227,13.077,110.869999,0,48.841999,,,0.0,,174.591995,223.433994,0,223.433994,334.303994,
07/01/1994,355.298004,60.986,40.417,20.569,75.608002,,,57.605999,,,,,8.073,,,,202.272995,86.862,150.673996,-63.812,0.0,66.163002,,,,66.163002,153.025002,,17.959999,17.959999,,,,40.0,,,,39.402,,,39.402,97.362,2.85,,,,11.886,,,,11.886,14.736,112.097999,0,49.991001,,,0.0,,193.209,243.200001,0,243.200001,355.298,
09/30/1994,360.43399,59.556002,37.949001,21.607,78.413002,,,53.014999,,,,,7.884,,,,198.867996,92.619003,159.192993,-66.573997,0.0,68.946999,,,,68.946999,161.566002,,14.828,14.828,,,,15.0,,,,43.997996,,,43.997996,73.825996,2.85,,,,17.76,,,,17.76,20.61,94.435997,0,51.605999,,,0.0,,214.391998,265.997997,0,265.997997,360.433994,
12/30/1994,390.066986,74.668999,51.459999,23.209,84.397003,,,51.881001,,,,,9.609,,,,220.556,97.630997,166.931,-69.300003,0.0,71.879997,,,,71.879997,169.510994,,22.606001,22.606001,,,,0.0,,,,59.632998,,,59.632998,82.238998,2.85,,,,12.188,,,,12.188,15.038,97.276998,0,54.585999,,,0.0,,238.203995,292.789993,0,292.789993,390.066991,
03/31/1995,424.588013,95.303001,47.271,48.032001,83.859001,,,60.884998,,,,,8.815,,,,248.862,103.763,177.063004,-73.300003,0.0,71.962997,,,,71.962997,175.725998,,21.740999,21.740999,,,,0.0,,,,56.880003,,,56.880003,78.621002,2.85,,,,15.399,,,,15.399,18.249,96.870002,0,58.969002,,,0.0,,268.748993,327.717995,0,327.717995,424.587997,
06/30/1995,462.713013,117.276997,58.530998,58.745998,88.279999,,,65.629997,,,,,9.767,,,,280.95401,108.639999,185.395004,-76.754997,0.0,73.119003,,,,73.119003,181.759003,,21.031,21.031,,,,0.0,,,,62.035002,,,62.035002,83.066002,2.85,,,,11.903,,,,11.903,14.753,97.819002,0,67.389999,,,0.0,,297.503998,364.893997,0,364.893997,462.712999,
09/29/1995,499.355011,139.852997,70.045998,69.806999,98.814003,,,68.589996,,,,,9.714,,,,316.971008,110.237999,190.332993,-80.095001,0.0,72.146004,,,,72.146004,182.384003,,22.487,22.487,,,,0.0,,,,67.198997,,,67.198997,89.685997,2.85,,,,13.193,,,,13.193,16.043,105.728997,0,68.609001,,,0.0,,325.016998,393.625999,0,393.625999,499.354996,
12/29/1995,552.051025,162.236,92.485001,69.750999,127.565002,,,67.714996,,,,,8.854,,,,366.369995,117.022003,201.440994,-84.418999,0.0,68.658997,,,,68.658997,185.681,,30.097,30.097,,,,0.0,,,,68.467003,,,68.467003,98.564003,2.85,,,,17.403999,,,,17.403999,20.253999,118.818002,0,73.273003,,,0.0,,359.959991,433.232994,0,433.232994,552.050996,
03/29/1996,560.809998,175.532997,99.811996,75.721001,125.838997,,,65.943001,,,,,9.433,,,,376.747986,119.612999,207.205002,-87.592003,0.0,64.448997,,,,64.448997,184.061996,,28.349001,28.349001,,,,0.0,,,,52.807997,,,52.807997,81.156998,2.85,,,,18.315001,,,,18.315001,21.165,102.321998,0,74.723,,,0.0,,383.765015,458.488014,0,458.488014,560.810012,
06/28/1996,587.348999,142.202,88.933998,53.268002,121.265999,,,74.321999,,,,,10.249,,,,348.039001,134.037003,229.822006,-95.785004,0.0,105.273003,,,,105.273003,239.310005,,29.295,29.295,,,,34.995998,,,,55.835001,,,55.835001,120.125999,2.85,,,,20.993,,,,20.993,23.843,143.968999,0,77.293999,,,0.0,,366.085999,443.379997,0,443.379997,587.348997,
09/27/1996,649.640015,142.287998,82.172997,60.115002,157.582001,,,84.900002,,,,,9.851,,,,394.621002,150.205002,248.884995,-98.68,0.0,104.814003,,,,104.814003,255.019005,,39.941002,39.941002,,,,9.996,,,,72.480997,,,72.480997,122.417999,2.85,,,,19.305,,,,19.305,22.155,144.572999,0,90.432999,,,0.0,,414.634003,505.067001,0,505.067001,649.640001,
12/27/1996,743.822998,226.867004,90.445999,136.421005,167.927994,,,78.518997,,,,,2.15,,,,475.463989,162.759995,267.014008,-104.253998,0.0,105.598999,,,,105.598999,268.358994,,36.931,36.931,,,,0.0,,,,94.692993,,,94.692993,131.623993,2.85,,,,18.073,,,,18.073,20.923,152.546993,0,96.651001,,,0.0,,494.625,591.276001,0,591.276001,743.822994,
03/28/1997,845.5,329.452003,110.795998,218.656006,161.869995,,,80.926003,,,,,1.003,,,,573.250977,167.964005,277.03299,-109.069,0.0,104.285004,,,,104.285004,272.249008,,37.946999,37.946999,,,,0.0,,,,104.973,,,104.973,142.919998,4.115,,,,19.01,,,,19.01,23.125,166.044998,0,107.847,,,0.0,,571.607971,679.454971,0,679.454971,845.499969,
06/27/1997,974.041016,427.294998,86.156998,341.138,171.126007,,,85.665001,,,,,2.246,,,,686.33197,180.561996,294.839996,-114.278,0.0,107.147003,,,,107.147003,287.709,,44.479,44.479,,,,0.0,,,,123.558002,,,123.558002,168.037003,4.083,,,,18.610001,,,,18.610001,22.693001,190.730003,0,116.499001,,,0.0,,666.812012,783.311012,0,783.311012,974.041016,
09/26/1997,1101.973999,503.553986,127.852997,375.700989,202.776001,,,84.649002,,,,,1.757,,,,792.736023,199.496994,319.971985,-120.474998,0.0,109.740997,,,,109.740997,309.237991,,40.039001,40.039001,,,,0.0,,,,161.182999,,,161.182999,201.222,3.949,,,,19.169001,,,,19.169001,23.118001,224.340001,0,127.580002,,,0.0,,750.054016,877.634018,0,877.634018,1101.974019,
01/02/1998,1183.379028,487.033989,109.047997,377.985992,284.084015,,,89.613998,,,,,2.202,,,,862.934021,209.328995,338.29599,-128.966995,0.0,111.115997,,,,111.115997,320.444992,,50.422001,50.422001,,,,0.0,,,,175.398006,,,175.398006,225.820007,2.85,,,,21.6,,,,21.6,24.45,250.270008,0,132.194,,,0.0,,800.914978,933.108978,0,933.108978,1183.378986,
04/03/1998,1286.717041,600.486008,178.029007,422.457001,259.595001,,,94.467003,,,,,1.376,,,,955.924011,217.938004,352.108002,-134.169998,0.0,112.855003,,,,112.855003,330.793007,,48.098,48.098,,,,0.0,,,,181.036995,,,181.036995,229.134995,2.85,,,,21.681999,,,,21.681999,24.531999,253.666994,0,149.505997,,,0.0,,883.544006,1033.050003,0,1033.050003,1286.716997,
07/03/1998,1295.979004,577.800018,267.489014,310.311005,293.627991,,,100.223,32.202,23.593,44.428001,,4.538,,,,976.189026,223.207001,361.264008,-138.057007,0.0,96.583,96.583,,,0.0,319.790001,,57.185001,57.185001,,,,0.0,,,,136.094006,,,136.094006,193.279007,2.85,,,,27.73,,,,27.73,30.579999,223.859006,0,155.246002,,,0.0,,916.874023,1072.120026,0,1072.120026,1295.979032,
10/02/1998,1441.503052,609.805008,233.455002,376.350006,322.303009,,,139.692993,51.578999,26.221001,61.893002,,9.126,,,,1080.927002,247.248993,401.406006,-154.156998,0.0,113.327003,113.327003,,,0.0,360.575996,,59.472,59.472,,,,0.0,,,,118.789001,,,118.789001,178.261002,2.85,,,,26.863001,,,,26.863001,29.713001,207.974002,0,184.022003,,,0.0,,1049.506958,1233.528961,0,1233.528961,1441.502964,
01/01/1999,1645.125,658.686019,239.292007,419.394012,480.619995,,,122.424004,48.773998,23.275999,50.374001,,7.143,,,,1268.873047,256.087006,415.770996,-159.684006,0.0,120.165001,55.558998,,,64.606003,376.252007,,63.952999,63.952999,,,,0.0,,,,155.936009,,,155.936009,219.889008,3.349,,,,24.274,,,,24.274,27.623,247.512008,0,225.065994,,,0.0,,1172.546997,1397.612991,0,1397.612991,1645.124999,
04/02/1999,1713.743,811.235,300.771,510.464,381.354,381.354,,135.105,50.297,22.871,61.937,0.0,8.939,,,,1336.633,244.019,410.869,-166.85,0.0,133.091,51.446,51.446,0.0,81.645,377.11,,59.36,59.36,,,,0.0,0.0,0.0,0.0,146.609,,,146.609,205.969,2.85,2.85,0.0,0.0,29.494,,,,29.494,32.344,238.313,0,234.119,,,0.0,1272.585,-31.274,1475.43,0,1475.43,1713.743,
07/02/1999,1852.439,872.212,254.617,617.595,458.752,458.752,,132.819,49.216,23.574,60.029,0.0,2.747,,,,1466.53,246.912,423.564,-176.652,0.0,138.997,48.959,48.959,0.0,90.038,385.909,,69.129,69.129,,,,0.0,0.0,0.0,0.0,133.618,,,133.618,202.747,2.85,2.85,0.0,0.0,29.368,,,,29.368,32.218,234.965,0,253.219,,,0.0,1400.354,-36.099,1617.474,0,1617.474,1852.439,
10/02/1999,2107.498047,924.005981,250.059998,673.945984,515.367981,,,164.669998,70.261002,33.979,60.43,0.0,6.575,,,,1610.619019,323.70401,566.302002,-242.598007,0.0,173.175003,173.175003,67.603996,105.571007,0.0,496.879013,,96.547997,96.547997,,,,0.0,0.0,0.0,0.0,166.267006,,,166.267006,262.815002,3.319,3.319,0.0,0.0,20.254,,,,20.254,23.573,286.388002,0,311.425995,,,0.0,,1509.68396,1821.109955,0,1821.109955,2107.497957,
12/31/1999,2354.625,968.001984,310.553009,657.448975,626.741028,,,185.796005,74.361,38.108002,73.327003,0.0,6.389,,,,1786.927979,336.186005,576.992004,-240.806,0.0,231.511002,87.275002,87.275002,0.0,144.236,567.697006,,111.597,111.597,,,,0.0,0.0,0.0,0.0,163.938004,,,163.938004,275.535004,9.35,9.35,0.0,0.0,22.235001,,,,22.235001,31.585001,307.120005,0,380.727997,,,0.0,,1666.776978,2047.504974,0,2047.504974,2354.624979,
03/31/2000,2482.157959,1126.718018,440.502014,686.216003,552.16803,,,212.292999,89.052002,39.164001,84.077003,0.0,7.316,,,,1898.494995,337.498993,588.304993,-250.806,0.0,246.164001,246.164001,83.672997,162.491005,0.0,583.662994,,142.018005,142.018005,,,,0.0,0.0,0.0,0.0,162.570007,,,162.570007,304.588013,2.85,2.85,0.0,0.0,24.646,,,,24.646,27.496,332.084013,0,399.821991,,,0.0,,1750.251953,2150.073944,0,2150.073944,2482.157957,
06/30/2000,2663.266113,1142.194,379.600006,762.593994,636.528015,,,263.119995,116.495003,44.022999,102.601997,0.0,9.729,,,,2051.571045,357.009003,623.388977,-266.380005,0.0,254.686005,254.686005,80.379997,174.306007,0.0,611.695007,,160.115997,160.115997,,,,0.0,0.0,0.0,0.0,163.078003,,,163.078003,323.194,2.85,2.85,0.0,0.0,28.917999,,,,28.917999,31.767999,354.961999,0,413.592987,,,0.0,,1894.71106,2308.304047,0,2308.304047,2663.266046,
09/29/2000,2866.166016,1127.146988,221.563004,905.583984,691.302979,,,365.362,171.408005,50.535999,143.417999,0.0,16.488001,,,,2200.300049,396.696014,671.661011,-274.964996,0.0,269.170013,269.170013,75.286003,193.88401,0.0,665.866028,,171.285995,171.285995,,,,0.0,0.0,0.0,0.0,183.070999,,,183.070999,354.356995,2.85,2.85,0.0,0.0,29.548,,,,29.548,32.398,386.754995,0,424.459991,,,0.0,,2054.950928,2479.410919,0,2479.410919,2866.165914,
12/29/2000,3073.066895,1022.346985,329.289001,693.057983,802.546021,,,428.255005,211.404999,55.862999,160.987,0.0,69.331001,,,,2322.479004,460.760986,756.89502,-296.134003,0.0,289.826996,73.924004,73.924004,0.0,215.902992,750.587982,,155.005997,155.005997,,,,0.0,0.0,0.0,0.0,257.339005,,,257.339005,412.345001,2.85,2.85,0.0,0.0,30.288,,,,30.288,33.138,445.483001,0,446.020996,,,-126.475998,,2308.038986,2627.583984,0,2627.583984,3073.066986,
03/30/2001,3086.399902,1019.063995,381.428009,637.635986,594.935974,,,533.940979,250.645004,62.102001,221.194,0.0,54.965,,,,2202.906006,503.015015,814.525024,-311.51001,0.0,380.479004,167.302994,167.302994,0.0,213.17601,883.494019,,136.503006,136.503006,,,,0.0,0.0,0.0,0.0,166.722,,,166.722,303.225006,2.85,2.85,0.0,0.0,27.863001,,,,27.863001,30.713001,333.938007,0,476.931,,,-126.475998,,2402.007004,2752.462006,0,2752.462006,3086.400012,
06/29/2001,2945.103027,1034.325012,418.151001,616.174011,411.700989,,,473.578003,194.126999,56.445999,223.005005,0.0,136.792999,,,,2056.396973,509.421997,835.013,-325.591003,0.0,379.283997,171.442993,171.442993,0.0,207.841003,888.705994,,111.757004,111.757004,,,,0.0,0.0,0.0,0.0,206.939011,,,206.939011,318.696014,2.85,2.85,0.0,0.0,53.327,,,,53.327,56.177,374.873014,0,487.459015,,,-126.475998,,2209.246994,2570.230011,0,2570.230011,2945.103025,
09/28/2001,2908.056885,1052.408997,520.874023,531.534973,337.536011,,,415.148987,187.662994,48.192001,179.294006,0.0,167.264999,,,,1972.359009,538.468018,871.041992,-332.574005,0.0,397.230011,179.664001,179.664001,0.0,217.56601,935.698029,,58.354,58.354,,,,0.0,0.0,0.0,0.0,216.803989,,,216.803989,275.15799,2.85,2.85,0.0,0.0,57.709999,,,,57.709999,60.559999,335.717988,0,492.334015,,,-126.475998,,2206.480881,2572.338898,0,2572.338898,2908.056886,
12/28/2001,2865.784912,1101.630005,701.916992,399.713013,330.885986,,,329.050995,145.470993,33.724998,149.854996,0.0,183.035995,,,,1944.603027,520.468994,862.697998,-342.229004,0.0,400.713013,188.593994,188.593994,0.0,212.119019,921.182007,,63.507,63.507,,,,0.0,0.0,0.0,0.0,256.038013,,,256.038013,319.545013,3.39,3.39,0.0,0.0,77.235001,,,,77.235001,80.625001,400.170014,0,498.738007,,,-129.598007,,2096.47496,2465.61496,0,2465.61496,2865.784974,
03/30/2002,2839.0,911.600006,528.5,383.100006,247.100006,,,293.5,131.100006,31.799999,130.600006,0.0,151.399994,,,,1603.599976,509.399994,863.299988,-353.899994,0.0,726.0,529.299988,454.299988,75.0,196.700012,1235.399994,,52.799999,52.799999,,,,0.0,0.0,0.0,0.0,238.900013,,,238.900013,291.700012,0.5,0.5,0.0,0.0,63.099998,,,,63.099998,63.599998,355.300011,0,545.0,,,-129.600006,,2068.299957,2483.699951,0,2483.699951,2838.999962,
06/28/2002,2805.5,993.300018,435.899994,557.400024,218.800003,,,207.899994,91.5,30.200001,86.199997,0.0,186.399994,,,,1606.400024,474.0,829.599976,-355.600006,0.0,725.099976,531.5,457.5,74.0,193.599976,1199.099976,,56.5,56.5,,,,0.0,0.0,0.0,0.0,240.299988,,,240.299988,296.799988,0.5,0.5,0.0,0.0,89.0,,,,89.0,89.5,386.299988,0,545.599976,,,-129.600006,,2003.199982,2419.199951,0,2419.199951,2805.499939,
09/27/2002,2723.199951,1007.299988,523.0,484.299988,185.399994,,,200.699997,102.800003,19.6,78.300003,0.0,192.699997,,,,1586.099976,436.100006,803.799988,-367.700012,0.0,701.0,530.700012,459.0,71.700012,170.299988,1137.100006,,69.599998,69.599998,,,,0.0,0.0,0.0,0.0,232.400002,,,232.400002,302.0,0.5,0.5,0.0,0.0,85.0,,,,85.0,85.5,387.5,0,547.200012,,,-129.600006,,1918.100006,2335.700012,0,2335.700012,2723.200012,
12/27/2002,2622.800049,1019.199982,453.600006,565.599976,216.800003,,,174.5,92.400002,15.5,66.599998,0.0,123.099998,,,,1533.599976,420.899994,770.200012,-349.299988,0.0,668.299988,455.700012,455.700012,0.0,212.599976,1089.199982,,77.400002,77.400002,,,,0.0,0.0,0.0,0.0,179.899986,,,179.899986,257.299988,0.0,0.0,0.0,0.0,75.199997,,,,75.199997,75.199997,332.499985,0,547.700012,,,-129.600006,,1872.199982,2290.299988,0,2290.299988,2622.799973,
03/28/2003,2556.800049,1006.600006,257.399994,749.200012,154.399994,,,177.199997,85.300003,15.8,76.099998,0.0,142.399994,,,,1480.599976,407.100006,739.400024,-332.299988,0.0,669.099976,526.200012,456.399994,69.800018,142.899963,1076.199982,,60.099998,60.099998,,,,0.0,0.0,0.0,0.0,150.200005,,,150.200005,210.300003,0.0,0.0,0.0,0.0,72.400002,,,,72.400002,72.400002,282.700005,0,548.0,,,-129.600006,1790.0,65.699982,2274.099976,0,2274.099976,2556.79998,
06/27/2003,2624.899902,1050.700027,247.300003,803.400024,165.899994,,,128.800003,59.599998,17.0,52.200001,0.0,89.900002,,,,1435.300049,392.700012,746.0,-353.299988,0.0,796.900024,662.0,589.5,72.5,134.900024,1189.600037,,59.299999,59.299999,,,,0.0,0.0,0.0,0.0,155.700001,,,155.700001,215.0,0.0,0.0,0.0,0.0,172.5,,,,172.5,172.5,387.5,0,554.099976,,,-129.600006,1790.0,22.900055,2237.400024,0,2237.400024,2624.900024,
09/26/2003,2549.899902,1065.800003,241.800003,824.0,178.600006,,,74.599998,33.599998,12.3,28.700001,0.0,101.900002,,,,1420.900024,351.799988,744.200012,-392.399994,0.0,777.200012,658.099976,552.200012,105.899963,119.100037,1129.0,,59.700001,59.700001,,,,0.0,0.0,0.0,0.0,141.999996,,,141.999996,201.699997,0.0,0.0,0.0,0.0,176.800003,,,,176.800003,176.800003,378.5,0,556.700012,,,-129.600006,1725.099976,19.199982,2171.399963,0,2171.399963,2549.899963,
01/02/2004,2607.5,1122.999969,245.899994,877.099976,196.699997,196.699997,,41.799999,12.5,4.1,25.200001,0.0,137.300003,,,,1498.800049,315.799988,643.599976,-327.799988,0.0,792.900024,660.099976,552.299988,107.799988,132.800049,1108.700012,,47.799999,47.799999,,,,0.0,0.0,0.0,0.0,160.000004,,,160.000004,207.800003,0.0,0.0,0.0,0.0,180.399994,,,,180.399994,180.399994,388.199997,0,561.0,,,-129.600006,1701.900024,86.000031,2219.300049,0,2219.300049,2607.500046,
04/02/2004,2571.899902,1180.200012,263.299988,916.900024,186.399994,186.399994,,42.400002,8.4,0.0,34.0,0.0,83.0,,,,1492.0,299.0,567.900024,-268.899994,0.0,780.900024,653.799988,551.700012,102.099976,127.100037,1079.900024,,43.200001,43.200001,,,,0.0,0.0,0.0,0.0,130.100002,,,130.100002,173.300003,0.0,0.0,0.0,0.0,173.600006,,,,173.600006,173.600006,346.900009,0,563.299988,,,-129.600006,1715.400024,75.899933,2224.999939,0,2224.999939,2571.899948,
07/02/2004,2625.300049,1241.600006,273.600006,968.0,180.800003,180.800003,,55.900002,13.2,4.2,38.5,0.0,91.900002,,,,1570.199951,279.399994,548.900024,-269.5,0.0,775.700012,649.799988,551.599976,98.200012,125.900024,1055.100006,,52.099998,52.099998,,,,0.0,0.0,0.0,0.0,130.500008,,,130.500008,182.600006,0.0,0.0,0.0,0.0,175.199997,,,,175.199997,175.199997,357.800003,0,566.700012,,,-129.600006,1764.900024,65.500031,2267.500061,0,2267.500061,2625.300064,
10/01/2004,2680.600098,1343.0,506.299988,836.700012,173.100006,,,64.300003,22.799999,5.8,35.700001,0.0,54.0,,,,1634.400024,278.0,555.900024,-277.899994,0.0,768.200012,647.200012,552.0,95.200012,121.0,1046.200012,,50.599998,50.599998,,,,0.0,0.0,0.0,0.0,131.000008,,,131.000008,181.600006,0.0,0.0,0.0,0.0,167.399994,,,,167.399994,167.399994,349.0,0,571.5,,,-129.600006,1810.900024,78.799957,2331.599976,0,2331.599976,2680.599976,
