Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2018,1155.2,1155.2,,-791.7,791.7,363.5,0.0,-203.3,192.8,,,10.5,160.2,-43.4,44.5,48.4,-3.9,2.0,,-3.1,116.8,-33.5,83.3,-31.1,-31.1,0.0,114.4,0.0,114.4,0.0,-0.6,113.8,101.8,19.1,159.7,0.71,0.52,0.637445,160.6,0.71,0.52,0.637445,
09/30/2018,1186.2,1186.2,,-820.7,820.7,365.5,0.0,-202.3,192.1,,,10.2,163.2,-54.2,44.8,47.8,-3.0,-0.4,,9.8,109.0,-33.4,75.6,-3.4,-3.4,0.0,79.0,0.0,79.0,0.0,-0.4,78.6,96.021992,20.821992,157.2,0.5,0.48,0.610827,158.0,0.5,0.48,0.610827,
12/31/2018,1260.3,1260.3,,-861.2,861.2,399.1,0.0,-233.7,203.4,,,30.3,165.4,-46.9,44.1,46.6,-2.5,2.9,,-0.1,118.5,80.9,199.4,-0.9,-0.9,0.0,200.3,0.0,200.3,0.0,0.0,200.3,117.000013,-82.399986,155.2,1.29,1.28,0.753866,156.1,1.28,1.28,0.752133,
03/31/2019,1112.7,1112.7,,-747.5,747.5,365.2,0.0,-224.1,212.1,,,12.0,141.1,-46.4,44.9,47.6,-2.7,0.8,,0.7,94.7,-30.4,64.3,6.8,6.8,0.0,57.5,0.0,57.5,0.0,0.0,57.5,92.2,27.9,154.8,0.37,0.41,0.595607,155.4,0.37,0.41,0.589537,
06/30/2019,1161.0,1161.0,,-782.7,782.7,378.3,0.0,-299.9,266.2,,,33.7,78.4,-40.6,43.2,47.3,-4.1,1.3,,-3.9,37.8,-12.3,25.5,-7.7,-7.7,0.0,33.2,0.0,33.2,0.0,-0.1,33.1,125.2,99.8,154.5,0.22,0.16,0.810356,155.3,0.21,0.16,0.802627,
09/30/2019,1218.5,1218.5,,-826.5,826.5,392.0,0.0,-238.0,221.6,,,16.4,154.0,-51.7,48.5,50.7,-2.2,1.3,,1.9,102.3,-22.8,79.5,11.5,11.5,0.0,68.0,0.0,68.0,0.0,-0.1,67.9,98.615364,19.215364,154.0,0.44,0.52,0.64036,154.8,0.44,0.51,0.63413,
12/31/2019,1298.9,1298.9,,-869.6,869.6,429.3,0.0,-224.3,215.6,,,8.7,205.0,-69.5,47.5,50.4,-2.9,1.2,,20.8,135.5,-11.1,124.4,20.1,20.1,0.0,104.3,0.0,104.3,0.0,0.0,104.3,121.5,-2.9,154.0,0.68,0.81,0.788961,155.0,0.67,0.8,0.78129,
03/31/2020,1173.9,1173.9,,-783.4,783.4,390.5,0.0,-203.7,194.1,,,9.6,186.8,-39.6,44.4,47.8,-3.4,0.9,,-5.7,147.2,-32.7,114.5,-12.1,-12.1,0.0,126.6,0.0,126.6,0.0,0.0,126.6,113.4,-1.1,154.5,0.82,0.74,0.733981,154.8,0.82,0.74,0.732894,
06/30/2020,1151.2,1151.2,,-761.3,761.3,389.9,0.0,-203.9,184.5,,,19.4,186.0,-41.1,43.3,45.4,-2.1,1.2,,-3.4,144.9,-44.6,100.3,0.2,0.2,0.0,100.1,0.0,100.1,0.0,0.0,100.1,118.3,18.0,155.6,0.64,0.64,0.760283,155.9,0.64,0.64,0.755459,
09/30/2020,1179.889,,,,,,,,,,,,184.0,,,,,,,,137.8,,103.5,,,,,,103.5,,,103.5,102.7,,,0.66,0.66,0.66,,0.66,0.66,0.66,
12/31/2020,1262.222,,,,,,,,,,,,214.0,,,,,,,,167.5,,122.0,,,,,,122.0,,,122.0,122.333,,,0.78,0.78,0.776,,0.78,0.78,0.776,
