Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2016,225.906,99.855,126.051,-35.285,25.774,,190.621,0.0,-105.599,57.769,44.672,3.158,85.022,0.756,-0.864,0.086,-0.95,0.107,,0.001,85.778,-29.31,56.468,0.0,0.0,0.0,56.468,0.0,56.468,0.0,0.0,56.468,56.532292,0.064292,88.114,0.64,0.64,0.641581,90.084,0.63,0.63,0.630714,
06/30/2016,246.069,104.982,141.087,-37.011,27.491,,209.058,0.0,-114.903,64.259,47.443,3.201,94.155,1.323,-1.077,0.0,-1.077,,,-0.246,95.478,-25.85,69.628,0.0,0.0,0.0,69.628,0.0,69.628,0.0,0.0,69.628,69.628,0.0,87.638,0.79,0.79,0.79,89.305,0.78,0.78,0.78,
09/30/2016,245.862,106.332,139.53,-35.586,26.073,,210.276,0.0,-110.177,61.537,45.418,3.222,100.099,0.894,-1.083,0.0,-1.083,,,0.189,100.993,-31.436,69.557,0.0,0.0,0.0,69.557,0.0,69.557,0.0,0.0,69.557,69.687,0.13,86.959,0.8,0.8,0.801378,88.676,0.78,0.78,0.781466,
12/31/2016,270.628,109.122,161.506,-38.978,29.43,3.174,231.65,0.0,-134.684,85.95,45.56,0.0,96.966,1.1,-1.099,0.0,-1.099,0.0,0.0,-0.001,98.066,-28.083,69.983,0.0,0.0,0.0,69.983,0.0,69.983,0.0,0.0,69.983,72.284084,2.301084,86.198,0.81,0.81,0.838582,87.811,0.8,0.8,0.826205,
03/31/2017,253.405,111.497,141.908,-37.031,28.095,3.107,216.374,0.0,-130.902,73.417,54.378,0.0,85.472,0.095,-1.249,0.0,-1.249,,,1.154,85.567,-22.261,63.306,0.0,0.0,0.0,63.306,0.0,63.306,0.0,0.0,63.306,67.514396,4.208396,85.456,0.74,0.74,0.790049,87.224,0.73,0.73,0.778248,
06/30/2017,263.924,114.044,149.88,-36.338,27.386,3.139,227.586,0.0,-129.192,77.051,49.002,0.0,98.394,1.478,-1.668,0.0,-1.668,,,0.19,99.872,-30.142,69.73,0.0,0.0,0.0,69.73,0.0,69.73,0.0,0.0,69.73,71.571448,1.841448,85.167,0.82,0.82,0.840366,86.895,0.8,0.8,0.821192,
09/30/2017,275.585,119.005,156.58,-35.983,26.979,3.26,239.602,0.0,-133.419,80.015,50.144,0.0,106.183,1.742,-1.91,0.0,-1.91,,,0.168,107.925,-34.295,73.63,0.0,0.0,0.0,73.63,0.0,73.63,0.0,0.0,73.63,74.789752,1.159752,84.774,0.87,0.87,0.882225,86.588,0.85,0.85,0.863394,
12/31/2017,302.336,125.74,176.596,-40.812,30.91,3.466,261.524,0.0,-160.845,108.157,49.222,0.0,100.679,1.651,-2.135,0.0,-2.135,0.0,0.0,0.484,102.33,-49.745,52.585,0.0,0.0,0.0,52.585,0.0,52.585,0.0,0.0,52.585,76.45445,23.86945,84.557,0.62,0.62,0.904176,86.709,0.61,0.61,0.885282,
03/31/2018,282.873,172.827,110.046,-39.038,30.252,3.435,243.835,0.0,-148.774,87.809,57.53,0.0,95.061,1.977,-2.285,0.0,-2.285,0.0,,0.308,97.038,-12.758,84.28,0.0,0.0,0.0,84.28,0.0,84.28,0.0,0.0,84.28,86.437022,2.157022,83.931,1.0,1.0,1.029858,86.152,0.98,0.98,1.005037,
06/30/2018,305.913,174.766,131.147,-40.45,31.363,3.495,265.463,0.0,-156.91,95.058,58.357,0.0,108.553,1.169,-2.176,0.0,-2.176,0.0,,1.007,109.722,-17.126,92.596,0.0,0.0,0.0,92.596,0.0,92.596,0.0,0.0,92.596,95.38275,2.78675,84.105,1.1,1.1,1.134091,85.986,1.08,1.08,1.112409,
09/30/2018,289.418,180.315,109.103,-36.308,30.778,3.491,253.11,0.0,-160.086,97.576,59.019,0.0,93.024,2.239,-3.213,0.0,-3.213,0.0,,0.974,95.263,-5.927,89.336,0.0,0.0,0.0,89.336,0.0,89.336,0.0,0.0,89.336,92.246591,2.910591,84.158,1.06,1.06,1.096112,86.043,1.04,1.04,1.073827,
12/31/2018,415.432,189.011,226.421,-40.089,36.458,3.374,375.343,0.0,-195.407,133.137,58.896,0.0,179.936,5.126,-3.745,0.0,-3.745,0.0,,-1.381,185.062,-31.899,153.163,0.0,0.0,0.0,153.163,0.0,153.163,0.0,0.0,153.163,156.563294,3.400294,83.699,1.83,1.83,1.870552,85.472,1.79,1.79,1.829783,
03/31/2019,317.13,194.086,123.044,-34.815,30.268,3.759,282.315,0.0,-186.666,112.169,70.738,0.0,95.649,3.017,-3.351,0.091,-3.442,,,0.334,98.666,-12.436,86.23,0.0,0.0,0.0,86.23,0.0,86.23,0.0,0.0,86.23,92.110537,5.880537,83.764,1.03,1.03,1.099643,85.493,1.01,1.01,1.078784,
06/30/2019,368.635,198.136,170.499,-40.497,35.742,3.796,328.138,0.0,-199.51,120.412,75.302,0.0,128.628,1.313,-2.98,0.0,-2.98,,,1.667,129.941,-20.191,109.75,0.0,0.0,0.0,109.75,0.0,109.75,0.0,0.0,109.75,110.864009,1.114009,83.978,1.31,1.31,1.320155,85.483,1.28,1.28,1.293032,
09/30/2019,343.899,206.755,137.144,-41.365,36.603,3.787,302.534,0.0,-197.487,120.682,73.018,0.0,105.047,3.782,-3.188,0.0,-3.188,,,-0.594,108.829,-19.366,89.463,0.0,0.0,0.0,89.463,0.0,89.463,0.0,0.0,89.463,92.424099,2.961099,84.109,1.06,1.06,1.098861,85.733,1.04,1.04,1.074539,
12/31/2019,486.228,217.285,268.943,-49.596,41.95,3.827,436.632,0.0,-250.916,167.937,79.152,0.0,185.716,-0.569,-0.286,2.9,-3.186,,,0.855,185.147,-19.295,165.852,0.0,0.0,0.0,165.852,0.0,165.852,0.0,0.0,165.852,169.964439,4.112439,85.183,1.95,1.95,1.995286,86.992,1.91,1.91,1.957274,
03/31/2020,304.985,217.155,87.83,-50.116,40.564,4.162,254.869,0.0,-220.796,130.522,86.112,0.0,34.073,-0.749,0.876,3.651,-2.775,,,-0.127,33.324,12.74,46.064,0.0,0.0,0.0,46.064,0.0,46.064,0.0,0.0,46.064,48.336212,2.272212,85.798,0.54,0.54,0.563372,87.369,0.53,0.53,0.556007,
06/30/2020,385.661,216.32,169.341,-53.86,44.096,4.163,331.801,0.0,-218.994,128.698,86.133,0.0,112.807,-0.222,2.106,3.04,-0.934,,,-1.884,112.585,-16.021,96.564,0.0,0.0,0.0,96.564,0.0,96.564,0.0,0.0,96.564,99.5906,3.0266,85.651,1.13,1.13,1.162749,86.934,1.11,1.11,1.144815,
09/30/2020,365.154,,,,,,325.80135342,,,,,,136.727,,,,,,,,136.273,,72.978,,,,,,72.978,,,72.978,109.818,,,0.837,0.837,1.259,,0.837,0.837,1.259,
12/31/2020,542.923,,,,,,496.98628497,,,,,,269.727,,,,,,,,269.364,,174.333,,,,,,174.333,,,174.333,216.727,,,1.999,1.999,2.481,,1.999,1.999,2.481,
