Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
10/28/1995,694.765015,-470.812988,223.952026,-173.858994,50.092999,-3.265,0.0,1.792,48.619998,-19.41,29.209999,0.0,0.0,29.209999,0.0,29.209999,,29.209999,,0.79,0.79,36.844002,0.79,0.79,0.79,36.844002,
02/03/1996,1004.252991,-693.017029,311.235962,-187.647995,123.587997,-8.379,0.0,13.363,128.571997,-50.987999,77.584,0.0,0.0,77.584,0.0,77.584,,77.583998,2.11,2.11,2.11,36.844002,2.11,2.11,2.11,36.844002,
05/04/1996,655.408997,-452.968994,202.440002,-168.251007,34.188999,-2.414,0.0,-9.686,22.088999,-8.818,13.271,0.0,0.0,13.271,0.0,13.271,12.0,25.270999,0.56,0.36,0.36,36.844002,0.56,0.36,0.36,36.844002,
08/03/1996,659.526978,-467.927002,191.599976,-168.112,23.488001,-2.222,0.0,2.755,24.021001,-9.587,14.434,0.0,0.0,14.434,0.0,14.434,,14.434001,0.39,0.39,0.39,36.844002,0.39,0.39,0.39,36.844002,
11/02/1996,727.741028,-495.378998,232.36203,-180.813995,51.548,-2.387,0.0,2.59,51.751,-20.663,31.087999,0.0,0.0,31.087999,0.0,31.087999,,31.088,0.85,0.85,0.85,36.844002,0.85,0.85,0.85,36.844002,
02/01/1997,988.14502,-696.747009,291.398011,-185.684998,105.712997,-9.428,0.0,7.406,103.690997,-41.019001,62.672001,0.0,0.0,62.672001,0.0,62.672001,,62.671996,1.7,1.7,1.7,36.844002,1.7,1.7,1.7,36.844002,
05/03/1997,683.297974,-478.928009,204.369965,-172.641998,31.728001,-3.235,0.0,3.252,31.745001,-12.437,19.308001,0.0,0.0,19.308001,0.0,19.308001,,19.308001,0.52,0.52,0.52,36.835999,0.52,0.52,0.52,36.835999,
08/02/1997,692.905029,-494.062988,198.842041,-173.593002,25.249001,-2.372,0.0,2.401,25.278001,-9.93,15.348,0.0,0.0,15.348,0.0,15.348,,15.348,0.42,0.42,0.42,36.766998,0.42,0.42,0.42,36.766998,
11/01/1997,753.72998,-527.598999,226.130981,-189.848999,36.282001,-1.879,0.0,2.965,37.368001,-14.658,22.709999,0.0,0.0,22.709999,0.0,22.709999,,22.710001,0.62,0.62,0.62,36.748001,0.62,0.62,0.62,36.748001,
01/31/1998,1013.83197,-707.028015,306.803955,-190.998993,115.805,-10.199,0.0,13.365,118.971,-46.631001,72.339996,0.0,0.0,72.339996,0.0,72.339996,9.0,81.339999,1.72,1.97,1.97,36.749001,1.72,1.97,1.97,36.749001,
05/02/1998,688.286011,-486.335999,201.950012,-174.735001,27.215,-2.296,0.0,2.455,27.374,-10.595,16.778999,0.0,0.0,16.778999,0.0,16.778999,,16.779,0.46,0.46,0.46,36.749001,0.46,0.46,0.46,36.749001,
08/01/1998,699.741028,,,,,,,,,,,,,18.318001,,18.318001,,,0.68,0.5,0.5,36.748501,0.68,0.5,0.5,36.748501,
