Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1996,1327.95105,,,,,,,-1257.131958,,,70.819,-53.092002,,52.816002,0.0,0.276,17.726998,-7.548,10.179,0.0,,,10.178998,0.0,10.179,0.0,,10.179,10.179,,80.032997,0.13,0.15,0.15,80.032997,0.13,0.15,0.15,
06/30/1996,1426.047974,,,,,,,-1319.140991,,,106.906998,-53.258001,,53.803001,0.0,-0.545,53.648997,-22.066,31.583,0.0,,,31.582997,0.0,31.583,0.0,,31.583,31.583,,81.195999,0.39,0.35,0.35,81.195999,0.39,0.35,0.35,
09/30/1996,1272.145996,,,,,,,-1164.041016,,,108.105003,-55.621998,,52.655998,0.0,2.966,52.483005,-23.073,29.41,3.122,,,26.288005,0.0,26.288,0.0,,26.288,26.288,,81.945999,0.32,0.36,0.36,81.945999,0.32,0.36,0.36,
12/31/1996,1207.92395,,,,,,,-1470.458984,,,-262.535004,136.694004,,47.436001,0.0,-184.130005,-125.841,37.672001,-88.168999,21.198999,,,-109.367998,0.0,-109.367996,0.0,,-109.367996,-109.367996,,81.875999,-1.34,-1.08,0.37,81.875999,-1.34,-1.08,0.37,
03/31/1997,1187.119019,,,,,,,-1086.766968,,,100.351997,-44.378999,,46.882999,0.0,-2.504,55.972998,-23.521999,32.451,-1.215,,,33.665999,0.0,33.666,0.0,,33.666,33.666,,78.748001,0.43,0.42,0.42,78.748001,0.43,0.41,0.41,
06/30/1997,1233.999023,,,,,,,-1104.535034,,,129.464005,-52.068001,,48.888,0.0,3.18,77.396004,-34.068001,43.327999,-6.707,,,50.035003,0.0,50.035,0.0,,50.035,50.035,,76.75,0.65,0.56,0.56,78.171997,0.64,0.55,0.55,
09/30/1997,1204.338989,,,,,,,-1100.641968,,,103.696999,-46.259999,,46.529999,0.0,-0.27,57.437,-22.159,35.278,-7.525,,,42.802999,0.0,42.803001,0.0,,42.803001,42.803001,,77.807999,0.55,0.45,0.45,79.246002,0.54,0.45,0.45,
12/31/1997,1268.447998,,,,,,,-1158.314941,,,110.133003,-36.987001,,47.060001,0.0,-10.073,73.146002,-23.965,49.181,0.0,,,49.181002,0.0,49.181,0.0,,49.181,49.181,,75.400002,0.65,0.65,0.65,76.599998,0.64,0.64,0.64,
03/31/1998,1092.517944,,,,,,,-995.872986,,,96.644997,-52.974001,,48.408001,0.0,4.566,43.670996,-18.679001,24.992001,-12.282,,,37.273994,0.0,37.273998,0.0,,37.273998,37.273998,,73.970703,0.5,0.34,0.38,75.005997,0.5,0.33,0.37,
06/30/1998,1131.000977,,,,,,,-1032.890747,,,98.110207,-44.779001,,49.103001,0.0,-4.324,53.331206,-19.872887,33.458317,-11.809,,,45.267319,0.0,45.267319,0.0,,45.267319,45.267319,,73.728996,0.61,0.45,0.53,74.569,0.61,0.45,0.53,
09/30/1998,1176.332,,,,,,0.0,-1061.758,,,114.574,-50.848,,48.681,0.0,2.167,63.726,-23.309,40.417,3.369,,,37.048,0.0,37.048,0.0,,37.048,37.048,,72.998,0.51,0.55,0.55,73.251,0.51,0.51,0.51,
12/31/1998,1207.125,,,,,,,-1104.0,,,103.125,-58.780001,,47.200001,0.0,11.58,44.344999,-15.4,28.945,-10.537,,,39.481999,0.0,39.481998,0.0,,39.481998,39.481998,,71.599998,0.55,0.4,0.51,71.800003,0.55,0.4,0.51,
03/31/1999,1154.021973,,,,,,,-1072.947021,,,81.074997,-63.428,,45.646,0.0,17.782,17.646997,-6.758,10.889,-11.252,,,22.140997,0.0,22.141001,0.0,,22.141001,22.141001,,71.188004,0.31,0.15,0.27,71.396004,0.31,0.15,0.27,
06/30/1999,1214.832,,,,,,0.0,-1125.16,,,89.672,-56.442,,48.427,0.0,8.015,33.23,-12.651,20.579,-9.571,,,30.15,0.0,30.15,0.0,,30.15,30.15,,70.524,0.43,0.291801,0.43,70.828,0.43,0.291801,0.43,
09/30/1999,1261.566,,-1049.085,,,212.481,,-103.348,,,109.133,-52.733,,50.067,0.0,2.666,56.4,-21.291,35.109,-326.358,,,361.467,0.0,361.467,0.0,,361.467,361.467,,69.247,5.22,0.51,0.51,69.408,5.21,5.21,0.51,
12/31/1999,1321.8,,-1124.9,,,196.9,,-120.7,,,76.2,-66.0,43.0,43.0,0.0,23.0,10.2,-3.9,6.3,0.4,,,5.9,0.0,5.9,0.0,,5.9,5.9,,63.3,0.09,0.1,0.1,63.3,0.09,0.1,0.1,
03/31/2000,1308.608032,,,,,,,-1245.886963,,,62.721001,-31.254,,41.952,0.0,-10.698,31.467001,-11.643,19.823999,0.0,,,19.824001,0.0,19.823999,0.0,0.0,19.823999,19.823999,,59.381001,0.33,0.33,0.33,59.568001,0.33,0.33,0.33,
06/30/2000,1332.189941,,,,,,,-1245.886963,,,86.303001,-39.256002,,38.698002,0.0,0.558,47.047,-17.407,29.639999,0.0,,,29.64,0.0,29.639999,0.0,0.0,29.639999,29.639999,,59.465,0.5,0.5,0.5,59.653,0.5,0.5,0.5,
09/30/2000,1338.817017,,,,,,,-1249.546021,,,89.271004,-69.994999,,36.612999,0.0,33.382,19.276005,-7.132,12.144,0.0,,,12.144005,0.0,12.144,0.0,0.0,12.144,12.144,,59.576,0.2,0.2,0.6,59.796001,0.2,0.2,0.6,
12/31/2000,1357.177002,,,,,,,-1269.892944,,,87.284004,-43.753003,,36.746002,0.0,7.007001,43.531001,-16.107001,27.424,0.0,,,27.424,0.0,27.424,0.0,0.0,27.424,27.424,,60.05332,0.46,0.46,0.5,60.0,0.46,0.46,0.5,
03/31/2001,1281.509033,,,,,,,-1229.092041,,,52.417,-45.878999,,34.320999,0.0,11.558,6.538001,-2.419,4.119,0.0,,,4.119001,0.0,4.119,0.0,0.0,4.119,4.119,,59.876999,0.07,0.07,0.18,60.335999,0.07,0.07,0.18,
06/30/2001,1294.06897,,,,,,,-1229.250977,,,64.818001,-44.098001,,29.259001,0.0,14.839,20.72,-0.866,19.854,0.0,,,19.854,0.0,19.854,0.0,0.0,19.854,19.854,,60.033001,0.33,0.33,0.42,60.653999,0.33,0.33,0.42,
09/30/2001,1242.80603,,,,,,,-1164.958984,,,77.847,-84.757999,,29.077,0.0,55.681,-6.910999,1.405,-5.506,0.0,,,-5.505999,0.0,-5.506,0.0,0.0,-5.506,-5.506,,60.16,-0.09,-0.09,0.49,60.16,-0.09,-0.09,0.49,
12/31/2001,1187.739014,,,,,,,-1130.303955,,,57.435001,-47.076,,25.892,0.0,21.184,10.359001,-10.148,0.211,0.0,,,0.211001,0.0,0.211,0.0,0.0,0.211,0.211,,60.900002,0.0,0.0,0.45,60.900002,0.0,0.0,0.45,
03/31/2002,1149.916992,,,,,,,-1104.999023,,,44.917999,-18.585,,24.198999,0.0,-5.614,26.333,-9.48,16.853001,,,,16.853,0.0,16.853001,0.0,0.0,16.853001,16.853001,,60.745998,-0.03,0.28,0.27,61.866001,-0.03,0.27,0.26,
06/30/2002,1209.317993,,,,,,,-1143.569946,,,65.748001,-19.271,,23.909,0.0,-4.638,46.477001,-16.965,29.511999,0.0,,,29.512001,0.0,29.511999,0.0,0.0,29.511999,29.511999,,61.644001,0.48,0.48,0.48,62.993,0.47,0.47,0.47,
09/30/2002,1212.363037,,,,,,,-1142.250977,,,70.112,-17.316999,,22.323999,0.0,-5.007,52.795001,-19.011,33.784,0.0,,,33.784001,0.0,33.784,0.0,0.0,33.784,33.784,,61.879002,0.55,0.55,0.54,62.813,0.54,0.54,0.53,
12/31/2002,1204.666992,,,,,,,-1137.659058,,,67.008003,-16.729999,,21.285999,0.0,-4.556,50.278004,-17.862,32.416,0.0,,,32.416005,0.0,32.416,0.0,0.0,32.416,32.416,,62.014999,0.52,0.52,0.58,62.587002,0.52,0.52,0.58,
03/31/2003,1194.375,,,,,,,-1146.715942,,,47.659,-14.941,,22.02,0.0,-7.079,32.718,-11.778,20.940001,1.169,,,19.771,0.0,19.771,0.0,0.0,19.771,19.771,,62.158001,0.32,0.34,0.34,62.792999,0.31,0.33,0.33,
06/30/2003,1197.4,,-1023.061,,,174.339,,-107.09,,,67.249,-12.786,,21.003,,-8.217,54.463,-19.781,34.682,,,,34.682,,34.682,,,34.682,34.682,,62.55,0.55,0.55,0.55,63.312,0.55,0.55,0.55,
09/30/2003,1193.603027,,,,,,,-1112.944946,,,80.657997,-17.191001,,24.068001,0.0,-6.877,63.466996,-22.959999,40.507,2.954,,,37.552997,0.0,37.553001,0.0,0.0,37.553001,37.553001,,63.220001,0.59,0.64,0.62,64.288002,0.58,0.63,0.61,
12/31/2003,1216.916016,,0.0,,,1216.916016,,-1131.036011,,,85.879997,-24.053,,30.35,0.0,-6.297,61.826997,-22.396999,39.43,0.0,,,39.429997,0.0,39.43,0.0,0.0,39.43,39.43,,63.888,0.62,0.62,0.65,65.091003,0.61,0.61,0.64,
03/31/2004,1212.258,,-1050.324,,,161.934,,-91.103,,,70.831,-14.765,24.43,24.43,0.0,-9.665,56.066,-21.025,35.041,0.0,,,35.041,0.0,35.041,0.0,0.0,35.041,35.041,,64.544,0.54,0.54,0.54,66.082,0.53,0.53,0.53,
06/30/2004,1268.915,,-1070.383,,,198.532,,-101.994,,,96.538,5.294,26.227,26.227,,-31.521,101.832,-38.187,63.645,,,,63.645,,63.645,,,63.645,63.645,,64.386,0.99,0.99,0.99,65.641,0.97,0.97,0.97,
09/30/2004,1305.910034,,,,,,,-1204.47998,,,101.439003,-14.039,,24.792,0.0,-10.753,87.400003,-33.118,54.282001,0.0,,,54.282003,0.0,54.282001,0.0,0.0,54.282001,54.282001,,64.153,0.85,0.85,0.84,65.462997,0.83,0.83,0.82,
12/31/2004,1363.188,,,,,,,-1261.686,,,101.494,-15.67,,24.665,0.0,-8.995,85.824,-23.183,62.641,0.0,,,62.641,0.0,62.641,0.0,0.0,62.641,62.641,,63.92,0.98,0.98,0.87,65.5,0.96,0.96,0.85,
03/31/2005,1315.615,,-1126.769,,,188.846,,-112.605,,,76.241,-9.019,26.951,26.951,0.0,-17.932,67.222,-25.733,41.489,0.0,,,41.489,0.0,41.489,0.0,0.0,41.489,41.489,-1.344,64.021,0.65,0.65,0.63,65.129,0.64,0.64,0.62,
06/30/2005,1389.816,,-1153.089,,,236.727,,-130.65,,,106.077,-15.548,30.854,30.854,0.0,-15.306,90.529,-27.231,63.298,0.0,,,63.298,0.0,63.298,0.0,0.0,63.298,63.298,-7.734,63.938,0.99,0.99,0.87,64.662,0.98,0.98,0.86,
09/30/2005,1490.623,,,,,,,-1368.609,,,122.014,-16.514,31.341,31.341,0.0,-14.827,105.5,-42.159,63.341,0.0,,,63.341,0.0,63.341,0.0,0.0,63.341,63.341,-0.2592,63.903,0.99,0.99,0.99,64.526,0.98,0.98,0.98,
12/31/2005,1544.793,,,,,,,-5072.696,,,242.578,-26.727,31.328,31.328,0.0,-4.601,215.851,-34.337,59.5,0.699,,,180.815,0.0,58.801,0.0,0.0,58.801,58.801,,63.17,0.93,0.94,0.99,63.923,0.92,0.93,0.98,
03/31/2006,1496.291,,,,,,,-1404.022,,,92.269,-13.065,31.422,31.422,0.0,-18.357,79.204,-31.622,47.582,0.0,,,47.582,0.0,47.582,0.0,0.0,47.582,47.582,-1.237,60.722,0.78,0.78,0.76,61.433,0.77,0.77,0.75,
06/30/2006,1595.726,,,,,,,-1471.529,,,124.197,-19.643,35.037,35.037,0.0,-15.394,104.554,-34.275,70.279,0.0,,,70.279,0.0,70.279,0.0,0.0,70.279,70.279,-6.8,61.241,1.15,1.15,1.04,62.023,1.13,1.13,1.02,
09/30/2006,1620.549,,,,,,,-1488.108,,,132.441,-25.028,36.395,36.395,0.0,-11.367,107.413,-42.136,65.277,0.0,,,65.277,0.0,65.277,0.0,0.0,65.277,65.277,3.5,61.051,1.07,1.07,1.13,61.695,1.06,1.06,1.12,
12/31/2006,1594.077,,,,,,,-1468.384,,,125.693,-23.891,37.707,37.707,0.0,-13.816,101.802,-35.981,65.821,0.0,,,65.821,0.0,65.821,0.0,0.0,65.821,65.821,,61.2,1.08,1.08,1.09,61.2,1.08,1.08,1.09,
03/31/2007,1594.102,,,,,,,-1485.306,,,108.796,-23.958,39.37,39.37,0.0,-15.412,84.838,-33.579,51.259,0.0,,,51.259,0.0,51.259,0.0,0.0,51.259,51.259,0.326,60.569,0.85,0.85,0.86,61.165,0.84,0.84,0.85,
06/30/2007,1657.969,,,,,,,-1527.628,,,130.341,-26.005,40.841,40.841,0.0,-14.836,104.336,-39.213,65.123,0.0,,,65.123,0.0,65.123,0.0,0.0,65.123,65.123,0.75075,60.513,1.08,1.08,1.09,61.09,1.07,1.07,1.08,
09/30/2007,1647.724,,,,,,,-1509.647,,,138.077,-33.584,40.199,40.199,0.0,-6.615,104.493,-38.96,65.533,0.0,,,65.533,0.0,65.533,0.0,0.0,65.533,65.533,1.7,58.487,1.12,1.12,1.15,59.026,1.11,1.11,1.14,
12/31/2007,1666.2,,,,,,,-1524.5,,,141.7,-29.9,39.7,39.7,0.0,-9.8,111.8,-39.9,71.9,0.0,,,71.9,0.0,71.9,0.0,0.0,71.9,71.9,-3.6,57.6,1.25,1.25,1.19,58.1,1.24,1.24,1.18,
03/31/2008,1543.582,,,,,,,-1424.954,,,118.628,-26.541,37.428,37.428,0.0,-10.887,92.087,-36.005,56.082,0.0,,,56.082,0.0,56.082,0.0,0.0,56.082,56.082,-0.0507,57.595,0.97,0.97,0.97,58.177,0.96,0.96,0.96,
06/30/2008,1660.242,,,,,,,-1520.394,,,139.848,-27.173,37.588,37.588,0.0,-10.415,112.675,-49.729,62.946,0.0,,,62.946,0.0,62.946,0.0,0.0,62.946,62.946,6.845,56.512,1.11,1.11,1.23,57.26,1.1,1.1,1.22,
09/30/2008,1576.836,,,,,,0.0,-1432.203,,,144.633,-29.516,,39.206,,-9.69,115.117,-42.34,72.777,2.569,,,70.208,0.0,70.208,0.0,0.0,70.208,70.208,-6.76,55.55,1.25,1.3,1.178308,55.949,1.24,1.29,1.169176,
12/31/2008,1337.2,,,,,,0.0,-1205.9,,,131.3,-56.0,,40.3,0.0,15.7,75.3,-24.9,50.4,39.8,,,10.6,0.0,10.6,0.0,0.0,10.6,10.6,28.405,55.2,0.19,0.913043,1.424583,55.2,0.19,0.91,1.424583,
03/31/2009,1174.396,1174.396,-579.319,357.734,221.585,595.077,0.0,-533.884,,533.884,61.193,-38.762,,38.137,,0.625,22.431,-11.491,10.94,4.102,4.102,0.0,6.838,0.0,6.838,0.0,-0.136,6.702,14.24405,3.44005,55.238,0.12,0.2,0.257867,55.281,0.12,0.2,0.257867,
06/30/2009,1212.036,1212.036,-589.98,366.431,223.549,622.056,0.0,-541.51,,541.51,80.546,-35.214,,36.58,,-1.366,45.332,-18.264,27.068,4.18,4.18,0.0,22.888,0.0,22.888,0.0,-0.295,22.593,25.13695,-1.63605,55.344,0.41,0.48,0.454195,55.381,0.41,0.48,0.450458,
09/30/2009,1253.854,1253.854,-601.302,381.044,220.258,652.552,0.0,-575.009,,575.009,77.543,-33.336,,35.73,,-2.394,44.207,-15.768,28.439,4.468,4.468,0.0,23.971,0.0,23.971,0.0,-0.311,23.66,28.4946,0.3666,55.435,0.43,0.51,0.514018,55.481,0.43,0.51,0.514018,
12/31/2009,1247.0,1247.0,-608.5,392.7,215.8,638.5,0.0,-573.3,,573.3,65.2,-33.4,,33.9,,-0.5,31.8,-8.1,23.7,15.5,15.5,0.0,8.2,0.0,8.2,0.0,0.0,8.2,23.245,-0.455,54.2,0.15,0.437269,0.428875,54.2,0.15,0.43,0.421605,
03/31/2010,1219.938,1219.938,-592.509,381.504,211.005,627.429,0.0,-573.096,,573.096,54.333,-31.841,,33.336,,-1.495,22.492,-9.62,12.872,0.499,0.499,0.0,12.373,0.0,12.373,0.0,0.0,12.373,9.9353,-2.9367,52.679,0.23,0.24,0.188601,52.702,0.23,0.24,0.184277,
06/30/2010,1286.123,1286.123,-598.201,391.44,206.761,687.922,0.0,-604.908,,604.908,83.014,-30.807,,31.152,,-0.345,52.207,-21.607,30.6,0.759,0.759,0.0,29.841,0.0,29.841,0.0,-0.432,29.409,25.88645,-4.28155,52.044,0.57,0.58,0.497395,52.261,0.56,0.58,0.497395,
09/30/2010,1316.948,1316.948,-608.147,398.218,209.929,708.801,0.0,-617.591,,617.591,91.21,-29.212,,31.897,,-2.685,61.998,-22.324,39.674,0.839,0.839,0.0,38.835,0.0,38.835,0.0,-0.576,38.259,34.6104,-4.4876,51.409,0.74,0.76,0.673236,51.535,0.74,0.76,0.672921,
12/31/2010,1313.4,1313.4,-615.2,409.1,206.1,698.2,0.0,-617.6,,617.6,80.6,-31.0,,33.6,,-2.6,49.6,-8.1,41.5,4.4,4.4,0.0,37.1,0.0,37.1,0.0,0.0,37.1,23.695,-17.805,51.0,0.72,0.8,0.464608,51.0,0.72,0.8,0.450882,
03/31/2011,1425.376,1425.376,-1155.332,1155.332,,270.044,0.0,-196.157,173.109,23.048,73.887,-30.277,,34.419,,-4.142,43.61,-17.753,25.857,0.732,0.732,0.0,25.125,0.0,25.125,0.0,0.0,25.125,18.33015,-7.52685,50.626,0.49,0.5,0.36207,51.011,0.48,0.5,0.352447,
06/30/2011,1513.344,1513.344,-1196.271,1196.271,,317.073,0.0,-209.684,195.168,14.516,107.389,-32.379,,32.974,,-0.595,75.01,-34.096,40.914,0.881,0.881,0.0,40.033,0.0,40.033,0.0,-1.049,38.984,36.6033,-3.2617,50.546,0.78,0.8,0.724158,51.003,0.77,0.79,0.724158,
09/30/2011,1570.72,1570.72,-1239.948,1239.948,,330.772,0.0,-212.094,200.096,11.998,118.678,-31.023,,32.745,,-1.722,87.655,-30.722,56.933,0.409,0.409,0.0,56.524,0.0,56.524,0.0,-0.933,55.591,43.5685,-12.4315,50.426,1.1,1.11,0.864009,50.753,1.1,1.1,0.855059,
12/31/2011,1541.1,1541.1,-1214.3,1214.3,,326.8,0.0,-223.3,202.9,20.4,103.5,-30.4,,33.0,,-2.6,73.1,-25.4,47.7,-0.4,-0.4,0.0,48.1,0.0,48.1,0.0,-0.8,47.3,49.15921,2.25921,50.7,0.93,0.925049,0.96961,50.7,0.93,0.92211,0.966671,
03/31/2012,1536.276,1536.276,-1250.186,1250.186,,286.09,0.0,-208.107,194.984,13.123,77.983,-30.285,,34.765,,-4.48,47.698,-12.822,34.876,0.555,0.555,0.0,34.321,0.0,34.321,0.0,0.0,34.321,15.98185,-18.89415,50.485,0.67,0.68,0.316566,50.921,0.67,0.68,0.308952,
06/30/2012,1563.86,1563.86,-1248.218,1248.218,,315.642,0.0,-207.592,189.332,18.26,108.05,-34.281,,35.622,,-1.341,73.769,-27.002,46.767,0.044,0.044,0.0,46.723,0.0,46.723,0.0,-1.057,45.666,35.5711,-10.1389,50.433,0.92,0.92,0.705314,50.697,0.91,0.91,0.705314,
09/30/2012,1573.295,1573.295,-1246.424,1246.424,,326.871,0.0,-193.606,183.713,9.893,133.265,-33.455,,34.879,,-1.424,99.81,-35.499,64.311,-10.78,-10.78,0.0,75.091,0.0,75.091,0.0,-0.814,74.277,49.65045,-13.84655,50.381,1.47,1.26,0.985499,50.553,1.47,1.26,0.985499,
12/31/2012,1583.5,1583.5,-1258.6,1258.6,,324.9,0.0,-212.3,198.7,13.6,112.6,-30.8,,35.3,,-4.5,81.8,-26.9,54.9,1.1,1.1,0.0,53.8,0.0,53.8,0.0,-0.7,53.1,45.6599,-8.5401,50.8,1.05,1.07,0.898817,50.8,1.05,1.07,0.898817,
