Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/30/2010,3147.6,414.9,414.9,0,769.5,769.5,0,1297.4,,0.0,,0.0,102.5,0.0,114.0,0.9,92.8,2584.3,389.6,1021.4,-631.8,0.0,,173.7,,,,3.2,56.5,563.3,,423.2,179.3,0.0,,243.9,266.7,266.7,,,,,227.0,336.7,0.2,,0.0,916.9,0.0,0.0,,,,421.7,,,,,84.8,421.7,1338.6,0.0,193.9,15.4,178.5,0.0,1556.9,58.2,1809.0,0.0,1809.0,3147.6,
01/29/2011,3089.8,302.1,302.1,0,935.9,935.9,0,1184.2,0.0,0.0,1184.2,0.0,120.1,0.0,86.0,,114.8,2542.3,379.0,1024.7,-645.7,0.0,,168.5,,0.0,,22.8,59.7,547.5,,453.8,125.9,38.6,0.0,289.3,31.0,31.0,0.0,0.0,,,226.2,353.2,0.0,,0.0,711.0,0.0,0.0,0.0,0.0,,439.8,0.0,,0.0,0.0,86.6,439.8,1150.8,0.0,212.3,15.5,196.8,0.0,1662.3,64.4,1939.0,0.0,1939.0,3089.8,
04/30/2011,3199.6,394.1,394.1,0,904.3,904.3,0,1221.2,,,,,112.5,0.0,106.2,,94.5,2632.1,373.3,1046.3,-673.0,0.0,,194.2,29.7,,29.7,27.1,60.9,567.5,,425.0,144.9,43.4,,236.7,28.0,28.0,,,,,247.3,360.5,0.2,,0.0,700.3,0.0,0.0,,,,454.8,,,,,94.1,454.8,1155.1,0.0,221.7,15.5,206.2,0.0,1737.7,85.1,2044.5,0.0,2044.5,3199.6,
07/30/2011,3247.5,440.2,440.2,0,906.8,906.8,0,1202.8,,,,,122.5,1.9,107.9,,100.1,2672.3,374.8,1059.1,-684.3,0.0,,200.4,,,,30.0,60.6,575.2,,417.0,137.5,44.7,,234.8,13.1,13.1,,,,,242.9,359.5,0.1,,0.0,673.0,0.0,0.0,,,,455.3,,,,,95.7,455.3,1128.3,0.0,226.3,15.5,210.8,0.0,1804.0,88.9,2119.2,0.0,2119.2,3247.5,
10/29/2011,3364.1,349.6,349.6,0,891.2,891.2,0,1414.0,,,,,125.6,1.3,102.2,,101.1,2780.4,385.8,1063.8,-678.0,0.0,,197.9,,,,32.6,61.8,583.7,,484.5,195.1,30.0,,259.4,33.6,33.6,,,,,246.1,354.3,0.3,,0.0,764.2,0.0,0.0,,,,451.7,,,,,97.1,451.7,1215.9,0.0,232.8,15.6,217.2,0.0,1821.4,94.0,2148.2,0.0,2148.2,3364.1,
01/28/2012,3611.4,486.8,486.8,0,1088.2,1088.2,0,1304.1,,,,,137.2,0.1,108.5,,119.1,3016.3,383.4,1064.4,-681.0,0.0,,211.7,0.0,0.0,0.0,31.5,71.6,595.1,,567.7,182.6,77.9,0.0,307.2,0.0,0.0,0.0,0.0,,,290.3,374.0,0.0,,0.0,858.0,0.0,0.0,0.0,0.0,,474.3,0.0,,,,100.3,474.3,1332.3,0.0,246.5,15.6,230.9,-12.7,1969.3,76.0,2279.1,0.0,2279.1,3611.4,
04/28/2012,3485.2,399.0,399.0,0,1025.1,1025.1,0,1335.0,,,,,119.9,0.0,116.5,,113.9,2879.0,381.7,1088.8,-707.1,0.0,,224.5,,,,35.8,72.2,606.2,,455.2,156.0,51.4,,247.8,0.0,0.0,,,,,288.8,380.4,0.0,0.0,0.0,744.0,0.0,0.0,,,,483.5,,,,,103.1,483.5,1227.5,0.0,244.0,15.7,228.3,-88.6,2030.2,72.1,2257.7,0.0,2257.7,3485.2,
07/28/2012,3319.0,237.5,237.5,0,1032.2,1032.2,0,1312.8,,,,,113.8,0.3,120.3,,107.9,2696.3,392.0,1101.8,-709.8,0.0,,230.7,,,,37.8,72.3,622.7,,443.1,136.4,57.0,,249.7,0.0,0.0,,,,,277.8,381.9,,0.0,0.0,720.9,0.0,0.0,,,,487.1,,,,,105.2,487.1,1208.0,0.0,246.9,15.7,231.2,-281.1,2085.0,60.2,2111.0,0.0,2111.0,3319.0,
10/27/2012,3437.1,166.0,166.0,0,998.2,998.2,0,1508.5,,,,,121.9,0.1,113.5,16.1,98.6,2794.6,416.0,1131.3,-715.3,0.0,,226.5,,,,41.5,71.4,642.5,,511.9,216.2,32.7,,263.0,0.0,0.0,,,,,290.7,376.9,0.5,0.0,0.0,802.6,0.0,0.0,,,,484.4,,,,,107.0,484.4,1287.0,0.0,250.8,15.7,235.1,-276.8,2108.6,67.5,2150.1,0.0,2150.1,3437.1,
02/02/2013,3719.0,301.0,301.0,0,1205.3,1205.3,0,1397.0,41.2,0.0,1355.8,0.0,132.8,0.0,104.1,3.5,123.9,3036.1,430.4,1154.5,-724.1,0.0,,252.5,24.6,24.6,0.0,48.5,75.3,682.9,,578.0,155.9,100.3,0.0,321.8,0.0,0.0,0.0,0.0,,,293.9,405.9,0.0,,0.0,871.9,0.0,0.0,0.0,0.0,,517.2,0.0,,,,111.3,517.2,1389.1,0.0,262.0,15.7,246.3,-260.0,2268.4,59.5,2329.9,0.0,2329.9,3719.0,
05/04/2013,3694.3,263.7,263.7,0,1157.5,1157.5,0,1426.4,36.4,0.0,1390.0,0.0,134.4,0.0,124.9,10.1,117.9,2982.0,429.9,1167.4,-737.5,0.0,,282.4,,,,50.3,107.2,712.3,,510.2,176.8,64.5,,268.9,5.7,5.7,,,,,303.7,415.9,0.0,1.0,0.0,819.6,0.0,0.0,,,,530.2,,,,,113.3,530.2,1349.8,0.0,257.7,15.7,242.0,-297.7,2338.7,45.8,2344.5,0.0,2344.5,3694.3,
08/03/2013,3640.3,212.9,212.9,0,1152.1,1152.1,0,1417.7,50.7,0.0,1367.0,0.0,137.3,0.1,127.3,12.8,120.6,2920.0,434.9,1185.0,-750.1,0.0,0.0,285.4,23.2,23.2,0.0,50.7,84.1,720.3,,436.9,130.3,46.9,,259.7,1.7,1.7,0.0,0.0,,,295.4,418.4,,0.7,0.0,734.0,0.0,0.0,0.0,0.0,,533.7,,,,,114.6,533.7,1267.7,0.0,265.0,15.7,249.3,-321.8,2628.9,-199.5,2372.6,0.0,2372.6,3640.3,
11/02/2013,3765.4,87.8,87.8,0,1123.5,1123.5,0,1644.9,48.9,0.0,1596.0,0.0,157.5,,119.9,16.7,136.8,3013.7,471.1,1236.1,-765.0,0.0,0.0,280.6,23.2,23.2,0.0,54.0,83.5,751.7,,504.2,244.9,6.8,,252.5,46.0,46.0,0.0,0.0,,,292.5,416.2,2.0,1.0,0.0,842.7,0.0,0.0,0.0,0.0,,536.5,,,,,117.3,536.5,1379.2,0.0,268.0,15.7,252.3,-342.6,2649.8,-189.0,2386.2,0.0,2386.2,3765.4,
02/01/2014,4029.2,247.6,247.6,0,1374.0,1374.0,0,1488.0,41.8,0.0,1446.2,0.0,148.0,0.0,113.7,6.5,136.5,3257.6,487.6,1275.7,-788.1,0.0,0.0,284.0,26.8,26.8,0.0,56.3,87.2,771.6,,592.4,162.9,103.9,0.0,325.6,19.3,19.3,0.0,0.0,,,289.0,443.7,0.0,,0.0,900.7,0.0,0.0,0.0,0.0,,565.4,0.0,,,,121.7,565.4,1466.1,0.0,274.5,15.7,258.8,-346.2,2578.1,56.7,2563.1,0.0,2563.1,4029.2,
05/03/2014,4021.6,249.1,249.1,0,1308.2,1308.2,0,1523.9,38.0,0.0,1485.9,0.0,151.5,,114.8,10.7,136.7,3232.7,494.0,1310.3,-816.3,0.0,0.0,294.9,26.8,26.8,0.0,59.8,93.5,788.9,,486.1,163.1,32.2,,290.8,8.8,8.8,0.0,0.0,,,301.3,457.3,,2.7,0.0,796.2,0.0,0.0,0.0,0.0,,581.6,,,,,121.6,581.6,1377.8,0.0,274.5,15.7,258.8,-362.3,2895.0,-163.4,2643.8,0.0,2643.8,4021.6,
08/02/2014,5994.7,215.0,215.0,0,1316.0,1316.0,0,2345.3,55.5,0.0,2289.8,0.0,192.4,,84.4,15.5,173.6,4068.7,627.8,1459.5,-831.7,22.3,22.3,1275.9,1019.5,551.9,467.6,61.3,110.7,1926.0,,710.5,235.0,55.4,,420.1,31.2,9.0,1.1,1.1,,21.1,432.0,520.4,,2.2,0.0,1173.7,1379.1,1378.4,0.7,0.7,,758.0,,,,,235.4,2137.1,3310.8,0.0,278.2,15.7,262.5,-367.0,2935.3,-162.6,2683.9,0.0,2683.9,5994.7,
11/01/2014,6178.5,87.6,87.6,0,1292.1,1292.1,0,2674.6,69.9,0.0,2604.7,0.0,213.6,,72.8,21.6,189.6,4267.9,658.8,1497.8,-839.0,23.5,23.5,1228.3,985.6,524.3,461.3,59.9,110.0,1910.6,,822.5,396.2,3.6,,422.7,221.8,143.9,1.1,1.1,,76.8,372.8,518.8,3.9,1.8,0.0,1417.1,1371.3,1370.9,0.4,0.4,,747.8,,,,,223.3,2119.1,3536.2,0.0,276.9,15.7,261.2,-373.2,2922.1,-183.5,2642.3,0.0,2642.3,6178.5,
01/31/2015,6214.3,193.6,193.6,0,1567.6,1567.6,0,2439.0,75.2,0.0,2363.8,0.0,202.6,,2.3,1.8,193.4,4402.8,665.9,1518.0,-852.1,25.2,25.2,1120.4,966.3,519.2,447.1,37.0,114.8,1811.5,,847.0,277.7,86.9,0.0,482.4,97.5,0.0,0.9,0.9,,96.6,248.0,563.9,,53.5,0.0,1192.5,1363.8,1363.5,0.3,0.3,,847.6,0.0,,,,230.2,2211.4,3403.9,0.0,280.9,15.7,265.2,-370.0,3135.7,-236.2,2810.4,0.0,2810.4,6214.3,
05/02/2015,6110.4,122.6,122.6,0,1499.9,1499.9,0,2487.8,97.6,0.0,2390.2,0.0,192.4,,2.2,5.3,185.9,4302.7,668.7,1517.5,-848.8,23.0,23.0,1116.0,966.6,520.7,445.9,38.1,109.1,1807.7,,702.9,256.5,28.3,,418.1,43.0,0.0,,,,43.0,246.4,597.3,,57.3,0.0,992.3,1347.2,1347.2,,,,879.0,,,,,224.4,2226.2,3218.5,0.0,280.9,15.7,265.2,-393.2,3238.1,-233.9,2891.9,0.0,2891.9,6110.4,
08/01/2015,6071.3,159.8,159.8,0,1493.2,1493.2,0,2414.2,114.2,0.0,2300.0,0.0,183.2,,3.2,3.0,180.1,4250.4,685.1,1600.2,-915.1,23.2,23.2,1112.6,955.4,517.6,437.8,40.4,113.6,1820.9,,644.8,194.0,5.8,,445.0,80.2,22.5,,,,57.7,238.3,607.0,,62.5,0.0,963.3,1340.1,1340.1,,,,895.7,,,,,226.2,2235.8,3199.1,0.0,285.4,15.7,269.7,-452.7,3282.8,-243.3,2872.2,0.0,2872.2,6071.3,
10/31/2015,6325.9,77.2,77.2,0,1451.5,1451.5,0,2727.0,101.6,0.0,2625.4,0.0,221.4,0.1,1.8,24.6,196.4,4477.1,718.0,1657.7,-939.7,25.0,25.0,1105.8,951.9,517.6,434.3,40.7,111.3,1848.8,,778.9,371.4,0.7,,406.8,248.0,0.0,0.2,0.2,,247.8,242.6,597.5,2.1,56.7,0.0,1269.5,1330.6,1330.5,0.1,0.1,,880.8,,,,,224.5,2211.4,3480.9,0.0,290.4,15.7,274.7,-480.3,3280.3,-245.4,2845.0,0.0,2845.0,6325.9,
01/30/2016,6464.9,137.7,137.7,0,1756.4,1756.4,0,2453.9,81.8,0.0,2372.1,0.0,240.1,0.0,0.0,3.5,235.2,4588.1,727.6,1676.8,-949.2,26.8,26.8,1122.4,943.3,515.5,427.8,51.3,127.8,1876.8,,832.1,269.1,65.7,0.0,497.3,57.7,0.0,,,,57.7,261.3,629.1,3.4,72.5,0.0,1151.1,1321.0,1321.0,,,,932.1,0.0,0.0,,,227.1,2253.1,3404.2,0.0,295.6,15.7,279.9,-495.8,3534.6,-273.7,3060.7,0.0,3060.7,6464.9,
04/30/2016,6427.7,113.0,113.0,0,1689.3,1689.3,0,2512.6,76.6,0.0,2436.0,0.0,226.3,0.2,0.0,1.4,219.2,4541.2,725.7,1719.3,-993.6,26.8,26.8,1134.0,950.1,519.7,430.4,53.5,130.2,1886.5,,683.8,255.7,19.1,,409.0,110.1,0.0,,,,110.1,261.9,644.4,3.3,88.1,0.0,1055.8,1311.5,1311.5,,,,962.2,,,,,226.4,2273.7,3329.5,0.0,291.6,15.7,275.9,-620.4,3665.1,-238.1,3098.2,0.0,3098.2,6427.7,
07/30/2016,6298.0,118.7,118.7,0,1650.6,1650.6,0,2418.3,75.4,0.0,2342.9,0.0,220.3,0.0,0.0,1.4,212.1,4407.9,739.5,1742.6,-1003.1,27.0,27.0,1123.6,942.8,518.1,424.7,49.8,131.0,1890.1,,647.0,195.1,38.3,,413.6,238.6,0.0,,,,238.6,258.5,639.9,3.8,79.8,0.0,1144.1,1330.5,1330.5,,,,943.5,,,,,220.0,2274.0,3418.1,0.0,296.9,15.7,281.2,-869.7,3727.3,-274.6,2879.9,0.0,2879.9,6298.0,
10/29/2016,6487.5,82.7,82.7,0,1581.1,1581.1,0,2649.4,71.2,0.0,2578.2,0.0,241.8,0.7,0.0,20.8,217.5,4555.0,791.1,1806.5,-1015.4,27.5,27.5,1113.9,936.8,517.0,419.8,47.1,129.3,1932.5,,785.7,382.2,4.4,,399.1,288.8,0.0,0.0,0.0,,288.8,260.5,632.1,2.3,133.4,0.0,1335.0,1324.2,1324.2,0.0,0.0,,985.4,,,,,217.6,2309.6,3644.6,627.1,128.8,15.7,113.1,-1338.9,3727.8,-301.9,2842.9,0.0,2842.9,6487.5,
01/28/2017,6597.8,98.7,98.7,0,1858.0,1858.0,0,2449.3,60.8,0.0,2388.5,0.0,236.6,0.4,0.7,4.4,229.0,4642.6,822.9,1872.3,-1049.4,27.2,27.2,1105.1,934.6,517.6,417.0,31.9,137.5,1955.2,,832.1,255.7,101.8,0.0,474.6,91.1,0.0,0.0,0.0,,91.1,280.5,659.0,0.0,101.4,0.0,1203.7,1317.9,1317.9,0.0,0.0,,974.1,0.0,0.0,,,213.7,2292.0,3495.7,636.3,272.0,15.7,256.3,-1494.8,3995.9,-307.3,3102.1,0.0,3102.1,6597.8,
04/29/2017,6465.2,99.7,99.7,0,1726.3,1726.3,0,2432.4,51.2,0.0,2381.2,0.0,249.4,0.8,0.6,1.8,245.2,4507.8,829.8,1923.7,-1093.9,27.9,27.9,1099.7,928.0,516.1,411.9,33.9,136.4,1957.4,,611.5,177.8,34.2,,399.5,131.5,0.0,0.0,0.0,,131.5,272.9,658.6,0.5,117.2,0.0,1015.9,1311.6,1311.6,0.0,0.0,,982.0,,,,,205.7,2293.6,3309.5,632.8,273.6,15.7,257.9,-1488.6,4042.9,-305.0,3155.7,0.0,3155.7,6465.2,
07/29/2017,6313.8,119.1,119.1,0,664.5,664.5,0,2282.1,56.1,0.0,2226.0,0.0,1277.1,1.1,0.0,1.8,1273.8,4342.8,836.6,1968.0,-1131.4,28.5,28.5,1105.9,933.8,519.9,413.9,35.5,135.5,1971.0,,606.2,148.2,33.5,,424.5,939.4,0.0,0.0,0.0,,939.4,264.4,658.8,0.0,103.3,0.0,1810.0,705.3,705.3,0.0,0.0,,1009.2,,,,,247.1,1714.5,3524.5,632.8,277.8,15.7,262.1,-1949.7,4110.3,-281.9,2789.3,0.0,2789.3,6313.8,
10/28/2017,5800.7,113.4,113.4,0,640.1,640.1,0,2466.1,68.2,0.0,2397.9,0.0,242.6,1.8,1.3,17.3,225.1,3462.2,855.1,2017.8,-1162.7,28.7,28.7,1454.7,1277.5,867.1,410.4,35.5,138.6,2338.5,,753.4,324.9,0.0,,428.5,291.8,0.0,0.0,0.0,,291.8,272.3,646.1,0.0,143.8,0.0,1317.5,696.8,696.8,0.0,0.0,,1034.3,,,,,244.4,1731.1,3048.6,632.8,281.6,15.7,265.9,-1945.2,4074.9,-292.0,2752.1,0.0,2752.1,5800.7,
02/03/2018,5839.6,225.1,225.1,0,692.5,692.5,0,2280.5,72.0,0.0,2208.5,0.0,248.0,2.2,1.4,2.6,245.4,3446.1,877.9,2075.5,-1197.6,27.9,27.9,1487.7,1303.2,821.7,481.5,39.8,141.1,2393.5,,702.2,237.0,19.6,0.0,445.6,44.0,0.0,0.0,0.0,,44.0,291.0,668.9,0.0,92.3,0.0,1037.2,688.2,688.2,0.0,0.0,,1000.8,0.0,,,,239.6,1689.0,2726.2,632.8,286.7,15.7,271.0,-1942.1,4396.2,-260.2,3113.4,0.0,3113.4,5839.6,
05/05/2018,5272.9,153.9,153.9,0,6.8,6.8,0,2429.0,69.7,0.0,2359.3,0.0,776.6,2.3,0.8,55.2,720.9,3366.3,847.2,2074.5,-1227.3,0.0,,1059.4,852.3,509.1,343.2,39.3,164.7,1906.6,,751.2,287.5,0.0,,463.7,72.3,0.0,,,,72.3,284.9,667.5,1.0,74.2,0.0,1108.4,679.7,679.7,,,,978.2,,,,,235.5,1657.9,2766.3,632.8,278.3,15.7,262.6,-1992.2,3869.2,-281.5,2506.6,0.0,2506.6,5272.9,
08/04/2018,4740.8,134.1,134.1,0,11.1,11.1,0,2363.8,76.2,0.0,2287.6,0.0,358.5,1.9,2.2,119.2,238.5,2867.5,820.1,2069.3,-1249.2,0.0,,1053.2,850.3,509.0,341.3,31.1,167.7,1873.3,,671.3,236.7,0.0,,434.6,111.4,0.0,,,,111.4,282.1,663.3,0.8,91.0,0.0,1064.8,671.1,671.1,,,,990.4,,,,,235.3,1661.5,2726.3,632.8,284.9,15.7,269.2,-2418.0,3820.7,-305.9,2014.5,0.0,2014.5,4740.8,
11/03/2018,4907.5,130.7,130.7,0,14.1,14.1,0,2647.1,79.9,0.0,2567.2,0.0,218.2,1.9,36.2,0.0,216.9,3010.1,810.4,2093.8,-1283.4,0.0,,1087.0,849.2,509.0,340.2,,199.7,1897.4,,788.7,339.6,19.1,,430.0,322.6,0.0,,,,322.6,254.4,671.7,,12.7,0.0,1365.7,660.4,660.4,,,,917.6,,,,,233.2,1578.0,2943.7,632.8,291.9,15.7,276.2,-2418.0,3763.5,-306.4,1963.8,0.0,1963.8,4907.5,
02/02/2019,4420.1,195.4,195.4,0,23.7,23.7,0,2386.9,76.3,0.0,2310.6,0.0,249.8,0.8,21.0,5.8,237.6,2855.8,800.5,2083.3,-1282.8,14.8,14.8,749.0,561.6,296.6,265.0,30.6,135.0,1564.3,,684.0,153.7,27.7,0.0,502.6,78.8,0.0,0.0,0.0,,78.8,270.2,696.5,0.0,0.0,0.0,1033.0,649.6,649.6,0.0,0.0,,920.6,0.0,,,,224.1,1570.2,2603.2,632.8,231.6,12.6,219.0,-1027.3,2282.2,-302.4,1816.9,0.0,1816.9,4420.1,
05/04/2019,6193.3,195.1,195.1,0,23.1,23.1,0,2394.2,74.2,0.0,2320.0,0.0,210.3,0.1,22.0,4.8,204.7,2822.7,2598.9,3918.5,-1319.6,,,771.7,560.5,296.4,264.1,0.8,188.3,3370.6,,681.6,238.3,24.1,,419.2,402.6,43.7,358.9,,358.9,,278.0,699.6,0.0,0.0,0.0,1362.2,2228.4,639.0,1589.4,,1589.4,825.6,,,,,126.0,3054.0,4416.2,632.8,228.2,12.6,215.6,-999.8,2223.4,-307.5,1777.1,0.0,1777.1,6193.3,
08/03/2019,5965.6,271.5,271.5,0,21.8,21.8,0,2272.1,70.4,0.0,2201.7,0.0,193.2,1.8,19.7,2.6,181.4,2758.6,2479.5,3817.8,-1338.3,,,727.5,513.1,248.8,264.3,,192.9,3207.0,,666.1,224.1,25.1,,416.9,379.0,0.0,324.8,,324.8,54.2,266.5,699.8,,0.0,0.0,1311.6,2127.2,628.2,1499.0,,1499.0,822.5,,,,,122.7,2949.7,4261.3,632.8,232.2,12.6,219.6,-993.0,2154.2,-321.9,1704.3,0.0,1704.3,5965.6,
11/02/2019,6101.6,188.6,188.6,0,20.8,20.8,0,2519.4,65.5,0.0,2453.9,0.0,209.9,0.6,18.3,2.7,197.0,2938.7,2435.2,3772.3,-1337.1,0.0,,727.7,513.0,248.8,264.2,,195.8,3162.9,,784.8,333.9,17.4,,433.5,329.9,0.0,324.9,,324.9,5.0,268.4,693.2,,0.0,0.0,1383.1,2237.7,788.8,1448.9,,1448.9,813.6,,,,,120.4,3051.3,4434.4,632.8,238.6,12.6,226.0,-984.8,2079.7,-299.1,1667.2,0.0,1667.2,6101.6,
