Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1997,9.0,56.0,61.0,-73.0,,-73.0,-35.0,,,-35.0,,-1605.0,-94.0,0.0,,,-94.0,,,0.0,0.0,0.0,,,,,-1511.0,1540.0,0.0,1610.0,,,,9.0,9.0,0.0,-79.0,,-56.0,,62.0,
03/31/1998,8.0,65.0,45.0,-13.0,20.0,-33.0,-89.0,,,-89.0,,100.0,-156.0,0.0,,,-156.0,,,0.0,0.0,0.0,,,,,256.0,-93.0,0.0,-80.0,,,,7.0,7.0,0.0,-20.0,,15.0,13.0,97.0,
06/30/1998,190.0,71.0,30.0,43.0,15.0,28.0,46.0,,,46.0,,-1431.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,-1431.0,1291.0,0.0,1443.0,,,,3.0,3.0,0.0,-155.0,,50.0,,59.0,
09/30/1998,-61.0,81.0,73.0,-56.0,28.0,-84.0,-159.0,,,-159.0,,-29.0,-100.0,0.0,,,-100.0,,,0.0,0.0,0.0,,,,,71.0,106.0,0.0,-179.0,,,,185.0,185.0,0.0,100.0,,16.0,,145.0,
12/31/1998,391.0,94.0,48.0,37.0,,37.0,212.0,,,212.0,,-482.0,-261.0,0.0,,,-261.0,,,0.0,0.0,0.0,,,,,-221.0,199.0,0.0,197.0,,,,5.0,5.0,0.0,-3.0,,108.0,,114.0,
03/31/1999,8.0,-13.0,60.0,-72.0,,-72.0,33.0,,,33.0,,-170.0,-63.0,0.0,,,-63.0,,,0.0,0.0,0.0,,,,,-107.0,108.0,0.0,151.0,,,,7.0,7.0,0.0,-50.0,,-54.0,2.0,98.0,
06/30/1999,151.0,71.0,,,,,,,,,,-1195.0,-235.0,0.0,,,-235.0,,,0.0,0.0,0.0,,,,,-960.0,998.0,0.0,531.0,,,,507.0,507.0,0.0,-40.0,,-46.0,22.0,123.0,
09/30/1999,184.0,58.0,,,,,,,,,,-372.0,-343.0,0.0,,,-343.0,,,0.0,0.0,0.0,,,,,-29.0,499.0,0.0,468.0,,,,0.0,0.0,0.0,31.0,,311.0,29.0,105.0,
12/31/1999,-146.0,112.0,,,,,,,,,,-4651.0,457.0,650.0,,,-193.0,,,0.0,0.0,0.0,,,,,-5108.0,4764.0,0.0,4045.0,,,,791.0,791.0,0.0,-72.0,,-33.0,0.0,222.0,
03/31/2000,341.0,,,,,,,,,,,-766.0,-307.0,,,,-307.0,,,,,,,,,,-459.0,598.0,-13.0,645.0,,,,8.0,8.0,,-42.0,,173.0,-2.0,187.0,
06/30/2000,634.0,,,,,,,,,,,-2740.0,-931.0,,,,-931.0,,,,,,,,,,-1809.0,2634.0,-27.0,1834.0,,,,916.0,916.0,,-89.0,,528.0,76.0,549.0,
09/30/2000,246.0,,,,,,,,,,,-3394.0,-1404.0,13.0,,,-1417.0,,,,,,,,,,-1990.0,3595.0,-41.0,2799.0,,,,963.0,963.0,,-126.0,,447.0,143.0,793.0,
12/31/2000,150.0,221.0,,,,,,,,,,-2293.0,-723.0,72.0,,,-795.0,,,0.0,0.0,0.0,,,,,-1570.0,1918.0,0.0,1418.0,,,,528.0,528.0,0.0,-28.0,,-225.0,35.0,389.0,
03/31/2001,876.0,111.0,,,,,,,,,,-931.0,-767.0,0.0,,,-767.0,,,0.0,0.0,0.0,,,,,-164.0,935.0,-15.0,1049.0,,,,18.0,18.0,0.0,-117.0,,880.0,60.0,400.0,
06/30/2001,237.0,115.0,,,,,,,,,,-772.0,-398.0,0.0,,,-398.0,,,0.0,0.0,0.0,,,,,-374.0,-105.0,0.0,-120.0,,,,7.0,7.0,0.0,8.0,,-640.0,60.0,299.0,
09/30/2001,226.0,3.0,,,,,,,,,,-967.0,-1186.0,0.0,,,-1186.0,,,0.0,0.0,0.0,,,,,219.0,930.0,0.0,915.0,,,,6.0,6.0,0.0,9.0,,189.0,81.0,445.0,
12/31/2001,380.0,44.0,,,,,,,,,,-644.0,-385.0,521.0,,,-906.0,,,0.0,0.0,0.0,,,,,-259.0,-111.0,0.0,6.0,,,,-17.0,0.0,-17.0,-100.0,,-375.0,53.0,702.0,
03/31/2002,627.0,,,,,,,,,,,-621.0,-653.0,0.0,,,-653.0,,,0.0,0.0,0.0,,,,,32.0,211.0,0.0,372.0,,,,0.0,0.0,0.0,-161.0,,217.0,2.0,365.0,
06/30/2002,433.0,,,,,,,,,,,-567.0,-638.0,0.0,,,-638.0,,,0.0,0.0,0.0,,,,,71.0,-15.0,0.0,-35.0,,,,0.0,0.0,0.0,20.0,,-149.0,-8.0,521.0,
09/30/2002,122.0,,,,,,,,,,,-135.0,-451.0,0.0,,,-451.0,,,0.0,0.0,0.0,,,,,316.0,117.0,0.0,33.0,,,,0.0,0.0,0.0,84.0,,104.0,207.0,258.0,
12/31/2002,347.0,,,,,,,,,,,-277.0,1.0,375.0,,,-374.0,,,0.0,0.0,0.0,,,,,-278.0,-222.0,0.0,-120.0,,,,0.0,0.0,0.0,-102.0,,-152.0,-204.0,863.0,
03/31/2003,446.0,93.0,184.0,-51.0,,-51.0,220.0,,,220.0,,186.0,-265.0,0.0,,,-265.0,,,0.0,0.0,0.0,,,,,451.0,-226.0,0.0,-216.0,,,,0.0,0.0,0.0,-10.0,,406.0,23.0,381.0,
06/30/2003,290.0,-129.0,194.0,139.0,,139.0,86.0,,,86.0,,-313.0,381.0,689.0,,,-308.0,,,0.0,0.0,0.0,,,,,-694.0,441.0,0.0,125.0,,,,335.0,335.0,0.0,-19.0,,418.0,30.0,549.0,
09/30/2003,350.0,76.0,203.0,77.0,,77.0,-6.0,,,-6.0,,-299.0,-287.0,18.0,,,-305.0,,,0.0,0.0,0.0,,,,,-12.0,-255.0,0.0,-217.0,,,,0.0,0.0,0.0,-38.0,,-204.0,35.0,350.0,
12/31/2003,490.0,-443.0,200.0,590.0,,590.0,143.0,,,143.0,,43.0,29.0,379.0,,,-350.0,,,0.0,0.0,0.0,,,,,14.0,-274.0,0.0,-222.0,,,,2.0,2.0,0.0,-54.0,,259.0,33.0,547.0,
03/31/2004,401.0,48.0,200.0,225.0,,225.0,-72.0,,,-72.0,,-616.0,-163.0,27.0,,,-190.0,,,0.0,0.0,0.0,,,,,-453.0,-402.0,0.0,-340.0,,,,2.0,2.0,0.0,-64.0,,-617.0,45.0,373.0,
06/30/2004,212.0,74.0,,138.0,,138.0,,,,,,241.0,-178.0,9.0,,,-187.0,,,0.0,0.0,0.0,,,,,419.0,-367.0,0.0,-286.0,,,,2.0,2.0,0.0,-83.0,,86.0,33.0,485.0,
09/30/2004,504.0,93.0,,411.0,,411.0,,,,,,-248.0,-192.0,28.0,,,-220.0,,,0.0,0.0,0.0,,,,,-56.0,16.0,0.0,41.0,,,,3.0,3.0,0.0,-28.0,,272.0,49.0,381.0,
12/31/2004,454.0,101.0,,357.0,,357.0,-4.0,,,-4.0,,-402.0,-296.0,0.0,,,-296.0,,,0.0,0.0,0.0,,,,,-106.0,-175.0,0.0,-149.0,,,,9.0,9.0,0.0,-35.0,,-123.0,70.0,520.0,
03/31/2005,518.0,124.0,,,,,,,,,,-106.0,-268.0,3.0,,,-271.0,,,,,,,,,,162.0,-194.0,,-160.0,,,,8.0,8.0,,-42.0,,218.0,73.0,374.0,
06/30/2005,327.0,85.0,,,,,,,,,,-228.0,-257.0,3.0,,,-260.0,,,0.0,0.0,0.0,,,,,29.0,-219.0,0.0,-246.0,,,,8.0,8.0,0.0,19.0,,-120.0,28.0,475.0,
09/30/2005,619.0,244.0,,,,,,,,,,-363.0,-253.0,15.0,,,-268.0,,,0.0,0.0,0.0,,,,,-110.0,-473.0,0.0,-401.0,,,,4.0,4.0,0.0,-76.0,,-217.0,32.0,354.0,
12/31/2005,690.0,152.0,,,,,,,,,,36.0,-22.0,5.0,,,-27.0,,,0.0,0.0,0.0,,,,,58.0,-440.0,0.0,-335.0,,,,6.0,6.0,0.0,-111.0,,286.0,135.0,471.0,
03/31/2006,509.0,348.0,,,,,,,,,,-299.0,-238.0,4.0,,,-242.0,,,0.0,0.0,0.0,,,,,-61.0,-346.0,0.0,-358.0,,,,8.0,8.0,0.0,4.0,,-136.0,173.0,344.0,
06/30/2006,442.0,175.0,,,,,,,,,,-380.0,-307.0,3.0,,,-310.0,,,-52.0,0.0,-52.0,,,,,-21.0,-70.0,0.0,-30.0,,,,20.0,20.0,0.0,-60.0,,-8.0,85.0,502.0,
09/30/2006,928.0,-327.0,,,,,,,,,,105.0,-452.0,0.0,,,-452.0,,,0.0,0.0,0.0,,,,,557.0,-266.0,0.0,-155.0,,,,31.0,31.0,0.0,-142.0,,767.0,102.0,346.0,
12/31/2006,472.0,15.0,,0.0,-10.0,10.0,,94.0,-3.0,-91.0,,-333.0,-439.0,17.0,,,-456.0,,,0.0,0.0,0.0,,,,,106.0,-573.0,0.0,-497.0,,,,19.0,19.0,0.0,-95.0,,-434.0,119.0,526.0,
03/31/2007,600.0,-461.0,,,,,,,,,,-680.0,-474.0,2.0,,,-476.0,,,-8.0,0.0,-8.0,,,,,-198.0,165.0,0.0,186.0,,,,14.0,14.0,0.0,-35.0,,85.0,193.0,415.0,
06/30/2007,514.0,254.0,,0.0,115.0,-115.0,,-138.0,-23.0,161.0,,-475.0,-637.0,3.0,,,-640.0,,,8.0,8.0,,,,,,154.0,-27.0,0.0,-167.0,,,,-14.0,,-14.0,154.0,,12.0,157.0,504.0,
09/30/2007,758.0,101.0,694.0,264.0,33.0,231.0,-301.0,-108.0,-3.0,-190.0,,-172.0,-608.0,5.0,,,-613.0,,,0.0,0.0,0.0,,,,,436.0,-377.0,0.0,-68.0,,,,0.0,0.0,0.0,-309.0,,209.0,110.0,338.0,
12/31/2007,481.0,8.0,247.0,357.0,62.0,295.0,-131.0,-60.0,0.0,-71.0,,-643.0,-690.0,6.0,,,-696.0,,,0.0,0.0,0.0,,,,,47.0,552.0,0.0,695.0,,,,0.0,0.0,0.0,-143.0,,390.0,161.0,505.0,
03/31/2008,470.0,233.0,244.0,194.0,52.0,142.0,-201.0,-235.0,-21.0,55.0,,-1110.0,-625.0,8.0,,,-633.0,,,,,,,,,,-485.0,347.0,0.0,339.0,,,,0.0,0.0,0.0,8.0,,-293.0,63.0,301.0,
06/30/2008,314.0,903.0,256.0,-581.0,156.0,-737.0,-264.0,-8.0,-58.0,-198.0,,-605.0,-760.0,72.0,,0.0,-832.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,155.0,182.0,0.0,340.0,,,,0.0,0.0,0.0,-158.0,,-109.0,170.0,531.0,
09/30/2008,803.0,145.0,260.0,188.0,88.0,100.0,210.0,-120.0,-22.0,352.0,,-896.0,-476.0,22.0,,,-498.0,,,0.0,0.0,0.0,,,,,-420.0,-1054.0,0.0,-875.0,,,,-143.0,0.0,-143.0,-36.0,,-1147.0,157.0,309.0,
12/31/2008,574.0,-47.0,241.0,234.0,-136.0,370.0,146.0,-88.0,18.0,216.0,,-1143.0,-884.0,3.0,,,-887.0,,,0.0,0.0,0.0,,,,,-259.0,-246.0,0.0,-57.0,,,,0.0,0.0,0.0,-189.0,,-815.0,75.0,474.0,
03/31/2009,357.0,218.0,245.0,92.0,-25.0,117.0,-198.0,80.0,47.0,-325.0,0.0,77.0,-574.0,0.0,0.0,0.0,-574.0,-574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,-87.0,0.0,-78.0,-153.0,244.0,-169.0,0.0,0.0,0.0,-9.0,-2.0,345.0,200.0,271.0,
06/30/2009,537.0,303.0,253.0,-19.0,-86.0,67.0,0.0,-83.0,-58.0,141.0,0.0,-461.0,-620.0,0.0,,0.0,-620.0,-620.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,157.0,418.0,0.0,721.0,122.0,1075.0,-476.0,0.0,0.0,0.0,-303.0,16.0,510.0,,,
09/30/2009,1003.0,185.0,269.0,394.0,87.0,307.0,155.0,-79.0,1.0,233.0,0.0,-660.0,-556.0,16.0,16.0,0.0,-572.0,-572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.0,-88.0,0.0,177.0,-65.0,373.0,-131.0,0.0,0.0,0.0,-265.0,5.0,260.0,,,
12/31/2009,325.0,-48.0,282.0,82.0,39.0,43.0,9.0,144.0,-24.0,-111.0,,-873.0,-754.0,1.0,1.0,0.0,-755.0,-755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.0,367.0,0.0,529.0,107.0,808.0,-386.0,0.0,0.0,0.0,-162.0,3.0,-178.0,,,
03/31/2010,668.0,187.0,293.0,259.0,29.0,230.0,-71.0,-64.0,3.0,-10.0,,-595.0,-493.0,0.0,0.0,0.0,-493.0,-493.0,0.0,0.0,,,65.0,99.0,-34.0,0.0,-167.0,1515.0,0.0,60.0,26.0,216.0,-182.0,1570.0,1570.0,0.0,-115.0,-21.0,1567.0,260.0,284.0,
06/30/2010,747.0,144.0,291.0,322.0,88.0,234.0,-10.0,-5.0,-4.0,-1.0,,-360.0,-509.0,0.0,,0.0,-509.0,-509.0,0.0,0.0,0.0,0.0,33.0,99.0,-66.0,0.0,116.0,-823.0,0.0,-332.0,62.0,1127.0,-1521.0,-1.0,0.0,-1.0,-490.0,-23.0,-459.0,,,
09/30/2010,1000.0,114.0,292.0,422.0,-86.0,508.0,172.0,-67.0,10.0,229.0,,-392.0,-517.0,9.0,9.0,0.0,-526.0,-526.0,0.0,0.0,0.0,0.0,34.0,171.0,-137.0,0.0,91.0,-670.0,0.0,-217.0,-14.0,154.0,-357.0,-18.0,0.0,-18.0,-435.0,23.0,-39.0,,,
12/31/2010,1088.0,-436.0,302.0,782.0,-449.0,1231.0,508.0,38.0,1.0,469.0,,-693.0,-770.0,12.0,12.0,0.0,-782.0,-782.0,0.0,0.0,0.0,0.0,209.0,226.0,-17.0,0.0,-132.0,-728.0,0.0,-352.0,4.0,443.0,-799.0,-83.0,1.0,-84.0,-293.0,29.0,-304.0,109.0,459.0,
03/31/2011,502.0,224.0,305.0,287.0,17.0,270.0,-314.0,-112.0,-69.0,-133.0,7.0,-601.0,-475.0,4.0,4.0,0.0,-479.0,-479.0,0.0,0.0,0.0,0.0,-130.0,8.0,-138.0,0.0,4.0,-456.0,0.0,-330.0,24.0,115.0,-469.0,-63.0,0.0,-63.0,-70.0,15.0,-540.0,304.0,229.0,
06/30/2011,675.0,174.0,317.0,397.0,11.0,386.0,-213.0,-70.0,-19.0,-124.0,3.0,-156.0,-540.0,0.0,0.0,0.0,-540.0,-540.0,0.0,0.0,0.0,0.0,-1.0,18.0,-19.0,0.0,385.0,1086.0,0.0,1840.0,101.0,2509.0,-770.0,-35.0,0.0,-35.0,-722.0,14.0,1619.0,202.0,505.0,
09/30/2011,1136.0,-131.0,325.0,601.0,-95.0,696.0,340.0,-3.0,-30.0,373.0,-9.0,-977.0,-746.0,67.0,67.0,0.0,-813.0,-813.0,0.0,0.0,0.0,0.0,38.0,39.0,-1.0,0.0,-269.0,-282.0,0.0,219.0,1.0,942.0,-724.0,-127.0,0.0,-127.0,-365.0,-108.0,-231.0,141.0,248.0,
12/31/2011,493.0,-209.0,315.0,563.0,-132.0,695.0,296.0,-51.0,-23.0,370.0,,-3172.0,-570.0,28.0,28.0,0.0,-598.0,-598.0,0.0,0.0,0.0,0.0,-2524.0,880.0,-3404.0,0.0,-78.0,1065.0,0.0,1283.0,311.0,1702.0,-730.0,-54.0,0.0,-54.0,-164.0,-43.0,-1657.0,324.0,460.0,
03/31/2012,534.0,341.0,360.0,45.0,101.0,-56.0,-212.0,-189.0,-11.0,-12.0,99.0,-725.0,-575.0,4.0,4.0,0.0,-579.0,-579.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,-213.0,136.0,0.0,68.0,-281.0,503.0,-154.0,0.0,0.0,0.0,-31.0,25.0,-30.0,325.0,291.0,
06/30/2012,580.0,140.0,346.0,103.0,-29.0,132.0,-9.0,14.0,-32.0,9.0,-2.0,373.0,-492.0,0.0,0.0,0.0,-492.0,-492.0,0.0,0.0,0.0,0.0,254.0,267.0,-13.0,0.0,611.0,-901.0,0.0,-132.0,-29.0,76.0,-179.0,-231.0,0.0,-231.0,-536.0,-22.0,30.0,200.0,492.0,
09/30/2012,1015.0,-1568.0,332.0,1989.0,29.0,1960.0,262.0,-16.0,33.0,245.0,1.0,-324.0,-508.0,2.0,2.0,0.0,-510.0,-510.0,0.0,0.0,0.0,0.0,95.0,100.0,-5.0,0.0,89.0,-480.0,0.0,-203.0,-12.0,243.0,-434.0,-70.0,0.0,-70.0,-208.0,6.0,217.0,55.0,241.0,
12/31/2012,772.0,175.0,356.0,50.0,61.0,-11.0,145.0,-50.0,34.0,161.0,-8.0,-219.0,-485.0,42.0,42.0,0.0,-527.0,-527.0,0.0,0.0,0.0,0.0,205.0,207.0,-2.0,0.0,61.0,-532.0,-30.0,-223.0,1.0,569.0,-793.0,0.0,0.0,0.0,-271.0,-4.0,17.0,67.0,485.0,
03/31/2013,618.0,82.0,329.0,272.0,13.0,259.0,-103.0,42.0,-4.0,-141.0,17.0,-581.0,-401.0,0.0,,0.0,-401.0,-401.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-181.0,327.0,-30.0,497.0,,1506.0,-1009.0,0.0,0.0,0.0,-157.0,-8.0,356.0,295.0,234.0,
06/30/2013,567.0,167.0,332.0,124.0,-59.0,183.0,-49.0,149.0,-8.0,-190.0,-9.0,-125.0,-428.0,37.0,37.0,0.0,-465.0,-465.0,0.0,0.0,0.0,0.0,131.0,134.0,-3.0,0.0,172.0,-1118.0,-30.0,-706.0,18.0,1642.0,-2366.0,-18.0,0.0,-18.0,-355.0,-31.0,-707.0,137.0,466.0,
09/30/2013,855.0,71.0,321.0,423.0,-36.0,459.0,40.0,-56.0,6.0,90.0,15.0,-561.0,-455.0,9.0,9.0,0.0,-464.0,-464.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,-138.0,179.0,-29.0,523.0,-55.0,699.0,-121.0,-45.0,0.0,-45.0,-285.0,2.0,475.0,74.0,223.0,
12/31/2013,675.0,-206.0,312.0,404.0,-76.0,480.0,2.0,11.0,22.0,-31.0,-25.0,-507.0,-648.0,10.0,10.0,0.0,-658.0,-658.0,0.0,0.0,0.0,0.0,-1.0,3.0,-4.0,0.0,142.0,-526.0,-30.0,91.0,0.0,1195.0,-1104.0,-259.0,0.0,-259.0,-303.0,-22.0,-380.0,64.0,475.0,
03/31/2014,221.0,-58.0,306.0,25.0,56.0,-31.0,-96.0,-219.0,-12.0,135.0,30.0,-326.0,-395.0,4.0,4.0,0.0,-399.0,-399.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,40.0,-102.0,-36.0,154.0,,1369.0,-1215.0,0.0,0.0,0.0,-250.0,-22.0,-229.0,237.0,226.0,
06/30/2014,232.0,133.0,319.0,470.0,-4.0,474.0,-697.0,-93.0,-27.0,-577.0,45.0,-65.0,-497.0,12.0,12.0,0.0,-509.0,-509.0,0.0,0.0,0.0,0.0,133.0,861.0,-728.0,0.0,299.0,-73.0,-36.0,199.0,65.0,1931.0,-1797.0,-32.0,0.0,-32.0,-249.0,8.0,102.0,95.0,450.0,
09/30/2014,915.0,488.0,283.0,-338.0,-25.0,-313.0,482.0,130.0,43.0,309.0,0.0,-569.0,-519.0,0.0,0.0,0.0,-519.0,-519.0,0.0,0.0,0.0,0.0,95.0,94.0,1.0,0.0,-145.0,90.0,-68.0,361.0,31.0,1341.0,-1011.0,-101.0,0.0,-101.0,-102.0,-21.0,415.0,72.0,210.0,
12/31/2014,575.0,206.0,308.0,43.0,-36.0,79.0,19.0,-26.0,27.0,18.0,0.0,-292.0,-618.0,9.0,9.0,0.0,-627.0,-627.0,0.0,0.0,0.0,0.0,139.0,139.0,0.0,0.0,187.0,-418.0,-36.0,-26.0,-12.0,1926.0,-1940.0,-168.0,0.0,-168.0,-188.0,4.0,-131.0,79.0,449.0,
03/31/2015,437.0,142.0,298.0,43.0,-12.0,55.0,-46.0,-337.0,-35.0,326.0,-5.0,-720.0,-619.0,0.0,0.0,0.0,-619.0,-619.0,0.0,0.0,0.0,0.0,-17.0,0.0,-17.0,0.0,-84.0,108.0,-70.0,8.0,39.0,574.0,-605.0,-35.0,0.0,-35.0,210.0,-27.0,-202.0,103.0,242.0,
