Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2010,1880.3,143.3,143.3,0.0,424.5,424.5,0.0,0.0,0.0,0.0,0.0,0.0,158.1,,,243.6,,121.6,725.9,535.7,,,0.0,618.7,214.6,214.6,0.0,160.5,1154.4,,469.2,105.9,,,363.3,32.2,10.5,,,,21.7,0.0,,,0.0,501.4,230.3,230.3,,,,589.0,,392.0,28.2,168.8,819.3,1320.7,0.0,602.7,47.8,554.9,0.0,514.4,-619.8,497.3,62.3,559.6,1880.3,
09/30/2010,2012.0,148.5,148.5,0.0,458.5,458.5,0.0,0.0,0.0,0.0,0.0,0.0,172.8,,,242.4,,137.4,779.8,583.5,,,0.0,648.7,232.1,232.1,0.0,174.2,1232.2,,547.0,108.1,,,438.9,33.0,18.3,,,,14.7,0.0,,,0.0,580.0,250.9,250.9,,,,574.1,,388.9,25.1,160.1,825.0,1405.0,0.0,587.1,46.4,540.7,0.0,522.4,-568.2,541.3,65.7,607.0,2012.0,
12/31/2010,2270.5,183.0,183.0,0.0,525.1,525.1,0.0,0.0,0.0,0.0,0.0,0.0,169.3,,0.0,276.0,,121.0,877.4,698.9,1529.4,-830.5,0.0,694.2,327.5,244.3,83.2,90.7,1393.1,,610.5,141.5,0.0,0.0,469.0,65.5,36.5,,,,29.0,0.0,0.0,0.0,0.0,676.0,323.7,323.7,,,,687.7,0.0,485.4,30.6,171.7,1011.4,1687.4,0.0,589.0,46.4,542.6,0.0,537.5,-610.3,516.2,66.9,583.1,2270.5,
03/31/2011,2339.1,155.3,155.3,0.0,562.1,562.1,0.0,0.0,0.0,0.0,0.0,0.0,197.6,,,280.5,,147.0,915.0,724.3,,,0.0,699.8,336.4,252.9,83.5,82.9,1424.1,,604.0,123.8,,,480.2,71.1,39.9,,,,31.2,0.0,,,0.0,675.1,331.6,331.6,,,,694.8,,483.1,33.1,178.6,1026.4,1701.5,0.0,596.5,46.6,549.9,0.0,549.3,-580.3,565.5,72.1,637.6,2339.1,
06/30/2011,2416.4,155.9,155.9,0.0,592.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,207.6,,,281.8,,154.1,955.5,755.7,,,0.0,705.2,336.4,258.5,77.9,87.0,1460.9,,664.8,153.6,,,511.2,67.5,41.8,,,,25.7,0.0,,,0.0,732.3,330.8,330.8,,,,691.0,,482.2,36.7,172.1,1021.8,1754.1,0.0,600.1,46.7,553.4,0.0,552.5,-558.0,594.6,67.7,662.3,2416.4,
09/30/2011,2343.6,200.5,200.5,0.0,550.6,550.6,0.0,0.0,0.0,0.0,0.0,0.0,190.9,,,292.1,,134.5,942.0,717.8,,,0.0,683.8,307.7,238.0,69.7,84.0,1401.6,,631.0,133.6,,,497.4,42.8,18.6,,,,24.2,0.0,,,0.0,673.8,358.6,358.6,,,,971.5,,466.2,39.1,466.2,863.9,1537.7,0.0,604.2,46.8,557.4,0.0,578.4,-442.9,739.7,66.2,805.9,2343.6,
12/31/2011,2406.2,182.9,182.9,0.0,550.5,550.5,0.0,0.0,0.0,0.0,0.0,0.0,200.5,,0.0,350.8,,134.1,933.9,749.2,1671.6,-922.4,0.0,723.1,295.2,231.4,63.8,77.1,1472.3,,648.0,159.5,0.0,0.0,488.5,54.1,25.4,,,,28.7,0.0,0.0,0.0,0.0,702.1,335.3,335.3,,,,886.4,0.0,685.0,23.0,178.4,1221.7,1923.8,0.0,606.4,46.9,559.5,0.0,589.5,-787.9,408.0,74.4,482.4,2406.2,
03/31/2012,2514.8,155.5,155.5,0.0,599.2,599.2,0.0,0.0,0.0,0.0,0.0,0.0,221.4,,,371.1,,140.1,976.1,770.2,,,0.0,768.5,318.5,254.4,64.1,78.9,1538.7,,646.6,148.7,,,497.9,53.6,23.0,,,,30.6,0.0,,,0.0,700.2,378.3,378.3,,,,892.6,,676.8,33.6,182.2,1270.9,1971.1,0.0,617.4,47.3,570.1,0.0,601.7,-754.2,464.9,78.8,543.7,2514.8,
06/30/2012,2460.2,126.9,126.9,0.0,600.4,600.4,0.0,0.0,0.0,0.0,0.0,0.0,230.6,,,373.9,,154.8,957.9,748.7,,,0.0,753.6,298.5,240.0,58.5,81.2,1502.3,,631.3,147.3,,,484.0,68.3,37.5,,,,30.8,0.0,,,0.0,699.6,337.5,337.5,,,,887.7,,679.1,28.7,179.9,1225.2,1924.8,0.0,617.7,47.6,570.1,0.0,627.3,-785.1,459.9,75.5,535.4,2460.2,
09/30/2012,2563.9,202.7,202.7,0.0,622.8,622.8,0.0,0.0,0.0,0.0,0.0,0.0,225.5,,,376.9,,145.7,1051.0,762.2,,,0.0,750.7,301.7,242.6,59.1,72.1,1512.9,,698.4,152.2,,,546.2,62.0,32.6,,,,29.4,0.0,,,0.0,760.4,363.2,363.2,,,,876.9,,659.7,31.8,185.4,1240.1,2000.5,0.0,616.1,47.8,568.3,0.0,636.0,-763.6,488.5,74.9,563.4,2563.9,
12/31/2012,2553.9,201.7,201.7,0.0,612.3,612.3,0.0,0.0,0.0,0.0,0.0,0.0,181.5,,0.0,385.3,,122.1,995.5,793.8,1820.0,-1026.2,0.0,764.6,299.9,243.8,56.1,79.4,1558.4,,689.3,172.8,125.9,0.0,390.6,53.7,26.7,,,,27.0,0.0,0.0,0.0,0.0,743.0,335.6,335.6,,,,898.5,0.0,702.4,18.7,177.4,1234.1,1977.1,0.0,616.1,47.8,568.3,0.0,659.1,-773.4,501.8,75.0,576.8,2553.9,
03/31/2013,2651.0,234.8,234.8,0.0,639.8,639.8,0.0,0.0,0.0,0.0,0.0,0.0,198.2,,,386.2,,137.3,1072.8,785.9,,,0.0,792.3,322.2,253.1,69.1,83.9,1578.2,,711.3,177.1,,,534.2,99.1,71.1,,,,28.0,0.0,,,0.0,810.4,410.6,410.6,,,,884.6,,692.6,19.7,172.3,1295.2,2105.6,0.0,603.9,48.0,555.9,0.0,637.6,-767.9,473.6,71.8,545.4,2651.0,
06/30/2013,2670.5,239.8,239.8,0.0,660.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,209.3,,,392.7,,147.0,1109.1,771.6,,,0.0,789.8,309.5,248.5,61.0,87.6,1561.4,,729.9,179.1,,,550.8,120.0,94.1,,,,25.9,0.0,,,0.0,849.9,406.9,406.9,,,,870.4,,682.3,20.2,167.9,1277.3,2127.2,0.0,608.8,48.0,560.8,0.0,641.4,-779.5,470.7,72.6,543.3,2670.5,
09/30/2013,2699.0,242.3,242.3,0.0,674.1,674.1,0.0,0.0,0.0,0.0,0.0,0.0,219.9,,,383.2,,159.5,1136.3,776.3,,,0.0,786.4,311.7,253.0,58.7,91.5,1562.7,,727.1,168.1,,,559.0,102.4,76.5,,,,25.9,0.0,,,0.0,829.5,419.8,419.8,,,,860.3,,671.8,19.5,169.0,1280.1,2109.6,0.0,609.3,48.3,561.0,0.0,660.4,-759.3,510.4,79.0,589.4,2699.0,
12/31/2013,2498.0,255.5,255.5,0.0,622.2,622.2,0.0,0.0,0.0,0.0,0.0,0.0,225.0,,0.0,251.7,,153.0,1102.7,758.7,1856.7,-1098.0,0.0,636.6,286.5,240.2,46.3,98.4,1395.3,,693.1,185.6,125.0,0.0,382.5,105.5,80.9,,,,24.6,0.0,0.0,0.0,0.0,798.6,330.5,330.5,,,,589.4,0.0,400.8,18.0,170.6,919.9,1718.5,0.0,614.8,48.4,566.4,0.0,696.4,-617.3,693.9,85.6,779.5,2498.0,
03/31/2014,2349.4,201.5,201.5,0.0,562.4,562.4,0.0,0.0,0.0,0.0,0.0,0.0,215.1,,,245.4,,150.7,979.0,736.9,,,0.0,633.5,286.7,241.2,45.5,101.4,1370.4,,643.5,167.0,,,476.5,94.5,59.3,,,,35.2,0.0,,,0.0,738.0,386.4,386.4,,,,529.3,,380.2,15.1,134.0,915.7,1653.7,0.0,620.6,48.4,572.2,0.0,633.0,-613.8,639.8,55.9,695.7,2349.4,
06/30/2014,2400.0,224.7,224.7,0.0,590.3,590.3,0.0,0.0,0.0,0.0,0.0,0.0,206.0,,,248.1,,138.7,1021.0,730.3,,,0.0,648.7,287.8,242.9,44.9,112.8,1379.0,,663.4,181.9,,,481.5,114.3,79.1,,,,35.2,0.0,,,0.0,777.7,413.8,413.8,,,,503.5,,352.4,16.2,134.9,917.3,1695.0,0.0,627.9,48.5,579.4,0.0,629.7,-602.0,655.6,49.4,705.0,2400.0,
09/30/2014,2267.7,223.0,223.0,0.0,558.2,558.2,0.0,0.0,0.0,0.0,0.0,0.0,197.4,,,232.4,,137.2,978.6,687.7,,,0.0,601.4,271.9,229.0,42.9,97.1,1289.1,,671.4,162.4,,,509.0,93.2,59.4,,,,33.8,0.0,,,0.0,764.6,400.7,400.7,,,,426.2,,280.4,14.0,131.8,826.9,1591.5,0.0,632.1,48.6,583.5,0.0,645.0,-645.1,632.0,44.2,676.2,2267.7,
12/31/2014,2192.0,176.2,176.2,0.0,530.5,530.5,0.0,0.0,0.0,0.0,0.0,0.0,200.9,63.5,,289.5,28.3,37.2,907.6,669.5,1746.4,-1076.9,0.0,614.9,255.5,215.7,39.8,69.9,1284.4,,634.9,168.6,108.2,,358.1,93.5,59.4,,,,34.1,0.0,0.0,,0.0,728.4,373.1,373.1,,,,616.7,0.0,476.1,10.8,129.8,989.8,1718.2,0.0,633.1,48.6,584.5,0.0,592.9,-792.0,434.0,39.8,473.8,2192.0,
03/31/2015,2052.0,168.8,168.8,0.0,491.8,491.8,0.0,0.0,0.0,0.0,0.0,0.0,197.3,,,282.3,,131.6,857.9,614.6,,,0.0,579.5,231.4,196.0,35.4,65.8,1194.1,,540.0,127.3,,,412.7,85.4,47.0,,,,38.4,0.0,,,0.0,625.4,422.4,422.4,,,,583.0,,455.5,10.0,117.5,1005.4,1630.8,0.0,638.3,48.6,589.7,0.0,585.0,-833.8,389.5,31.7,421.2,2052.0,
06/30/2015,2047.5,181.1,181.1,0.0,508.2,508.2,0.0,0.0,0.0,0.0,0.0,0.0,208.2,,,279.0,,143.9,897.5,571.2,,,0.0,578.8,235.3,201.1,34.2,64.5,1150.0,,577.0,146.2,,,430.8,78.6,40.5,,,,38.1,0.0,,,0.0,655.6,411.5,411.5,,,,572.4,,450.8,9.8,111.8,983.9,1639.5,0.0,644.6,48.8,595.8,0.0,567.1,-818.5,393.2,14.8,408.0,2047.5,
09/30/2015,1977.1,176.1,176.1,0.0,508.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,188.6,,,275.0,,130.1,872.7,542.0,,,0.0,562.4,220.7,190.9,29.8,66.7,1104.4,,561.3,143.2,,,418.1,84.4,47.4,,,,37.0,0.0,,,0.0,645.7,395.6,395.6,,,,559.2,,438.5,9.1,111.6,954.8,1600.5,0.0,643.2,48.9,594.3,0.0,569.9,-848.1,365.0,11.6,376.6,1977.1,
12/31/2015,1946.7,181.9,181.9,0.0,478.1,478.1,0.0,0.0,0.0,0.0,0.0,0.0,117.7,53.4,4.2,329.8,19.7,44.6,777.7,549.0,1555.5,-1006.5,0.0,620.0,213.8,185.3,28.5,72.2,1169.0,,556.5,155.3,106.2,,295.0,72.4,32.6,,,,39.8,12.9,0.0,,12.9,641.8,358.1,358.1,,,,616.2,0.0,478.6,8.1,129.5,974.3,1616.1,0.0,648.5,48.9,599.6,0.0,561.3,-891.9,317.9,12.7,330.6,1946.7,
03/31/2016,1989.8,186.8,186.8,0.0,503.1,503.1,0.0,0.0,0.0,0.0,0.0,0.0,125.3,,,327.7,,125.3,815.2,552.0,,,0.0,622.6,222.1,192.8,29.3,72.8,1174.6,,530.9,133.0,,,397.9,89.7,50.7,,,,39.0,0.0,,,0.0,620.6,404.9,404.9,,,,614.3,,476.2,8.1,130.0,1019.2,1639.8,0.0,648.2,49.2,599.0,0.0,553.4,-867.5,334.1,15.9,350.0,1989.8,
06/30/2016,1989.1,169.6,169.6,0.0,490.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,,,324.7,,170.0,829.6,539.0,,,0.0,620.5,221.5,192.8,28.7,74.3,1159.5,,504.5,126.6,,,377.9,109.5,77.2,,,,32.3,41.5,,,41.5,655.5,373.0,373.0,,,,602.5,,466.7,8.0,127.8,975.5,1631.0,0.0,655.9,49.5,606.4,0.0,548.6,-863.7,340.8,17.3,358.1,1989.1,
09/30/2016,2022.5,191.5,191.5,0.0,512.7,512.7,0.0,0.0,0.0,0.0,0.0,0.0,161.9,,,318.9,,161.9,866.1,534.6,,,0.0,621.8,220.8,193.5,27.3,82.1,1156.4,,501.7,119.5,,,382.2,112.1,80.5,,,,31.6,33.3,,,33.3,647.1,380.5,380.5,,,,602.9,,459.6,7.7,135.6,983.4,1630.5,0.0,665.2,49.9,615.3,0.0,568.1,-859.2,374.1,17.9,392.0,2022.5,
12/31/2016,1994.8,183.5,183.5,0.0,501.1,501.1,0.0,0.0,0.0,0.0,0.0,0.0,159.1,60.3,1.6,327.9,16.5,82.3,843.7,531.0,1558.5,-1027.5,0.0,620.1,205.3,186.2,19.1,85.3,1151.1,,525.0,139.3,104.0,,281.7,195.6,162.8,,,,32.8,33.2,0.0,,33.2,753.8,247.6,247.6,,,,638.6,0.0,494.9,7.6,136.1,886.2,1640.0,0.0,668.1,50.0,618.1,0.0,576.0,-907.0,337.1,17.7,354.8,1994.8,
03/31/2017,2162.9,218.7,218.7,0.0,544.7,544.7,0.0,0.0,0.0,0.0,0.0,0.0,205.4,,,328.8,,205.4,968.8,556.5,,,0.0,637.6,219.1,194.9,24.2,89.7,1194.1,,526.5,139.7,,,386.8,190.1,156.4,,,,33.7,42.9,,,42.9,759.5,338.3,338.3,,,,643.9,,495.6,7.6,140.7,982.2,1741.7,0.0,664.9,50.4,614.5,0.0,605.7,-873.8,396.8,24.4,421.2,2162.9,
06/30/2017,2289.0,207.1,207.1,0.0,570.4,570.4,0.0,0.0,0.0,0.0,0.0,0.0,237.8,,,326.0,,237.8,1015.3,583.6,,,0.0,690.1,273.2,227.4,45.8,90.9,1273.7,,572.6,144.9,,,427.7,212.3,175.7,,,,36.6,58.2,,,58.2,843.1,362.8,362.8,,,,640.3,,491.4,7.6,141.3,1003.1,1846.2,0.0,670.8,50.4,620.4,0.0,612.3,-859.8,423.3,19.5,442.8,2289.0,
09/30/2017,2698.4,241.8,241.8,0.0,605.2,605.2,0.0,0.0,0.0,0.0,0.0,0.0,294.3,,,334.8,,294.3,1141.3,613.9,,,0.0,943.2,507.6,407.0,100.6,100.8,1557.1,,712.7,156.5,,,556.2,175.6,144.0,,,,31.6,52.6,,,52.6,940.9,574.4,574.4,,,,702.8,,489.6,31.0,182.2,1277.2,2218.1,0.0,674.0,50.5,623.5,0.0,624.6,-840.2,458.4,21.9,480.3,2698.4,
12/31/2017,3059.6,614.3,614.3,0.0,642.3,642.3,0.0,0.0,0.0,0.0,0.0,0.0,231.6,72.5,0.8,226.2,21.1,138.0,1488.2,640.9,1806.9,-1166.0,0.0,930.5,559.4,453.7,105.7,144.1,1571.4,,663.1,174.6,121.7,,366.8,97.1,45.2,,,,51.9,74.7,0.0,0.0,74.7,834.9,1139.6,1139.6,,,,746.9,0.0,571.6,25.1,150.2,1886.5,2721.4,0.0,679.1,50.5,628.6,0.0,564.9,-926.6,317.4,20.8,338.2,3059.6,
03/31/2018,3099.1,562.2,562.2,0.0,633.9,633.9,0.0,0.0,0.0,0.0,0.0,0.0,311.2,,,233.3,,311.2,1507.3,659.7,,,0.0,932.1,543.4,444.7,98.7,155.4,1591.8,,616.0,162.8,,,453.2,118.0,64.8,,,,53.2,118.6,,,118.6,852.6,1137.7,1137.7,,,,742.3,,565.9,27.9,148.5,1880.0,2732.6,0.0,675.8,50.9,624.9,0.0,582.9,-916.6,342.1,24.4,366.5,3099.1,
06/30/2018,2870.4,548.5,548.5,0.0,595.7,595.7,0.0,0.0,0.0,0.0,0.0,0.0,253.2,,,227.2,,253.2,1397.4,627.4,,,0.0,845.6,452.0,375.0,77.0,166.4,1473.0,,627.8,157.4,,,470.4,94.7,41.4,,,,53.3,57.0,,,57.0,779.5,1133.9,1133.9,,,,711.9,,547.6,20.2,144.1,1845.8,2625.3,0.0,682.6,51.0,631.6,0.0,467.4,-927.0,223.0,22.1,245.1,2870.4,
09/30/2018,3185.3,314.2,314.2,0.0,630.7,630.7,0.0,0.0,0.0,0.0,0.0,0.0,229.3,,,231.0,,229.3,1174.2,694.2,,,0.0,1316.9,906.1,651.9,254.2,179.8,2011.1,,643.5,147.8,,,495.7,77.8,23.6,,,,54.2,46.9,,,46.9,768.2,1441.3,1441.3,,,,731.0,,542.3,17.3,171.4,2172.3,2940.5,0.0,684.5,50.6,633.9,0.0,456.7,-918.0,223.2,21.6,244.8,3185.3,
12/31/2018,3236.0,343.4,343.4,0.0,599.5,599.5,0.0,0.0,0.0,0.0,0.0,0.0,263.6,64.0,,236.5,37.6,162.0,1206.5,699.4,1868.6,-1169.2,0.0,1330.1,907.5,678.6,228.9,186.1,2029.5,,676.7,174.6,111.2,,390.9,82.4,28.9,,,,53.5,90.3,0.0,,90.3,849.4,1471.6,1471.6,,,,748.4,0.0,563.0,16.7,168.7,2220.0,3069.4,0.0,677.9,49.7,628.2,0.0,429.1,-953.3,153.7,12.9,166.6,3236.0,
03/31/2019,3602.0,283.2,283.2,0.0,641.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0,230.1,,,235.6,,230.1,1154.3,990.3,,,0.0,1457.4,1018.3,751.7,266.6,203.5,2447.7,,635.5,147.0,,,488.5,183.6,23.4,90.7,25.6,65.1,69.5,26.3,,,26.3,845.4,1834.1,1498.8,335.3,97.7,237.6,743.2,,557.6,16.5,169.1,2577.3,3422.7,0.0,680.8,49.9,630.9,0.0,464.7,-980.2,165.3,14.0,179.3,3602.0,
06/30/2019,3732.4,304.9,304.9,0.0,678.3,678.3,0.0,0.0,0.0,0.0,0.0,0.0,261.4,,,239.0,,261.4,1244.6,993.5,,,0.0,1494.3,1062.0,782.5,279.5,193.3,2487.8,,665.4,165.7,,,499.7,192.5,29.2,90.7,29.0,61.7,72.6,30.9,,,30.9,888.8,1887.6,1553.0,334.6,104.7,229.9,746.3,,555.2,16.5,174.6,2633.9,3522.7,0.0,697.7,50.0,647.7,0.0,469.7,-973.2,194.2,15.5,209.7,3732.4,
09/30/2019,3702.6,337.0,337.0,0.0,653.1,653.1,0.0,0.0,0.0,0.0,0.0,0.0,256.0,,,236.3,,256.0,1246.1,987.4,,,0.0,1469.1,1049.2,776.0,273.2,183.6,2456.5,,696.7,169.0,,,527.7,182.7,15.4,93.6,29.3,64.3,73.7,9.2,,,9.2,888.6,1878.7,1550.4,328.3,110.4,217.9,750.1,,550.0,15.2,184.9,2628.8,3517.4,0.0,706.6,50.0,656.6,0.0,467.5,-1004.9,169.2,16.0,185.2,3702.6,
12/31/2019,3763.8,311.0,311.0,0.0,635.6,635.6,0.0,0.0,0.0,0.0,0.0,0.0,286.0,81.6,,273.5,25.7,178.7,1232.6,1033.6,2296.2,-1262.6,0.0,1497.6,1057.1,784.6,272.5,167.0,2531.2,,747.0,184.5,124.8,,437.7,187.2,14.3,98.4,32.5,65.9,74.5,67.8,0.0,,67.8,1002.0,1773.2,1437.8,335.4,117.0,218.4,781.0,0.0,576.7,21.2,183.1,2554.2,3556.2,0.0,713.4,50.1,663.3,0.0,457.4,-979.0,191.8,15.8,207.6,3763.8,
03/31/2020,3800.9,274.4,274.4,0.0,643.3,643.3,0.0,0.0,0.0,0.0,0.0,0.0,421.3,,,255.4,,421.3,1339.0,965.2,,,0.0,1496.7,1070.1,794.4,275.7,171.2,2461.9,,716.1,151.6,,,564.5,88.1,14.1,,,,74.0,176.4,,,176.4,980.6,1969.3,1756.8,212.5,,212.5,769.0,,558.7,24.8,185.5,2738.3,3718.9,0.0,712.4,50.5,661.9,0.0,449.9,-1096.0,66.3,15.7,82.0,3800.9,
06/30/2020,4771.2,531.3,531.3,0.0,695.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,448.8,,,244.1,,448.8,1675.1,1143.4,,,0.0,1952.7,1520.7,1114.0,406.7,187.9,3096.1,,864.5,174.4,,,690.1,120.8,12.1,,,,108.7,87.4,,,87.4,1072.7,2631.5,2362.6,268.9,,268.9,876.1,,599.5,44.8,231.8,3507.6,4580.3,0.0,717.9,50.5,667.4,0.0,455.2,-1061.8,111.3,79.6,190.9,4771.2,
