Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,1282.188965,1282.188965,,,0.0,0.0,0.0,-421.031006,421.031006,408.531006,12.5,0.0,,,,861.157959,-598.434998,146.358002,132.580994,108.276001,211.220001,262.722992,-95.498999,,,0.35,,109.848999,107.267998,-3.198,5.779,-14.0,167.223993,-44.223,,123.000999,0.0,,,123.000993,0.0,123.000999,-15.206,,107.794999,107.794999,,184.535004,0.58,0.58,0.58,184.535004,0.58,0.58,0.58,
12/31/1992,1291.866943,1291.866943,,,0.0,0.0,0.0,-415.152008,415.152008,403.277008,11.875,0.0,,,,876.714935,-588.028015,127.975998,116.011002,107.818001,236.223007,288.687012,-71.175003,,,2.388,,113.412003,107.616997,,5.661,-39.849,217.512009,-46.289001,,171.089005,0.0,,,171.223008,0.0,171.089005,-15.137,,155.952005,155.952005,,184.535004,0.85,0.85,0.85,184.535004,0.85,0.85,0.85,
03/31/1993,1321.449951,1321.449951,,,0.0,0.0,0.0,-412.354004,412.354004,412.354004,,0.0,,,,909.095947,-612.901978,122.028999,131.005005,121.024002,238.843994,296.194,-92.817998,,,,,108.780998,108.780998,,,-15.963,203.376002,-55.229,,148.147003,0.0,,,148.147002,0.0,148.147003,-15.089,,133.058003,133.058003,,184.535004,0.72,0.72,0.72,184.535004,0.72,0.72,0.72,
06/30/1993,1210.397949,1210.397949,,,0.0,0.0,0.0,-366.341003,366.341003,366.341003,,0.0,,,,844.056946,-616.947021,133.550003,133.326996,114.141998,235.927994,227.110001,-94.205998,,,,,105.307999,105.307999,,,-11.102,132.904002,-31.914,,100.989998,0.0,,,100.990003,0.0,100.989998,-14.771,,86.218998,86.218998,,184.535004,0.47,0.47,0.47,184.535004,0.47,0.47,0.47,
09/30/1993,1406.311035,1406.311035,,,0.0,0.0,0.0,-458.220001,458.220001,458.220001,,0.0,,,,948.091034,-639.848022,137.313004,135.134003,116.512001,250.889008,308.243011,-252.113998,,,,,102.983002,102.983002,,,149.130997,56.129013,-51.554001,,4.575,0.0,,,4.575012,0.0,4.575,-14.714,,-10.139,-10.139,,184.535004,-0.06,-0.06,-0.06,184.535004,-0.06,-0.06,-0.06,
12/31/1993,1330.682983,1330.682983,,,0.0,0.0,0.0,-410.65799,410.65799,410.65799,,0.0,,,,920.024993,-619.770996,130.169998,131.264999,118.667999,239.667999,300.253998,-91.179,,,,,100.75,100.75,,,-9.571,209.074998,-50.200001,,158.875,0.0,,,158.874997,0.0,158.875,-14.244,,144.631,144.631,,184.535004,0.79,0.79,0.79,184.535004,0.79,0.79,0.79,
03/31/1994,1488.185059,1488.185059,,,0.0,0.0,0.0,-501.569,501.569,501.569,,0.0,,,,986.616058,-656.747009,143.362,138.830994,128.220001,246.334,329.868988,-91.330999,,,,,98.570999,98.570999,,,-7.24,238.537989,-72.420998,,166.117004,0.0,,,166.116991,0.0,166.117004,-13.163,,152.954004,152.954004,,184.535004,0.83,0.83,0.83,184.535004,0.83,0.83,0.83,
06/30/1994,1348.562988,1348.562988,,,0.0,0.0,0.0,-430.822998,430.822998,430.822998,,0.0,,,,917.73999,-641.137024,132.164993,142.610992,121.962997,244.397995,276.602997,-102.319003,,,,,96.036003,96.036003,,,6.283,174.283994,-57.175999,,117.108002,0.0,,,117.107995,0.0,117.108002,-13.315,,103.793002,103.793002,,184.535004,0.56,0.56,0.56,184.535004,0.56,0.56,0.56,
09/30/1994,1385.277954,1385.277954,,,0.0,0.0,0.0,-427.125,427.125,427.125,,0.0,,,,958.152954,-643.453979,133.690002,145.516006,122.587997,241.660004,314.699005,-92.925001,,,,,96.914001,96.914001,,,-3.989,221.774004,-67.752998,,154.020996,0.0,,,154.021005,0.0,154.020996,-14.195,,139.825996,139.825996,,184.621002,0.76,0.76,0.76,184.621002,0.76,0.76,0.76,
12/31/1994,1282.644043,1282.644043,,,0.0,0.0,0.0,-385.727997,385.727997,385.727997,,0.0,,,,896.916046,-668.65802,135.095001,145.231003,123.488998,264.842987,228.257996,-90.937997,,,,,97.476997,97.476997,,,-6.539,137.319999,-19.858999,,117.460999,0.0,,,117.461,0.0,117.460999,-14.022,,103.438999,103.438999,,184.972,0.56,0.56,0.56,184.972,0.56,0.56,0.56,
03/31/1995,1416.168945,1416.168945,,,0.0,0.0,0.0,-411.987,411.987,411.987,,0.0,,,,1004.181946,-668.325989,130.608002,147.177002,129.985001,260.556,335.855988,-95.615002,,,,,100.413002,100.413002,,,-4.798,240.240985,-78.369003,,161.871994,0.0,,,161.871982,0.0,161.871994,-14.022,,147.849994,147.849994,,185.317993,0.8,0.8,0.8,185.317993,0.8,0.8,0.8,
06/30/1995,1305.342041,1305.342041,,,0.0,0.0,0.0,-357.054993,357.054993,357.054993,,0.0,,,,948.287048,-684.369019,131.388,147.242996,117.271004,288.46701,263.917999,-100.638001,,,,,100.721001,100.721001,,,-0.083,163.279999,-52.702,,110.578003,0.0,,,110.577999,0.0,110.578003,-14.1,,96.478003,96.478003,,185.671005,0.52,0.52,0.52,185.671005,0.52,0.52,0.52,
09/30/1995,1523.390015,1523.390015,,,0.0,0.0,0.0,-456.496002,456.496002,456.496002,,0.0,,,,1066.894012,-723.460022,131.134003,150.423996,125.052002,316.850006,343.43399,-94.090997,,,,,99.783997,99.783997,,,-5.693,249.342994,-80.886002,,168.457001,0.0,,,168.456992,0.0,168.457001,-14.301,,154.156001,154.156001,,186.024002,0.83,0.83,0.83,186.024002,0.83,0.83,0.83,
12/31/1995,1425.428955,1425.428955,,,0.0,0.0,0.0,-399.993011,399.993011,399.993011,,0.0,,,,1025.435944,-732.070007,148.695007,148.175003,116.915001,318.285004,293.365997,-89.528997,,,,,99.158997,99.158997,,,-9.63,203.837,-60.07,,143.766998,0.0,,,143.767,0.0,143.766998,-12.348,,131.418998,131.418998,,186.375,0.7,0.7,0.7,186.375,0.7,0.7,0.7,
03/31/1996,1517.781006,1517.781006,,,0.0,0.0,0.0,-440.97699,440.97699,440.97699,,0.0,,,,1076.804016,-685.870972,105.422997,149.113998,127.625999,303.708008,390.933014,-101.152002,,,,,100.025002,100.025002,,,1.127,289.781012,-98.810997,,190.970001,0.0,,,190.970015,0.0,190.970001,-10.958,,180.012001,180.012001,,186.723007,0.96,0.96,0.96,186.723007,0.96,0.96,0.96,
06/30/1996,1400.94104,1400.94104,,,0.0,0.0,0.0,-404.914001,404.914001,404.914001,,0.0,,,,996.027039,-710.169983,139.042999,149.414001,120.989998,300.722992,285.856995,-97.332999,,,,,98.362999,98.362999,,,-1.03,188.523996,-65.232002,,123.292,0.0,,,123.291993,0.0,123.292,-10.626,,112.665999,112.665999,,187.104004,0.6,0.6,0.6,187.104004,0.6,0.6,0.6,
09/30/1996,1484.421997,1484.421997,,,0.0,0.0,0.0,-416.470001,416.470001,416.470001,,0.0,,,,1067.951996,-708.599976,129.139999,151.809006,128.154999,299.496002,359.35199,-87.222998,,,,,90.877998,90.877998,,,-3.655,272.128991,-99.607002,,172.522003,0.0,,,172.521989,0.0,172.522003,-10.198,,162.324003,162.324003,,187.528,0.87,0.87,0.87,187.528,0.87,0.87,0.87,
12/31/1996,1446.089966,1446.089966,,,0.0,0.0,0.0,-424.393005,424.393005,424.393005,,0.0,,,,1021.696961,-707.64502,129.235001,150.514008,121.795998,306.100006,314.052002,-93.407996,,,,,92.061996,92.061996,,,1.346,220.644006,-78.571999,,142.072006,0.0,,,142.072007,0.0,142.072006,-9.644,,132.428006,132.428006,,187.899994,0.71,0.71,0.71,187.899994,0.71,0.71,0.71,
03/31/1997,1492.06897,1492.06897,,,0.0,0.0,0.0,-434.696991,434.697002,408.289001,26.408001,0.0,,,,1057.371979,-680.231018,99.385002,151.951996,126.613998,302.279999,377.140961,-89.312999,,,,,93.821999,93.821999,,,-4.509,287.827962,-105.163002,,182.664978,0.0,,,182.66496,0.0,182.664978,-10.103,,172.561978,172.561978,,188.347,0.916192,0.916192,0.916192,188.347,0.916192,0.916192,0.916192,
06/30/1997,1382.157959,1382.157959,,,0.0,0.0,0.0,-391.877991,391.877987,362.329987,29.548,0.0,,,,990.279968,-698.747986,124.727997,151.548996,122.166,300.304993,291.531982,-97.965001,,,,,103.651001,103.651001,,,-5.686,193.566981,-70.277,,123.289986,0.0,,,123.289981,0.0,123.289986,-2.151,,121.138986,121.138986,,188.822006,0.641551,0.641551,0.641551,188.822006,0.641551,0.641551,0.641551,
09/30/1997,1583.994019,1583.994019,,,0.0,0.0,0.0,-522.776001,522.776001,421.815002,100.960999,0.0,,,,1061.218018,-694.372986,123.780998,144.341995,123.943001,302.307007,366.845032,-70.542999,,,,,103.377998,103.377998,,,-32.834999,296.302032,-91.754997,,204.547028,110.565002,,,93.982033,0.0,93.982018,-2.801,,91.181017,91.181017,,189.287003,0.481708,1.065821,1.065821,189.287003,0.481708,1.065821,1.065821,
12/31/1997,1703.147217,1703.147217,,,0.0,0.0,0.0,-693.981018,693.981049,434.63205,259.348999,0.0,,,,1009.166199,-718.950073,135.374008,143.227997,117.872002,322.476044,290.216125,-88.419991,,,,,104.96199,104.96199,,,-16.542,201.796135,-74.084999,,127.711136,-1.146004,,,128.85714,0.0,128.857147,-2.776,,126.081147,126.081147,,189.699997,0.664634,0.658593,0.658593,189.699997,0.664634,0.658593,0.658593,
03/31/1998,1521.0,1509.0,,,0.0,0.0,12.0,-485.0,1193.502,485.0,708.502,0.0,,,,1036.0,-692.0,411.0,144.0,122.0,15.0,344.0,-110.0,,,,,106.0,106.0,,0.0,4.0,234.0,-83.0,,151.0,0.0,,,151.0,0.0,150.586,-2.589,0.0,147.997,147.997,,190.084,0.79,0.79,0.79,190.084,0.79,0.79,0.79,
06/30/1998,1557.0,1561.0,,,-4.0,0.0,0.0,-554.0,554.0,554.0,,0.0,,,,1003.0,-709.0,,144.0,112.0,453.0,294.0,-96.0,,,0.0,,109.0,109.0,0.0,0.0,-13.0,198.0,-80.0,,118.0,0.0,,,118.0,0.0,118.0,-2.78,,115.22,115.22,,190.524002,0.62,0.62,0.62,190.524002,0.62,0.62,0.62,
09/30/1998,1858.0,1846.0,,,12.0,0.0,0.0,-652.0,652.0,652.0,,,,,,1206.0,-793.0,496.0,146.0,120.0,527.0,413.0,-113.0,,,0.0,,110.0,110.0,0.0,0.0,3.0,300.0,-105.0,,195.0,0.0,,,195.0,0.0,195.0,,,195.0,195.0,,191.0,1.02,1.02,1.02,191.0,1.02,1.02,1.02,
12/31/1998,1430.319946,1430.319946,,,0.0,0.0,0.0,,,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,74.900002,0.0,,,,0.0,74.900002,-2.77,,72.130002,72.130002,,189.860001,0.38,0.38,0.38,189.860001,0.38,0.38,0.38,
03/31/1999,1694.0,1550.0,,,0.0,0.0,144.0,-491.0,491.0,491.0,,0.0,,,,1203.0,-822.0,427.0,148.0,124.0,123.0,381.0,-137.0,,,,,132.0,132.0,,0.0,5.0,244.0,-93.0,,151.0,0.0,,,151.0,0.0,151.0,,,151.0,151.0,,192.0,0.79,0.79,0.79,192.0,0.79,0.79,0.79,
06/30/1999,2962.0,2962.0,,,,0.0,0.0,-822.0,822.0,822.0,,0.0,,,,2140.0,-1592.0,,251.0,170.0,1171.0,548.0,-237.0,,,0.0,,246.0,246.0,0.0,0.0,-9.0,311.0,-121.0,,190.0,0.0,,,190.0,0.0,190.0,,,190.0,190.0,,320.0,0.59,0.59,0.59,320.0,0.59,0.59,0.59,
09/30/1999,3532.0,3532.0,,,,0.0,0.0,-1072.0,1072.0,1072.0,,,,,,2460.0,-1654.0,680.0,276.0,157.0,1221.0,806.0,-237.0,,,0.0,,249.0,249.0,0.0,0.0,-12.0,569.0,-166.0,,403.0,8.0,,,395.0,0.0,395.0,,,395.0,395.0,,321.0,1.23,1.26,1.26,321.0,1.23,1.26,1.26,
12/31/1999,1665.0,1665.0,,,,0.0,0.0,-500.0,500.0,500.0,,,,,,1165.0,-902.0,,152.0,112.0,1065.0,263.0,-122.0,,,,,137.0,137.0,,0.0,-15.0,141.0,-34.0,,107.0,0.0,,,107.0,0.0,107.0,,,107.0,107.0,,194.0,0.55,0.55,0.55,194.0,0.55,0.55,0.55,
03/31/2000,6117.0,6117.0,,,,,,-4347.0,4347.0,4347.0,,,,,,1770.0,-1342.0,851.0,320.0,171.0,,428.0,-211.0,,,,,253.0,253.0,,,-42.0,217.0,-77.0,,140.0,,,,140.0,,140.0,,,140.0,140.0,,322.0,0.43,0.43,0.43,322.0,0.43,0.43,0.43,
06/30/2000,8137.0,8137.0,,,,0.0,0.0,-6318.0,6318.0,6318.0,,0.0,,,,1819.0,-1350.0,870.0,305.0,175.0,,469.0,-435.0,,,,,269.0,269.0,,0.0,166.0,34.0,-52.0,,-18.0,-9.0,,,-9.0,0.0,-9.0,,,-9.0,-9.0,,322.0,-0.03,-0.06,0.51,322.0,-0.03,-0.06,0.51,
09/30/2000,11608.0,11608.0,,,,0.0,0.0,-9202.0,9202.0,9202.0,,,,,,2406.0,-1533.0,1014.0,322.0,177.0,20.0,873.0,-251.0,,,0.0,,274.0,274.0,0.0,0.0,-23.0,622.0,-219.0,,403.0,44.0,,,359.0,0.0,359.0,,,359.0,359.0,,322.0,1.11,1.25,1.29,322.0,1.11,1.25,1.29,
12/31/2000,4859.0,4859.0,,,,0.0,0.0,-1404.0,1404.0,1404.0,,,,,,3455.0,-3098.0,,376.0,204.0,2518.0,357.0,-281.0,,,,,478.0,478.0,,0.0,-197.0,76.0,-263.0,,-187.0,0.0,,,-187.0,0.0,-187.0,,,-187.0,-187.0,,322.0,-0.78,-0.78,0.49,322.0,-0.78,-0.78,0.49,
03/31/2001,14238.0,14238.0,,,,0.0,0.0,-12102.0,12102.0,12102.0,,0.0,,,,2136.0,-1462.0,958.0,336.0,168.0,0.0,674.0,-238.0,,,0.0,,269.0,269.0,0.0,0.0,-31.0,436.0,-170.0,,266.0,0.0,,,266.0,0.0,266.0,0.0,0.0,266.0,266.0,0.0,322.0,0.83,0.83,0.83,322.0,0.83,0.83,0.83,
06/30/2001,3259.0,3259.0,,,,0.0,,,,,,,,,,,-2637.0,,359.602,,2637.0,622.0,-206.0,,,,,217.0,217.0,,0.0,-11.0,416.0,-163.0,,253.0,19.0,,,234.0,0.0,234.0,-2.0,,232.0,232.0,,322.0,0.72,0.77,0.89,322.0,0.72,0.77,0.89,
09/30/2001,3733.0,3733.0,,,,0.0,,,,,,,,,,,-2909.0,,345.613,,2909.0,824.0,-195.0,,,0.0,,215.0,215.0,,0.0,-20.0,629.0,-221.0,,408.0,-20.0,,,428.0,-5.0,423.0,-2.0,,421.0,421.0,,322.0,1.31,1.23,1.43,322.0,1.31,1.23,1.43,
12/31/2001,2851.0,644.0,,,,0.0,2207.0,,,,,,,,,,,,,,2595.0,256.0,-178.0,,,0.0,,145.0,135.0,0.0,10.0,33.0,78.0,1.0,,79.0,26.0,,,53.0,-8.0,45.0,,,45.0,45.0,,322.0,0.14,0.22,0.14,322.0,0.14,0.22,0.14,
03/31/2002,2992.0,2258.0,,,433.0,,301.0,-1004.0,650.0,621.0,29.0,354.0,,,,1988.0,-1529.0,1006.0,332.0,191.0,,459.0,-205.0,,,,,197.0,195.0,,2.0,8.0,254.0,-86.0,,168.0,328.0,,,-160.0,-9.0,-169.0,,,-169.0,-169.0,,322.0,-0.52,0.49,0.49,322.0,-0.52,0.49,0.49,
06/30/2002,3581.0,2660.0,,,670.0,0.0,251.0,-1421.0,709.0,631.0,78.0,712.0,,,,2160.0,-1733.0,1199.0,351.0,183.0,,427.0,-156.0,,,,,199.0,196.0,,3.0,-43.0,271.0,-104.0,,167.0,96.0,,,71.0,-9.0,62.0,,,62.0,62.0,,326.0,0.19,0.48,0.48,326.0,0.19,0.48,0.48,
09/30/2002,3811.0,2940.0,,,700.0,,171.0,-1597.0,972.0,666.0,306.0,625.0,,,,2214.0,-1432.0,868.0,362.0,202.0,,782.0,-144.0,,,,,184.0,181.0,,3.0,-40.0,638.0,-243.0,,395.0,-39.0,,,434.0,-9.0,425.0,,,425.0,425.0,,339.0,1.25,1.14,1.14,339.0,1.25,1.14,1.14,
12/31/2002,2924.0,2588.0,,,268.0,,68.0,-1033.0,778.0,659.0,119.0,255.0,,,,1891.0,-1437.0,,303.0,142.0,,454.0,-782.0,,,,,206.0,203.0,,3.0,576.0,-328.0,118.0,,-210.0,619.0,,,-829.0,-8.0,-837.0,-3.0,,-840.0,-840.0,,338.867,-2.47,-2.01,0.52,338.867,-2.47,-2.01,0.52,
03/31/2003,4080.0,2773.0,,,1102.0,0.0,205.0,-2014.0,865.0,660.0,205.0,1149.0,,,,2066.0,-1466.0,963.0,315.0,188.0,,600.0,-135.0,,,,,208.0,205.0,,3.0,-73.0,465.0,-200.0,,265.0,-184.0,,,449.0,-9.0,440.0,0.0,,440.0,440.0,,356.0,1.24,0.72,0.61,356.0,1.24,0.72,0.61,
06/30/2003,3669.0,2628.0,,,829.0,0.0,212.0,-1773.0,1065.0,850.0,215.0,708.0,,,,1896.0,-1474.0,981.0,336.0,157.0,981.0,422.0,-172.0,,,0.0,,201.0,198.0,0.0,3.0,-29.0,250.0,-60.0,,190.0,7.0,,,183.0,-8.0,175.0,0.0,,175.0,175.0,,395.0,0.44,0.46,0.46,395.0,0.44,0.46,0.46,
09/30/2003,4109.0,3111.0,,,860.0,0.0,138.0,-1950.0,1122.0,916.0,206.0,828.0,,,,2159.0,-1490.0,977.0,334.0,179.0,977.0,669.0,-264.0,,,0.0,,218.0,217.0,0.0,1.0,46.0,405.0,-148.0,,257.0,0.0,,,257.0,0.0,257.0,0.0,,257.0,257.0,,395.0,0.65,0.65,0.76,395.0,0.65,0.65,0.76,
12/31/2003,2809.0,2357.0,,,308.0,0.0,144.0,-878.0,713.0,632.0,81.0,165.0,,,,1931.0,-1218.0,739.0,322.0,157.0,,713.0,-927.0,,,0.0,,187.0,194.0,0.0,,740.0,-214.0,50.0,,-164.0,589.0,,,-753.0,0.0,-753.0,-2.0,0.0,-755.0,-755.0,,394.82,-1.93,-0.65,0.51,394.82,-1.93,-0.65,0.51,
03/31/2004,3364.0,2581.0,,,652.0,0.0,131.0,-1362.0,777.0,694.0,83.0,585.0,,,,2002.0,-1376.0,864.0,319.0,193.0,,626.0,-173.0,,,0.0,,199.0,199.0,0.0,0.0,-26.0,453.0,-162.0,,291.0,7.0,,,284.0,0.0,284.0,-2.0,0.0,282.0,282.0,,395.0,0.71,0.73,0.73,395.0,0.71,0.73,0.73,
06/30/2004,3368.0,2501.0,,,777.0,0.0,90.0,-1522.0,821.0,734.0,87.0,701.0,,,,1846.0,-1468.0,972.0,320.0,176.0,972.0,378.0,-148.0,,,0.0,,199.0,199.0,0.0,0.0,-51.0,230.0,-78.0,,152.0,51.0,,,101.0,0.0,101.0,-1.0,,100.0,100.0,,396.0,0.25,0.38,0.38,396.0,0.25,0.38,0.38,
09/30/2004,3781.0,2920.0,,,760.0,0.0,101.0,-1781.0,1056.0,782.0,274.0,725.0,,,,2000.0,-1361.0,847.0,333.0,181.0,,639.0,-21.0,,,0.0,,193.0,193.0,0.0,0.0,-172.0,618.0,-204.0,,414.0,-118.0,,,532.0,0.0,532.0,-2.0,0.0,530.0,530.0,,396.0,1.34,1.04,0.8,397.0,1.34,1.04,0.8,
12/31/2004,3689.0,2655.0,,,877.0,0.0,157.0,-1871.0,1075.0,849.0,226.0,796.0,,,,1818.0,-1514.0,,328.0,175.0,1011.0,304.0,103.0,,,15.0,,190.0,247.0,-57.0,0.0,-278.0,407.0,-128.0,,279.0,98.0,,,181.0,-3.0,178.0,-1.0,0.0,177.0,177.0,,396.0,0.45,0.69,0.69,396.0,0.45,0.69,0.69,
03/31/2005,3065.0,2605.0,,,357.0,0.0,103.0,-1168.0,919.0,789.0,130.0,249.0,,,,1897.0,-1352.0,837.0,327.0,188.0,,545.0,-16.0,,,6.0,,173.0,173.0,0.0,0.0,-151.0,529.0,-172.0,,357.0,-1.0,,,358.0,-1.0,357.0,-2.0,0.0,355.0,355.0,,393.0,0.9,0.9,0.87,394.0,0.9,0.9,0.87,
06/30/2005,2819.0,2680.0,,,19.0,0.0,120.0,-988.0,987.0,804.0,183.0,1.0,,,,1831.0,-1376.0,,325.0,173.0,878.0,455.0,-130.0,,,6.0,,188.0,188.0,0.0,0.0,-52.0,325.0,-103.0,,222.0,-3.0,,,225.0,-1.0,224.0,-3.0,0.0,221.0,221.0,,384.0,0.58,0.57,0.62,385.0,0.58,0.57,0.62,
09/30/2005,3328.0,3152.0,,,73.0,0.0,103.0,-1252.0,1247.0,1066.0,181.0,5.0,,,,2076.0,-1414.0,873.0,336.0,205.0,,662.0,-99.0,,,5.0,,163.0,163.0,0.0,0.0,-59.0,563.0,-196.0,,367.0,-22.0,,,389.0,-1.0,388.0,-1.0,0.0,387.0,387.0,,389.0,0.99,0.94,0.95,390.0,0.99,0.94,0.95,
