Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2000,1912.099976,,-1017.200012,,894.899963,,-926.5,,,,,,-31.6,442.200027,,163.199997,,,0.0,,-605.400024,410.600027,-185.100006,225.5,11.1,,,214.400021,-26.700001,187.699997,-7.6,0.0,180.099997,180.099997,,2729.399963,0.066667,0.07,0.07,2924.100037,0.063333,0.066667,0.066667,
09/30/2000,1960.0,,-1045.699951,,914.300049,,-970.700012,,,,,,-56.400002,2083.600052,,175.199997,,,0.0,,-2258.800049,2027.20005,-752.299988,1274.900024,2.3,,,1272.600063,-25.799999,1246.800049,-7.6,,1239.200049,1239.200049,,2726.399963,0.456667,0.456667,0.073333,2896.799927,0.43,0.43,0.073333,
12/31/2000,2407.6,,-740.5,,1667.1,0.0,-1781.3,992.2,,,,789.1,-114.2,1462.1,,184.4,,,0.0,13.6,-1660.1,1347.9,-535.7,812.2,5.1,,,807.1,-28.6,778.5,-0.8,0.0,777.7,777.7,-1030.87,2722.8,0.286667,0.29,-0.086667,2895.0,0.266667,0.27,-0.086667,
03/31/2001,2232.0,,-556.599976,,1675.400024,,-1775.900024,,,,,,-100.5,1229.500046,,182.300003,,,0.0,,-1411.800049,1129.000046,-485.600006,643.400024,-384.5,,,1027.90004,-26.700001,1001.200012,0.0,0.0,1001.200012,1001.200012,,2835.899963,0.353333,0.216667,-0.396667,2895.0,0.346667,0.213333,-0.396667,
06/30/2001,2338.699951,,-555.200012,,1783.499939,,-1916.800049,,,,,,-133.300003,310.699997,,176.199997,,,0.0,,-486.899994,177.399994,-103.800003,73.599998,1.5,,,72.099991,-36.900002,35.200001,0.0,0.0,35.200001,35.200001,,2853.299927,0.013333,0.013333,0.033333,2896.799927,0.013333,0.013333,0.033333,
09/30/2001,2400.800049,,-573.799988,,1827.000061,,-2005.199951,,,,,,-178.199997,111.099991,,190.699997,,,0.0,,-301.799988,-67.100006,-13.5,-80.599998,0.0,,,-80.600006,-26.200001,-106.800003,0.0,0.0,-106.800003,-106.800003,,2854.5,-0.036667,-0.036667,-0.19,2854.5,-0.036667,-0.036667,-0.19,
12/31/2001,2824.1,,-828.4,,1995.7,0.0,-2329.9,1341.0,,,,988.9,-334.2,-48.9,,182.6,,,0.0,2.4,-136.1,-383.1,132.7,-250.4,0.0,,,-250.4,-70.6,-321.0,0.0,0.0,-321.0,-321.0,-63.1,2852.7,-0.113333,-0.113333,-0.133333,2852.7,-0.113333,-0.113333,-0.133333,
03/31/2002,2667.0,,-629.0,,2038.0,,-1617.0,,,,,,421.0,-463.0,,187.0,,,0.0,,276.0,-42.0,-3.0,-45.0,0.0,,,-45.0,-44.0,-89.0,0.0,0.0,-89.0,-89.0,,2854.200073,-0.03,-0.03,0.08,2854.200073,-0.03,-0.03,0.043333,
06/30/2002,2704.0,,-626.0,,2078.0,,-1600.0,,,,,,478.0,-676.0,,182.0,,,0.0,,494.0,-198.0,33.0,-165.0,0.0,,,-165.0,-45.0,-210.0,0.0,0.0,-210.0,-210.0,,2856.899964,-0.073333,-0.073333,0.05,2856.899964,-0.073333,-0.073333,0.05,
09/30/2002,1698.0,,-597.0,,1101.0,,-830.0,,,,,,271.0,-223.0,,172.0,,,0.0,,51.0,48.0,-27.0,21.0,-52.0,,,73.0,3.0,76.0,0.0,0.0,76.0,76.0,,2858.700073,0.026667,0.01,0.033333,2877.600037,0.026667,0.01,0.033333,
12/31/2002,3000.0,,-2095.0,,905.0,0.0,-824.0,,,,,,81.0,-171.0,335.0,335.0,0.0,,0.0,,-164.0,-90.0,5.0,-85.0,-54.0,,,-31.0,-20.0,-51.0,0.0,0.0,-51.0,-51.0,,4749.0,-0.01,-0.023333,-0.023333,4749.0,-0.01,-0.023333,-0.023333,
03/31/2003,4466.0,,-1811.0,,2655.0,,-2361.0,,,,,,294.0,-751.0,,524.0,,,0.0,,227.0,-457.0,141.0,-316.0,-58.0,,,-258.0,-39.0,-297.0,0.0,0.0,-297.0,-297.0,,6765.0,-0.043333,-0.053333,-0.026667,6765.0,-0.043333,-0.053333,-0.026667,
06/30/2003,4594.0,,-1753.0,,2841.0,,-2416.0,,,,,,425.0,-473.0,,490.0,,,0.0,,-17.0,-48.0,-13.0,-61.0,-71.0,,,10.0,-32.0,-22.0,0.0,0.0,-22.0,-22.0,,6765.0,-0.003333,-0.013333,-0.013333,6765.0,-0.003333,-0.013333,-0.013333,
09/30/2003,4546.0,,-1703.0,,2843.0,,-2350.0,,,,,,493.0,-735.0,,565.0,,,0.0,,170.0,-242.0,103.0,-139.0,-3329.0,,,3190.0,-14.0,3176.0,0.0,0.0,3176.0,3176.0,,6771.0,0.47,-0.023333,-0.003333,6771.0,0.47,-0.023333,-0.003333,
12/31/2003,4742.0,,-3022.0,,1720.0,0.0,-978.0,,,,,,742.0,-132.0,439.0,439.0,0.0,,0.0,,-307.0,610.0,-215.0,395.0,0.0,,,395.0,-12.0,383.0,0.0,0.0,383.0,383.0,,6774.0,0.056667,0.056667,0.056667,6807.0,0.056667,0.056667,0.056667,
03/31/2004,4908.0,,-1869.0,,3039.0,,-2380.0,,,,,,659.0,-519.0,,500.0,,,0.0,,19.0,140.0,-76.0,64.0,0.0,,,64.0,1.0,65.0,0.0,0.0,65.0,65.0,,6774.0,0.01,0.01,0.01,6804.0,0.01,0.01,0.01,
06/30/2004,5066.0,,-1794.0,,3272.0,,-2420.0,,,,,,852.0,-341.0,,484.0,,,0.0,,-143.0,511.0,-234.0,277.0,0.0,,,277.0,-15.0,262.0,0.0,0.0,262.0,262.0,,6771.0,0.04,0.04,0.026667,6801.0,0.04,0.04,0.026667,
09/30/2004,5098.0,,-1836.999878,,3261.000122,,-2575.0,,,,,,686.0,-312.0,,435.0,,,0.0,,-123.0,374.0,-156.0,218.0,0.0,,,218.0,2.0,220.0,0.0,0.0,220.0,220.0,,6701.999268,0.033333,0.033333,0.02,6729.0,0.033333,0.033333,0.02,
12/31/2004,5235.0,,-1962.0,,3273.0,,-2562.0,,,,,,711.0,74.0,,457.0,,,0.0,,-531.0,785.0,-360.0,425.0,0.0,,,425.0,-2.0,423.0,0.0,0.0,423.0,423.0,,6684.0,0.063333,0.063333,0.013333,6684.0,0.063333,0.063333,0.013333,
03/31/2005,5363.0,,-1957.0,,3406.0,,-2540.0,,,,,,866.0,-576.0,444.0,444.0,,,0.0,,132.0,290.0,-140.0,150.0,0.0,,,150.0,-7.0,143.0,0.0,0.0,143.0,143.0,,6642.0,0.02,0.02,0.02,6666.0,0.02,0.02,0.02,
06/30/2005,5598.0,,-1944.0,,3654.0,,-2606.0,,,,,,1048.0,-277.0,467.0,467.0,,,0.0,,-190.0,771.0,-331.0,440.0,0.0,,,440.0,-10.0,430.0,0.0,0.0,430.0,430.0,,6621.0,0.063333,0.063333,0.063333,6663.0,0.063333,0.063333,0.063333,
09/30/2005,5284.0,,-1894.0,,3390.0,,-2549.0,,,,,,841.0,-525.0,422.0,422.0,,,0.0,,103.0,316.0,-129.0,187.0,-24.0,,,211.0,11.0,222.0,0.0,0.0,222.0,222.0,,6588.0,0.033333,0.03,0.03,6627.0,0.033333,0.03,0.03,
12/31/2005,5416.0,,-1943.0,,3473.0,,-2624.0,,,,,,849.0,-427.0,,462.0,,,0.0,,-35.0,422.0,-303.0,119.0,-26.0,,,145.0,-12.0,133.0,0.0,0.0,133.0,133.0,,6507.0,0.02,0.016667,0.026667,6537.0,0.02,0.016667,0.026667,
03/31/2006,5595.0,,-2073.0,,3522.0,,-2518.0,,,,,,1004.0,-408.0,476.0,476.0,,,0.0,,-68.0,596.0,-147.0,449.0,-28.0,,,477.0,-11.0,466.0,0.0,0.0,466.0,466.0,,9606.0,0.05,0.046667,0.046667,9639.0,0.05,0.046667,0.046667,
06/30/2006,5908.0,,-2130.0,,3778.0,,-2605.0,,,,,,1173.0,-409.0,496.0,496.0,,,0.0,,-87.0,764.0,-369.0,395.0,-61.0,,,456.0,4.0,460.0,0.0,0.0,460.0,460.0,,6336.0,0.075,0.065,0.065,6368.0,0.075,0.065,0.065,
09/30/2006,6432.0,,-2274.0,,4158.0,,-2934.0,,,,,,1224.0,358.0,530.0,530.0,,,0.0,,-888.0,1582.0,-610.0,972.0,-248.0,,,1220.0,-3.0,1217.0,0.0,0.0,1217.0,1217.0,-435.0,6288.0,0.19,0.155,0.086,6326.0,0.19,0.155,0.086,
12/31/2006,7031.0,,-2451.0,,4580.0,0.0,-3362.0,1986.0,,,,1376.0,1218.0,-566.0,,562.0,,,,38.0,-34.0,652.0,-221.0,431.0,39.0,,,392.0,-2.0,390.0,,0.0,390.0,390.0,,4168.0,0.095,0.105,0.100333,4218.0,0.09,0.1,0.098667,
03/31/2007,7388.0,,-2759.0,,4629.0,,-3368.0,,,,,,1261.0,98.0,568.0,568.0,,,0.0,,-666.0,1359.0,-526.0,833.0,0.0,,,833.0,4.0,837.0,0.0,0.0,837.0,837.0,-300.0,6250.0,0.135,0.135,0.085,6322.0,0.13,0.13,0.085,
06/30/2007,7712.0,,-2754.0,,4958.0,,-3490.0,,,,,,1468.0,-439.0,550.0,550.0,,,0.0,,-111.0,1029.0,-453.0,576.0,0.0,,,576.0,12.0,588.0,0.0,0.0,588.0,588.0,,6226.0,0.095,0.095,0.095,6294.0,0.095,0.095,0.095,
09/30/2007,7781.0,,-2759.0,,5022.0,,-3631.0,,,,,,1391.0,-426.0,571.0,571.0,,,0.0,,-145.0,965.0,-421.0,544.0,0.0,,,544.0,16.0,560.0,0.0,0.0,560.0,560.0,,6174.0,0.09,0.09,0.09,6236.0,0.09,0.09,0.09,
12/31/2007,8014.0,,-3158.0,,4856.0,,-3398.0,,,,,,1458.0,-462.0,600.0,600.0,,,0.0,,-138.0,996.0,-400.0,596.0,0.0,,,596.0,6.0,602.0,0.0,0.0,602.0,602.0,,6156.0,0.1,0.1,0.1,6156.0,0.1,0.1,0.1,
03/31/2008,8389.0,,-3361.0,,5028.0,0.0,-3473.0,1854.0,,,,1619.0,1555.0,-309.0,,621.0,,,,35.0,-347.0,1246.0,-508.0,738.0,0.0,,,738.0,-6.0,732.0,0.0,0.0,732.0,732.0,,6018.0,0.12,0.12,0.12,6034.0,0.12,0.12,0.12,
06/30/2008,8553.0,,-3334.0,,5219.0,0.0,-3469.0,1868.0,,,,1601.0,1750.0,-676.0,,618.0,,,0.0,4.0,54.0,1074.0,-455.0,619.0,0.0,,,619.0,13.0,632.0,0.0,0.0,632.0,632.0,0.0,5914.0,0.105,0.105,0.105,5940.0,0.105,0.105,0.105,
09/30/2008,8549.0,,-3345.0,,5204.0,0.0,-3534.0,1967.0,,,,1567.0,1670.0,-513.0,,601.0,,,0.0,-3.0,-85.0,1157.0,-401.0,756.0,0.0,,,756.0,15.0,771.0,0.0,0.0,771.0,771.0,-52.0,5818.0,0.13,0.13,0.115,5840.0,0.13,0.13,0.115,
12/31/2008,8811.0,,-3477.0,,5334.0,0.0,-3577.0,1964.0,,,,1613.0,1757.0,-1176.0,,599.0,,,0.0,3.0,574.0,581.0,-169.0,412.0,0.0,,,412.0,,412.0,0.0,0.0,412.0,412.0,,5776.0,0.07,0.07,0.135,5776.0,0.07,0.07,0.135,
03/31/2009,8866.0,8866.0,-3592.0,3592.0,5274.0,0.0,-3463.0,1830.0,,,1633.0,0.0,1811.0,-572.0,,570.0,,22.0,,14.0,-34.0,1239.0,-461.0,778.0,0.0,0.0,0.0,778.0,-6.0,772.0,0.0,0.0,772.0,732.45,-39.55,5770.0,0.135,0.135,0.126941,5780.0,0.135,0.135,0.126941,
06/30/2009,8978.0,8978.0,-3581.0,3581.0,5397.0,0.0,-3522.0,1862.0,,,1660.0,0.0,1875.0,-495.0,524.0,551.0,-27.0,-9.0,,13.0,-33.0,1380.0,-424.0,956.0,0.0,0.0,0.0,956.0,11.0,967.0,0.0,0.0,967.0,831.3,-135.7,5774.0,0.165,0.165,0.143973,5782.0,0.165,0.165,0.141531,
09/30/2009,8845.0,8845.0,-3530.0,3530.0,5315.0,0.0,-3604.0,1989.0,,,1615.0,0.0,1711.0,-574.0,682.0,707.0,-25.0,-20.0,,17.0,-105.0,1137.0,-203.0,934.0,0.0,0.0,0.0,934.0,10.0,944.0,0.0,0.0,944.0,804.8,-139.2,5744.0,0.165,0.165,0.140111,5754.0,0.165,0.165,0.140111,
12/31/2009,9067.0,9067.0,-3677.0,3677.0,5390.0,0.0,-3573.0,1981.0,,,1592.0,0.0,1817.0,-467.0,497.0,520.0,-23.0,-7.0,,20.0,-43.0,1350.0,-390.0,960.0,0.0,0.0,0.0,960.0,-5.0,955.0,0.0,0.0,955.0,897.5,-57.5,5724.0,0.165,0.165,0.156796,5724.0,0.165,0.165,0.154954,
