Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/05/1997,47.449001,,-24.254,,23.195002,,-17.735001,,,,,5.46,-0.419,,0.229,,0.0,0.19,5.041,-2.067,2.974,0.0,,,2.974,0.0,2.974,0.0,,2.974,2.974,,67.483125,0.043457,0.043457,0.043457,68.87025,0.043457,0.043457,0.043457,
07/05/1997,56.931,,-30.627001,,26.303999,,-19.527,,,,,6.777,-0.64,,0.267,,0.0,0.373,6.137,-2.503,3.634,0.0,,,3.634,0.0,3.634,0.0,,3.634,3.634,,67.852687,0.053333,0.053333,0.053333,69.897938,0.053333,0.053333,0.053333,
10/04/1997,61.012001,,-31.322001,,29.690001,,-19.875,,,,,9.815,-0.512,,0.253,,0.0,0.259,9.303,-3.793,5.51,0.0,,,5.51,0.0,5.51,0.0,,5.51,5.51,,68.14125,0.08,0.08,0.08,71.036998,0.077037,0.077037,0.077037,
01/03/1998,79.405998,,-41.067001,,38.338997,,-25.781,,,,,12.558,-0.888,,0.207,,0.733,-0.052,11.67,-4.846,6.824,0.0,,,6.823999,0.0,6.824,0.0,,6.824,6.824,,67.736251,0.100741,0.100741,0.100741,71.452127,0.094815,0.094815,0.094815,
04/04/1998,56.883999,,-28.983999,,27.9,,-20.049999,,,,,7.85,0.032,,0.057,,0.0,-0.089,7.882,-3.216,4.666,0.0,,,4.666,0.0,4.666,0.0,,4.666,4.666,,68.799376,0.068148,0.068148,0.068148,72.358314,0.065185,0.065185,0.065185,
07/04/1998,64.362999,,-32.458,,31.904999,,-22.018999,,,,,9.886,-0.189,,0.06,,0.0,0.129,9.697,-3.993,5.704,0.0,,,5.704,0.0,5.704,0.0,,5.704,5.704,,69.913126,0.082963,0.082963,0.082963,73.561498,0.077037,0.077037,0.077037,
10/03/1998,82.393997,,-41.960999,,40.432999,,-24.827999,,,,,15.605,-0.149,,0.051,,0.0,0.098,15.456,-6.4,9.056,0.0,,,9.055999,0.0,9.056,0.0,,9.056,9.056,,70.564503,0.127407,0.127407,0.127407,73.747124,0.124444,0.124444,0.124444,
01/02/1999,101.101997,,-50.837002,,50.264996,,-28.237,,,,,22.028,0.67,,0.043,,0.427,-1.14,22.698,-8.959,13.739,0.0,,,13.739,-1.004,12.735,0.0,,12.735,12.735,,70.162874,0.180741,0.180741,0.180741,73.602002,0.171852,0.171852,0.171852,
04/03/1999,83.277,,-40.605,,42.672001,,-24.795,,,,,17.877001,-0.166,,0.025,,0.0,0.141,17.711001,-7.28,10.431,0.0,,,10.431001,0.0,10.431,0.0,,10.431,10.431,,70.675875,0.148148,0.148148,0.148148,74.435626,0.139259,0.139259,0.139259,
07/03/1999,90.271004,,-45.521,,44.750004,,-27.990999,,,,,16.759001,-0.067,,0.024,,0.0,0.043,16.692001,-6.826,9.866,0.0,,,9.866001,0.0,9.866,0.0,,9.866,9.866,,71.570248,0.139259,0.139259,0.139259,75.259124,0.13037,0.13037,0.13037,
10/02/1999,104.831001,,-52.193001,,52.638,,-30.323999,,,,,22.313999,-0.058,,0.027,,0.0,0.031,22.255999,-9.125,13.131,0.0,,,13.130999,0.0,13.131,0.0,,13.131,13.131,,71.950501,0.182222,0.182222,0.182222,75.404251,0.173333,0.173333,0.173333,
01/01/2000,140.382996,,-67.556,,72.826996,,-42.327999,,,,,30.499001,0.683,,0.041,,0.0,-0.724,31.182001,-12.784,18.398001,0.0,,,18.398,0.0,18.398001,0.0,,18.398001,18.398001,,72.216002,0.253333,0.253333,0.253333,74.981252,0.244444,0.244444,0.244444,
04/01/2000,103.569,,-49.91,,53.659,,-32.5,,,,,21.159,0.246,,0.027,,0.0,-0.273,21.405,-8.777,12.628,0.0,,,12.628,0.0,12.628,0.0,0.0,12.628,12.628,,72.101246,0.173333,0.173333,0.173333,74.718,0.168889,0.168889,0.168889,
07/01/2000,113.392998,,-56.833,,56.559998,,-36.108002,,,,,20.452,-0.203,,0.018,,0.0,0.185,20.249,-8.301,11.948,0.0,,,11.948,0.0,11.948,0.0,,11.948,11.948,,72.240746,0.164444,0.164444,0.164444,74.781,0.16,0.16,0.16,
09/30/2000,128.063995,,-64.373001,,63.690994,,-41.301998,,,,,22.389,0.456,,0.063,,0.0,-0.519,22.845,-9.367,13.478,0.0,,,13.478,0.0,13.478,0.0,,13.478,13.478,,72.033749,0.186667,0.186667,0.186667,74.090252,0.182222,0.182222,0.182222,
12/30/2000,159.259003,,-77.422997,,81.836006,,-52.014999,,,,,29.820999,0.397,,0.02,,0.0,-0.417,30.217999,-12.389,17.829,0.0,,,17.828999,0.0,17.829,0.0,,17.829,17.829,,68.618249,0.262222,0.262222,0.262222,70.341751,0.253333,0.253333,0.253333,
04/07/2001,121.105003,,-61.369999,,59.735004,,-43.394001,,,,,16.341,0.321,,0.024,,0.0,-0.345,16.662,-6.661,10.001,0.0,,,10.001,0.0,10.001,0.0,0.0,10.001,10.001,,67.801502,0.146667,0.146667,0.146667,70.076251,0.142222,0.142222,0.142222,
07/07/2001,112.357,,-55.453,,56.904,,-45.32,,,,,11.584,0.561,0.027,0.027,,0.0,-0.588,12.145,-4.862,7.283,0.0,,,7.283,0.0,7.283,0.0,0.0,7.283,7.283,,67.66425,0.106667,0.106667,0.106667,70.33275,0.102222,0.102222,0.102222,
10/06/2001,135.998993,,-70.148003,,65.85099,,-47.486,,,,,18.365,-0.507,,0.048,,0.0,0.459,17.858,-7.143,10.715,0.0,,,10.715,0.0,10.715,0.0,0.0,10.715,10.715,,67.918502,0.16,0.16,0.16,70.215752,0.151111,0.151111,0.151111,
01/05/2002,176.080002,,-86.720001,,89.360001,,-58.796001,,,,,30.563999,-4.425,,0.22,,0.0,4.205,26.138999,-10.455,15.684,0.0,,,15.683999,0.0,15.684,0.0,0.0,15.684,15.684,,68.022001,0.231111,0.231111,0.231111,70.443001,0.222222,0.222222,0.222222,
04/06/2002,143.679993,,-72.188004,,71.491989,,-52.228001,,,,,19.264,0.104,,0.085,,0.0,-0.189,19.368,-7.553,11.815,0.0,,,11.815,0.0,11.815,0.0,0.0,11.815,11.815,,68.265,0.173333,0.173333,0.173333,71.477999,0.164444,0.164444,0.164444,
07/06/2002,142.460007,,-70.985001,,71.475006,,-55.306,,,,,16.169001,-0.207,,0.015,,0.0,0.192,15.962001,-6.224,9.738,0.0,,,9.738001,0.0,9.738,0.0,0.0,9.738,9.738,,68.916,0.14,0.14,0.14,72.730499,0.133333,0.133333,0.133333,
10/05/2002,164.820999,,-83.241997,,81.579002,,-58.418999,,,,,23.16,-0.048,,0.004,,0.0,0.044,23.112,-9.015,14.097,0.0,,,14.097,0.0,14.097,0.0,0.0,14.097,14.097,,69.307503,0.206667,0.206667,0.206667,72.659998,0.193333,0.193333,0.193333,
01/04/2003,212.376999,,-102.837997,,109.539001,,-72.202003,,,,,37.337002,0.201,,0.003,,0.0,-0.204,37.538002,-14.28,23.257,0.0,,,23.258002,0.0,23.257,0.0,0.0,23.257,23.257,,69.472498,0.333333,0.333333,0.333333,72.647999,0.32,0.32,0.32,
04/05/2003,169.766998,,-84.151001,,85.615997,,-65.793999,51.138,,,14.655999,19.822001,-0.237,0.004,0.004,,0.0,0.233,19.585001,-7.442,12.143,0.0,,,12.143001,0.0,12.143,0.0,0.0,12.143,12.143,,69.617998,0.173333,0.173333,0.173333,72.370503,0.166667,0.166667,0.166667,
07/05/2003,159.593002,,-77.724998,,81.868004,,-65.669998,51.141,,,14.528998,16.198,0.508,0.004,0.004,,0.0,-0.512,16.706,-6.317,10.389,0.0,,,10.389,0.0,10.389,0.0,0.0,10.389,10.389,,69.819001,0.146667,0.146667,0.146667,73.0095,0.14,0.14,0.14,
10/04/2003,192.615997,,-95.639999,,96.975998,,-69.592003,52.084,,,17.508003,27.384001,-0.201,0.018,0.018,,0.0,0.183,27.183001,-10.383,16.799999,0.0,,,16.800001,0.0,16.799999,0.0,0.0,16.799999,16.799999,,69.9585,0.24,0.24,0.24,73.639499,0.226667,0.226667,0.226667,
01/03/2004,259.199005,,-122.281998,,136.917007,,-90.570999,,,,,46.346001,-0.349,,0.036,,0.0,0.313,45.997001,-16.993999,29.003,0.0,,,29.003001,0.0,29.003,0.0,0.0,29.003,29.003,,69.875999,0.413333,0.413333,0.413333,73.490999,0.393333,0.393333,0.393333,
04/03/2004,199.395004,,-97.542999,,101.852005,,-76.944,57.048,,,19.896,24.908001,1.036,0.005,0.005,,0.0,-1.041,25.944001,-9.599,16.344999,0.0,,,16.345001,0.0,16.344999,0.0,0.0,16.344999,16.344999,,70.006502,0.23,0.23,0.23,73.744497,0.22,0.22,0.22,
07/03/2004,206.121994,,-97.315002,,108.806992,,-84.772003,61.237,,,23.535003,24.035,1.013,0.005,0.005,,0.0,-1.018,25.048,-9.268,15.78,0.0,,,15.78,0.0,15.78,0.0,0.0,15.78,15.78,,70.640999,0.22,0.22,0.22,74.517998,0.21,0.21,0.21,
10/02/2004,236.043,,-114.497,,121.546,,-83.47,60.932,,,22.538,38.076,-0.902,0.004,0.004,,,0.898,37.174,-13.802,23.372,,,,23.372,,23.372,,,23.372,23.372,,70.889,0.33,0.33,0.33,74.772,0.31,0.31,0.31,
01/01/2005,318.400002,,-140.509999,,177.890003,,-123.439997,189.409,274.786,,-65.969003,54.449999,-1.514,-1.266,0.016,-1.282,0.0,2.78,52.936001,-17.864,35.072001,0.0,,,35.072001,,35.072001,0.0,0.0,35.072001,35.072001,,91.096106,0.385,0.385,0.385,94.789191,0.37,0.37,0.37,
04/02/2005,232.509995,,-111.348,,121.161995,,-96.647003,96.647,69.503,,3e-06,24.514999,-2.603,0.06,0.06,,0.0,2.543,21.911999,1.982,23.894,0.0,,,23.893999,0.0,23.894,0.0,0.0,23.894,23.894,,71.142998,0.34,0.34,0.34,74.454002,0.32,0.32,0.32,
07/02/2005,226.235,,-108.983,,117.252,,-100.959,73.626,,,27.333,16.293,-2.412,0.021,0.021,,0.0,2.391,13.881,-4.228,9.653,0.0,,,9.653,0.0,9.653,0.0,0.0,9.653,9.653,,71.104,0.14,0.14,0.14,73.904,0.13,0.13,0.13,
10/01/2005,260.171,,-123.961,,136.21,,-99.488,99.488,72.705,,0.0,36.722,-2.337,0.033,0.033,,,2.304,34.385,-12.691,21.694,,,,21.694,,21.694,0.0,0.0,21.694,21.694,,70.563,0.31,0.31,0.31,72.437,0.3,0.3,0.3,
12/31/2005,324.204,,-163.688,,160.516,,-129.058,,,,,31.458,1.312,-1.269,0.207,-1.59,0.0,0.071,32.77,-12.341,20.429,0.0,,,20.429,,20.429,0.0,0.0,20.429,20.429,,70.444,0.29,0.29,0.29,70.444,0.29,0.29,0.29,
04/08/2006,264.225,,-131.211,,133.014,,-116.022,116.022,84.98,,0.0,16.992,-1.5,0.596,0.596,,0.0,0.904,15.492,-5.776,9.716,0.0,,,9.716,0.0,9.716,0.0,0.0,9.716,9.716,,67.258,0.14,0.14,0.14,69.06,0.14,0.14,0.14,
07/08/2006,259.238007,,-132.203995,,127.034012,,-110.837997,110.838,79.675,,-3e-06,16.195999,-0.586,0.951,0.951,,0.0,-0.365,15.609999,-4.372,11.238,0.0,,,11.237999,0.0,11.238,0.0,0.0,11.238,11.238,,66.884003,0.17,0.17,0.17,68.299004,0.16,0.16,0.16,
01/06/2007,390.805,,-190.04,,200.765,,-143.581,143.581,110.817,,0.0,57.184,-1.432,-0.115,0.998,-1.113,,1.547,55.752,-20.665,35.087,,,,35.087,,35.087,,0.0,35.087,35.087,,67.475,0.52,0.52,0.52,67.475,0.52,0.52,0.52,
04/07/2007,304.825012,,-148.705994,,156.119019,,-123.564003,,,,,32.555,1.274,0.221,0.221,,0.0,-1.495,33.829,-8.797,25.032,0.0,,,25.032,0.0,25.032,0.0,0.0,25.032,25.032,,67.575996,0.37,0.37,0.37,69.237999,0.36,0.36,0.36,
07/07/2007,306.463989,,-155.934006,,150.529984,,-127.414001,,,,,23.115999,0.123,0.219,0.219,,0.0,-0.342,23.238999,-8.567,14.672,0.0,,,14.671999,0.0,14.672,0.0,0.0,14.672,14.672,,67.814003,0.22,0.22,0.27,69.741997,0.21,0.21,0.26,
10/06/2007,358.582,,-171.626,,186.956,,-138.502,138.502,98.567,,0.0,48.454,1.217,0.174,0.174,,,-1.391,49.671,-19.218,30.453,,,,30.453,,30.453,,,30.453,30.453,,68.143,0.45,0.45,0.48,70.302,0.43,0.43,0.46,
01/05/2008,463.112,,-214.687,,248.425,,-166.065,166.065,125.579,,0.0,82.36,-1.574,,0.277,,,1.297,80.786,-27.683,53.103,,,,53.103,,53.103,,0.0,53.103,53.103,,69.317,0.77,0.77,0.77,70.648,0.75,0.75,0.75,
04/05/2008,356.184,,-161.933,,194.251,,-145.136,,,,,49.115,-1.658,0.2,0.2,,0.0,1.458,47.457,-17.24,30.217,0.0,,,30.217,0.0,30.217,0.0,0.0,30.217,30.217,,68.631,0.44,0.44,0.44,69.755,0.43,0.43,0.43,
07/05/2008,353.191,,-162.852,,190.339,,-155.378,155.378,115.397,,0.0,34.961,-2.961,0.093,0.093,,0.0,2.868,32.0,-6.863,25.137,0.0,,,25.137,0.0,25.137,0.0,0.0,25.137,25.137,,67.936,0.37,0.37,0.37,68.996,0.36,0.36,0.36,
10/04/2008,409.76001,,-185.582993,,224.177017,,-160.438995,160.439,120.644,,-5e-06,63.737999,-4.114,0.079,0.079,,0.0,4.035,59.623999,-23.153,36.471,0.0,,,36.470999,0.0,36.471,0.0,0.0,36.471,36.471,,67.261002,0.54,0.54,0.54,68.049004,0.54,0.54,0.54,
01/03/2009,464.106,,-221.722,,242.384,,-184.427,,,,,57.957,-7.61,0.184,0.184,,0.0,7.426,50.347,-4.075,46.272,0.0,,,46.272,0.0,46.272,0.0,0.0,46.272,46.272,,66.338,0.7,0.7,0.7,66.644,0.69,0.69,0.69,
04/04/2009,323.027,323.027,-153.648,153.648,169.379,0.0,-145.576,145.576,108.087,37.489,0.0,23.803,4.62,,0.063,,,-4.683,28.423,-9.927,18.496,0.0,0.0,0.0,18.496,-1.176,17.32,0.0,0.0,17.32,18.31775,0.99775,66.554,0.26,0.26,0.275231,66.742,0.26,0.26,0.274949,
07/04/2009,315.865,315.865,-148.683,148.683,167.182,0.0,-144.706,144.706,107.522,37.184,0.0,22.476,4.481,,0.069,,,-4.55,26.957,-9.709,17.248,0.0,0.0,0.0,17.248,-0.625,16.623,0.0,0.0,16.623,17.247,0.624,66.668,0.25,0.25,0.2587,67.11,0.25,0.25,0.2587,
10/03/2009,381.362,381.362,-170.625,170.625,210.737,0.0,-153.373,153.373,115.263,38.11,0.0,57.364,-1.71,,0.05,,,1.66,55.654,-19.109,36.545,0.0,0.0,0.0,36.545,-1.27,35.275,0.0,0.0,35.275,35.85285,0.57785,66.714,0.53,0.53,0.537411,67.408,0.52,0.52,0.528572,
01/02/2010,527.839,527.839,-230.287,230.287,297.552,0.0,-189.568,189.568,145.439,44.129,0.0,107.984,-1.203,,0.053,,,1.15,106.781,-36.81,69.971,0.0,0.0,0.0,69.971,,69.971,0.0,0.0,69.971,72.5489,2.5779,66.831,1.05,1.05,1.085558,67.672,1.03,1.03,1.068094,
04/03/2010,393.229,393.229,-173.81,173.81,219.419,0.0,-168.156,168.156,124.855,43.301,0.0,51.263,2.476,,0.058,,,-2.534,53.739,-16.043,37.696,0.0,0.0,0.0,37.696,-1.789,35.907,0.0,0.0,35.907,36.20795,0.30095,67.039,0.54,0.54,0.540103,67.953,0.53,0.53,0.534429,
07/03/2010,412.56,412.56,-175.675,175.675,236.885,0.0,-172.539,172.539,129.192,43.347,0.0,64.346,0.178,,0.059,,,-0.237,64.524,-7.965,56.559,0.0,0.0,0.0,56.559,-2.074,54.485,0.0,0.0,54.485,55.8591,1.3741,67.446,0.81,0.81,0.828205,68.278,0.8,0.8,0.820125,
10/02/2010,523.825,523.825,-225.082,225.082,298.743,0.0,-187.473,187.473,138.424,49.049,0.0,111.27,-0.013,,0.046,,,-0.033,111.257,-40.353,70.904,0.0,0.0,0.0,70.904,-2.748,68.156,0.0,0.0,68.156,68.3445,0.1885,67.071,1.02,1.02,1.018987,67.978,1.0,1.0,1.002773,
01/01/2011,701.076,701.076,-300.958,300.958,400.118,0.0,-250.582,250.582,191.388,59.194,0.0,149.536,1.376,,0.956,,,-2.332,150.912,-54.255,96.657,0.0,0.0,0.0,96.657,,96.657,0.0,0.0,96.657,100.1085,3.4515,65.331,1.48,1.48,1.532328,66.273,1.46,1.46,1.51208,
04/02/2011,536.975,536.975,-235.163,235.163,301.812,0.0,-209.256,209.256,158.382,50.874,0.0,92.556,-3.298,,0.225,,,3.073,89.258,-31.192,58.066,0.0,0.0,0.0,58.066,-2.244,55.822,0.0,0.0,55.822,56.0846,0.2626,64.093,0.87,0.87,0.87505,64.846,0.86,0.86,0.86405,
07/02/2011,556.661,556.661,-244.685,244.685,311.976,0.0,-225.714,225.714,164.606,61.108,0.0,86.262,-4.574,,0.649,,,3.925,81.688,-27.657,54.031,0.0,0.0,0.0,54.031,-2.67,51.361,0.0,0.0,51.361,51.699,0.338,63.411,0.81,0.81,0.8153,64.124,0.8,0.8,0.805271,
10/01/2011,642.91,642.91,-283.381,283.381,359.529,0.0,-240.72,240.72,172.208,68.512,0.0,118.809,-6.998,,0.447,,,6.551,111.811,-39.307,72.504,0.0,0.0,0.0,72.504,-2.895,69.609,0.0,0.0,69.609,69.71885,0.10985,63.176,1.1,1.1,1.103565,63.809,1.09,1.09,1.091722,
12/31/2011,830.756,830.756,-364.887,364.887,465.869,0.0,-291.505,291.505,220.152,71.353,0.0,174.364,-5.561,,1.07,,,4.491,168.803,-46.001,122.802,0.0,0.0,0.0,122.802,-4.891,117.911,0.0,0.0,117.911,119.5009,1.5899,62.606,1.88,1.88,1.908777,63.19,1.87,1.87,1.895161,
03/31/2012,589.533,589.533,-260.553,260.553,328.98,0.0,-246.119,246.119,181.438,64.681,0.0,82.861,1.735,,0.814,,,-2.549,84.596,-23.524,61.072,0.0,0.0,0.0,61.072,-2.932,58.14,0.0,0.0,58.14,58.86605,0.72605,61.859,0.94,0.94,0.951617,62.459,0.93,0.93,0.941624,
06/30/2012,636.104,636.104,-279.743,279.743,356.361,0.0,-268.264,268.264,196.265,71.999,0.0,88.097,-0.004,,1.429,,,-1.425,88.093,-27.705,60.388,0.0,0.0,0.0,60.388,-3.05,57.338,0.0,0.0,57.338,61.52465,4.18665,61.669,0.93,0.93,0.997659,62.092,0.92,0.92,0.987427,
09/29/2012,684.17,684.17,-302.646,302.646,381.524,0.0,-268.437,268.437,193.276,75.161,0.0,113.087,0.774,,1.437,,,-2.211,113.861,-33.984,79.877,0.0,0.0,0.0,79.877,-3.086,76.791,0.0,0.0,76.791,78.44625,1.65525,60.573,1.27,1.27,1.29507,60.955,1.26,1.26,1.287155,
12/29/2012,947.7,947.7,-408.0,408.0,539.7,0.0,-334.9,334.9,,,0.0,204.8,0.9,,1.5,,,-2.4,205.7,-52.8,152.9,0.0,0.0,0.0,152.9,-1.8,151.1,0.0,0.0,151.1,148.6528,-2.4472,59.8,2.53,2.53,2.485833,60.2,2.51,2.51,2.469349,
03/30/2013,680.899,680.899,-302.428,302.428,378.471,0.0,-284.15,284.15,,,0.0,94.321,8.553,,1.231,,,-9.784,102.874,-28.894,73.98,0.0,0.0,0.0,73.98,-1.794,72.186,0.0,0.0,72.186,72.3589,0.1729,59.393,1.22,1.22,1.218307,59.783,1.21,1.21,1.212892,
06/29/2013,706.249,706.249,-297.348,297.348,408.901,0.0,-301.953,301.953,,,0.0,106.948,-2.71,,1.749,,,0.961,104.238,-33.829,70.409,0.0,0.0,0.0,70.409,-2.696,67.713,0.0,0.0,67.713,67.3633,-0.3497,58.6,1.16,1.16,1.149544,58.89,1.15,1.15,1.144062,
09/28/2013,810.396,810.396,-345.427,345.427,464.969,0.0,-323.937,323.937,,,0.0,141.032,-2.777,,3.036,,,-0.259,138.255,-45.881,92.374,0.0,0.0,0.0,92.374,-2.64,89.734,0.0,0.0,89.734,90.3398,0.6058,56.458,1.59,1.59,1.600124,56.704,1.58,1.58,1.590684,
12/28/2013,1062.4,1062.4,-453.1,453.1,609.3,0.0,-390.0,390.0,,,0.0,219.3,-3.2,,3.5,,,-0.3,216.1,-64.8,151.3,0.0,0.0,0.0,151.3,-2.8,148.5,0.0,0.0,148.5,148.05215,-0.44785,55.2,2.69,2.69,2.682104,55.4,2.68,2.68,2.671916,
04/05/2014,776.544,776.544,-333.324,333.324,443.22,0.0,-338.522,338.522,,,0.0,104.698,-4.057,,3.706,,,0.351,100.641,-31.48,69.161,0.0,0.0,0.0,69.161,-2.818,66.343,0.0,0.0,66.343,66.50615,0.16315,54.125,1.23,1.23,1.228751,54.351,1.22,1.22,1.223002,
