Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2002,918.400024,39.0,39.0,0.0,113.199997,,,84.400002,20.700001,20.0,43.700001,0.0,60.700001,,,,,297.299988,180.100006,,,0.0,,,,441.0,396.299988,333.799988,62.5,,44.700012,621.100006,,175.0,175.0,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,175.0,279.899994,279.899994,0.0,0.0,,4.7,,,4.7,284.599994,459.599994,0.0,358.100006,,,-29.1,,129.799997,458.800003,0.0,458.800003,918.399997,
12/31/2002,1008.200012,34.200001,34.200001,0.0,88.300003,,,111.800003,17.4,14.7,79.699997,0.0,92.099998,,,,,326.399994,209.399994,405.399994,-196.0,0.0,,,,472.399994,400.700012,338.799988,61.900024,,71.699982,681.799988,,69.5,69.5,,,,0.0,0.0,0.0,0.0,,128.399994,,,128.399994,197.899994,245.5,245.5,0.0,0.0,,25.4,,,25.4,270.9,468.799994,0.0,472.200012,,,-31.5,203.5,-104.800003,539.400009,0.0,539.400009,1008.200003,
03/31/2003,1035.900024,29.799999,29.799999,0.0,124.900002,,,116.300003,20.5,20.9,74.900002,0.0,80.099998,,,,,351.100006,205.100006,,,0.0,,,,479.700012,403.299988,333.799988,69.5,,76.400024,684.800018,,189.600006,189.600006,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,189.600006,276.899994,276.899994,0.0,0.0,,26.4,,,26.4,303.299994,492.9,0.0,476.399994,,,-39.700001,157.899994,-51.599995,542.999992,0.0,542.999992,1035.899992,
06/30/2003,1079.699951,50.700001,50.700001,0.0,124.400002,0.0,,125.599998,21.5,18.799999,85.300003,0.0,87.5,,,,,388.200012,205.800003,0.0,0.0,0.0,,0.0,,485.700012,418.700012,338.200012,80.5,0.0,67.0,691.500015,,186.100006,186.100006,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,186.100006,307.299988,307.299988,0.0,0.0,,27.299999,,,27.299999,334.599987,520.699993,0.0,496.600006,,,-68.099998,179.0,-48.5,559.000008,0.0,559.000008,1079.700001,
09/30/2003,1070.800049,38.299999,38.299999,0.0,115.599998,,,125.300003,20.299999,18.6,86.400002,0.0,89.099998,,,,,368.299988,205.899994,,,0.0,,,,496.600006,418.899994,338.200012,80.699982,,77.700012,702.5,,172.0,172.0,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,172.0,293.100006,293.100006,0.0,0.0,,27.0,,,27.0,320.100006,492.100006,0.0,502.299988,,,-80.900002,203.5,-46.199996,578.69999,0.0,578.69999,1070.799996,
12/31/2003,1101.400024,61.099998,61.099998,0.0,97.5,,,120.5,20.4,16.700001,83.400002,0.0,81.099998,,,,,360.200012,209.899994,424.100006,-214.199997,0.0,,,,531.299988,419.200012,338.200012,81.0,,112.099976,741.199982,,67.300003,67.300003,,,,0.0,0.0,0.0,0.0,,99.899994,,,99.899994,167.199997,255.800003,255.800003,0.0,0.0,,43.299999,,,43.299999,299.100002,466.299999,0.0,525.799988,,,-80.900002,222.399994,-32.199989,635.099991,0.0,635.099991,1101.39999,
03/31/2004,1103.800049,37.900002,37.900002,0.0,113.5,,,114.5,19.9,19.200001,75.400002,0.0,60.799999,,,,,326.700012,203.699997,,,0.0,,,,573.400024,491.200012,337.700012,153.5,,82.200012,777.100021,,156.399994,156.399994,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,156.399994,334.5,334.5,0.0,0.0,,42.700001,,,42.700001,377.200001,533.599995,0.0,534.099976,,,-95.599998,160.300003,-28.600006,570.199974,0.0,570.199974,1103.799969,
06/30/2004,1089.599976,40.0,40.0,0.0,110.099998,,,119.5,22.5,19.5,77.5,0.0,63.700001,,,,,333.299988,193.5,,,0.0,,,,562.799988,488.600006,337.700012,150.899994,,74.199982,756.299988,,156.0,156.0,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,156.0,312.799988,312.799988,0.0,0.0,,34.599998,,,34.599998,347.399986,503.399986,0.0,545.0,,,-107.300003,185.800003,-37.299999,586.200001,0.0,586.200001,1089.599987,
09/30/2004,1071.900024,31.0,31.0,0.0,113.199997,,,120.5,21.700001,18.9,79.900002,0.0,61.5,,,,,326.200012,189.5,,,0.0,,,,556.200012,487.799988,337.700012,150.099976,,68.400024,745.700012,,170.300003,170.300003,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,170.300003,269.200012,269.200012,0.0,0.0,,33.099998,,,33.099998,302.300011,472.600014,0.0,549.299988,,,-114.400002,198.199997,-33.799995,599.299988,0.0,599.299988,1071.900002,
12/31/2004,1112.7,48.9,48.9,0.0,104.1,104.1,,127.7,22.2,18.9,86.6,0.0,86.8,,,,,367.5,201.7,438.3,-236.6,0.0,,,,543.5,490.3,337.7,152.6,,53.2,745.2,,195.4,195.4,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,195.4,267.1,267.1,0.0,0.0,,22.1,,,22.1,289.2,484.6,0.0,564.8,,,-140.0,224.1,-20.8,628.1,0.0,628.1,1112.7,
03/31/2005,1123.1,72.6,72.6,0.0,127.7,127.7,,126.1,22.4,21.5,82.2,0.0,74.2,,,,,400.6,195.4,,,0.0,,,,527.1,372.1,337.7,34.4,17.3,137.7,722.5,,176.4,176.4,,,,0.0,,,,,0.0,,,0.0,176.4,275.8,,,,,22.8,,,22.8,298.6,475.0,0.0,571.6,,,-152.5,255.3,-26.3,648.1,0.0,648.1,1123.1,
06/30/2005,1150.8,96.1,96.1,0.0,124.9,124.9,,131.3,22.7,22.2,86.4,0.0,84.8,,,,,437.1,193.0,,,0.0,,,,520.7,464.5,337.7,126.8,14.1,42.1,713.7,,190.4,190.4,,,,0.0,,,,,0.0,,,0.0,190.4,269.6,,,,,29.1,,,29.1,298.7,489.1,0.0,582.5,,,-156.0,269.1,-33.9,661.7,0.0,661.7,1150.8,
09/30/2005,1145.0,88.0,88.0,,125.9,125.9,,135.5,23.5,22.5,89.5,0.0,81.0,,,,,430.4,192.1,,,,,,,522.5,479.5,337.7,141.8,14.5,28.5,714.6,,204.6,204.6,,,,,,,,,0.0,,,0.0,204.6,251.5,,,,,29.7,,,29.7,281.2,485.8,,593.4,,,-176.4,264.7,-22.5,659.2,,659.2,1145.0,
12/31/2005,1229.1,178.6,178.6,0.0,101.1,101.1,,131.5,25.6,17.8,88.1,0.0,103.0,,,,,514.2,201.9,436.4,-234.5,0.0,,,,513.0,475.4,337.7,137.7,,37.6,714.9,,60.7,60.7,,,,0.0,,,,,133.5,,,133.5,194.2,316.1,,,,,28.8,,,28.8,344.9,539.1,0.0,602.3,,,-193.5,303.4,-22.2,690.0,0.0,690.0,1229.1,
03/31/2006,1239.5,189.2,189.2,,122.8,122.8,,135.0,27.4,22.8,84.8,,79.1,,,,,526.1,199.2,,,,,,,514.2,471.0,337.7,133.3,14.0,29.2,713.4,,196.5,196.5,,,,,,,,,0.0,,,0.0,196.5,288.8,,,,,30.7,,,30.7,319.5,516.0,,616.7,,,-222.9,349.3,-19.6,723.5,,723.5,1239.5,
06/30/2006,1259.2,167.1,167.1,,133.7,133.7,,139.0,29.7,25.6,83.7,0.0,102.5,,,,,542.3,205.7,,,,,,,511.2,465.2,337.7,127.5,16.0,30.0,716.9,,226.5,226.5,,,,,,,,,0.0,,,0.0,226.5,279.6,,,,,30.7,,,30.7,310.3,536.8,,636.8,,,-279.4,385.4,-20.4,722.4,,722.4,1259.2,
09/30/2006,1240.3,151.3,151.3,,130.2,130.2,,148.9,29.2,25.7,94.0,0.0,94.5,,,,,524.9,211.5,,,,,,,503.9,460.9,337.7,123.2,14.3,28.7,715.4,,227.5,227.5,,,,,,,,,0.0,,,0.0,227.5,253.0,,,,,31.9,,,31.9,284.9,512.4,,654.6,,,-320.7,413.2,-19.2,727.9,,727.9,1240.3,
12/31/2006,1246.8,182.8,182.8,0.0,111.5,111.5,,142.1,25.1,22.4,94.6,0.0,95.2,,,,,531.6,213.0,455.1,-242.1,0.0,,,,502.2,453.8,337.7,116.1,20.2,28.2,715.2,,57.2,57.2,,,,0.0,,,,,169.0,,,169.0,226.2,235.9,,,,,35.3,,,35.3,271.2,497.4,0.0,670.7,,,-339.4,433.9,-15.8,749.4,0.0,749.4,1246.8,
03/31/2007,1249.2,180.2,180.2,0.0,129.3,129.3,,141.5,25.6,18.5,97.4,0.0,91.1,,,,,542.1,216.7,,,0.0,,,,490.4,446.6,337.7,108.9,22.2,21.6,707.1,,179.4,179.4,,,,0.0,,,,,0.0,,,0.0,179.4,224.5,,,,,60.3,,,60.3,284.8,464.2,0.0,694.2,,,-364.2,468.8,-13.8,785.0,0.0,785.0,1249.2,
06/30/2007,1251.8,164.9,164.9,0.0,137.4,137.4,,143.5,28.6,19.9,95.0,0.0,95.4,,,,,541.2,220.2,,,0.0,,,,490.4,445.2,337.7,107.5,25.1,20.1,710.6,,173.6,173.6,,,,150.0,,,,,0.0,,,0.0,323.6,57.6,,,,,63.1,,,63.1,120.7,444.3,0.0,711.9,,,-399.2,503.7,-8.9,807.5,0.0,807.5,1251.8,
09/30/2007,1299.7,175.7,175.7,,136.7,136.7,,158.3,30.6,21.4,106.3,0.0,94.1,,,,,564.8,228.0,,,,,,,506.9,444.7,337.7,107.0,36.8,25.4,734.9,,198.8,198.8,,,,150.0,,,,,0.0,,,0.0,348.8,61.2,,,,,65.9,,,65.9,127.1,475.9,,734.7,,,-446.6,532.8,2.9,823.8,,823.8,1299.7,
12/31/2007,1349.8,191.2,141.8,49.4,115.8,115.8,,152.6,30.5,21.8,100.3,0.0,126.8,,,,,586.4,228.2,470.5,-242.3,0.0,,,,535.2,472.8,350.3,122.5,34.3,28.1,763.4,,63.9,63.9,,,,150.0,,,,,166.2,,,166.2,380.1,61.7,,,,,73.0,,,73.0,134.7,514.8,0.0,749.2,,,-470.3,548.6,7.5,835.0,0.0,835.0,1349.8,
03/31/2008,1310.3,189.6,162.9,26.7,155.3,155.3,,139.5,33.8,26.1,79.6,0.0,107.2,,,,,591.6,223.6,,,,,,,495.1,427.6,315.7,111.9,28.0,39.5,718.7,,241.6,241.6,,,,150.0,,,,,0.0,,,0.0,391.6,62.9,,,,,78.2,,,78.2,141.1,532.7,,763.9,,,-570.3,566.8,17.2,777.6,,777.6,1310.3,
06/30/2008,1348.3,208.1,188.2,19.9,173.3,173.3,,136.8,33.2,26.8,76.8,0.0,116.9,,,,,635.1,224.6,,,,,,,488.6,425.3,315.7,109.6,27.1,36.2,713.2,,226.6,226.6,,,,,,,,,0.0,,,0.0,226.6,141.7,,,,,82.7,,,82.7,224.4,451.0,,956.7,,,-685.1,606.5,19.2,897.3,,897.3,1348.3,
09/30/2008,1381.2,214.5,202.4,12.1,213.6,213.6,,143.8,35.9,25.1,82.8,0.0,104.4,,,,,676.3,224.0,,,,,,,480.9,423.6,315.7,107.9,20.3,37.0,704.9,,229.9,229.9,,,,,,,,,0.0,,,0.0,229.9,202.8,,,,,74.0,,,74.0,276.8,506.7,,985.9,,,-755.8,639.4,5.0,874.5,,874.5,1381.2,
12/31/2008,1400.2,226.8,218.7,8.1,186.3,186.3,,151.8,36.5,19.5,95.8,0.0,127.0,,,,,691.9,230.1,471.4,-241.3,,,,,478.2,412.6,315.7,96.9,14.7,50.9,708.3,,65.6,65.6,,,,,,,,,192.9,,,192.9,258.5,175.5,,,,,87.4,,,87.4,262.9,521.4,0.0,1014.1,,,-776.8,676.9,-35.4,878.8,0.0,878.8,1400.2,
03/31/2009,1358.9,150.4,146.7,3.7,255.8,255.8,0.0,146.1,35.1,24.0,87.0,0.0,96.7,35.2,,36.9,25.9,649.0,229.8,,,0.0,,,,480.1,408.3,315.7,92.6,16.6,18.3,709.9,,200.2,,,,200.2,0.0,0.0,,,,0.0,,,0.0,200.2,123.0,123.0,,,,92.4,,,92.4,215.4,415.6,0.0,1043.3,74.3,969.0,-803.6,737.4,-33.8,943.3,0.0,943.3,1358.9,
06/30/2009,1465.1,188.3,183.1,5.2,274.5,274.5,0.0,160.9,35.3,28.4,97.2,0.0,121.9,44.8,,36.4,38.8,745.6,239.1,,,0.0,,,,480.4,407.0,315.7,91.3,20.3,16.7,719.5,,245.1,,,,245.1,0.0,0.0,,,,0.0,,,0.0,245.1,113.9,113.9,,,,103.0,,,103.0,216.9,462.0,0.0,1073.2,75.1,998.1,-831.3,784.9,-23.7,1003.1,0.0,1003.1,1465.1,
09/30/2009,1602.1,289.5,287.6,1.9,280.5,280.5,0.0,168.7,33.6,32.4,102.7,0.0,138.5,40.7,,39.6,53.1,877.2,240.7,,,0.0,,,,484.2,406.2,315.2,91.0,24.8,13.6,724.9,,296.3,,,,296.3,0.0,0.0,,,,0.0,,,0.0,296.3,102.3,102.3,,,,113.1,,,113.1,215.4,511.7,0.0,1094.9,75.4,1019.5,-856.4,858.4,-6.5,1090.4,0.0,1090.4,1602.1,
12/31/2009,1615.5,334.1,334.1,,249.4,249.4,0.0,165.9,32.8,30.4,102.7,0.0,139.8,33.7,,37.1,57.8,889.2,252.0,505.4,-253.4,,,,,474.3,401.9,315.2,86.7,22.3,13.0,726.3,,287.5,51.1,35.9,0.0,200.5,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,290.5,90.3,90.3,0.0,0.0,,76.8,0.0,25.7,51.1,167.1,457.6,0.0,1132.1,76.1,1056.0,-872.3,906.0,-7.9,1157.9,0.0,1157.9,1615.5,
03/31/2010,1604.4,321.2,321.2,0.0,278.6,278.6,0.0,174.6,34.8,37.6,102.2,0.0,98.3,33.3,,52.0,16.5,872.7,247.2,,,0.0,,,,484.5,398.8,315.2,83.6,21.9,11.8,731.7,,242.2,,,,242.2,0.0,0.0,,,,0.0,,,0.0,242.2,129.3,129.3,,,,81.4,,,81.4,210.7,452.9,0.0,1193.0,77.2,1115.8,-970.3,953.7,-24.9,1151.5,0.0,1151.5,1604.4,
06/30/2010,1641.9,320.3,320.3,0.0,294.0,294.0,0.0,182.3,36.6,40.0,105.7,0.0,122.3,49.0,,50.0,23.4,918.9,249.8,,,0.0,,,,473.2,389.5,315.2,74.3,21.9,11.8,723.0,,247.7,,,,247.7,0.0,0.0,,,,0.0,,,0.0,247.7,177.5,177.5,,,,98.9,,,98.9,276.4,524.1,0.0,260.9,115.1,145.8,-101.3,1011.2,-53.0,1117.8,0.0,1117.8,1641.9,
09/30/2010,1725.4,361.0,361.0,0.0,303.4,303.4,0.0,212.2,40.0,39.9,132.3,0.0,115.8,45.0,,51.4,26.6,992.4,260.3,,,0.0,,,,472.7,386.9,315.2,71.7,22.3,12.1,733.0,,281.6,,,,281.6,100.6,100.6,,,,0.0,,,0.0,382.2,0.0,,,,,109.7,,,109.7,109.7,491.9,0.0,300.5,116.1,184.4,-102.0,1059.2,-24.2,1233.5,0.0,1233.5,1725.4,
12/31/2010,1767.2,396.1,396.1,0.0,277.3,277.3,0.0,203.6,38.2,39.0,126.4,0.0,155.6,35.4,0.0,44.5,87.9,1032.6,269.8,542.4,-272.6,0.0,,,0.0,464.8,382.3,315.2,67.1,25.0,13.0,734.6,,281.3,47.6,22.3,0.0,211.4,41.8,41.8,0.0,0.0,,14.7,0.0,0.0,0.0,337.8,0.0,0.0,0.0,0.0,,121.2,0.0,33.4,87.8,121.2,459.0,0.0,328.3,117.0,211.3,-102.0,1124.0,-42.1,1308.2,0.0,1308.2,1767.2,
03/31/2011,1931.1,433.8,433.8,0.0,354.2,354.2,0.0,217.7,40.8,50.9,126.0,0.0,144.6,42.7,,41.0,45.9,1150.3,274.3,,,0.0,,,,506.5,426.2,349.9,76.3,27.3,12.0,780.8,,272.7,,,,272.7,149.5,149.5,,,,23.0,,,0.0,445.2,0.0,0.0,,,,128.1,,,128.1,128.1,573.3,0.0,363.7,117.7,246.0,-178.3,1187.9,-15.5,1357.8,0.0,1357.8,1931.1,
06/30/2011,2002.4,468.2,468.2,0.0,364.1,364.1,0.0,229.4,44.8,59.9,124.7,0.0,155.1,44.0,,45.1,53.3,1216.8,281.0,,,0.0,,,,504.6,422.8,349.9,72.9,24.8,11.9,785.6,,290.1,,,,290.1,0.0,0.0,,,,23.2,,,0.0,313.3,174.8,174.8,,,,129.1,,,129.1,303.9,617.2,0.0,410.2,118.8,291.4,-261.5,1246.0,-9.5,1385.2,0.0,1385.2,2002.4,
09/30/2011,1982.9,451.1,451.1,0.0,346.8,346.8,0.0,247.9,47.6,70.3,130.0,0.0,136.1,43.0,,48.6,67.8,1181.9,286.4,,,0.0,,,,514.6,420.0,349.8,70.2,21.4,24.6,801.0,,300.4,,,,300.4,0.0,0.0,,,,1.6,,,0.0,302.0,175.0,175.0,,,,151.3,,,151.3,326.3,628.3,0.0,446.0,119.5,326.5,-365.8,1297.6,-23.2,1354.6,0.0,1354.6,1982.9,
12/31/2011,1980.5,450.5,171.2,279.3,283.8,283.8,0.0,261.3,51.7,66.6,143.0,0.0,172.9,35.0,0.0,20.0,81.3,1168.5,304.3,604.1,-299.8,24.6,,,24.6,483.1,416.7,349.8,66.9,21.8,24.6,812.0,,335.2,85.0,15.4,0.0,234.8,0.0,0.0,,,,0.0,0.0,0.0,0.0,335.2,150.4,150.4,,,,157.0,0.0,41.8,115.2,307.4,642.6,0.0,420.5,120.0,300.5,-405.8,1360.7,-37.5,1337.9,0.0,1337.9,1980.5,
03/31/2012,2004.2,409.5,213.3,196.2,346.7,346.7,0.0,268.3,52.9,71.1,144.3,0.0,163.5,41.7,,24.0,90.2,1188.0,308.2,,,21.4,,,21.4,486.6,414.9,349.8,65.1,21.9,25.8,816.2,,265.2,,,,265.2,0.0,0.0,,,,0.0,,,0.0,265.2,179.4,179.4,,,,169.3,,,169.3,348.7,613.9,0.0,484.4,121.1,363.3,-495.3,1425.8,-24.6,1390.3,0.0,1390.3,2004.2,
06/30/2012,2075.1,506.0,304.3,201.7,336.4,336.4,0.0,265.4,51.2,68.4,145.8,0.0,171.0,39.5,,10.2,95.5,1278.8,315.8,,,10.9,,,10.9,469.6,411.5,349.8,61.7,22.1,25.8,796.3,,284.3,,,,284.3,0.0,0.0,,,,0.0,,,0.0,284.3,185.1,185.1,,,,171.1,,,171.1,356.2,640.5,0.0,541.0,123.0,418.0,-549.0,1493.6,-51.0,1434.6,0.0,1434.6,2075.1,
09/30/2012,2195.8,622.5,305.8,316.7,325.4,325.4,0.0,286.0,50.6,62.3,173.1,0.0,153.8,42.1,,10.9,69.3,1387.7,328.7,,,9.7,,,9.7,469.7,409.4,349.8,59.6,23.4,26.0,808.1,,298.6,,,,298.6,0.0,0.0,,,,0.0,,,0.0,298.6,175.4,175.4,,,,185.5,,,185.5,360.9,659.5,0.0,582.7,123.9,458.8,-572.1,1562.8,-37.1,1536.3,0.0,1536.3,2195.8,
12/31/2012,2221.5,521.4,310.9,210.5,321.1,321.1,0.0,281.0,49.5,58.8,172.7,0.0,168.4,41.6,0.0,47.3,77.7,1291.9,373.3,694.5,-321.2,9.9,,,9.9,546.4,451.7,384.7,67.0,21.1,26.3,929.6,,347.4,74.7,0.0,0.0,272.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,347.4,189.3,189.3,0.0,0.0,,205.5,0.0,50.8,154.7,394.8,742.2,0.0,613.2,124.2,489.0,-749.9,1653.9,-37.9,1479.3,0.0,1479.3,2221.5,
03/31/2013,2296.6,557.9,401.5,156.4,329.7,329.7,0.0,288.5,52.6,59.3,176.6,0.0,184.6,43.2,,45.9,80.9,1360.7,385.4,,,10.8,,,10.8,539.7,445.7,380.2,65.5,22.5,25.6,935.9,,300.4,,,,300.4,0.0,0.0,,,,0.0,,,0.0,300.4,192.7,192.7,,,,211.5,,,211.5,404.2,704.6,0.0,711.9,124.7,587.2,-866.7,1798.8,-52.0,1592.0,0.0,1592.0,2296.6,
06/30/2013,2339.7,575.0,372.7,202.3,341.8,341.8,0.0,299.5,57.8,62.3,179.4,0.0,174.3,42.7,,43.5,72.3,1390.6,399.2,,,13.0,,,13.0,536.9,446.1,381.5,64.6,21.9,25.4,949.1,,314.2,,,,314.2,0.0,0.0,,,,0.0,,,0.0,314.2,227.3,227.3,,,,218.4,,,218.4,445.7,759.9,0.0,740.5,125.4,615.1,-1005.6,1892.9,-48.0,1579.8,0.0,1579.8,2339.7,
09/30/2013,2530.6,757.6,471.0,286.6,327.8,327.8,0.0,313.9,61.1,70.3,182.5,0.0,171.1,46.6,,41.5,70.0,1570.4,409.0,,,11.1,,,11.1,540.1,446.9,383.8,63.1,20.7,31.0,960.2,,335.1,,,,335.1,0.0,0.0,,,,0.0,,,0.0,335.1,532.1,532.1,,,,226.0,,,226.0,758.1,1093.2,0.0,743.7,125.7,618.0,-1233.2,1969.8,-42.9,1437.4,0.0,1437.4,2530.6,
