Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
02/03/2018,1353.272,4.062,,1357.334,44.379643,0.133211,0.0,44.512853,23.650121,0.070989,0.0,23.72111,
05/05/2018,1365.138,3.531,,1368.669,43.61062,0.112801,,43.723421,22.673562,0.058646,,22.732209,
08/04/2018,1449.531,3.521,,1453.052,45.516751,0.110563,,45.627314,24.305672,0.05904,,24.364712,
11/03/2018,1411.589,3.276,,1414.865,44.289828,0.102787,,44.392615,22.636975,0.052536,,22.68951,
02/02/2019,1478.079,0.525,,1478.604,44.712419,0.015881,0.0,44.7283,24.335762,0.008644,0.0,24.344406,
05/04/2019,1432.517,0.008,,1432.525,43.841028,0.000245,,43.841273,15.830456,8.8e-05,,15.830545,
08/03/2019,1443.401,0.008,,1443.409,43.788999,0.000243,,43.789241,15.771518,8.7e-05,,15.771606,
11/02/2019,1203.527,0.008,,1203.535,36.728965,0.000244,,36.729209,12.781938,8.5e-05,,12.782023,
02/01/2020,1411.41,0.008,,1411.418,42.015641,0.000238,0.0,42.015879,15.097931,8.6e-05,0.0,15.098017,
05/02/2020,2730.366,0.008,,2730.374,96.911115,0.000284,,96.911399,25.45073,7.5e-05,,25.450804,
08/01/2020,3853.915,0.008,,3853.923,134.413935,0.000279,,134.414214,34.038435,7.1e-05,,34.038506,
