Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,143.481995,,,-77.257004,,66.224991,,-3.674,,,,,,62.550999,0.688,,2.664,,0.0,,-3.352,63.238999,-13.104,,,,50.134998,0.0,,,50.134999,0.0,50.134998,0.0,,50.134998,50.134998,,285.716003,0.175,0.175,0.175,,,,,
12/31/1992,199.955002,,,-108.518997,,91.436005,,-7.001,,,,,,84.434998,-1.262,,3.533,,0.0,,-2.271,83.172998,-18.566,,,,64.607002,0.0,,,64.606998,0.0,64.607002,0.0,,64.607002,64.607002,,282.600006,0.23,0.23,0.23,282.600006,0.23,0.23,0.23,
03/31/1993,144.076004,,,-81.974998,,62.101006,,-5.485,,,,,,56.616001,1.554,,2.332,,0.0,,-3.886,58.170001,-12.105,,,,46.064999,0.0,,,46.065001,0.0,46.064999,0.0,,46.064999,46.064999,,284.0,0.16,0.16,0.16,,,,,
06/30/1993,175.201996,,,-97.852997,,77.348999,,-5.523,,,,,,71.825996,0.498,,2.693,,0.0,,-3.191,72.323996,-15.168,,,,57.155998,0.0,,,57.155996,0.0,57.155998,0.0,,57.155998,57.155998,,284.299988,0.2,0.2,0.2,,,,,
09/30/1993,178.084,,,-98.314003,,79.769997,,-5.72,,,,,,74.050003,0.167,,2.033,,0.0,,-2.2,74.217003,-15.874,,,,58.342999,0.0,,,58.343004,0.0,58.342999,0.0,,58.342999,58.342999,,284.0,0.21,0.209999,0.21,,,,,
12/31/1993,170.173004,,,-99.847,,70.326004,,-6.69,,,,,,63.636002,1.949,,1.841,,0.0,,-3.79,65.585002,-13.774,,,,51.811001,0.0,,,51.811002,0.0,51.811001,0.0,,51.811001,51.811001,,287.579987,0.18,0.18,0.18,287.579987,0.18,0.18,0.18,
03/31/1994,187.337006,,,-104.0,,83.337006,,-7.724,,,,,,75.612999,1.116,,1.358,,0.0,,-2.474,76.728999,-16.305,,,,60.424,0.0,,,60.423999,0.0,60.424,0.0,,60.424,60.424,,286.700012,0.21,0.21,0.21,,,,,
06/30/1994,207.419006,,,-121.584999,,85.834007,,-8.05,,,,,,77.783997,3.252,,1.17,,0.0,,-4.422,81.035997,-18.66,,,,62.375999,0.0,,,62.375997,0.0,62.375999,0.0,,62.375999,62.375999,,286.799988,0.22,0.22,0.22,,0.21,,,
09/30/1994,216.108994,,,-129.302994,,86.806,,-10.532,,,,,,76.274002,3.975,,2.762,,0.0,,-6.737,80.249002,-18.992001,,,,61.257,0.0,,,61.257001,0.0,61.257,0.0,,61.257,61.257,,294.100006,0.2,0.2,0.2,,,,,
12/31/1994,325.234985,,,-208.612,,116.622985,,-17.493999,,,,,,99.128998,-1.343,,6.11,,0.0,,-4.767,97.785998,-31.343,,,,66.443001,0.0,,,66.442998,0.0,66.443001,0.0,,66.443001,66.443001,,369.127783,0.18,0.18,0.18,369.127783,0.18,0.18,0.18,
03/31/1995,300.0,,,-188.399994,,111.600006,,-16.200001,,,,,,95.400002,2.5,,4.7,,0.0,,-7.2,97.900002,-25.9,,,,72.0,0.0,,,72.000002,-0.9,71.099998,0.0,,71.099998,71.099998,,353.299988,0.2,0.2,0.2,,,,,
06/30/1995,309.799988,,,-194.899994,,114.899994,,-16.700001,,,,,,98.199997,3.3,,6.1,,0.0,,-9.4,101.499997,-25.9,,,,75.599998,0.0,,,75.599997,-0.2,75.400002,0.0,,75.400002,75.400002,,353.399994,0.21,0.21,0.21,,,,,
09/30/1995,295.200012,,,-189.899994,,105.300018,,-19.1,,,,,,86.199997,1.4,,5.5,,0.0,,-6.9,87.599997,-19.9,,,,67.699997,0.0,,,67.699997,0.0,67.699997,0.0,,67.699997,67.699997,,353.600006,0.19,0.19,0.19,,,,,
12/31/1995,376.5,,,-242.899994,,133.600006,,-28.0,,,,,,105.599998,-2.4,,4.6,,0.0,,-2.2,103.199999,-26.200001,,,,77.0,0.0,,,76.999998,1.1,78.099998,0.0,,78.099998,78.099998,,354.0,0.22,0.22,0.22,,,,,
03/31/1996,329.299988,,,-209.100006,,120.199982,,-24.200001,,,,,,96.0,1.3,,3.9,,0.0,,-5.2,97.3,-25.299999,,,,72.0,0.0,,,72.0,0.0,72.0,0.0,,72.0,72.0,,357.899994,0.2,0.2,0.2,357.899994,0.2,0.2,0.2,
06/30/1996,325.5,,,-216.300003,,109.199997,,-23.6,,,,,,85.599998,1.3,,4.4,,0.0,,-5.7,86.899998,-18.0,,,,68.900002,0.0,,,68.899998,0.0,68.900002,0.0,,68.900002,68.900002,,358.200012,0.19,0.19,0.19,358.200012,0.19,0.19,0.19,
09/30/1996,313.600006,,,-216.800003,,96.800003,,-23.700001,,,,,,73.099998,-40.999999,,1.2,,0.0,,39.799999,32.099999,-11.1,,,,21.0,0.0,,,20.999999,0.0,21.0,0.0,,21.0,21.0,,359.700012,0.06,0.06,0.16,359.700012,0.06,0.06,0.16,
12/31/1996,330.600006,,,-231.800003,,98.800003,,-27.5,,,,,,71.300003,2.4,,0.5,,0.0,,-2.9,73.700003,-17.6,,,,56.099998,0.0,,,56.100003,0.0,56.099998,0.0,,56.099998,56.099998,,363.0,0.15,0.15,0.15,363.0,0.15,0.15,0.15,
03/31/1997,302.0,,,-211.0,,91.0,,-23.0,,,,,,68.0,4.0,,0.0,,0.0,,-4.0,72.0,-17.0,,,,55.0,0.0,,,55.0,0.0,55.0,0.0,,55.0,55.0,,373.0,0.15,0.15,0.15,373.0,0.15,0.15,0.15,
06/30/1997,312.0,,,-205.0,,107.0,,-27.0,,,,,,80.0,2.0,,0.0,,0.0,,-2.0,82.0,-20.0,,,,62.0,0.0,,,62.0,0.0,62.0,0.0,,62.0,62.0,,373.0,0.16,0.16,0.16,373.0,0.16,0.16,0.16,
09/30/1997,314.0,,,-195.0,,119.0,,-28.0,,,,,,91.0,-429.0,,0.0,,0.0,,429.0,-338.0,23.0,,,,-315.0,0.0,,,-315.0,0.0,-315.0,0.0,,-315.0,-315.0,,373.0,-0.84,-0.84,0.19,373.0,-0.84,-0.84,0.19,
12/31/1997,356.0,,,-232.0,,124.0,,-22.0,,,,,,102.0,2.0,,0.0,,0.0,,-2.0,104.0,-29.0,,,,75.0,0.0,,,75.0,0.0,75.0,0.0,,75.0,75.0,,373.0,0.2,0.2,0.2,373.0,0.2,0.2,0.2,
03/31/1998,302.0,,,-184.0,,118.0,,-21.0,,,,,,97.0,45.0,,0.0,,0.0,,-45.0,142.0,-67.0,,,,75.0,0.0,,,75.0,0.0,75.0,0.0,,75.0,75.0,,375.0,0.2,0.2,0.2,390.0,0.2,0.2,0.2,
06/30/1998,293.0,,,-187.0,,106.0,,-20.0,,,,,,86.0,3.0,,0.0,,0.0,,-3.0,89.0,-22.0,,,,67.0,0.0,,,67.0,0.0,67.0,0.0,,67.0,67.0,,375.0,0.18,0.18,0.18,389.0,0.18,0.18,0.18,
09/30/1998,324.0,,,-205.0,,119.0,,-20.0,,,,,,99.0,3.0,,0.0,,0.0,,-3.0,102.0,-26.0,,,,76.0,0.0,,,76.0,0.0,76.0,0.0,,76.0,76.0,,376.0,0.2,0.2,0.2,376.0,0.2,0.2,0.2,
12/31/1998,368.0,,,-235.0,,133.0,,-25.0,,,,,,108.0,2.0,,0.0,,0.0,,-2.0,110.0,-27.0,,,,83.0,0.0,,,83.0,0.0,83.0,0.0,,83.0,83.0,,376.0,0.22,0.22,0.22,376.0,0.21,0.21,0.21,
03/31/1999,390.0,,,-250.0,,140.0,,-22.0,,,,,,118.0,-1.0,,3.0,,0.0,,-2.0,117.0,-30.0,,,,87.0,0.0,,,87.0,0.0,87.0,0.0,,87.0,87.0,,378.0,0.23,0.23,0.23,398.0,0.23,0.23,0.23,
06/30/1999,373.0,,,-243.0,,130.0,,-19.0,,,,,,111.0,0.0,,3.0,,0.0,,-3.0,111.0,-27.0,,,,84.0,0.0,,,84.0,0.0,84.0,0.0,,84.0,84.0,,386.0,0.21,0.21,0.21,406.0,0.2,0.2,0.2,
09/30/1999,326.0,,,-208.0,,118.0,,-14.0,,,,,,104.0,2.0,,3.0,,0.0,,-5.0,106.0,-27.0,,,,79.0,0.0,,,79.0,0.0,79.0,0.0,,79.0,79.0,,389.0,0.2,0.2,0.2,408.0,0.2,0.2,0.2,
12/31/1999,332.0,,,-200.0,,132.0,,-24.0,,,,,,108.0,-1.0,,2.0,,0.0,,-1.0,107.0,-26.0,,,,81.0,0.0,,,81.0,0.0,81.0,0.0,,81.0,81.0,,390.0,0.21,0.21,0.21,410.0,0.2,0.2,0.2,
03/31/2000,318.0,,,-218.0,,100.0,,-19.0,,,,,,81.0,3.0,,2.0,,0.0,,-5.0,84.0,-12.0,,,,72.0,0.0,,,72.0,0.0,72.0,0.0,0.0,72.0,72.0,,396.0,0.18,0.18,0.18,412.0,0.18,0.18,0.18,
06/30/2000,323.0,,,-226.0,,97.0,,-19.0,,,,,,78.0,5.0,,2.0,,0.0,,-7.0,83.0,-11.0,,,,72.0,0.0,,,72.0,0.0,72.0,0.0,,72.0,72.0,,396.0,0.18,0.18,0.18,396.0,0.18,0.18,0.18,
09/30/2000,312.0,,,-181.0,,131.0,,-40.0,,,,,,91.0,8.0,,1.0,,0.0,,-9.0,99.0,-13.0,,,,86.0,0.0,,,86.0,0.0,86.0,0.0,,86.0,86.0,,396.0,0.22,0.22,0.22,396.0,0.22,0.22,0.22,
12/31/2000,983.0,,,-818.0,,165.0,,-146.0,,,,,,19.0,-1660.0,,21.0,,0.0,,1639.0,-1641.0,245.0,,,,-1396.0,23.0,,,-1419.0,0.0,-1419.0,0.0,,-1419.0,-1419.0,,465.5,-3.05,-3.01,-0.09,465.5,-3.05,-3.01,-0.09,
03/31/2001,304.0,,,-139.0,,165.0,0.0,-88.0,,,,,,77.0,4.0,-4.0,,,,,0.0,81.0,-9.0,,,,72.0,,,,72.0,,72.0,0.0,0.0,72.0,72.0,,396.0,0.18,0.18,0.18,396.0,0.18,0.18,0.18,
06/30/2001,333.0,,,-214.0,,119.0,,-50.0,,,,,,69.0,4.0,,4.0,,0.0,,-8.0,73.0,-7.0,,,,66.0,0.0,,,66.0,0.0,66.0,0.0,0.0,66.0,66.0,,396.0,0.17,0.17,0.17,396.0,0.17,0.17,0.17,
09/30/2001,317.0,,,-235.0,,82.0,,-20.0,,,,,,62.0,10.0,,5.0,,0.0,,-15.0,72.0,-6.0,,,,66.0,0.0,,,66.0,0.0,66.0,0.0,0.0,66.0,66.0,,396.0,0.17,0.17,0.17,396.0,0.17,0.17,0.17,
12/31/2001,506.0,,,-422.0,,84.0,,-47.0,,,,,,37.0,-183.0,,7.0,,0.0,,176.0,-146.0,38.0,,,,-108.0,1.0,,,-109.0,0.0,-109.0,0.0,0.0,-109.0,-109.0,,536.0,-0.2,-0.2,0.13,536.0,-0.2,-0.2,0.13,
03/31/2002,478.0,,,-389.0,,89.0,,-37.0,,,,,,52.0,-5.0,-9.0,13.0,,0.0,,14.0,47.0,-1.0,,,,46.0,0.0,,,46.0,0.0,46.0,0.0,0.0,46.0,46.0,,536.0,0.09,0.09,0.09,537.0,0.09,0.09,0.09,
06/30/2002,490.0,,,-388.0,,102.0,,-43.0,,,,,,59.0,3.0,,16.0,,0.0,,-19.0,62.0,-3.0,,,,59.0,0.0,,,59.0,0.0,59.0,0.0,,59.0,59.0,,539.0,0.11,0.11,0.11,541.0,0.11,0.11,0.11,
09/30/2002,473.0,,,-385.0,,88.0,,-46.0,,,,,,42.0,-6.0,,15.0,,0.0,,-9.0,36.0,-2.0,,,,34.0,0.0,,,34.0,0.0,34.0,0.0,,34.0,34.0,,540.0,0.06,0.06,0.06,540.0,0.06,0.06,0.06,
12/31/2002,526.0,,,-428.0,,98.0,,-42.0,,,,,,56.0,-24.0,,13.0,,0.0,,11.0,32.0,22.0,,,,54.0,0.0,,,54.0,0.0,54.0,0.0,,54.0,54.0,,541.0,0.1,0.1,0.13,541.0,0.1,0.1,0.13,
03/31/2003,459.0,,,-388.0,,71.0,,-51.0,,,,,,20.0,28.0,,13.0,,0.0,,-41.0,48.0,-2.0,,,,46.0,17.0,,,29.0,0.0,29.0,0.0,0.0,29.0,29.0,,541.0,0.05,0.09,-0.009,542.0,0.05,0.09,-0.009,
06/30/2003,491.0,,,-402.0,,89.0,,-54.0,,,,,,35.0,9.0,,11.0,,0.0,,-20.0,44.0,15.0,,,,59.0,0.0,,,59.0,0.0,59.0,0.0,0.0,59.0,59.0,,540.0,0.11,0.11,0.05,540.0,0.11,0.11,0.05,
09/30/2003,549.0,,,-424.0,,125.0,,-59.0,,,,,,66.0,-9.0,,12.0,,0.0,,-3.0,57.0,-22.0,,,,35.0,0.0,,,35.0,0.0,35.0,0.0,0.0,35.0,35.0,,536.0,0.07,0.07,0.08,538.0,0.07,0.07,0.08,
12/31/2003,536.0,,,-403.0,,133.0,,-56.0,,,,,,77.0,-4.0,,8.0,,0.0,,-4.0,73.0,4.0,,,,77.0,0.0,,,77.0,0.0,77.0,0.0,0.0,77.0,77.0,,534.0,0.14,0.14,0.04,536.0,0.14,0.14,0.04,
03/31/2004,477.0,,,-383.0,,94.0,,-47.0,,,,,,47.0,-7.0,,8.0,,0.0,,-1.0,40.0,-14.0,,,,26.0,0.0,,,26.0,0.0,26.0,0.0,0.0,26.0,26.0,,535.0,0.05,0.05,0.06,537.0,0.05,0.05,0.06,
06/30/2004,454.0,,,-395.0,,59.0,,-55.0,,,,,,4.0,11.0,,4.0,,0.0,,-15.0,15.0,19.0,,,,34.0,0.0,,,34.0,0.0,34.0,0.0,0.0,34.0,34.0,,532.0,0.06,0.06,0.004,534.0,0.06,0.06,0.004,
09/30/2004,500.0,,,-415.0,,85.0,,-56.0,,,,,,29.0,8.0,,6.0,,0.0,,-14.0,37.0,-5.0,,,,32.0,0.0,,,32.0,0.0,32.0,0.0,0.0,32.0,32.0,,532.0,0.06,0.06,0.02,533.0,0.06,0.06,0.02,
12/31/2004,501.0,,,-330.0,,171.0,,-54.0,,,,,,117.0,-164.0,,1.0,,0.0,,163.0,-47.0,203.0,,,,156.0,0.0,,,156.0,0.0,156.0,0.0,0.0,156.0,156.0,,533.0,0.3,0.3,0.06,534.0,0.29,0.29,0.06,
03/31/2005,484.0,,,-364.0,,120.0,,-55.0,,,,,,65.0,12.0,,0.0,,0.0,,-12.0,77.0,-17.0,,,,60.0,-6.0,,,66.0,0.0,51.0,0.0,0.0,51.0,51.0,,534.0,0.12,0.11,0.1,536.0,0.12,0.11,0.1,
06/30/2005,463.0,,,-360.0,,103.0,,-65.0,,,,,,38.0,15.0,,1.0,,0.0,,-16.0,53.0,-7.0,,,,46.0,0.0,,,46.0,1.0,53.0,0.0,0.0,53.0,53.0,,535.0,0.09,0.09,0.05,536.0,0.09,0.09,0.05,
09/30/2005,627.0,,,-421.0,,206.0,,-44.0,,,,,,162.0,-13.0,-9.0,0.0,-9.0,0.0,,22.0,149.0,-36.0,,,,113.0,0.0,,,113.0,0.0,113.0,0.0,0.0,113.0,113.0,,536.0,0.21,0.21,0.194,539.0,0.21,0.21,0.193,
12/31/2005,776.0,,,-496.0,,280.0,,-48.0,,,,,,232.0,-57.0,,6.0,,0.0,,51.0,175.0,0.0,,,,175.0,0.0,,,175.0,0.0,175.0,0.0,0.0,175.0,175.0,,541.0,0.33,0.33,0.23,547.0,0.32,0.32,0.22,
03/31/2006,1188.0,,,-821.0,,367.0,,-115.0,,,,,,252.0,13.0,-12.0,15.0,-27.0,0.0,,-1.0,265.0,-44.0,,,,221.0,2.0,,,219.0,5.0,224.0,0.0,0.0,224.0,224.0,,777.0,0.29,0.29,0.36,789.0,0.29,0.29,0.36,
06/30/2006,1532.0,,,-788.0,,744.0,,-125.0,,,,,,619.0,-17.0,8.0,34.0,-26.0,,,11.0,602.0,-131.0,,,,471.0,4.0,,,467.0,-8.0,459.0,0.0,,459.0,459.0,-41.75,863.0,0.53,0.54,0.5,878.0,0.53,0.53,0.49,
09/30/2006,1562.0,,,-879.0,,683.0,,-187.0,,,,,,496.0,-6.0,13.0,37.0,-24.0,,,-6.0,490.0,-101.0,,,,389.0,-9.0,,,398.0,7.0,405.0,0.0,,405.0,405.0,-5.0,864.0,0.47,0.46,0.45,879.0,0.46,0.45,0.44,
12/31/2006,1348.0,,,-988.0,,360.0,,-221.0,,,,,,139.0,60.0,,40.0,-33.0,0.0,,-67.0,199.0,-72.0,,,,127.0,-294.0,,,421.0,-3.0,418.0,0.0,0.0,418.0,418.0,,877.0,0.5,0.15,0.11,877.0,0.49,0.15,0.11,
03/31/2007,1089.0,,,-960.0,,129.0,,-138.0,,,,,,-9.0,0.0,-3.0,36.0,-39.0,,,24.0,-9.0,-147.0,,,,-156.0,,,,-156.0,-3.0,-159.0,0.0,,-159.0,-159.0,549.0,865.0,-0.18,-0.18,0.45,865.0,-0.18,-0.18,0.45,
06/30/2007,1642.0,,,-1019.0,,623.0,,-182.0,,,,,,441.0,56.0,-8.0,27.0,-35.0,0.0,,-48.0,497.0,-121.0,,,,376.0,-9.0,,,385.0,11.0,396.0,0.0,0.0,396.0,396.0,,865.0,0.46,0.45,0.41,865.0,0.45,0.44,0.4,
09/30/2007,1684.0,,,-1118.0,,566.0,,-185.0,,,,,,381.0,20.0,-5.0,28.0,-33.0,,,-9.0,401.0,-58.0,,,,343.0,,,,343.0,2.0,345.0,0.0,,345.0,345.0,-10.26,867.0,0.4,0.4,0.38,879.0,0.39,0.39,0.37,
12/31/2007,1917.0,,,-1101.0,,816.0,,-222.0,,,,,,594.0,-46.0,-12.0,22.0,-34.0,0.0,,58.0,548.0,-15.0,,,,533.0,0.0,,,533.0,4.0,537.0,0.0,0.0,537.0,537.0,,870.0,0.62,0.62,0.69,883.0,0.61,0.61,0.68,
03/31/2008,1958.0,,,-1016.0,,942.0,,-176.0,,,,,,766.0,4.0,-11.0,6.0,-17.0,,,9.0,770.0,-253.0,,,,517.0,,,,517.0,-3.0,514.0,0.0,,514.0,514.0,,872.0,0.59,0.59,0.62,885.0,0.58,0.58,0.61,
06/30/2008,1967.0,,,-1146.0,,821.0,,-233.0,,,,,,588.0,50.0,3.0,8.0,-5.0,0.0,,-62.0,638.0,-148.0,,,,490.0,0.0,,,490.0,-5.0,485.0,0.0,0.0,485.0,485.0,-29.25,872.0,0.56,0.56,0.526456,885.0,0.55,0.55,0.516949,
09/30/2008,1878.0,,,-1290.0,,588.0,,-209.0,,,,,,379.0,-90.0,-5.0,7.0,-12.0,,,73.0,289.0,-25.0,,,,264.0,,,,264.0,-10.0,254.0,0.0,,254.0,254.0,66.95,872.0,0.29,0.29,0.366777,884.0,0.29,0.29,0.365735,
12/31/2008,1810.0,,,-1211.0,,599.0,,-279.0,,,,,,320.0,-522.0,-5.0,0.0,-5.0,0.0,,527.0,-202.0,-168.0,,,,-370.0,104.0,,,-474.0,6.0,-468.0,0.0,0.0,-468.0,-468.0,,872.0,-0.54,-0.42,0.33,883.0,-0.54,-0.42,0.33,
03/31/2009,1775.0,1775.0,,-928.0,928.0,847.0,0.0,-416.0,35.0,35.0,24.0,255.0,102.0,431.0,4.0,-1.0,2.0,-3.0,,-28.0,-3.0,435.0,-37.0,99.0,-62.0,,370.0,-3.0,-3.0,0.0,373.0,-2.0,371.0,0.0,0.0,371.0,400.33,2.33,873.0,0.42,0.42,0.424204,885.0,0.42,0.42,0.422633,
06/30/2009,1965.0,1965.0,,-949.0,949.0,1016.0,0.0,-421.0,45.0,45.0,14.0,265.0,97.0,595.0,84.0,12.0,14.0,-2.0,,-20.0,-96.0,679.0,-189.0,176.0,13.0,,470.0,-22.0,-22.0,0.0,492.0,,492.0,0.0,0.0,492.0,448.4,-41.6,873.0,0.56,0.54,0.490722,873.0,0.56,0.53,0.482348,
09/30/2009,2096.0,2096.0,,-971.0,971.0,1125.0,0.0,-6236.0,40.0,40.0,21.0,282.0,5893.0,-5111.0,-73.0,10.0,12.0,-2.0,,-23.0,63.0,-5184.0,-141.0,,,,-5348.0,0.0,0.0,0.0,-5348.0,-2.0,-5350.0,0.0,0.0,-5350.0,-1401.16,3923.84,882.0,-6.07,-6.07,-1.616961,882.0,-6.07,-6.07,-1.621202,
12/31/2009,2184.0,2184.0,,-906.0,906.0,1278.0,0.0,-929.0,51.0,51.0,26.0,263.0,589.0,349.0,56.0,26.0,29.0,-3.0,,-16.0,-82.0,405.0,-271.0,,,,118.0,-97.0,-97.0,0.0,215.0,-2.0,213.0,0.0,0.0,213.0,386.62,270.62,984.0,0.214502,0.116818,0.389345,984.0,0.214502,0.116818,0.389345,
03/31/2010,2581.0,2581.0,,-1268.0,1268.0,1313.0,0.0,-95.0,33.0,33.0,,,62.0,1218.0,-28.0,62.0,66.0,-4.0,,,-49.0,1190.0,-405.0,324.0,81.0,,785.0,-35.0,-35.0,0.0,820.0,,820.0,0.0,0.0,820.0,717.11,-67.89,984.0,0.83,0.8,0.72877,996.0,0.82,0.79,0.721837,
06/30/2010,2621.0,2621.0,,-1262.0,1262.0,1359.0,0.0,-210.0,45.0,45.0,,,165.0,1149.0,-41.0,45.0,47.0,-2.0,,,-13.0,1108.0,-271.0,220.0,51.0,,837.0,-36.0,-36.0,0.0,873.0,-14.0,859.0,0.0,0.0,859.0,794.83,-28.17,985.0,0.87,0.84,0.806934,985.0,0.86,0.83,0.801401,
09/30/2010,2788.0,2788.0,,-1301.0,1301.0,1487.0,0.0,-164.0,37.0,37.0,,,127.0,1323.0,-3.0,35.0,40.0,-5.0,,,-35.0,1320.0,-376.0,379.0,-3.0,,944.0,-11.0,-11.0,0.0,955.0,-13.0,942.0,0.0,0.0,942.0,913.95,-17.05,986.0,0.96,0.94,0.926927,998.0,0.94,0.93,0.912916,
12/31/2010,3011.0,3011.0,,-1331.0,1331.0,1680.0,0.0,-229.0,41.0,41.0,,,188.0,1451.0,-2.0,24.0,27.0,-3.0,,,-19.0,1449.0,-509.0,386.0,123.0,,940.0,-42.0,-42.0,0.0,982.0,-21.0,961.0,0.0,0.0,961.0,918.23,-0.77,993.0,0.967774,0.925478,0.924703,1009.0,0.952428,0.910803,0.91004,
03/31/2011,3087.0,3087.0,,-1354.0,1354.0,1733.0,0.0,-237.0,42.0,42.0,,,195.0,1496.0,13.0,29.0,32.0,-3.0,,,-41.0,1509.0,-494.0,433.0,61.0,,1015.0,0.0,0.0,0.0,1015.0,-14.0,1001.0,0.0,0.0,1001.0,1002.6,1.6,999.0,1.0,1.0,1.003604,1001.0,1.0,1.0,1.001598,
06/30/2011,3416.0,3416.0,,-1486.0,1486.0,1930.0,0.0,-258.0,38.0,38.0,,,220.0,1672.0,58.0,44.0,48.0,-4.0,,,-98.0,1730.0,-550.0,470.0,80.0,,1180.0,0.0,0.0,0.0,1180.0,-21.0,1159.0,0.0,0.0,1159.0,1050.96,-108.04,1000.0,1.16,1.16,1.05096,1001.0,1.16,1.16,1.05096,
