Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1992,11.977,,,-9.381,,2.596001,,-5.981,,,,,,,-3.385,-0.718,,4.715,,0.0,,-3.997,-4.103,0.023,-4.08,0.0,,,-4.08,0.0,-4.08,0.0,,-4.08,-4.08,,164.067993,-0.025,-0.025,,164.067993,-0.025,-0.025,-0.025,
09/30/1992,12.859,,,-10.096,,2.763,,-5.514,,,,,,,-2.751,-2.154,,7.582,,0.0,,-5.428,-4.905,0.0,-4.905,0.0,,,-4.905,0.0,-4.905,0.0,,-4.905,-4.905,,164.067993,-0.03,-0.03,,164.067993,-0.03,-0.03,-0.03,
12/31/1992,10.975,,,-14.947,,-3.971999,,-6.474,,,,,,,-10.446,-0.685,,5.625,,0.0,,-4.94,-11.131,0.0,-11.131,0.0,,,-11.131,0.0,-11.131,0.0,,-11.131,-11.131,,183.691986,-0.06,-0.06,,183.691986,-0.06,-0.06,-0.06,
03/31/1993,4.938,,,-4.894,,0.044,,-3.554,,,,,,,-3.51,0.768,,3.589,,0.0,,-4.357,-2.742,0.0,-2.742,0.0,,,-2.742,0.0,-2.742,0.0,,-2.742,-2.742,,187.212006,-0.015,-0.015,,187.212006,-0.015,-0.015,-0.015,
06/30/1993,4.719,,,-5.041,,-0.322,,-4.011,,,,,,,-4.333,2.278,,0.786,,0.0,,-3.064,-2.055,0.0,-2.055,0.0,,,-2.055,0.0,-2.055,0.0,,-2.055,-2.055,,187.436005,-0.01,-0.01,,187.436005,-0.01,-0.01,-0.01,
09/30/1993,4.731,,,-4.692,,0.039,,-7.069,,,,,,,-7.03,2.508,,0.0,,0.0,,-2.508,-4.522,0.0,-4.522,0.0,,,-4.522,0.0,-4.522,0.0,,-4.522,-4.522,,191.335999,-0.0225,-0.0225,,191.335999,-0.0225,-0.0225,-0.0225,
12/31/1993,22.628,,,-4.439,,18.189,,-47.862,,,,,,,-29.673,0.097,,2.221,,0.0,,-2.318,-29.576,0.0,-29.576,0.0,,,-29.576,0.0,-29.576,0.0,,-29.576,-29.576,,195.535995,-0.55,-0.55,,195.535995,-0.55,-0.55,-0.55,
03/31/1994,174.957993,,,-104.906998,,70.050995,,-51.849998,,,,,,,18.201,-14.325,,15.435,,0.0,,-1.11,3.876,0.0,3.876,0.522,,,3.354,0.0,3.354,0.0,,3.354,3.354,,198.856003,0.0175,0.02,,198.856003,0.0175,0.02,0.02,
06/30/1994,186.845993,,,-105.341003,,81.50499,,-47.078999,,,,,,,34.425999,-14.168,,15.416,,0.0,,-1.248,20.257998,0.0,20.257999,0.063,,,20.194998,0.0,20.195,0.0,,20.195,20.195,,195.563995,0.1025,0.1025,,195.563995,0.1025,0.1025,0.1025,
09/30/1994,208.557007,,,-119.356003,,89.201004,,-38.116001,,,,,,,51.084999,-15.686,,15.515,,0.0,,0.171,35.398999,0.0,35.398998,3.614,,,31.784999,0.0,31.785,0.0,,31.785,31.785,,194.996002,0.1625,0.18,,194.996002,0.1625,0.18,0.18,
12/31/1994,171.834,,,-79.698997,,92.135002,,-66.132004,,,,,,,26.003,-11.996,,15.561,,0.0,,-3.565,14.007,0.0,14.007,-5.235,,,19.242001,0.0,19.242001,0.0,,19.242001,19.242001,,194.828003,0.1,0.0725,,194.828003,0.1,0.0725,0.0725,
03/31/1995,161.884995,,,-94.278,,67.606995,,-47.300999,,,,,,,20.306,-14.781,,15.329,,0.0,,-0.548,5.524999,0.0,5.525,0.0,,,5.524999,0.0,5.525,0.0,,5.525,5.525,,194.220001,0.0275,0.0275,0.0275,194.220001,0.0275,0.0275,0.0275,
06/30/1995,168.397003,,,-99.523003,,68.874001,,-60.194,,,,,,,8.68,-15.317,,15.784,,0.0,,-0.467,-6.637,0.0,-6.637,0.0,,,-6.637,0.0,-6.637,0.0,,-6.637,-6.637,,192.251999,-0.035,-0.035,-0.035,192.251999,-0.035,-0.035,-0.035,
09/30/1995,198.281006,,,-102.364998,,95.916008,,-66.975998,,,,,,,28.940001,-13.07,,13.45,,0.0,,-0.38,15.870001,0.0,15.87,0.0,,,15.870001,0.0,15.87,0.0,,15.87,15.87,,194.356003,0.0825,0.0825,0.075,194.356003,0.0825,0.0825,0.075,
12/31/1995,193.279999,,,-93.128998,,100.151001,,-48.312,,,,,,,51.839001,-20.032,,14.766,,0.0,,5.266,31.807001,0.0,31.806999,0.0,,,31.807001,0.0,31.806999,0.0,,31.806999,31.806999,,194.199997,0.165,0.165,,194.199997,0.165,0.165,0.165,
03/31/1996,207.996002,,,-102.607002,,105.389,,-56.166,,,,,,,49.223,-14.695,,15.797,,0.0,,-1.102,34.528,0.0,34.528,0.0,,,34.528,0.0,34.528,0.0,,34.528,34.528,,194.524002,0.1775,0.1775,0.1775,198.416,0.175,0.175,0.175,
06/30/1996,189.237,,,-94.032997,,95.204002,,-46.589001,,,,,,,48.615002,-14.284,,15.942,,0.0,,-1.658,34.331001,-13.696,20.635,0.0,,,20.635001,0.0,20.635,0.0,,20.635,20.635,,191.951996,0.1075,0.1075,0.1075,200.639999,0.1025,0.1025,0.1025,
09/30/1996,197.388,,,-99.879997,,97.508003,,-51.245998,,,,,,,46.262001,-53.066001,,2.269,,0.0,,50.797001,-6.804,2.127,-4.677,30.811001,,,-35.488001,0.0,-35.487999,0.0,,-35.487999,-35.487999,,233.843994,-0.1525,-0.02,0.115,233.843994,-0.1525,-0.02,0.115,
12/31/1996,205.567993,,,-106.191002,,99.376991,,-46.891998,,,,,,,52.485001,-15.389,,,,0.0,,15.389,37.096001,-13.065,24.031,0.0,,,24.031001,0.0,24.031,0.0,,24.031,24.031,,231.248001,0.105,0.1275,0.1275,235.432007,0.1025,0.125,0.125,
03/31/1997,197.498001,,,-95.153999,,102.344002,,-50.794998,,,,,,,51.549,-3.472,,3.439,,0.0,,0.033,48.077,-17.927,30.15,0.0,,,30.15,0.0,30.15,0.0,,30.15,30.15,,231.343994,0.13,0.13,0.13,235.087997,0.1275,0.1275,0.1275,
06/30/1997,209.085007,,,-105.061996,,104.02301,,-49.944,,,,,,,54.078999,-2.642,,2.811,,0.0,,-0.169,51.436998,-18.438,32.999001,0.0,,,32.998999,0.0,32.999001,0.0,,32.999001,32.999001,,231.707993,0.1425,0.1425,0.1425,235.231995,0.14,0.14,0.14,
09/30/1997,195.475998,,,-99.963997,,95.512001,,-52.015999,,,,,,,43.495998,-14.512,,2.511,,0.0,,12.001,28.983998,-10.29,18.694,4.238,,,14.455998,0.0,14.456,0.0,,14.456,14.456,,231.891998,0.0625,0.08,0.16,235.248001,0.0625,0.08,0.1575,
12/31/1997,171.738007,,,-106.292999,,65.445007,,-45.409,,,,,,,20.035999,31.767,,,,0.0,,-31.767,51.802999,-18.389999,33.412998,0.0,,,33.413,0.0,33.412998,0.0,,33.412998,33.412998,,231.927994,0.145,0.145,0.145,235.940002,0.1425,0.1425,0.1425,
03/31/1998,179.847,,,-99.623001,,80.223999,,-52.066002,,,,,,,28.158001,-2.749,,5.943,,0.0,,-3.194,25.409001,-9.147,16.261999,0.0,,,16.262001,0.0,16.261999,0.0,,16.261999,16.261999,,231.960007,0.07,0.07,0.07,235.100006,0.07,0.07,0.07,
06/30/1998,185.365005,,,-100.712997,,84.652008,,-57.549,,,,,,,27.103001,-3.588,,8.457,,0.0,,-4.869,23.515001,-9.116,14.399,0.0,,,14.399001,0.0,14.399,0.0,,14.399,14.399,,232.003998,0.0625,0.0625,0.0625,234.451996,0.0625,0.0625,0.0625,
09/30/1998,183.858002,,,-102.257004,,81.600998,,-56.554001,,,,,,,25.047001,1.596001,,9.808,,0.0,,-11.404,26.643002,-9.59082,17.052,0.0,,,17.052181,0.0,17.052,0.0,,17.052,17.052,,219.059998,0.0775,0.0775,0.0775,221.559998,0.0775,0.0775,0.0775,
12/31/1998,186.431,,,-108.905998,,77.525002,,-64.621002,,,,,,,12.904,21.057,,0.405,,0.0,,-21.462,33.961,-12.726,21.235001,0.0,,,21.235,0.0,21.235001,0.0,,21.235001,21.235001,,208.132004,0.1025,0.1025,0.1025,208.731995,0.1025,0.1025,0.1025,
03/31/1999,245.283,,,-133.614,,111.669,,-79.811,,,,,11.395,,31.858,-3.034,7.873,8.2,-0.327,,,-4.839,28.824,-10.333,18.491,9.066,,,9.425,,9.425,,,9.425,9.425,,221.504,0.0425,0.085,0.085,226.584,0.0425,0.0825,0.0825,
06/30/1999,319.06,,,-158.836,,160.224,,-110.033,,,,,12.888,,50.191,-11.927,11.63,12.0,-0.37,,,0.297,38.264,-14.158,24.106,,,,24.106,,24.106,,,24.106,24.106,,248.268,0.0975,0.0975,0.0975,254.932,0.095,0.095,0.095,
09/30/1999,400.407,,,-201.949,,198.458,,-159.832,,,,,11.168,,38.626,-18.931,18.25,19.0,-0.75,,,0.681,19.695,-7.09,12.605,,,,12.605,,12.605,,,12.605,12.605,,470.448,0.0275,0.0275,0.0275,485.464,0.025,0.025,0.025,
12/31/1999,421.397003,,,-238.125,,183.272003,,-83.339996,,,,,,,99.931999,-36.561998,,19.167999,,0.0,,17.393999,63.370001,-23.448,39.922001,0.0,,,39.922001,0.0,39.922001,0.0,0.0,39.922001,39.922001,,227.556,0.175,0.175,0.1825,234.615997,0.175,0.175,0.18,
03/31/2000,424.013,,,-215.73,,208.283,,-110.362,,,,,5.273,,97.921,-26.969,21.237,22.0,-0.763,,,5.732,70.952,-26.647,44.305,,,,44.305,,44.305,,,44.305,44.305,5.479,225.638,0.195,0.195,0.195,230.876,0.19,0.19,0.19,
06/30/2000,600.773,,,-309.436,,291.337,,-162.61,,,,,7.967,,128.727,-158.555,54.038,61.0,-6.962,,,104.517,-29.828,11.567,-18.261,0.733,,,-18.994,,-18.994,,,-18.994,-18.994,120.265,300.368,-0.065,-0.065,-0.065,300.368,-0.065,-0.065,-0.065,
09/30/2000,1039.682,,,-553.796,,485.886,,-270.077,,,,,10.666,,215.809,-94.412,102.447,105.0,-2.553,,,-8.035,121.397,-49.283,72.114,4.683,,,67.431,,67.431,,,67.431,67.431,,317.696,0.21,0.225,0.225,324.734,0.21,0.225,0.225,
12/31/2000,1029.996948,,,-550.101013,,479.895935,,-270.647003,,,,,,,209.248993,-89.419999,,97.598999,,0.0,,-8.179,119.828994,-44.516998,68.001999,0.0,,,75.311996,0.0,68.001999,0.0,0.0,68.001999,68.001999,,318.074005,0.215,0.215,0.22,323.242004,0.21,0.21,0.215,
03/31/2001,1057.221,,,-565.005,,492.216,,-267.799,,,,,14.649,,224.417,-85.915,-1.215,0.817,-2.032,,,87.13,138.502,-53.83,84.672,0.778,,,83.894,,83.894,,,83.894,83.894,,318.438,0.265,0.27,0.27,322.64,0.26,0.265,0.265,
06/30/2001,1041.867,,,-557.6,,484.267,,-278.123,,,,,,,206.144,-81.938,-1.055,0.693,-1.748,,,82.993,124.206,-47.62,76.586,,,,76.586,,76.586,,,76.586,76.586,,318.68,0.24,0.24,0.24,323.306,0.235,0.235,0.235,
09/30/2001,983.98,,,-572.253,,411.727,,-292.331,,,,,,,119.396,-143.07,-0.926,0.482,-1.408,,,143.996,-23.674,9.321,-14.353,,,,-14.353,,-14.353,,,-14.353,-14.353,,318.396,-0.045,-0.045,-0.045,318.396,-0.045,-0.045,-0.045,
12/31/2001,889.734009,,,-539.630981,,350.103027,,-268.671997,,,,,,,81.431,-42.875996,,76.351997,-0.918,0.0,,-32.558002,38.555004,-14.867,23.688,0.0,,,23.688004,0.0,23.688,0.0,0.0,23.688,23.688,,314.671997,0.075,0.075,0.09,317.988007,0.075,0.075,0.09,
03/31/2002,1007.406,,,-532.977,,474.429,,-275.788,,,,,12.058,,198.641,-65.032,-0.963,0.277,-1.24,,,65.995,133.609,-51.653,81.956,,,,81.956,,81.956,,,81.956,81.956,,316.022,0.26,0.26,0.26,320.304,0.255,0.255,0.255,
06/30/2002,1032.073,,,-546.228,,485.845,,-271.883,,,,,11.027,,213.962,-51.547,-0.912,0.311,-1.223,,,52.459,162.415,-60.54,101.875,,,,101.875,,101.875,,,101.875,101.875,-10.421,318.732,0.32,0.32,0.32,323.386,0.315,0.315,0.315,
09/30/2002,948.92,,,-509.518,,439.402,,-263.011,,,,,-2.411,,176.391,-64.403,86.963,88.0,-1.037,,,-22.56,111.988,-39.051,72.937,3.377,,,69.56,,69.56,,,69.56,69.56,12.578,316.994,0.22,0.23,0.23,321.15,0.215,0.225,0.225,
12/31/2002,803.849,,,-443.806,,360.043,,-225.96,,,,,,,134.083,-75.624,197.242,198.048,-0.806,0.0,,-121.618,58.459,-20.027,38.432,-0.612,,,39.044,0.0,39.044,0.0,0.0,39.044,39.044,,310.724,0.125,0.125,0.125,314.68,0.13,0.13,0.13,
03/31/2003,951.874,,,-498.493,,453.381,,-304.08,,,,,7.636,,149.301,-70.289,81.292,83.0,-1.708,0.0,,-11.003,79.012,-30.236,48.776,-2.227,,,51.003,0.0,51.003,0.0,0.0,51.003,51.003,0.605,304.22,0.17,0.16,0.195,307.098,0.165,0.16,0.195,
06/30/2003,974.117,,,-490.055,,484.062,,-320.501,,,,,6.784,,163.561,-77.082,85.266,86.0,-0.734,0.0,,-8.184,86.479,-32.023,54.456,0.706,,,53.75,0.0,53.75,0.0,0.0,53.75,53.75,12.5,301.442,0.18,0.18,0.225,306.104,0.175,0.18,0.225,
09/30/2003,976.842,,,-514.55,,462.292,,-317.734,,,,,3.847,,144.558,-80.104,84.21,85.0,-0.79,,,-4.106,64.454,-23.079,41.375,-5.834,,,47.209,,47.209,,,47.209,47.209,,298.102,0.16,0.16,0.14,305.48,0.155,0.155,0.135,
12/31/2003,959.91,,,-638.13,,321.78,,-145.427,,,,,-5.697,,176.353,-86.818,86.818,87.664,-0.846,0.0,,-24.18,113.715,-28.049,85.666,-6.069,,,91.735,0.0,91.735,0.0,0.0,91.735,91.735,,285.001854,0.321875,0.321875,0.321875,285.001854,0.321875,0.321875,0.321875,
03/31/2004,1066.436,,,-534.075,,532.361,,-301.453,,,,,6.877,,230.908,-78.508,89.097,90.0,-0.903,0.0,,-10.589,152.4,-55.26,97.14,-8.708,,,105.848,0.0,105.848,0.0,0.0,105.848,105.848,5.24,284.23,0.37,0.34,0.36,293.694,0.36,0.33,0.35,
06/30/2004,1072.525,,,-566.668,,505.857,0.0,-270.902,,,,,,,234.955,-75.127,96.884,98.0,-1.116,0.0,-29.542,7.785,159.828,-58.165,101.663,-3.054,,,104.717,0.0,104.717,0.0,0.0,104.717,104.717,,279.808,0.175,0.18,0.2,289.496,0.175,0.18,0.205,
09/30/2004,1036.396,,,-532.724,,503.672,0.0,-311.204,,,,,-11.696,,192.468,-70.806,93.579,95.0,-1.421,,-31.476,8.703,121.662,-45.495,76.167,-50.714,,,126.881,,126.881,,0.0,126.881,126.881,,275.572,0.46,0.276396,0.275,284.52,0.445,0.266756,0.27,
12/31/2004,1062.747,,,-659.428,,403.319,,-216.158,,,,,1.19,,187.161,-93.162,93.162,95.386,-2.224,0.0,,-27.926,121.925,-47.039,74.886,0.0,,,74.886,0.0,74.886,0.0,0.0,74.886,74.886,10.338,277.694,0.269671,0.269671,0.306899,289.618,0.258568,0.258568,0.294264,
03/31/2005,1204.135,,,-643.693,,560.442,0.0,-298.174,,,,,,,262.268,-87.341,99.303,101.0,-1.697,0.0,-35.045,23.083,174.927,-63.848,111.079,0.0,,,111.079,0.0,111.079,0.0,0.0,111.079,111.079,,282.516,0.395,0.395,0.455,294.646,0.375,0.375,0.435,
06/30/2005,1715.956,,,-930.189,,785.767,0.0,-438.727,,,,,,,347.04,-137.325,167.348,172.667,-5.319,0.0,-30.885,0.862,209.715,-68.547,141.168,0.0,,,141.168,0.0,141.168,0.0,0.0,141.168,141.168,,285.546,0.49,0.49,0.47,296.725,0.48,0.48,0.46,
09/30/2005,1808.243,,,-1006.049,,802.194,0.0,-511.19,,,,,,,291.004,-143.449,383.144,386.3,-3.156,0.0,-49.006,-190.689,147.555,-54.345,93.21,0.0,,,93.21,0.0,93.21,0.0,0.0,93.21,93.21,,286.752,0.33,0.33,0.33,298.885,0.31,0.31,0.31,
12/31/2005,1658.5,,,-736.939,,921.561,,-348.726,,,,,,,314.844,-179.956,,346.608,-1.865,0.0,,-164.787,134.888,-44.979,89.909,-7.89,,,97.799,0.0,97.799,0.0,0.0,97.799,97.799,,284.985,0.34,0.34,0.37,295.106,0.33,0.33,0.36,
03/31/2006,1774.368,,,-931.903,,842.465,,-440.377,,,,,,,402.088,-185.478,190.104,192.849,-2.745,0.0,,-4.626,216.61,-76.848,139.762,-4.275,,,144.037,0.0,144.037,0.0,0.0,144.037,144.037,20.52,284.2,0.51,0.49,0.56,292.783,0.49,0.48,0.55,
06/30/2006,1760.508,,,-919.144,,841.364,,-468.104,,,,,,,373.26,-149.102,187.749,190.776,-3.027,0.0,,-38.647,224.158,-80.817,143.341,-3.053,,,146.394,0.0,146.394,0.0,0.0,146.394,146.394,8.262,284.285,0.51,0.5,0.53,292.962,0.5,0.49,0.52,
09/30/2006,1795.042,,,-965.403,,829.639,,-476.098,,,,,,,353.541,-127.148,186.718,189.368,-2.65,0.0,,-59.57,226.393,-72.628,153.765,-2.497,,,156.262,0.0,156.262,0.0,0.0,156.262,156.262,4.14,281.836,0.55,0.55,0.56,289.258,0.54,0.53,0.54,
12/31/2006,1846.038,,,-996.936,,849.102,,-504.805,,,,,,,344.297,-33.532,,187.368,-2.77,0.0,,-151.066,310.765,-111.637,199.128,-2.443,,,201.571,0.0,201.571,0.0,0.0,201.571,201.571,,282.307,0.71,0.7,0.54,291.774,0.69,0.68,0.53,
03/31/2007,1929.435,,,-992.476,,936.959,,-528.182,,,,,,,408.777,-152.832,181.354,184.011,-2.657,0.0,,-28.522,255.945,-92.935,163.01,-5.163,,,168.173,0.0,168.173,0.0,0.0,168.173,168.173,7.34175,284.021,0.59,0.57,0.5958,295.577,0.57,0.55,0.5748,
06/30/2007,1936.416,,,-1006.592,,929.824,,-555.036,,,,,,,374.788,-89.253,177.92,183.429,-5.509,0.0,,-88.667,285.535,-102.637,182.898,-177.274,,,360.172,0.0,360.172,0.0,0.0,360.172,360.172,-30.18925,283.849,1.27,0.64,0.53,295.232,1.22,0.62,0.52,
09/30/2007,1897.07,,,-1001.636,,895.434,,-574.306,,,,,,,321.128,-37.529,175.263,180.033,-4.77,0.0,,-137.734,283.599,-99.736,183.863,0.0,,,183.863,0.0,183.863,0.0,0.0,183.863,183.863,46.5569,284.73,0.65,0.65,0.81,296.248,0.62,0.62,0.78,
12/31/2007,1928.716,,,-1026.854,,901.862,,-580.76,,,,,,,321.102,1012.247,156.596,160.87,-4.274,0.0,,-1168.843,1333.349,-462.575,870.774,-1.437,,,872.211,0.0,872.211,0.0,0.0,872.211,872.211,-746.61316,294.545,2.96,2.96,0.43,305.989,2.85,2.85,0.41,
03/31/2008,1883.633,,,-1021.024,,862.609,,-552.327,,,,,,,310.282,-124.978,146.323,149.789,-3.466,0.0,,-21.345,185.304,-66.958,118.346,0.0,,,118.346,0.0,118.346,0.0,0.0,118.346,118.346,5.37485,288.943,0.41,0.41,0.4286,298.4,0.4,0.4,0.418,
06/30/2008,1895.719,,,-1024.491,,871.228,,-554.607,,,,,,,316.621,-133.313,141.624,145.304,-3.68,0.0,,-8.311,183.308,-70.207,113.101,0.0,,,113.101,0.0,113.101,0.0,0.0,113.101,113.101,-7.90465,277.468,0.41,0.41,0.38,284.615,0.4,0.4,0.37,
09/30/2008,1785.531,,,-993.316,,792.215,,-556.904,,,,,,,235.311,-140.022,138.841,144.751,-5.91,0.0,,1.181,95.289,-34.011,61.278,0.0,,,61.278,0.0,61.278,0.0,0.0,61.278,61.278,44.09,276.417,0.22,0.22,0.38,279.846,0.22,0.22,0.38,
12/31/2008,1624.512,,,-976.171,,648.341,,-525.237,,,,,,,123.104,-1255.993,165.978,169.442,-3.464,0.0,,1090.015,-1132.889,-15.122,-1148.011,0.0,,,-1148.011,0.0,-1148.011,0.0,0.0,-1148.011,-1148.011,1117.0802,276.505,-4.15,-4.15,-0.11,276.505,-4.15,-4.15,-0.11,
03/31/2009,1498.795,1524.174,-25.379,-883.84,883.84,614.955,0.0,-259.856,261.24,261.24,,176.858,,-178.242,355.099,-179.723,167.254,171.636,-4.382,,,12.469,175.376,-70.177,105.199,0.0,0.0,0.0,105.199,0.0,105.199,0.0,0.0,105.199,-25.84815,-131.04715,276.556,0.38,0.38,-0.093464,276.77,0.38,0.38,-0.093488,
06/30/2009,1494.155,1511.408,-17.253,-863.582,863.582,630.573,0.0,-499.474,273.567,273.567,,174.368,,51.539,131.099,-441.486,194.991,201.287,-6.296,,,246.495,-310.387,97.812,-212.575,0.0,0.0,0.0,-212.575,0.0,-212.575,0.0,0.0,-212.575,-42.41189,170.16311,352.457,-0.6,-0.6,-0.120332,352.457,-0.6,-0.6,-0.120332,
09/30/2009,1533.223,1567.348,-34.125,-889.138,889.138,644.085,0.0,-1607.504,290.766,290.766,,170.651,,1146.087,-963.419,-194.829,181.042,181.899,-0.857,,,13.787,-1158.248,407.86,-750.388,0.0,0.0,0.0,-750.388,0.0,-750.388,0.0,0.0,-750.388,13.43565,763.82365,441.214,-1.7,-1.7,0.030452,441.214,-1.7,-1.7,0.030452,
12/31/2009,1452.416,1448.649,3.767,-902.746,902.746,549.67,0.0,-1036.325,274.57,274.57,0.0,167.396,,594.359,-486.655,-232.679,219.84,220.609,-0.769,,9.069,3.77,-719.334,285.416,-433.918,0.0,0.0,0.0,-433.918,0.0,-433.918,0.0,0.0,-433.918,-95.54801,338.36999,441.238,-0.98,-0.98,-0.216545,441.238,-0.98,-0.98,-0.216545,
03/31/2010,1457.392,1401.387,56.005,-919.648,919.648,537.744,0.0,-549.167,276.054,276.054,,163.134,,109.979,-11.423,-145.67,263.409,264.175,-0.766,,,-117.739,-157.093,60.352,-96.741,0.0,0.0,0.0,-96.741,0.0,-96.741,0.0,0.0,-96.741,-129.80485,-33.06385,441.24,-0.22,-0.22,-0.294182,441.24,-0.22,-0.22,-0.294934,
06/30/2010,1547.329,1495.27,52.059,-964.013,964.013,583.316,0.0,-1632.133,282.404,282.404,,164.766,,1184.963,-1048.817,-314.154,,291.169,,,,22.985,-1362.971,479.495,-883.476,0.0,0.0,0.0,-883.476,0.0,-883.476,0.0,0.0,-883.476,-880.64005,2.83595,441.297,-2.0,-2.0,-1.995572,441.297,-2.0,-2.0,-1.995572,
09/30/2010,1567.117,1515.866,51.251,-965.682,965.682,601.435,0.0,-807.336,292.456,292.456,,158.857,,356.023,-205.901,-305.026,,285.139,,,27.185,-7.298,-510.927,192.936,-317.991,0.0,0.0,0.0,-317.991,0.0,-317.991,0.0,0.0,-317.991,-92.89422,225.09678,441.328,-0.72,-0.72,-0.210488,441.328,-0.72,-0.72,-0.210488,
