Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1997,3041.625,1168.55,759.126,409.424,701.608,,,446.985,23.425,269.262,154.298,0.0,67.524,,,,2384.667,318.769,,,169.354,,168.835,155.367,,,13.468,656.958,,154.88,154.88,,,,8.218,,,,245.428,,,245.428,408.526,557.223,,,,41.191,,,,41.191,598.414,1006.94,0.0,624.489,,,0.0,1412.495,-2.299,2034.685,0.0,2034.685,3041.625,
09/30/1997,3175.496,1332.848,971.241,361.607,663.114,,,449.024,23.823,254.174,171.027,0.0,64.43,,,,2509.416,338.583,,,169.526,,157.971,142.513,,,15.458,666.08,,120.158,120.158,,,,8.293,,,,255.005,,,255.005,383.456,556.729,,,,42.79,,,,42.79,599.519,982.975,0.0,657.671,,,0.0,1545.117,-10.267,2192.521,0.0,2192.521,3175.496,
12/31/1997,3490.108887,1373.856964,954.594971,419.261993,788.869019,,,404.660004,,,,,59.639999,,,,2627.025879,396.510986,651.416016,-254.904999,296.789001,,169.783005,,,,169.783005,863.082992,,187.117004,187.117004,,,,7.665,,,,311.087991,,,311.087991,505.869995,558.453979,,,,49.484001,,,,49.484001,607.93798,1113.807975,0.0,675.265015,,,0.0,,1701.036011,2376.301026,0.0,2376.301026,3490.109001,
03/31/1998,3669.959,1554.408,1206.327,348.081,745.906,,,425.99,25.677,274.343,125.97,,84.312,,,,2810.616,422.851,,,270.443,,166.049,150.217,,,15.832,859.343,,216.088,216.088,,,,8.624,,,,313.739,,,313.739,538.451,550.838,,,,49.018,,,,49.018,599.856,1138.307,0.0,689.321,,,0.0,1857.471,-15.14,2531.652,0.0,2531.652,3669.959,
06/30/1998,3963.199,1385.897,983.784,402.113,814.076,,,480.856,24.778,314.371,141.707,,84.86,,,,2765.689,487.668,,,505.757,,204.085,190.842,,,13.243,1197.51,,220.16,220.16,,,,17.414,,,,363.366,,,363.366,600.94,550.587,,,,47.669,,,,47.669,598.256,1199.196,0.0,733.091,,,0.0,2046.967,-16.055,2764.003,0.0,2764.003,3963.199,
09/30/1998,4255.269,1350.68,903.726,446.954,837.647,,,521.745,35.047,307.382,179.316,0.0,107.275,,,,2817.347,584.575,,,608.909,,244.438,235.597,,,8.841,1437.922,,219.249,219.249,,,,28.216,,,,383.229,,,383.229,630.694,538.157,,,,52.101,,,,52.101,590.258,1220.952,0.0,792.083,,,0.0,2248.257,-6.023,3034.317,0.0,3034.317,4255.269,
12/31/1998,5627.02002,1817.947998,835.466003,982.481995,1292.790039,,,620.025024,33.692001,347.695007,238.638,0.0,135.251999,,,,3866.014893,823.159973,1655.897949,-832.737976,597.22998,,340.61499,314.053986,,,26.561004,1761.004943,,299.411987,299.411987,,,,29.361,,,,712.242028,,,712.242028,1041.015015,751.645996,,,,105.369003,,,,105.369003,857.014999,1898.030014,0.0,1490.052979,,,0.0,,2238.937012,3728.989991,0.0,3728.989991,5627.020005,
03/31/1999,4858.628,1511.169,816.283,694.886,983.739,,,526.624,34.193,311.636,180.795,0.0,123.492,,,,3145.024,666.379,,,801.197,,246.028,235.454,,,10.574,1713.604,,190.853,190.853,,,,23.763,23.763,0.0,0.0,493.373,,,493.373,707.989,505.602,505.602,0.0,0.0,50.954,,,,50.954,556.556,1264.545,0.0,902.622,,,0.0,2725.395,-33.934,3594.083,,3594.083,4858.628,
06/30/1999,5269.065,1346.526,666.774,679.752,1135.956,,,522.456,34.928,303.213,184.315,0.0,127.707,,,,3132.645,724.475,,,1148.353,,263.592,237.606,,,25.986,2136.42,,256.98,256.98,,,,8.939,8.939,0.0,0.0,547.778,,,547.778,813.697,505.637,505.637,0.0,0.0,63.21,,,,63.21,568.847,1382.544,0.0,908.903,,,0.0,3014.283,-36.665,3886.521,,3886.521,5269.065,
09/30/1999,5657.823,1257.824,678.767,579.057,1260.744,,,529.857,46.782,312.191,170.884,0.0,148.975,,,,3197.4,770.549,,,1438.476,,251.398,220.699,,,30.699,2460.423,,255.084,255.084,,,,8.849,8.849,0.0,0.0,552.591,,,552.591,816.524,505.339,505.339,0.0,0.0,72.543,,,,72.543,577.882,1394.406,0.0,977.706,,,0.0,3323.845,-38.134,4263.417,,4263.417,5657.823,
12/31/1999,7173.288086,1824.139038,1109.409058,714.72998,1625.437988,,,618.88501,38.203999,379.678986,201.001999,0.0,251.934006,,,,4320.395996,1023.179016,1917.880005,-894.700989,1426.35498,,403.358002,294.770996,66.915001,227.855995,108.587006,2852.891998,,370.054993,370.054993,,,,9.116,9.116,0.0,0.0,1018.744046,,,1018.744046,1397.915039,686.609009,686.609009,0.0,0.0,134.304001,,,,134.304001,820.91301,2218.828049,0.0,1716.780029,,,0.0,3299.821045,-64.814941,4951.786133,2.674,4954.460133,7173.288182,
03/31/2000,7759.196,2096.528,1439.501,657.027,1571.613,,,678.518,68.792,435.459,174.267,0.0,273.507,,,,4620.166,1114.406,,,1408.285,,616.339,525.266,,,91.073,3139.03,,460.573,460.573,,,,9.875,9.875,0.0,0.0,1026.607,,,1026.607,1497.055,227.435,227.435,0.0,0.0,154.199,,,,154.199,381.634,1878.689,0.0,2331.617,,,0.0,3631.808,-82.918,5880.507,,5880.507,7759.196,
06/30/2000,8434.725,2339.492,1794.925,544.567,1792.678,,,757.869,55.383,493.119,209.367,0.0,254.134,,,,5144.173,1225.79,,,1445.887,,618.875,525.296,,,93.579,3290.552,,429.59,429.59,,,,10.852,10.852,0.0,0.0,1166.374,,,1166.374,1606.816,15.136,15.136,0.0,0.0,177.811,,,,177.811,192.947,1799.763,0.0,2662.592,,,0.0,4060.845,-88.475,6634.962,,6634.962,8434.725,
09/30/2000,9675.543,2708.083,2235.909,472.174,1836.673,,,868.594,49.706,619.598,199.29,0.0,311.416,,,,5724.766,1344.952,2320.635,-975.683,1929.808,,676.017,583.632,,,92.385,3950.777,,477.717,477.717,,,,12.497,12.497,0.0,0.0,1383.463,,,1383.463,1873.677,14.589,14.589,0.0,0.0,173.06,,,,173.06,187.649,2061.326,0.0,3066.559,,,0.0,4519.023,-82.506,7503.076,111.141,7614.217,9675.543,
12/31/2000,10537.79883,2656.951965,1983.220947,673.731018,2114.36792,,,1024.963989,62.636002,701.906982,260.42099,0.0,303.766998,,,,6100.050781,1510.088049,2560.163,-1050.074951,2088.379,,839.281,265.894012,176.337997,89.556015,573.386988,4437.748049,,516.468994,516.468994,,,,11.816,11.816,0.0,0.0,1585.361979,,,1585.361979,2113.646973,,0.0,0.0,0.0,246.943,,,,246.943,246.943,2360.589973,0.0,3160.016,,,0.0,5072.600098,-55.407098,8177.209,,8177.209,10537.798973,
03/31/2001,10455.529,2408.82,1969.605,439.215,1915.406,,,1067.336,60.696,707.778,298.862,0.0,394.088,,,,5785.65,1640.606,2681.659,-1041.053,2436.293,,592.98,592.98,,,0.0,4669.879,,464.769,464.769,,,,4.268,4.268,0.0,0.0,1450.26,,,1450.26,1919.297,9.949,9.949,0.0,0.0,147.98,,,,147.98,157.929,2077.226,0.0,3334.218,,,0.0,5095.262,-51.177,8378.303,,8378.303,10455.529,
06/30/2001,10645.833,2554.051,2068.822,485.229,1748.598,,,1074.413,75.46,700.161,298.792,0.0,362.699,,,,5739.761,1777.938,2904.908,-1126.97,2506.615,,621.519,621.519,,,0.0,4906.072,,416.926,416.926,,,,17.404,17.404,0.0,0.0,1447.407,,,1447.407,1881.737,23.678,23.678,0.0,0.0,178.678,,,,178.678,202.356,2084.093,0.0,3421.312,,,-2.293,5204.124,-61.403,8561.74,0.0,8561.74,10645.833,
09/30/2001,9994.595,2312.531,1850.598,461.933,1268.027,,,865.96,38.14,556.714,271.106,0.0,489.738,,,,4936.256,1733.657,2869.694,-1136.037,2804.006,,520.676,499.751,,,20.925,5058.339,,439.263,439.263,,,,16.812,16.812,0.0,0.0,1807.682,,,1807.682,2263.757,20.373,20.373,0.0,0.0,43.051,,,,43.051,63.424,2327.181,0.0,3450.289,,,-18.258,4258.917,-23.534,7667.414,0.0,7667.414,9994.595,
12/31/2001,9889.635,2574.447,2129.019,445.428,1348.569,,,583.985,28.508,396.304,159.173,0.0,416.241,,,,4923.242,1827.331,3139.576,-1312.245,2509.112,,629.95,771.466,188.356,583.11,-141.516,4966.393,,424.132,424.132,,,,56.677,56.677,0.0,0.0,1698.605,,,1698.605,2179.414,0.0,0.0,0.0,0.0,109.401,,,,109.401,109.401,2288.815,0.0,3492.539,,,-18.258,4188.755,-62.216,7600.82,0.0,7600.82,9889.635,
03/31/2002,9704.952,2358.424,1832.031,526.393,1072.692,,,513.704,26.174,387.094,100.436,0.0,388.746,,,,4333.566,1820.56,3195.551,-1374.991,2933.608,,617.218,573.952,,,43.266,5371.386,,437.807,437.807,,,,56.548,56.548,0.0,0.0,1612.209,,,1612.209,2106.564,,0.0,0.0,0.0,88.585,,,,88.585,88.585,2195.149,0.0,3505.418,,,-18.258,4111.896,-89.253,7509.803,,7509.803,9704.952,
06/30/2002,9687.115,2224.231,1632.354,591.877,1022.836,,,456.935,19.215,379.972,57.748,0.0,377.614,,,,4081.616,1773.741,3170.411,-1396.67,3238.524,,593.234,547.726,,,45.508,5605.499,,415.944,415.944,,,,47.851,47.851,0.0,0.0,1720.372,,,1720.372,2184.167,,0.0,0.0,0.0,87.076,,,,87.076,87.076,2271.243,0.0,3554.289,,,-218.267,4112.704,-32.854,7415.872,,7415.872,9687.115,
09/30/2002,9673.406,2536.748,1741.396,795.352,753.474,,,515.199,23.385,424.368,67.446,0.0,342.876,,,,4148.297,1703.955,3168.453,-1464.498,3225.238,,595.916,558.965,,,36.951,5525.109,,511.166,511.166,,,,37.866,37.866,0.0,0.0,1597.643,,,1597.643,2146.675,,0.0,0.0,0.0,92.571,,,,92.571,92.571,2239.246,0.0,3568.437,,,-261.321,4133.965,-6.921,7434.16,,7434.16,9673.406,
12/31/2002,9590.447266,2551.341003,1686.598022,864.742981,881.325012,,,437.804993,9.56,347.394989,80.849998,0.0,346.777008,,,,4217.248047,1624.395996,2907.281982,-1282.885986,3134.290039,,614.513,570.586975,205.029999,365.556976,43.926025,5373.199036,,429.731995,429.731995,,,,27.507,27.507,0.0,0.0,1584.41103,,,1584.41103,2041.650024,0.0,0.0,0.0,0.0,322.795013,,,,322.795013,322.795013,2364.445038,0.0,3602.384033,,,-382.181,4070.049072,-64.250153,7226.001953,0.0,7226.001953,9590.446991,
03/31/2003,9579.631836,2505.103027,1494.285034,1010.817993,789.857971,,,572.327026,33.057999,398.390991,140.878006,0.0,335.509003,,,,4202.796875,1578.927002,2939.579102,-1360.651978,3171.408936,,626.499023,587.473999,205.029999,382.444,39.025024,5376.834961,,443.528015,443.528015,,,,21.950001,21.950001,0.0,0.0,1589.744884,,,1589.744884,2055.2229,0.0,0.0,0.0,0.0,261.221008,,,,261.221008,261.221008,2316.443908,0.0,3608.741943,,,-382.911011,4105.231934,-67.874878,7263.187988,0.0,7263.187988,9579.631896,
06/30/2003,9928.553,2874.034973,1904.557983,969.47699,734.255005,,,523.14801,39.304001,346.759003,137.085007,0.0,365.825012,,,,4497.262207,1577.438965,2906.919922,-1329.47998,3187.503906,,666.344971,382.334991,216.694,165.640991,284.00998,5431.287842,,376.880005,376.880005,,,,12.736,12.736,0.0,0.0,1815.645995,,,1815.645995,2205.262,0.0,0.0,0.0,0.0,340.127991,,,,340.127991,340.127991,2545.389991,0.0,3645.011963,,,-382.911011,4186.969238,-65.910278,7383.159912,0.0,7383.159912,9928.549903,
09/30/2003,10055.669922,2613.822022,1606.769043,1007.052979,722.333984,,,525.763,34.721001,351.398987,139.643005,0.0,344.115997,,,,4206.035156,1564.999023,2926.927002,-1361.927979,3577.584961,,707.049011,654.216003,217.130005,437.085998,52.833008,5849.632995,,392.251007,392.251007,,,,9.389,9.389,0.0,0.0,1777.338997,,,1777.338997,2178.979004,0.0,0.0,0.0,0.0,418.699005,,,,418.699005,418.699005,2597.678009,0.0,3685.552002,,,-481.627991,4346.060059,-91.99408,7457.98999,0.0,7457.98999,10055.667999,
12/31/2003,14092.900391,2797.67804,1869.430054,928.247986,952.421021,,,514.015015,34.009998,311.575012,168.429993,0.0,423.194,,,,4687.299805,1610.180054,2961.48999,-1351.300049,4109.910156,,3685.459961,3613.439941,2711.679932,901.760009,72.02002,9405.550171,,414.251007,414.251007,,,,7.104,7.104,0.0,0.0,2125.175022,,,2125.175022,2546.530029,129.966003,129.966003,0.0,0.0,531.643982,,,,531.643982,661.609985,3208.140014,0.0,6919.589844,,,-509.156006,4566.160156,-91.874267,10884.719727,0.0,10884.719727,14092.859741,
03/31/2004,14502.299805,2494.737915,1513.439941,981.297974,994.406982,,,545.502014,31.399,332.123993,181.979004,0.0,404.153992,,,,4438.799805,1593.939941,2961.969971,-1368.030029,4190.279785,,4279.22998,3788.189941,3225.280029,562.909912,491.040039,10063.449706,,439.856995,439.856995,,,,4.212,4.212,0.0,0.0,2252.751073,,,2252.751073,2696.820068,129.587006,129.587006,0.0,0.0,597.45697,,,,597.45697,727.043976,3423.864044,0.0,7048.990234,,,-553.713013,4705.959961,-122.837036,11078.400146,0.0,11078.400146,14502.26419,
06/30/2004,14489.400391,2289.064976,1562.577,726.487976,962.155029,,,544.02301,46.943001,339.292999,157.787003,0.0,435.223999,,,,4230.470215,1583.23999,2966.22998,-1382.98999,4421.069824,,4254.649902,3749.699951,3212.26001,537.439941,504.949951,10258.959716,,433.804993,433.804993,,,,4.103,4.103,0.0,0.0,2272.241909,,,2272.241909,2710.149902,129.209,129.209,0.0,0.0,618.070007,,,,618.070007,747.279007,3457.428909,0.0,7119.540039,,,-818.799011,4898.77002,-167.511048,11032.0,0.0,11032.0,14489.428909,
