Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1993,2.705,,,-10.619,,-7.914001,,-2.319,,,,-10.233,0.601,,0.27,,,0.0,,-0.871,-9.632,0.0,,,-9.632,0.0,,,-9.632,0.0,-9.632,0.0,,-9.632,-9.632,,16.714001,-0.58,-0.58,,16.714001,-0.58,-0.58,-0.58,
12/31/1993,1.887,,,-10.65,,-8.763,,-3.465,,,,-12.228,0.723,,0.274,,,0.0,,-0.997,-11.505,0.0,,,-11.505,0.0,,,-11.505,0.0,-11.50511,0.0,,-11.50511,-11.50511,,18.849001,-0.61,-0.61,,18.849001,-0.61,-0.61,-0.61,
03/31/1994,2.208153,,,-10.755,,-8.546847,,-2.691,,,,-11.238,0.505,,0.273,,,0.0,,-0.778,-10.733,0.0,,,-10.733,0.0,,,-10.733,0.0,-10.73255,0.0,,-10.73255,-10.73255,,18.85449,-0.57,-0.57,,18.85449,-0.57,-0.57,-0.57,
06/30/1994,3.291,,,-10.344,,-7.053,,-3.232,,,,-10.285,0.036,,0.289,,,0.0,,-0.325,-10.249,0.0,,,-10.249,0.0,,,-10.249,0.0,-10.249,0.0,,-10.249,-10.249,,18.854,-0.54,-0.54,,18.854,-0.54,-0.54,-0.54,
09/30/1994,8.043,,,-9.474,,-1.431,,-3.071,,,,-4.502,0.534,,0.323,,,0.0,,-0.857,-3.968,0.0,,,-3.968,0.0,,,-3.968,0.0,-3.968,0.0,,-3.968,-3.968,,18.879,-0.21,-0.21,,18.879,-0.21,-0.21,-0.21,
12/31/1994,7.063847,,,-9.153,,-2.089153,,-3.724,,,,-5.813,0.107,,0.518,,,0.0,,-0.625,-5.706,0.0,,,-5.706,0.0,,,-5.706,0.0,-5.706,0.0,,-5.706,-5.706,,18.879,-0.3,-0.3,,18.879,-0.3,-0.3,-0.3,
03/31/1995,6.899,,,-8.283,,-1.384,,-3.348,,,,-4.732,0.562,,0.372,,,0.0,,-0.934,-4.17,0.0,,,-4.17,0.0,,,-4.17,0.0,-4.17,0.0,,-4.17,-4.17,,19.325001,-0.22,-0.22,,19.325001,-0.22,-0.22,-0.22,
06/30/1995,6.808,,,-8.434,,-1.626,,-3.191,,,,-4.817,0.437,,0.379,,,0.0,,-0.816,-4.38,0.0,,,-4.38,0.0,,,-4.38,0.0,-4.38,0.0,,-4.38,-4.38,,19.488001,-0.22,-0.22,,19.488001,-0.22,-0.22,-0.22,
09/30/1995,5.526,,,-9.55,,-4.024,,-2.652,,,,-6.676,-0.47,,0.219,,,0.0,,0.251,-7.146,0.0,,,-7.146,0.0,,,-7.146,0.0,-7.146,0.0,,-7.146,-7.146,,19.52,-0.37,-0.37,,19.52,-0.37,-0.37,-0.37,
12/31/1995,5.154,,,-10.057,,-4.903,,-3.25,,,,-8.153,0.341,,0.235,,,0.0,,-0.576,-7.812,0.0,,,-7.812,0.0,,,-7.812,0.0,-7.812,0.0,,-7.812,-7.812,,20.740999,-0.38,-0.38,,20.740999,-0.38,-0.38,-0.38,
03/31/1996,4.588,,,,,,,-9.928,,,,-5.34,-2.428,,0.251,,,0.0,,2.177,-7.768,0.0,,,-7.768,0.0,,,-7.768,0.0,-7.768,0.0,,-7.768,-7.768,,22.007999,-0.35,-0.35,-0.35,22.007999,-0.35,-0.35,-0.35,
06/30/1996,5.027,,,,,,,-9.914,,,,-4.887,-2.738,,0.228,,,0.0,,2.51,-7.625,0.0,,,-7.625,0.0,,,-7.625,0.0,-7.625,0.0,,-7.625,-7.625,,24.586,-0.31,-0.31,-0.31,24.586,-0.31,-0.31,-0.31,
09/30/1996,4.864,,,,,,,-14.69,,,,-9.826,0.938,,0.214,,,0.0,,-1.152,-8.888,0.0,,,-8.888,0.0,,,-8.888,0.0,-8.888,0.0,,-8.888,-8.888,,25.605,-0.35,-0.35,-0.35,25.605,-0.35,-0.35,-0.35,
12/31/1996,5.275,,,,,,,-6.816,,,,-1.541,-6.602,,0.247,,,0.0,,6.355,-8.143,0.0,,,-8.143,0.0,,,-8.143,0.0,-8.143,0.0,,-8.143,-8.143,,25.655001,-0.32,-0.32,-0.32,25.655001,-0.32,-0.32,-0.32,
03/31/1997,4.935,,,,,,,-10.235,,,,-5.3,-0.629,,0.208,,,0.0,,0.421,-5.929,0.0,,,-5.929,0.0,,,-5.929,0.0,-5.929,0.0,,-5.929,-5.929,,25.799,-0.23,-0.23,-0.23,25.799,-0.23,-0.23,-0.23,
06/30/1997,5.236,,,,,,,-10.209,,,,-4.973,0.703,,0.198,,,0.0,,-0.901,-4.27,0.0,,,-4.27,0.0,,,-4.27,0.0,-4.27,0.0,,-4.27,-4.27,,27.193001,-0.16,-0.16,-0.16,27.193001,-0.16,-0.16,-0.16,
09/30/1997,7.081,,,,,,,-9.951,,,,-2.87,0.963,,0.175,,,0.0,,-1.138,-1.907,0.0,,,-1.907,0.0,,,-1.907,0.0,-1.907,0.0,,-1.907,-1.907,,30.895,-0.06,-0.06,-0.06,30.895,-0.06,-0.06,-0.06,
12/31/1997,9.606,,,,,,,-10.146,,,,-0.54,1.067,,0.154,,,0.0,,-1.221,0.527,0.0,,,0.527,0.0,,,0.527,0.0,0.527,0.0,,0.527,0.527,,30.922001,0.02,0.02,0.02,30.922001,0.02,0.02,0.02,
03/31/1998,6.46,,,,,,,-11.958,,,,-5.498,1.669,,0.121,,,0.0,,-1.79,-3.829,0.0,,,-3.829,0.0,,,-3.829,0.0,-3.829,0.0,,-3.829,-3.829,,30.9,-0.12,-0.12,-0.12,30.9,-0.12,-0.12,-0.12,
06/30/1998,13.483,,,,,,,-12.762,,,,0.721,1.419,,0.107,,,0.0,,-1.526,2.14,0.0,,,2.14,0.0,,,2.14,0.0,2.14,0.0,,2.14,2.14,,31.003,0.07,0.07,0.07,31.988001,0.07,0.07,0.07,
09/30/1998,10.809,,,,,,,-13.181,,,,-2.372,0.977,,0.102,,,0.0,,-1.079,-1.395,0.0,,,-1.395,0.0,,,-1.395,0.0,-1.395,0.0,,-1.395,-1.395,,31.014,-0.04,-0.04,-0.04,31.014,-0.04,-0.04,-0.04,
12/31/1998,7.575,,,,,,,-13.004998,,,,-5.43,-0.111,,0.098,,,0.0,,0.013,-5.541,0.0,,,-5.541,0.0,,,-5.541,0.0,-5.541,0.0,,-5.541,-5.541,,31.016001,-0.18,-0.18,-0.18,31.016001,-0.18,-0.18,-0.18,
03/31/1999,5.459,,,,,,,-14.793,,,,-9.334,0.404,,0.089,,,0.0,,-0.493,-8.93,0.0,,,-8.93,0.0,,,-8.93,0.0,-8.93,0.0,,-8.93,-8.93,,31.274,-0.29,-0.29,-0.29,31.274,-0.29,-0.29,-0.29,
06/30/1999,5.851,,,,,,,-14.922,,,,-9.071,1.238,,0.081,,,0.0,,-1.319,-7.833,0.0,,,-7.833,0.0,,,-7.833,0.0,-7.833,0.0,,-7.833,-7.833,,31.302999,-0.25,-0.25,-0.25,31.302999,-0.25,-0.25,-0.25,
09/30/1999,11.3,,,,,,,-17.386,,,,-6.086,1.161,0.075,0.075,,,0.0,,-1.236,-4.925,0.0,,,-4.925,0.0,,,-4.925,0.0,-4.925,0.0,,-4.925,-4.925,,31.313999,-0.16,-0.16,-0.16,31.313999,-0.16,-0.16,-0.16,
12/31/1999,11.889,,,,,,,-11.232,,,,0.657,-2.039,,0.039,,,0.0,,2.0,-1.382,0.0,,,-1.381999,0.0,,,-1.382,0.0,-1.381999,0.0,,-1.381999,-1.381999,,31.341,-0.04,-0.04,-0.04,31.341,-0.04,-0.04,-0.04,
03/31/2000,10.498,,,-3.051,,7.447,0.0,-14.656,,,,-7.209,-0.109,,0.064,,,,1.271,-1.226,-7.318,,,,-7.318,,,,,,-7.318,0.0,0.0,-7.318,-7.318,,31.817391,-0.23,-0.23,-0.23,31.817391,-0.23,-0.23,-0.23,
06/30/2000,14.456,,,,,,,-18.431,,,,-3.975,1.028,0.103,0.103,,,0.0,,-1.131,-2.947,0.0,,,-2.947,0.0,,,-2.947,0.0,-2.947,0.0,,-2.947,-2.947,,34.971001,-0.08,-0.08,-0.08,34.971001,-0.08,-0.08,-0.08,
09/30/2000,14.906,,,,,,,-20.587,,,,-5.681,2.47,0.06,0.06,,,0.0,,-2.53,-3.211,0.0,,,-3.211,0.0,,,-3.211,0.0,-3.211,0.0,,-3.211,-3.211,,36.133999,-0.09,-0.09,-0.09,36.133999,-0.09,-0.09,-0.09,
12/31/2000,19.137001,,,,,,,-76.75,,,,-9.789,1.334,,0.054,,,0.0,,-1.388,-8.455,0.0,,,-8.455,0.0,,,-8.455,0.0,-8.455,0.0,0.0,-8.455,-8.455,,36.766998,-0.23,-0.23,-0.23,36.766998,-0.23,-0.23,-0.23,
03/31/2001,6.313,,,-2.188,,4.125,,-18.836,,,,-14.711,1.674,0.047,0.047,,,0.0,,-1.721,-13.037,0.0,,,-13.037,0.0,,,-13.037,0.0,-13.037,0.0,0.0,-13.037,-13.037,,37.433998,-0.35,-0.35,-0.35,37.433998,-0.35,-0.35,-0.35,
06/30/2001,5.779,,,-1.885,,3.894,,-21.979,,,,-18.084999,3.251,0.043,0.043,,,0.0,,-3.294,-14.833999,0.0,,,-14.834,0.0,,,-14.833999,0.0,-14.834,0.0,0.0,-14.834,-14.834,,43.547001,-0.34,-0.34,-0.34,43.547001,-0.34,-0.34,-0.34,
09/30/2001,5.48,,,-1.274,,4.206,,-27.5,,,,-23.294001,3.363,0.04,0.04,,,0.0,,-3.403,-19.931001,0.0,,,-19.931,0.0,,,-19.931001,0.0,-19.931,0.0,0.0,-19.931,-19.931,,43.647999,-0.46,-0.46,-0.46,43.647999,-0.46,-0.46,-0.46,
12/31/2001,4.401,,,-1.162,,3.239,,-32.832001,,,,-29.593,1.215,,2.527,,,0.0,,-3.742,-28.378,0.0,,,-28.378,0.0,,,-28.378,0.0,-28.378,0.0,0.0,-28.378,-28.378,,43.708,-0.65,-0.65,-0.65,43.708,-0.65,-0.65,-0.65,
03/31/2002,4.941,,,-1.259,,3.682,,-28.877001,,,,-25.195,-0.252,3.022,3.022,,,0.0,,-2.77,-25.447,0.0,,,-25.447001,0.0,,,-25.447,0.0,-25.447001,0.0,0.0,-25.447001,-25.447001,,43.821999,-0.58,-0.58,-0.58,43.821999,-0.58,-0.58,-0.58,
06/30/2002,5.569,,,-1.861,,3.708,,-33.657001,,,,-29.948999,-0.474,3.027,3.027,,,0.0,,-2.553,-30.422999,0.0,,,-30.423,0.0,,,-30.422999,0.0,-30.423,0.0,0.0,-30.423,-30.423,,43.914001,-0.69,-0.69,-0.69,43.914001,-0.69,-0.69,-0.69,
09/30/2002,6.566,,,-1.637,,4.929,,-37.106,,,,-32.177,-0.639,3.017,3.017,,,0.0,,-2.378,-32.816,0.0,,,-32.816,0.0,,,-32.816,0.0,-32.816,0.0,0.0,-32.816,-32.816,,43.95,-0.75,-0.75,-0.75,43.95,-0.75,-0.75,-0.75,
12/31/2002,4.912,,,-1.726,,3.186,,-37.845001,,,,-34.659,-1.034,,2.793,,,0.0,,-1.759,-35.693,0.0,,,-35.693001,0.0,,,-35.693,0.0,-35.693001,0.0,0.0,-35.693001,-35.693001,,43.984001,-0.81,-0.81,-0.81,43.984001,-0.81,-0.81,-0.81,
03/31/2003,10.136,,,-0.666,,9.47,,-37.849,,,,-28.379,-1.731,2.939,2.939,,,0.0,,-1.208,-30.11,0.0,,,-30.11,0.0,,,-30.11,0.0,-30.11,0.0,0.0,-30.11,-30.11,,44.309,-0.68,-0.68,-0.68,44.309,-0.68,-0.68,-0.68,
06/30/2003,10.532,,,-0.259,,10.273,0.0,-37.205,,,,-26.932,-1.804,,2.905,,,,,-1.101,-28.736,,,,-28.736,,,,,,-28.736,,0.0,-28.736,-28.736,,49.566,-0.58,-0.58,-0.58,49.566,-0.58,-0.58,-0.58,
09/30/2003,17.392,,,-4.844,,12.548,,-38.250999,,,,-25.702999,-1.697,,2.982,,,0.0,,-1.285,-27.399999,0.0,,,-27.4,0.0,,,-27.399999,0.0,-27.4,0.0,0.0,-27.4,-27.4,,52.902,-0.52,-0.52,-0.52,52.902,-0.52,-0.52,-0.52,
12/31/2003,21.271999,,,-0.907,,20.364999,,-37.504002,,,,-17.139,-2.238,,3.106,,,0.0,,-0.868,-19.377,0.0,,,-19.377001,0.0,,,-19.377,0.0,-19.377001,0.0,0.0,-19.377001,-19.377001,,55.182999,-0.35,-0.35,-0.35,55.182999,-0.35,-0.35,-0.35,
03/31/2004,22.120001,,,-2.225,,19.895001,,-35.971001,,,,-16.076,80.608003,3.136,3.136,,,0.0,,-83.744003,64.532003,0.0,,,64.531998,0.0,,,64.532003,0.0,64.531998,0.0,0.0,64.531998,64.531998,,55.283001,1.17,1.17,-0.32,63.619999,1.06,1.06,-0.32,
06/30/2004,28.417999,,,-0.529,,27.888999,,-40.532001,,,,-12.643,-1.906,3.011,3.011,,,0.0,,-1.105,-14.549,0.0,,,-14.549,0.0,,,-14.549,0.0,-14.549,0.0,0.0,-14.549,-14.549,,55.382999,-0.26,-0.26,-0.26,55.382999,-0.26,-0.26,-0.26,
09/30/2004,36.519001,,,-8.986,,27.533001,,-37.012001,,,,-9.479,-1.597,3.014,3.014,,,0.0,,-1.417,-11.076,0.0,,,-11.076,0.0,,,-11.076,0.0,-11.076,0.0,0.0,-11.076,-11.076,,55.467999,-0.2,-0.2,-0.2,55.467999,-0.2,-0.2,-0.2,
12/31/2004,22.09,,,-3.474,,18.616,,-39.642,,,,-21.026,23.818,,3.014,,,0.0,,-26.832,2.792,0.0,,,2.792,0.0,,,2.792,0.0,2.792,0.0,0.0,2.792,2.792,,55.541,0.05,0.05,-0.4,55.719,0.05,0.05,-0.4,
03/31/2005,16.209,,,-2.491,,13.718,,-42.057999,,,,-28.34,24.217,3.013,3.013,,,0.0,,-27.23,-4.123001,0.0,,,-4.123,0.0,,,-4.123001,0.0,-4.123,0.0,0.0,-4.123,-4.123,,55.814999,-0.07,-0.07,-0.07,55.814999,-0.07,-0.07,-0.07,
06/30/2005,16.365999,,,-1.675,,14.690999,,-46.858002,,,,-32.167,5.168,3.011,3.011,,,0.0,,-8.179,-26.999,0.0,,,-26.999001,0.0,,,-26.999,0.0,-26.999001,0.0,0.0,-26.999001,-26.999001,,55.917,-0.48,-0.48,-0.48,55.917,-0.48,-0.48,-0.48,
09/30/2005,16.194,,,-3.246,,12.948,,-47.335,,,,-34.387,-0.265,,3.011,,,0.0,,-2.746,-34.652,0.0,,,-34.652,0.0,,,-34.652,0.0,-34.652,0.0,0.0,-34.652,-34.652,,55.978,-0.62,-0.62,-0.62,55.978,-0.62,-0.62,-0.62,
12/31/2005,17.424,,,-2.145,,15.279,,-44.806,,,,-29.527,-0.145,3.011,3.011,,,0.0,,-2.866,-29.672,0.0,,,-29.672,0.0,,,-29.672,0.0,-29.672,0.0,0.0,-29.672,-29.672,,56.091,-0.53,-0.53,-0.53,56.091,-0.53,-0.53,-0.53,
03/31/2006,18.219,,,-1.852,,16.367,,-38.03,,,,-21.663,0.47,,3.011,,,0.0,,-3.481,-21.193,0.0,,,-21.193,-0.813,,,-20.38,0.0,-20.38,0.0,0.0,-20.38,-20.38,,56.727,-0.36,-0.37,-0.37,56.727,-0.36,-0.37,-0.37,
06/30/2006,19.258,,,-2.81,,16.448,,-40.697,,,,-24.249,0.673,,3.011,,,0.0,,-3.684,-23.576,0.0,,,-23.576,0.0,,,-23.576,0.0,-23.576,0.0,0.0,-23.576,-23.576,,56.915,-0.41,-0.41,-0.41,56.915,-0.41,-0.41,-0.41,
09/30/2006,15.624,,,-3.054,,12.57,,-40.827,,,,-28.257,0.847,,3.011,,,0.0,,-3.858,-27.41,0.0,,,-27.41,0.0,,,-27.41,0.0,-27.41,0.0,0.0,-27.41,-27.41,,57.011,-0.48,-0.48,-0.48,57.011,-0.48,-0.48,-0.48,
12/31/2006,10.346,,,-0.43,,9.916,,-43.402,,,,-33.486,2.515,,3.01,,,0.0,,-5.525,-30.971,0.0,,,-30.971,0.0,,,-30.971,0.0,-30.971,0.0,0.0,-30.971,-30.971,,61.229,-0.51,-0.51,-0.51,61.229,-0.51,-0.51,-0.51,
03/31/2007,15.788,,,,,,,-49.437,,,,-33.649,3.732,3.011,3.011,,,,,-6.743,-29.917,0.0,,,-29.917,0.0,,,-29.917,0.0,-29.917,0.0,0.0,-29.917,-29.917,,65.563,-0.46,-0.46,-0.46,65.563,-0.46,-0.46,-0.46,
06/30/2007,22.195,,,,,,,-52.799,,,,-30.604,3.83,,3.011,,,0.0,,-6.841,-26.774,0.0,,,-26.774,0.0,,,-26.774,0.0,-26.774,0.0,0.0,-26.774,-26.774,,65.95,-0.41,-0.41,-0.41,65.95,-0.41,-0.41,-0.41,
09/30/2007,22.311,,,,,,,-60.978,,,,-38.667,2.829,,3.011,,,0.0,,-5.84,-35.838,0.0,,,-35.838,0.0,,,-35.838,0.0,-35.838,0.0,0.0,-35.838,-35.838,,66.069,-0.54,-0.54,-0.54,66.069,-0.54,-0.54,-0.54,
12/31/2007,64.73,,,,,,0.0,-76.264,,,,-11.534,-1.537,,3.01,,,0.0,,-1.473,-13.071,0.0,,,-13.071,0.0,,,-13.071,0.0,-13.071,0.0,0.0,-13.071,-13.071,,67.754,-0.19,-0.19,-0.19,67.754,-0.19,-0.19,-0.19,
03/31/2008,56.383,,,,,,,-72.294,,,,-15.911,4.293,,3.011,,,0.0,,-7.304,-11.618,0.0,,,-11.618,0.0,,,-11.618,0.0,-11.618,0.0,0.0,-11.618,-11.618,,78.493,-0.15,-0.15,-0.15,78.493,-0.15,-0.15,-0.15,
06/30/2008,60.653,,,,,,0.0,-80.272,13.495,,66.777,-19.619,0.93,,2.674,,,,,-3.604,-18.689,0.0,,,-18.689,0.0,,,-18.689,0.0,-18.689,0.0,0.0,-18.689,-18.689,,78.689,-0.24,-0.24,-0.23,78.689,-0.24,-0.24,-0.23,
09/30/2008,65.584,,,-0.292,,65.292,0.0,-83.192,11.103,,72.089,-17.9,1.895,,1.772,,,,,-3.667,-16.005,-3.079,,,-19.084,,,,-19.084,,-19.084,0.0,0.0,-19.084,-19.084,,78.937,-0.24,-0.24,-0.24,78.937,-0.24,-0.24,-0.24,
12/31/2008,55.837,,,-0.631,,55.206,0.0,-87.796,13.228,,74.568,-32.59,2.353,,0.295,,,,,-2.648,-30.237,0.728,,,-29.509,0.0,,,-29.509,0.0,-29.509,0.0,0.0,-29.509,-29.509,,79.19,-0.372635,-0.372635,-0.372635,79.19,-0.372635,-0.372635,-0.372635,
03/31/2009,74.981,3.891,71.09,-0.392,0.392,74.589,0.0,-91.727,11.42,80.307,0.0,-17.138,1.75,,,,-1.75,,,0.0,-15.388,0.0,0.0,0.0,-15.388,0.0,0.0,0.0,-15.388,0.0,-15.388,0.0,0.0,-15.388,-15.388,0.0,79.498,-0.19,-0.19,-0.19,79.498,-0.19,-0.19,-0.19,
06/30/2009,90.032,4.5,85.532,-0.435,0.435,89.597,0.0,-105.863,11.632,94.231,0.0,-16.266,1.328,,0.0,,-1.328,,,0.0,-14.938,0.0,0.0,0.0,-14.938,0.0,0.0,0.0,-14.938,0.0,-14.938,0.0,0.0,-14.938,-14.938,0.0,79.626,-0.19,-0.19,-0.19,79.626,-0.19,-0.19,-0.19,
09/30/2009,117.455,4.973,112.482,-0.472,0.472,116.983,0.0,-118.274,12.84,105.434,0.0,-1.291,0.276,,0.581,,-0.857,,,0.0,-1.015,0.0,0.0,0.0,-1.015,0.0,0.0,0.0,-1.015,0.0,-1.015,0.0,0.0,-1.015,-1.015,0.0,79.866,-0.01,-0.01,-0.01,79.866,-0.01,-0.01,-0.01,
12/31/2009,96.8,5.0,91.8,-0.387,0.387,96.413,0.0,-135.821,17.031,118.79,0.0,-39.408,-1.203,,1.756,,-0.553,,,0.0,-40.611,4.122,,,-36.489,0.0,0.0,0.0,-36.489,0.0,-36.489,0.0,0.0,-36.489,-36.554,-0.065,80.137,-0.46,-0.46,-0.456144,80.137,-0.46,-0.46,-0.460811,
03/31/2010,103.534,9.852,93.682,-0.717,0.717,102.817,0.0,-131.694,14.223,117.471,0.0,-28.877,-1.645,,2.084,,-0.439,,,0.0,-30.522,0.0,0.0,0.0,-30.522,0.0,0.0,0.0,-30.522,0.0,-30.522,0.0,0.0,-30.522,-30.457,0.065,81.169,-0.38,-0.38,-0.375229,81.169,-0.38,-0.38,-0.379199,
06/30/2010,115.886,5.197,110.689,-0.405,0.405,115.481,0.0,-139.205,14.679,124.526,0.0,-23.724,-1.75,,2.342,,-0.592,,,0.0,-25.474,0.0,0.0,0.0,-25.474,0.0,0.0,0.0,-25.474,0.0,-25.474,0.0,0.0,-25.474,-25.474,0.0,81.492,-0.31,-0.31,-0.31,81.492,-0.31,-0.31,-0.31,
09/30/2010,105.979,4.936,101.043,-0.372,0.372,105.607,0.0,-137.701,15.658,122.043,0.0,-32.094,-1.781,,2.234,,-0.453,,,0.0,-33.875,0.0,0.0,0.0,-33.875,0.0,0.0,0.0,-33.875,0.0,-33.875,0.0,0.0,-33.875,-33.875,0.0,81.638,-0.41,-0.41,-0.41,81.638,-0.41,-0.41,-0.41,
12/31/2010,133.675,5.269,128.406,-0.599,0.599,133.076,0.0,-145.853,20.641,125.212,0.0,-12.777,-1.82,,2.458,,-0.638,,,0.0,-14.597,0.0,0.0,0.0,-14.597,0.0,0.0,0.0,-14.597,0.0,-14.597,0.0,0.0,-14.597,-14.597,0.0,87.405,-0.17,-0.17,-0.17,87.405,-0.17,-0.17,-0.17,
03/31/2011,112.204,4.427,107.777,-0.382,0.382,111.822,0.0,-152.803,23.411,129.392,0.0,-40.981,-2.682,,3.719,,-1.037,,,0.0,-43.663,0.216,,,-43.447,0.0,0.0,0.0,-43.447,0.0,-43.447,0.0,0.0,-43.447,-43.447,0.0,89.162,-0.49,-0.49,-0.49,89.162,-0.49,-0.49,-0.49,
06/30/2011,107.81,5.039,102.771,-0.395,0.395,107.415,0.0,-167.734,24.585,143.149,0.0,-60.319,-3.049,,4.047,,-0.998,,,0.0,-63.368,0.863,,,-62.505,0.0,0.0,0.0,-62.505,0.0,-62.505,0.0,0.0,-62.505,-62.505,0.0,90.436,-0.69,-0.69,-0.69,90.436,-0.69,-0.69,-0.69,
09/30/2011,102.833,5.468,97.365,-0.45,0.45,102.383,0.0,-160.84,32.916,127.924,0.0,-58.457,-3.346,,4.061,,-0.715,,,0.0,-61.803,-0.562,,,-62.365,0.0,0.0,0.0,-62.365,0.0,-62.365,0.0,0.0,-62.365,-62.365,0.0,91.046,-0.68,-0.68,-0.68,91.046,-0.68,-0.68,-0.68,
