Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2013,4065.4,123.6,123.6,0.0,499.8,499.8,0.0,438.8,176.8,40.6,221.4,0.0,141.4,,,,137.4,1203.6,522.2,1523.9,-1001.7,0.0,2339.6,2286.4,1521.8,764.6,53.2,2861.8,,350.1,350.1,,,,28.6,6.1,,,,22.5,293.0,,,230.0,291.9,671.7,357.5,357.5,,,,507.8,,196.0,81.8,865.3,1537.0,0.0,2381.7,1.6,2380.1,-34.1,125.8,52.1,2525.5,2.9,2528.4,4065.4,
09/30/2013,4119.3,157.0,157.0,0.0,517.7,517.7,0.0,463.1,186.3,47.6,229.2,0.0,135.8,,,,133.9,1273.6,513.5,1528.7,-1015.2,0.0,2332.2,2281.8,1521.1,760.7,50.4,2845.7,,344.4,344.4,,,,5.6,5.6,,,,0.0,357.9,,,227.9,357.2,707.9,350.0,350.0,,,,507.4,,193.7,85.8,857.4,1565.3,0.0,2408.0,1.7,2406.3,-65.8,156.7,51.6,2550.5,3.5,2554.0,4119.3,
12/31/2013,4178.1,241.4,241.4,0.0,477.1,477.1,0.0,471.6,184.6,52.5,234.5,0.0,137.3,0.0,1.4,,88.4,1327.4,534.4,1556.1,-1021.7,0.0,2316.3,2272.8,1519.9,752.9,42.1,2850.7,,731.8,343.8,0.0,0.0,388.0,6.0,6.0,0.0,0.0,,0.0,0.9,0.0,0.0,245.8,0.0,738.7,350.0,350.0,0.0,0.0,,436.3,0.0,108.5,82.0,786.3,1525.0,0.0,2433.0,1.7,2431.3,-79.8,200.8,95.4,2649.4,3.7,2653.1,4178.1,
03/31/2014,4106.8,124.2,124.2,0.0,482.9,482.9,0.0,509.5,200.5,55.6,253.4,0.0,148.1,,,,145.6,1264.7,532.1,1538.8,-1006.7,0.0,2310.0,2262.9,1518.0,744.9,47.1,2842.1,,319.8,319.8,,,,9.7,9.7,,,,,237.4,,,247.7,236.1,566.9,475.0,475.0,,,,424.9,,,177.2,899.9,1466.8,0.0,2464.1,1.7,2462.4,-156.5,241.8,87.8,2637.2,2.8,2640.0,4106.8,
06/30/2014,4190.1,145.0,145.0,0.0,535.3,535.3,0.0,521.2,204.0,54.9,262.3,0.0,135.6,,,,135.0,1337.1,540.2,1566.1,-1025.9,0.0,2312.8,2264.8,1520.6,744.2,48.0,2853.0,,337.7,337.7,,,,10.1,10.1,,,,,297.1,,,243.4,293.4,644.9,595.0,595.0,,,,418.6,,,175.2,1013.6,1658.5,0.0,2477.8,1.7,2476.1,-352.6,315.6,87.8,2528.6,3.0,2531.6,4190.1,
09/30/2014,4081.2,175.1,175.1,0.0,534.5,534.5,0.0,520.9,190.1,56.8,274.0,0.0,132.4,,,0.0,130.0,1362.9,533.3,1511.9,-978.6,0.0,2185.0,2121.5,1455.6,665.9,63.5,2718.3,,341.4,341.4,,,,29.7,3.5,,,,26.2,339.1,,,198.2,337.7,710.2,653.8,653.8,,,,376.6,,,178.4,1030.4,1740.6,0.0,2503.4,1.7,2501.7,-500.0,256.5,77.3,2337.2,3.4,2340.6,4081.2,
12/31/2014,4052.9,191.9,191.9,0.0,458.9,458.9,0.0,462.2,178.1,54.0,230.1,0.0,186.1,0.0,2.1,3.4,83.4,1299.1,539.8,1396.3,-856.5,0.0,2214.0,2124.3,1467.8,656.5,70.3,2753.8,,333.8,333.8,0.0,0.0,0.0,26.3,0.0,0.0,0.0,,26.3,339.5,0.0,0.0,150.6,316.6,699.6,643.7,643.7,0.0,0.0,,446.5,0.0,216.9,75.6,1090.2,1789.8,0.0,2519.0,1.7,2517.3,-532.3,279.5,-6.7,2259.5,3.6,2263.1,4052.9,
03/31/2015,4085.3,179.4,179.4,0.0,477.2,477.2,0.0,501.8,199.1,55.4,247.3,0.0,178.1,,,2.7,131.9,1336.5,543.7,1415.4,-871.7,0.0,2205.1,2115.9,1454.4,661.5,70.9,2748.8,,327.4,327.4,,,,26.3,0.0,,,,26.3,255.4,,,151.7,238.9,609.1,733.7,733.7,,,,443.9,,,289.5,1177.6,1786.7,0.0,2547.5,1.7,2545.8,-546.2,319.5,-26.1,2294.7,3.9,2298.6,4085.3,
06/30/2015,4966.5,223.5,223.5,0.0,573.5,573.5,0.0,546.4,219.2,57.0,270.2,0.0,186.5,,,2.6,149.8,1529.9,582.0,1471.0,-889.0,0.0,2854.6,2763.5,1904.7,858.8,72.1,3436.6,,352.6,352.6,,,,0.0,0.0,,,,0.0,329.7,,,230.2,317.6,682.3,1389.8,1389.8,,,,524.6,,,291.8,1914.4,2596.7,0.0,2561.6,1.7,2559.9,-546.4,376.7,-24.5,2367.4,2.4,2369.8,4966.5,
09/30/2015,5082.2,350.6,350.6,0.0,557.0,557.0,0.0,540.4,216.3,59.2,264.9,0.0,175.4,,,0.0,169.3,1623.4,606.3,1515.3,-909.0,0.0,2852.5,2783.0,1800.8,982.2,69.5,3458.8,,353.6,353.6,,,,3.8,0.0,,,,3.8,420.3,,,266.0,417.0,777.7,1337.6,1337.6,,,,562.6,,,296.6,1900.2,2677.9,0.0,2583.4,1.7,2581.7,-582.1,439.4,-39.1,2401.6,2.7,2404.3,5082.2,
12/31/2015,4875.7,238.5,238.5,0.0,502.6,502.6,0.0,555.6,237.8,60.2,257.6,0.0,121.3,,7.4,,114.5,1418.0,627.9,1551.7,-923.8,0.0,2829.8,2752.0,1755.3,996.7,70.4,3457.7,,754.0,344.2,43.3,25.6,340.9,0.8,0.8,0.0,0.0,,0.0,3.1,0.0,,201.7,0.0,757.9,1168.7,1168.7,0.0,0.0,,495.3,0.0,218.4,75.2,1664.0,2421.9,0.0,2603.9,1.7,2602.2,-602.1,501.6,-52.5,2450.9,2.9,2453.8,4875.7,
03/31/2016,4942.8,253.6,253.6,0.0,525.5,525.5,0.0,597.9,249.5,60.8,287.6,0.0,104.3,0.0,,0.0,104.3,1481.3,635.7,1577.4,-941.7,0.0,2825.8,2751.1,1757.8,993.3,74.7,3461.5,,364.1,364.1,,,,2.8,2.8,0.0,0.0,,0.0,318.0,0.0,0.0,177.6,318.0,684.9,1619.2,1619.2,0.0,0.0,,468.9,0.0,208.6,82.7,2088.1,2773.0,0.0,2621.8,1.7,2620.1,-973.3,558.5,-38.9,2168.1,1.7,2169.8,4942.8,
06/30/2016,5097.9,278.7,278.7,0.0,569.3,569.3,0.0,580.5,236.8,50.9,292.8,0.0,114.1,,,0.0,113.2,1542.6,643.2,1594.8,-951.6,0.0,2912.1,2833.1,1793.8,1039.3,79.0,3555.3,,366.1,366.1,,,,3.2,3.2,,,,,348.6,,,189.6,343.9,717.9,1600.4,1600.4,,,,497.0,,210.7,96.7,2097.4,2815.3,0.0,2629.7,1.7,2628.0,-973.8,664.4,-39.3,2281.0,1.6,2282.6,5097.9,
09/30/2016,5212.6,278.6,278.6,0.0,568.8,568.8,0.0,562.5,215.5,51.6,295.4,0.0,129.8,,,0.0,128.6,1539.7,642.9,1613.7,-970.8,0.0,3030.0,2948.9,1835.0,1113.9,81.1,3672.9,,361.9,361.9,,,,0.0,0.0,,,,,414.8,,,170.6,411.0,776.7,1585.8,1585.8,,,,489.9,,208.0,111.3,2075.7,2852.4,0.0,2647.2,1.7,2645.5,-974.6,738.4,-52.2,2358.8,1.4,2360.2,5212.6,
12/31/2016,5128.5,251.5,251.5,0.0,550.7,550.7,0.0,531.1,207.6,55.9,267.6,0.0,111.9,,9.5,0.0,108.5,1445.2,662.5,1630.7,-968.2,0.0,3020.8,2940.8,1833.8,1107.0,70.5,3683.3,,839.7,393.8,46.3,27.6,372.0,0.0,0.0,0.0,0.0,,0.0,3.1,0.0,,163.5,0.0,842.8,1431.1,1431.1,0.0,0.0,,491.6,0.0,216.2,111.9,1922.7,2765.5,0.0,2655.5,1.7,2653.8,-1036.7,814.6,-71.9,2361.5,1.5,2363.0,5128.5,
03/31/2017,5134.1,210.8,210.8,0.0,564.9,564.9,0.0,558.8,208.8,58.0,292.0,0.0,121.6,0.0,,0.0,118.7,1456.1,665.7,1654.7,-989.0,0.0,3012.3,2930.1,1832.9,1097.2,82.2,3678.0,,378.9,378.9,,,,0.0,0.0,0.0,0.0,,0.0,330.5,0.0,0.0,170.4,328.9,707.8,1491.5,1491.5,0.0,0.0,,504.1,0.0,214.5,119.2,1995.6,2703.4,0.0,2673.7,1.7,2672.0,-1071.8,892.0,-64.7,2429.2,1.5,2430.7,5134.1,
06/30/2017,5253.4,252.7,252.7,0.0,595.7,595.7,0.0,581.4,213.5,56.5,311.4,0.0,123.3,,,,119.5,1553.1,675.6,1682.2,-1006.6,0.0,3024.7,2925.3,1832.1,1093.2,99.4,3700.3,,397.0,397.0,,,,0.0,0.0,,,,,394.1,,,168.3,392.9,791.1,1391.9,1391.9,,,,501.7,,213.6,119.8,1893.6,2684.7,0.0,2698.5,1.7,2696.8,-1078.7,1002.0,-54.6,2567.2,1.5,2568.7,5253.4,
09/30/2017,5349.3,277.1,277.1,0.0,594.7,594.7,0.0,600.1,211.6,61.8,326.7,0.0,126.4,,,0.0,123.2,1598.3,690.6,1715.8,-1025.2,0.0,3060.4,2958.2,1852.8,1105.4,102.2,3751.0,,392.5,392.5,,,,0.0,0.0,,,,,460.0,,,176.2,454.5,852.5,1462.2,1462.2,,,,488.7,,185.1,127.4,1950.9,2803.4,0.0,2713.9,1.7,2712.2,-1220.6,1076.5,-25.5,2544.3,1.6,2545.9,5349.3,
12/31/2017,5511.4,323.0,323.0,0.0,555.3,555.3,0.0,580.8,224.9,58.3,297.6,0.0,142.6,0.0,9.4,0.0,141.6,1601.7,740.0,1780.4,-1040.4,0.0,3169.7,3074.4,1912.0,1162.4,85.9,3909.7,,900.4,428.8,61.4,30.4,379.8,0.0,0.0,0.0,0.0,,0.0,6.4,0.0,0.0,166.8,0.0,906.8,1507.6,1507.6,0.0,0.0,,495.9,0.0,175.9,153.2,2003.5,2910.3,0.0,2726.6,1.7,2724.9,-1262.1,1174.2,-39.2,2599.5,1.6,2601.1,5511.4,
03/31/2018,5552.0,244.4,244.4,0.0,631.5,631.5,0.0,619.2,233.8,62.6,322.8,0.0,149.4,0.0,,0.0,149.4,1644.5,742.8,1803.8,-1061.0,0.0,3164.7,3069.9,1918.7,1151.2,94.8,3907.5,,417.1,417.1,,,,350.0,0.0,0.0,0.0,,350.0,376.4,0.0,0.0,158.2,373.7,1140.8,1538.0,1538.0,0.0,0.0,,514.9,0.0,173.4,183.3,2052.9,3193.7,0.0,2742.4,1.8,2740.6,-1599.5,1249.9,-36.0,2356.8,1.5,2358.3,5552.0,
06/30/2018,5697.1,345.5,345.5,0.0,657.5,657.5,0.0,627.0,229.6,61.2,336.2,0.0,175.5,,,,166.1,1805.5,737.6,1815.9,-1078.3,0.0,3154.0,3055.7,1916.7,1139.0,98.3,3891.6,,428.7,428.7,,,,350.0,0.0,,,,350.0,451.8,,,156.2,449.8,1230.5,1793.3,1793.3,,,,498.6,,170.6,171.8,2291.9,3522.4,0.0,2753.3,1.8,2751.5,-1877.5,1350.5,-53.2,2173.1,1.6,2174.7,5697.1,
09/30/2018,6169.7,389.9,389.9,0.0,635.4,635.4,0.0,684.3,273.1,58.4,352.8,0.0,180.6,,,,177.3,1890.2,776.3,1873.5,-1097.2,0.0,3503.2,3397.1,2063.3,1333.8,106.1,4279.5,,437.7,437.7,,,,525.0,0.0,,,,525.0,488.9,,,149.2,487.8,1451.6,1988.4,1988.4,,,,496.1,,162.1,184.8,2484.5,3936.1,0.0,2762.6,1.8,2760.8,-1878.4,1393.4,-45.7,2231.9,1.7,2233.6,6169.7,
12/31/2018,5964.6,262.9,262.9,0.0,571.7,571.7,0.0,678.9,227.4,66.4,385.1,0.0,172.6,0.0,11.9,0.0,166.6,1686.1,813.4,1911.7,-1098.3,0.0,3465.1,3327.1,2080.3,1246.8,126.1,4278.5,,965.2,459.0,57.7,30.9,417.6,525.0,0.0,0.0,0.0,,525.0,1.9,0.0,0.0,162.6,0.0,1492.1,1809.0,1809.0,0.0,0.0,,483.5,0.0,163.3,157.6,2292.5,3784.6,0.0,2767.8,1.8,2766.0,-1970.7,1448.1,-67.0,2178.2,1.8,2180.0,5964.6,
03/31/2019,6289.2,281.2,281.2,0.0,650.1,650.1,0.0,737.9,248.6,70.0,419.3,0.0,178.8,0.0,,0.0,173.7,1848.0,981.1,2100.0,-1118.9,0.0,3460.1,3323.7,2084.0,1239.7,136.4,4441.2,,442.0,442.0,,,,381.8,0.0,31.8,,31.8,350.0,415.0,0.0,0.0,161.7,415.0,1238.8,2318.7,2169.7,149.0,,149.0,484.6,0.0,162.9,160.0,2803.3,4042.1,0.0,2777.8,1.8,2776.0,-2006.4,1541.4,-67.3,2245.5,1.6,2247.1,6289.2,
06/30/2019,6343.4,276.3,276.3,0.0,706.2,706.2,0.0,741.9,267.0,75.5,399.4,0.0,192.5,,,0.0,190.5,1916.9,978.1,2118.7,-1140.6,0.0,3448.4,3314.9,2085.7,1229.2,133.5,4426.5,,476.1,476.6,,,-0.5,782.6,0.0,33.3,,33.3,749.3,436.5,0.0,,167.9,434.9,1695.2,1812.3,1666.0,146.3,,146.3,491.2,,162.1,161.2,2303.5,3998.7,0.0,2788.4,1.8,2786.6,-2028.9,1648.1,-64.1,2343.5,1.2,2344.7,6343.4,
09/30/2019,6285.6,336.2,336.2,0.0,640.1,640.1,0.0,758.8,279.7,76.5,402.6,0.0,171.6,,,,169.8,1906.7,966.2,2127.0,-1160.8,0.0,3412.7,3271.0,2084.9,1186.1,141.7,4378.9,,436.5,436.5,,,,432.5,0.0,33.0,,33.0,399.5,507.6,,,160.1,506.5,1376.6,2088.8,1949.0,139.8,,139.8,483.5,,154.5,168.9,2572.3,3948.9,0.0,2797.6,1.8,2795.8,-2079.2,1692.5,-75.5,2335.4,1.3,2336.7,6285.6,
12/31/2019,6291.3,387.9,387.9,0.0,624.8,624.8,0.0,718.6,274.4,72.2,372.0,0.0,166.9,0.0,17.3,0.0,163.9,1898.2,989.8,2148.1,-1158.3,0.0,3403.3,3259.1,2090.2,1168.9,126.9,4393.1,,974.0,460.0,39.3,33.5,441.2,432.8,0.0,33.1,0.0,33.1,399.7,2.5,0.0,0.0,157.2,0.0,1409.3,1924.4,1784.6,139.8,0.0,139.8,529.8,0.0,201.4,171.2,2454.2,3863.5,0.0,2815.6,1.8,2813.8,-2079.4,1763.0,-72.6,2426.6,1.2,2427.8,6291.3,
03/31/2020,6300.1,359.7,359.7,0.0,678.2,678.2,0.0,703.1,258.0,71.9,373.2,0.0,173.0,0.0,,0.0,164.3,1914.0,966.9,2130.8,-1163.9,0.0,3419.2,3219.2,2079.3,1139.9,200.0,4386.1,,426.4,426.4,,,,399.9,0.0,,,,399.9,419.8,0.0,0.0,157.4,419.8,1246.1,2169.3,2035.2,134.1,,134.1,526.8,0.0,198.8,170.6,2696.1,3942.2,0.0,2845.1,1.8,2843.3,-2237.0,1872.1,-123.2,2357.0,0.9,2357.9,6300.1,
06/30/2020,6332.3,398.4,398.4,0.0,657.7,657.7,0.0,732.3,280.4,81.3,370.6,0.0,168.9,,,,166.3,1957.3,958.6,2150.1,-1191.5,0.0,3416.4,3199.3,2081.3,1118.0,217.1,4375.0,,463.9,463.9,,,,0.0,0.0,,,,0.0,488.9,0.0,,152.1,482.5,952.8,2383.4,2245.9,137.5,,137.5,533.0,,197.5,183.4,2916.4,3869.2,0.0,2854.7,1.8,2852.9,-2237.3,1954.7,-110.3,2461.8,1.3,2463.1,6332.3,
