Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2012,4612.0,4612.0,,-1912.0,1912.0,2700.0,0.0,-2043.0,835.0,1208.0,0.0,657.0,-534.0,,335.0,,,199.0,123.0,-49.0,74.0,0.0,0.0,0.0,74.0,,74.0,0.0,0.0,74.0,218.0,144.0,619.887,0.12,0.12,0.351677,621.839,0.12,0.12,0.351571,
09/30/2012,4571.0,4571.0,,-1943.0,1943.0,2628.0,0.0,-1892.0,748.0,1144.0,0.0,736.0,-314.0,,326.0,,,-12.0,422.0,-152.0,270.0,0.0,0.0,0.0,270.0,,270.0,0.0,0.0,270.0,278.45,8.45,621.148,0.43,0.43,0.448283,623.296,0.43,0.43,0.443557,
12/31/2012,4583.0,4316.0,267.0,-1907.0,1907.0,2676.0,0.0,-2010.0,790.0,1220.0,0.0,666.0,-292.0,,315.0,,,-23.0,374.0,-141.0,233.0,0.0,0.0,0.0,233.0,0.0,233.0,0.0,0.0,233.0,238.85,5.85,621.578,0.37,0.37,0.384264,623.654,0.37,0.37,0.37938,
03/31/2013,4513.0,4513.0,,-1796.0,1796.0,2717.0,0.0,-1935.0,818.0,1117.0,0.0,782.0,-277.0,316.0,316.0,0.0,,-39.0,505.0,-207.0,298.0,0.0,0.0,0.0,298.0,0.0,298.0,,0.0,298.0,294.46074,-3.53926,619.423,0.48,0.48,0.475379,621.074,0.48,0.48,0.474301,
06/30/2013,4525.0,4525.0,,-1873.0,1873.0,2652.0,0.0,-1937.0,814.0,1123.0,0.0,715.0,-321.0,325.0,325.0,0.0,,-4.0,394.0,-125.0,269.0,0.0,0.0,0.0,269.0,,269.0,0.0,0.0,269.0,242.0,-27.0,604.302,0.45,0.45,0.400462,605.602,0.44,0.44,0.395416,
09/30/2013,4515.0,4515.0,,-1918.0,1918.0,2597.0,0.0,-3282.0,1047.0,1135.0,1100.0,-685.0,-320.0,329.0,329.0,0.0,,-9.0,-1005.0,-40.0,-1045.0,0.0,0.0,0.0,-1045.0,,-1045.0,0.0,0.0,-1045.0,211.3,1256.3,594.587,-1.76,-1.76,0.355373,594.587,-1.76,-1.76,0.352895,
12/31/2013,4542.0,4296.0,246.0,-1920.0,1920.0,2622.0,0.0,-1981.0,823.0,1166.0,-8.0,641.0,-311.0,,328.0,,,-17.0,330.0,-91.0,239.0,0.0,0.0,0.0,239.0,0.0,239.0,0.0,0.0,239.0,247.25,8.25,585.259,0.41,0.41,0.422463,586.382,0.41,0.41,0.422463,
03/31/2014,4538.0,1839.0,2699.0,-1935.0,1935.0,2603.0,0.0,-1950.0,843.0,1107.0,0.0,653.0,-322.0,331.0,331.0,0.0,,-9.0,331.0,-128.0,203.0,0.0,0.0,0.0,203.0,0.0,203.0,0.0,0.0,203.0,223.8,20.8,574.535,0.35,0.35,0.389532,575.456,0.35,0.35,0.386145,
06/30/2014,4541.0,4541.0,,-1962.0,1962.0,2579.0,0.0,-1924.0,831.0,1093.0,0.0,655.0,-332.0,325.0,325.0,0.0,,7.0,323.0,-130.0,193.0,0.0,0.0,0.0,193.0,,193.0,0.0,0.0,193.0,244.35,51.35,567.915,0.34,0.34,0.430258,569.032,0.34,0.34,0.430241,
09/30/2014,4514.0,4079.0,435.0,-1975.0,1975.0,2539.0,0.0,-1920.0,823.0,1097.0,0.0,619.0,-320.0,325.0,325.0,0.0,,-5.0,299.0,-111.0,188.0,0.0,0.0,0.0,188.0,0.0,188.0,0.0,0.0,188.0,207.5,19.5,565.965,0.33,0.33,0.36663,567.432,0.33,0.33,0.364365,
12/31/2014,4438.0,4192.0,246.0,-1974.0,1974.0,2464.0,0.0,-1981.0,850.0,1131.0,0.0,483.0,-326.0,330.0,330.0,0.0,,-4.0,157.0,31.0,188.0,0.0,0.0,0.0,188.0,0.0,188.0,0.0,0.0,188.0,148.8,-39.2,565.327,0.33,0.33,0.26321,567.035,0.33,0.33,0.260868,
03/31/2015,4451.0,1735.0,2716.0,-1911.0,1911.0,2540.0,0.0,-1891.0,851.0,1040.0,0.0,649.0,-326.0,328.0,328.0,0.0,,-2.0,323.0,-131.0,192.0,0.0,0.0,0.0,192.0,,192.0,0.0,0.0,192.0,221.9,29.9,561.969,0.34,0.34,0.394862,563.505,0.34,0.34,0.393061,
06/30/2015,4419.0,2332.0,2087.0,-1959.0,1959.0,2460.0,0.0,-1911.0,863.0,1048.0,0.0,549.0,-315.0,327.0,327.0,0.0,,-12.0,234.0,-91.0,143.0,0.0,0.0,0.0,143.0,0.0,143.0,0.0,0.0,143.0,160.55,17.55,558.64,0.26,0.26,0.287394,559.22,0.26,0.26,0.287394,
09/30/2015,4554.0,2062.0,2492.0,-1993.0,1993.0,2561.0,0.0,-1905.0,857.0,1048.0,0.0,656.0,-327.0,329.0,329.0,0.0,,-2.0,329.0,-124.0,205.0,0.0,0.0,0.0,205.0,0.0,205.0,0.0,0.0,205.0,250.0,45.0,554.897,0.37,0.37,0.450534,555.156,0.37,0.37,0.450534,
12/31/2015,4476.0,4168.0,308.0,-1915.0,1915.0,2561.0,0.0,-1810.0,757.0,1053.0,0.0,751.0,-321.0,,328.0,,,-7.0,430.0,-92.0,338.0,0.0,0.0,0.0,338.0,0.0,338.0,0.0,0.0,338.0,293.0,-45.0,541.605,0.62,0.62,0.540985,542.493,0.62,0.62,0.53705,
03/31/2016,4401.0,4093.0,308.0,-1900.0,1900.0,2501.0,0.0,-1813.0,837.0,976.0,0.0,688.0,-308.0,,331.0,,,-23.0,380.0,-144.0,236.0,0.0,0.0,0.0,236.0,0.0,236.0,0.0,0.0,236.0,248.0,12.0,538.799,0.44,0.44,0.460283,540.187,0.44,0.44,0.460283,
06/30/2016,4398.0,4091.0,307.0,-1949.0,1949.0,2449.0,0.0,-1802.0,815.0,987.0,0.0,647.0,-330.0,340.0,340.0,0.0,,-10.0,317.0,-121.0,196.0,0.0,0.0,0.0,196.0,0.0,196.0,0.0,0.0,196.0,205.649998,9.649998,539.627,0.36,0.36,0.381097,540.375,0.36,0.36,0.377858,
09/30/2016,4382.0,1900.0,2482.0,-1996.0,1996.0,2386.0,0.0,-1791.0,796.0,995.0,0.0,595.0,-346.0,327.0,327.0,0.0,,19.0,249.0,-97.0,152.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.0,152.0,173.999985,21.999985,539.806,0.28,0.28,0.322338,540.917,0.28,0.28,0.320672,
12/31/2016,4289.0,3993.0,296.0,-1929.0,1929.0,2360.0,0.0,-1968.0,1010.0,958.0,0.0,392.0,-318.0,,320.0,,,-2.0,74.0,-32.0,42.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,0.0,42.0,203.0,161.0,539.965,0.08,0.08,0.37595,541.235,0.08,0.08,0.37595,
03/31/2017,4209.0,2795.0,1414.0,-1888.0,1888.0,2321.0,0.0,-1690.0,810.0,880.0,0.0,631.0,-324.0,,318.0,,,6.0,307.0,-144.0,163.0,0.0,0.0,0.0,163.0,0.0,163.0,0.0,0.0,163.0,188.0,25.0,540.458,0.3,0.3,0.347853,541.522,0.3,0.3,0.346166,
06/30/2017,4090.0,3788.0,302.0,-1890.0,1890.0,2200.0,0.0,-1833.0,884.0,949.0,0.0,367.0,-327.0,,320.0,,,7.0,40.0,-23.0,17.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,17.0,108.0,91.0,541.361,0.03,0.03,0.199497,542.151,0.03,0.03,0.19785,
09/30/2017,4034.0,3731.0,303.0,-1927.0,1927.0,2107.0,0.0,-1620.0,710.0,910.0,0.0,487.0,-348.0,,362.0,,,-14.0,139.0,-47.0,92.0,0.0,0.0,0.0,92.0,0.0,92.0,0.0,0.0,92.0,92.0,0.0,541.521,0.17,0.17,0.17,541.963,0.17,0.17,0.17,
12/31/2017,5323.0,364.0,4959.0,-2498.0,2498.0,2825.0,0.0,-2301.0,1104.0,1197.0,0.0,524.0,-470.0,481.0,481.0,0.0,,-11.0,54.0,1063.0,1117.0,0.0,0.0,0.0,1117.0,0.0,1117.0,0.0,0.0,1117.0,217.7,-899.3,887.89,1.26,1.26,0.245188,889.135,1.26,1.26,0.245188,
03/31/2018,5945.0,3265.0,2680.0,-2803.0,2803.0,3142.0,0.0,-2392.0,1109.0,1283.0,0.0,750.0,-514.0,,535.0,,,-21.0,236.0,-121.0,115.0,0.0,0.0,0.0,115.0,0.0,115.0,0.0,0.0,115.0,198.0,83.0,1065.796,0.11,0.11,0.185777,1069.183,0.11,0.11,0.185777,
06/30/2018,5902.0,3272.0,2630.0,-2730.0,2730.0,3172.0,0.0,-2405.0,1115.0,1290.0,0.0,767.0,-530.0,546.0,546.0,0.0,,-16.0,237.0,55.0,292.0,0.0,0.0,0.0,292.0,0.0,292.0,0.0,0.0,292.0,282.0,-10.0,1064.711,0.27,0.27,0.264861,1068.819,0.27,0.27,0.260644,
09/30/2018,5818.0,3223.0,2595.0,-2672.0,2672.0,3146.0,0.0,-2252.0,967.0,1285.0,0.0,894.0,-565.0,557.0,557.0,0.0,,8.0,329.0,-57.0,272.0,0.0,0.0,0.0,272.0,0.0,272.0,0.0,0.0,272.0,327.0,55.0,1066.904,0.25,0.25,0.306494,1072.351,0.25,0.25,0.301289,
12/31/2018,5778.0,3258.0,2520.0,-2657.0,2657.0,3121.0,0.0,-4962.0,974.0,1262.0,2726.0,-1841.0,-524.0,539.0,539.0,0.0,,-15.0,-2365.0,-47.0,-2412.0,0.0,0.0,0.0,-2412.0,0.0,-2412.0,0.0,0.0,-2412.0,385.00002,2797.00002,1067.234,-2.26,-2.26,0.360746,1067.234,-2.26,-2.26,0.360746,
03/31/2019,5427.0,3051.0,2376.0,-2300.0,2300.0,3127.0,0.0,-8626.0,932.0,1188.0,6506.0,-5499.0,-528.0,523.0,523.0,0.0,,5.0,-6027.0,-138.0,-6165.0,0.0,0.0,0.0,-6165.0,0.0,-6165.0,0.0,0.0,-6165.0,360.0,6525.0,1068.878,-5.77,-5.77,0.336802,1068.878,-5.77,-5.77,0.334532,
06/30/2019,5375.0,3036.0,2339.0,-2243.0,2243.0,3132.0,0.0,-2156.0,960.0,1196.0,0.0,976.0,-474.0,518.0,518.0,0.0,,-44.0,502.0,-131.0,371.0,0.0,0.0,0.0,371.0,0.0,371.0,0.0,0.0,371.0,369.0,-2.0,1071.341,0.35,0.35,0.344428,1072.813,0.35,0.35,0.344428,
09/30/2019,5606.0,3195.0,2411.0,-2590.0,2590.0,3016.0,0.0,-2066.0,831.0,1235.0,0.0,950.0,-540.0,496.0,496.0,0.0,,44.0,410.0,-108.0,302.0,0.0,0.0,0.0,302.0,0.0,302.0,0.0,0.0,302.0,328.0,26.0,1072.543,0.28,0.28,0.305815,1074.79,0.28,0.28,0.304191,
12/31/2019,5570.0,3204.0,2366.0,-2521.0,2521.0,3049.0,0.0,-2202.0,992.0,1210.0,0.0,847.0,-498.0,484.0,484.0,0.0,,14.0,349.0,-126.0,223.0,0.0,0.0,0.0,223.0,0.0,223.0,0.0,0.0,223.0,352.000006,129.000006,1073.0,0.21,0.21,0.328052,1078.175,0.21,0.21,0.328052,
03/31/2020,5228.0,2981.0,2247.0,-2235.0,2235.0,2993.0,0.0,-2013.0,853.0,1160.0,0.0,980.0,-547.0,449.0,449.0,0.0,,98.0,433.0,-119.0,314.0,0.0,0.0,0.0,314.0,0.0,314.0,0.0,0.0,314.0,398.999956,84.999956,1075.459,0.29,0.29,0.371004,1081.754,0.29,0.29,0.368576,
06/30/2020,5192.0,2931.0,2261.0,-2232.0,2232.0,2960.0,0.0,-2057.0,895.0,1162.0,0.0,903.0,-390.0,414.0,414.0,0.0,,-24.0,513.0,-136.0,377.0,0.0,0.0,0.0,377.0,0.0,377.0,0.0,0.0,377.0,450.0,73.0,1079.475,0.35,0.35,0.416869,1082.567,0.35,0.35,0.416869,
09/30/2020,5138.2,,,,,2898.150328,,,,,,927.0,,,,,,,415.714,,271.625,,,,,,271.625,,,271.625,321.167,,,0.261,0.261,0.297,,0.261,0.261,0.297,
12/31/2020,5093.357,,,,,2893.12864314,,,,,,920.0,,,,,,,417.5,,284.75,,,,,,284.75,,,284.75,318.167,,,0.269,0.269,0.285,,0.269,0.269,0.285,
