Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
09/27/2002,12.31,1392.065064,1653.428782,1077.180084,1.338873,1.61683,1.222094,4.60867,5.051315,0.706761,7.823695,12.31,1111.434152,
12/27/2002,13.366667,1146.383447,1556.768111,911.077151,1.284904,1.585652,1.243601,6.273512,7.12544,0.719898,9.776128,12.03,1084.446324,
03/28/2003,17.493671,1168.75497,1383.452428,940.811202,1.461475,,1.485877,7.133741,7.987377,0.820145,14.407466,13.82,1177.9976,
06/27/2003,28.743903,1905.046889,2829.562798,1221.573268,2.377971,2.947658,2.475768,9.931343,10.648069,1.781508,15.72247,23.57,2583.814949,
10/03/2003,34.639175,3627.390865,4577.128385,2613.421811,3.22894,3.935483,3.316001,16.23973,17.399481,2.66153,20.182363,33.6,4083.941457,
01/02/2004,24.842105,3496.402788,4555.115505,2962.17004,2.611104,3.171942,2.672861,11.726938,12.469828,2.012044,12.91168,28.32,3217.241988,
04/02/2004,27.111111,3897.763835,4348.210583,3455.361976,3.04376,3.642202,3.122954,19.420636,21.402824,2.442423,14.872655,34.16,4038.133915,
07/02/2004,25.253846,3903.124132,4324.695044,3519.199341,2.792237,3.29001,2.925323,15.472884,17.094669,2.193641,13.081395,32.83,3746.746908,
10/01/2004,19.550724,3028.222431,3618.73429,2559.740102,2.223424,2.596975,2.335476,12.744706,16.335956,1.621009,9.498632,26.98,2861.149285,
12/31/2004,23.083916,3240.013687,3785.549959,2787.885495,2.649567,3.087767,2.819532,15.049734,19.536151,2.072953,12.135431,33.01,3710.893366,
04/01/2005,19.040268,3292.257291,3654.771508,2850.90956,2.214949,2.551187,2.352231,12.191858,15.654797,1.560652,8.949344,28.37,2875.79109,
07/01/2005,20.432927,3389.323829,3948.569361,2655.12304,2.585681,2.94549,2.676113,14.61415,18.631172,1.888113,10.351191,33.51,3607.980067,
09/30/2005,22.383593,4171.93592,4545.072283,3610.678535,2.781862,3.150971,2.937544,16.972205,19.220992,2.165178,11.97777,37.51,4218.343203,
12/30/2005,24.813038,4471.96226,5176.566315,3518.582475,3.090042,3.474203,3.290868,19.310394,21.465376,2.499245,14.351333,43.07,5003.075561,
