Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/02/1997,743.695007,42.353001,42.353001,0.0,55.754002,,,322.988007,,,,,36.685001,,,,,457.779999,209.365005,314.907013,-105.542,0.0,76.550003,,,,,76.550003,285.915009,,145.942993,145.942993,,,,106.433998,,,,79.672997,,,79.672997,332.049988,58.027,,,,18.098,,,,,18.098,76.125,408.174988,0.0,382.428009,,,0.0,,-46.908001,335.520008,0.0,335.520008,743.694996,
02/01/1998,839.687012,125.082001,125.082001,0.0,45.853001,,,317.546997,,,,,27.228001,,,,,515.710022,242.384003,355.786987,-113.403,0.0,81.593002,,,,,81.593002,323.977005,,114.692001,114.692001,,,,10.753,,,,92.823996,,,92.823996,218.268997,268.007996,,,,18.716,,,,,18.716,286.723995,504.992992,0.0,383.348999,,,0.0,,-48.654999,334.694,0.0,334.694,839.686993,
05/03/1998,837.89801,99.511002,99.511002,0.0,48.307999,48.307999,,319.794006,0.0,0.0,319.794006,0.0,32.029999,,,,,499.643005,256.914001,377.135986,-120.222,0.0,81.341003,0.0,,,,81.341003,338.255005,,113.336998,113.336998,,,,9.928,0.0,9.928001,9.928001,92.602998,,,92.602998,215.867996,265.747986,199.999985,65.748001,65.748001,18.683001,,,,,18.683001,284.430986,500.298983,0.0,385.071014,,,0.0,-47.973,0.500999,337.599014,0.0,337.599014,837.897997,
08/02/1998,851.515015,120.166,120.166,0.0,51.325001,51.325001,,309.73999,0.0,0.0,309.73999,0.0,29.695,,,,,510.925995,252.503998,380.562012,-128.057999,0.0,88.084999,0.0,,,,88.084999,340.588997,,121.491997,121.491997,,,,11.975,0.0,11.975,11.975,89.318205,,,89.318205,222.785202,272.196991,199.999992,72.196999,72.196999,18.421,,,,,18.421,290.61799,513.403193,0.0,389.799011,,,0.0,-49.651001,-2.037998,338.110012,0.0,338.110012,851.513205,
11/01/1998,879.862976,119.912003,119.912003,0.0,46.748001,46.748001,,339.382996,0.0,0.0,339.382996,0.0,26.976,,,,,533.018982,256.911011,396.084015,-139.173004,0.0,89.932999,0.0,,,,89.932999,346.844009,,144.783005,144.783005,,,,13.179,0.0,13.179,13.179,88.214997,,,88.214997,246.177002,272.412994,199.999992,72.413002,72.413002,18.360001,,,,,18.360001,290.772995,536.949997,0.0,390.050995,,,0.0,-44.32,-2.818001,342.912994,0.0,342.912994,879.862991,
01/31/1999,931.999,153.336,153.336,0.0,49.235,,,336.058,0.0,0.0,336.058,0.0,27.943,,,,,566.572,270.332,419.476,-149.144,0.0,95.095,0.0,,,,95.095,365.427,,148.915,148.915,,,,16.434,0.0,16.434,16.434,104.916,,,104.916,270.265,279.771,200.0,79.771,79.771,17.145,,,,,17.145,296.916,567.181,0.0,394.811,,,0.0,,-29.993,364.818,0.0,364.818,931.999,
05/02/1999,924.896973,120.224998,120.224998,0.0,30.358999,30.358999,,356.192993,0.0,0.0,356.192993,0.0,33.446999,,,,,540.223999,288.774994,447.373993,-158.598999,0.0,95.898003,0.0,,,,95.898003,384.672997,,142.126007,142.126007,,,,15.99,0.0,15.99,15.99,106.921988,,,106.921988,265.037994,275.174988,199.999985,75.175003,75.175003,16.943001,,,,,16.943001,292.117989,557.155983,0.0,394.994995,,,0.0,-21.304001,-5.949999,367.740995,0.0,367.740995,924.896978,
08/01/1999,906.93,76.605,76.605,0.0,34.798,34.798,,359.029,0.0,0.0,359.029,0.0,33.465,,,,,503.897,295.27,465.148,-179.083,0.0,107.763,0.0,,,,107.763,403.033,,124.477,124.477,,,,15.11,0.0,15.11,15.11,108.757,,,108.757,248.344,271.973,200.0,71.973,71.973,17.486,,,,,17.486,289.459,537.803,0.0,397.007,,,-1.288,-19.261,-7.331,369.127,0.0,369.127,906.93,
10/31/1999,941.596008,38.624001,38.624001,0.0,51.554001,51.554001,,419.462006,0.0,0.0,419.462006,0.0,32.729,,,,,542.369019,275.89801,451.121002,-175.223007,0.0,123.329002,0.0,,,,123.329002,399.227013,,208.067993,208.067993,,,,32.035,17.0,15.035,15.035,99.511021,,,99.511021,339.614014,269.957001,200.0,69.957001,69.957001,18.025,,,,,18.025,287.982,627.596014,0.0,398.149994,,,-25.209999,-52.490002,-6.450001,313.999992,0.0,313.999992,941.596006,
01/30/2000,835.390015,41.498001,41.498001,0.0,68.760002,,,377.298004,0.0,0.0,377.298004,0.0,31.159,,,,,518.715027,263.326996,427.411987,-164.085007,30.802,22.546,0.0,,,,22.546,316.674996,,144.076004,144.076004,,,,12.593,,,,81.735003,,,81.735003,238.404007,263.950989,,,,18.611,,,,,18.611,282.561989,520.965996,0.0,400.119995,,,-25.21,,-60.485999,314.423996,0.0,314.423996,835.389992,
04/30/2000,831.904,37.415,37.415,,67.188,67.188,,378.703,,,,,33.717,,,,,517.023,259.955,259.955,,,54.926,,,,32.458,22.468,314.881,,124.255,124.255,,,,36.664,26.5,10.164,10.164,82.9,,,82.9,243.819,256.433,196.0,60.433,60.433,19.234,,,,,19.234,275.667,519.486,,399.703,,,-27.578,-56.692,-3.015,312.418,0.0,312.418,831.904,
07/30/2000,810.484985,41.039001,41.039001,0.0,57.707001,,,362.296997,0.0,0.0,362.296997,0.0,37.779999,,,,,498.822998,256.660004,438.862,-182.201996,33.400002,21.601999,0.0,0.0,0.0,,21.601999,311.662004,,128.287994,128.287994,,,,42.499001,33.5,8.999001,8.999001,66.776009,,,66.776009,237.563004,247.210999,188.75,58.460999,58.460999,18.988001,,,,,18.988001,266.198999,503.762003,0.0,399.678986,,,-27.577999,,-65.378002,306.722984,0.0,306.722984,810.484987,
10/29/2000,812.29303,40.082001,40.082001,0.0,55.881001,,,366.071991,0.0,0.0,366.071991,0.0,33.703999,,,,,495.739014,266.268005,461.187012,-194.919006,28.642,21.643999,0.0,0.0,0.0,,21.643999,316.554005,,131.197006,131.197006,,,,43.205002,,,,75.998993,,,75.998993,250.401001,237.580002,,,,19.528999,,,,,19.528999,257.109001,507.510002,0.0,400.51001,,,-27.577999,,-68.148998,304.783012,0.0,304.783012,812.293015,
01/28/2001,782.147,43.827,43.827,0.0,36.94,,,322.462,0.0,0.0,322.462,0.0,27.098,,,,,430.327,278.853,480.248,-201.395,33.665,39.302,,13.487,,,39.302,351.82,,135.019,135.019,,,,11.132,0.0,11.132,11.132,89.126,,,89.126,235.277,242.804,181.25,61.554,61.554,20.587,,,,,20.587,263.391,498.668,0.0,403.77,,,-27.578,,-95.613,280.579,2.9,283.479,782.147,
04/29/2001,767.77301,54.063999,54.063999,0.0,33.173,33.173,,293.828003,0.0,0.0,293.828003,0.0,42.264,,,,,423.32901,272.958008,,,33.694,37.792,0.0,0.0,0.0,,37.792,344.444008,,111.741997,111.741997,,,,10.934,0.0,10.934,10.934,102.708006,,,102.708006,225.384003,237.279999,178.75,58.529999,58.529999,20.416,,,,,20.416,257.695999,483.080002,0.0,404.510986,,,-27.577999,-86.946999,-7.610004,282.375984,2.317,284.692984,767.772986,
07/29/2001,788.255005,61.997002,61.997002,0.0,30.437,30.437,,282.487,0.0,0.0,282.487,0.0,37.457001,,,,,412.377991,291.158997,,,0.0,84.718002,0.0,0.0,0.0,,84.718002,375.876999,,137.335999,137.335999,,,,10.913,0.0,10.913,10.913,102.424006,,,102.424006,250.673004,228.733002,173.5,55.233002,55.233002,21.495001,,,,,21.495001,250.228003,500.901007,0.0,377.242004,,,0.0,-84.128998,-7.356003,285.757004,1.597,287.354004,788.25501,
10/28/2001,825.151001,35.667,35.667,0.0,34.785999,34.785999,,334.912994,0.0,0.0,334.912994,0.0,35.543999,,,,,440.910004,301.058014,,,33.694,49.490002,0.0,0.0,0.0,,49.490002,384.242016,,117.099998,117.099998,,,,26.865,16.0,10.865,10.865,129.903013,,,129.903013,273.868011,226.473999,173.5,52.973999,52.973999,31.025999,,,,,31.025999,257.499998,531.36801,0.0,378.730988,,,0.0,-78.311996,-7.771004,292.647987,1.135,293.782987,825.150997,
02/03/2002,961.103,137.111,137.111,0.0,23.263,23.263,,272.572,0.0,0.0,272.572,0.0,43.87,,,,,476.816,394.835,645.926,-251.091,33.694,55.758,13.209,13.209,0.0,,42.549,484.287,,93.443,93.443,,,,11.699,0.0,11.699,11.699,171.032,,,171.032,276.174,329.688,173.5,156.188,156.188,29.435,,,,,29.435,359.123,635.297,0.0,382.01,,,0.0,-48.616,-7.588,325.806,0.0,325.806,961.103,
05/05/2002,962.789001,126.889999,126.889999,0.0,10.92,10.92,,277.703003,0.0,0.0,277.703003,0.0,44.874001,,,,,460.386993,416.204987,,,33.694,52.502998,15.985,13.222,2.763,,36.517999,502.401985,,105.098999,105.098999,,,,11.464,0.0,11.464,11.464,135.293004,,,135.293004,251.856003,153.419998,0.0,153.419998,153.419998,28.160999,,,,,28.160999,181.580997,433.437,0.0,563.744019,,,0.0,-26.471001,-7.920998,529.35202,0.0,529.35202,962.789021,
08/04/2002,997.689,144.096,144.096,0.0,10.198,10.198,,262.713,0.0,0.0,262.713,0.0,43.945,,,,,460.952,449.43,,,33.694,53.613,16.19,13.222,2.968,,37.423,536.737,,110.628,110.628,,,,9.727,0.0,9.727,9.727,132.647,,,132.647,253.002,162.111,0.0,162.111,162.111,27.658,,,,,27.658,189.769,442.771,0.0,567.765,,,0.0,-4.962,-7.885,554.918,0.0,554.918,997.689,
11/03/2002,1111.081,175.531,175.531,0.0,13.613,13.613,,312.291,0.0,0.0,312.291,0.0,45.841,,,,,547.276,478.614,,,33.694,51.497,16.124,13.222,2.902,,35.373,563.805,,137.591,137.591,,,,8.417,0.0,8.417,8.417,138.728,,,138.728,284.736,160.548,0.0,160.548,160.548,28.543,,,,,28.543,189.091,473.827,0.0,624.108,,,0.0,15.687,-2.541,637.254,0.0,637.254,1111.081,
02/02/2003,1158.856,253.936,253.936,0.0,9.657,9.657,,257.09,0.0,0.0,257.09,0.0,60.728,,,,,581.411,489.947,751.614,-261.667,33.694,53.804,17.26,14.422,2.838,,36.544,577.445,,102.169,102.169,,,,7.564,0.0,7.564,7.564,178.731,,,178.731,288.464,159.443,0.0,159.443,159.443,29.75,,,,,29.75,189.193,477.657,0.0,642.781,,,0.0,40.239,-1.821,681.199,0.0,681.199,1158.856,
05/04/2003,1182.394043,217.274994,217.274994,0.0,9.963,,,288.325012,0.0,0.0,288.325012,0.0,60.054001,,,,,575.617004,519.017029,,,33.694,54.066002,17.212,14.422,2.79,,36.854002,606.777031,,116.752998,116.752998,,,,4.806,0.0,4.806,4.806,153.710014,,,153.710014,275.269012,158.585007,0.0,158.585007,158.585007,32.388,,,,,32.388,190.973007,466.24202,0.0,658.879028,,,0.0,,57.272999,716.152027,0.0,716.152027,1182.394047,
08/03/2003,1235.061035,238.354996,238.354996,0.0,14.034,,,281.333008,0.0,0.0,281.333008,0.0,58.230999,,,,,591.953003,554.028992,,,33.694,55.384998,17.148001,14.422,2.726001,,38.236998,643.10799,,124.876999,124.876999,,,,5.22,0.0,5.22,5.22,144.616991,,,144.616991,274.713989,167.738998,0.0,167.738998,167.738998,36.713001,,,,,36.713001,204.452,479.165989,0.0,672.651978,,,0.0,90.084,-6.841003,755.894974,0.0,755.894974,1235.060963,
11/02/2003,1317.145996,234.348999,234.348999,0.0,14.834,,,351.769012,0.0,0.0,351.769012,0.0,61.535999,,,,,662.487976,566.768982,,,33.694,54.195,17.076,14.422,2.654,,37.118999,654.657982,,154.917999,154.917999,,,,5.164,0.0,5.164,5.164,156.938997,,,156.938997,317.020996,166.848007,0.0,166.848007,166.848007,35.757,,,,,35.757,202.605007,519.626003,0.0,695.301025,,,0.0,119.682999,-17.463997,797.520027,0.0,797.520027,1317.14603,
02/01/2004,1376.695,327.81,327.81,0.0,16.628,16.628,,309.14,0.0,0.0,309.14,0.0,34.074,,,,,687.652,577.182,910.03,-332.848,0.0,111.861,17.043,14.422,2.621,33.694,61.124,689.043,,128.303,128.303,,,,4.964,0.0,4.964,4.964,206.547,,,206.547,339.814,165.738,0.0,165.738,165.738,31.988,,,,,31.988,197.726,537.54,0.0,705.279,,,-34.977,174.053,-5.2,839.155,0.0,839.155,1376.695,
05/02/2004,1431.835,367.226,367.226,0.0,10.895,,,322.003,0.0,0.0,322.003,0.0,38.27,,,,,738.394,576.123,,,0.0,117.318,17.06,14.422,2.638,,100.258,693.441,,149.639,149.639,,,,5.58,0.0,5.58,5.58,208.193,,,208.193,363.412,176.652,0.0,176.652,176.652,28.956,,,,,28.956,205.608,569.02,0.0,730.441,,,-54.403,205.565,-18.788,862.815,0.0,862.815,1431.835,
08/01/2004,1477.932,356.541,356.541,0.0,14.832,14.832,,333.28,0.0,0.0,333.28,0.0,59.313,,,,,763.966,592.44,,,33.526,88.0,16.972,14.422,2.55,33.526,37.502,713.966,,152.546,152.546,,,,5.767,0.0,5.767,5.767,196.028,,,196.028,354.341,185.284,0.0,185.284,185.284,29.941,,,,,29.941,215.225,569.566,,758.831,,,-69.977,235.299,-15.787,908.366,0.0,908.366,1477.932,
10/31/2004,1583.515,346.482,346.482,0.0,20.216,20.216,,399.366,0.0,0.0,399.366,0.0,48.345,,,,,814.409,649.222,,,33.526,86.358,16.881,14.422,2.459,,69.477,769.106,,189.844,189.844,,,,7.069,0.0,7.069,7.069,210.97,,,210.97,407.883,206.879,0.0,206.879,206.879,28.615,,,,,28.615,235.494,643.377,0.0,770.75,,,-83.478,266.832,-13.966,940.138,0.0,940.138,1583.515,
01/30/2005,1678.407,400.607,87.032,313.575,27.123,27.123,,337.281,0.0,0.0,337.281,0.0,63.839,,,,,828.85,699.262,1132.945,-433.683,33.526,116.769,16.791,14.422,2.369,,99.978,849.557,,130.32,130.32,,,,6.585,0.0,6.585,6.585,214.016,,,214.016,350.921,244.15,0.0,244.15,244.15,109.389,,,,,109.389,353.539,704.46,0.0,904.345,,,-114.975,182.959,1.618,973.947,0.0,973.947,1678.407,
05/01/2005,1697.31,396.312,109.187,287.125,19.1,19.1,,345.87,,,345.87,,73.032,,,,,834.314,712.862,,,33.526,116.608,16.716,14.422,2.294,,99.892,862.996,,159.535,159.535,,,,8.517,0.0,8.517,8.517,239.603,,,239.603,407.655,260.429,0.0,260.429,260.429,106.161,,,,,106.161,366.59,774.245,0.0,955.335,,,-219.977,223.378,-35.671,923.065,0.0,923.065,1697.31,
07/31/2005,1806.348,399.926,93.726,306.2,24.101,24.101,,367.727,0.0,0.0,367.727,0.0,106.884,,,,,898.638,758.777,,,33.526,115.407,16.633,14.422,2.211,,98.774,907.71,,174.845,174.845,,,,8.606,0.0,8.606,8.606,250.494,,,250.494,433.945,287.982,0.0,287.982,287.982,109.197,,,,,109.197,397.179,831.124,,950.15,,,-230.972,254.797,1.249,975.224,0.0,975.224,1806.348,
10/30/2005,1855.8,298.9,97.2,201.7,28.629,28.629,,458.224,0.0,0.0,458.224,0.0,100.74,,,,,886.493,824.178,,,33.526,111.603,16.551,14.422,2.129,,95.052,969.307,,218.778,218.778,,,,11.201,0.0,11.201,11.201,263.783,,,263.783,493.762,335.539,0.0,335.539,335.539,108.485,,,,,108.485,444.024,937.786,0.0,958.644,,,-323.539,281.707,1.202,918.014,0.0,918.014,1855.8,
01/29/2006,1863.691,330.315,110.415,219.9,36.902,36.902,,399.413,0.0,0.0,399.413,0.0,73.866,,,,,840.496,857.658,1421.437,-563.779,33.667,131.87,16.027,14.422,1.605,,115.843,1023.195,,155.424,155.424,,,,12.559,0.0,12.559,12.559,294.747,,,294.747,462.73,351.564,0.0,351.564,351.564,108.647,,,,,108.647,460.211,922.941,0.0,970.679,,,-379.977,348.442,1.606,940.75,0.0,940.75,1863.691,
04/30/2006,1930.543,345.87,104.07,241.8,31.7,31.7,,405.275,0.0,0.0,405.275,0.0,81.677,,,,,864.522,900.211,,,33.667,132.143,15.964,14.422,1.542,,116.179,1066.021,,167.801,167.801,,,,13.777,0.0,13.777,13.777,268.76,,,268.76,450.338,384.306,0.0,384.306,384.306,107.164,,,,,107.164,491.47,941.808,0.0,982.194,,,-381.712,386.003,2.25,988.735,0.0,988.735,1930.543,
07/30/2006,2011.699,326.966,105.816,221.15,24.172,24.172,,415.645,0.0,0.0,415.645,0.0,144.568,,,,,911.351,936.316,,,33.667,130.365,15.896,14.422,1.474,,114.469,1100.348,,177.096,177.096,,,,15.356,0.0,15.356,15.356,283.986,,,283.986,476.438,401.246,0.0,401.246,401.246,106.492,,,,,106.492,507.738,984.176,0.0,990.766,,,-381.712,416.424,2.045,1027.523,0.0,1027.523,2011.699,
10/29/2006,2030.268,169.952,124.252,45.7,30.167,30.167,,509.562,0.0,0.0,509.562,0.0,142.278,,,,,851.959,1010.342,,,37.777,130.19,15.868,14.422,1.446,,114.322,1178.309,,219.217,219.217,,,,17.059,0.0,17.059,17.059,317.425,,,317.425,553.701,420.938,0.0,420.938,420.938,107.778,,,,,107.778,528.716,1082.417,0.0,1005.57,,,-503.888,444.078,2.091,947.851,0.0,947.851,2030.268,
01/28/2007,2053.477,167.999,148.799,19.2,36.541,36.541,,487.4,,,487.4,,151.329,,,,,843.269,1032.421,1715.453,-683.032,38.065,139.722,15.578,14.422,1.156,,124.144,1210.208,,179.638,179.638,,,,67.354,49.687,17.667,17.667,271.39,,,271.39,518.382,431.334,0.0,431.334,431.334,102.867,,,,,102.867,534.201,1052.583,0.0,1024.646,,,-541.841,516.961,1.128,1000.894,0.0,1000.894,2053.477,
04/29/2007,2202.389,283.044,118.909,164.135,57.439,57.439,,461.744,,,,,184.566,,,,,986.793,1059.088,,,,156.508,15.486,14.422,1.064,21.901,119.121,1215.596,,187.546,187.546,,,,18.312,0.0,18.312,18.312,345.765,,,345.765,551.623,436.647,0.0,436.647,436.647,120.376,,,,,120.376,557.023,1108.646,,1042.321,,,-568.846,618.421,1.847,1093.743,,1093.743,2202.389,
07/29/2007,2161.706,165.115,136.765,28.35,36.116,36.116,,470.991,0.0,0.0,470.991,0.0,183.493,,,,,855.715,1122.072,,,0.0,183.919,42.969,41.943,1.026,22.457,118.493,1305.991,,175.909,175.909,,,,20.603,0.0,20.603,20.603,297.433,,,297.433,493.945,463.517,0.0,463.517,463.517,120.327,,,,,120.327,583.844,1077.789,0.0,1051.055,,,-631.706,661.518,3.05,1083.917,0.0,1083.917,2161.706,
