Date,Revenue,Net Premiums Earned,Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (L),Underwriting Cost (L),Amort Def Acq Cost (L),Other Cost (L),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2004,2509.3,1956.8,,,532.9,106.1,,,-1756.8,0.0,1756.8,0.0,-583.7,,,,,,163.6,-51.5,0.0,112.1,-37.1,,,75.0,67.8,,,7.2,0.0,7.2,0.0,0.0,7.2,7.2,,295.161,0.02,0.25,0.44,301.478,0.02,0.25,0.43,
09/30/2004,2655.3,1962.3,1962.3,0.0,591.7,101.3,,,-1764.2,0.0,1764.2,0.0,-577.4,,,,,,309.2,-53.4,0.0,255.8,-88.2,,,167.6,0.0,,,167.6,0.0,167.6,0.0,0.0,167.6,167.6,,295.265,0.57,0.57,0.43,303.628,0.55,0.55,0.41,
12/31/2004,2676.6,1964.3,,,590.3,122.0,,,-1848.1,0.0,1848.1,0.0,-630.5,,,,,,195.8,-53.0,0.0,142.8,-8.3,,,134.5,0.0,,,134.5,0.0,134.5,0.0,0.0,134.5,134.5,,295.3697,0.46,0.46,0.39,302.248,0.45,0.45,0.39,
03/31/2005,2571.9,1935.0,1935.0,0.0,524.8,112.1,,,-1737.9,,1737.9,,-595.5,,,,,,234.4,-52.8,0.0,181.6,-29.4,,,152.2,,,,152.2,,152.2,,0.0,152.2,152.2,,295.4905,0.52,0.52,0.53,307.6109,0.49,0.49,0.5,
06/30/2005,2656.7,1940.0,1940.0,0.0,613.7,103.0,,,-1730.6,,1730.6,,-603.5,,,,,,318.7,-52.9,0.0,265.8,-94.5,,,171.3,,,,171.3,,171.3,,0.0,171.3,171.3,,295.6064,0.58,0.58,0.45,309.1083,0.55,0.55,0.42,
09/30/2005,2543.9,1952.2,,,475.8,115.9,,,-1812.1,,1812.1,,-422.1,,,,,,118.1,-49.8,,68.3,-15.7,,,52.6,,,,52.6,,52.6,,,52.6,52.6,,295.7672,0.18,0.18,0.46,314.6481,0.17,0.17,0.43,
12/31/2005,2664.7,1988.4,,,567.3,109.0,,,-1802.6,0.0,1802.6,0.0,-612.5,,,,,,246.4,-52.5,0.0,193.9,-56.4,,,137.5,0.0,,,137.5,0.0,137.5,0.0,0.0,137.5,137.5,,296.086409,0.46,0.46,0.46,318.681427,0.43,0.43,0.43,
03/31/2006,2600.1,1970.0,1970.0,0.0,566.3,63.8,,,-1867.5,,1867.5,,-566.6,,,,,,166.0,-53.1,-5.3,107.6,-36.2,,,71.4,-2.0,,,73.4,,73.4,,0.0,73.4,73.4,,296.5604,0.25,0.24,0.43,319.6368,0.23,0.22,0.4,
06/30/2006,2621.7,1987.2,1987.2,0.0,570.8,63.7,,,-1807.9,,1807.9,,-557.7,,,,,,256.1,-48.7,-17.8,189.6,-66.3,,,123.3,-1.9,,,125.2,,125.2,0.0,0.0,125.2,125.2,,319.2073,0.39,0.38,0.43,329.905,0.38,0.37,0.42,
09/30/2006,2617.4,1969.0,1969.0,0.0,583.6,64.8,,,-2088.9,,2088.9,,-581.7,,,,,,-53.2,-44.2,0.0,-97.4,32.1,,,-65.3,-1.6,,,-63.7,,-63.7,0.0,0.0,-63.7,-63.7,,340.7277,-0.19,-0.19,0.46,340.7277,-0.19,-0.19,-0.19,
12/31/2006,2696.1,2022.0,2022.0,0.0,602.1,72.0,,,-1812.9,,1812.9,,-567.1,,,,,,314.1,-45.8,-2.7,265.6,8.6,,,274.2,-1.9,,,276.1,,276.1,,0.0,276.1,276.1,,340.812551,0.81,0.8,0.8,345.527845,0.8,0.79,0.79,
03/31/2007,2600.6,1944.0,1944.0,0.0,585.8,70.8,,,-1729.3,,1729.3,,-563.1,,,,,,308.2,-45.9,-2.4,259.9,-88.5,,,171.4,-6.9,,,178.3,,178.3,,0.0,178.3,178.3,,341.208,0.52,0.5,1.01,346.3803,0.51,0.49,0.5,
06/30/2007,2665.6,1986.7,1986.7,0.0,608.2,70.7,,,-1816.9,,1816.9,,-570.5,,,,,,278.2,-44.5,-0.8,232.9,-79.4,,,153.5,,,,153.5,,153.5,0.0,0.0,153.5,153.5,,350.8438,0.44,0.44,0.52,354.8374,0.43,0.43,0.51,
09/30/2007,2610.2,1986.5,1986.5,0.0,557.1,66.6,,,-1726.3,,1726.3,,-561.0,,,,,,322.9,-43.9,0.0,279.0,-92.0,,,187.0,,,,187.0,,187.0,,0.0,187.0,187.0,,359.7412,0.52,0.52,0.6,360.9063,0.52,0.52,0.52,
12/31/2007,2643.5,1983.9,1983.9,0.0,593.6,66.0,,,-1715.7,0.0,1715.7,0.0,-595.6,,,,,,332.2,-48.8,-58.0,225.4,-64.9,,,160.5,0.0,,,160.5,0.0,160.5,0.0,0.0,160.5,160.5,52.6,360.0834,0.45,0.45,0.6,360.982,0.44,0.44,0.6,
03/31/2008,2540.6,1950.5,1950.5,0.0,522.9,67.2,,,-1656.9,,1656.9,,-595.1,,,,,,288.6,-43.9,0.0,244.7,-81.6,,,163.1,,,,163.1,0.0,163.1,,0.0,163.1,163.1,,350.7196,0.47,0.47,0.6,351.4658,0.46,0.46,0.59,
06/30/2008,2675.3,1968.6,1968.6,0.0,639.2,67.5,,,-1674.7,,1674.7,,-592.8,,,,,,407.8,-40.4,-0.4,367.0,-126.7,,,240.3,,,,240.3,,240.3,,0.0,240.3,240.3,,345.4435,0.7,0.7,0.66,346.0354,0.69,0.69,0.65,
09/30/2008,2442.7,1946.5,1946.5,0.0,428.9,67.3,,,-1646.3,,1646.3,,-599.4,,,,,,197.0,-37.2,0.0,159.8,-51.8,,,108.0,,,,108.0,,108.0,,0.0,108.0,108.0,,337.2364,0.32,0.32,0.64,337.9128,0.32,0.32,0.64,
12/31/2008,2323.7,1917.7,1917.7,0.0,332.1,73.9,,,-1648.5,,1648.5,,-587.9,,,,,,87.3,-34.8,0.0,52.5,-10.7,,,41.8,,,,41.8,,41.8,,0.0,41.8,41.8,,330.845996,0.13,0.13,0.63,330.981471,0.13,0.13,0.13,
03/31/2009,2448.9,1872.8,1872.8,0.0,509.1,67.0,0.0,67.0,-1575.7,,1575.7,,-590.0,590.0,395.6,131.8,62.6,,283.2,-32.6,0.0,250.6,-85.7,60.4,25.3,164.9,0.0,0.0,0.0,164.9,0.0,164.9,0.0,0.0,164.9,123.1,-41.8,330.8048,0.5,0.5,0.372123,330.9645,0.5,0.5,0.372123,
06/30/2009,2628.0,1875.9,1875.9,0.0,684.9,67.2,0.0,67.2,-1584.2,,1584.2,,-602.2,602.2,405.7,132.8,63.7,,441.6,-30.4,0.0,411.2,-144.0,117.9,26.1,267.2,0.0,0.0,0.0,267.2,0.0,267.2,0.0,0.0,267.2,318.6,51.4,331.1718,0.81,0.81,0.962038,331.9552,0.8,0.8,0.95484,
09/30/2009,2517.5,1861.1,1861.1,0.0,594.5,61.9,0.0,61.9,-1565.1,,1565.1,,-589.9,589.9,399.4,130.4,60.1,,362.5,-27.9,0.0,334.6,-113.5,119.1,-5.6,221.1,0.0,0.0,0.0,221.1,0.0,221.1,0.0,0.0,221.1,230.6,9.5,331.4112,0.67,0.67,0.695812,332.6221,0.66,0.66,0.688561,
12/31/2009,2496.6,1865.7,1865.7,0.0,569.8,61.1,0.0,61.1,-1566.6,,1566.6,,-599.6,599.6,411.3,131.2,57.1,,330.4,-34.5,0.0,295.9,-96.5,80.5,16.0,199.4,0.0,0.0,0.0,199.4,0.0,199.4,0.0,0.0,199.4,180.5,-18.9,331.67276,0.6,0.6,0.544211,332.99848,0.6,0.6,0.543243,
