Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2001,30027.0,1245.0,1245.0,0,942.0,942.0,,0,0.0,0.0,0.0,0.0,876.0,,,3063.0,10915.0,,,0.0,16049.0,11224.0,11224.0,0.0,4825.0,26964.0,,239.0,239.0,,,,1000.0,1000.0,0.0,0.0,,3346.0,,,3346.0,4585.0,7385.0,7385.0,0.0,0.0,3653.0,,3653.0,11038.0,15623.0,3159.0,13018.0,,,-209.0,-2482.0,0.0,13486.0,918.0,14404.0,30027.0,
06/30/2001,26789.0,1923.0,1923.0,0,758.0,758.0,,0,0.0,0.0,0.0,0.0,828.0,,,3509.0,11823.0,,,0.0,11457.0,10085.0,10085.0,0.0,1372.0,23280.0,,344.0,344.0,,,,61.0,61.0,0.0,0.0,,3367.0,,,3367.0,3772.0,6048.0,6048.0,0.0,0.0,4121.0,,4121.0,10169.0,13941.0,3159.0,12136.0,,,-209.0,-3112.0,0.0,11974.0,874.0,12848.0,26789.0,
09/30/2001,25511.0,2260.0,2260.0,0,506.0,506.0,,0,0.0,0.0,0.0,0.0,622.0,,,3388.0,12058.0,,,0.0,10065.0,8291.0,8291.0,0.0,1774.0,22123.0,,189.0,189.0,,,,0.0,0.0,0.0,0.0,,2801.0,,,2801.0,2990.0,7647.0,7647.0,0.0,0.0,4002.0,,4002.0,11649.0,14639.0,3160.0,13553.0,,,-209.0,-6460.0,0.0,10044.0,828.0,10872.0,25511.0,
12/13/2001,4214.0,607.0,607.0,0,818.0,,,0,0.0,0.0,0.0,0.0,1220.0,,,2645.0,1000.0,,,0.0,569.0,0.0,0.0,0.0,569.0,1569.0,,247.0,247.0,,,,0.0,0.0,0.0,0.0,,9781.0,,,9781.0,10028.0,0.0,0.0,0.0,0.0,3220.0,,3220.0,3220.0,13248.0,3161.0,13646.0,,,-209.0,-25395.0,-237.0,-9034.0,0.0,-9034.0,4214.0,
12/31/2002,2635.0,423.0,423.0,0,482.0,482.0,,0,,,,,545.0,,,1450.0,1059.0,,,0.0,126.0,,,,126.0,1185.0,,141.0,141.0,,,,0.0,-238.0,238.0,238.0,,1171.0,,,1171.0,1312.0,0.0,-278.0,278.0,278.0,9814.0,,9814.0,9814.0,11126.0,2444.0,14359.0,,,-209.0,-24741.0,-344.0,-8491.0,,-8491.0,2635.0,
03/31/2003,2533.0,332.0,332.0,0,480.0,,,0,0.0,0.0,0.0,0.0,546.0,,,1358.0,1049.0,,,0.0,126.0,0.0,0.0,0.0,126.0,1175.0,,148.0,148.0,,,,0.0,0.0,0.0,0.0,,1158.0,,,1158.0,1306.0,0.0,0.0,0.0,0.0,9789.0,,9789.0,9789.0,11095.0,2430.0,14373.0,,,-209.0,-24.812,-25131.188,-8562.0,0.0,-8562.0,2533.0,
06/30/2003,2417.0,226.0,226.0,0,452.0,,,0,0.0,0.0,0.0,0.0,558.0,,,1236.0,1051.0,,,0.0,130.0,0.0,0.0,0.0,130.0,1181.0,,195.0,195.0,,,,0.0,0.0,0.0,0.0,,1069.0,,,1069.0,1264.0,0.0,0.0,0.0,0.0,9786.0,,9786.0,9786.0,11050.0,2429.0,14374.0,,,-209.0,-24.820999,-25202.179001,-8633.0,0.0,-8633.0,2417.0,
09/30/2003,2311.0,208.0,208.0,0,332.0,,,425,0.0,0.0,0.0,0.0,174.0,,,1139.0,1039.0,,,0.0,133.0,0.0,0.0,0.0,133.0,1172.0,,140.0,140.0,,,,0.0,0.0,0.0,0.0,,1073.0,,,1073.0,1213.0,0.0,0.0,0.0,0.0,10337.0,,10337.0,10337.0,11550.0,1900.0,14377.0,,,-209.0,-24.888,-25282.112,-9239.0,0.0,-9239.0,2311.0,
12/31/2003,2170.0,290.0,290.0,0,421.0,,,0,,,,,180.0,,,891.0,1109.0,,,0.0,170.0,,,,170.0,1279.0,,,,,,,0.0,,,,,1134.0,,,1134.0,1134.0,400.0,,,,241.0,,241.0,641.0,1775.0,0.0,,,,,,395.0,395.0,0.0,395.0,2170.0,
03/31/2004,2093.0,214.0,214.0,0,366.0,,,0,0.0,0.0,0.0,0.0,177.0,,,757.0,1186.0,,,0.0,150.0,87.0,,,63.0,1336.0,,148.0,148.0,,,,0.0,0.0,0.0,0.0,,889.0,,,889.0,1037.0,378.0,377.8,0.2,0.2,383.0,,383.0,761.0,1798.0,2.0,416.0,,,0.0,-123.0,0.0,295.0,0.0,295.0,2093.0,
06/30/2004,1944.0,139.0,139.0,0,332.0,,,0,0.0,0.0,0.0,0.0,153.0,,,624.0,1172.0,,,0.0,148.0,71.0,,,77.0,1320.0,,120.0,120.0,,,,40.0,40.0,0.0,0.0,,861.0,,,861.0,1021.0,371.0,200.0,171.0,171.0,362.0,,362.0,733.0,1754.0,2.0,422.0,,,0.0,-234.0,0.0,190.0,0.0,190.0,1944.0,
09/30/2004,1682.0,88.0,88.0,0,313.0,,,0,0.0,0.0,0.0,0.0,103.0,,,504.0,1059.0,,,0.0,119.0,63.0,,,56.0,1178.0,,144.0,144.0,,,,80.0,80.0,0.0,0.0,,750.0,,,750.0,974.0,292.0,292.0,0.0,0.0,322.0,,322.0,614.0,1588.0,2.0,427.0,,,0.0,-335.0,0.0,94.0,0.0,94.0,1682.0,
12/31/2004,1931.0,365.0,365.0,0,298.0,298.0,,0,0.0,0.0,0.0,0.0,102.0,,,765.0,1065.0,1189.0,-124.0,0.0,101.0,14.0,14.0,0.0,87.0,1166.0,,136.0,136.0,,,,18.0,0.0,18.0,18.0,,668.0,,,668.0,822.0,736.0,646.0,90.0,90.0,322.0,,322.0,1058.0,1880.0,2.0,431.0,,,0.0,-347.0,-35.0,51.0,0.0,51.0,1931.0,
03/31/2005,1795.0,277.0,277.0,0,286.0,286.0,,0,0.0,0.0,0.0,0.0,104.0,,,667.0,1032.0,,,0.0,96.0,2.0,,,94.0,1128.0,,115.0,115.0,,,,0.0,0.0,0.0,0.0,,655.0,,,655.0,770.0,727.0,642.0,85.0,85.0,328.0,,328.0,1055.0,1825.0,2.0,443.0,,,0.0,-453.0,-22.0,-30.0,0.0,-30.0,1795.0,
06/30/2005,1747.0,305.0,305.0,0,233.0,233.0,,0,0.0,0.0,0.0,0.0,116.0,,,654.0,1002.0,1181.0,-179.0,0.0,91.0,0.0,0.0,0.0,91.0,1093.0,,136.0,136.0,,,,0.0,0.0,0.0,0.0,,677.0,,,677.0,813.0,705.0,635.0,70.0,70.0,300.0,,300.0,1005.0,1818.0,2.0,465.0,,,0.0,-528.0,-10.0,-71.0,0.0,-71.0,1747.0,
09/30/2005,1671.0,260.0,260.0,0,254.0,254.0,,0,0.0,0.0,0.0,0.0,95.0,,,609.0,978.0,1189.0,-211.0,0.0,84.0,0.0,0.0,0.0,84.0,1062.0,,172.0,172.0,,,,0.0,0.0,0.0,0.0,,631.0,,,631.0,803.0,446.0,380.0,66.0,66.0,561.0,,561.0,1007.0,1810.0,2.0,491.0,,,0.0,-622.0,-10.0,-139.0,0.0,-139.0,1671.0,
12/31/2005,1590.0,224.0,224.0,0,225.0,225.0,,0,0.0,0.0,0.0,0.0,99.0,,,548.0,963.0,1205.0,-242.0,0.0,79.0,0.0,0.0,0.0,79.0,1042.0,,197.0,197.0,,,,26.0,26.0,0.0,0.0,,584.0,,,584.0,807.0,685.0,623.0,62.0,62.0,271.0,,271.0,956.0,1763.0,2.0,534.0,,,0.0,-701.0,-8.0,-173.0,0.0,-173.0,1590.0,
03/31/2006,1512.0,154.0,154.0,0,223.0,223.0,,0,0.0,0.0,0.0,0.0,87.0,,,464.0,966.0,1244.0,-278.0,0.0,82.0,0.0,0.0,0.0,82.0,1048.0,,164.0,164.0,,,,31.0,31.0,0.0,0.0,,605.0,,,605.0,800.0,701.0,622.0,79.0,79.0,267.0,,267.0,968.0,1768.0,2.0,561.0,,,0.0,-809.0,-10.0,-256.0,0.0,-256.0,1512.0,
06/30/2006,1872.0,456.0,456.0,0,221.0,221.0,,0,0.0,0.0,0.0,0.0,98.0,,,775.0,995.0,1310.0,-315.0,0.0,102.0,0.0,0.0,0.0,102.0,1097.0,,220.0,220.0,,,,7.0,7.0,0.0,0.0,,590.0,,,590.0,817.0,883.0,804.0,79.0,79.0,258.0,,258.0,1141.0,1958.0,2.0,811.0,,,0.0,-885.0,-14.0,-86.0,0.0,-86.0,1872.0,
09/30/2006,1834.0,417.0,417.0,0,227.0,227.0,,0,0.0,0.0,0.0,0.0,91.0,,,735.0,1002.0,1358.0,-356.0,0.0,97.0,0.0,0.0,0.0,97.0,1099.0,,240.0,240.0,,,,13.0,13.0,0.0,0.0,,561.0,,,561.0,814.0,622.0,535.0,87.0,87.0,529.0,,529.0,1151.0,1965.0,2.0,815.0,,,0.0,-935.0,-13.0,-131.0,0.0,-131.0,1834.0,
12/31/2006,2055.0,459.0,459.0,0,262.0,262.0,,0,0.0,0.0,0.0,0.0,87.0,,,808.0,1132.0,1539.0,-407.0,0.0,115.0,26.0,0.0,26.0,89.0,1247.0,,283.0,283.0,,,,12.0,,,,,612.0,,,612.0,907.0,1042.0,936.0,106.0,106.0,301.0,,301.0,1343.0,2250.0,2.0,857.0,,,0.0,-1025.0,-29.0,-195.0,0.0,-195.0,2055.0,
03/31/2007,2217.0,378.0,378.0,0,246.0,246.0,,0,0.0,0.0,0.0,0.0,99.0,,,723.0,1142.0,1596.0,-454.0,0.0,352.0,6.0,6.0,0.0,346.0,1494.0,,253.0,253.0,,,,36.0,36.0,0.0,0.0,,632.0,,,632.0,921.0,1278.0,1166.0,112.0,112.0,308.0,,308.0,1586.0,2507.0,2.0,883.0,,,0.0,-1145.0,-30.0,-290.0,0.0,-290.0,2217.0,
06/30/2007,2653.0,462.0,462.0,0,303.0,303.0,,0,0.0,0.0,0.0,0.0,154.0,,,919.0,1408.0,1929.0,-521.0,0.0,326.0,192.0,0.0,192.0,134.0,1734.0,,262.0,262.0,,,,20.0,20.0,0.0,0.0,,736.0,,,736.0,1018.0,1641.0,1527.0,114.0,114.0,357.0,,357.0,1998.0,3016.0,2.0,909.0,,,0.0,-1245.0,-29.0,-363.0,0.0,-363.0,2653.0,
09/30/2007,2643.0,369.0,369.0,0,334.0,334.0,,0,0.0,0.0,0.0,0.0,169.0,,,872.0,1453.0,2044.0,-591.0,0.0,318.0,153.0,153.0,0.0,165.0,1771.0,,264.0,264.0,,,,12.0,12.0,0.0,0.0,,706.0,,,706.0,982.0,1388.0,1271.0,117.0,117.0,347.0,,347.0,1735.0,2717.0,2.0,1292.0,,,0.0,-1333.0,-35.0,-74.0,0.0,-74.0,2643.0,
12/31/2007,2667.0,397.0,397.0,0,345.0,345.0,,0,0.0,0.0,0.0,0.0,139.0,,,881.0,1467.0,2131.0,-664.0,0.0,319.0,193.0,0.0,193.0,126.0,1786.0,,286.0,286.0,,,,26.0,-28.0,54.0,54.0,,683.0,,,683.0,995.0,1372.0,1249.0,123.0,123.0,363.0,,363.0,1735.0,2730.0,2.0,1308.0,,,0.0,-1331.0,-42.0,-63.0,0.0,-63.0,2667.0,
03/31/2008,2659.0,362.0,362.0,0,353.0,353.0,,0,0.0,0.0,0.0,0.0,156.0,,,871.0,1471.0,2193.0,-722.0,0.0,317.0,159.0,159.0,0.0,158.0,1788.0,,284.0,284.0,,,,28.0,,,,,724.0,,,724.0,1036.0,1375.0,1253.0,122.0,122.0,363.0,,363.0,1738.0,2774.0,2.0,1341.0,,,0.0,-1400.0,-58.0,-115.0,0.0,-115.0,2659.0,
06/30/2008,2656.0,318.0,318.0,0,363.0,363.0,,0,0.0,0.0,0.0,0.0,192.0,,,873.0,1470.0,2270.0,-800.0,0.0,313.0,181.0,181.0,0.0,132.0,1783.0,,293.0,293.0,,,,24.0,24.0,0.0,0.0,,741.0,,,741.0,1058.0,1368.0,1253.0,115.0,115.0,380.0,,380.0,1748.0,2806.0,2.0,1370.0,,,0.0,-1488.0,-34.0,-150.0,0.0,-150.0,2656.0,
09/30/2008,2542.0,346.0,346.0,0,354.0,354.0,,0,0.0,0.0,0.0,0.0,155.0,,,855.0,1397.0,2233.0,-836.0,0.0,290.0,199.0,,,91.0,1687.0,,309.0,309.0,,,,34.0,-21.0,55.0,55.0,,700.0,,,700.0,1043.0,1310.0,1208.0,102.0,102.0,388.0,,388.0,1698.0,2741.0,2.0,1389.0,,,0.0,-1558.0,-32.0,-199.0,0.0,-199.0,2542.0,
12/31/2008,2349.0,360.0,360.0,0,336.0,336.0,,0,0.0,0.0,0.0,0.0,110.0,,,806.0,1300.0,2151.0,-851.0,0.0,243.0,172.0,147.0,25.0,71.0,1543.0,,329.0,329.0,,,,26.0,,,,,604.0,,,604.0,959.0,1220.0,1127.0,93.0,93.0,416.0,,416.0,1636.0,2595.0,2.0,1400.0,,,0.0,-1625.0,-23.0,-246.0,0.0,-246.0,2349.0,
03/31/2009,2258.0,306.0,306.0,0,332.0,332.0,0.0,0,0.0,0.0,0.0,0.0,118.0,,118.0,756.0,1260.0,2177.0,-917.0,0.0,242.0,172.0,,172.0,70.0,1502.0,,376.0,277.0,,,99.0,28.0,0.0,,,28.0,504.0,329.0,,371.0,908.0,1203.0,1120.0,83.0,83.0,407.0,12.0,66.0,1610.0,2518.0,2.0,1427.0,1.0,1426.0,0.0,-1683.0,-6.0,-260.0,0.0,-260.0,2258.0,
06/30/2009,2328.0,268.0,268.0,0,365.0,365.0,0.0,0,0.0,0.0,0.0,0.0,116.0,,116.0,749.0,1319.0,2362.0,-1043.0,0.0,260.0,189.0,,189.0,71.0,1579.0,,381.0,282.0,,,99.0,19.0,0.0,,,19.0,545.0,337.0,,399.0,945.0,1245.0,1157.0,88.0,88.0,423.0,13.0,73.0,1668.0,2613.0,2.0,1423.0,1.0,1422.0,0.0,-1656.0,-54.0,-285.0,0.0,-285.0,2328.0,
09/30/2009,2463.0,429.0,429.0,0,339.0,339.0,0.0,0,0.0,0.0,0.0,0.0,117.0,,117.0,885.0,1302.0,2419.0,-1117.0,0.0,276.0,196.0,,,80.0,1578.0,,369.0,260.0,,,109.0,27.0,0.0,,,27.0,560.0,347.0,,412.0,956.0,1402.0,1308.0,94.0,94.0,438.0,14.0,77.0,1840.0,2796.0,2.0,1426.0,1.0,1425.0,0.0,-1729.0,-32.0,-333.0,0.0,-333.0,2463.0,
12/31/2009,2488.0,477.0,477.0,0,328.0,328.0,0.0,0,0.0,0.0,0.0,0.0,110.0,0.0,110.0,915.0,1280.0,2496.0,-1216.0,0.0,293.0,198.0,175.0,23.0,95.0,1573.0,,411.0,312.0,0.0,0.0,99.0,37.0,0.0,,,37.0,595.0,334.0,0.0,421.0,1043.0,1385.0,1295.0,90.0,90.0,420.0,13.0,73.0,1805.0,2848.0,2.0,1428.0,1.0,1427.0,0.0,-1766.0,-24.0,-360.0,0.0,-360.0,2488.0,
03/31/2010,2343.0,359.0,359.0,0,360.0,360.0,0.0,0,0.0,0.0,0.0,0.0,110.0,,110.0,829.0,1229.0,2497.0,-1268.0,0.0,285.0,193.0,,193.0,92.0,1514.0,,397.0,287.0,,,110.0,85.0,0.0,50.0,50.0,35.0,525.0,333.0,,344.0,1007.0,1368.0,1284.0,84.0,84.0,417.0,8.0,76.0,1785.0,2792.0,2.0,1431.0,1.0,1430.0,0.0,-1885.0,3.0,-449.0,0.0,-449.0,2343.0,
06/30/2010,2249.0,328.0,328.0,0,336.0,336.0,0.0,0,0.0,0.0,0.0,0.0,105.0,,105.0,769.0,1203.0,2535.0,-1332.0,0.0,277.0,191.0,,,86.0,1480.0,,356.0,269.0,,,87.0,208.0,0.0,51.0,51.0,157.0,547.0,323.0,,370.0,1111.0,1242.0,1163.0,79.0,79.0,383.0,,60.0,1625.0,2736.0,2.0,1435.0,1.0,1434.0,0.0,-1932.0,8.0,-487.0,0.0,-487.0,2249.0,
09/30/2010,2242.0,311.0,311.0,0,343.0,343.0,0.0,0,0.0,0.0,0.0,0.0,104.0,,104.0,758.0,1207.0,2649.0,-1442.0,0.0,277.0,197.0,,197.0,80.0,1484.0,,346.0,238.0,,,108.0,222.0,0.0,54.0,54.0,168.0,533.0,330.0,,361.0,1101.0,1254.0,1172.0,82.0,82.0,389.0,,59.0,1643.0,2744.0,2.0,1439.0,1.0,1438.0,0.0,-1938.0,-5.0,-502.0,0.0,-502.0,2242.0,
12/31/2010,2310.0,372.0,372.0,0,324.0,324.0,0.0,0,0.0,0.0,0.0,0.0,95.0,0.0,95.0,791.0,1179.0,2693.0,-1514.0,0.0,340.0,227.0,208.0,19.0,113.0,1519.0,,375.0,297.0,0.0,0.0,78.0,78.0,0.0,51.0,51.0,27.0,560.0,338.0,0.0,376.0,1013.0,1383.0,1311.0,72.0,72.0,391.0,0.0,53.0,1774.0,2787.0,2.0,1444.0,1.0,1443.0,0.0,-1938.0,15.0,-477.0,0.0,-477.0,2310.0,
03/31/2011,2261.0,265.0,265.0,0,356.0,356.0,0.0,0,0.0,0.0,0.0,0.0,107.0,,107.0,728.0,1189.0,2802.0,-1613.0,0.0,344.0,229.0,,,115.0,1533.0,,353.0,262.0,,,91.0,89.0,0.0,52.0,52.0,37.0,546.0,337.0,,366.0,988.0,1406.0,1328.0,78.0,78.0,392.0,,55.0,1798.0,2786.0,2.0,1445.0,1.0,1444.0,0.0,-1971.0,-1.0,-525.0,0.0,-525.0,2261.0,
06/30/2011,2284.0,259.0,259.0,0,370.0,370.0,0.0,0,0.0,0.0,0.0,0.0,115.0,,115.0,744.0,1191.0,2882.0,-1691.0,0.0,349.0,234.0,,234.0,115.0,1540.0,,363.0,273.0,,,90.0,102.0,0.0,54.0,54.0,48.0,519.0,365.0,,346.0,984.0,1427.0,1346.0,81.0,81.0,421.0,,56.0,1848.0,2832.0,2.0,1449.0,1.0,1448.0,0.0,-2005.0,6.0,-548.0,0.0,-548.0,2284.0,
