Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1995,428.584991,2.309,2.309,0.0,83.692001,,,110.177002,,,,,8.716,,,,,,204.893997,178.298996,,,0.0,,45.391998,,,,,,45.391998,223.690994,,50.722,50.722,,,,38.571999,,,,,,24.985001,,,24.985001,114.278999,125.693001,,,,,39.738998,,,39.738998,165.431999,279.710999,0.0,103.617996,,,-1.554,,46.810001,148.873997,0.0,148.873997,428.584995,
09/30/1995,460.877014,9.373,9.373,0.0,95.57,,,119.277,,,,,9.162,,,,,,233.382004,182.190994,,,0.0,,45.304001,,,,,,45.304001,227.494995,,43.792999,43.792999,,,,10.669,,,,,,23.235,,,23.235,77.696999,128.559006,,,,,38.833,,,38.833,167.392006,245.089005,0.0,167.235992,,,-1.671,,50.222998,215.787991,0.0,215.787991,460.876995,
12/31/1995,453.125,2.885,2.885,0.0,76.417,,,124.772003,,,,,105.111,,,,,,309.184998,100.158997,137.912994,-37.754002,0.0,,43.780998,,,,,,43.780998,143.939995,,44.254002,44.254002,,,,8.069,,,,,,25.967998,,,25.967998,78.291,124.182999,,,,,22.584999,,,22.584999,146.767998,225.058998,0.0,176.475006,,,-1.331,,52.922,228.066006,0.0,228.066006,453.125004,
03/31/1996,495.894989,5.924,5.924,0.0,98.449997,,,128.141006,,,,,14.313,,,,,,246.828003,192.988007,,,0.0,,56.078999,,,,,,56.078999,249.067006,,50.827999,50.827999,,,,24.896999,,,,,,23.739998,,,23.739998,99.464996,124.837997,,,,,39.189999,,,39.189999,164.027996,263.492992,0.0,176.839005,,,-1.904,,57.467,232.402005,0.0,232.402005,495.894997,
06/30/1996,550.702026,11.103,11.103,0.0,105.532997,,,140.932999,,,,,19.896999,,,,,,277.466003,205.214996,,,0.0,,68.021004,,,,,,68.021004,273.236,,53.591999,53.591999,,,,48.335999,,,,,,39.400005,,,39.400005,141.328003,123.750999,,,,,40.186001,,,40.186001,163.937,305.265003,0.0,186.360992,,,-2.166,,61.242,245.436993,0.0,245.436993,550.701996,
09/30/1996,695.468994,11.555,11.555,0.0,122.181999,,,163.248001,,,,,16.542,,,,,,313.527008,287.70401,,,0.0,,94.237999,,,,,,94.237999,381.942009,,73.997002,73.997002,,,,28.854,,,,,,60.130993,,,60.130993,162.981995,126.472,,,,,33.334999,,,33.334999,159.806999,322.788994,0.0,304.256989,,,-2.376,,70.798997,372.679986,0.0,372.679986,695.46898,
12/31/1996,852.843018,247.807003,223.966003,23.841,119.152,,,157.630997,,,,,34.091,,,,,,558.68103,172.723999,222.320999,-49.597,0.0,,121.438004,,,,,,121.438004,294.162003,,80.782997,80.782997,,,,8.073,,,,,,144.27001,,,144.27001,233.126007,126.709999,,,,,38.923,,,38.923,165.632999,398.759006,0.0,304.651001,,,-2.569,,152.001999,454.084,0.0,454.084,852.843006,
03/31/1997,810.984009,103.994003,103.994003,0.0,150.184998,,,175.320999,,,,,60.52,,,,,,490.019989,181.076004,,,0.0,,139.888,,,,,,139.888,320.964004,,85.917,85.917,,,,12.078,,,,,,78.794993,,,78.794993,176.789993,126.511002,,,,,39.881001,,,39.881001,166.392003,343.181996,0.0,304.651001,,,-2.994,,166.145001,467.802002,0.0,467.802002,810.983998,
06/30/1997,896.345,54.973,54.973,,161.138,161.138,,228.092,135.308,36.42,56.364,,34.425,,,,,,478.628,230.761,,,,,186.956,154.179,154.179,0.0,,,32.777,417.717,,117.702,117.702,,,,15.174,,,,,,86.774,,,86.774,219.65,138.468,,,,,52.387,,,52.387,190.855,410.505,,454.868,,,-151.94,191.74,-8.828,485.84,,485.84,896.345,
09/30/1997,991.260986,16.926001,16.926001,0.0,188.203995,,,243.617004,,,,,36.966,,,,,,485.713013,277.64801,,,0.0,,227.899994,,,,,,227.899994,505.548004,,119.302002,119.302002,,,,44.562,,,,,,91.188,,,91.188,255.052002,164.994995,,,,,62.411999,,,62.411999,227.406994,482.458996,0.0,457.343994,,,-152.244003,,203.702003,508.801994,0.0,508.801994,991.26099,
12/31/1997,2737.909912,74.210999,74.210999,0.0,524.929016,,,455.811005,238.348999,66.402,151.059998,,79.125,,,,,,1134.07605,866.812988,1631.560059,-764.747009,0.0,,737.020996,306.64801,,,,,430.372986,1603.833984,,218.809998,218.809998,,,,37.421001,,,,,,246.938007,,,246.938007,503.169006,654.822021,,,,,121.370003,,,121.370003,776.192024,1279.361031,0.0,1119.982056,,,-165.287003,,503.853989,1458.549042,0.0,1458.549042,2737.910072,
03/31/1998,1550.458008,25.181999,25.181999,0.0,270.320007,,,316.201996,,,,,63.452999,,,,,,675.156982,327.81601,,,0.0,,547.484985,,,,,,547.484985,875.300995,,148.501007,148.501007,,,,143.496002,,,,,,129.261994,,,129.261994,421.259003,444.575012,,,,,95.624001,,,95.624001,540.199013,961.458016,0.0,494.44101,,,-152.602005,,247.161003,589.000008,0.0,589.000008,1550.458024,
06/30/1998,2922.306,66.527,66.527,,507.731,507.731,,529.069,291.969,67.829,169.271,,94.226,,,,,,1197.553,872.045,,,,,852.708,758.993,758.993,0.0,,,93.715,1724.753,,192.183,192.183,,,,220.795,,,,,,236.218,,,236.218,649.196,649.463,,,,,128.186,,,128.186,777.649,1426.845,,1143.112,,,-183.435,588.6,-52.816,1495.461,,1495.461,2922.306,
09/30/1998,2924.219971,48.542,48.542,0.0,461.322998,,,552.609009,279.403992,71.684998,201.520004,,114.802002,,,,,,1177.276001,900.616028,,,0.0,,846.328003,,,,,,846.328003,1746.944031,,159.024994,159.024994,,,,259.742004,,,,,,216.251007,,,216.251007,635.018005,647.052002,,,,,118.639999,,,118.639999,765.692001,1400.710006,0.0,1154.916016,,,-190.996002,,559.589996,1523.51001,0.0,1523.51001,2924.220016,
12/31/1998,2638.612061,34.131001,34.131001,0.0,271.867004,,,298.554993,86.304001,25.59,186.660995,0.0,127.542999,,,,,,732.096008,629.276001,1378.015991,-748.73999,0.0,,1277.23999,648.570007,,,,,628.669983,1906.515991,,92.274002,92.274002,,,,152.194,,,,,,168.104996,,,168.104996,412.572998,220.397995,,,,,106.373001,,,106.373001,326.770996,739.343994,402.5,1156.411987,,,-193.328003,,530.79599,1896.379974,2.888,1899.267974,2638.611969,
03/31/1999,3037.360107,34.736,34.736,0.0,367.298004,,,522.156982,253.768997,42.84,225.548004,,144.873001,,,,,,1069.063965,1008.013977,,,0.0,,960.281982,837.703979,,,,,122.578003,1968.295959,,108.174004,108.174004,,,,225.431,,,,,,180.881019,,,180.881019,514.486023,632.611023,,,,,140.179993,,,140.179993,772.791016,1287.277039,0.0,1230.642944,,,-268.459991,,519.059997,1481.24295,268.839996,1750.082946,3037.359985,
06/30/1999,3041.099,29.952,29.952,,368.157,368.157,,499.951,250.937,55.252,193.762,,148.215,,,,,,1046.275,1016.032,,,,,978.792,867.71,867.71,0.0,,,111.082,1994.824,,110.894,110.894,,,,256.043,,,,,,181.232,,,181.232,548.169,630.957,,,,,165.368,,,165.368,796.325,1344.494,,1245.817,,,-269.257,607.703,-81.7,1502.563,194.042,1696.605,3041.099,
09/30/1999,3443.468994,21.169001,21.169001,0.0,345.43399,,,359.446014,158.727005,50.57,150.201996,0.0,126.427002,,,,,,852.476013,901.502014,,,0.0,,1689.490967,969.046021,,,,,720.444946,2590.992981,,96.719002,96.719002,,,,294.01001,,,,,,217.245964,,,217.245964,607.974976,627.544006,,,,,160.548996,,,160.548996,788.093002,1396.067978,0.0,1645.944946,,,-303.559998,,509.806992,1852.19194,195.209,2047.40094,3443.468918,
12/31/1999,3513.789062,44.361,44.361,0.0,352.139008,,,364.606995,159.380005,34.089001,171.138,0.0,108.042,,,,,,869.148987,898.995972,1675.494995,-776.499023,0.0,,1745.644043,991.679016,,,,,753.965027,2644.640015,,117.529999,117.529999,,,,322.766998,,,,,,225.78302,,,225.78302,666.080017,226.602997,,,,,186.610992,,,186.610992,413.213989,1079.294006,402.5,1646.848022,,,-309.963013,,496.513016,2235.898026,198.597,2434.495026,3513.789032,
03/31/2000,3600.045898,27.551001,27.551001,0.0,385.648987,,,401.028992,144.703995,54.844002,201.481003,0.0,128.270996,,,,,,942.5,878.263,,,0.0,,1779.282959,1009.429016,,,,,769.853943,2657.545959,,131.671997,131.671997,,,,394.261993,,,,,,213.09903,,,213.09903,739.03302,626.982971,,,,,197.899994,,,197.899994,824.882965,1563.915985,0.0,1654.925049,,,-310.546997,,492.787002,1837.165054,198.964996,2036.13005,3600.046035,
06/30/2000,3456.0271,281.71701,281.71701,0.0,423.734985,,,419.723999,149.147995,56.966999,213.608994,0.0,124.790001,,,,,,1249.965942,874.273987,,,0.0,,1331.786987,1027.583984,,,,,304.203003,2206.060974,,139.311996,139.311996,,,,216.434006,,,,,,198.150971,,,198.150971,553.896973,1127.550049,,,,,212.572006,,,212.572006,1340.122055,1894.019028,0.0,1657.012939,,,-311.05899,,16.977996,1362.931945,199.076004,1562.007949,3456.026977,
09/30/2000,3405.228027,97.738998,97.738998,0.0,446.515991,,,431.509003,158.641006,48.666,224.201996,0.0,125.801003,,,,,,1101.564941,927.950012,,,0.0,,1375.713013,1071.077026,,,,,304.635987,2303.663025,,152.671005,152.671005,,,,39.501999,,,,,,258.289002,,,258.289002,450.462006,1134.22998,,,,,205.893997,,,205.893997,1340.123977,1790.585983,0.0,1711.500977,,,-304.252991,,8.085999,1415.333985,199.307999,1614.641984,3405.227967,
12/31/2000,3461.579102,153.807999,153.807999,0.0,498.662994,,,443.588013,152.569,46.5,244.518997,0.0,145.528,,,,,,1241.587036,973.025024,1854.962036,-881.937012,0.0,,1246.967041,1051.562012,,,,,195.405029,2219.992065,,196.199997,196.199997,,,,31.134001,,,,,,235.382005,,,235.382005,462.716003,1132.676025,,,,,329.205994,,,329.205994,1461.882019,1924.598022,0.0,1716.015991,,,-312.609009,,-64.949005,1338.457977,198.522995,1536.980972,3461.578994,
03/31/2001,3349.386963,52.208,52.208,0.0,473.265991,,,389.55899,106.022003,33.592999,249.944,0.0,149.214005,,,,,,1064.246948,714.507996,,,0.0,,1570.631958,901.052002,901.52002,-0.468018,,,669.579956,2285.139954,,162.662994,162.662994,,,,232.126999,,,,,,243.731003,,,243.731003,638.520996,1132.953979,,,,,207.733002,,,207.733002,1340.686981,1979.207977,0.0,1720.485962,,,-304.65799,,-46.757995,1369.069977,1.109,1370.178977,3349.386954,
06/30/2001,3825.329102,38.116001,38.116001,0.0,556.325989,,,437.033997,128.632996,35.93,272.471008,0.0,153.25,,,,,,1184.725952,888.461975,,,0.0,,1752.140991,1108.870972,1108.870972,0.0,,,643.270019,2640.602966,,196.410004,196.410004,,,,391.014008,,,,,,273.619994,,,273.619994,861.044006,1148.605957,,,,,195.113998,,,195.113998,1343.719955,2204.763961,0.0,1920.833008,,,-305.130005,,0.209992,1615.912995,4.652,1620.564995,3825.328956,
09/30/2001,3877.564941,44.731998,44.731998,0.0,456.756989,,,483.946014,128.895996,47.443001,307.606995,0.0,164.639008,,,,,,1150.073975,938.781982,,,0.0,,1788.708984,1148.715942,1148.715942,0.0,,,639.993042,2727.490966,,200.574005,200.574005,,,,308.954987,,,,,,313.65802,,,313.65802,823.187012,1155.625977,,,,,197.022995,,,197.022995,1352.648972,2175.835984,0.0,1937.42395,,,-300.686005,,61.546997,1698.284942,3.444,1701.728942,3877.564926,
12/31/2001,4296.361816,88.832001,88.832001,0.0,462.148987,,,504.985992,143.141998,49.543999,312.299988,0.0,175.365997,,,,,,1231.333008,1039.615967,1984.562012,-944.945984,0.0,,2025.412964,1383.271973,1383.271973,0.0,,,642.140991,3065.028931,,219.630005,219.630005,,,,190.229004,,,,,,349.737976,,,349.737976,759.596985,1499.793945,,,,,194.483994,,,194.483994,1694.277939,2453.874924,0.0,2042.380005,,,-304.346008,,100.206009,1838.240006,4.247,1842.487006,4296.36193,
03/31/2002,4470.647949,71.720001,71.720001,0.0,469.80899,,,525.075012,146.313995,52.166,326.595001,0.0,179.201996,,,,,,1245.80603,1050.724976,,,0.0,,2174.116943,1635.532959,1379.291992,256.240967,,,538.583984,3224.841919,,177.798996,177.798996,,,,299.375,,,,,,351.729019,,,351.729019,828.903015,1496.499023,,,,,195.891006,,,195.891006,1692.390029,2521.293044,0.0,2125.439941,,,-293.886993,,117.801986,1949.354934,0.0,1949.354934,4470.647978,
06/30/2002,4554.641113,48.41,48.41,0.0,516.315979,,,528.452026,146.091995,50.453999,231.906006,0.0,179.024994,,,,,,1272.214966,1077.912964,,,0.0,,2204.512939,1656.982056,1401.541992,255.440064,,,547.530883,3282.425903,,190.690002,190.690002,,,,315.64801,,,,,,329.330018,,,329.330018,835.66803,1506.172974,,,,,192.550003,,,192.550003,1698.722977,2534.391007,0.0,2100.37793,,,-266.329987,,186.201989,2020.249932,0.0,2020.249932,4554.640939,
09/30/2002,4400.191895,57.073,57.073,0.0,484.763,,,539.343994,149.735992,46.285,343.322998,0.0,180.964996,,,,,,1262.156982,1091.192993,,,0.0,,2046.842041,1704.134033,1446.962036,257.171997,,,342.708008,3138.035034,,181.440002,181.440002,,,,370.746002,,,,,,317.615998,,,317.615998,869.802002,1522.760986,,,,,117.164001,,,117.164001,1639.924987,2509.726989,0.0,2102.448975,,,-266.32901,,54.345016,1890.464981,0.0,1890.464981,4400.19197,
12/31/2002,4494.98877,48.837002,48.837002,0.0,485.178009,,,547.744019,156.294006,50.874001,340.575989,0.0,177.479996,,,,,,1259.239014,1126.161987,2220.264893,-1094.103027,0.0,,2109.587891,1757.035034,1497.302002,259.733032,,,352.552857,3235.749878,,186.326004,186.326004,,,,364.272003,,,,,,326.878983,,,326.878983,877.47699,1513.906982,,,,,129.108994,,,129.108994,1643.015976,2520.492966,0.0,2118.500977,,,-270.333008,,126.328003,1974.495972,0.0,1974.495972,4494.988938,
03/31/2003,4583.251953,38.469002,38.469002,0.0,514.921997,,,564.359009,169.123001,53.465,341.770996,0.0,179.854996,,,,,,1297.60498,1147.677002,,,0.0,,2137.969971,1781.491943,1511.935059,269.556884,,,356.478028,3285.646973,,177.852997,177.852997,,,,386.225006,,,,,,341.447021,,,341.447021,905.525024,1518.644043,,,,,122.557999,,,122.557999,1641.202042,2546.727066,0.0,2121.664062,,,-295.621002,,210.482002,2036.525062,0.0,2036.525062,4583.252128,
06/30/2003,4788.341797,49.084999,49.084999,0.0,510.664001,,,595.796021,176.403,48.463001,370.929993,0.0,175.190002,,,,,,1330.734985,1212.167969,,,0.0,,2245.438965,1838.442993,1566.110962,272.332031,,,406.995972,3457.606934,,215.716003,215.716003,,,,415.184998,,,,,,332.255981,,,332.255981,963.156982,1520.187012,,,,,133.731003,,,133.731003,1653.918015,2617.074997,0.0,2131.791016,,,-254.912003,324.449005,-30.061,2171.267018,0.0,2171.267018,4788.342015,
09/30/2003,4930.481934,68.853996,68.853996,0.0,536.840027,,,627.343994,171.619003,68.211998,387.513,0.0,196.395996,,,,,,1429.43396,1236.958984,,,0.0,,2264.089111,1864.672974,1570.512939,294.160035,,,399.416137,3501.048095,,211.220001,211.220001,,,,474.390991,,,,,,360.976044,,,360.976044,1046.587036,1119.614014,,,,,158.018997,,,158.018997,1277.633011,2324.220047,0.0,2533.125,,,-254.891006,358.490997,-30.46299,2606.262001,0.0,2606.262001,4930.482048,
12/31/2003,4994.324219,56.082001,56.082001,0.0,556.30603,,,616.747986,158.328003,34.193001,424.22699,0.0,196.037003,,,,,,1425.172974,1283.982056,2603.37207,-1319.390015,0.0,,2285.168945,1892.598022,1601.21106,291.386962,,,392.570923,3569.151001,,234.598999,234.598999,,,,207.341995,,,,,,292.731003,,,292.731003,734.671997,1379.610962,1371.651962,7.959,7.959,,171.973007,,,171.973007,1551.583969,2286.255966,0.0,2536.887939,,,-254.925995,405.372009,20.733979,2708.067932,0.0,2708.067932,4994.323898,
03/31/2004,5115.540039,55.862,55.862,0.0,606.614014,,,663.963013,173.271011,65.605003,425.087006,0.0,184.746002,,,,,,1511.180054,1292.650024,,,0.0,,2311.709961,1907.829956,1613.720093,294.109863,,,403.880005,3604.359985,,240.795013,240.795013,,,,188.631012,,,,,,376.211975,,,376.211975,805.638,1388.210083,,,,,131.800995,,,131.800995,1520.011078,2325.649078,0.0,2564.630127,,,-248.788986,457.97699,16.083007,2789.901138,0.0,2789.901138,5115.550216,
06/30/2004,5018.560059,59.779999,59.779999,0.0,571.695984,,,643.873962,169.788986,41.987,432.097992,0.0,211.173996,,,,,,1486.52002,1296.060059,,,0.0,,2235.97998,1890.189941,1597.01001,293.179931,,,345.790039,3532.040039,,204.979996,204.979996,,,,84.235001,,,,,,350.368987,,,350.368987,639.583984,1376.060059,,,,,149.396988,,,149.396988,1525.457047,2165.041031,0.0,2577.300049,,,-244.951996,531.865967,-10.69397,2853.52005,0.0,2853.52005,5018.561081,
