Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2016,12664.0,1037.0,1037.0,0.0,1383.0,1383.0,0.0,1802.0,168.0,49.0,1585.0,0.0,688.0,263.0,0.0,,0.0,418.0,4910.0,4480.0,11842.0,-7362.0,0.0,,3274.0,3045.0,2797.0,248.0,,66.0,163.0,7754.0,,1391.0,845.0,255.0,0.0,291.0,179.0,2.0,,,,177.0,858.0,0.0,156.0,844.0,2428.0,7403.0,7403.0,,,,765.0,0.0,87.0,522.0,8168.0,10596.0,0.0,6572.0,1.0,6571.0,0.0,-2950.0,-1610.0,2012.0,56.0,2068.0,12664.0,
03/31/2017,12162.0,546.0,546.0,0.0,1292.0,1292.0,0.0,1700.0,166.0,43.0,1491.0,0.0,1568.0,247.0,,860.0,,457.0,5106.0,4265.0,11689.0,-7424.0,0.0,,2791.0,2602.0,2363.0,239.0,,65.0,124.0,7056.0,,1325.0,803.0,234.0,,288.0,240.0,2.0,,,,238.0,882.0,,,878.0,2447.0,7299.0,7299.0,,,,725.0,,,725.0,8024.0,10471.0,0.0,6600.0,1.0,6599.0,0.0,-3398.0,-1567.0,1635.0,56.0,1691.0,12162.0,
06/30/2017,12052.0,584.0,584.0,0.0,1165.0,1165.0,0.0,1728.0,160.0,51.0,1517.0,0.0,1570.0,233.0,,929.0,,400.0,5047.0,4111.0,11629.0,-7518.0,0.0,,2894.0,2527.0,2293.0,234.0,,63.0,304.0,7005.0,,1355.0,837.0,223.0,,295.0,152.0,7.0,,,,145.0,873.0,,,861.0,2380.0,7538.0,7538.0,,,,610.0,,,610.0,8148.0,10528.0,0.0,6613.0,1.0,6612.0,,-3569.0,-1577.0,1467.0,57.0,1524.0,12052.0,
09/30/2017,12013.0,445.0,445.0,0.0,1236.0,1236.0,0.0,1752.0,145.0,70.0,1537.0,0.0,1610.0,266.0,,935.0,,399.0,5043.0,3989.0,11622.0,-7633.0,0.0,,2981.0,2575.0,2346.0,229.0,,65.0,341.0,6970.0,,1323.0,815.0,223.0,,285.0,391.0,391.0,,,,,756.0,,,751.0,2470.0,7530.0,7530.0,,,,629.0,,,629.0,8159.0,10629.0,0.0,6642.0,1.0,6641.0,0.0,-3825.0,-1489.0,1328.0,56.0,1384.0,12013.0,
12/31/2017,9747.0,613.0,613.0,0.0,1103.0,1103.0,0.0,1234.0,144.0,47.0,1043.0,0.0,928.0,0.0,0.0,359.0,0.0,564.0,3878.0,2708.0,9310.0,-6602.0,0.0,,3161.0,2940.0,2727.0,213.0,,,221.0,5869.0,,1392.0,856.0,228.0,,308.0,148.0,11.0,,,,137.0,690.0,0.0,70.0,686.0,2230.0,7541.0,7541.0,,,,547.0,0.0,65.0,412.0,8088.0,10318.0,0.0,6656.0,1.0,6655.0,0.0,-5763.0,-1519.0,-626.0,55.0,-571.0,9747.0,
03/31/2018,9334.0,459.0,459.0,0.0,1100.0,1100.0,0.0,1225.0,158.0,53.0,1014.0,0.0,831.0,127.0,,369.0,,332.0,3615.0,2580.0,10003.0,-7423.0,0.0,,3139.0,2968.0,2740.0,228.0,,26.0,145.0,5719.0,,1321.0,809.0,201.0,,311.0,153.0,29.0,,,,124.0,618.0,,24.0,616.0,2092.0,7639.0,7639.0,,,,501.0,,,477.0,8140.0,10232.0,0.0,6677.0,1.0,6676.0,0.0,-6105.0,-1514.0,-942.0,44.0,-898.0,9334.0,
06/30/2018,8979.0,415.0,415.0,0.0,1167.0,1167.0,0.0,1143.0,147.0,53.0,943.0,0.0,968.0,137.0,,489.0,,339.0,3693.0,2273.0,9238.0,-6965.0,0.0,,3013.0,2837.0,2621.0,216.0,,,176.0,5286.0,,1237.0,754.0,211.0,,272.0,295.0,232.0,,,,63.0,668.0,,14.0,665.0,2200.0,7634.0,7634.0,,,,457.0,,,443.0,8091.0,10291.0,0.0,6689.0,1.0,6688.0,0.0,-6369.0,-1679.0,-1359.0,47.0,-1312.0,8979.0,
09/30/2018,8838.0,393.0,393.0,0.0,1155.0,1155.0,0.0,1097.0,146.0,57.0,894.0,0.0,1085.0,133.0,,618.0,,334.0,3730.0,2157.0,8996.0,-6839.0,0.0,,2951.0,2824.0,2632.0,192.0,,,127.0,5108.0,,1200.0,728.0,231.0,,241.0,396.0,335.0,,,,61.0,703.0,,,703.0,2299.0,7626.0,7626.0,,,,421.0,,,421.0,8047.0,10346.0,0.0,6703.0,1.0,6702.0,0.0,-6568.0,-1688.0,-1553.0,45.0,-1508.0,8838.0,
12/31/2018,6601.0,602.0,602.0,0.0,1130.0,1130.0,0.0,1025.0,131.0,47.0,847.0,0.0,693.0,,0.0,265.0,0.0,428.0,3450.0,2086.0,7872.0,-5786.0,0.0,,1065.0,926.0,713.0,213.0,0.0,,139.0,3151.0,,1195.0,732.0,214.0,0.0,249.0,383.0,326.0,,,,57.0,722.0,0.0,0.0,718.0,2300.0,7605.0,7605.0,,,,362.0,0.0,50.0,312.0,7967.0,10267.0,0.0,6712.0,1.0,6711.0,0.0,-8671.0,-1746.0,-3705.0,39.0,-3666.0,6601.0,
03/31/2019,6519.0,598.0,598.0,0.0,1154.0,1154.0,0.0,1050.0,141.0,57.0,852.0,0.0,604.0,,,170.0,,434.0,3406.0,1994.0,7778.0,-5784.0,0.0,,1119.0,504.0,504.0,0.0,,,615.0,3113.0,,1180.0,746.0,198.0,,236.0,702.0,547.0,97.0,7.0,90.0,58.0,622.0,,,622.0,2504.0,7818.0,7540.0,278.0,66.0,212.0,303.0,,,303.0,8121.0,10625.0,0.0,6720.0,1.0,6719.0,0.0,-9152.0,-1713.0,-4145.0,39.0,-4106.0,6519.0,
06/30/2019,6381.0,618.0,618.0,0.0,1226.0,1226.0,0.0,1081.0,146.0,64.0,871.0,0.0,481.0,,,5.0,,476.0,3406.0,1984.0,8032.0,-6048.0,0.0,,991.0,403.0,403.0,0.0,,,588.0,2975.0,,1184.0,735.0,186.0,,263.0,1025.0,612.0,105.0,10.0,95.0,308.0,680.0,,,680.0,2889.0,7575.0,7302.0,273.0,64.0,209.0,306.0,,,306.0,7881.0,10770.0,0.0,6725.0,1.0,6724.0,0.0,-9468.0,-1683.0,-4426.0,37.0,-4389.0,6381.0,
09/30/2019,6324.0,676.0,676.0,0.0,1277.0,1277.0,0.0,1126.0,144.0,67.0,915.0,0.0,845.0,,,5.0,,840.0,3924.0,1881.0,7813.0,-5932.0,0.0,,519.0,0.0,0.0,0.0,,,519.0,2400.0,,1074.0,627.0,197.0,,250.0,410.0,301.0,99.0,9.0,90.0,10.0,1896.0,,,1896.0,3380.0,254.0,0.0,254.0,59.0,195.0,7914.0,,,7914.0,8168.0,11548.0,0.0,6730.0,1.0,6729.0,0.0,-10289.0,-1703.0,-5262.0,38.0,-5224.0,6324.0,
12/31/2019,7293.0,618.0,618.0,0.0,1241.0,1241.0,0.0,972.0,78.0,64.0,830.0,0.0,622.0,,0.0,0.0,0.0,621.0,3453.0,2122.0,2147.0,-25.0,0.0,,1718.0,1353.0,239.0,1114.0,0.0,,365.0,3840.0,,1050.0,585.0,205.0,0.0,260.0,102.0,3.0,89.0,10.0,79.0,10.0,520.0,0.0,0.0,520.0,1672.0,2364.0,2097.0,267.0,54.0,213.0,341.0,0.0,54.0,287.0,2705.0,4377.0,0.0,2897.0,0.07,2896.93,0.0,-26.0,9.0,2880.0,36.0,2916.0,7293.0,
03/31/2020,6165.0,670.0,670.0,0.0,1204.0,1204.0,0.0,1004.0,0.0,0.0,861.0,143.0,496.0,,,,,496.0,3374.0,1554.0,1678.0,-124.0,0.0,,1237.0,1000.0,72.0,928.0,,,237.0,2791.0,,980.0,544.0,199.0,,237.0,116.0,26.0,90.0,11.0,79.0,,548.0,,,548.0,1644.0,2345.0,2097.0,248.0,52.0,196.0,313.0,,,313.0,2658.0,4302.0,0.0,2897.0,0.07,2896.93,0.0,-992.0,-86.0,1819.0,44.0,1863.0,6165.0,
06/30/2020,5409.0,680.0,680.0,0.0,927.0,927.0,0.0,862.0,,,752.0,110.0,458.0,,,,,458.0,2927.0,1522.0,,,0.0,,960.0,875.0,0.0,875.0,,,85.0,2482.0,,856.0,384.0,203.0,,269.0,105.0,32.0,,,,73.0,465.0,,,465.0,1426.0,2148.0,2148.0,,,,530.0,,,530.0,2678.0,4104.0,0.0,2897.0,0.0,2897.0,0.0,-1573.0,-57.0,1267.0,38.0,1305.0,5409.0,
