Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/27/1992,2390.583984,,,-1498.240967,,892.343018,,-779.064026,,,,113.278999,-8.07,,8.07,,,0.0,105.209,-37.258999,,67.949997,0.0,,,67.950001,-12.681,55.269001,-3.955,,51.314001,51.314001,,417.768005,0.1225,0.1225,,417.768005,0.1225,0.1225,0.1225,
12/31/1992,3487.834961,,,-2157.072021,,1330.76294,,-878.138,,,,452.625,-354.386003,,7.989,,,346.397003,98.238997,-39.551998,,58.687,0.0,,,58.686999,-21.444,37.243,-3.847,,33.396,33.396,,418.403992,0.08,0.08,0.08,418.403992,0.08,0.08,0.08,
03/27/1993,2033.010986,,,-1338.261963,,694.749023,,-724.442017,,,,-29.693001,-3.179,,3.332,,,-0.153,-32.872001,12.636,,-20.236,0.0,,,-20.236001,-1.45,-21.686001,-3.937,,-25.623001,-25.623001,,419.015991,-0.06,-0.06,,419.015991,-0.06,-0.06,-0.06,
06/30/1993,2537.39502,,,-1610.560059,,926.834961,,-780.60199,,,,146.233002,-3.934,,3.934,,,0.0,142.299002,-52.153999,,90.144997,0.0,,,90.145002,-15.62,74.525002,-3.915,,70.610002,70.610002,,419.976013,0.1675,0.1675,,419.976013,0.1675,0.1675,0.1675,
09/30/1993,2355.375977,,,-1502.217041,,853.158936,,-765.08197,,,,88.077003,-8.346,,8.346,,,0.0,79.731004,-27.159,,52.571999,0.0,,,52.572003,-11.068,41.504002,-3.915,,37.589002,37.589002,,420.951996,0.0875,0.0875,,420.951996,0.0875,0.0875,0.0875,
12/31/1993,3509.618896,,,-2213.355957,,1296.262939,,-877.54303,,,,418.720001,-8.351,,6.198,,0.0,2.153,410.369001,-153.764008,,256.605011,0.0,,,256.604993,-19.158001,237.447006,-5.039,,232.408006,232.408006,,421.208008,0.555,0.555,0.555,421.208008,0.555,0.555,0.555,
04/04/1994,2379.839111,,,-1581.329956,,798.509155,,-790.429016,,,,8.08,-5.332,,5.509,,0.0,-0.177,2.748,-0.898,,1.85,0.0,,,1.85,-4.355,-2.505,-4.237,,-6.742,-6.742,,421.403992,-0.015,-0.015,,421.403992,-0.015,-0.015,-0.015,
06/30/1994,2507.469971,,,-1605.240967,,902.229004,,-813.216003,,,,89.013,-5.405,,5.704,,0.0,-0.299,83.608,-22.975,,60.632999,0.0,,,60.633,-15.031,45.602001,-4.319,,41.283001,41.283001,,421.787994,0.0975,0.0975,,421.787994,0.0975,0.0975,0.0975,
10/01/1994,2737.016113,,,-1770.244019,,966.772095,,-863.640991,,,,103.130997,-10.018,,10.018,,0.0,0.0,93.112997,-28.65,,64.462997,0.0,,,64.462997,-12.745,51.717999,-4.285,,47.432999,47.432999,,422.108002,0.1125,0.1125,,422.108002,0.1125,0.1125,0.1125,
12/31/1994,3135.708984,,,-2020.66394,,1115.045044,,-776.125,,,,338.920013,-13.141,,13.141,,0.0,0.0,325.779013,-145.334,,180.445007,-32.209999,,,212.655012,0.0,212.654999,-4.146,,208.508999,208.508999,,431.786804,0.4925,0.4175,0.4175,431.786804,0.4925,0.4175,0.4175,
04/01/1995,2124.714111,,,-1487.234009,,637.480102,,-669.005005,,,,-31.525,-8.519,,8.519,,0.0,0.0,-40.044,16.714001,,-23.33,46.959,,,-70.288999,-2.02,-72.308998,-4.367,,-76.675998,-76.675998,,420.836,-0.1825,-0.0825,-0.0825,420.836,-0.1825,-0.0825,-0.0825,
07/01/1995,1202.86499,,,-860.127014,,342.737976,,-273.774994,,,,68.962997,-12.478,,12.478,,0.0,0.0,56.484997,-23.158001,,33.327,2.662,,,30.664996,0.0,30.665001,-4.328,,26.337001,26.337001,,419.752016,0.0625,0.07,0.07,419.752016,0.0625,0.07,0.07,
09/30/1995,1170.001953,,,-839.544983,,330.45697,,-299.880005,,,,30.577,-16.587999,,16.587999,,0.0,0.0,13.989001,-1.129,,12.86,17.963001,,,-5.103,0.0,-5.103,-4.302,,-9.405,-9.405,,420.252016,-0.0225,0.02,0.02,420.252016,-0.0225,0.02,0.02,
12/31/1995,367.419006,,,-319.493988,,47.925018,,58.259998,,,,106.184998,-181.515006,,15.915,,0.0,165.600006,-75.330008,25.973,,-49.356998,563.016022,,,-612.37303,2.02,-610.353027,-4.003,,-614.356027,-614.356027,,420.355988,-1.4625,-0.11,-0.11,420.355988,-1.4625,-0.11,-0.11,
03/30/1996,2558.199951,,,-1822.300049,,735.899902,,-590.900024,,,,145.0,-16.8,,19.6,,0.0,-2.8,128.2,-55.900002,,72.300003,26.3,,,45.999998,0.0,46.0,-3.6,,42.4,42.4,,659.599976,0.065,0.105,0.105,723.0,0.0625,0.1,0.1,
06/29/1996,2674.699951,,,-1919.699951,,755.0,,-600.799988,,,,154.199997,41.799999,,24.700001,,0.0,-66.5,195.999996,-81.800003,,114.199997,153.499992,,,-39.299999,0.0,-39.299999,-3.6,,-42.899999,-42.899999,,664.799988,-0.065,0.1675,0.11,692.119996,-0.065,0.165,0.1075,
09/28/1996,2638.100098,,,-1911.099976,,727.000122,,-631.200012,,,,95.800003,9.2,,16.4,,0.0,-25.6,105.000003,-44.200001,,60.799999,-18.8,,,79.600002,0.0,79.599998,-3.6,,75.999998,75.999998,,666.400024,0.115,0.0875,0.0625,707.556032,0.1125,0.085,0.06,
12/31/1996,3073.800049,,,-2239.600098,,834.199951,,-675.599976,,,,158.600006,4.299999,,15.0,,0.0,-19.299999,162.900005,-69.400002,,93.5,3.2,,,90.300003,0.0,90.300003,-3.7,,86.600003,86.600003,,654.0,0.13,0.135,0.1175,708.236024,0.1275,0.1325,0.115,
03/29/1997,3397.800049,,,-2429.899902,,967.900147,,-760.900024,,,,207.0,-43.899999,,19.299999,,0.0,24.6,163.100001,-71.0,,92.099998,-0.1,,,92.200001,0.0,92.199997,-3.4,,88.799997,88.799997,,744.599976,0.12,0.12,0.14,744.599976,0.115,0.115,0.14,
06/28/1997,3406.800049,,,-2533.800049,,873.0,,-752.400024,,,,120.599998,-427.900005,,21.299999,,0.0,406.600006,-307.300007,85.900002,,-221.399994,-0.3,,,-221.100005,0.0,-221.100006,-3.4,,-224.500006,-224.500006,,747.799988,-0.3,-0.3,0.13,747.799988,-0.3,-0.3,0.13,
09/27/1997,3328.699951,,,-2423.100098,,905.599853,,-752.099976,,,,153.5,-9.2,,14.3,,0.0,-5.1,144.3,-62.099998,,82.199997,0.0,,,82.200002,0.0,82.199997,-3.4,,78.799997,78.799997,,763.400024,0.105,0.105,0.105,776.0,0.1,0.1,0.1,
12/31/1997,3616.300049,,,-2644.5,,971.800049,,-748.799988,,,,223.0,-5.8,,5.8,,0.0,0.0,217.2,-93.599998,,123.599998,1.0,,,122.600002,0.0,122.599998,-3.5,,119.099998,119.099998,,689.200012,0.155,0.155,0.1475,780.0,0.155,0.155,0.1525,
03/28/1998,3601.5,,,-2594.600098,,1006.899902,,-768.0,,,,238.899994,-11.2,,13.0,,0.0,-1.8,227.699994,-95.699997,,132.0,0.0,,,131.999997,0.0,132.0,-3.4,,128.6,128.6,,765.799988,0.17,0.17,0.17,801.799988,0.165,0.165,0.165,
06/27/1998,3755.899902,,,-2735.399902,,1020.5,,-787.599976,,,,232.899994,-177.200006,,21.1,,0.0,156.100006,55.699988,-39.5,,16.200001,0.0,,,16.199988,0.0,16.200001,-3.4,,12.800001,12.800001,,771.599976,0.015,0.015,0.16,789.200012,0.015,0.015,0.16,
09/26/1998,3725.100098,,,-2729.800049,,995.300049,,-803.599976,,,,191.699997,-15.099999,,16.299999,,0.0,-1.2,176.599998,-74.199997,,102.400002,0.0,,,102.400001,0.0,102.400002,-3.4,,99.000002,99.000002,,779.0,0.125,0.125,0.125,792.200012,0.125,0.125,0.125,
12/31/1998,4191.100098,,,-3084.600098,,1106.5,,-839.5,,,,267.0,-17.6,,15.7,,0.0,1.9,249.4,-104.699997,,144.699997,0.0,,,144.700003,0.0,144.699997,-3.4,,141.299997,141.299997,,780.200012,0.18,0.18,0.181413,815.0,0.18,0.18,0.181413,
01/01/2000,5183.6,,,-3823.1,,1360.5,0.0,-1028.1,957.0,,71.1,332.4,-16.6,16.6,,,,0.0,315.8,-129.5,,186.3,,,,186.3,,186.3,-3.9,,182.4,182.4,,783.8,0.235,0.235,0.235,816.6,0.23,0.23,0.23,
04/01/2000,4739.5,,,-3439.5,,1300.0,,-965.099976,,,,334.899994,-16.1,,17.0,-0.9,0.0,0.0,318.799994,-127.5,,191.300003,0.0,,,191.299994,0.0,191.300003,-3.8,0.0,187.500003,187.500003,,782.200012,0.24,0.24,0.24,814.200012,0.235,0.235,0.235,
07/01/2000,4942.799805,,,-3607.0,,1335.799805,,-1001.900024,,,,333.899994,-23.0,,24.1,-1.1,0.0,0.0,310.899994,-124.400002,,186.5,0.0,,,186.499992,0.0,186.5,-3.7,0.0,182.8,182.8,,780.599976,0.235,0.235,0.235,816.0,0.23,0.23,0.23,
09/30/2000,4916.399902,,,-3619.0,,1297.399902,,-1012.700012,,,,284.700012,-20.099999,,21.299999,-1.2,0.0,0.0,264.600013,-105.900002,,158.699997,0.0,,,158.700011,0.0,158.699997,-3.8,0.0,154.899997,154.899997,,782.0,0.2,0.2,0.185,815.0,0.195,0.195,0.18,
12/30/2000,5488.799805,,,-4060.300049,,1428.499756,,-1059.300049,982.9,,76.400049,369.200012,-20.100001,,21.700001,,0.0,-1.6,349.100011,-139.600006,,209.5,0.0,,,209.500005,0.0,209.5,-3.3,,206.2,206.2,,783.200012,0.265,0.265,0.265,819.599976,0.255,0.255,0.255,
03/31/2001,5385.899902,,,-3932.5,,1453.399902,0.0,-1072.0,993.4,,78.6,381.399994,-15.7,15.7,17.0,-1.3,0.0,0.0,365.699994,-144.0,,221.699997,0.0,,,221.699994,0.0,221.699997,-3.7,0.0,217.999997,217.999997,,785.599976,0.28,0.28,0.28,822.599976,0.27,0.27,0.27,
06/30/2001,5494.2,,,-4035.8,,1458.4,0.0,-1116.4,1036.2,,80.2,342.0,-15.1,14.1,15.1,-1.0,,1.0,326.9,-128.9,,198.0,,,,198.0,,198.0,-3.7,0.0,194.3,194.3,,787.0,0.245,0.245,0.245,822.2,0.24,0.24,0.24,
09/29/2001,5410.8,,,-4039.0,,1371.8,0.0,-1151.6,1070.9,,80.7,220.2,-16.1,7.1,16.1,-9.0,,9.0,204.1,-80.4,,123.7,,,,123.7,,123.7,-3.7,0.0,120.0,120.0,,783.0,0.155,0.155,0.6,812.0,0.15,0.15,0.58,
12/29/2001,5950.5,,,-4543.100098,,1407.399902,,-1580.400024,,,,-173.0,-14.1,,15.1,-1.0,0.0,0.0,-187.1,56.900002,,-130.2,0.0,,,-130.199998,0.0,-130.2,-3.6,0.0,-133.8,-133.8,,781.6,-0.17,-0.17,0.12,781.6,-0.17,-0.17,0.12,
03/30/2002,5970.700195,,,-4477.0,,1493.700195,,-1197.199951,,,,296.5,-13.1,,14.5,-1.4,0.0,0.0,283.4,-107.699997,,175.699997,0.0,,,175.700003,0.0,175.699997,-3.7,0.0,171.999997,171.999997,,783.200012,0.22,0.22,0.225,809.400024,0.215,0.215,0.22,
06/29/2002,5989.5,,,-4508.399902,,1481.100098,,-1182.800049,,,,298.299988,-13.8,,14.7,-0.9,0.0,0.0,284.499988,-108.099998,,176.399994,0.0,,,176.39999,0.0,176.399994,-3.7,0.0,172.699994,172.699994,,784.0,0.22,0.22,0.22,812.200012,0.215,0.215,0.215,
09/28/2002,5876.399902,,,-4395.100098,,1481.299804,,-1204.800049,,,,276.5,-11.4,,12.1,-0.7,0.0,0.0,265.1,-100.699997,,164.399994,0.0,,,164.400003,0.0,164.399994,-3.7,0.0,160.699994,160.699994,,785.400024,0.205,0.205,0.2,810.799988,0.2,0.2,0.195,
12/28/2002,6344.899902,,,-4732.200195,,1612.699707,,-1277.800049,,,,334.899994,-12.1,,13.2,-1.1,0.0,0.0,322.799994,-122.699997,,200.100006,0.0,,,200.099997,0.0,200.100006,-3.7,0.0,196.400006,196.400006,,785.799988,0.25,0.25,0.25,810.799988,0.245,0.245,0.245,
03/29/2003,6312.799805,,,-4707.299805,,1605.5,,-1274.199951,,,,331.299988,-12.6,,14.0,-1.4,0.0,0.0,318.699988,-122.400002,,196.300003,0.0,,,196.299986,0.0,196.300003,-3.6,0.0,192.700003,192.700003,,786.799988,0.245,0.245,0.245,811.400024,0.24,0.24,0.24,
06/28/2003,6444.899902,,,-4811.100098,,1633.799805,,-1296.800049,,,,337.0,-12.7,,13.8,-1.1,0.0,0.0,324.3,-124.5,,199.800003,0.0,,,199.8,0.0,199.800003,-3.7,0.0,196.100003,196.100003,,788.0,0.25,0.25,0.25,813.200012,0.245,0.245,0.245,
09/27/2003,6378.100098,,,-4719.5,,1658.600098,,-1341.900024,,,,316.700012,-11.8,,13.3,-1.5,0.0,0.0,304.900012,-117.099998,,187.800003,0.0,,,187.800014,0.0,187.800003,-3.7,0.0,184.100003,184.100003,,789.599976,0.235,0.235,0.235,816.599976,0.23,0.23,0.23,
01/03/2004,7452.200195,,,-5487.100098,,1965.100097,0.0,-1526.5,1438.6,,87.9,438.600006,-11.0,11.0,12.8,-1.8,0.0,0.0,427.600006,-164.199997,,263.399994,0.0,,,263.400009,0.0,263.399994,-3.6,0.0,259.799994,259.799994,,790.400024,0.33,0.33,0.33,821.599976,0.32,0.32,0.32,
04/03/2004,6818.600098,,,-5046.899902,,1771.700196,,-1366.099976,,,,405.600006,-7.8,,9.8,-2.0,0.0,0.0,397.800006,-153.199997,,244.600006,0.0,,,244.600009,0.0,244.600006,-3.6,0.0,241.000006,241.000006,,792.599976,0.305,0.305,0.305,824.400024,0.295,0.295,0.295,
07/03/2004,6943.100098,,,-5116.600098,,1826.5,,-1439.300049,,,,387.200012,-6.0,,7.6,-1.6,0.0,0.0,381.200012,-146.699997,,234.5,0.0,,,234.500015,0.0,234.5,-3.7,0.0,230.8,230.8,,796.0,0.29,0.29,0.29,830.0,0.28,0.28,0.28,
10/02/2004,7909.399902,,,-5838.600098,,2070.799804,,-1754.800049,,,,316.0,-15.8,,17.1,-1.3,0.0,0.0,300.2,-115.599998,,184.600006,0.0,,,184.600002,0.0,184.600006,-3.6,0.0,181.000006,181.000006,,799.200012,0.225,0.225,0.225,833.0,0.22,0.22,0.22,
04/02/2005,9182.2,,,-6801.4,,2380.8,,-1881.0,,,,499.8,-28.0,29.6,31.2,-1.6,0.0,-1.6,471.8,-182.1,,289.7,0.0,,,289.7,0.0,289.7,-3.5,0.0,286.2,286.2,,806.8,0.355,0.355,0.355,837.2,0.345,0.345,0.345,
07/02/2005,9121.6,,,-6704.2,,2417.4,,-1939.7,,,,477.7,-28.3,28.3,29.8,-1.5,0.0,0.0,449.4,-173.5,,275.9,0.0,,,275.9,0.0,275.9,-3.5,0.0,272.4,272.4,,810.9,0.34,0.34,0.34,841.9,0.33,0.33,0.33,
10/01/2005,8970.4,,,-6569.4,,2401.0,,-1962.1,,,,438.9,-27.3,27.3,28.9,-1.6,0.0,0.0,411.6,-158.9,,252.7,0.0,,,252.7,0.0,252.7,-3.5,0.0,249.2,249.2,,813.5,0.31,0.31,0.31,845.0,0.3,0.3,0.3,
12/31/2005,9732.0,,,-7030.0,,2702.0,,-2098.9,,,,603.1,-26.9,25.3,28.7,-1.8,0.0,0.0,576.2,-169.8,,406.4,0.0,,,406.4,0.0,406.4,-3.6,0.0,402.8,402.8,,814.3,0.49,0.49,0.42,843.3,0.48,0.48,0.41,
04/01/2006,9979.2,,,-7330.2,,2649.0,,-2088.5,,,,560.5,-21.1,21.1,23.5,-2.4,0.0,0.0,539.4,-209.8,,329.6,0.0,,,329.6,0.0,329.6,-3.5,0.0,326.1,326.1,,816.8,0.4,0.4,0.4,848.5,0.39,0.39,0.39,
07/01/2006,10564.4,,,-7769.7,,2794.7,,-2199.7,,,,595.0,-38.4,38.4,43.7,-5.3,0.0,0.0,556.6,-218.7,,337.9,0.0,,,337.9,0.0,337.9,-3.5,0.0,334.4,334.4,,818.9,0.41,0.41,0.41,850.6,0.4,0.4,0.4,
09/30/2006,11208.8,,,-8173.2,,3035.6,,-2498.8,,,,536.8,-75.2,75.2,79.5,-4.3,,0.0,461.6,-177.4,,284.2,,,,284.2,,284.2,-3.5,,280.7,280.7,,822.3,0.34,0.34,0.34,855.4,0.33,0.33,0.33,
12/30/2006,12068.3,,,-8806.1,,3262.2,,-2513.6,,,,749.3,-80.4,,85.0,-3.9,0.0,-0.7,668.9,-251.0,,417.2,0.0,,,417.9,0.0,417.2,-3.4,0.0,413.8,413.8,,820.6,0.5,0.5,0.52,853.2,0.48,0.48,0.5,
03/31/2007,13188.6,,,-9885.4,,3303.2,,-2566.7,,,,736.5,-63.9,63.9,71.6,-7.7,0.0,0.0,672.6,-263.7,,408.9,0.0,,,408.9,0.0,408.9,-3.5,0.0,405.4,405.4,,906.1,0.45,0.45,0.45,939.8,0.43,0.43,0.43,
06/30/2007,20703.3,,,-16544.8,,4158.5,,-2848.7,,,,1309.8,-105.9,105.9,113.8,-7.9,0.0,0.0,1203.9,-480.3,,723.6,0.0,,,723.6,0.0,723.6,-3.5,0.0,720.1,720.1,,1492.4,0.48,0.48,0.48,1542.5,0.47,0.47,0.47,
09/29/2007,20495.2,,,-16300.0,,4195.2,,-2924.1,,,,1271.1,-127.5,127.5,135.5,-8.0,,0.0,1143.6,-454.1,,689.5,,,,689.5,,689.5,-3.4,,686.1,686.1,,1473.7,0.47,0.47,0.47,1521.2,0.45,0.45,0.45,
12/29/2007,21942.4,,,-17491.6,,4450.8,,-2974.9,,,,1475.9,-137.3,137.3,147.4,-10.1,0.0,0.0,1338.6,-523.6,,815.0,0.0,,,815.0,0.0,815.0,-3.8,0.0,811.2,811.2,44.5,1440.5,0.56,0.56,0.5909,1483.0,0.55,0.55,0.58,
03/29/2008,21326.0,,,-17033.0,,4293.0,,-2922.9,,,,1370.1,-130.9,130.9,137.2,-6.3,0.0,0.0,1239.2,-490.7,,748.5,0.0,,,748.5,0.0,748.5,-3.5,0.0,745.0,745.0,,1429.8,0.52,0.52,0.56,1467.7,0.51,0.51,0.55,
06/28/2008,21140.3,,,-16767.1,,4373.2,,-2895.1,,,,1478.1,-114.7,114.7,118.5,-3.8,0.0,0.0,1363.4,-539.9,,823.5,48.7,,,774.8,0.0,774.8,-3.6,0.0,771.2,771.2,,1431.8,0.54,0.57,0.61,1468.7,0.53,0.56,0.6,
09/27/2008,20863.4,,,-16462.8,,4400.6,,-2934.4,,,,1466.2,-112.7,112.7,117.0,-4.3,0.0,0.0,1353.5,-534.7,,818.8,82.8,,,736.0,0.0,736.0,-3.5,0.0,732.5,732.5,,1435.5,0.51,0.57,0.61,1469.7,0.5,0.56,0.6,
12/31/2008,24142.2,,,-18918.6,,5223.6,,-3491.8,,,,1731.8,-151.2,151.2,157.1,-5.9,0.0,0.0,1580.6,-627.3,,953.3,0.5,,,952.8,0.0,952.8,-3.5,0.0,949.3,949.3,,1436.6,0.66,0.66,0.71,1466.9,0.65,0.65,0.7,
03/31/2009,23394.0,23394.0,,-18646.0,18646.0,4748.0,0.0,-3371.0,,,3371.0,1377.0,-142.0,142.0,144.0,-2.0,,0.0,1235.0,-492.0,,743.0,5.0,5.0,0.0,738.0,0.0,738.0,0.0,0.0,738.0,743.0,0.0,1450.0,0.51,0.51,0.51,1469.0,0.5,0.51,0.51,
06/30/2009,24871.0,24871.0,,-19819.0,19819.0,5052.0,0.0,-3452.0,,,3452.0,1600.0,-128.0,128.0,129.0,-1.0,,0.0,1472.0,-583.0,,889.0,3.0,3.0,0.0,886.0,0.0,886.0,0.0,0.0,886.0,889.0,0.0,1457.0,0.61,0.61,0.61,1472.0,0.6,0.6,0.6,
09/30/2009,24642.0,24642.0,,-19630.0,19630.0,5012.0,0.0,-3446.0,,,3446.0,1566.0,-123.0,123.0,124.0,-1.0,,0.0,1443.0,-420.0,,1023.0,2.0,2.0,0.0,1021.0,0.0,1021.0,0.0,0.0,1021.0,1023.0,0.0,1429.0,0.71,0.72,0.72,1445.0,0.71,0.71,0.71,
12/31/2009,25822.0,25822.0,,-20254.0,20254.0,5568.0,0.0,-3673.0,,,3673.0,1895.0,-133.0,132.2,133.0,-0.8,,0.8,1762.0,-711.0,,1051.0,2.0,2.0,0.0,1049.0,,1049.0,0.0,0.0,1049.0,1051.0,0.0,1400.0,0.75,0.75,0.75,1413.0,0.74,0.74,0.74,
03/31/2010,23760.0,23760.0,,-19014.0,19014.0,4746.0,0.0,-3336.0,,,3336.0,1410.0,-128.0,128.0,129.0,-1.0,,0.0,1282.0,-510.0,,772.0,2.0,2.0,0.0,770.0,1.0,771.0,0.0,0.0,771.0,773.0,0.0,1386.0,0.56,0.56,0.56,1396.0,0.55,0.55,0.55,
06/30/2010,24007.0,24007.0,,-18987.0,18987.0,5020.0,0.0,-3519.0,,,3519.0,1501.0,-135.0,135.0,136.0,-1.0,,0.0,1366.0,-544.0,,822.0,1.0,1.0,0.0,821.0,0.0,821.0,0.0,0.0,821.0,822.0,0.0,1359.0,0.61,0.61,0.61,1369.0,0.6,0.6,0.6,
09/30/2010,23711.0,23711.0,,-18696.0,18696.0,5015.0,0.0,-3537.0,,,3537.0,1478.0,-137.0,137.0,138.0,-1.0,,0.0,1341.0,-526.0,,815.0,7.0,7.0,0.0,808.0,1.0,809.0,0.0,0.0,809.0,816.0,0.0,1360.0,0.59,0.6,0.6,1368.0,0.59,0.6,0.6,
12/31/2010,24589.0,24589.0,,-19135.0,19135.0,5454.0,0.0,-3693.0,,,3693.0,1761.0,-136.0,136.0,136.0,0.0,,0.0,1625.0,-605.0,,1020.0,-5.0,-5.0,0.0,1025.0,1.0,1026.0,0.0,0.0,1026.0,974.0,-47.0,1363.0,0.75,0.75,0.7146,1372.0,0.75,0.74,0.705743,
03/31/2011,25695.0,25695.0,,-20953.0,20953.0,4742.0,0.0,-3437.0,,,3437.0,1305.0,-134.0,134.0,135.0,-1.0,,0.0,1171.0,-462.0,,709.0,-3.0,-3.0,0.0,712.0,1.0,713.0,0.0,0.0,713.0,710.0,0.0,1362.0,0.52,0.52,0.52,1371.0,0.52,0.52,0.52,
06/30/2011,26414.0,26414.0,,-21328.0,21328.0,5086.0,0.0,-3602.0,,,3602.0,1484.0,-148.0,148.0,149.0,-1.0,,0.0,1336.0,-523.0,,813.0,-2.0,-2.0,0.0,815.0,1.0,816.0,0.0,0.0,816.0,814.0,0.0,1355.0,0.6,0.6,0.6,1364.0,0.6,0.6,0.6,
09/30/2011,26674.0,26674.0,,-21496.0,21496.0,5178.0,0.0,-3594.0,,,3594.0,1584.0,-155.0,155.0,156.0,-1.0,,0.0,1429.0,-562.0,,867.0,0.0,0.0,0.0,867.0,1.0,868.0,0.0,0.0,868.0,868.0,0.0,1332.0,0.65,0.65,0.65,1340.0,0.65,0.65,0.65,
