Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1993,266.593994,27.01,27.01,0,46.194,,,100.119003,,,,,38.639999,,,,,211.962997,14.758,23.445,-8.687,0.0,39.873001,,,,,,39.873001,54.631001,,42.035,42.035,,,1.722,,,,,9.030998,,,9.030998,52.787998,9.545,,,,14.928,,,,14.928,24.473001,77.260999,0,71.944,,,0.0,,117.176003,189.120003,0.213,189.333003,266.594001,
04/03/1994,309.377014,3.669,3.669,0,109.158997,,,100.232002,,,,,40.410999,,,,,253.470993,15.294,24.813999,-9.52,0.0,40.612,,,,,,40.612,55.905999,,57.717999,57.717999,,,7.065,,,,,15.308005,,,15.308005,80.091003,9.118,,,,14.127,,,,14.127,23.245,103.336003,0,74.232002,,,0.0,,131.613007,205.845009,0.196,206.041009,309.377012,
07/03/1994,308.208008,4.703,4.703,0,77.982002,,,127.974998,,,,,41.167999,,,,,251.828003,16.216999,26.697001,-10.48,0.0,40.162998,,,,,,40.162998,56.379997,,52.932999,52.932999,,,3.727,,,,,13.383001,,,13.383001,70.042999,8.689,,,,13.151,,,,13.151,21.84,91.882999,0,74.915001,,,0.0,,141.173004,216.088005,0.237,216.325005,308.208004,
10/02/1994,340.28299,8.085,8.085,0,125.527,,,110.809998,,,,,39.424,,,,,283.846008,26.158001,44.854,-18.695999,0.0,30.278999,,,,,,30.278999,56.437,,44.325001,44.325001,,,17.054001,,,,,20.699001,,,20.699001,82.078003,8.253,,,,12.308,,,,12.308,20.561,102.639003,0,75.266998,,,0.0,,162.078995,237.345993,0.298,237.643993,340.282996,
12/31/1994,318.286011,21.125999,21.125999,0,73.720001,,,123.43,,,,,42.928001,,,,,261.20401,27.593,47.152,-19.559,0.0,29.489,,,,,,29.489,57.082001,,45.707001,45.707001,,,1.859,,,,,6.8,,,6.8,54.366001,8.029,,,,7.213,,,,7.213,15.242,69.608001,0,76.970001,,,0.0,,171.707993,248.677994,0.0,248.677994,318.285995,
04/02/1995,372.56601,6.671,6.671,0,125.787003,,,142.731003,,,,,37.033001,,,,,312.221985,28.042999,49.035999,-20.993,0.0,32.300999,,,,,,32.300999,60.343998,,61.924,61.924,,,21.465,,,,,9.772003,,,9.772003,93.161003,7.03,,,,6.752,,,,6.752,13.782,106.943003,0,77.476997,,,0.0,,188.145996,265.622993,0.0,265.622993,372.565997,
07/02/1995,358.140015,3.634,3.634,0,89.073997,,,170.434998,,,,,34.610001,,,,,297.752991,28.343,50.542999,-22.200001,0.0,32.043999,,,,,,32.043999,60.386999,,53.316002,53.316002,,,5.071,,,,,8.554999,,,8.554999,66.942001,6.599,,,,6.292,,,,6.292,12.891,79.833001,0,79.291,,,-0.153,,199.169006,278.307007,0.0,278.307007,358.140008,
10/01/1995,432.895996,10.925,10.925,0,153.141998,,,168.164001,,,,,36.956001,,,,,369.187012,31.671,55.348,-23.677,0.0,32.037998,,,,,,32.037998,63.708998,,60.151001,60.151001,,,35.810001,,,,,14.180996,,,14.180996,110.141998,10.567,,,,5.831,,,,5.831,16.398,126.539999,0,83.096001,,,0.0,,223.259995,306.355995,0.0,306.355995,432.895994,
12/31/1995,400.959015,16.864,16.864,0,92.147003,,,176.626007,,,,,45.827999,,,,,331.464996,36.657001,62.042,-25.385,0.0,32.837002,,,,,,32.837002,69.494003,,59.077,59.077,,,2.327,,,,,9.208,,,9.208,70.612,10.151,,,,5.221,,,,5.221,15.372,85.984,0,84.434998,,,-4.638,,235.177993,314.974991,0.0,314.974991,400.958991,
03/31/1996,491.790009,8.316,8.316,0,169.324005,,,198.505005,,,,,44.111,,,,,420.256012,38.921001,65.907997,-26.987,0.0,32.612999,,,,,,32.612999,71.534,,86.579002,86.579002,,,41.578999,,,,,15.927998,,,15.927998,144.085999,9.573,,,,4.761,,,,4.761,14.334,158.419999,0,88.611,,,-10.772,,255.531003,333.370003,0.0,333.370003,491.790001,
06/30/1996,474.712006,13.288,13.288,0,96.513,,,238.001999,,,,,49.078999,,,,,396.881989,43.118999,72.051003,-28.931999,0.0,34.710999,,,,,,34.710999,77.829998,,73.765999,73.765999,,,21.729,,,,,15.943005,,,15.943005,111.438004,13.401,,,,4.3,,,,4.3,17.701,129.139004,0,96.392998,,,-19.700001,,268.879993,345.57299,0.0,345.57299,474.711994,
09/29/1996,530.945007,9.65,9.65,0,172.238998,,,222.764999,,,,,38.790001,,,,,443.444,51.138,81.811996,-30.674,0.0,36.362999,,,,,,36.362999,87.500999,,78.721001,78.721001,,,40.395,,,,,24.016003,,,24.016003,143.132004,12.675,,,,3.839,,,,3.839,16.514,159.646004,0,97.623001,,,-26.114,,299.789995,371.298996,0.0,371.298996,530.945,
12/31/1996,488.109009,30.084999,30.084999,0,112.678001,,,214.436996,,,,,32.630001,,,,,389.829987,61.695999,94.822998,-33.126999,0.0,36.583,,,,,,36.583,98.278999,,72.569,72.569,,,3.067,,,,,20.224001,,,20.224001,95.860001,12.141,,,,3.379,,,,3.379,15.52,111.380001,0,99.676003,,,-38.985001,,316.03801,376.729012,0.0,376.729012,488.109013,
03/30/1997,563.945984,20.528999,20.528999,0,186.229004,,,221.031998,,,,,35.027,,,,,462.816986,64.584,100.323997,-35.740002,0.0,36.544998,,,,,,36.544998,101.128998,,89.616997,89.616997,,,12.053,,,,,38.449006,,,38.449006,140.119003,11.686,,,,2.918,,,,2.918,14.604,154.723003,0,103.999001,,,-40.262001,,345.486,409.223,0.0,409.223,563.946003,
06/29/1997,568.692993,30.01,30.01,0,104.583,,,274.066986,,,,,44.188,,,,,452.847992,69.572998,108.139999,-38.567001,0.0,46.271999,,,,,,46.271999,115.844997,,89.536003,89.536003,,,15.534,,,,,19.549,,,19.549,124.619003,19.927,,,,2.457,,,,2.457,22.384,147.003003,0,109.985001,,,-53.09,,364.794987,421.689987,0.0,421.689987,568.692991,
09/28/1997,665.729004,12.315,12.315,0,211.070007,,,277.002991,,,,,42.998001,,,,,543.385986,74.653,116.031998,-41.379002,0.0,47.689999,,,,,,47.689999,122.342999,,93.625999,93.625999,,,48.535,,,,,39.111996,,,39.111996,181.272995,19.259001,,,,1.996,,,,1.996,21.255001,202.527996,0,119.186996,,,-69.721001,,413.735008,463.201004,0.0,463.201004,665.729,
12/31/1997,580.767029,40.133999,40.133999,0,91.747002,,,255.054993,27.045,41.293999,186.716003,,53.834999,,,,,440.770996,81.933998,126.123001,-44.188999,0.0,58.062,30.604,,,,,27.458,139.995998,,90.429001,90.429001,,,4.199,,,,,15.574003,,,15.574003,110.202003,27.290001,,,,7.643,,,,7.643,34.933001,145.135005,0,123.126999,,,-124.888,,437.393005,435.632004,0.0,435.632004,580.767008,
03/29/1998,653.874023,15.365,15.365,0,192.916,,,242.705002,30.743,30.622999,181.339005,,48.872002,,,,,499.858002,97.557999,137.195999,-39.638,0.0,56.458,30.070999,,,,,26.387001,154.015999,,81.348999,81.348999,,,40.844002,,,,,46.648994,,,46.648994,168.841995,37.724998,,,,7.182,,,,7.182,44.906999,213.748994,0,130.171005,,,-166.147003,,476.101013,440.125015,0.0,440.125015,653.874009,
06/28/1998,619.585022,45.567001,45.567001,0,93.366997,,,259.497986,23.348,40.973999,195.175995,0.0,56.450001,,,,,454.881989,111.387001,154.371002,-42.984001,0.0,53.316002,29.539,,,,,23.777002,164.703003,,78.800003,78.800003,,,6.163,,,,,18.245996,,,18.245996,103.209,40.914001,,,,6.721,,,,6.721,47.635002,150.844001,0,136.787003,,,-168.811005,,500.765015,468.741013,0.0,468.741013,619.585014,
09/27/1998,736.06897,14.956,14.956,0,255.977997,,,226.970993,22.285999,28.854,175.830994,0.0,54.016998,,,,,551.921997,129.645996,176.654999,-47.008999,0.0,54.500999,29.006001,,,,,25.494999,184.146996,,81.880997,81.880997,,,43.754002,,,,,55.458752,,,55.458752,181.09375,48.188999,,,,6.261,,,,6.261,54.449999,235.543749,0,138.056,,,-197.136993,,559.604004,500.52301,0.0,500.52301,736.06676,
12/31/1998,1188.671997,129.024002,129.024002,0,169.225006,,,268.174988,33.928001,43.041,191.205994,,65.418999,,,,,631.843018,156.042999,232.503006,-76.459999,0.0,400.786011,352.713989,,,,,48.072021,556.82901,,100.281998,100.281998,,,6.522,,,,,67.084003,,,67.084003,173.888,414.653015,,,,5.782,,,,5.782,420.435015,594.323016,0,235.940994,,,-233.085999,,591.493988,594.348984,0.0,594.348984,1188.671999,
04/04/1999,1322.687988,96.513,96.513,0,328.040009,328.040009,,274.04599,34.915001,43.042999,196.087997,0.0,65.225998,,,,,763.825012,154.210999,236.011993,-81.801003,0.0,404.666992,350.820007,319.638,31.182007,,,53.846985,558.877991,,133.949005,133.949005,,,6.247,,,,,112.126993,,,112.126993,252.322998,413.312988,378.83099,34.481998,34.481998,5.758,,,,5.758,419.070988,671.393986,0,238.214996,,,-233.085999,648.179993,-2.0,651.30899,0.0,651.30899,1322.702977,
07/04/1999,2869.048096,45.603001,45.603001,0,262.553986,262.553986,,772.445984,43.891998,66.457001,662.096985,0.0,176.5,,,,,1257.103027,269.307007,448.970001,-179.662994,0.0,1342.637939,1231.383057,1061.347046,170.036011,,,111.254883,1611.944946,,199.690994,199.690994,,,163.597,,,,,216.284027,,,216.284027,579.572021,1088.876953,1055.315952,33.561001,33.561001,66.390999,,,,66.390999,1155.267952,1734.839973,0,688.846008,,,-233.085999,680.065979,-1.617981,1134.208008,0.0,1134.208008,2869.047981,
10/03/1999,2998.568115,36.491001,36.491001,0,462.570007,462.570007,,702.294006,31.979,57.466,612.848999,0.0,159.979996,,,,,1361.334961,256.049988,440.088013,-184.037994,0.0,1381.182983,1232.833008,877.817017,355.015991,,,148.349976,1637.232971,,239.020004,239.020004,,,432.760986,,,,,220.864029,,,220.864029,892.64502,838.539001,804.886002,33.653,33.653,55.471001,,,,55.471001,894.010002,1786.655022,0,690.830994,,,-233.863007,755.091003,-0.146027,1211.912964,0.0,1211.912964,2998.567986,
12/31/1999,2792.0,47.0,47.0,0,271.1,271.1,,619.6,25.6,42.5,551.5,0.0,192.9,,,,,1130.6,239.8,424.7,-184.9,0.0,1421.6,1335.3,989.9,345.4,,,86.3,1661.4,,205.1,205.1,,,266.9,262.8,4.1,4.1,,189.4,,,189.4,661.4,834.2,801.5,32.7,32.7,55.4,,,,55.4,889.6,1551.0,0,694.4,,,-235.9,782.2,0.3,1241.0,0.0,1241.0,2792.0,
04/02/2000,3016.399902,34.599998,34.599998,0,593.900024,593.900024,,546.5,34.099998,38.5,473.899994,0.0,152.300003,,,,,1327.300049,242.899994,,,0.0,1446.199951,1360.699951,1018.0,342.699951,,,85.5,1689.099945,,222.5,222.5,,,533.200012,,,,,180.5,,,180.5,936.200012,833.099976,801.399975,31.700001,31.700001,51.299999,,,,51.299999,884.399975,1820.599987,0,702.200012,,,-357.899994,852.799988,-1.299988,1195.800018,0.0,1195.800018,3016.400005,
07/02/2000,2972.800049,54.599998,54.599998,0,428.299988,428.299988,,591.299988,28.1,54.799999,508.399994,0.0,148.399994,,,,,1222.599976,230.800003,,,0.0,1519.400024,1412.400024,1065.800049,346.599976,,,107.0,1750.200027,,203.199997,203.199997,,,435.899994,,,,,167.699997,,,167.699997,806.799988,840.200012,809.300013,30.9,30.9,46.700001,,,,46.700001,886.900013,1693.700001,0,727.099976,,,-357.899994,908.299988,1.600006,1279.099976,0.0,1279.099976,2972.799976,
10/01/2000,3215.899902,53.299999,53.299999,0,645.299988,645.299988,,580.900024,31.5,55.400002,494.0,0.0,116.199997,,,,,1395.699951,228.199997,,,0.0,1592.0,1457.099976,1112.099976,345.0,,,134.900024,1820.199997,,212.800003,212.800003,,,787.0,,,,,220.600021,,,220.600021,1220.400024,574.700012,544.500011,30.200001,30.200001,30.299999,,,,30.299999,605.000011,1825.400036,0,730.0,,,-357.899994,1020.599976,-2.199982,1390.5,0.0,1390.5,3215.900036,
12/31/2000,2979.2,60.5,60.5,0,398.0,398.0,,557.2,30.0,52.7,474.5,0.0,166.0,,,,,1181.7,222.5,428.4,-205.9,0.0,1575.0,1458.4,1086.8,371.6,,,116.6,1797.5,,210.9,210.9,,,499.8,494.8,5.0,5.0,,176.1,,,176.1,886.8,576.2,547.2,29.0,29.0,39.0,,,,39.0,615.2,1502.0,0,753.4,,,-357.9,1084.1,-2.4,1477.2,0.0,1477.2,2979.2,
04/07/2001,3237.5,93.599998,93.599998,0,624.599976,624.599976,,605.0,36.0,57.400002,511.600006,0.0,148.399994,,,,,1471.599976,221.399994,,,0.0,1544.5,1445.0,1078.0,367.0,,,99.5,1765.899994,,204.899994,204.899994,,,260.0,,,,,204.699982,,,204.699982,669.599976,959.299988,931.499989,27.799999,27.799999,58.299999,,,,58.299999,1017.599987,1687.199963,0,791.700012,,,-426.899994,1180.5,4.999969,1550.299988,0.0,1550.299988,3237.49995,
07/07/2001,3768.300049,37.599998,37.599998,0,530.700012,530.700012,,769.900024,33.5,65.5,670.900024,0.0,175.0,,,,,1513.199951,237.100006,,,0.0,2018.0,1919.400024,1374.0,545.400024,,,98.599976,2255.100006,,215.699997,215.699997,,,517.599976,,,,,156.200027,,,156.200027,889.5,937.700012,910.900013,26.799999,26.799999,140.100006,,,,140.100006,1077.800018,1967.300018,0,954.5,,,-391.100006,1235.900024,1.699982,1801.0,0.0,1801.0,3768.300018,
10/06/2001,3800.0,56.700001,56.700001,0,745.900024,745.900024,,615.299988,25.799999,32.0,557.5,0.0,132.800003,,,,,1550.699951,237.5,,,0.0,2011.800049,1920.800049,1381.599976,539.200073,,,91.0,2249.300049,,171.800003,171.800003,,,483.799988,,,,,177.900009,,,177.900009,833.5,967.200012,941.200012,26.0,26.0,126.099998,,,,126.099998,1093.300011,1926.800011,0,974.0,,,-391.100006,1289.0,1.300018,1873.200012,0.0,1873.200012,3800.000023,
12/31/2001,3373.5,76.5,76.5,0,395.8,395.8,,572.9,22.2,31.4,519.3,0.0,95.8,,,,,1141.0,242.5,488.6,-246.1,0.0,1990.0,1901.0,1368.4,532.6,,,89.0,2232.5,,216.7,216.7,,,7.7,3.0,4.7,4.7,,153.8,,,153.8,378.2,949.5,922.4,27.1,27.1,140.4,,,,140.4,1089.9,1468.1,0,975.7,,,-391.1,1320.3,0.5,1905.4,0.0,1905.4,3373.5,
04/06/2002,3523.100098,143.300003,143.300003,0,585.099976,585.099976,,478.899994,39.700001,35.799999,403.399994,0.0,109.900002,,,,,1317.199951,246.600006,,,0.0,1959.300049,1879.599976,1369.800049,509.799927,,,79.700073,2205.900055,,181.300003,181.300003,,,8.3,,,,,239.600009,,,239.600009,429.200012,980.700012,952.700012,28.0,28.0,99.5,,,,99.5,1080.200012,1509.400024,0,1014.0,,,-391.100006,1391.0,-0.199982,2013.700012,0.0,2013.700012,3523.100037,
07/06/2002,3658.199951,296.299988,296.299988,0,415.100006,415.100006,,553.700012,32.599998,54.0,467.100006,0.0,117.300003,,,,,1382.400024,248.5,,,0.0,2027.300049,1944.900024,1369.400024,575.5,,,82.400024,2275.800049,,211.699997,211.699997,,,7.2,,,,,202.399991,,,202.399991,421.299988,985.0,962.200001,22.799999,22.799999,104.400002,,,,104.400002,1089.400002,1510.699989,0,1070.800049,,,-381.200012,1457.5,0.399963,2147.5,0.0,2147.5,3658.199989,
10/05/2002,3988.5,28.7,28.7,0,694.5,714.536,,576.5,33.7,45.9,496.9,0.0,108.9,,,,,1408.6,262.3,,,0.0,2317.6,2221.8,1541.0,680.8,,,95.8,2579.9,,289.2,289.2,,,64.2,,,,,244.9,,,244.9,598.3,1006.0,983.6,22.4,22.4,98.9,,,,98.9,1104.9,1703.2,0,1084.6,,,-385.7,1587.2,-0.8,2285.3,0.0,2285.3,3988.5,
12/31/2002,3852.6,283.3,283.3,0,389.3,389.3,,529.6,29.6,30.1,469.9,0.0,116.0,,,,,1318.2,249.3,555.6,-306.3,0.0,2285.1,2218.5,1542.2,676.3,,,66.6,2534.4,,230.2,230.2,,,6.3,1.5,4.8,4.8,,190.8,,,190.8,427.3,978.1,955.7,22.4,22.4,143.7,,,,143.7,1121.8,1549.1,0,1145.3,,,-485.4,1638.8,4.8,2303.5,0.0,2303.5,3852.6,
04/05/2003,4000.1,95.1,95.1,0,722.8,722.8,,531.9,26.1,35.0,470.8,0.0,116.6,,,,,1466.399,256.6,,,0.0,2277.1,2215.398,1541.3,674.098,,,61.702,2533.7,,208.2,208.2,,,7.2,,,,,229.7,,,229.7,445.1,998.4,953.9,44.5,44.5,153.1,,,,153.1,1151.5,1596.6,0,1150.6,,,-147.7,1760.6,-360.0,2403.5,0.0,2403.5,4000.1,
07/05/2003,4018.5,347.5,347.5,0,432.700012,,,584.400024,32.200001,58.200001,494.0,0.0,121.099998,,,,,1485.699951,257.899994,,,0.0,2274.899902,2218.399902,1542.300049,676.099854,,,56.5,2532.799896,,241.199997,241.199997,,,180.399994,,,,,163.499985,,,163.499985,585.099976,828.599976,783.299976,45.299999,45.299999,153.800003,,,,153.800003,982.399979,1567.499954,0,1157.300049,,,-544.599976,1831.699951,6.599976,2451.0,0.0,2451.0,4018.499954,
10/04/2003,4062.800049,194.199997,194.199997,0,620.900024,,,554.900024,25.6,49.5,479.799988,0.0,128.0,,,,,1498.0,256.5,,,0.0,2308.300049,2258.399902,1587.699951,670.699951,,,49.900146,2564.800049,,200.300003,200.300003,,,180.5,,,,,186.199997,,,186.199997,567.0,831.299988,787.299988,44.0,44.0,156.199997,,,,156.199997,987.499985,1554.499985,0,1164.5,,,-577.5,1915.5,5.800049,2508.300049,0.0,2508.300049,4062.800034,
12/31/2003,4187.7,350.0,350.0,0,385.8,385.8,,590.6,31.1,30.6,528.9,0.0,129.5,,,,,1455.9,268.4,641.0,-372.6,0.0,2463.4,2414.4,1646.9,767.5,,,49.0,2731.8,,244.6,244.6,,,180.8,174.9,5.9,5.9,,203.6,,,203.6,629.0,835.1,791.4,43.7,43.7,185.8,,,,185.8,1020.9,1649.9,0,1180.9,,,-594.1,1947.2,3.8,2537.8,0.0,2537.8,4187.7,
04/03/2004,4075.7,31.9,31.9,0,638.5,638.5,,570.0,23.9,48.0,498.1,0.0,122.4,,,,,1362.8,266.1,650.7,-384.6,0.0,2446.8,2395.3,1637.0,758.3,,,51.5,2712.9,,213.6,213.6,,,476.2,,,,,190.8,,,190.8,880.6,396.2,353.8,42.4,42.4,185.2,,,,185.2,581.4,1462.0,0,1208.5,,,-628.6,2031.5,2.3,2613.7,0.0,2613.7,4075.7,
07/03/2004,3930.7,42.9,42.9,0,451.6,451.6,,592.8,24.5,64.5,503.8,0.0,142.2,,,,,1229.5,261.6,,,0.0,2439.6,2386.9,1633.1,753.8,,,52.7,2701.2,,209.1,209.1,,,334.8,,,,,178.8,,,178.8,722.7,395.2,353.9,41.3,41.3,167.2,,,,167.2,562.4,1285.1,0,1224.7,,,-678.5,2099.0,0.4,2645.6,0.0,2645.6,3930.7,
10/02/2004,4425.2,45.9,45.9,0,685.8,627.7,,627.7,23.7,38.5,565.5,0.0,140.0,,,,,1499.4,257.6,685.8,-428.2,0.0,2668.2,2615.9,1842.5,773.4,,,52.3,2925.8,,256.3,256.3,,,866.6,,,,,205.7,,,205.7,1328.6,264.9,224.5,40.4,40.4,174.4,,,,174.4,439.3,1767.9,0,1231.1,,,-757.2,2182.4,1.0,2657.3,0.0,2657.3,4425.2,
12/31/2004,4550.8,45.0,45.0,0,448.3,448.3,,664.2,21.5,33.6,609.1,0.0,138.7,,,,,1296.2,303.6,803.3,-499.7,0.0,2951.0,2893.2,2125.0,768.2,,,57.8,3254.6,,259.3,259.3,,,203.2,198.8,4.4,4.4,,221.4,,,221.4,683.9,1016.6,977.0,39.6,39.6,196.4,,,,196.4,1213.0,1896.9,0,1237.9,,,-789.0,2204.2,0.8,2653.9,0.0,2653.9,4550.8,
04/02/2005,4781.9,45.4,45.4,0,680.6,680.6,,645.8,22.2,41.9,581.7,0.0,136.3,,,,,1508.1,301.0,800.9,-499.9,0.0,2972.8,2916.1,2124.6,791.5,,,56.7,3273.8,,266.1,266.1,,,330.0,,,,,249.8,,,249.8,845.9,1016.4,977.1,39.3,39.3,224.0,,,,224.0,1240.4,2086.3,0,1251.7,,,-834.3,2279.0,-0.8,2695.6,0.0,2695.6,4781.9,
07/02/2005,4641.1,35.3,35.3,0,509.2,509.2,,661.7,18.8,42.3,600.6,0.0,137.7,,,,,1343.9,309.9,769.5,-459.6,0.0,2987.3,2931.6,2100.6,831.0,,,55.7,3297.2,,282.0,282.0,,,481.1,481.1,0.0,0.0,,201.8,,,201.8,964.9,791.1,752.5,38.6,38.6,259.1,,,,259.1,1050.2,2015.1,0,1257.4,,,-946.6,2321.8,-6.6,2626.0,0.0,2626.0,4641.1,
10/01/2005,4839.1,29.4,29.4,0,649.1,649.1,,731.0,18.0,26.3,686.7,0.0,139.5,,,,,1549.0,306.2,760.0,-453.8,0.0,2983.9,2927.4,2098.2,829.2,,,56.5,3290.1,,268.2,268.2,,,606.4,,,,,249.1,,,249.1,1123.7,790.5,752.6,37.9,37.9,271.2,,,,271.2,1061.7,2185.4,0,1263.3,,,-988.3,2384.4,-5.7,2653.7,0.0,2653.7,4839.1,
