Date,Revenue,Sales & Services Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1993,339.531006,,,,-313.410004,,,,,,26.121,-4.771,,9.154,,,,-4.383,21.35,-8.228,13.122,0.0,,,13.122,-0.276,12.846,0.0,,12.846,12.846,,240.759995,0.05375,0.05375,,240.759995,0.05375,0.05375,0.05375,
12/31/1993,456.046997,,,,-400.895996,,,,,,55.151001,0.925,,12.195,,0.0,,-13.12,56.076001,-20.575001,35.500999,0.0,,,35.501,-4.72,30.781,0.0,0.0,30.781,30.781,,259.208008,0.11875,0.11875,0.11875,259.208008,0.11875,0.11875,0.11875,
03/31/1994,413.127014,,,,,,,,,,37.875,,,,,,,,,-13.735,21.58,28.009001,,,,-1.741,-8.17,0.0,,-8.17,-8.17,,262.376007,-0.03375,0.0725,,262.376007,-0.03375,0.0725,0.0725,
06/30/1994,462.894012,,,,,,,,,,64.927002,,,,,,,,,-24.747999,39.303001,0.0,,,,-4.794,34.508999,0.0,,34.508999,34.508999,,264.216003,0.1275,0.1275,,264.216003,0.1275,0.1275,0.1275,
09/30/1994,456.395996,,,,-419.622009,,,,,,36.773998,-2.438,,9.076,,,,-6.638,34.335998,-12.747,21.589001,0.0,,,21.588998,-2.882,18.707001,0.0,,18.707001,18.707001,,289.951996,0.065,0.065,,289.951996,0.065,0.065,0.065,
12/31/1994,575.378022,,,,,,,,,,76.528,,,,,,,,,-26.697001,46.837002,0.0,,,,-8.397,38.439999,0.0,,38.439999,38.439999,,334.272,0.13,0.13,0.13,334.272,0.13,0.13,0.13,
03/31/1995,499.085999,,,,-447.576996,,,,,,51.508999,-5.312,,,,,,5.312,46.196999,-18.028,28.169001,0.0,,,28.168999,-2.984,25.184999,0.0,,25.184999,25.184999,,285.81601,0.085,0.085,0.085,285.81601,0.085,0.085,0.085,
06/30/1995,570.263,,,,-484.493988,,,,,,85.768997,-2.34,,11.792,,,,-9.452,83.428997,-31.356001,52.073002,0.0,,,52.072996,-8.542,43.530998,0.0,,43.530998,43.530998,,288.29599,0.14625,0.14625,0.14625,288.29599,0.14625,0.14625,0.14625,
09/30/1995,537.666016,,,,-491.821991,,,,,,45.844002,-3.441,,10.13,,,,-6.689,42.403002,-15.467,26.936001,0.0,,,26.936002,-3.258,23.677999,0.0,,23.677999,23.677999,,298.320007,0.08,0.08,0.08,298.320007,0.08,0.08,0.08,
12/31/1995,650.520996,,,,,,,,,,96.559998,,,,,,,,,-32.535,58.917,0.0,,,,-11.356,47.561001,0.0,0.0,47.561001,47.561001,,317.567992,0.16,0.16,0.16,317.567992,0.16,0.16,0.16,
03/31/1996,591.601013,,,,-530.497009,,,,,,61.104,-3.036,,,,,,3.036,58.068,-22.271,35.797001,0.0,,,35.797,-4.884,30.913,0.0,,30.913,30.913,,294.40799,0.105,0.105,0.105,300.768005,0.105,0.105,0.105,
06/30/1996,666.465027,,,,-565.255981,,,,,,101.209,-2.085,,9.856,,,,-7.771,99.124,-38.425999,60.698002,0.0,,,60.698001,-7.745,52.952999,0.0,,52.952999,52.952999,,294.18399,0.18,0.18,0.18,303.175995,0.17,0.17,0.17,
09/30/1996,631.771973,,,,-572.16803,,,,,,59.604,-0.935,,7.487,,,,-6.552,58.669,-22.236,36.432999,0.0,,,36.433,-4.2,32.233002,0.0,,32.233002,32.233002,,306.980011,0.105,0.105,0.105,322.812012,0.105,0.105,0.105,
12/31/1996,751.828979,,,,-651.874023,,,,,,99.955002,9.925,,,,,,-9.925,109.880002,-40.706001,69.174004,0.0,,,69.174001,-8.944,60.23,0.0,,60.23,60.23,,317.0,0.19,0.19,0.19,321.227996,0.185,0.185,0.185,
03/31/1997,696.577026,,,,-622.586975,,,,,,73.989998,-0.205,,,,,,0.205,73.784998,-28.266001,45.519001,0.0,,,45.518997,-5.451,40.068001,0.0,,40.068001,40.068001,,318.26001,0.125,0.125,0.125,322.395996,0.125,0.125,0.125,
06/30/1997,786.341003,,,,-663.46698,,,,,,122.874001,2.321,,11.234,,,,-13.555,125.195001,-48.044998,77.150002,0.0,,,77.150002,-10.751,66.399002,0.0,,66.399002,66.399002,,320.536011,0.205,0.205,0.205,340.411987,0.2,0.2,0.2,
09/30/1997,746.838989,,,,-666.955017,,,,,,79.884003,-2.223,,12.356,,,,-10.133,77.661003,-29.879,47.782001,0.0,,,47.782003,-6.291,41.491001,0.0,,41.491001,41.491001,,319.31601,0.13,0.13,0.13,325.73999,0.13,0.13,0.13,
12/31/1997,895.055969,,,,-768.258118,,,,,,126.797989,7.894895,,19.521999,,-2.1,,-25.316895,134.692884,-50.293995,84.398994,0.0,,,84.398889,-9.942001,74.456993,0.0,,74.456993,74.456993,,316.838013,0.235,0.235,0.235,330.920013,0.225,0.225,0.225,
03/31/1998,905.799011,,,,-804.151978,,,,,,101.647003,-3.201,14.214,14.214,,,,-11.013,98.446003,-39.381001,59.064999,0.0,,,59.065002,-7.741,51.324001,0.0,,51.324001,51.324001,,342.063995,0.15,0.15,0.15,348.776001,0.145,0.145,0.145,
06/30/1998,1094.160034,,,,-916.364014,,,,,,177.796005,-6.214999,20.084999,20.084999,,,,-13.87,171.581006,-71.57,100.011002,0.0,,,100.011006,-13.755,86.255997,0.0,,86.255997,86.255997,,348.466003,0.25,0.25,0.25,379.75,0.24,0.24,0.24,
09/30/1998,1032.984985,,,,-914.289978,,,,,,118.695,-7.146001,19.610001,19.610001,,0.0,,-12.464,111.548999,-46.104,65.445,0.0,,,65.444999,-9.465,55.98,0.0,,55.98,55.98,,347.858002,0.16,0.16,0.16,355.082001,0.16,0.16,0.16,
12/31/1998,1258.001953,,,,-1093.932983,,,,,,164.069,-3.341999,-13.499,20.573,,0.0,,16.840999,160.727001,-62.036999,98.690002,0.0,,,98.690002,-13.405,85.285004,0.0,,85.285004,85.285004,,347.033691,0.245,0.245,0.245,361.1008,0.235,0.235,0.235,
03/31/1999,1146.876953,,,,-1012.307007,,,,,,134.570007,-10.318,18.472,18.472,,0.0,,-8.154,124.252007,-50.514999,73.737,0.0,,,73.737008,-8.175,65.561996,0.0,,65.561996,65.561996,,350.65799,0.185,0.185,0.185,370.585999,0.185,0.185,0.185,
06/30/1999,1270.369019,,,,-1059.873047,,,,,,210.496002,-8.948,21.048,21.048,,0.0,,-12.1,201.548002,-80.572998,120.974998,0.0,,,120.975004,-13.833,107.141998,0.0,,107.141998,107.141998,,351.612,0.305,0.305,0.305,381.303986,0.295,0.295,0.295,
09/30/1999,1210.880005,,,,-1063.719971,,,,,,147.160004,-16.108,20.591,20.591,,0.0,,-4.483,131.052004,-53.851002,77.200996,0.0,,,77.201002,-6.916,70.285004,0.0,,70.285004,70.285004,,350.221985,0.2,0.2,0.2,370.014008,0.195,0.195,0.195,
12/31/1999,1502.419,,,,-1270.515,,,,,,231.904,0.32,24.797,24.797,,0.0,,-25.117,232.224,-88.308,143.916,0.0,,,143.916,-24.023,119.893,0.0,,119.893,119.893,,349.796,0.345,0.345,0.345,397.18,0.33,0.33,0.33,
03/31/2000,1379.015015,,,,-1215.328003,,,,,,163.686996,99.598999,11.321,,,,,-110.919999,263.285995,-108.469002,154.817001,,,,154.816994,-11.279,143.537994,,,143.537994,143.537994,,349.338013,0.41,0.41,0.41,378.071991,0.39,0.39,0.39,
06/30/2000,1520.244995,,,,-1266.527954,,,,,,253.716995,-13.464,16.093,0.0,,0.0,,-2.629001,240.252995,-96.255997,143.996994,0.0,,,143.996999,-16.610001,127.387001,0.0,0.0,127.387001,127.387001,,350.100006,0.365,0.365,0.365,379.309998,0.35,0.35,0.35,
09/30/2000,1452.522949,,,,-1270.269043,,,,,,182.253998,-20.392,23.499001,,,,,-3.107,161.861998,-64.552002,97.309998,,,,97.309996,-11.646,85.664001,,,85.664001,85.664001,,350.018005,0.245,0.245,0.245,378.062012,0.24,0.24,0.24,
12/31/2000,1802.447,,,,-1524.015,,,,,,278.432,-21.302,25.604,37.693,,0.0,,-4.302,257.13,-99.863,157.267,0.0,,,157.267,-15.061,142.206,0.0,0.0,142.206,142.206,,351.128,0.405,0.405,0.405,376.86,0.39,0.39,0.39,
03/31/2001,1601.134033,,,,-1409.849976,,,,,,191.283997,-19.899,20.309,,,,,-0.41,171.384996,-67.723,103.662003,,,,103.661997,-8.382,95.279999,,,95.279999,95.279999,,363.68399,0.26,0.26,0.26,376.846008,0.26,0.26,0.26,
06/30/2001,1746.787964,,,,-1455.682007,,,,,,291.105988,-16.559,19.438999,0.0,,0.0,,-2.879999,274.546988,-107.612999,166.934006,0.0,,,166.933989,-15.568,151.365997,0.0,0.0,151.365997,151.365997,,365.64801,0.415,0.415,0.415,380.084015,0.405,0.405,0.405,
09/30/2001,1571.011963,,,,-1388.802002,,,,,,182.210007,-15.599,18.120001,,,,,-2.521001,166.611007,-64.339996,102.271004,,,,102.27101,-9.916,92.355003,,,92.355003,92.355003,,366.544006,0.25,0.25,0.25,379.261993,0.25,0.25,0.25,
12/31/2001,1970.472,,,,-1666.888,,,,,,303.584,-8.075,14.931,20.178,,0.0,,-6.856,295.509,-112.452,183.057,0.0,,,183.057,-18.916,164.141,0.0,0.0,164.141,164.141,,368.856,0.445,0.445,0.445,377.336,0.435,0.435,0.435,
03/31/2002,1732.426025,,,,-1503.567017,,,,,,228.858994,-8.801,11.323,13.852,-2.529,,,-2.522,220.057993,-79.858002,140.199997,,,,140.199992,-11.634,128.565994,,,128.565994,128.565994,,373.34201,0.345,0.345,0.345,378.980011,0.34,0.34,0.34,
06/30/2002,1916.56897,,,,-1586.078979,,,,,,330.48999,-2.488,5.942,10.658,-4.716,0.0,,-3.454,328.00199,-122.014,205.988007,0.0,,,205.98799,-18.673,187.315002,0.0,0.0,187.315002,187.315002,,371.410004,0.505,0.505,0.505,376.238007,0.5,0.5,0.5,
09/30/2002,1768.458984,,,,-1557.067993,,,,,,211.391006,-3.128,5.564,10.365,-4.801,0.0,,-2.436,208.263007,-69.695999,138.567001,0.0,,,138.567008,-12.463,126.103996,0.0,0.0,126.103996,126.103996,,371.730011,0.34,0.34,0.34,373.303986,0.34,0.34,0.34,
12/31/2002,2118.844971,,,,-1785.469971,,,,,,333.375,0.172,,10.634,-2.971,0.0,,-7.835,333.547,-104.069,229.477997,0.0,,,229.478,-25.568001,201.473999,0.0,0.0,201.473999,201.473999,,372.109985,0.54,0.54,0.54,373.787994,0.54,0.54,0.54,
03/31/2003,1937.2,,,0.0,-1735.0,,,,,,202.2,-5.8,8.3,11.2,-2.9,,,0.0,196.4,-67.1,129.3,,,,129.3,-13.8,115.5,0.0,0.0,115.5,115.5,,373.112,0.31,0.31,0.31,373.112,0.31,0.31,0.31,
06/30/2003,2149.5,,,,-1830.199951,,,,,,319.299988,-11.000001,13.0,16.200001,-3.2,0.0,,-2.0,308.299987,-104.0,204.300003,0.0,,,204.299987,-24.299999,180.0,0.0,0.0,180.0,180.0,,374.343994,0.48,0.48,0.48,376.25,0.48,0.48,0.48,
09/30/2003,2028.6,,,,-1811.5,,,,,,217.1,-7.5,11.5,15.4,-3.9,,,-4.0,209.6,-68.9,140.7,,,,140.7,-16.1,124.6,,,124.6,124.6,,374.998,0.33,0.33,0.33,375.766,0.33,0.33,0.33,
12/31/2003,2506.048096,,,,-2135.782959,,,,,,370.265015,-3.316,,15.13,-5.057,0.0,,-6.757,366.949015,-119.651001,247.298004,0.0,,,247.298014,-26.014999,221.283005,0.0,0.0,221.283005,221.283005,,375.612,0.59,0.59,0.59,380.028015,0.585,0.585,0.585,
03/31/2004,2231.4,,,0.0,-2002.1,,,,,,229.3,-7.9,10.4,13.7,-3.3,,,0.0,221.4,-73.6,147.8,,,,147.8,-12.2,135.6,0.0,0.0,135.6,135.6,,375.704,0.36,0.36,0.36,377.56,0.36,0.36,0.36,
06/30/2004,2407.800049,,,,-2064.100098,,,,,,343.700012,-2.400001,7.3,10.8,-3.5,0.0,,-4.9,341.300012,-113.099998,228.199997,0.0,,,228.200013,-22.1,206.100006,0.0,0.0,206.100006,206.100006,,373.691986,0.55,0.55,0.55,376.320007,0.55,0.55,0.55,
09/30/2004,2319.0,,,,-2071.6,,,,,,247.4,-5.6,8.8,12.3,-3.5,0.0,,-3.2,241.8,-80.3,161.5,,,,161.5,-16.2,145.3,0.0,0.0,145.3,145.3,,368.16,0.395,0.395,0.395,369.2,0.395,0.395,0.395,
12/31/2004,2789.0,,,,-2394.0,,,,,,395.0,-3.6,,14.3,-4.2,0.0,,-6.5,391.4,-129.300003,262.100006,0.0,,,262.099997,-25.6,236.5,0.0,0.0,236.5,236.5,,368.200012,0.64,0.64,0.64,370.399994,0.64,0.64,0.64,
03/31/2005,2403.0,,,,-2145.7,,,,,,257.3,-6.9,12.1,17.3,-5.2,0.0,,-5.2,250.4,-86.1,164.3,0.0,,,164.3,-13.8,150.5,0.0,0.0,150.5,150.5,,365.288,0.41,0.41,0.41,367.61,0.41,0.41,0.41,
06/30/2005,2615.8,,,,-2233.8,,,,,,382.0,-9.3,14.3,18.2,-3.9,0.0,,-5.0,372.7,-124.3,248.4,0.0,,,248.4,-22.6,225.8,0.0,0.0,225.8,225.8,,362.828,0.62,0.62,0.62,365.52,0.62,0.62,0.62,
09/30/2005,2522.9,,,,-2248.4,,,,,,274.5,-9.4,16.3,19.9,-3.6,0.0,,-6.9,265.1,-86.9,178.2,,,,178.2,-16.5,161.7,0.0,0.0,161.7,161.7,,358.552,0.45,0.45,0.45,361.104,0.45,0.45,0.45,
12/31/2005,2939.4,,,,-2513.4,,,,,,426.0,0.9,,22.6,-6.1,0.0,,-17.4,426.9,-138.0,288.9,6.9,,,282.0,-29.3,252.7,0.0,0.0,252.7,252.7,,356.4,0.71,0.71,0.71,359.2,0.705,0.705,0.705,
03/31/2006,2562.9,,,,-2278.5,,,,,,284.4,-10.2,15.1,23.4,-8.3,0.0,,-4.9,274.2,-90.9,183.3,0.0,,,183.3,-17.6,165.7,0.0,0.0,165.7,165.7,,353.332,0.47,0.47,0.47,355.662,0.465,0.465,0.465,
06/30/2006,2823.4,,,,-2406.0,,,,,,417.4,-19.2,25.5,34.2,-8.7,0.0,,-6.3,398.2,-131.7,266.5,0.0,,,266.5,-22.4,244.1,0.0,0.0,244.1,244.1,,340.4,0.715,0.715,0.715,344.0,0.71,0.71,0.71,
09/30/2006,2774.3,,,,-2466.9,,,,,,307.4,-20.4,26.7,33.6,-6.9,0.0,,-6.3,287.0,-92.9,194.1,0.0,,,194.1,-17.0,177.1,0.0,0.0,177.1,177.1,,338.8,0.525,0.525,0.52,341.8,0.52,0.52,0.515,
12/31/2006,3216.2,,,0.0,-2742.0,,,,,,474.2,-24.1,57.8,67.2,-9.4,0.0,12.0,-33.7,450.1,-151.4,310.7,0.0,,,310.7,-33.5,277.2,0.0,0.0,277.2,277.2,,338.2,0.82,0.82,0.82,342.6,0.81,0.81,0.81,
03/31/2007,2840.6,,,,-2525.1,,,,,,315.5,-13.1,18.3,27.8,-9.5,0.0,,-5.2,302.4,-100.5,201.9,0.0,,,201.9,-18.9,183.0,0.0,0.0,183.0,183.0,,331.2,0.555,0.555,0.555,335.6,0.545,0.545,0.545,
06/30/2007,3126.1,,,,-2664.5,,,,,,461.6,-9.7,22.2,29.7,-7.5,0.0,,-12.5,451.9,-148.8,303.1,0.0,,,303.1,-26.4,276.7,0.0,0.0,276.7,276.7,,325.8,0.85,0.85,0.85,330.8,0.84,0.84,0.84,
09/30/2007,3101.4,,,,-2751.2,,,,,,350.2,-11.3,19.3,26.2,-6.9,0.0,,-8.0,338.9,-112.1,226.8,0.0,,,226.8,-24.6,202.2,0.0,0.0,202.2,202.2,,324.0,0.62,0.62,0.62,328.2,0.62,0.62,0.62,
12/31/2007,3626.0,,,0.0,-3094.1,,,,,,531.9,-14.3,37.5,46.5,-9.0,0.0,12.7,-23.2,517.6,-175.5,354.8,0.0,,,354.8,-40.9,313.9,0.0,0.0,313.9,313.9,,323.2,0.97,0.97,0.97,327.0,0.96,0.96,0.96,
03/31/2008,3195.4,,,,-2844.6,,,,,,350.8,-2.9,11.0,25.4,-14.4,0.0,,-8.1,347.9,-115.2,232.7,0.0,,,232.7,-24.0,208.7,0.0,0.0,208.7,208.7,,318.6,0.65,0.65,0.65,320.9,0.65,0.65,0.65,
06/30/2008,3476.9,,,,-2960.1,,,,,,516.8,-7.7,18.7,31.4,-12.7,0.0,,-11.0,509.1,-167.2,341.9,0.0,,,341.9,-34.9,307.0,0.0,0.0,307.0,307.0,,317.5,0.97,0.97,0.97,320.8,0.96,0.96,0.96,
09/30/2008,3316.2,,,,-2942.8,,,,,,373.4,-13.9,20.7,35.1,-14.4,0.0,,-6.8,359.5,-118.2,241.3,0.0,,,241.3,-27.7,213.6,0.0,0.0,213.6,213.6,,309.1,0.69,0.69,0.69,310.7,0.69,0.69,0.69,
12/31/2008,3371.3,,,0.0,-2922.9,,,,,,448.4,-23.9,23.9,,,,16.0,0.0,424.5,-142.0,298.5,,,,298.5,-27.5,271.0,0.0,0.0,271.0,271.0,,307.2,0.88,0.88,0.88,307.2,0.88,0.88,0.88,
03/31/2009,2746.6,2746.6,,0.0,-2464.2,450.4,450.4,,,2013.8,282.4,-21.4,21.4,26.8,-5.4,,5.9,0.0,261.0,-88.7,178.2,0.0,0.0,0.0,178.2,-13.7,164.5,0.0,-2.2,162.3,187.0,24.7,307.5,0.53,0.53,0.60813,307.6,0.53,0.53,0.60813,
06/30/2009,2870.7,2870.7,,0.0,-2472.6,460.8,460.8,,,2011.8,398.1,-21.9,21.9,27.4,-5.5,,7.3,0.0,376.2,-129.7,253.8,0.0,0.0,0.0,253.8,-20.4,233.4,0.0,-2.6,230.8,251.21,20.41,308.1,0.75,0.75,0.815352,308.6,0.75,0.75,0.815352,
09/30/2009,2837.6,2837.6,,0.0,-2542.8,490.5,490.5,,,2052.3,294.8,-28.9,28.9,33.8,-4.9,,7.3,0.0,265.9,-90.5,182.7,0.0,0.0,0.0,182.7,-17.1,165.6,0.0,-1.8,163.8,185.055,21.255,308.6,0.53,0.53,0.59966,311.6,0.53,0.53,0.598212,
12/31/2009,3265.9,3265.9,,0.0,-2866.3,424.6,424.6,,,2441.7,399.6,-28.6,28.6,50.1,-21.5,,10.3,0.0,371.0,-124.7,256.6,0.0,0.0,0.0,256.6,-27.0,229.6,0.0,-2.5,227.1,293.27,66.17,308.9,0.74,0.74,0.949401,312.9,0.73,0.73,0.941473,
03/31/2010,2920.0,2920.0,,0.0,-2629.0,466.6,466.6,,,2162.4,291.0,-24.1,24.1,29.8,-5.7,,4.7,0.0,266.9,-90.7,180.9,0.0,0.0,0.0,180.9,-17.5,163.4,0.0,-1.7,161.7,161.7,0.0,306.4,0.53,0.53,0.53,311.0,0.52,0.52,0.52,
06/30/2010,3041.2,3041.2,,0.0,-2625.8,472.4,472.4,,,2153.4,415.4,-23.7,23.7,29.9,-6.2,,10.3,0.0,391.7,-133.2,268.8,0.0,0.0,0.0,268.8,-25.5,243.3,0.0,-2.2,241.1,241.1,0.0,302.3,0.8,0.8,0.8,307.0,0.79,0.79,0.79,
09/30/2010,2994.6,2994.6,,0.0,-2680.5,469.7,469.7,,,2210.8,314.1,-29.8,29.8,36.1,-6.3,,8.2,0.0,284.3,-96.9,195.6,0.0,0.0,0.0,195.6,-21.0,174.6,0.0,0.0,174.6,174.015,-0.585,299.3,0.58,0.58,0.581407,303.5,0.57,0.57,0.568072,
12/31/2010,3586.8,3586.8,,0.0,-3147.2,392.1,392.1,,,2755.1,439.6,-32.1,32.1,38.8,-6.7,,10.4,0.0,407.5,-139.4,278.5,0.0,0.0,0.0,278.5,-32.0,246.5,0.0,-2.5,244.0,236.2,-7.8,290.5,0.84,0.84,0.813081,295.7,0.83,0.83,0.803622,
03/31/2011,3151.3,3151.3,,0.0,-2829.2,410.9,410.9,,,2418.3,322.1,-32.1,32.1,41.9,-9.8,,1.0,0.0,290.0,-73.9,217.1,0.0,0.0,0.0,217.1,-15.2,201.9,0.0,-2.0,199.9,205.035,5.135,283.6,0.7,0.7,0.722972,289.2,0.69,0.69,0.707756,
06/30/2011,3487.4,3487.4,,0.0,-2999.3,526.5,526.5,,,2472.8,488.1,-27.6,27.6,36.9,-9.3,,4.8,0.0,460.5,-158.1,307.2,0.0,0.0,0.0,307.2,-32.1,275.1,0.0,-2.9,272.2,272.2,0.0,278.7,0.98,0.98,0.98,283.7,0.96,0.96,0.96,
09/30/2011,3380.9,3380.9,,0.0,-3007.5,502.8,502.8,,,2504.7,373.4,-31.9,31.9,39.8,-7.9,,4.5,4.5,341.5,-117.1,228.9,0.0,0.0,0.0,228.9,-25.2,203.7,0.0,-2.3,201.4,201.4,0.0,277.1,0.73,0.73,0.73,281.4,0.72,0.72,0.72,
12/31/2011,3852.9,3852.9,,0.0,-3365.5,510.7,510.7,,,2854.8,487.4,-30.3,30.3,39.5,-9.2,,6.9,-6.9,457.1,-156.8,307.2,0.0,0.0,0.0,307.2,-35.3,271.9,0.0,-3.5,268.4,338.73,70.33,276.4,0.97,0.97,1.225507,280.8,0.96,0.96,1.210463,
03/31/2012,3307.3,3307.3,,0.0,-2944.8,510.4,510.4,,,2434.4,362.5,-29.2,29.2,38.5,-9.3,,2.0,0.0,333.3,-109.3,226.0,0.0,0.0,0.0,226.0,-21.4,204.6,0.0,-4.5,200.1,200.1,0.0,273.3,0.73,0.73,0.73,277.5,0.72,0.72,0.72,
06/30/2012,3561.0,3561.0,,0.0,-3054.6,513.3,513.3,,,2541.3,506.4,-34.9,34.9,44.0,-9.1,,4.6,0.0,471.5,-161.9,314.2,0.0,0.0,0.0,314.2,-31.5,282.7,0.0,-6.4,276.3,276.3,0.0,269.0,1.03,1.03,1.03,271.8,1.02,1.02,1.02,
09/30/2012,3406.6,3406.6,,0.0,-3019.3,503.5,503.5,,,2515.8,387.3,-40.3,40.3,47.8,-7.5,,5.3,5.3,347.0,-118.7,233.6,0.0,0.0,0.0,233.6,-29.7,203.9,0.0,-4.5,199.4,199.4,0.0,266.6,0.75,0.75,0.75,268.5,0.74,0.74,0.74,
