Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1999,1206.661,259.721,189.849,69.872,148.896,148.896,,136.493,57.414,20.813,58.266,0.0,37.849,,,,,582.959,154.636,244.793,-90.157,0.0,469.066,336.003,,,,34.114,98.949,623.702,,12.142,12.142,,,,16.941,,,,,,67.278,,,,67.278,96.361,26.827,,,,,23.568,,,,,,23.568,50.395,146.756,0.0,376.979,,,-8.182,690.003,1.105,1059.905,0.0,1059.905,1206.661,
06/30/1999,1241.106,289.437,201.798,87.639,151.224,151.224,,138.278,62.057,23.2,53.021,,37.314,,,,,616.253,156.366,250.229,-93.863,0.0,468.487,335.194,,,,,133.293,624.853,,19.649,19.649,,,,14.85,,,,,,70.959,,,,70.959,105.458,24.771,,,,,22.765,,,,,,22.765,47.536,152.994,0.0,377.932,,,-8.182,716.79,1.572,1088.112,0.0,1088.112,1241.106,
09/30/1999,1259.828,294.081,232.784,61.297,162.419,162.419,,139.844,66.058,23.812,49.974,0.0,43.496,,,,,639.84,159.253,257.307,-98.054,0.0,460.735,330.191,,,,,130.544,619.988,,17.092,17.092,,,,15.417,,,,,,54.893,,,,54.893,87.402,24.052,,,,,27.283,,,,,,27.283,51.335,138.737,0.0,378.569,,,-8.182,748.688,2.016,1121.091,0.0,1121.091,1259.828,
12/31/1999,1309.042,333.087,237.528,95.559,162.687,162.687,,140.219,66.977,25.591,47.651,0.0,47.869,,,,,683.862,163.853,266.148,-102.295,0.0,461.327,325.225,,,,,136.102,625.18,,16.869,16.869,,,,16.336,,,,,,69.122,,,,69.122,102.327,23.684,,,,,25.161,,,,,,25.161,48.845,151.172,0.0,379.78,,,-8.182,783.952,2.32,1157.87,0.0,1157.87,1309.042,
03/31/2000,1341.23,303.05,203.493,99.557,197.76,197.76,,145.869,64.02,28.459,53.39,0.0,40.067,,,,,686.746,168.0,273.581,-105.581,0.0,486.484,332.142,,,,29.461,124.881,654.484,,17.981,17.981,,,,9.874,,,,,,59.915,,,,59.915,87.77,30.63,,,,,19.108,,,,,,19.108,49.738,137.508,0.0,381.532,,,-8.316,823.57,6.936,1203.722,0.0,1203.722,1341.23,
06/30/2000,1364.818,239.776,181.304,58.472,179.517,179.517,,208.326,71.251,26.977,110.098,0.0,80.045,,,,,707.664,172.521,282.359,-109.838,0.0,484.633,326.419,,,,,158.214,657.154,,76.072,76.072,,,,7.925,,,,,,199.467,,,,199.467,283.464,32.829,,,,,17.397,,,,,,17.397,50.226,333.69,0.0,383.894,,,-99.835,742.494,4.575,1031.128,0.0,1031.128,1364.818,
09/30/2000,1334.213,254.924,219.339,35.585,173.096,173.096,,198.391,70.217,27.627,100.547,0.0,59.057,,,,,685.468,174.956,289.012,-114.056,0.0,473.789,319.694,,,,27.227,126.868,648.745,,23.942,23.942,,,,11.746,,,,,,193.226,,,,193.226,228.914,26.707,,,,,16.08,,,,,,16.08,42.787,271.701,0.0,385.31,,,-99.768,771.025,5.945,1062.512,0.0,1062.512,1334.213,
12/31/2000,1397.273,246.35,212.397,33.953,204.359,204.359,,178.067,61.45,24.304,92.313,0.0,154.743,,,,,783.519,173.635,292.377,-118.742,0.0,440.119,310.367,,,,28.402,101.35,613.754,,38.054,38.054,,,,11.769,,,,,,216.854,,,,216.854,266.677,25.34,,,,,9.702,,,,,,9.702,35.042,301.719,0.0,387.308,,,-99.768,803.677,4.337,1095.554,0.0,1095.554,1397.273,
03/31/2001,1465.973,284.898,229.183,55.715,232.599,232.599,,161.81,57.825,23.752,80.233,0.0,199.917,,,,,879.224,168.396,292.073,-123.677,,418.353,294.384,,,,27.621,96.348,586.749,,48.928,48.928,,,,5.245,5.245,0.0,0.0,,,237.014,,,,237.014,291.187,23.345,23.345,0.0,0.0,,18.905,,,,,,18.905,42.25,333.437,0.0,388.332,,,-99.52,840.741,2.983,1132.536,0.0,1132.536,1465.973,
06/30/2001,1534.982,342.809,183.819,158.99,221.477,221.477,,170.983,65.244,23.941,81.798,0.0,211.449,,,,,946.718,166.237,,,0.0,422.027,291.538,,,,,130.489,588.264,,51.944,51.944,,,,5.241,5.241,0.0,0.0,,,250.175,,,,250.175,307.36,22.153,22.153,0.0,0.0,,21.175,,,,,,21.175,43.328,350.688,0.0,391.198,,,-99.52,886.384,6.232,1184.294,0.0,1184.294,1534.982,
09/30/2001,1647.807,457.803,200.733,257.07,209.337,209.337,,182.373,68.008,26.482,87.883,0.0,217.376,,,,,1066.889,164.102,,,0.0,416.816,287.625,,,,25.702,103.489,580.918,,52.383,52.383,,,,3.26,,,,,,300.602,,,,300.602,356.245,26.689,,,,,18.36,,,,,,18.36,45.049,401.294,0.0,397.189,,,-101.306,945.5,5.13,1246.513,0.0,1246.513,1647.807,
12/31/2001,1736.674,585.461,153.423,432.038,165.443,165.443,,196.777,76.553,25.73,94.494,0.0,223.7,,,,,1171.381,163.46,,,0.0,401.833,280.616,,,,23.95,97.267,565.293,,38.307,38.307,,,,2.028,2.028,0.0,0.0,,,322.552,,,,322.552,362.887,25.239,25.239,0.0,0.0,,21.665,,,,,,21.665,46.904,409.791,0.0,403.808,,,-102.236,1018.651,6.66,1326.883,0.0,1326.883,1736.674,
03/31/2002,1616.71,617.056,160.79,456.266,145.491,145.491,,195.074,74.782,31.056,89.236,0.0,104.461,,,,,1062.082,166.531,302.213,-135.682,0.0,388.097,271.118,102.272,168.846,,22.72,94.259,554.628,,36.534,36.534,,,,0.016,0.016,0.0,0.0,,,138.597,,,,138.597,175.147,21.854,21.854,0.0,0.0,,17.47,,,,,,17.47,39.324,214.471,0.0,415.819,,,-102.236,1080.736,7.92,1402.239,0.0,1402.239,1616.71,
06/30/2002,1635.507,594.494,84.979,509.515,175.309,175.309,,207.634,74.709,34.325,98.6,0.0,108.584,,,,,1086.021,166.771,,,0.0,382.715,267.675,103.196,164.479,,21.328,93.712,549.486,,43.201,43.201,,,,0.0,0.0,0.0,0.0,,,126.779,,,,126.779,169.98,19.735,19.735,0.0,0.0,,21.197,,,,,,21.197,40.932,210.912,0.0,420.111,,,-143.167,1137.574,10.077,1424.595,0.0,1424.595,1635.507,
09/30/2002,1708.993,682.834,215.294,467.54,180.58,180.58,,196.253,88.638,26.696,80.919,0.0,119.53,,,,,1179.197,169.405,,,0.0,360.391,262.961,103.196,159.765,,19.562,77.868,529.796,,35.459,35.459,,,,0.0,0.0,0.0,0.0,,,162.846,,,,162.846,198.305,21.166,21.166,0.0,0.0,,20.396,,,,,,20.396,41.562,239.867,0.0,427.054,,,-165.22,1200.806,6.486,1469.126,0.0,1469.126,1708.993,
12/31/2002,1754.428,707.962,253.462,454.5,183.821,183.821,,214.574,100.825,31.954,81.795,0.0,118.917,,,,,1225.274,173.385,,,0.0,355.769,258.246,103.196,155.05,,18.248,79.275,529.154,,54.918,54.918,,,,0.0,0.0,0.0,0.0,,,207.817,,,,207.817,262.735,20.858,20.858,0.0,0.0,,18.331,,,,,,18.331,39.189,301.924,0.0,440.41,,,-257.809,1262.951,6.952,1452.504,0.0,1452.504,1754.428,
03/31/2003,1745.223,686.806,258.902,427.904,187.587,187.587,,237.777,107.731,33.99,96.056,0.0,116.041,,,,,1228.211,178.33,332.891,-154.561,0.0,338.682,252.837,102.581,150.256,,18.024,67.821,517.012,,66.017,66.017,,,,1.586,1.586,0.0,0.0,,,198.168,,,,198.168,265.771,19.943,19.943,0.0,0.0,,13.177,,,,,,13.177,33.12,298.891,0.0,454.802,,,-343.121,1330.933,3.718,1446.332,0.0,1446.332,1745.223,
06/30/2003,1692.741,644.0,208.157,435.843,165.916,165.916,,258.166,112.856,37.651,107.659,0.0,111.314,,,,,1179.396,182.511,341.754,-159.243,0.0,330.834,248.22,102.649,145.571,,16.13,66.484,513.345,,54.537,54.537,,,,0.0,0.0,0.0,0.0,,,134.402,,,,134.402,188.939,20.099,20.099,0.0,0.0,,17.842,,,,,,17.842,37.941,226.88,0.0,466.658,,,-413.987,1408.821,4.369,1465.861,0.0,1465.861,1692.741,
09/30/2003,1800.372,638.352,194.145,444.207,232.479,232.479,,290.742,115.44,46.607,128.695,0.0,113.77,,,,,1275.343,214.396,379.084,-164.688,0.0,310.633,245.316,102.649,142.667,,,65.317,525.029,,54.493,54.493,,,,0.0,0.0,0.0,0.0,,,173.143,,,,173.143,227.636,20.08,20.08,0.0,0.0,,19.331,,,,,,19.331,39.411,267.047,0.0,468.828,,,-435.684,1494.125,6.056,1533.325,0.0,1533.325,1800.372,
12/31/2003,1880.972,700.422,130.632,569.79,208.647,208.647,,311.605,126.781,40.043,144.781,0.0,115.058,,,,,1335.732,250.245,420.245,-170.0,0.0,294.995,242.331,102.579,139.752,,,52.664,545.24,,63.649,63.649,,,,0.0,,,,,,184.184,,,,184.184,247.833,19.706,,,,,23.048,,,,,,23.048,42.754,290.587,0.0,486.642,,,-470.125,1570.656,3.212,1590.385,0.0,1590.385,1880.972,
03/31/2004,1875.29,687.158,101.713,585.445,191.094,,,320.797,149.048,34.511,137.238,0.0,118.792,,,,,1317.841,273.051,437.462,-164.411,0.0,284.398,237.18,102.579,134.601,,,47.218,557.449,,40.639,40.639,,,,1.586,1.586,0.0,0.0,,,131.543,,,,131.543,173.768,19.13,19.13,0.0,0.0,,22.604,,,,,,22.604,41.734,215.502,0.0,489.92,,,-470.125,1637.497,2.496,1659.788,0.0,1659.788,1875.29,
