Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2017,35818.9,614.9,614.9,0.0,3220.2,3220.2,0.0,2548.1,885.1,381.0,1282.0,0.0,883.4,,,559.8,800.9,7266.6,2310.0,3909.7,-1599.7,0.0,26242.3,25255.2,9984.7,15270.5,,,427.3,28552.3,,1458.6,1276.1,14.8,167.7,,793.0,0.0,,,,793.0,2732.4,,,2138.4,2722.3,4984.0,13992.4,13992.4,,,,3550.9,,,,,,1412.5,17543.3,22527.3,0.0,8576.5,6.0,8570.5,-67.5,5393.8,-611.2,13291.6,0.0,13291.6,35818.9,
12/31/2017,35806.3,368.8,292.1,76.7,3173.1,3173.1,0.0,2542.7,895.5,384.7,1262.5,0.0,1128.7,119.8,0.0,496.8,920.0,7213.3,2339.1,4002.2,-1663.1,0.0,26253.9,25451.5,10205.7,15245.8,,226.0,79.6,28593.0,,4498.8,1452.5,112.9,42.3,2891.1,1855.4,46.5,0.0,0.0,,1808.9,31.1,0.0,0.0,2012.4,0.0,6385.3,12865.3,12865.3,0.0,0.0,,3248.1,0.0,404.2,369.1,35.1,,831.5,16113.4,22498.7,0.0,8592.0,6.0,8586.0,-567.7,5644.5,-361.2,13307.6,0.0,13307.6,35806.3,
03/31/2018,35184.5,390.9,367.4,23.5,2555.3,2555.3,0.0,2641.1,861.4,432.4,1347.3,0.0,1174.0,156.9,,497.6,947.5,6761.3,2275.2,3983.0,-1707.8,0.0,26148.0,25365.9,10318.3,15047.6,,209.0,75.5,28423.2,,1553.4,1386.6,31.6,135.2,,2681.3,355.5,,,,2325.8,2152.1,,,2042.4,2144.0,6386.8,12451.4,12451.4,,,,3169.6,,,,,,1127.2,15621.0,22007.8,0.0,8616.3,6.0,8610.3,-999.7,5751.6,-191.5,13176.7,0.0,13176.7,35184.5,
06/30/2018,33271.5,354.7,330.2,24.5,2476.6,2476.6,0.0,2561.0,906.2,384.2,1270.6,0.0,905.5,134.7,,467.8,746.3,6297.8,2186.2,3905.0,-1718.8,0.0,24787.5,24033.4,9880.6,14152.8,,193.2,93.1,26973.7,,3060.1,1342.1,26.7,88.4,1602.9,1422.1,225.4,,,,1196.7,381.0,,,1824.4,362.3,4863.2,13320.0,13320.0,,,,2879.6,,,,,,1055.2,16199.6,21062.8,0.0,8618.6,6.0,8612.6,-999.7,5789.1,-1199.3,12208.7,0.0,12208.7,33271.5,
09/30/2018,33455.6,474.5,449.2,25.3,2591.0,2591.0,0.0,2560.6,926.0,369.5,1265.1,0.0,915.6,117.1,,514.0,791.4,6541.7,2119.6,3890.5,-1770.9,0.0,24794.3,24035.6,9796.6,14239.0,,149.5,95.2,26913.9,,3518.4,1401.1,75.7,193.8,1847.8,1176.8,0.4,,,,1176.4,486.8,,26.5,1764.4,398.9,5182.0,13291.4,13291.4,,,,2916.0,,,,,,1125.1,16207.4,21389.4,0.0,8591.0,6.0,8585.0,-999.7,5965.8,-1490.9,12066.2,0.0,12066.2,33455.6,
12/31/2018,32734.9,413.1,388.1,25.0,2416.5,2416.5,0.0,2580.2,955.7,369.9,1254.6,0.0,957.9,130.6,0.0,572.2,793.5,6367.7,2170.2,3974.5,-1804.3,0.0,24197.0,23412.4,9747.8,13664.6,,138.7,73.7,26367.2,,3312.9,1617.0,121.5,62.4,1512.0,701.7,1.9,0.0,0.0,,699.8,573.2,0.0,0.0,1722.0,543.8,4587.8,13161.2,13161.2,0.0,0.0,,2818.8,0.0,385.9,351.9,34.0,,710.9,15980.0,20567.8,0.0,8597.4,6.0,8591.4,-999.7,6010.7,-1441.3,12167.1,0.0,12167.1,32734.9,
03/31/2019,31906.6,255.7,229.8,25.9,2367.4,2367.4,0.0,2708.8,987.0,415.4,1306.4,0.0,930.4,131.8,,507.8,758.5,6262.3,2387.6,4249.0,-1861.4,0.0,23256.7,22563.4,9607.9,12955.5,,127.4,58.1,25644.3,,2924.0,1316.5,23.2,166.0,1418.3,783.9,0.4,80.0,,80.0,703.5,449.7,,,1643.2,440.0,4157.6,13241.2,13086.9,154.3,,154.3,2616.2,,,,,,973.0,15857.4,20015.0,0.0,8612.5,6.0,8606.5,-999.7,5989.3,-1710.5,11891.6,0.0,11891.6,31906.6,
06/30/2019,31816.9,237.9,211.5,26.4,2276.6,2276.6,0.0,2776.2,1001.2,472.0,1303.0,0.0,974.7,154.0,,553.1,766.4,6265.4,2396.8,4305.5,-1908.7,0.0,23154.7,22423.6,9692.9,12730.7,,118.4,59.6,25551.5,,3652.1,1538.2,138.5,86.5,1888.9,829.4,26.2,78.8,,78.8,724.4,78.8,,,1635.1,52.7,4560.3,12761.0,12590.1,170.9,,170.9,2592.8,,,,,,957.7,15353.8,19914.1,0.0,8623.4,6.1,8617.3,-999.7,5820.8,-1541.7,11902.8,0.0,11902.8,31816.9,
09/30/2019,31053.5,385.7,358.9,26.8,2546.6,2546.6,0.0,2763.5,983.3,430.5,1349.7,0.0,949.3,153.7,,628.1,763.7,6645.1,2123.9,4051.3,-1927.4,0.0,22284.5,21211.4,9387.1,11824.3,,106.6,338.4,24408.4,,3886.9,1511.3,153.2,184.6,2037.8,681.7,0.0,76.4,,76.4,605.3,76.4,,,1557.0,50.1,4645.0,12641.8,12460.5,181.3,,181.3,2303.3,,,,,,746.3,14945.1,19590.1,0.0,8643.7,6.1,8637.6,-999.7,6010.6,-2191.2,11463.4,0.0,11463.4,31053.5,
12/31/2019,31255.5,502.4,475.6,26.8,2640.1,2640.1,0.0,2670.9,886.8,417.2,1366.9,0.0,943.9,156.7,0.0,703.1,743.9,6757.3,2404.2,4377.5,-1973.3,0.0,22094.0,21240.5,9590.6,11649.9,24.8,92.2,33.4,24498.2,,3468.1,1528.1,213.0,59.1,1667.9,1584.8,0.0,76.7,0.0,76.7,1508.1,516.2,0.0,0.0,1627.5,503.3,5569.1,11390.0,11214.3,175.7,0.0,175.7,2412.6,0.0,403.7,371.9,31.8,,381.4,13802.6,19371.7,0.0,8649.6,6.1,8643.5,-999.7,6031.1,-1797.2,11883.8,0.0,11883.8,31255.5,
03/31/2020,30145.9,609.3,572.4,36.9,2429.2,2429.2,0.0,2639.6,859.3,395.6,1384.7,0.0,922.4,162.0,,701.3,704.5,6600.5,2303.4,4302.2,-1998.8,0.0,21242.0,20373.6,9326.7,11046.9,,81.1,86.0,23545.4,,3307.4,1273.5,254.3,151.0,1628.6,1558.2,0.0,70.5,,70.5,1487.7,362.6,,,1538.2,292.3,5228.2,11361.9,11197.8,164.1,,164.1,2293.1,,,,,,754.9,13655.0,18883.2,0.0,8664.0,6.1,8657.9,-999.7,6051.9,-2453.5,11262.7,0.0,11262.7,30145.9,
06/30/2020,30155.4,362.2,323.6,38.6,2440.8,2440.8,0.0,2785.7,877.4,410.3,1498.0,0.0,875.9,168.2,,749.4,707.7,6464.6,2267.7,4342.7,-2075.0,0.0,21423.1,20479.2,9523.3,10955.9,,71.4,123.1,23690.8,,3072.2,1256.7,288.0,80.1,1447.4,3266.6,47.0,68.2,,68.2,3151.4,632.5,,,1542.2,612.5,6971.3,9153.6,8994.4,159.2,,159.2,2284.3,,,,,,742.1,11437.9,18409.2,0.0,8679.3,6.1,8673.2,-999.7,6091.5,-2024.9,11746.2,0.0,11746.2,30155.4,
