Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
06/30/1993,1160,-1219,321,1485,,,1485,573,,,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,396,670,277,91,,,91,-642,,,-642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,
12/31/1993,924,653,280,-179,,,-179,170,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,1000,482,285,168,,,168,65,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,1329,406,292,61,,,61,570,,,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,591,792,304,-305,,,-305,-200,,,-200,,,-345.0,,,,-345.0,,,,,,,,,,345.0,,,,,,,,,,,,,
12/31/1994,679,750,299,-50,,,-50,-320,,,-320,,,-521.0,,,,-521.0,,,,,,,,,,521.0,,,,,,,,,,,,,
03/31/1995,1250,631,311,36,,,36,272,,,272,,,-459.0,,,,-459.0,,,,,,,,,,459.0,,,,,,,,,,,,,
06/30/1995,1048,472,339,180,,,180,57,,,57,,,-821.0,,,,-821.0,,,,,,,,,,821.0,,,,,,,,,,,,,
09/30/1995,337,896,323,-289,,,-289,-593,,,-593,,,-435.0,,,,-435.0,,,,,,,,,,435.0,,,,,,,,,,,,,
12/31/1995,788,836,328,58,,,58,-434,,,-434,,,-557.0,,,,-557.0,,,,,,,,,,557.0,,,,,,,,,,,,,
03/31/1996,1331,760,324,-86,,,-86,333,,,333,,,-483.0,,,,-483.0,,,,,,,,,,483.0,,,,,,,,,,,,,
06/30/1996,1702,554,383,934,,,934,-169,,,-169,,,-704.0,,,,-704.0,,,,,,,,,,704.0,,,,,,,,,,,,,
09/30/1996,1443,979,329,929,,,929,-794,,,-794,,,-400.0,,,,-400.0,,,,,,,,,,400.0,,,,,,,,,,,,,
12/31/1996,1179,944,338,-845,,,-845,742,,,742,,,-447.0,,,,-447.0,,,,,,,,,,447.0,,,,,,,,,,,,,
03/31/1997,1387,881,345,-20,,,-20,181,,,181,,,-475.0,,,,-475.0,,,,,,,,,,475.0,,,,,,,,,,,,,
06/30/1997,1873,611,475,444,,,444,343,,,343,,,-807.0,,,,-807.0,,,,,,,,,,807.0,,,,,,,,,,,,,
09/30/1997,1172,1087,388,-137,,,-137,-166,,,-166,,-2208.0,-543.0,0.0,,,-543.0,,,0.0,0.0,0.0,,,,,-1665.0,745.0,-367.0,1681.0,,,,-536.0,21.0,-557.0,-33.0,,-291.0,
12/31/1997,663,1046,386,-113,,,-113,-656,,,-656,,-1358.0,-528.0,0.0,,,-528.0,,,0.0,0.0,0.0,,,,,-830.0,-59.0,-365.0,716.0,,,,-370.0,33.0,-403.0,-40.0,,-754.0,
03/31/1998,1465,961,399,-74,,,-74,179,,,179,,-689.0,-591.0,0.0,,,-591.0,,,0.0,0.0,0.0,,,,,-98.0,-617.0,-365.0,131.0,,,,-382.0,70.0,-452.0,-1.0,,159.0,
06/30/1998,1585,686,425,122,,,122,352,,,352,,-955.0,-897.0,0.0,,,-897.0,,,0.0,0.0,0.0,,,,,-58.0,-545.0,-365.0,325.0,,,,-483.0,34.0,-517.0,-22.0,,85.0,
09/30/1998,1191,1167,399,-265,,81.0,-346,-110,-140.0,-189.0,219,,-233.0,-440.0,0.0,,,-440.0,,,0.0,0.0,0.0,,,,,207.0,33.0,-406.0,1501.0,,,,-1050.0,28.0,-1078.0,-12.0,,991.0,
12/31/1998,794,1142,442,-655,,-23.0,-632,-135,-301.0,120.0,46,,-395.0,-690.0,0.0,,,-690.0,,,0.0,0.0,0.0,,,,,295.0,-845.0,-408.0,-292.0,,,,-157.0,57.0,-214.0,12.0,,-446.0,
03/31/1999,1642,1040,415,40,,114.0,-74,147,405.0,-89.0,-169,,-1012.0,-804.0,0.0,,,-804.0,,,0.0,0.0,0.0,,,,,-208.0,-469.0,-428.0,147.0,,,,-197.0,97.0,-294.0,9.0,,161.0,
06/30/1999,1917,414,892,84,,-232.0,316,527,-171.0,62.0,636,,-535.0,-894.0,0.0,,,-894.0,,,0.0,0.0,0.0,,,,,359.0,-1343.0,-384.0,-27.0,,,,-917.0,30.0,-947.0,-15.0,,39.0,
09/30/1999,1347,1147,518,-351,,191.0,-542,33,-256.0,-294.0,583,,-3214.0,-586.0,98.0,,,-684.0,,,0.0,0.0,0.0,,,,,-2628.0,1696.0,-452.0,2707.0,,,,-556.0,45.0,-601.0,-3.0,,-171.0,
12/31/1999,158,1126,563,255,,127.0,128,-1786,-292.0,-66.0,-1428,,-957.0,-659.0,109.0,,,-768.0,,,0.0,0.0,0.0,,,,,-298.0,720.0,-448.0,1374.0,,,,-211.0,64.0,-275.0,5.0,,-79.0,
03/31/2000,1407,753,507,565,,125.0,440,-418,570.0,-80.0,-908,,-351.0,-496.0,138.0,,,-634.0,,,0.0,0.0,0.0,,,,,145.0,-1136.0,-450.0,45.0,,,,-725.0,65.0,-790.0,-6.0,,-80.0,
06/30/2000,1763,516,603,-532,,20.0,-552,1176,42.0,264.0,870,,-823.0,-760.0,172.0,,,-932.0,,,0.0,0.0,0.0,,,,,-63.0,-1489.0,-446.0,-1096.0,,,,62.0,162.0,-100.0,-9.0,,-549.0,
09/30/2000,1081,1155,503,-68,,53.0,-121,-509,-521.0,-182.0,194,,-585.0,-581.0,46.0,,,-627.0,,,0.0,0.0,0.0,,,,,-4.0,90.0,-488.0,786.0,,,,-186.0,9.0,-195.0,-22.0,,586.0,
12/31/2000,1184,1194,473,-50,,-32.0,-18,-433,-250.0,84.0,-267,,-227.0,-197.0,427.0,,,-624.0,,,0.0,0.0,0.0,,,,,-30.0,449.0,-486.0,1330.0,,,,-402.0,52.0,-454.0,7.0,,1406.0,
03/31/2001,1536,893,457,-295,,61.0,-356,481,605.0,-99.0,-25,,-362.0,-404.0,266.0,,,-670.0,,,0.0,0.0,0.0,,,,,42.0,-1900.0,-485.0,-907.0,,,,-482.0,71.0,-553.0,-26.0,,-726.0,
06/30/2001,2003,-320,838,113,,-184.0,297,1372,44.0,130.0,1198,,-669.0,-516.0,49.0,,,-565.0,,,0.0,0.0,0.0,,,,,-153.0,-1709.0,-484.0,-1171.0,,,,-39.0,9.0,-48.0,-15.0,,-375.0,
09/30/2001,1329,1104,382,285,,78.0,207,-442,-96.0,-273.0,-73,,-362.0,-343.0,9.0,,,-352.0,,,0.0,0.0,0.0,,,,,-19.0,-380.0,-525.0,268.0,,,,-132.0,36.0,-168.0,9.0,,587.0,
12/31/2001,1848,1299,402,-93,,37.0,-130,240,-301.0,134.0,407,,-5120.0,-316.0,0.0,,,-316.0,,,0.0,0.0,0.0,,,,,-4804.0,3572.0,-522.0,4226.0,,,,-121.0,63.0,-184.0,-11.0,,300.0,
03/31/2002,2254,1039,404,123,,134.0,-11,688,407.0,-365.0,646,,-1129.0,-380.0,176.0,,,-556.0,,,0.0,0.0,0.0,,,,,-749.0,-1257.0,-524.0,-732.0,,,,5.0,92.0,-87.0,-6.0,,-132.0,
06/30/2002,2311,910,505,541,,140.0,401,355,86.0,385.0,-116,,-224.0,-413.0,42.0,,,-455.0,,,0.0,0.0,0.0,,,,,189.0,-1721.0,-524.0,-1139.0,,,,-83.0,46.0,-129.0,25.0,,366.0,
09/30/2002,2010,1464,410,235,,142.0,93,-99,-44.0,-105.0,50,,-195.0,-219.0,62.0,,,-281.0,,,0.0,0.0,0.0,,,,,24.0,-539.0,-565.0,360.0,,,,-319.0,31.0,-350.0,-15.0,,1276.0,
12/31/2002,2316,1494,434,271,,24.0,247,117,-73.0,16.0,174,,-312.0,-280.0,55.0,,,-335.0,,,0.0,0.0,0.0,,,,,-32.0,-1601.0,-564.0,-411.0,,,,-648.0,27.0,-675.0,22.0,,403.0,
03/31/2003,2413,1273,387,313,,111.0,202,440,300.0,-132.0,272,,-482.0,-346.0,5.0,,,-351.0,,,0.0,0.0,0.0,,,,,-136.0,-1524.0,-561.0,-857.0,,,,-98.0,112.0,-210.0,-8.0,,407.0,
06/30/2003,1961,955,472,-229,,-214.0,-15,763,-137.0,155.0,745,,-518.0,-494.0,21.0,,,-515.0,,,0.0,0.0,0.0,,,,,-24.0,-1044.0,-556.0,-974.0,,,,98.0,99.0,-1.0,388.0,,399.0,
09/30/2003,1606,1761,407,40,,108.0,-68,-602,-295.0,-174.0,-133,,-5300.0,-276.0,88.0,,,-364.0,,,0.0,0.0,0.0,,,,,-5024.0,1831.0,-623.0,2767.0,,,,-185.0,89.0,-274.0,-128.0,,-1863.0,
12/31/2003,2355,1818,450,338,,125.0,213,-251,-157.0,100.0,-194,,-813.0,-410.0,36.0,,,-446.0,,,0.0,0.0,0.0,,,,,-403.0,-648.0,-622.0,436.0,,,,-628.0,144.0,-772.0,166.0,,894.0,
03/31/2004,2978,1528,422,208,,125.0,83,820,302.0,-45.0,563,,-554.0,-489.0,32.0,,,-521.0,,,0.0,0.0,0.0,,,,,-65.0,-2002.0,-620.0,-276.0,,,,-1077.0,204.0,-1281.0,-29.0,,422.0,
06/30/2004,2423,1374,454,128,,182.0,-54,467,293.0,130.0,44,,-2724.0,-619.0,74.0,,,-693.0,,,0.0,0.0,0.0,,,,,-2105.0,405.0,-674.0,2759.0,,,,-1625.0,118.0,-1743.0,-55.0,,104.0,
09/30/2004,1912,1942,480,136,,145.0,-9,-646,-377.0,-326.0,57,,-598.0,-47.0,366.0,,,-413.0,,,0.0,0.0,0.0,,,,,-551.0,-706.0,-685.0,437.0,,,,-517.0,105.0,-622.0,59.0,,608.0,
12/31/2004,2051,1975,448,612,,200.0,412,-984,-10.0,-256.0,-718,,-408.0,-497.0,1.0,,,-498.0,,,0.0,0.0,0.0,,,,,89.0,-82.0,-650.0,1089.0,,,,-899.0,112.0,-1011.0,378.0,,1561.0,
03/31/2005,2626,1614,475,218,,100.0,118,319,190.0,-196.0,325,,-596.0,-474.0,1.0,,,-475.0,,,0.0,0.0,0.0,,,,,-122.0,-1359.0,-663.0,1256.0,,,,-1758.0,189.0,-1947.0,-194.0,,671.0,
06/30/2005,2090,1392,481,235,,119.0,116,-18,111.0,134.0,-263,,-734.0,-646.0,149.0,,,-795.0,,,0.0,0.0,0.0,,,,,-88.0,-2039.0,-733.0,329.0,,,,-1331.0,115.0,-1446.0,-304.0,,-683.0,
09/30/2005,2171,2029,448,625,,284.0,341,-931,-539.0,-149.0,-243,,-1570.0,-375.0,26.0,,,-401.0,,,0.0,0.0,0.0,,,,,-1195.0,-680.0,-727.0,5524.0,,,,-5413.0,142.0,-5555.0,-64.0,,-79.0,
12/31/2005,2575,2546,710,-15,,-13.0,-2,-666,-418.0,222.0,-470,,1168.0,-315.0,313.0,,,-628.0,,,0.0,0.0,0.0,,,,,1483.0,-2237.0,-964.0,1818.0,,,,-3109.0,368.0,-3477.0,18.0,,1506.0,
03/31/2006,3439,2211,733,-28,,-155.0,127,523,707.0,-234.0,50,,-205.0,-624.0,13.0,,,-637.0,,,0.0,0.0,0.0,,,,,419.0,-2375.0,-954.0,-582.0,,,,-955.0,609.0,-1564.0,116.0,,859.0,
06/30/2006,3190,1898,736,-99,,-228.0,129,655,-274.0,544.0,385,,-123.0,-471.0,530.0,,,-1001.0,,,0.0,0.0,0.0,,,,,348.0,-5049.0,-1058.0,1876.0,,,,-6034.0,200.0,-6234.0,167.0,,-1982.0,
09/30/2006,2953,2698,784,310,,156.0,154,-839,-909.0,-506.0,576,,-448.0,-469.0,101.0,,,-570.0,,,0.0,0.0,0.0,,,,,21.0,-2480.0,-1023.0,-550.0,,,,-937.0,418.0,-1355.0,30.0,,25.0,
12/31/2006,2450,2862,705,300,,45.0,255,-1417,-759.0,20.0,-678,,-175.0,-635.0,34.0,,,-669.0,,,0.0,0.0,0.0,,,,,460.0,-4006.0,-1022.0,-2058.0,,,,-1046.0,312.0,-1358.0,120.0,,-1731.0,
03/31/2007,4450,2512,878,501,,105.0,396,559,802.0,-150.0,-93,,-558.0,-635.0,122.0,,,-757.0,,,0.0,0.0,0.0,,,,,77.0,-4885.0,-1024.0,-3003.0,,,,-865.0,483.0,-1348.0,7.0,,-993.0,
06/30/2007,3582,2268,763,402,,-53.0,455,149,137.0,247.0,-235,,-1302.0,-925.0,24.0,,,-949.0,,,0.0,0.0,0.0,,,,,-377.0,-920.0,-1140.0,1421.0,,,,-1231.0,286.0,-1517.0,30.0,,1360.0,
09/30/2007,3230,3079,752,437,,213.0,224,-1038,-595.0,-665.0,222,,-419.0,-266.0,274.0,,,-540.0,,,0.0,0.0,0.0,,,,,-153.0,-3539.0,-1138.0,-385.0,,,,-2121.0,477.0,-2598.0,105.0,,-728.0,
12/31/2007,3850,3270,751,-126,,112.0,-238,-45,-108.0,76.0,-13,,-496.0,-171.0,473.0,,,-644.0,,,0.0,0.0,0.0,,,,,-325.0,-2631.0,-1129.0,748.0,,,,-2381.0,502.0,-2883.0,131.0,,723.0,
03/31/2008,4115,2710,767,768,,740.0,28,-130,956.0,-488.0,-598,,-330.0,-656.0,12.0,,,-668.0,,,0.0,0.0,0.0,,,,,326.0,-5397.0,-1118.0,-2317.0,,,,-2097.0,457.0,-2554.0,135.0,,-1612.0,
06/30/2008,3813,3016,896,279,,149.0,130,-378,179.0,27.0,-584,,-1304.0,-1025.0,169.0,,,-1194.0,,,0.0,0.0,0.0,,,,,-279.0,-2933.0,-1270.0,-55.0,,,,-1581.0,431.0,-2012.0,-27.0,,-424.0,
09/30/2008,3444,3348,810,440,126.0,247.0,67,-1154,-725.0,-833.0,404,,-412.0,-154.0,545.0,545.0,0.0,-699.0,-699.0,0.0,0.0,,,-292.0,0.0,-292.0,0.0,34.0,-1733.0,-1254.0,3027.0,3436.0,878.0,-1287.0,-3506.0,405.0,-3911.0,0.0,-110.0,1189.0,
12/31/2008,2196,5004,693,-2237,97.0,-55.0,-2279,-1264,-50.0,8.0,-1222,,-263.0,-250.0,472.0,472.0,0.0,-722.0,-722.0,0.0,0.0,,,-31.0,0.0,-31.0,0.0,18.0,-627.0,-1239.0,1798.0,660.0,2034.0,-896.0,-1186.0,146.0,-1332.0,0.0,-155.0,1151.0,
03/31/2009,4283,2613,725,-139,145.0,-82.0,-202,1084,1024.0,512.0,-452,,-586.0,-658.0,79.0,79.0,0.0,-737.0,-737.0,0.0,0.0,,,8.0,0.0,8.0,0.0,64.0,-4838.0,-1215.0,-2533.0,-4540.0,2014.0,-7.0,-1090.0,32.0,-1122.0,0.0,-78.0,-1219.0,
06/30/2009,4996,2471,854,701,148.0,486.0,67,970,166.0,1034.0,-230,,-1092.0,-1089.0,0.0,0.0,0.0,-1089.0,-1089.0,0.0,0.0,0.0,0.0,-53.0,0.0,-53.0,0.0,50.0,-3616.0,-1336.0,-2373.0,-1976.0,0.0,-397.0,93.0,98.0,-5.0,0.0,59.0,347.0,
09/30/2009,4555,3307,771,269,99.0,-29.0,199,208,-513.0,-96.0,817,,-378.0,-343.0,209.0,209.0,0.0,-552.0,-552.0,0.0,0.0,,,-19.0,0.0,-19.0,0.0,-16.0,-2803.0,-1336.0,-1576.0,1914.0,1496.0,-4986.0,109.0,117.0,-8.0,0.0,139.0,1513.0,
12/31/2009,3294,4659,758,-2396,106.0,22.0,-2524,273,-313.0,144.0,442,,2024.0,2108.0,2830.0,2830.0,0.0,-722.0,-722.0,0.0,0.0,,,-51.0,0.0,-51.0,0.0,-33.0,-7541.0,-1336.0,-5000.0,,,,-1205.0,201.0,-1406.0,0.0,59.0,-2164.0,
03/31/2010,4910,2585,799,-46,128.0,194.0,-368,1572,488.0,-75.0,1159,,-676.0,-698.0,8.0,8.0,0.0,-706.0,-706.0,0.0,0.0,,,5.0,0.0,5.0,0.0,17.0,-3194.0,-1329.0,-75.0,-579.0,1257.0,-753.0,-1790.0,213.0,-2003.0,0.0,-271.0,769.0,
06/30/2010,3313,2185,780,-313,120.0,-151.0,-282,661,324.0,113.0,224,,-1567.0,-1066.0,21.0,21.0,0.0,-1087.0,-1087.0,0.0,0.0,,,-360.0,0.0,-360.0,0.0,-141.0,-3717.0,-1457.0,137.0,1683.0,1078.0,-2624.0,-2397.0,190.0,-2587.0,0.0,-49.0,-2020.0,
09/30/2010,2452,3081,689,156,87.0,48.0,21,-1474,-434.0,-604.0,-436,0.0,-928.0,-505.0,14.0,14.0,0.0,-519.0,-519.0,0.0,0.0,,,-398.0,0.0,-398.0,0.0,-25.0,-1901.0,-1422.0,2395.0,2412.0,1.0,-18.0,-2874.0,136.0,-3010.0,0.0,101.0,-276.0,
12/31/2010,2877,3333,711,-487,93.0,94.0,-674,-680,-497.0,-175.0,-8,,-613.0,-729.0,8.0,8.0,0.0,-737.0,-737.0,0.0,0.0,,,-37.0,0.0,-37.0,0.0,153.0,-1627.0,-1412.0,-71.0,-1464.0,1535.0,-142.0,-144.0,374.0,-518.0,0.0,9.0,646.0,
03/31/2011,4056,2873,703,-55,115.0,44.0,-214,535,436.0,-38.0,137,,-828.0,-743.0,67.0,67.0,0.0,-810.0,-810.0,0.0,0.0,,,-54.0,0.0,-54.0,0.0,-31.0,-3559.0,-1403.0,-1396.0,-1368.0,0.0,-28.0,-760.0,248.0,-1008.0,0.0,28.0,-303.0,
06/30/2011,3779,2510,735,-532,119.0,-58.0,-593,1066,69.0,316.0,681,0.0,-1113.0,-1104.0,136.0,136.0,0.0,-1240.0,-1240.0,0.0,0.0,,,15.0,0.0,15.0,0.0,-24.0,-2869.0,-1530.0,553.0,571.0,0.0,-18.0,-1892.0,611.0,-2503.0,0.0,25.0,-178.0,
09/30/2011,2167,3024,743,403,80.0,126.0,197,-2003,-639.0,-927.0,-437,,-859.0,-828.0,5.0,5.0,0.0,-833.0,-833.0,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,0.0,-25.0,-419.0,-1503.0,2192.0,1217.0,1988.0,-1013.0,-1108.0,153.0,-1261.0,0.0,-75.0,814.0,
12/31/2011,3328,1690,713,1450,88.0,-94.0,1456,-525,-440.0,430.0,-515,0.0,-610.0,-714.0,233.0,233.0,0.0,-947.0,-947.0,0.0,0.0,,,8.0,0.0,8.0,0.0,96.0,-1877.0,-1510.0,-300.0,1199.0,2.0,-1501.0,-67.0,436.0,-503.0,0.0,-9.0,832.0,
03/31/2012,3816,2411,971,37,109.0,-37.0,-35,397,732.0,210.0,-545,,-818.0,-831.0,52.0,52.0,0.0,-883.0,-883.0,0.0,0.0,,,-6.0,0.0,-6.0,0.0,19.0,-3460.0,-1508.0,-543.0,-2538.0,1995.0,0.0,-1409.0,850.0,-2259.0,0.0,39.0,-423.0,
06/30/2012,3973,3631,777,-2404,100.0,-60.0,-2444,1969,-80.0,364.0,1685,,1194.0,1302.0,2603.0,2603.0,0.0,-1301.0,-1301.0,0.0,0.0,,,-130.0,0.0,-130.0,0.0,22.0,-4654.0,-1618.0,-3325.0,-3290.0,0.0,-35.0,289.0,290.0,-1.0,0.0,-68.0,445.0,
09/30/2012,2770,2814,710,480,79.0,-18.0,419,-1234,-795.0,-502.0,63,,-739.0,-739.0,66.0,66.0,0.0,-805.0,-805.0,0.0,0.0,,,12.0,0.0,12.0,0.0,-12.0,-1231.0,-1605.0,2007.0,1033.0,2225.0,-1251.0,-1633.0,951.0,-2584.0,0.0,66.0,866.0,
12/31/2012,3849,4057,738,-596,75.0,36.0,-707,-350,-119.0,178.0,-409,0.0,-1618.0,-316.0,408.0,408.0,0.0,-724.0,-724.0,0.0,0.0,,,-1135.0,0.0,-1135.0,0.0,-167.0,-835.0,-1601.0,1455.0,3939.0,14.0,-2498.0,-689.0,711.0,-1400.0,0.0,-55.0,1341.0,
03/31/2013,3862,2566,740,101,96.0,57.0,-52,455,410.0,-168.0,213,,-2318.0,-812.0,85.0,85.0,0.0,-897.0,-897.0,0.0,0.0,,,-25.0,0.0,-25.0,0.0,-1481.0,-2330.0,-1591.0,-806.0,-820.0,14.0,0.0,67.0,1068.0,-1001.0,0.0,19.0,-767.0,
06/30/2013,4392,1875,794,-396,96.0,-382.0,-110,2119,89.0,267.0,1763,,-1620.0,-1557.0,25.0,25.0,0.0,-1582.0,-1582.0,0.0,0.0,,,3.0,0.0,3.0,0.0,-66.0,-2675.0,-1722.0,-671.0,-746.0,78.0,-3.0,-282.0,719.0,-1001.0,0.0,-26.0,71.0,
09/30/2013,2044,3027,771,-630,84.0,-11.0,-703,-1124,-3.0,-452.0,-669,,-846.0,-723.0,2.0,2.0,0.0,-725.0,-725.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-124.0,-971.0,-1708.0,2935.0,1862.0,1073.0,0.0,-2198.0,304.0,-2502.0,0.0,-52.0,175.0,
12/31/2013,3299,3428,755,-133,69.0,-115.0,-87,-751,-373.0,6.0,-384,0.0,-950.0,-925.0,13.0,13.0,0.0,-938.0,-938.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-25.0,-1666.0,-1701.0,904.0,-2291.0,3198.0,-3.0,-869.0,633.0,-1502.0,0.0,124.0,807.0,
03/31/2014,4109,2609,791,-1,94.0,36.0,-131,710,526.0,91.0,93,0.0,-902.0,-892.0,52.0,52.0,0.0,-944.0,-944.0,0.0,0.0,,,2.0,0.0,2.0,0.0,-12.0,-1886.0,-1688.0,696.0,,,,-894.0,607.0,-1501.0,0.0,-68.0,1253.0,
06/30/2014,4506,2579,824,-489,113.0,46.0,-648,1592,-63.0,363.0,1292,,-1402.0,-731.0,510.0,510.0,0.0,-1241.0,-1241.0,0.0,0.0,,,-27.0,0.0,-27.0,0.0,-644.0,-2756.0,-1814.0,-992.0,1045.0,66.0,-2103.0,50.0,550.0,-500.0,0.0,35.0,383.0,
09/30/2014,3633,1990,794,519,81.0,-15.0,453,330,-101.0,-568.0,999,,442.0,2138.0,2948.0,2948.0,0.0,-810.0,-810.0,0.0,0.0,0.0,0.0,-15.0,0.0,-15.0,0.0,-1681.0,-5015.0,-1806.0,-1797.0,105.0,0.0,-1902.0,-1412.0,966.0,-2378.0,0.0,-132.0,-1072.0,
12/31/2014,3435,2372,746,969,70.0,46.0,853,-652,-241.0,62.0,-473,,-1311.0,-132.0,700.0,700.0,0.0,-832.0,-832.0,0.0,0.0,0.0,0.0,-97.0,0.0,-97.0,0.0,-1082.0,-1290.0,-1808.0,1350.0,247.0,1112.0,-9.0,-832.0,1043.0,-1875.0,0.0,-116.0,718.0,
03/31/2015,3552,2153,786,-422,80.0,-166.0,-336,1035,650.0,316.0,69,,-841.0,-753.0,67.0,67.0,0.0,-820.0,-820.0,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,0.0,-81.0,-2338.0,-1802.0,-1190.0,-493.0,76.0,-773.0,654.0,655.0,-1.0,0.0,-203.0,170.0,
06/30/2015,3988,521,808,1036,106.0,-668.0,1598,1623,41.0,503.0,1079,,-1180.0,-491.0,783.0,783.0,0.0,-1274.0,-1274.0,0.0,0.0,0.0,0.0,-18.0,0.0,-18.0,0.0,-671.0,-4376.0,-1871.0,-2317.0,-2439.0,950.0,-828.0,-188.0,162.0,-350.0,0.0,40.0,-1528.0,
09/30/2015,3538,2601,731,726,67.0,89.0,570,-520,-368.0,-519.0,367,,-546.0,-494.0,38.0,38.0,0.0,-532.0,-532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.0,-1971.0,-1865.0,-87.0,450.0,,-537.0,-19.0,483.0,-502.0,0.0,-152.0,869.0,
12/31/2015,4480,3206,723,349,73.0,51.0,225,202,-120.0,133.0,189,,-893.0,-649.0,42.0,42.0,0.0,-691.0,-691.0,0.0,0.0,0.0,0.0,-186.0,0.0,-186.0,0.0,-58.0,-1756.0,-1868.0,1589.0,1570.0,1721.0,-1702.0,-1477.0,524.0,-2001.0,0.0,-133.0,1698.0,
03/31/2016,3278,2750,785,-320,76.0,-568.0,172,63,359.0,292.0,-588,,-2944.0,-766.0,34.0,34.0,0.0,-800.0,-800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2178.0,-1831.0,-1856.0,1739.0,,,,16.0,1017.0,-1001.0,-1730.0,-11.0,-1508.0,
