Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2001,2225.901,572.903,563.118,9.785,102.568,102.568,,86.737,16.649,16.966,53.122,0.0,52.957,,,,,815.165,115.329,,,0.0,,,1295.407,1241.213,,,,54.194,1410.736,,22.13,22.13,,,,4.386,,,,,116.615,,,116.615,143.131,186.813,,,,190.294,,,,190.294,377.107,520.238,0.0,1858.004,,,0.0,-156.709,1.913,1703.208,2.455,1705.663,2225.901,
12/31/2001,2667.212,977.861,878.214,99.647,86.857,,,80.597,16.683,17.418,46.496,0.0,59.154,,,,,1204.469,125.786,161.62,-35.834,93.9,,,1243.057,1181.487,966.931,214.556,,61.57,1462.743,,20.643,20.643,,,,3.039,3.039,0.0,0.0,,102.9,,,102.9,126.582,684.21,684.197,0.013,0.013,182.935,,,,182.935,867.145,993.727,,1870.637,,,0.0,,-199.559,1671.078,2.407,1673.485,2667.212,
03/31/2002,2674.304,842.475,693.659,148.816,103.131,103.131,,79.923,17.27,16.147,46.506,0.0,61.246,,,,,1086.775,135.565,,,239.492,,,1212.472,1151.76,760.427,391.333,,60.712,1587.529,,26.134,26.134,,,,0.299,,,,,111.714,,,111.714,138.147,672.5,,,,178.53,,,,178.53,851.03,989.177,0.0,1869.046,,,0.0,-177.773,-8.892,1682.381,2.746,1685.127,2674.304,
06/30/2002,2691.286,793.705,744.946,48.759,102.916,102.916,,86.132,16.867,15.131,54.134,0.0,66.962,,,,,1049.715,132.391,,,320.142,,,1189.038,1128.57,753.862,374.708,,60.468,1641.571,,22.157,22.157,,,,0.462,,,,,116.587,,,116.587,139.206,686.98,,,,153.461,,,,153.461,840.441,979.647,0.0,1869.246,,,0.0,-169.709,9.199,1708.736,2.903,1711.639,2691.286,
09/30/2002,2683.676,704.314,626.336,77.978,97.183,97.183,,84.338,15.154,9.847,59.337,0.0,69.247,,,,,955.082,130.593,,,425.798,,,1172.203,1112.266,752.784,359.482,,59.937,1728.594,,20.816,20.816,,,,2.24,,,,,112.656,,,112.656,135.712,684.559,,,,147.304,,,,147.304,831.863,967.575,0.0,1870.697,,,0.0,-154.774,-2.877,1713.046,3.055,1716.101,2683.676,
12/31/2002,2614.966,722.005,537.817,184.188,95.104,,,85.531,15.291,7.83,62.41,0.0,65.811,,,,,968.451,136.151,180.129,-43.978,338.488,,,1171.876,1112.639,768.459,344.18,,59.237,1646.515,,32.288,32.288,,,,2.456,,,,,106.211,,,106.211,140.955,672.5,672.177,0.323,0.323,155.398,,,,155.398,827.898,968.853,0.0,1872.328,,,-100.0,0.0,-129.718,1642.61,3.503,1646.113,2614.966,
03/31/2003,2639.056,750.395,494.332,256.063,113.71,113.71,,95.956,16.628,15.028,64.3,0.0,71.954,,,,,1032.015,146.514,,,223.742,,,1236.785,1177.497,764.568,412.929,,59.288,1607.041,,19.191,19.191,,,,6.42,,,,,126.015,,,126.015,151.626,697.226,,,,124.681,,,,124.681,821.907,973.533,0.0,1873.326,,,-100.0,-127.713,16.283,1661.896,3.627,1665.523,2639.056,
06/30/2003,2660.104,849.177,541.07,308.107,119.021,119.021,,98.045,13.946,12.937,71.162,0.0,71.164,,,,,1137.407,149.0,,,165.842,,,1207.855,1147.351,764.062,383.289,,60.504,1522.697,,19.341,19.341,,,,0.165,,,,,108.044,,,108.044,127.55,691.077,,,,142.03,,,,142.03,833.107,960.657,0.0,1875.45,,,-110.781,-110.781,41.572,1695.46,3.987,1699.447,2660.104,
09/30/2003,3128.473,869.906,563.856,306.05,123.192,123.192,,131.037,15.415,29.406,86.216,0.0,60.913,,,,,1185.048,169.864,,,253.008,,,1520.553,1453.078,974.706,478.372,,67.475,1943.425,,29.205,29.205,,,,1.342,,,,,108.496,,,108.496,139.043,1022.5,,,,212.993,,,,212.993,1235.493,1374.536,0.0,1919.687,,,-96.499,-97.083,27.832,1753.937,0.0,1753.937,3128.473,
12/31/2003,3165.689,992.105,588.678,403.427,117.095,,,126.707,15.8,28.362,82.545,0.0,51.437,,,,,1287.344,186.231,264.012,-77.781,177.07,,,1515.044,1448.066,983.407,464.659,,66.978,1878.345,,55.745,55.745,,,,1.784,,,,,68.164,,,68.164,125.693,1022.5,1010.137,12.363,12.363,210.649,,,,210.649,1233.149,1358.842,0.0,1943.302,,,-96.854,0.0,-39.601,1806.847,0.0,1806.847,3165.689,
03/31/2004,3552.09,873.415,433.911,439.504,166.388,166.388,,115.285,17.224,20.736,77.325,0.0,66.32,,,,,1221.41,239.479,325.979,-86.5,145.183,,,1946.02,1872.3,1390.04,482.26,,73.72,2330.682,,59.799,59.799,,,,2.551,,,,,90.191,,,90.191,152.541,1300.0,,,,245.418,,,,245.418,1545.418,1697.959,0.0,1976.248,,,-96.854,0.0,-25.263,1854.131,0.0,1854.131,3552.09,
06/30/2004,3584.76,906.047,423.693,482.354,162.896,162.896,,113.421,18.497,11.415,83.509,0.0,74.836,,,,,1257.2,227.935,319.735,-91.8,152.628,,,1947.0,1875.24,1418.89,456.35,,71.76,2327.563,,55.834,55.834,,,,2.32,,,,,97.519,,,97.519,155.673,1300.0,,,,236.663,,,,236.663,1536.663,1692.336,0.0,2001.31,,,-96.854,0.0,-12.031,1892.425,0.0,1892.425,3584.761,
09/30/2004,3546.72,922.176,363.558,558.618,162.588,162.588,,117.885,21.129,10.622,86.134,0.0,88.127,,,,,1290.78,209.266,,,126.282,,,1920.4,1849.62,1420.66,428.96,,70.78,2255.948,,56.629,56.629,,,,18.385,,,,,108.237,,,108.237,183.251,1300.0,,,,213.115,,,,213.115,1513.115,1696.366,0.0,2010.5,,,-178.192,0.0,18.044,1850.352,0.0,1850.352,3546.718,
12/31/2004,3614.335,977.675,198.396,779.279,165.754,165.754,,122.787,17.934,10.791,94.062,0.0,66.012,,,,,1332.228,222.193,329.322,-107.129,109.088,,,1950.826,1864.853,1424.671,440.182,,85.973,2282.107,,64.261,64.261,,,,12.39,,,,,119.534,,,119.534,196.185,1300.0,1293.576,6.424,6.424,204.899,,,,204.899,1504.899,1701.084,0.0,2029.784,,,-178.191,4.331,57.327,1913.251,0.0,1913.251,3614.335,
03/31/2005,3653.633,1019.203,640.784,378.419,182.295,182.295,,127.293,17.417,11.355,98.521,0.0,67.507,,,,,1396.298,225.541,341.578,-116.037,40.925,,,1990.869,2267.459,1466.117,801.342,,-276.59,2257.335,,66.55,66.55,,,,1.803,,,,,117.064,,,117.064,185.417,1319.561,,,,184.088,,,,184.088,1503.649,1689.066,0.0,2053.269,,,-178.191,51.405,38.084,1964.567,0.0,1964.567,3653.633,
06/30/2005,3953.343,925.817,496.82,428.997,192.752,192.752,,156.528,20.963,32.696,102.869,0.0,61.278,,,,,1336.375,259.946,405.376,-145.43,14.813,,,2342.209,2242.411,1730.5,511.911,,99.798,2616.968,,80.964,80.964,,,,1.406,,,,,119.605,,,119.605,201.975,1540.548,,,,211.975,,,,211.975,1752.523,1954.498,0.0,2098.663,,,-178.191,66.311,12.062,1998.845,0.0,1998.845,3953.343,
09/30/2005,3950.064,955.503,600.145,355.358,185.071,185.071,,152.105,20.968,29.692,101.445,0.0,59.339,,,,,1352.018,266.486,417.593,-151.107,5.183,,,2326.377,2238.36,1741.752,496.608,,88.017,2598.046,,73.972,73.972,,,,2.403,,,,,119.086,,,119.086,195.461,1525.934,,,,202.128,,,,202.128,1728.062,1923.523,0.0,2148.251,,,-221.021,90.178,9.133,2026.541,0.0,2026.541,3950.064,
12/31/2005,3877.049,745.74,435.23,310.51,194.942,194.942,,136.753,20.941,21.639,94.173,0.0,73.761,,,,,1151.196,278.447,432.21,-153.763,0.187,,,2447.219,2357.284,1866.288,490.996,,89.935,2725.853,,102.203,102.203,,,,234.246,,,,,175.128,,,175.128,511.577,1151.923,1150.837,1.086,1.086,171.755,,,,171.755,1323.678,1835.255,0.0,2159.148,,,-221.02,136.377,-32.711,2041.794,0.0,2041.794,3877.049,
03/31/2006,3850.5,710.974,479.982,230.992,195.056,195.056,,145.786,28.636,21.513,95.637,0.0,77.565,,,,,1129.381,280.531,443.508,-162.977,0.027,,,2440.561,2351.066,1882.477,468.589,,89.495,2721.119,,81.972,81.972,,,,189.745,,,,,168.829,,,168.829,440.546,1151.902,,,,165.951,,,,165.951,1317.853,1758.399,0.0,2166.938,,,-221.02,155.595,-9.412,2092.101,0.0,2092.101,3850.5,
06/30/2006,3887.409,728.775,600.267,128.508,206.651,206.651,,155.74,29.675,21.337,104.728,0.0,80.917,,,,,1172.083,287.081,457.735,-170.654,0.026,,0.026,2428.219,2339.38,1898.27,441.11,,88.839,2715.326,,69.69,69.69,,,,178.324,,,,,164.922,,,164.922,412.936,1165.56,1151.896,13.664,13.664,146.175,,,,146.175,1311.735,1724.671,0.0,2188.128,,,-221.02,175.269,20.361,2162.738,0.0,2162.738,3887.409,
09/30/2006,3463.862,508.135,477.807,30.328,201.686,201.686,,155.306,23.627,29.876,101.803,0.0,71.512,,,,,936.639,291.141,472.202,-181.061,0.364,,,2235.718,2144.212,1731.999,412.213,,91.506,2527.223,,75.175,75.175,,,,178.428,,,,,144.236,,,144.236,397.839,1152.128,,,,147.469,,,,147.469,1299.597,1697.436,0.0,2191.256,,,-507.757,45.472,37.455,1766.426,0.0,1766.426,3463.862,
12/31/2006,3182.875,375.807,366.893,8.914,205.253,205.253,,149.7,28.398,23.634,97.668,0.0,67.096,,,,,797.856,300.94,467.774,-166.834,2.85,,,2081.229,2016.923,1625.175,391.748,,64.306,2385.019,,91.195,91.195,,,,2.218,,,,,154.218,,,154.218,247.631,1151.814,1150.796,1.018,1.018,153.003,,,,153.003,1304.817,1552.448,0.0,2221.118,,,-571.012,-54.672,34.993,1630.427,0.0,1630.427,3182.875,
03/31/2007,3157.469,329.436,329.436,0.0,178.0,178.0,,152.928,27.132,26.197,99.599,0.0,331.498,,,,,991.862,274.984,440.606,-165.622,2.85,,,1887.773,1833.489,1487.901,345.588,,54.284,2165.607,,90.827,90.827,,,,0.558,,,,,151.164,,,151.164,242.549,1150.71,,,,164.898,,,,164.898,1315.608,1558.157,0.0,2246.899,,,-671.75,-25.856,50.019,1599.312,0.0,1599.312,3157.469,
06/30/2007,3149.131,565.802,565.802,0.0,192.652,192.652,,155.779,32.504,30.246,93.029,0.0,75.005,,,,,989.238,282.738,458.731,-175.993,2.876,,,1874.279,1823.815,1504.395,319.42,,50.464,2159.893,,87.571,87.571,,,,0.559,,,,,124.256,,,124.256,212.386,1150.706,,,,153.923,,,,153.923,1304.629,1517.015,0.0,2279.445,,,-722.504,15.022,60.153,1632.116,0.0,1632.116,3149.131,
09/30/2007,3227.412,644.342,594.278,50.064,192.841,192.841,,164.979,28.418,31.577,104.982,0.002,60.684,,,,,1062.846,285.502,473.327,-187.825,0.753,,,1878.311,1823.422,1522.866,300.556,,54.889,2164.566,,87.4,87.4,,,,0.566,,,,,121.126,,,121.126,209.092,1150.703,,,,151.747,,,,151.747,1302.45,1511.542,0.0,2329.39,,,-757.489,45.941,98.028,1715.87,0.0,1715.87,3227.412,
12/31/2007,3329.747,666.848,606.145,60.703,192.137,192.137,,172.692,34.106,35.067,103.519,,58.807,,,,,1090.484,319.653,517.847,-198.194,0.753,,,1918.857,1815.3,1528.779,286.521,,103.557,2239.263,,97.415,97.415,,,,0.124,,,,,136.874,,,136.874,234.413,1150.7,,,,179.187,,,,179.187,1329.887,1564.3,,2425.237,,,-859.236,86.992,112.454,1765.447,,1765.447,3329.747,
03/31/2008,3327.1,545.434,545.434,,206.762,206.762,,206.219,38.879,42.234,125.106,0.0,62.33,,,,,1020.745,328.376,539.32,-210.944,37.633,,,1940.346,1888.475,1584.53,303.945,,51.871,2306.355,,97.761,97.761,,,,0.009,,,,,121.508,,,121.508,219.278,1150.981,,,,156.981,,,,156.981,1307.962,1527.24,0.0,4900.682,,,-959.396,146.72,-2288.146,1799.86,0.0,1799.86,3327.1,
06/30/2008,3426.859,643.179,643.179,0.0,207.035,207.035,,212.445,38.296,42.618,131.531,0.0,67.226,,,,,1129.885,337.902,555.643,-217.741,37.332,,,1921.74,1868.014,1581.77,286.244,,53.726,2296.974,,98.796,98.796,,,,0.006,,,,,132.807,,,132.807,231.609,1150.962,,,,163.755,,,,163.755,1314.717,1546.326,0.0,2483.11,,,-961.544,199.945,159.022,1880.533,0.0,1880.533,3426.859,
09/30/2008,3396.073,673.08,673.08,,197.999,197.999,,206.581,45.43,42.974,118.177,0.0,70.422,,,,,1148.082,344.094,564.243,-220.149,36.587,,,1867.31,1805.238,1543.167,262.071,,62.072,2247.991,,110.047,110.047,,,,0.002,0.002,0.0,0.0,,0.0,,,0.0,243.706,1150.962,1150.962,0.0,0.0,159.838,,,,159.838,1310.8,1554.506,0.0,2504.314,,,-963.375,225.174,75.454,1841.567,0.0,1841.567,3396.073,
12/31/2008,8898.759,335.93,335.93,,580.907,580.907,,420.029,94.332,58.091,267.606,0.0,275.305,,,,,1612.171,748.056,990.917,-242.861,490.853,,,6047.679,5866.546,3574.779,2291.767,,181.133,7286.588,,204.279,204.279,,,,80.0,,,,,722.963,,,722.963,1007.242,3396.42,3395.912,0.508,0.508,1038.559,,,,1038.559,4434.979,5442.221,0.0,4510.155,,,-964.42,9.61,-98.807,3456.538,0.0,3456.538,8898.759,
03/31/2009,8817.174,355.366,347.687,7.679,570.502,570.502,0.0,376.76,100.642,56.503,219.615,0.0,252.151,,,21.249,231.752,1554.779,747.546,1007.12,-259.574,484.183,484.183,,6030.666,5836.712,3601.817,2234.895,,172.705,7262.395,,308.466,205.778,44.568,,58.12,97.5,0.0,,,97.5,483.04,,6.14,350.184,889.006,3369.372,3369.372,,,1065.499,,199.245,695.305,164.809,4434.871,5323.877,0.0,4532.672,1.901,4530.771,-965.233,25.214,-99.356,3493.297,0.0,3493.297,8817.174,
06/30/2009,9109.321,491.792,483.606,8.186,636.837,636.837,0.0,364.568,99.807,53.355,211.406,0.0,253.929,,,11.265,214.966,1747.126,768.635,1060.388,-291.753,377.852,377.852,,6215.708,6030.869,3846.217,2184.652,,173.574,7362.195,,773.979,196.521,142.89,,434.568,115.0,0.0,,,115.0,129.593,,0.859,0.0,1018.572,3342.261,3341.764,0.497,0.497,1070.62,88.217,204.986,678.59,97.968,4412.881,5431.453,0.0,4593.619,1.917,4591.702,-966.036,64.156,-13.871,3677.868,0.0,3677.868,9109.321,
09/30/2009,9023.845,528.283,518.936,9.347,596.541,596.541,0.0,373.673,97.696,51.475,224.502,0.0,208.215,,,36.889,177.096,1706.712,783.432,1103.669,-320.237,371.663,371.663,,6162.038,5968.156,3852.122,2116.034,,156.993,7317.133,,494.959,178.263,91.802,0.0,224.894,442.241,0.0,,,442.241,375.921,,5.778,243.929,1313.121,2798.483,2798.483,,,1102.37,,204.646,684.921,207.025,3900.853,5213.974,0.0,4672.529,1.938,4670.591,-966.175,105.292,-1.775,3809.871,,3809.871,9023.845,
12/31/2009,9115.74,607.353,596.587,10.766,591.058,591.058,0.0,353.222,87.369,52.307,213.546,0.0,244.531,,0.0,106.562,204.906,1796.164,829.032,1175.861,-346.829,380.167,380.167,,6110.377,5855.413,3783.806,2071.607,7.546,140.856,7319.576,,509.224,237.25,63.425,0.0,208.549,481.701,0.0,,,481.701,394.798,0.0,5.12,244.625,1385.723,2620.089,2611.533,8.556,8.556,1083.26,0.0,155.934,693.256,228.95,3703.349,5089.072,0.0,4786.749,1.963,4784.786,-966.253,154.204,51.968,4026.668,0.0,4026.668,9115.74,
03/31/2010,8455.521,622.384,609.153,13.231,526.655,526.655,0.0,323.866,88.886,56.582,178.398,0.0,211.169,,,14.222,171.508,1684.074,813.473,1163.605,-350.132,42.326,42.326,,5915.648,5803.412,3794.702,2008.71,,98.014,6771.447,,532.735,172.549,136.984,,223.202,345.86,0.0,,,345.86,241.817,,,130.877,1120.412,2289.66,2289.66,,,863.73,,147.868,518.799,197.063,3153.39,4273.802,0.0,4856.623,1.983,4854.64,-981.286,245.71,60.672,4181.719,,4181.719,8455.521,
06/30/2010,8638.997,687.474,671.279,16.195,558.958,558.958,0.0,328.819,91.123,56.902,180.794,0.0,274.843,,,18.042,180.847,1850.094,825.39,1191.464,-366.074,23.158,23.158,,5940.355,5803.012,3833.415,1969.597,,119.301,6788.903,,652.387,168.527,109.051,,374.809,720.226,0.0,,,720.226,105.434,,,0.0,1478.047,1921.397,1921.397,,,843.751,,147.325,500.674,195.752,2765.148,4243.195,0.0,4914.573,1.995,4912.578,-983.041,356.278,85.337,4373.147,22.655,4395.802,8638.997,
09/30/2010,8507.116,518.372,502.902,15.47,568.121,568.121,0.0,350.609,93.167,63.424,193.914,0.104,289.609,,,21.278,165.897,1726.711,832.359,1225.641,-393.282,24.519,24.519,,5923.527,5776.275,3869.638,1906.637,,125.974,6780.405,,623.741,183.994,76.305,,363.442,345.468,0.0,,,345.468,163.483,,,0.0,1132.692,1925.709,1925.709,,,881.297,,162.211,524.238,194.848,2807.006,3939.698,0.0,4998.01,2.024,4995.986,-983.067,461.818,82.657,4559.418,8.0,4567.418,8507.116,
12/31/2010,9486.199,836.648,813.569,23.079,587.456,587.456,0.0,323.318,87.557,63.772,171.989,0.0,299.103,,0.0,26.752,192.967,2046.525,847.984,1269.744,-421.76,22.448,22.448,,6569.242,6412.248,4372.073,2040.175,8.686,121.556,7439.674,,486.426,174.449,53.99,0.0,257.987,347.749,0.0,,,347.749,312.21,0.0,0.0,155.939,1146.385,2727.624,2727.624,,,1174.161,0.0,145.298,557.982,470.881,3901.785,5048.17,0.0,5224.931,2.072,5222.859,-1419.966,532.499,96.612,4434.076,3.953,4438.029,9486.199,
03/31/2011,9275.797,717.504,693.695,23.809,618.756,618.756,,340.4,95.284,69.535,175.581,0.0,216.377,75.243,,25.161,111.04,1893.037,840.087,1310.851,-470.764,22.368,22.368,,6520.305,6360.237,4393.841,1966.396,,134.907,7382.76,,441.742,156.876,74.147,,210.719,783.395,0.0,,,783.395,563.844,,,389.304,1788.981,2298.841,2298.841,,,802.6,,141.68,477.912,183.008,3101.441,4890.422,0.0,5289.643,2.086,5287.557,-1653.807,626.186,119.24,4381.262,4.113,4385.375,9275.797,
06/30/2011,9124.623,547.704,520.128,27.576,663.176,663.176,0.0,367.721,102.309,66.31,199.102,0.0,233.137,83.445,,25.733,114.217,1811.738,840.181,1339.098,-498.917,26.65,26.65,,6446.054,6298.879,4408.41,1890.469,,121.442,7312.885,,485.062,205.936,48.905,,230.221,440.706,0.0,,,440.706,553.344,,,432.211,1479.112,2298.473,2298.473,,,793.768,,141.962,450.792,201.014,3092.241,4571.353,0.0,5378.622,2.101,5376.521,-1707.215,721.652,156.261,4549.32,3.95,4553.27,9124.623,
09/30/2011,9046.493,618.913,594.216,24.697,634.372,634.372,0.0,393.775,108.375,73.604,211.796,0.0,206.042,61.973,,24.048,96.225,1853.102,835.853,1362.705,-526.852,25.855,25.855,,6331.683,6192.835,4380.537,1812.298,,114.8,7193.391,,178.672,164.648,14.024,,,445.732,0.0,,,445.732,780.04,,,668.658,1404.444,2298.072,2298.072,,,767.579,,146.409,432.04,189.13,3065.651,4470.095,0.0,5415.922,2.109,5413.813,-1786.624,817.923,125.736,4572.957,3.441,4576.398,9046.493,
12/31/2011,9187.963,865.321,838.762,26.559,636.998,636.998,0.0,377.866,105.628,93.738,178.5,0.0,213.432,61.573,0.0,28.805,90.44,2093.617,833.678,1345.747,-512.069,24.996,24.996,,6235.672,6113.285,4366.584,1746.701,7.306,86.276,7094.346,,447.632,178.374,0.0,0.0,269.258,450.839,0.0,,,450.839,597.835,0.0,0.0,482.949,1496.306,2297.653,2297.653,,,794.778,0.0,190.692,410.565,193.521,3092.431,4588.737,0.0,5443.178,2.117,5441.061,-1819.599,910.991,64.656,4599.226,0.0,4599.226,9187.963,
03/31/2012,8579.164,247.432,219.012,28.42,655.578,655.578,0.0,396.971,105.825,100.15,190.996,0.0,233.121,,,25.702,135.6,1533.102,818.185,1352.617,-534.432,24.162,24.162,,6203.715,6086.591,4406.761,1679.83,,91.422,7046.062,,450.833,157.279,89.46,,204.094,377.524,125.0,,,252.524,253.699,,,133.995,1082.056,2047.308,2047.308,,,746.202,,190.894,362.066,193.242,2793.51,3875.566,0.0,5592.565,2.155,5590.41,-2012.606,1043.63,80.009,4703.598,0.0,4703.598,8579.164,
06/30/2012,8482.01,287.665,259.968,27.697,630.436,630.436,0.0,395.808,106.601,102.691,186.516,0.0,224.898,,,22.865,117.725,1538.807,807.715,1356.948,-549.233,28.179,28.179,,6107.309,6001.019,4394.66,1606.359,,83.425,6943.203,,188.783,161.209,27.574,,,352.677,100.0,,,252.677,473.515,,,370.61,1014.975,2047.28,2047.28,,,727.909,,190.138,346.826,190.945,2775.189,3790.164,0.0,5633.267,2.164,5631.103,-2163.361,1165.984,55.538,4691.428,0.418,4691.846,8482.01,
