Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
01/28/2012,6374.306,6374.306,-4655.424,4655.424,1718.882,0.0,-1250.061,1234.602,,15.459,468.821,-39.139,40.264,41.972,-1.708,,-1.125,429.682,-146.092,283.59,0.069,0.069,0.0,283.521,0.072,283.593,0.0,0.0,283.593,283.662,0.0,683.505,0.41,0.41,0.41,691.993,0.41,0.41,0.41,
04/28/2012,6025.421,6025.421,-4424.838,4424.838,1600.583,0.0,-1274.005,1258.747,,15.258,326.578,-40.907,40.563,42.148,-1.585,,0.344,285.671,-92.844,192.827,5.814,5.814,0.0,187.013,0.046,187.059,0.0,0.0,187.059,192.873,0.0,680.246,0.27,0.28,0.28,689.437,0.27,0.28,0.28,
07/28/2012,5433.969,5433.969,-4014.554,4014.554,1419.415,0.0,-1192.45,1177.655,,14.795,226.965,-41.624,40.287,41.704,-1.417,,1.337,185.341,-60.233,125.108,4.713,4.713,0.0,120.395,0.034,120.429,0.0,0.0,120.429,125.142,0.0,672.862,0.18,0.19,0.19,679.124,0.18,0.19,0.19,
10/27/2012,6353.14,6353.14,-4601.286,4601.286,1751.854,0.0,-2109.001,1237.196,,871.805,-357.147,-40.882,39.094,40.343,-1.249,,1.788,-398.029,-170.703,-568.732,27.559,27.559,0.0,-596.291,0.039,-596.252,0.0,0.0,-596.252,308.545887,877.238887,666.989,-0.89,-0.85,0.462595,666.989,-0.89,-0.85,0.462595,
02/02/2013,6567.98,6567.98,-4848.571,4848.571,1719.409,0.0,-1405.74,1210.686,,195.054,313.669,-121.229,37.193,38.282,-1.089,,84.036,192.44,-102.49,89.95,11.892,11.892,0.0,78.058,0.0,78.058,0.0,0.0,78.058,241.7757,151.8257,658.653,0.12,0.14,0.367076,664.947,0.12,0.14,0.367076,
05/04/2013,5814.571,5814.571,-4303.561,4303.561,1511.01,0.0,-1225.923,1212.54,,13.383,285.087,-32.612,29.237,30.972,-1.735,,3.375,252.475,-82.054,170.421,0.494,0.494,0.0,169.927,0.0,169.927,0.0,0.0,169.927,170.421,0.0,655.97,0.26,0.26,0.26,664.084,0.26,0.26,0.26,
08/03/2013,5314.724,5314.724,-3955.228,3955.228,1359.496,0.0,-1171.789,1158.415,,13.374,187.707,-33.463,29.029,30.264,-1.235,,4.434,154.244,-50.129,104.115,1.584,1.584,0.0,102.531,,102.531,0.0,0.0,102.531,104.115,0.0,653.67,0.16,0.16,0.16,662.42,0.16,0.16,0.16,
11/02/2013,6111.695,6111.695,-4456.969,4456.969,1654.726,0.0,-1288.13,1210.251,,77.879,366.596,-25.152,29.127,30.446,-1.319,,-3.975,341.444,-121.359,220.085,84.857,84.857,0.0,135.228,,135.228,0.0,0.0,135.228,273.689,53.604,650.967,0.21,0.34,0.420435,655.038,0.21,0.34,0.420435,
02/01/2014,5873.273,5873.273,-4366.22,4366.22,1507.053,0.0,-1168.942,1154.088,,14.854,338.111,-23.47,27.203,27.647,-0.444,,-3.733,314.641,-102.258,212.383,0.0,0.0,0.0,212.383,0.0,212.383,0.0,0.0,212.383,212.383,0.0,647.116,0.33,0.33,0.33,652.225,0.33,0.33,0.33,
05/03/2014,5654.0,5654.0,-4244.0,4244.0,1410.0,0.0,-1251.0,1223.0,,28.0,159.0,-11.0,11.0,12.0,-1.0,,0.0,148.0,-52.0,96.0,0.0,0.0,0.0,96.0,,96.0,0.0,0.0,96.0,111.6,15.6,643.0,0.15,0.15,0.173561,649.0,0.15,0.15,0.173561,
08/02/2014,5220.0,5220.0,-3912.0,3912.0,1308.0,0.0,-1289.0,1181.0,,108.0,19.0,-7.0,12.0,13.0,-1.0,,-5.0,12.0,70.0,82.0,0.0,0.0,0.0,82.0,,82.0,0.0,0.0,82.0,88.25,6.25,641.0,0.13,0.13,0.137676,647.0,0.13,0.13,0.137676,
11/01/2014,5962.0,5962.0,-4366.0,4366.0,1596.0,0.0,-1268.0,1224.0,,44.0,328.0,-14.0,12.0,13.0,-1.0,,2.0,314.0,-97.0,217.0,0.0,0.0,0.0,217.0,,217.0,0.0,0.0,217.0,227.1,10.1,640.0,0.34,0.34,0.354844,644.0,0.34,0.34,0.354844,
01/31/2015,5656.0,5656.0,-4170.0,4170.0,1486.0,0.0,-1683.0,1189.0,,494.0,-197.0,-9.0,11.0,12.0,-1.0,,-2.0,-206.0,-54.0,-260.0,0.0,0.0,0.0,-260.0,,-260.0,0.0,0.0,-260.0,198.0,458.0,634.146341,-0.41,-0.41,0.312231,634.146341,-0.41,-0.41,0.312231,
05/02/2015,5262.0,5262.0,-3915.0,3915.0,1347.0,0.0,-1249.0,1172.0,,77.0,98.0,-14.0,15.0,16.0,-1.0,,-1.0,84.0,-25.0,59.0,0.0,0.0,0.0,59.0,,59.0,0.0,0.0,59.0,105.15,46.15,639.0,0.09,0.09,0.164554,645.0,0.09,0.09,0.16155,
08/01/2015,4937.0,4937.0,-3673.0,3673.0,1264.0,0.0,-1172.0,1131.0,,41.0,92.0,-36.0,34.0,35.0,-1.0,,2.0,56.0,-20.0,36.0,0.0,0.0,0.0,36.0,,36.0,0.0,0.0,36.0,67.85,31.85,641.0,0.06,0.06,0.10585,647.0,0.06,0.06,0.10585,
10/31/2015,5593.0,5593.0,-4071.0,4071.0,1522.0,0.0,-1204.0,1163.0,,41.0,318.0,-47.0,39.0,40.0,-1.0,,8.0,271.0,-73.0,198.0,0.0,0.0,0.0,198.0,,198.0,0.0,0.0,198.0,242.2,44.2,643.0,0.31,0.31,0.376672,646.0,0.31,0.31,0.376672,
01/30/2016,4695.0,4695.0,-3468.0,3468.0,1227.0,0.0,-1057.0,988.0,,69.0,170.0,-52.0,48.0,49.0,-1.0,,4.0,118.0,12.0,130.0,44.0,44.0,0.0,86.0,,86.0,0.0,0.0,86.0,179.0,49.0,661.53846,0.13,0.2,0.270581,661.53846,0.13,0.2,0.270581,
04/30/2016,4363.0,4363.0,-3251.0,3251.0,1112.0,0.0,-990.0,937.0,,53.0,122.0,-36.0,40.0,42.0,-2.0,,-4.0,86.0,-26.0,60.0,19.0,19.0,0.0,41.0,,41.0,0.0,0.0,41.0,121.75,61.75,646.0,0.06,0.09,0.188467,649.0,0.06,0.09,0.185146,
07/30/2016,4032.0,4032.0,-3007.0,3007.0,1025.0,0.0,-1192.0,900.0,,292.0,-167.0,-38.0,17.0,18.0,-1.0,,21.0,-205.0,98.0,-107.0,659.0,659.0,0.0,-766.0,,-766.0,0.0,0.0,-766.0,77.0,184.0,648.0,-1.18,-0.17,0.118827,648.0,-1.18,-0.17,0.113951,
10/29/2016,5355.0,5355.0,-3912.0,3912.0,1443.0,0.0,-1145.0,1078.0,,67.0,298.0,-14.0,10.0,11.0,-1.0,,4.0,284.0,-105.0,179.0,0.0,0.0,0.0,179.0,,179.0,0.0,0.0,179.0,213.45,34.45,639.285714,0.28,0.28,0.333888,662.962963,0.27,0.27,0.321964,
01/28/2017,4560.0,4560.0,-3326.0,3326.0,1234.0,0.0,-1782.0,977.0,,805.0,-548.0,-1.0,9.0,10.0,-1.0,,-8.0,-549.0,-66.0,-615.0,337.0,337.0,0.0,-952.0,,-952.0,0.0,0.0,-952.0,161.0,776.0,652.054795,-1.46,-0.94,0.246912,652.054795,-1.46,-0.94,0.246912,
04/29/2017,4149.0,4149.0,-3071.0,3071.0,1078.0,0.0,-915.0,897.0,,18.0,163.0,-5.0,9.0,10.0,-1.0,,-4.0,158.0,-53.0,105.0,920.0,920.0,0.0,-815.0,,-815.0,0.0,0.0,-815.0,113.0,8.0,653.0,-1.25,0.16,0.173047,657.0,-1.25,0.16,0.172177,
07/29/2017,3905.0,3905.0,-2908.0,2908.0,997.0,0.0,-891.0,881.0,,10.0,106.0,-4.0,8.0,10.0,-2.0,,-4.0,102.0,-39.0,63.0,8.0,8.0,0.0,55.0,,55.0,0.0,0.0,55.0,67.4,4.4,655.0,0.08,0.1,0.102901,660.0,0.08,0.1,0.102901,
10/31/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327,0.327,0.327,,0.327,0.327,0.327,
01/31/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257,0.257,0.257,,0.257,0.257,0.257,
