Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1993,417.700012,,,-355.518005,,,62.182007,,-30.624001,,,,31.558001,2.247,,0.031,,0.0,,-2.278,33.805001,-13.626,20.179001,0.0,,,20.179,0.0,20.179001,0.0,,20.179001,20.179001,,179.520004,0.1125,0.1125,,179.520004,0.1125,0.1125,0.1125,
12/31/1993,419.100006,,,-364.005005,,,55.095001,,-23.507999,,,,31.587,2.752,,0.461,,0.0,,-3.213,34.339,-14.25,20.099001,0.0,,,20.089,0.0,20.099001,0.0,,20.099001,20.099001,,179.464004,0.1125,0.1125,0.1125,179.464004,0.1125,0.1125,0.1125,
03/31/1994,398.299988,,,-330.408997,,,67.890991,,-28.593,,,,39.298,1.82,,1.118,,0.0,,-2.938,41.118,-17.43,23.688,0.0,,,23.688,0.0,23.688,0.0,,23.688,23.688,,179.419998,0.1325,0.1325,,179.419998,0.1325,0.1325,0.1325,
06/30/1994,421.5,,,-362.95401,,,58.54599,,-25.628,,,,32.917999,0.798,,1.015,,0.0,,-1.813,33.715999,-6.2,27.516001,0.0,,,27.515999,0.0,27.516001,0.0,,27.516001,27.516001,,179.552002,0.1525,0.1525,,179.552002,0.1525,0.1525,0.1525,
09/30/1994,442.5,,,-379.911011,,,62.588989,,-27.216,,,,35.373001,22.516,,0.327,,0.0,,-22.843,57.889002,-20.620001,37.269001,0.0,,,37.269001,0.0,37.269001,0.0,,37.269001,37.269001,,179.623993,0.2075,0.2075,,179.623993,0.2075,0.2075,0.2075,
12/31/1994,406.522003,,,-357.108002,,,49.414001,,-27.882999,,,,21.531,2.646,,0.101,,-0.051,,-2.696,24.177,-6.022,18.155001,0.0,,,18.155,0.0,18.155001,0.0,,18.155001,18.155001,,179.612,0.1,0.1,0.1,179.612,0.1,0.1,0.1,
03/31/1995,382.0,,,-362.002991,,,19.997009,,-28.202,,,,-8.205,29.083,,1.574,,0.0,,-30.657,20.878,-9.578,11.3,-4.7,,,15.999999,0.0,16.0,0.0,,16.0,16.0,,179.511993,0.09,0.0625,,179.511993,0.09,0.0625,0.0625,
06/30/1995,424.700012,,,-383.079987,,,41.620026,,-23.579,,,,18.041,16.910999,,1.49,,0.0,,-18.400999,34.951999,-17.052,17.9,-2.7,,,20.599999,0.0,20.6,0.0,,20.6,20.6,,179.524002,0.115,0.1,,179.524002,0.115,0.1,0.1,
09/30/1995,398.135986,,,-354.084015,,,44.051971,,-46.530998,,,,-2.479,1.457,,1.278,,0.0,,-2.735,-1.022,7.22,6.198,-1.416,,,7.614,0.0,7.614,0.0,,7.614,7.614,,179.496002,0.0425,0.035,,179.496002,0.0425,0.035,0.035,
12/31/1995,407.700012,,,-340.786987,,,66.913025,,-31.231001,,,,35.681999,-239.225007,,1.071,,,,238.154007,-203.543008,40.219002,-163.324005,-0.508,,,-162.816006,0.0,-162.815994,0.0,,-162.815994,-162.815994,,179.468004,-0.9075,-0.91,-0.91,179.468004,-0.9075,-0.91,-0.91,
03/31/1996,415.403015,,,-352.308014,,,63.095001,,-26.165001,,,,36.93,0.521,,1.018,,0.0,,-1.539,37.451,-17.125,20.326,-3.688,,,24.014,0.0,24.014,0.0,,24.014,24.014,,179.528,0.135,0.1145,,179.528,0.135,0.1145,0.1145,
06/30/1996,497.100006,,,-442.496002,,,54.604004,,-29.155001,,,,25.448999,17.177,,0.823,,0.0,,-18.0,42.625999,-17.826,24.799999,-3.3,,,28.099999,0.0,28.1,0.0,,28.1,28.1,,179.692001,0.155,0.1375,,179.692001,0.155,0.1375,0.1375,
09/30/1996,524.94397,,,-420.765991,,,104.177979,,-35.191002,,,,68.987,1.52,,0.735,,0.0,,-2.255,70.507,-29.981001,40.526001,-1.779,,,42.304999,0.0,42.305,0.0,,42.305,42.305,,180.031998,0.235,0.225,0.1025,180.031998,0.235,0.225,0.1025,
12/31/1996,571.0,,,-437.471985,,,133.528015,,-45.188999,,,,88.338997,-24.828,,0.272,,0.0,,24.556,63.510997,-23.111,40.400002,-3.1,,,43.499997,0.0,43.5,0.0,,43.5,43.5,,180.016006,0.2425,0.225,0.2,180.016006,0.2425,0.225,0.2,
03/31/1997,507.171997,,,-411.994995,,,95.177002,,-42.855,,,,52.321999,1.126,,0.018,,0.0,,-1.144,53.447999,-22.832001,30.615999,0.0,,,30.615998,0.0,30.615999,0.0,,30.615999,30.615999,,179.496002,0.17,0.17,0.17,179.755997,0.17,0.17,0.17,
06/30/1997,506.372986,,,-426.980011,,,79.392975,,-37.950001,,,,41.443001,1.324,,0.027,,0.0,,-1.351,42.767001,-15.211,27.556,0.0,,,27.556,0.0,27.556,0.0,,27.556,27.556,,179.507996,0.155,0.155,0.155,179.731995,0.1525,0.1525,0.1525,
09/30/1997,555.203979,,,-448.519012,,,106.684967,,-38.394001,,,,68.291,-4.026,,0.0,,0.0,,4.026,64.265,-21.940001,42.325001,0.0,,,42.325,0.0,42.325001,0.0,,42.325001,42.325001,,179.531998,0.235,0.235,0.235,179.880005,0.235,0.235,0.235,
12/31/1997,563.502991,,,-449.226013,,,114.276978,,-41.521,,,,72.755997,-21.586,,0.576,,0.0,,21.01,51.169997,-19.261,31.909,0.0,,,31.908997,0.0,31.909,0.0,,31.909,31.909,,179.524002,0.1775,0.1775,0.1775,179.559998,0.1775,0.1775,0.1775,
03/31/1998,439.536011,,,-379.692993,,,59.843018,,-34.821999,,,,25.021,-0.211,,1.326,,0.0,,-1.115,24.81,-9.269,15.541,0.0,,,15.541,0.0,15.541,0.0,,15.541,15.541,,179.759995,0.0875,0.0875,0.0875,180.063995,0.0875,0.0875,0.0875,
06/30/1998,448.645,,,-371.546,,,77.099,0.0,-60.688,16.876,,43.812,16.411,20.448,,,-4.094,,,-16.354,36.859,-14.66,22.199,,,,22.199,,22.199,,0.0,22.199,22.199,,179.838816,0.1225,0.1225,0.1225,180.137512,0.1225,0.1225,0.1225,
09/30/1998,433.319,,,-389.564,,,43.755,0.0,-34.521,15.387,,19.134,9.234,6.152,,,-4.891,,,-1.261,15.386,-6.371,9.015,,,,9.015,,9.015,0.0,0.0,9.015,9.015,,179.858628,0.05,0.05,0.05,179.950324,0.05,0.05,0.05,
12/31/1998,375.360992,,,-341.510986,,,33.850006,,-28.386999,,,,5.463,-90.795002,,4.285,,0.0,,86.510002,-85.332002,24.183001,-61.148998,0.0,,,-61.149001,0.0,-61.148998,0.0,,-61.148998,-61.148998,,179.848008,-0.34,-0.34,-0.34,179.848008,-0.34,-0.34,-0.34,
03/31/1999,302.879,,,-266.61,,,36.269,,-42.865,,,,-6.596,-4.597,4.471,4.471,,0.0,,0.126,-11.193,4.495,-6.698,0.0,,,-6.698,0.0,-6.698,0.0,,-6.698,-6.698,,179.82,-0.0375,-0.0375,-0.0325,179.82,-0.0375,-0.0375,-0.0325,
06/30/1999,449.962,,,-385.43,,,64.532,,-30.596,,,,33.936,-5.737,6.266,6.266,,0.0,,-0.529,28.199,-12.479,15.72,0.0,,,15.72,0.0,15.72,0.0,,15.72,15.72,,179.852,0.0875,0.0875,0.0875,180.14,0.0875,0.0875,0.0875,
09/30/1999,632.392,,,-513.358,,,119.034,,-34.46,,,,84.574,-4.062,5.225,5.225,,0.0,,-1.163,80.512,-29.301,51.211,0.0,,,51.211,0.0,51.211,0.0,,51.211,51.211,,179.884,0.285,0.285,0.25,180.24,0.285,0.285,0.25,
12/31/1999,651.608,,,-523.137,,,128.471,,-44.453,,,,84.018,-3.033,4.312,4.312,,0.0,,-1.279,80.985,-21.511,59.474,0.0,,,59.474,0.0,59.474,0.0,,59.474,59.474,,179.956,0.33,0.33,0.25,180.484,0.33,0.33,0.25,
03/31/2000,1019.305,,,-877.186,,,142.119,,-65.718,,,,76.401,-2.386,3.595,3.595,,0.0,,-1.209,74.015,-24.872,49.143,8.733,,,40.41,0.0,40.41,0.0,,40.41,40.41,,180.036,0.225,0.2725,0.2725,180.636,0.225,0.2725,0.2725,
06/30/2000,1092.399,,,-931.939,,,160.46,,-41.641,,,,118.819,1.119,3.238,3.238,,0.0,,-4.357,119.938,-46.893,73.045,0.0,,,73.045,0.0,73.045,0.0,,73.045,73.045,,180.088,0.405,0.405,0.3975,181.024,0.4025,0.4025,0.395,
09/30/2000,918.512,,,-742.116,,,176.396,,-43.861,,,,132.535,-9.448,-8.224,6.821,-15.045,0.0,,17.672,123.087,-37.498,85.589,0.0,,,85.589,0.0,85.589,0.0,,85.589,85.589,,180.172,0.475,0.475,0.465,181.224,0.4725,0.4725,0.4625,
12/31/2000,1270.441,,,-1070.108,,,200.333,,-59.883,,,,140.45,-3.853,2.683,2.683,,0.0,,1.17,136.597,-43.369,93.228,0.0,,,93.228,0.0,93.228,0.0,,93.228,93.228,,180.212,0.5175,0.5175,0.5275,180.992,0.515,0.515,0.525,
03/31/2001,1185.695,,,-967.443,,,218.252,,-59.795,,,,158.457,-2.468,6.158,6.158,,0.0,,-3.69,155.989,-58.153,97.836,0.0,,,97.836,0.0,97.836,0.0,0.0,97.836,97.836,,180.224,0.5425,0.5425,0.5425,181.26,0.54,0.54,0.54,
06/30/2001,1297.034,,,-980.669,,,316.365,,-67.357,,,,249.008,-2.024,5.369,5.369,,0.0,,-3.345,246.984,-84.416,162.568,0.0,,,162.568,0.0,162.568,0.0,0.0,162.568,162.568,,180.828,0.9,0.9,0.53,182.576,0.89,0.89,0.52,
09/30/2001,1111.976,,,-969.593,,,142.383,,-71.239,,,,71.144,-1.492,4.451,4.451,,0.0,,-2.959,69.652,-27.923,41.729,0.0,,,41.729,0.0,41.729,0.0,0.0,41.729,41.729,,181.226696,0.23,0.23,0.23,182.732408,0.2275,0.2275,0.2275,
12/31/2001,847.715,,,-743.919,,,103.796,,-58.701,,,,45.095,-11.812,3.028,3.028,,0.0,,8.784,33.283,-4.513,28.77,0.0,,,28.77,0.0,28.77,0.0,0.0,28.77,28.77,,181.284,0.155,0.155,0.155,182.856,0.155,0.155,0.155,
03/31/2002,828.9,,,-756.771,,,72.129,,-64.383,,,,7.746,-3.722,3.722,4.725,-1.003,0.0,,0.0,4.024,-1.49,2.534,0.0,,,2.534,0.0,2.534,0.0,0.0,2.534,2.534,,182.036,0.015,0.015,0.015,183.612,0.015,0.015,0.015,
06/30/2002,1034.879,,,-901.758,,,133.121,,-84.896,,,,48.225,-7.717,8.68,8.68,,0.0,,-0.963,40.508,-27.591,12.917,-1.012,,,13.929,0.0,13.929,0.0,0.0,13.929,13.929,,183.136,0.075,0.07,0.07,184.532,0.075,0.07,0.07,
09/30/2002,1044.279,,,-950.098,,,94.181,,-40.785,,,,53.396,-10.012,6.789,6.789,,0.0,,3.223,43.384,-6.892,36.492,-0.916,,,37.408,0.0,37.408,0.0,0.0,37.408,37.408,,183.276,0.205,0.2,0.125,184.296,0.205,0.2,0.125,
12/31/2002,1138.888,,,-1013.448,,,125.44,,-67.927,,,,57.513,6.558,6.774,6.774,,0.0,,-13.332,64.071,-18.301,45.77,-11.867,,,57.637,0.0,57.637,0.0,0.0,57.637,57.637,,183.342,0.315,0.25,0.25,185.26,0.31,0.245,0.245,
03/31/2003,1257.17,,,-1104.765,,,152.405,,-46.803,,,,105.602,-3.426,4.425,4.425,,0.0,,-0.999,102.176,-19.319,82.857,-4.255,,,87.112,0.0,87.112,0.0,0.0,87.112,87.112,,183.476,0.475,0.455,0.342,184.7,0.47,0.45,0.34,
06/30/2003,1172.895,,,-1050.463,,,122.432,,-57.727,,,,64.705,46.334,4.16,4.16,,0.0,,-50.494,111.039,-38.684,72.355,-7.331,,,79.686,0.0,79.686,0.0,0.0,79.686,79.686,,183.634,0.435,0.395,0.276,185.006,0.43,0.39,0.274,
09/30/2003,1251.39,,,-1092.56,,,158.83,,-77.177,,,,81.653,3.675,4.428,4.428,,0.0,,-8.103,85.328,-18.541,66.787,-1.95,,,68.737,0.0,68.737,0.0,0.0,68.737,68.737,,183.7,0.375,0.365,0.3915,185.696,0.37,0.36,0.387,
12/31/2003,1441.79,,,-1294.117,,,147.673,,-78.482,,,,69.191,6.16,7.498,7.498,,0.0,,-13.658,75.351,-16.689,58.662,0.0,,,58.662,0.0,58.662,0.0,0.0,58.662,58.662,,183.726,0.32,0.32,0.32,186.142,0.315,0.315,0.315,
03/31/2004,1616.57,,,-1415.87,,,200.7,,-82.337,,,,118.358,21.47,10.036,10.036,,0.0,,-31.506,139.828,-59.132,80.696,-17.543,,,98.239,0.0,98.239,0.0,0.0,98.239,98.239,,183.852,0.535,0.44,0.355,186.346,0.525,0.43,0.3505,
06/30/2004,2097.018,,,-1779.875,,,317.143,,-58.87,,,,258.273,-0.658,9.365,9.365,,0.0,,-8.707,257.615,-89.48,168.135,-181.738,,,349.873,0.0,349.873,0.0,0.0,349.873,349.873,,183.988,1.9,0.91,0.905,186.682,1.875,0.9,0.895,
09/30/2004,2262.29,,,-1982.88,,,279.41,,-106.315,,,,173.09,23.326,7.841,7.841,,0.0,,-31.167,196.416,-80.643,115.773,-2.95,,,118.723,0.0,118.723,0.0,0.0,118.723,118.723,,184.012,0.645,0.63,0.63,187.136,0.635,0.62,0.62,
12/31/2004,2311.6,,,-2045.6,,,266.0,,-59.051,,,,228.587,4.117,6.822,6.822,,0.0,,-10.939,232.704,-79.286,131.791,-2.689,,,156.107,0.0,134.48,0.0,0.0,134.48,134.48,,184.054,0.73,0.715,0.715,187.302,0.72,0.705,0.705,
03/31/2005,2404.001,,,-2097.941,,,306.06,,-106.6,36.305,,70.295,199.46,3.763,-10.56,4.469,,0.0,,6.797,203.223,-90.07,113.153,0.0,,,113.153,0.0,113.153,0.0,0.0,113.153,113.153,,184.248272,0.615,0.615,0.615,187.806028,0.6,0.6,0.6,
06/30/2005,2771.712,,,-2302.277,,,469.435,,-80.469,,,,388.966,172.991,2.746,2.746,,0.0,,-175.737,561.957,-214.164,347.793,0.0,,,347.793,0.0,347.793,0.0,0.0,347.793,347.793,,183.903885,1.89,1.89,1.31,187.682605,1.85,1.85,1.28,
09/30/2005,3311.332,,,-2851.27,,,460.062,,-73.954,,,,386.108,-32.142,1.404,1.404,,0.0,,30.738,353.966,-131.567,222.399,-8.549,,,230.948,0.0,230.948,0.0,0.0,230.948,230.948,,184.355365,1.25,1.2,1.32,188.069208,1.23,1.18,1.29,
12/31/2005,3193.034,,,-2777.076,,,415.958,,-165.42878,,,,250.52922,2.42578,0.146,0.146,,0.0,,-2.57178,252.955,-98.355,154.6,0.0,,,154.6,0.0,154.6,0.0,0.0,154.6,154.6,,185.2,0.83,0.83,0.89,188.35,0.82,0.82,0.88,
03/31/2006,2987.119,,,-2633.721,,,353.398,,-139.26,,,,214.138,0.67,0.974,0.974,,0.0,,-1.644,214.808,-98.825,115.983,0.0,,,115.983,0.0,115.983,0.0,0.0,115.983,115.983,,185.713673,0.62,0.62,0.62,188.636321,0.61,0.61,0.61,
06/30/2006,3798.032,,,-3378.703,,,419.329,,-76.821,,,,342.508,-47.38,2.639,2.639,,0.0,,44.741,295.128,-78.954,216.174,0.0,,,216.174,0.0,216.174,0.0,0.0,216.174,216.174,,185.919897,1.16,1.16,1.18,189.101235,1.14,1.14,1.16,
09/30/2006,4147.706,,,-3647.372,,,500.334,,-88.221,,,,412.113,-29.795,5.737,5.737,,0.0,,24.058,382.318,-159.543,222.775,0.0,,,222.775,0.0,222.775,0.0,0.0,222.775,222.775,,186.211753,1.2,1.2,1.34,189.238922,1.18,1.18,1.32,
12/31/2006,3346.468,,,-3031.715,,,314.753,,-285.831,,,,28.922,117.278,0.126,0.126,,0.0,,-117.404,146.2,-56.407,89.793,0.0,,,89.793,-0.056,89.737,0.0,0.0,89.737,89.737,,190.93,0.47,0.47,0.43,190.93,0.47,0.47,0.43,
03/31/2007,3427.586,,,-3128.854,,,298.732,,-101.325,,,,197.407,3.004,0.832,0.832,,0.0,,-3.836,200.411,-89.751,110.66,0.0,,,110.66,-0.026,110.634,0.0,0.0,110.634,110.634,,187.14787,0.59,0.59,0.59,189.789397,0.58,0.58,0.58,
06/30/2007,4614.598,,,-4079.395,,,535.203,,-84.897,,,,450.306,-46.014,1.959,1.959,,0.0,,44.055,404.292,-154.052,250.24,0.0,,,250.24,0.002,250.242,0.0,0.0,250.242,250.242,,187.615633,1.33,1.33,1.43,190.160989,1.32,1.32,1.42,
09/30/2007,4773.039,,,-4343.335,,,429.704,,-108.122,,,,321.582,-3.922,7.418,7.418,,0.0,,-3.496,317.66,-118.573,199.087,0.0,,,199.087,0.448,199.535,0.0,0.0,199.535,199.535,,188.239267,1.06,1.06,1.06,191.193266,1.04,1.04,1.04,
03/31/2008,6466.668,,,-5713.356,,,753.312,0.0,-125.27,58.774,,66.496,628.042,28.653,-0.471,14.204,-14.675,,,-28.182,656.695,-248.489,408.206,-0.786,,,408.992,,408.992,0.0,0.0,408.992,408.992,,189.150647,2.16,2.16,1.947,191.550683,2.14,2.13,1.92,
06/30/2008,8249.207,,,-7244.411,,,1004.796,0.0,-115.774,55.374,,60.4,889.022,79.455,-3.151,15.556,-18.707,,,-76.304,968.477,-349.961,618.516,-0.688,,,619.204,0.0,619.204,0.0,0.0,619.204,619.204,,189.564247,3.27,3.26,2.9,192.263483,3.22,3.22,2.87,
09/30/2008,8184.752,,,-7098.999,,,1085.753,0.0,-139.729,56.289,,83.44,946.024,-26.59,,26.926,,,,-0.336,919.434,-334.417,585.017,0.595,,,584.422,0.0,584.422,0.0,0.0,584.422,584.422,,189.787636,3.08,3.08,3.08,192.243448,3.04,3.04,3.04,
12/31/2008,4411.096,,,-3933.298,,,477.798,0.0,-192.123,58.053,,134.07,285.675,-11.916,,3.062,,,,8.854,273.759,-140.749,133.01,5.642,,,127.368,0.0,127.368,0.0,0.0,127.368,127.368,201.563,189.932,0.67,0.7,0.7,191.467,0.67,0.7,0.7,
03/31/2009,3416.427,3416.427,,-3119.427,2924.658,194.769,297.0,0.0,-167.922,56.832,,111.09,129.078,27.445,,1.665,,,,-29.11,156.523,-85.283,71.24,-99.864,-99.864,0.0,171.104,0.0,171.104,0.0,0.0,171.104,74.63235,3.39235,190.545771,0.9,0.373873,0.391677,192.281803,0.89,0.370637,0.37,
06/30/2009,4495.994,4495.994,,-4152.013,3954.584,197.429,343.981,0.0,-128.069,61.602,,66.467,215.912,55.225,,1.057,,,,-56.282,271.137,-110.293,160.844,2.074,2.074,0.0,158.77,0.0,158.77,0.0,0.0,158.77,179.8153,18.9713,190.746583,0.83,0.84,0.942692,192.380595,0.83,0.84,0.938613,
09/30/2009,5202.198,5202.198,,-4766.59,4521.051,245.539,435.608,0.0,-95.761,56.712,,39.049,339.847,-27.068,,8.476,,,,18.592,312.779,-123.902,188.877,0.0,0.0,0.0,188.877,0.0,188.877,0.0,0.0,188.877,184.04035,-4.83665,190.811162,0.99,0.99,0.964516,192.641808,0.98,0.98,0.954893,
12/31/2009,5873.937,5873.937,,-5116.302,4834.984,281.318,757.635,0.0,-200.688,67.12,,133.568,556.947,-20.213,,13.193,,,,7.02,536.734,-217.178,319.556,0.686,0.686,0.0,318.87,0.0,318.87,0.0,0.0,318.87,193.74655,-125.80945,190.983,1.67,1.67,1.01447,192.84,1.65,1.65,0.997597,
03/31/2010,5228.675,5228.675,,-4744.859,4452.179,292.68,483.816,0.0,-136.335,65.131,,71.204,347.481,-61.335,,12.144,,,,49.191,286.146,-137.255,148.891,0.0,0.0,0.0,148.891,0.0,148.891,0.0,0.0,148.891,144.1278,-4.7632,191.219265,0.78,0.78,0.753731,192.929735,0.77,0.77,0.745311,
06/30/2010,5592.353,5592.353,,-5009.467,4721.255,288.212,582.886,0.0,-127.177,68.851,,58.326,455.709,-10.732,,10.197,,,,0.535,444.977,-172.688,272.289,0.0,0.0,0.0,272.289,0.0,272.289,0.0,0.0,272.289,272.9806,0.6916,191.585996,1.42,1.42,1.424846,193.169099,1.41,1.41,1.41358,
09/30/2010,5210.807,5210.807,,-4709.148,4436.527,272.621,501.659,0.0,-130.221,63.892,,66.329,371.438,-18.724,,8.043,,,,10.681,352.714,-155.277,197.437,-5.395,-5.395,0.0,202.832,0.0,202.832,0.0,0.0,202.832,200.2177,2.7807,191.943813,1.06,1.03,1.043106,193.437992,1.05,1.02,1.034375,
12/31/2010,5564.075,5564.075,,-5089.722,4804.111,285.611,474.353,0.0,-183.789,69.799,,113.99,290.564,-4.344,4.344,4.344,0.0,,,0.0,286.22,-136.739,149.481,-24.588,-24.588,0.0,174.069,0.0,174.069,0.0,0.0,174.069,152.926,3.445,192.592,0.9,0.77,0.794041,193.942,0.9,0.77,0.787763,
03/31/2011,6266.009,6266.009,,-5694.37,5430.623,263.747,571.639,0.0,-160.531,69.661,,90.87,411.108,0.325,,5.286,,,,-5.611,411.433,-172.991,238.442,-30.461,-30.461,0.0,268.903,0.0,268.903,0.0,0.0,268.903,238.1183,-0.3237,193.092509,1.39,1.23,1.233182,194.597368,1.38,1.22,1.218337,
06/30/2011,7384.574,7384.574,,-6700.689,6443.904,256.785,683.885,0.0,-176.991,77.532,,99.459,506.894,-1.689,,9.961,,,,-8.272,505.205,-225.189,280.016,-31.597,-31.597,0.0,311.613,0.0,311.613,0.0,0.0,311.613,256.89625,-23.11975,193.481601,1.61,1.45,1.327755,194.916194,1.6,1.44,1.321386,
09/30/2011,7194.393,7194.393,,-6520.292,6249.022,271.27,674.101,0.0,-158.303,72.858,,85.445,515.798,10.913,,14.854,,,,-25.767,526.711,-179.401,347.31,-58.804,-58.804,0.0,406.114,0.0,406.114,0.0,0.0,406.114,347.26775,-0.04225,193.517785,2.1,1.8,1.7945,194.411116,2.09,1.79,1.789783,
