Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Acq of Fixed & Intang,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1998,264.591003,349.622009,139.714996,390.872986,,,390.872986,-615.619019,,,-615.619019,,-88.085999,-227.587997,0.0,-227.587997,0.0,0.0,0.0,,,,,139.501999,-654.960989,-296.447998,-38.640999,-319.375992,29.360001,-348.735992,-0.496,,-478.455994,,,
03/31/1999,465.475,654.918,137.766,-350.036,,,-350.036,22.827,,,22.827,,-33.634,-154.489,0.0,-154.489,0.0,0.0,0.0,,,,,120.855,-283.551,-294.943,0.0,-316.39,118.301,-434.691,327.782,,148.29,193.198,108.914,
06/30/1999,717.289,398.673,143.528,139.524,,,139.524,35.564,,,35.564,,-497.505,-55.35,160.396,-215.746,0.0,0.0,0.0,,,,,-442.155,252.363,-294.627,0.0,-282.724,61.279,-344.003,829.714,,472.147,174.405,35.347,
09/30/1999,544.19397,-2873.944092,128.031006,4870.51709,,,4870.51709,-1580.410034,,,-1580.410034,,-220.259003,-220.959007,65.452003,-286.411011,0.0,0.0,0.0,,,,,0.700005,19.656036,-293.64801,1640.743042,-146.824005,26.597,-173.421005,-1180.61499,,343.591003,142.675003,124.808998,
12/31/1999,390.975,593.2321,158.159,342.6609,,,342.6609,-703.077,,,-703.077,,-269.5181,-285.98,0.0,-285.98,0.0,0.0,0.0,,,,,16.4619,-375.088919,-300.403,5.703979,-78.0909,28.093,-106.1839,-2.298998,,-253.632,206.896,25.72001,
03/31/2000,1597.029053,276.362,137.485001,450.450012,,,450.450012,732.731995,,,732.731995,,-179.514008,-173.225998,65.503998,-238.729996,0.0,0.0,0.0,,,,,-6.28801,-1408.904007,-300.084015,0.0,-67.903,52.456001,-120.359001,-1040.916992,,-2.444,133.225998,161.580994,
06/30/2000,85.234001,412.734009,137.889999,-187.408005,,,-187.408005,-277.981995,,,-277.981995,,3212.711914,-250.449989,85.491997,-335.941986,0.0,0.0,0.0,,,,,3463.161903,-2502.622055,-299.86499,0.0,-133.259995,105.427002,-238.686996,-2069.49707,,795.323975,210.563004,74.169998,
09/30/2000,-408.097992,762.099976,108.689003,-818.302979,,,-818.302979,-460.584015,,,-460.584015,,-89.355003,-252.415989,63.479,-315.894989,0.0,0.0,0.0,,,,,163.060986,881.952965,-296.889008,0.0,110.32,144.350998,-34.030998,1068.521973,,384.5,349.485992,76.258003,
12/31/2000,-1160.725952,-3821.883057,135.304993,3575.516113,,,3575.516113,-1049.66394,,,-1049.66394,,1885.348999,-645.928013,57.298,-703.226013,0.0,0.0,0.0,,,,,2531.277012,-1259.42901,-304.639008,-1062.880005,108.648003,108.648003,0.0,-0.558,,-534.80603,344.98999,30.961,
03/31/2001,-3412.824951,733.554016,149.643997,-4196.662109,,,-4196.662109,-99.361,,,-99.361,,-400.71701,-337.175993,24.573,-361.748993,0.0,0.0,0.0,,,,,-63.541018,4681.453788,-302.036011,4942.466797,52.456001,52.456001,0.0,-11.433,,867.911987,162.097,76.296997,
06/30/2001,-966.591003,476.996002,145.279999,-1743.541992,,,-1743.541992,154.675003,,,154.675003,,-604.007019,-252.69902,228.776993,-481.476013,0.0,0.0,0.0,,,,,-351.307999,451.729013,-302.382996,683.971008,76.429001,76.429001,0.0,-6.288,,-1118.869019,79.190002,44.172001,
09/30/2001,-496.652008,252.072006,138.248993,-272.337006,,,-272.337006,-614.635986,,,-614.635986,,-775.95697,-375.916985,55.512001,-431.428986,0.0,0.0,0.0,,,,,-400.039986,884.369041,-303.140991,1143.884033,38.640999,38.640999,0.0,4.985,,-388.23999,126.677002,149.287003,
12/31/2001,429.233002,822.671997,174.556,-651.861023,,,-651.861023,83.865997,,,83.865997,,-676.310974,-550.243027,99.367996,-649.611023,0.0,0.0,0.0,,,,,-126.067947,-13.296989,-303.493988,236.834,57.105,57.105,0.0,-3.742,,-260.375,215.488998,61.944,
03/31/2002,-461.540985,871.919983,120.601997,-931.815002,,,-931.815002,-522.247986,,,-522.247986,,593.400024,6.626007,348.315002,-341.688995,0.0,0.0,0.0,,,,,586.774017,464.331006,-304.377014,632.309021,138.279999,138.279999,0.0,-1.881,,596.190002,126.053001,162.362,
06/30/2002,141.121994,599.859009,121.528999,-730.010986,,,-730.010986,149.744995,,,149.744995,,-1218.313965,-382.177994,63.817001,-445.994995,0.0,0.0,0.0,,,,,-836.135971,381.141989,-305.062988,744.914978,-65.478001,48.449001,-113.927002,6.768,,-696.049988,169.186005,21.25,
09/30/2002,488.431,1401.399048,123.378998,-937.583008,,,-937.583008,-98.764,,,-98.764,,550.304993,-503.518024,10.382,-513.900024,0.0,0.0,0.0,,,,,1053.823017,-302.062006,-304.807007,-11.885,19.329,19.329,0.0,-4.699,,736.674011,98.968002,149.520996,
12/31/2002,17.718,1574.026978,119.190002,-1824.303955,,,-1824.303955,148.804993,,,148.804993,,3493.624023,-254.534973,375.76001,-630.294983,0.0,0.0,0.0,,,,,3748.158997,-2949.286039,-304.925995,-2659.196045,9.312,9.312,0.0,5.524,,562.05603,141.593002,42.667,
03/31/2003,328.433,1277.882,131.1,-1525.733,,,-1525.733,445.184,,,445.184,,1216.072,-336.754,7.86,-344.614,0.0,0.0,0.0,,,,,1552.826,-1739.17,-305.092,-1456.65,19.31,19.31,0.0,3.262,,-194.665,112.8,155.24,
06/30/2003,621.947021,864.405029,131.488998,-388.062012,,,-388.062012,14.115,,,14.115,,-234.858002,-137.537994,310.113007,-447.651001,0.0,0.0,0.0,,,,,-97.320007,-319.407952,-305.502991,-99.407959,69.795998,69.795998,0.0,15.707,,67.681,200.126999,5.27,
09/30/2003,841.45697,-426.358002,135.475006,1140.213989,,,1140.213989,-7.874,,,-7.874,,-597.465027,-438.42499,14.983,-453.40799,0.0,0.0,0.0,,,,,-159.040037,46.668994,-306.205994,334.868988,17.080999,17.080999,0.0,0.925,,290.661011,82.444,115.43,
12/31/2003,1119.265991,335.263,139.819,636.913025,,,636.913025,7.271,,,7.271,,-365.682007,-593.251976,69.736,-662.987976,0.0,0.0,0.0,,,,,227.569969,2208.929064,-306.356995,2486.435059,20.708,20.708,0.0,8.143,,2962.512939,181.529007,23.76,
03/31/2004,501.622986,749.703003,147.393997,-164.886993,,17.964001,-182.850994,-230.587006,,,-230.587006,,-80.433998,-62.747009,228.835999,-291.583008,0.0,0.0,0.0,,,,,-17.686989,-1799.641989,-306.596008,-1504.97998,13.348,13.348,0.0,-1.414,,-1378.449951,265.733002,99.323997,
06/30/2004,703.263,827.344971,153.682007,79.773003,,76.074997,3.698006,-357.536987,,,-357.536987,,-777.734985,-210.559013,87.084999,-297.644012,0.0,0.0,0.0,,,,,-567.175972,-301.684003,-306.716003,-1.739,12.236,12.236,0.0,-5.465,,-376.156006,158.389999,7.301,
09/30/2004,652.802002,1421.290039,146.488007,-871.700012,,73.940002,-945.640015,-43.278,,,-43.278,,-172.369995,-248.204987,32.167999,-280.372986,0.0,0.0,0.0,,,,,75.834991,-293.678987,-306.786987,1.821,7.844,7.844,0.0,3.443,,186.753006,128.710999,149.945999,
12/31/2004,1021.054993,-1764.340942,174.835007,2356.270996,,-1638.510986,3994.781982,254.292007,,,254.292007,,-520.353027,-381.890988,3.784,-385.674988,0.0,0.0,0.0,,,,,-138.462039,-259.069997,-306.934998,-1.689,24.045,24.045,0.0,25.509001,,241.628998,206.365997,14.129,
03/31/2005,-569.464,1078.171,166.353,-1510.232,,138.088,-1648.32,-303.756,,,-303.756,,1004.17,-213.03,0.0,-213.03,0.0,0.0,0.0,,,,,1217.2,-616.422,-307.26,-329.258,30.659,30.659,0.0,-10.563,,-181.716,115.329,157.833,
06/30/2005,956.753,976.574,161.446,-154.395,,48.588,-202.983,-26.872,0.0,0.0,-26.872,,-613.35,-221.139,0.0,-221.139,0.0,0.0,0.0,,,,,-392.211,-126.379,-308.028,88.446,103.208,103.208,0.0,-10.005,,217.024,100.551,3.577,
09/30/2005,768.683,869.857,157.873,-5.844,,120.796,-126.64,-253.203,,,-253.203,,-0.239,74.773,341.011,-266.238,0.0,0.0,0.0,,,,,-75.012,-264.997,-308.497,0.0,51.518,51.518,0.0,-8.018,,503.447,103.033,179.351,
12/31/2005,1195.668945,731.695984,301.200989,-350.884003,,235.447998,-586.332001,513.656006,,,513.656006,,-73.504997,-356.711002,24.173,-380.884003,0.0,0.0,0.0,,,,,283.206005,1211.401992,-335.613007,1494.75,49.606998,49.606998,0.0,2.658,,2333.565918,12.987,2.539,
03/31/2006,233.96,1119.583,184.043,-140.806,75.174,196.667,-412.647,-928.86,,,-928.86,,-337.488,-202.762,22.997,-225.759,0.0,0.0,0.0,,,,,-134.726,-353.223,-335.987,-0.392,-23.484,119.401,-142.885,6.64,,-456.751,,,
06/30/2006,1130.902954,1064.790039,194.328003,-449.830994,,260.259003,-710.089996,321.615997,0.0,0.0,321.615997,,-642.625,-272.166998,16.629999,-288.796997,0.0,0.0,0.0,,,,,-370.458002,-328.449013,-336.476013,58.851,-49.195,86.014,-135.209,-1.629,,159.828995,,,
09/30/2006,370.286987,1156.917969,211.546005,-586.486023,,269.126007,-855.61203,-411.69101,0.0,0.0,-411.69101,,-824.741028,-267.887986,4.041,-271.928986,0.0,0.0,0.0,,,,,-556.853042,-276.261999,-336.490997,-8.946,63.016998,151.917999,-88.901001,6.158,,-730.716003,,,
12/31/2006,1519.227,855.415,213.123,-277.311,,-95.921,-181.39,728.0,-238.752,-7.92,974.672,,-841.565,-477.732,25.567,-503.299,0.0,0.0,0.0,,,,,-363.833,-487.604,-349.815,-14.279,-139.064,158.52,-297.584,15.554,,190.058,,,
03/31/2007,1107.054,1254.104,212.781,-27.477,,20.344,-47.821,-332.354,0.0,0.0,-332.354,,-1027.099,-189.68,20.588,-210.268,0.0,0.0,0.0,,,,,-837.419,1720.673,-349.385,2498.019,-433.191,94.602,-527.793,5.23,,1800.628,,,
06/30/2007,2390.71,2452.625,434.676,-29.643,,106.948,-136.591,-466.948,0.0,0.0,-466.948,,-1873.283,-421.85,67.625,-489.475,0.0,0.0,0.0,,,,,-1451.433,1714.513,-699.468,2497.795,-104.271,674.061,-778.332,20.457,,2231.94,,,
09/30/2007,4265.242,3598.53,664.184,2.528,,3.162,-0.634,,0.0,0.0,0.0,,-2177.9,-784.862,87.503,-872.365,-1171.383,1151.978,-2323.361,,,,,-221.655,973.224,-1048.627,2500.0,-516.498,697.367,-1213.865,38.349,,3060.566,,,
12/31/2007,1610.437,1017.43,254.495,628.882,,753.524,-124.642,-290.37,-1.625,-337.172,48.427,,-424.435,-484.09,34.213,-518.303,,,,,,,,59.655,-571.0,-374.867,-126.523,-83.34,19.529,-102.869,13.73,,615.002,,,
03/31/2008,444.03,1196.947,237.829,-35.616,,6.824,-42.44,-955.13,,,-955.13,,-368.864,-137.426,134.172,-271.598,0.0,0.0,0.0,,,,,-231.438,-938.558,-374.312,-298.321,-293.557,12.951,-306.508,27.632,,-863.392,,,
06/30/2008,1871.656,2319.041,483.441,-253.228,,284.849,-538.077,-677.598,,,-677.598,,-602.667,-427.437,146.679,-574.116,0.0,0.0,0.0,,,,,-175.23,-1340.238,-747.626,-295.964,-320.052,72.849,-392.901,23.404,,-71.249,,,
09/30/2008,1862.100952,1138.406982,239.263,73.952003,,-23.164,97.116003,410.479004,,,410.479004,,-620.13501,-283.786991,17.146999,-300.93399,0.0,0.0,0.0,,,,,-336.348019,-503.867011,-373.213013,-0.918,-73.094999,25.087,-98.181999,-56.640999,,738.098999,,,
12/31/2008,1539.248,960.385,284.87,-108.035,,-261.685,153.65,402.028,-336.911,-230.121,969.06,,-2040.935,-495.347,38.602,-533.949,0.0,0.0,0.0,,,,,-1545.588,-603.165,-399.454,-131.166,-7.554,0.138,-7.692,-64.991,,-1104.852,,,
03/31/2009,1080.686,1198.16,235.926,86.563,54.584,,31.979,-439.963,,,-439.963,0.0,-1750.874,-138.339,48.72,-187.059,0.0,,,0.0,0.0,0.0,0.0,-1612.535,-484.568,-394.966,-60.023,-29.579,17.994,-47.573,0.0,-30.549,-1185.305,,,
06/30/2009,1481.303,1272.019,272.252,169.066,47.296,,121.77,-232.034,,,-232.034,0.0,-714.633,-230.791,8.72,-239.511,0.0,,,0.0,0.0,0.0,0.0,-483.842,-458.941,-404.537,-55.254,0.85,24.164,-23.314,0.0,58.616,366.345,,,
