Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
12/31/1996,89.085999,92.206001,89.482002,,4.928891,0.988378,0.751704,0.59,0.59,0.645,0.57,0.57,0.62,0.05,0.66857,0.474397,1.5372,10.137115,
03/31/1997,89.087997,92.272003,89.487999,,4.781401,0.899461,0.695233,0.76,0.76,0.645,0.74,0.74,0.63,0.07,0.713772,0.429242,1.500258,10.175086,
06/30/1997,85.926002,89.376,87.316002,,5.330867,1.034289,0.807527,0.68,0.68,0.68,0.67,0.67,0.67,0.07,0.742659,0.369989,1.007646,9.834264,
09/30/1997,85.136002,87.933998,85.552002,,5.318765,1.273459,1.033453,0.72,0.72,0.72,0.7,0.7,0.7,0.07,0.413982,0.118466,1.050096,9.682437,
12/31/1997,84.827003,87.084999,85.147003,,5.486006,1.159489,0.917237,0.66,0.66,0.66,0.64,0.64,0.64,0.07,0.778724,0.500499,0.929798,9.898393,
03/31/1998,83.789001,85.877998,84.142998,,5.290541,1.053278,0.816907,0.47,0.47,0.58,0.46,0.46,0.57,0.08,0.748868,0.414188,1.156512,9.807767,
06/30/1998,82.884003,84.987999,83.487,,5.164229,0.898056,0.652676,0.26,0.26,0.46,0.26,0.26,0.46,0.08,0.513457,0.15303,1.118032,10.371627,
09/30/1998,79.240997,81.635002,80.651001,,5.539249,1.067848,0.795836,0.47,0.47,0.47,0.47,0.47,0.47,0.08,0.816766,0.486206,2.070936,10.038453,
12/31/1998,77.710999,79.835999,78.794998,,5.728092,1.012336,0.726759,0.4,0.4,0.4,0.4,0.4,0.4,0.08,0.927952,0.617171,2.924953,9.969155,
03/31/1999,77.236382,77.765999,77.190002,,5.764101,0.963506,0.679907,0.43,0.43,0.43,0.43,0.43,0.43,0.09,0.616725,0.254152,2.731679,9.724445,
