Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1992,220.164001,-133.908005,86.255997,-75.436996,10.819,-2.562,0,1.604,9.861,-3.337,6.524,0,0,6.524,0,6.524,6.524,,0.25,0.25,26.333,,,,,
12/31/1992,227.322998,-156.858994,70.464005,-105.392998,-34.929001,-2.419,0,4.044,-33.304001,6.767,-26.537001,0,0,-26.537001,0,-26.537001,-26.537,,-1.0,-1.0,26.044001,,,,,
03/31/1993,202.597,-110.846001,91.750999,-68.950996,22.799999,-2.25,0,1.528,22.077999,-7.054,15.024,0,0,15.024,0,15.024,15.023999,,0.58,0.58,26.049999,,,,,
06/30/1993,187.669998,-104.096001,83.573997,-73.554001,10.02,-2.031,0,1.141,9.130001,-2.889,6.241,0,0,6.241,0,6.241,6.241001,,0.24,0.24,26.120001,,,,,
09/30/1993,201.975006,-114.136002,87.839005,-68.265999,19.573,-2.132,0,2.036,19.477,-4.213,15.264,0,0,15.264,0,15.264,15.264,,0.58,0.58,26.257999,,,,,
12/31/1993,302.61499,-174.667999,127.946991,-92.544998,35.402,-2.118,0,0.474,33.758,-9.432,24.326,0,0,24.326,0,24.326,24.326,,0.93,0.93,26.200001,,,,,
03/31/1994,248.865997,-140.746002,108.119995,-75.258003,32.862,-2.204,0,0.695,31.353,-9.4,21.952999,0,0,21.952999,0,21.952999,21.953,,0.84,0.84,26.002001,,,,,
06/30/1994,215.817993,-127.558998,88.258995,-79.250999,9.008,-2.321,0,4.99,11.677,-3.475,8.202,0,0,8.202,0,8.202,8.202,,0.32,0.32,25.785999,,,,,
09/30/1994,219.858994,-123.583,96.275993,-74.523003,21.753,-2.147,0,2.294,21.9,-5.858,16.042,0,0,16.042,0,16.042,16.042,,0.62,0.62,25.725,,,,,
12/31/1994,237.065994,-144.554993,92.511001,-81.662003,10.849,-2.295,0,4.249,12.803,-3.304,9.499,0,0,9.499,0,9.499,9.499,0.38,0.38,0.38,25.648001,0.38,0.38,0.38,25.648001,
03/31/1995,131.063004,-109.174004,21.889,-91.822998,-69.933998,-2.57,0,3.288,-69.215998,20.924,-48.292,0,0,-48.292,0,-48.292,-48.291998,-1.9,-1.9,-1.9,25.375999,-1.9,-1.9,-1.9,25.375999,
06/30/1995,139.733994,-96.633003,43.100991,-70.563004,-27.462,-2.203,0,-96.179001,-125.844001,-13.063,-138.906998,0,0,-138.906998,0,-138.906998,-138.907001,-5.51,-5.51,-5.51,25.190001,-5.51,-5.51,-5.51,25.190001,
09/30/1995,169.177994,-111.391998,57.785996,-68.365997,-10.58,-2.284,0,-1.24,-14.104,0.568,-13.536,0,0,-13.536,0,-13.536,-13.536,-0.54,-0.54,-0.54,25.294001,-0.54,-0.54,-0.54,25.294001,
12/31/1995,236.268997,-119.370003,116.898994,-59.472,57.426998,-1.887,0,-82.171997,-26.631999,1.003,-25.629,0,0,-25.629,0,-25.629,-25.628999,,-1.0,-1.0,25.52,,,,,
03/31/1996,120.717003,-88.857002,31.860001,-70.100998,-38.241001,-2.16,0,8.229,-32.172001,8.043,-24.129,0,0,-24.129,0,-24.129,-24.129001,,-0.94,-0.94,25.57,,,,,
