Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
09/30/1992,120.315002,40.401001,66.825996,7.405,-4.173,7.399,0,-0.377,0,37.431,,-36.094002,,34.785999,-21.111,-12.178,,,,,,0.0,,,,,,,,,,0.0,,,,
12/31/1992,157.436005,41.834999,70.569,10.662,-6.068,8.997,0,-8.579,0,-52.271999,,-12.325,,56.143002,-37.722,86.195999,,,,,,0.0,,,,,,,,,,0.0,,,157.436005,
03/31/1993,152.054001,126.956001,67.662003,7.8,-4.377,13.538,0,23.504,0,-75.720001,,51.097,,-84.625,70.986,-44.766998,,,,,,0.0,,,,,,,,,,0.0,,,,
06/30/1993,160.923996,65.324997,68.615997,9.448,-4.052,-6.288,0,-11.556,0,49.650002,,-25.462,,-6.356,7.167,14.432,,,,,,0.0,,,,,,,,,,0.0,,,,
09/30/1993,183.516998,48.595001,69.280998,10.669,-4.549,19.877001,0,9.359,0,26.691999,,-3.676,,48.161999,-37.813999,-3.079,,,,,,0.0,,,,,,,,,,0.0,,,,
12/31/1993,121.741997,30.955,71.064003,8.054,-3.254,2.94,0,-40.459,0,-37.594002,,21.622,,58.535,-36.342999,46.222,,,,,,0.0,,,,,,,,,,0.0,,,121.741997,
03/31/1994,179.203995,138.464005,75.405998,9.601,-2.379,31.218,0,22.379,0,-93.382004,,28.959,,-62.131001,87.800003,-56.730999,,,,,,0.0,,,,,,,,,,0.0,,,,
06/30/1994,208.651993,67.558998,76.942001,9.765,-1.168,11.746,0,-11.691,0,55.497002,,-16.493,,-29.642,-10.594,56.730999,,,,,,0.0,,,,,,,,,,0.0,,,,
09/30/1994,168.514008,48.382999,77.456001,9.95,-5.242,16.799,0,-14.557,0,65.524002,,-12.542,,54.521999,-71.778999,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,
12/31/1994,33.931,-77.421997,78.546997,8.571,-0.29,-51.896999,0,136.733002,0,-86.783997,,6.366,,31.26,-25.341,14.188,,,,,,0.0,,,,,,,,,,0.0,,,33.931,
03/31/1995,179.755005,118.736,78.316002,5.233,-3.542,50.026001,0,16.691999,0,-52.324001,,25.243999,,-64.563004,55.164001,-49.227001,,-71.122002,0.0,0.0,,-71.122002,,,,,,,,,,0.0,,,,
06/30/1995,185.251999,54.485001,79.148003,7.494,-2.361,10.1,0,60.254002,0,15.708,,-11.316,,-22.370001,-5.647,-0.243,,-81.528,0.0,0.0,,-81.528,,,,,,,,,,0.0,,,,
09/30/1995,177.298004,46.941002,79.849998,10.414,-2.472,22.665001,0,-5.091,0,30.409,,-2.155,,41.837002,-28.811001,-16.289,,-78.879997,0.0,0.0,,-78.879997,,,,,,,,,,0.0,,,,
12/31/1995,141.298004,27.874001,80.516998,11.154,-0.675,32.125999,0,23.028,0,-8.303,,1.89,,-1.952,-56.146,31.785,,-105.223999,0.0,0.0,,-105.223999,,,,-105.223999,,,,,,0.0,,,36.074005,
03/31/1996,187.802002,96.122002,82.064003,10.917,-1.43,16.715,0,-15.262,0,-47.875,,35.991001,,-45.932999,56.493,0.0,,-53.681999,0.0,0.0,,-53.681999,,,,,,,,,,0.0,,,,
06/30/1996,233.856995,52.992001,82.141998,10.141,-1.427,5.727,0,27.67,0,86.364998,,-22.924,,-12.795,5.966,0.0,,-120.677002,0.0,0.0,,-120.677002,,,,,,,,,,0.0,,,,
09/30/1996,153.973007,-12.916,82.474998,8.982,-2.078,-20.455999,0,-15.975,0,125.714996,,-18.75,,44.263,-37.286999,0.0,,-38.966999,0.0,0.0,,-38.966999,,,,,,,,,,0.0,,,,
12/31/1996,121.080002,-25.808001,83.146004,8.037,-2.42,-8.856,0,59.570999,0,-21.535999,,7.948,,22.688999,-36.922001,35.230999,,-131.367996,0.0,0.0,,-131.367996,,,,-131.367996,,,,,,0.0,,,-10.287994,
03/31/1997,229.927994,103.022003,84.222,7.526,-2.629,21.288,0,-18.733999,0,-30.895,,37.625999,,-58.066002,86.568001,0.0,,-50.923,0.0,0.0,0.0,-50.923,-6.258,0.0,-17.739,-74.919998,-12.902,-9.399,0.0,0.0,-3.3,0.0,0.0,-0.203,142.106003,
06/30/1997,195.858994,40.749001,84.799004,5.418,-2.189,9.893,0,31.292,0,62.339001,,-15.46,,-22.113001,1.131,0.0,,-62.793999,0.0,0.0,0.0,-62.793999,0.0,11.27,3.6,-47.924,-13.193,-9.409,0.0,0.0,0.0,0.0,-4.3,0.516,134.742004,
09/30/1997,117.974998,31.683001,85.148003,7.654,-2.388,1.869,0,-38.337002,0,26.125,,-19.287001,,78.470001,-52.962002,0.0,,-69.726997,0.0,0.0,0.0,-69.726997,-9.066,0.0,19.834,-58.959,-54.573002,-9.353,0.0,0.0,-41.299999,0.0,-4.57,0.65,4.443,
12/31/1997,-10.583,7.881,85.472,4.643,-2.5,13.944,0,23.573,0,-183.108002,,-4.185,,-9.466,-30.556999,83.720001,,-97.607002,0.0,0.0,0.0,-97.607002,-111.479,,1.314,-207.772003,-10.102,-9.236,0.0,0.0,0.0,0.0,0.0,-0.866,-228.457001,
03/31/1998,127.223,20.363001,87.949997,8.461,,54.862999,0,17.886,0,-100.643997,,26.313,,-31.948999,43.98,0.0,,-132.393997,0.0,0.0,0.0,-132.393997,0.0,0.0,73.207001,-59.187,-10.012,-9.223,0.0,0.0,0.0,0.0,0.0,-0.789,58.023998,
06/30/1998,-3616.144043,-141.408005,87.822998,4.514,,-101.803001,0,-3757.879883,0,245.031006,,-9.595,,26.555,30.618999,0.0,,-89.726997,0.0,0.0,0.0,-89.726997,0.0,0.0,-23.997999,-113.724998,3556.323975,-9.171,0.0,3268.528076,-3.3,316.389008,-4.3,-11.822,-173.544998,
09/30/1998,219.082993,17.653,89.103996,9.032,,144.578003,0,75.327003,0,-108.740997,,-18.778999,,-44.780998,55.689999,0.0,,-68.002998,0.0,0.0,0.0,-68.002998,0.0,0.0,-91.601997,-159.604996,-55.243,-9.137,0.0,17.65,-56.700001,0.0,-5.82,-1.236,4.235,
12/31/1998,19.155001,-17.433001,58.693001,8.791,,-0.032,0,118.837997,0,16.381001,,-12.28,,11.463,-63.446999,-101.819,,-83.399002,0.0,0.0,0.0,-83.399002,-5.992,0.0,-14.955,-104.346001,-8.757,-9.024,0.0,75.0,-75.0,0.0,0.0,0.267,-93.947998,
03/31/1999,287.21701,59.855999,94.692001,9.182,,36.356998,0,203.453995,0,-176.667999,,41.444,,-53.394001,72.293999,0.0,,-68.838997,0.0,0.0,0.0,-68.838997,0.0,58.074001,-10.592,-21.357,-9.048,-9.024,0.0,0.0,0.0,0.0,0.0,-0.024,256.812012,
06/30/1999,198.429001,-27.023001,94.233002,4.367,,-29.490999,0,72.485001,0,60.981998,,3.371,,32.164001,-12.659,0.0,,-65.571999,0.0,0.0,0.0,-65.571999,-29.857,,373.429993,278.001007,-329.346008,-9.024,0.0,0.0,-155.020004,0.0,-1.8,-163.501999,147.084,
09/30/1999,128.703995,-22.716,79.751999,7.473,,-22.507999,0,106.625999,0,20.021,,-27.052999,,67.428001,-80.319,0.0,,-65.275002,0.0,0.0,0.0,-65.275002,-83.794998,,424.643005,275.572998,-835.262024,-8.991,0.0,0.0,-970.0,0.0,-5.82,149.548996,-430.984985,
12/31/1999,200.429993,-8.397,76.795998,7.263,,7.317,0,13.561,0,133.643005,,5.624,,16.749001,-32.676998,-24.815001,,-98.394997,0.0,0.0,860.080017,-98.394997,0.0,40.169998,-804.752991,-60.972,-169.203003,-9.769,0.0,0.0,-9.0,150.0,-307.166992,6.733,-29.745001,
03/31/2000,251.322998,22.378,77.949997,6.932,,31.018999,0,96.625,0,-63.681,,32.355,,-45.407001,87.526001,5.626,,-56.078999,0.0,0.0,0.0,-56.078999,0.0,28.434,-17.037001,-44.681999,-28.583,-7.904,0.0,0.0,-3.403,0.0,-17.740999,0.465,178.057999,
06/30/2000,163.447006,-11.814,78.362,6.959,,-4.0,0,91.898003,0,-17.017,,-26.867001,,44.048,-3.778,5.656,,-51.057999,0.0,0.0,47.5,-51.057999,-1.054,0.0,20.15,15.538,-285.774994,-7.904,0.0,200.0,-303.888,0.0,-174.227005,0.244,-106.790001,
09/30/2000,172.779007,10.595,77.491997,7.728,0.0,-12.414,0,93.903,0,-22.823999,0.0,-33.039001,0.0,27.004999,0.758,23.575001,,-52.536999,0.0,0.0,0.0,-52.536999,-119.303001,0.0,3.162,-168.677994,-77.853996,-7.871,0.0,0.0,-4.95,0.0,-65.678001,0.645,-73.752998,
12/31/2000,270.852997,-36.264999,78.532997,7.76,,-35.022999,0,93.947998,0,10.512,,15.73,,137.582993,-45.217999,43.292999,,-114.155998,0.0,0.0,0.0,-114.155998,-28.434,8.534,38.875,-95.181,-181.007996,-7.758,110.0,60.0,-340.845001,0.0,0.0,-2.405,-5.336,
03/31/2001,129.774002,48.672001,77.887001,7.203,0.0,6.029,0,82.247002,0,-12.087,,49.818001,,-123.309998,50.715,-57.400002,,-54.839001,0.0,0.0,83.837997,-54.839001,0.0,64.014,-34.701,58.312,-115.25,-7.758,115.0,0.0,-226.050003,0.0,0.0,3.558,72.835999,
06/30/2001,300.705994,-72.278,79.217003,5.438,0.0,-1.201,0,135.072006,0,161.919998,,-41.534,,-46.299999,-10.293,90.665001,,-62.955002,0.0,0.0,0.0,-62.955002,-45.021999,0.0,-9.437,-117.414001,-195.300003,-7.757,-220.0,130.0,-79.002998,0.0,-1.8,-16.74,-12.008,
09/30/2001,177.964005,11.91,79.399002,7.343,0.0,-30.917999,0,134.031998,0,-14.982,,-26.413,,34.324001,-10.81,-5.921,,-66.167,0.0,0.0,0.0,-66.167,0.0,0.0,-43.158001,-109.324997,232.927002,-7.724,245.0,400.0,-407.688995,0.0,-1.25,4.59,301.56601,
