Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
09/30/1999,2187.66115,-220.644997,0.0,0.0,191.368005,2158.384158,1131.857003,16.907437,0.088663,1.438728,9.162662,14.845377,,2222.164874,2192.887882,18.776559,,
12/31/1999,2151.267554,-224.129002,0.0,0.0,184.796007,2111.93456,1176.55501,15.706534,0.087501,1.314138,9.021583,15.488501,,2171.973336,2132.640342,18.345825,,
03/31/2000,1962.955281,-172.287998,0.0,0.0,180.437002,1971.104285,1146.920019,15.732309,0.091541,1.185821,10.120735,19.90552,,1968.875971,1977.024975,17.133333,,
06/30/2000,1629.106862,-379.351006,0.0,0.0,34.711,1284.466857,1565.432009,2.217343,0.027024,0.763174,8.412198,21.983756,,1629.94021,1285.300205,11.136835,,
09/30/2000,1839.585986,-334.959988,0.0,0.0,43.24,1547.865998,1616.131968,2.675524,0.027935,0.914325,12.615765,49.576133,,1882.840312,1591.120324,13.410145,,
12/31/2000,2427.347159,-361.293989,0.0,0.0,39.035999,2105.08917,1443.741993,2.703807,0.018544,1.268195,20.984999,271.729595,,2475.817523,2153.559533,18.157808,,
03/31/2001,2198.201347,-406.672014,0.0,0.0,33.938999,1825.468332,1354.649967,2.50537,0.018592,1.068021,17.42624,144.237385,,2266.208056,1893.475041,15.674504,,
06/30/2001,3020.935221,-439.666004,0.0,0.0,32.790999,2614.060216,1444.655959,2.269814,0.012544,1.487106,22.943435,126.32582,,3051.386753,2644.511748,21.849201,,
09/30/2001,1746.335193,-469.280987,0.0,0.0,36.936,1313.990206,1454.91302,2.538708,0.02811,0.725899,10.388999,41.61621,,1749.634763,1317.289776,10.985438,,
12/31/2001,1903.9152,-592.552,0.0,0.0,37.866,1349.2292,1492.954,2.536314,0.028065,0.716185,9.476854,29.161174,,1941.4722,1386.7862,11.373999,,
03/31/2002,2106.996042,-606.955986,0.0,0.0,38.687,1538.727057,1498.925953,2.580981,0.025142,0.804325,9.978516,26.09737,,2134.029203,1565.760218,12.962723,,
06/30/2002,1468.674088,-619.159014,0.0,0.0,40.383999,889.899073,1520.394985,2.656152,0.04538,0.45881,5.333591,12.106811,,1485.610563,906.835548,7.567941,,
09/30/2002,1119.384072,-644.640997,0.0,0.0,40.905001,515.648076,1536.376986,2.662433,0.079327,0.262301,2.799484,5.494561,,1120.705962,516.969965,4.380814,,
12/31/2002,1425.997075,-671.501997,0.0,0.0,40.573999,795.069077,1638.959986,2.475594,0.051032,0.399049,3.678355,6.293888,,1429.687579,798.759581,6.746392,,
03/31/2003,1438.332192,-731.261023,0.0,0.0,37.361,744.43217,1662.367958,2.247457,0.050187,0.370232,3.140229,5.085301,,1441.738276,747.838254,6.293605,,
06/30/2003,1679.159162,-755.111982,0.0,0.0,35.473,959.52018,1715.861,2.067359,0.03697,0.475556,3.929255,6.295279,,,,8.097148,,
09/30/2003,1811.25,-333.750013,0.0,0.0,792.848028,2270.348015,1315.394018,60.274565,0.349219,1.125667,9.275282,14.857229,,,,18.162784,,
12/31/2003,,-375.773994,0.0,0.0,794.313992,,1329.411967,59.749273,,,,,,,,,,
03/31/2004,,-328.002998,0.0,0.0,792.247971,,1310.137946,60.470577,,,,,,,,,,
06/30/2004,,-375.897005,0.0,36.310001,793.225992,,1339.269969,59.228237,,,,,,,,,,
09/30/2004,,-549.313021,0.0,35.424999,791.742985,,1365.722975,57.972444,,,,,,,,,,
12/31/2004,,-536.248993,0.0,38.549999,794.881012,,1401.522015,56.715557,,,,,,,,,,
03/31/2005,,-339.092987,0.0,20.457001,639.43503,,1229.663027,52.000834,,,,,,,,,,
06/30/2005,,-298.845996,0.0,37.939999,638.58301,,1195.793996,53.402426,,,,,,,,,,
09/30/2005,,-480.086993,,37.952,636.158024,,1217.337004,52.258169,,,,,,,,,,
