Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2014,7887.0,7887.0,,-5052.0,5052.0,2835.0,0.0,-1355.0,1079.0,276.0,0.0,1480.0,123.0,291.0,305.0,-14.0,,-379.0,-35.0,1603.0,-503.0,1100.0,7.0,7.0,0.0,1093.0,-56.0,1037.0,0.0,0.0,1037.0,848.0,-196.0,2191.0,0.47,0.48,0.387038,2195.0,0.47,0.48,0.387038,
12/31/2014,8055.0,8055.0,,-5366.0,5366.0,2689.0,0.0,-1189.0,988.0,201.0,0.0,1500.0,4989.0,301.0,310.0,-9.0,,-250.0,-5040.0,6489.0,-189.0,6300.0,16.0,16.0,0.0,6284.0,-77.0,6207.0,0.0,0.0,6207.0,1132.0,-5091.0,2150.0,2.89,2.89,0.526512,2152.0,2.88,2.89,0.524294,
03/31/2015,6840.0,6840.0,,-4357.0,4357.0,2483.0,0.0,-947.0,823.0,124.0,0.0,1536.0,-21.0,284.0,292.0,-8.0,,-330.0,67.0,1515.0,-458.0,1057.0,15.0,15.0,0.0,1042.0,-67.0,975.0,0.0,0.0,975.0,888.0,-102.0,2111.0,0.46,0.47,0.420654,2113.0,0.46,0.47,0.420654,
06/30/2015,6205.0,6205.0,,-3786.0,3786.0,2419.0,0.0,-1029.0,894.0,135.0,0.0,1390.0,-1150.0,283.0,291.0,-8.0,,55.0,812.0,240.0,-93.0,147.0,29.0,29.0,0.0,118.0,-31.0,87.0,0.0,0.0,87.0,800.0,684.0,2060.0,0.04,0.06,0.38835,2060.0,0.04,0.06,0.38835,
09/30/2015,6077.0,6077.0,,-3673.0,3673.0,2404.0,0.0,-1017.0,889.0,128.0,0.0,1387.0,-334.0,286.0,295.0,-9.0,,-35.0,83.0,1053.0,-313.0,740.0,3.0,3.0,0.0,737.0,-62.0,675.0,0.0,0.0,675.0,755.0,77.0,2009.0,0.34,0.34,0.375809,2012.0,0.34,0.34,0.375809,
12/31/2015,7375.0,7375.0,,-4757.0,4757.0,2618.0,0.0,-1033.0,903.0,130.0,0.0,1585.0,-421.0,291.0,298.0,-7.0,,-12.0,142.0,1164.0,-414.0,750.0,2.0,2.0,0.0,748.0,-76.0,672.0,0.0,0.0,672.0,855.0,181.0,1958.0,0.34,0.34,0.43667,1958.0,0.34,0.34,0.432441,
03/31/2016,7228.0,7228.0,,-4472.0,4472.0,2756.0,0.0,-1026.0,893.0,133.0,0.0,1730.0,-339.0,283.0,295.0,-12.0,,9.0,47.0,1391.0,-463.0,928.0,3.0,3.0,0.0,925.0,-84.0,841.0,0.0,0.0,841.0,907.0,63.0,1916.0,0.44,0.44,0.473382,1916.0,0.44,0.44,0.472881,
06/30/2016,6646.0,6646.0,,-4227.0,4227.0,2419.0,0.0,-1406.0,990.0,139.0,277.0,1013.0,-467.0,286.0,296.0,-10.0,,72.0,109.0,546.0,60.0,606.0,0.0,0.0,0.0,606.0,-39.0,567.0,0.0,0.0,567.0,1057.75,490.75,1893.0,0.3,0.3,0.558769,1893.0,0.3,0.3,0.558769,
09/30/2016,6506.0,6506.0,,-3864.0,3864.0,2642.0,0.0,-1001.0,866.0,135.0,0.0,1641.0,-404.0,291.0,300.0,-9.0,,-35.0,148.0,1237.0,-343.0,894.0,6.0,6.0,0.0,888.0,-67.0,821.0,0.0,0.0,821.0,942.0,115.0,1861.0,0.44,0.44,0.506179,1863.0,0.44,0.44,0.501728,
12/31/2016,7682.0,7682.0,,-4912.0,4912.0,2770.0,0.0,-966.0,792.0,135.0,39.0,1804.0,-419.0,290.0,299.0,-9.0,0.0,41.0,88.0,1385.0,-448.0,937.0,1.0,1.0,0.0,936.0,-80.0,856.0,0.0,0.0,856.0,921.740933,64.740933,1853.0,0.46,0.46,0.497432,1854.0,0.46,0.46,0.49492,
03/31/2017,7564.0,7564.0,,-4763.0,4763.0,2801.0,0.0,-1055.0,878.0,140.0,37.0,1746.0,-494.0,301.0,310.0,-9.0,,51.0,142.0,1252.0,-370.0,882.0,12.0,12.0,0.0,870.0,-71.0,799.0,0.0,0.0,799.0,1004.0,193.0,1851.0,0.44,0.438142,0.54241,1851.0,0.44,0.438142,0.54241,
06/30/2017,6748.0,6748.0,,-4303.0,4303.0,2445.0,0.0,-1259.0,1014.0,143.0,102.0,1186.0,-371.0,301.0,310.0,-9.0,0.0,-16.0,86.0,815.0,-258.0,557.0,25.0,25.0,0.0,532.0,-56.0,476.0,0.0,0.0,476.0,604.65,103.65,1854.0,0.26,0.27,0.326133,1854.0,0.26,0.27,0.325906,
09/30/2017,7002.0,7002.0,,-4381.0,4381.0,2621.0,0.0,-1011.0,848.0,142.0,21.0,1610.0,-315.0,303.0,313.0,-10.0,,-60.0,72.0,1295.0,-391.0,904.0,-16.0,-16.0,0.0,920.0,-65.0,855.0,0.0,0.0,855.0,907.999983,68.999983,1852.0,0.46,0.45,0.490281,1853.0,0.46,0.45,0.487237,
12/31/2017,8037.0,8037.0,,-5760.0,5760.0,2277.0,0.0,-1009.0,864.0,142.0,3.0,1268.0,-565.0,303.0,312.0,-9.0,,33.0,229.0,703.0,1218.0,1921.0,5.0,5.0,0.0,1916.0,-85.0,1831.0,0.0,0.0,1831.0,771.0,-1065.0,1853.0,0.99,0.99,0.416082,1855.0,0.99,0.99,0.415876,
03/31/2018,7420.0,7420.0,,-4581.0,4581.0,2839.0,0.0,-1138.0,959.0,145.0,34.0,1701.0,-370.0,301.0,311.0,-10.0,,86.0,-17.0,1331.0,-370.0,961.0,18.0,18.0,0.0,943.0,-85.0,858.0,0.0,0.0,858.0,914.0,38.0,1853.0,0.47,0.472747,0.493254,1858.0,0.47,0.472747,0.493199,
06/30/2018,7941.0,7941.0,,-5047.0,5047.0,2894.0,0.0,-1166.0,997.0,155.0,14.0,1728.0,-647.0,302.0,312.0,-10.0,,79.0,266.0,1081.0,-93.0,988.0,5.0,5.0,0.0,983.0,-63.0,920.0,0.0,0.0,920.0,1229.16,304.16,1863.0,0.5,0.5,0.659775,1863.0,0.49,0.5,0.659775,
09/30/2018,7177.0,7038.0,139.0,-4424.0,4424.0,2753.0,0.0,-1064.0,890.0,158.0,16.0,1689.0,-205.0,292.0,300.0,-8.0,,-35.0,-52.0,1484.0,-126.0,1358.0,7.0,7.0,0.0,1351.0,-66.0,1285.0,0.0,0.0,1285.0,985.090638,-306.909362,1854.0,0.693096,0.696872,0.531333,1863.0,0.689748,0.693505,0.528766,
12/31/2018,8499.0,8298.0,201.0,-6005.0,6005.0,2494.0,0.0,-1098.0,939.0,159.0,0.0,1396.0,10158.0,208.0,294.0,-86.0,,109.0,-10475.0,11554.0,-630.0,10924.0,17.0,17.0,0.0,10907.0,-92.0,10815.0,0.0,0.0,10815.0,681.0,-10151.0,1856.0,5.83,5.84,0.366918,1864.0,5.81,5.81,0.364185,
03/31/2019,7549.308,,,,,,,,,,,1613.667,,,,,,,,1382.2,,900.286,,,,,,900.286,,,900.286,1038.0,,,0.553,0.553,0.551,,0.553,0.553,0.551,
06/30/2019,7817.923,,,,,,,,,,,1544.0,,,,,,,,1177.889,,911.0,,,,,,911.0,,,911.0,912.125,,,0.549,0.549,0.554,,0.549,0.549,0.554,
