Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non - Cash Adjusted,Net Ch in Operating Capital,Trading Assets & Liab,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2010,44.956,46.401,7.924,16.136,,10.21,4.412,1.514,-25.505,-22.355,-3.15,0.0,-39.332,-2.744,0.0,-2.744,-31.363,9.719,,,,-41.082,,,,-2.835,-2.835,0.0,0.0,-3.434,0.0,-3.434,0.0,1.044,-29.552,-24.7,-3.513,7.037,11.21,-4.173,0.0,-8.376,0.0,-23.928,,,
03/31/2011,46.5,33.231,7.385,7.347,,4.071,4.755,-1.479,-1.463,-6.487,5.024,0.0,-46.374,-1.857,0.0,-1.857,0.215,10.912,0.0,10.912,0.0,-10.697,0.0,-10.697,0.0,0.0,0.0,0.0,0.0,-44.732,0.0,-44.732,0.0,0.0,-22.057,-24.95,-12.68,11.16,14.837,-3.677,0.0,4.413,0.0,-21.931,0.506,,
06/30/2011,74.162,42.413,12.751,48.883,,9.746,8.943,30.194,-29.885,-7.714,-22.171,0.0,-51.147,-5.387,0.0,-5.387,-0.485,10.911,0.0,10.911,0.0,-11.396,0.0,-11.396,0.0,0.0,0.0,,,-45.275,0.0,-45.275,0.0,0.0,-66.523,-50.042,-21.25,5.256,16.359,-11.103,,-0.487,,-43.508,,,
09/30/2011,144.972,38.32,17.3,97.637,,13.47,13.145,71.022,-8.285,-7.823,-0.462,0.0,-100.108,-6.82,,-6.82,-45.313,26.795,0.0,26.795,0.0,-72.108,0.0,-72.108,0.0,,,,,-47.975,0.0,-47.975,0.0,0.0,-110.824,-75.061,-31.875,-3.267,16.6,-19.867,,-0.621,,-65.96,,,
12/31/2011,-31.482,36.942,4.478,7.051,,3.782,4.347,-1.078,-79.953,-94.915,14.962,0.0,-7.346,-1.427,0.0,-1.427,-0.387,0.697,0.0,0.697,0.0,-1.084,0.0,-1.084,0.0,0.0,0.0,0.0,0.0,-5.532,0.0,-5.532,0.0,0.0,-44.695,-24.899,-10.625,-6.79,1.888,-8.678,0.0,-2.381,0.0,-83.523,,,
03/31/2012,30.256,42.325,4.392,13.43,,10.716,5.053,-2.339,-29.891,-0.753,-29.138,0.0,9.659,-1.656,0.0,-1.656,17.183,17.949,0.0,17.949,0.0,-0.766,0.0,-0.766,0.0,0.0,0.0,0.0,0.0,-5.868,0.0,-5.868,0.0,0.0,-37.663,-24.9,-10.625,-0.67,0.463,-1.133,0.0,-1.468,0.0,2.252,,,
06/30/2012,53.034,40.41,4.333,6.759,,3.082,4.675,-0.998,1.532,-1.526,3.058,0.0,19.999,-2.028,0.0,-2.028,22.576,51.594,0.0,51.594,0.0,-29.018,0.0,-29.018,0.0,0.0,0.0,0.0,0.0,-0.549,0.0,-0.549,0.0,0.0,-39.311,-25.004,-10.5,-1.117,0.308,-1.425,0.0,-2.69,0.0,33.722,,,
09/30/2012,156.603,55.773,4.531,10.061,,8.31,3.844,-2.093,86.238,78.509,7.729,0.0,-18.452,-3.933,0.0,-3.933,-14.461,6.405,0.0,6.405,0.0,-20.866,0.0,-20.866,0.0,0.0,0.0,0.0,0.0,-0.058,0.0,-0.058,0.0,0.0,-39.914,-24.989,-10.625,-2.336,0.283,-2.619,0.0,-1.964,0.0,98.237,,,
12/31/2012,76.45,49.58,4.654,9.419,,2.922,5.132,1.365,12.797,-9.827,22.624,0.0,0.169,-2.2,0.0,-2.2,8.816,16.45,0.0,16.45,0.0,-7.634,0.0,-7.634,0.0,0.0,0.0,0.0,0.0,-6.447,0.0,-6.447,0.0,0.0,-192.518,-181.857,-10.625,2.068,3.524,-1.456,0.0,-2.104,0.0,-115.899,,,
03/31/2013,19.773,42.994,4.605,11.542,,10.132,5.424,-4.014,-39.368,-1.145,-38.223,0.0,4.451,-3.083,0.0,-3.083,10.899,11.758,0.0,11.758,0.0,-0.859,0.0,-0.859,0.0,0.0,0.0,0.0,0.0,-3.365,0.0,-3.365,0.0,0.0,-35.382,-25.063,-10.625,-2.01,0.463,-2.473,0.0,2.316,0.0,-11.158,,,
06/30/2013,47.706,40.408,4.777,4.337,,3.18,5.334,-4.177,-1.816,-3.516,1.7,0.0,20.252,-2.903,0.0,-2.903,23.155,44.052,0.0,44.052,0.0,-20.897,0.0,-20.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.991,-25.145,-10.625,-1.877,0.317,-2.194,0.0,0.656,0.0,30.967,,,
09/30/2013,54.728,37.704,5.031,7.192,,2.573,4.864,-0.245,4.801,-9.306,14.107,0.0,-36.093,-2.793,0.0,-2.793,-33.3,32.559,0.0,32.559,0.0,-65.859,0.0,-65.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.767,-26.158,-10.625,-1.854,0.376,-2.23,0.0,10.87,0.0,-9.132,,,
12/31/2013,138.765,41.071,5.175,1.683,,3.328,4.931,-6.576,90.836,80.213,10.623,0.0,9.279,-6.951,0.0,-6.951,15.975,20.226,0.0,20.226,0.0,-4.251,0.0,-4.251,0.0,0.0,0.0,0.0,0.0,0.255,0.0,0.255,0.0,0.0,-121.863,-26.149,-10.625,-3.736,2.362,-6.098,0.0,-81.353,0.0,26.181,,,
03/31/2014,17.75,35.194,5.383,9.881,,7.655,6.293,-4.067,-32.708,0.13,-32.838,0.0,-7.087,-1.212,0.0,-1.212,3.354,9.371,0.0,9.371,0.0,-6.017,0.0,-6.017,0.0,0.0,0.0,0.0,0.0,-9.229,0.0,-9.229,0.0,0.0,-43.531,-26.199,-10.625,-7.222,1.487,-8.709,0.0,0.515,0.0,-32.868,,,
06/30/2014,65.238,72.959,11.006,10.482,,11.52,11.847,-12.885,-29.209,-0.937,-28.272,0.0,-22.441,-2.357,,-2.357,-10.387,41.693,0.0,41.693,0.0,-52.08,0.0,-52.08,0.0,,,,,-9.697,0.0,-9.697,0.0,0.0,-86.159,-52.466,-21.25,-12.781,1.848,-14.629,,0.338,,-43.362,,,
09/30/2014,111.69,110.218,16.926,-9.235,,14.85,16.62,-40.705,-6.219,-1.41,-4.809,0.0,-9.779,-4.251,,-4.251,4.169,87.117,0.0,87.117,0.0,-82.948,0.0,-82.948,0.0,,,,,-9.697,0.0,-9.697,0.0,0.0,-115.889,-78.691,-27.625,-16.909,2.289,-19.198,,7.336,,-13.978,,,
12/31/2014,80.792,39.613,6.477,22.147,,6.764,5.091,10.292,12.555,-1.17,13.725,0.0,-6.639,-4.599,0.0,-4.599,-2.04,0.0,0.0,0.0,0.0,-2.04,0.0,-2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.351,-26.149,-6.375,-5.618,2.423,-8.041,0.0,-11.209,0.0,24.802,,,
03/31/2015,14.663,36.307,6.525,12.079,,8.415,6.901,-3.237,-40.248,-3.95,-36.298,0.0,-1.951,-1.008,0.0,-1.008,-0.943,0.0,0.0,0.0,0.0,-0.943,0.0,-0.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.146,-26.202,-6.375,-8.539,1.737,-10.276,0.0,4.97,0.0,-23.434,,,
06/30/2015,57.917,41.759,6.384,6.224,,3.161,5.451,-2.388,3.55,-3.571,7.121,0.0,-3.197,-2.222,0.0,-2.222,-0.975,0.0,0.0,0.0,0.0,-0.975,0.0,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.466,-26.246,-6.375,-8.65,0.543,-9.193,0.0,3.805,0.0,17.254,,,
09/30/2015,79.643,44.131,6.049,7.13,,1.459,5.003,0.668,22.333,-4.026,26.359,0.0,-2.161,-1.388,0.0,-1.388,-0.773,0.001,0.0,0.0,0.0,-0.774,0.0,-0.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.412,-26.159,-6.375,-17.277,0.36,-17.637,,4.399,0.0,32.07,,,
12/31/2015,80.961,47.61,5.631,12.529,,6.228,5.33,0.971,15.191,0.159,15.032,0.0,1.578,-1.408,0.0,-1.408,2.986,5.755,0.0,5.755,0.0,-2.769,0.0,-2.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.068,-26.021,-6.375,-14.206,2.556,-16.762,0.0,-4.466,0.0,31.471,,,
03/31/2016,26.241,45.443,5.255,16.11,,9.27,7.237,-0.397,-40.567,-2.831,-37.736,0.0,-4.03,-3.257,0.0,-3.257,-0.773,0.05,0.0,0.05,0.0,-0.823,0.0,-0.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.077,-25.99,-6.375,-13.728,0.0,-13.728,0.0,-0.984,0.0,-24.866,,,
06/30/2016,62.911,52.709,5.46,4.623,,2.641,5.69,-3.708,0.119,2.831,-2.712,0.0,-4.433,-3.82,0.0,-3.82,-0.613,0.101,0.0,0.101,0.0,-0.714,0.0,-0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.38,-25.996,-6.375,-21.32,0.149,-21.469,0.0,1.311,0.0,6.098,,,
09/30/2016,86.366,54.925,5.362,13.097,,1.775,4.285,7.037,12.982,,12.982,0.0,3.779,-3.314,,-3.314,7.093,7.829,0.0,7.829,0.0,-0.736,0.0,-0.736,0.0,,,,,0.0,0.0,0.0,0.0,0.0,-58.901,-25.781,-6.375,-26.17,0.073,-26.243,,-0.575,,31.244,,,
12/31/2016,90.153,55.842,5.481,7.639,,3.81,5.233,-1.404,21.191,,21.191,0.0,-16.355,10.391,10.391,0.0,-13.907,7.973,0.0,7.973,0.0,-21.88,0.0,-21.88,0.0,0.0,0.0,0.0,0.0,-12.839,0.0,-12.839,0.0,0.0,-154.008,-127.701,-6.375,-19.117,1.214,-20.331,0.0,-0.815,0.0,-80.21,,,
03/31/2017,33.219,49.641,5.192,12.742,1.742,5.78,6.672,-1.452,-34.356,,-34.356,0.0,5.122,-2.133,0.0,-2.133,11.607,13.825,0.0,13.825,0.0,-2.218,0.0,-2.218,0.0,0.0,0.0,0.0,0.0,-4.352,0.0,-4.352,0.0,0.0,-48.548,-25.467,-6.585,-14.871,0.0,-14.871,0.0,-1.625,0.0,-10.207,,,
06/30/2017,63.152,53.451,4.866,13.809,7.899,1.341,5.562,-0.993,-8.974,,-8.974,0.0,5.584,-1.328,0.0,-1.328,6.912,8.671,0.0,8.671,0.0,-1.759,0.0,-1.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.186,-25.47,-6.375,-15.212,0.0,-15.212,0.0,-1.129,0.0,20.55,,,
09/30/2017,100.992,56.439,4.31,15.045,10.654,1.105,5.056,-1.77,25.198,,25.198,0.0,-9.344,-3.33,0.0,-3.33,-6.014,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.391,-25.349,-3.29,-13.979,0.09,-14.069,0.0,-2.773,0.0,46.257,,,
12/31/2017,190.012,131.81,4.294,48.18,112.808,-67.498,5.218,-2.348,5.728,,5.728,0.0,-0.362,2.439,2.439,0.0,2.646,2.646,0.0,2.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.447,0.0,-5.447,0.0,0.0,-34.796,-25.225,-5.0,-3.281,1.209,-4.49,0.0,-1.29,0.0,154.854,,,
03/31/2018,48.096,60.331,3.477,12.599,2.405,4.318,6.967,-1.091,-28.311,,-28.311,0.0,-3.089,-3.106,,-3.106,0.017,1.572,0.0,1.572,0.0,-1.555,0.0,-1.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.6,-25.265,-5.228,-4.024,0.0,-4.024,0.0,-1.083,0.0,9.407,,,
06/30/2018,88.29,38.822,3.48,44.06,7.887,1.292,5.801,29.08,1.928,,1.928,0.0,-2.404,-2.291,0.0,-2.291,-0.113,0.847,0.0,0.847,0.0,-0.96,0.0,-0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.347,-27.339,13.228,-16.35,0.0,-16.35,0.0,-5.886,0.0,49.539,,,
