Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2010,1407.0,211.5,211.5,0.0,110.7,110.7,0.0,429.2,132.3,172.9,79.7,44.3,75.4,,32.1,4.2,46.1,826.8,400.2,742.9,-342.7,89.5,30.1,59.4,90.5,,,,41.6,,16.8,580.2,,87.8,35.6,5.9,,46.3,0.0,0.0,,,,17.3,,,23.4,16.9,105.1,0.0,0.0,,,168.0,20.0,114.6,10.0,168.0,273.1,3.2,509.5,1.8,507.7,0.0,747.8,-143.2,1117.3,16.6,1133.9,1407.0,
06/30/2010,1398.3,186.1,186.1,0.0,120.7,120.7,0.0,422.9,114.7,190.3,80.8,37.1,114.9,,29.4,2.1,87.6,844.6,389.3,743.2,-353.9,77.1,17.6,59.5,87.3,,,,41.0,,16.9,553.7,,88.1,36.4,3.4,,48.3,0.0,0.0,,,,11.9,,,20.0,11.7,100.0,0.0,0.0,,,162.3,20.2,112.7,9.4,162.3,262.3,0.7,509.6,1.8,507.8,0.0,766.8,-155.0,1122.1,13.9,1136.0,1398.3,
09/30/2010,1465.1,221.9,221.9,0.0,125.8,125.8,0.0,448.0,109.7,222.7,72.0,43.6,105.3,,27.8,3.0,76.7,901.0,385.1,752.2,-367.1,93.2,35.0,58.2,85.8,,,,40.3,,17.7,564.1,,104.0,49.3,1.0,,53.7,0.0,0.0,,,,11.0,,,26.5,10.9,115.0,0.0,0.0,,,168.1,20.2,111.4,10.0,168.1,283.1,0.7,509.5,1.8,507.7,0.0,788.3,-132.0,1166.5,15.5,1182.0,1465.1,
12/31/2010,1498.0,283.4,283.4,0.0,123.0,123.0,0.0,470.7,100.9,235.9,88.7,45.2,63.6,0.0,21.3,3.0,32.5,940.7,381.6,759.3,-377.7,79.3,38.1,41.2,96.4,0.0,0.0,0.0,39.7,,35.4,557.3,,122.2,52.3,2.6,,67.3,0.0,0.0,0.0,0.0,,0.6,0.0,0.0,34.0,0.0,122.8,0.0,0.0,0.0,0.0,149.5,19.1,85.3,11.1,149.5,272.3,0.7,509.6,1.8,507.8,0.0,811.6,-112.0,1209.9,15.8,1225.7,1498.0,
03/31/2011,1579.2,289.3,83.1,206.2,150.3,150.3,0.0,512.1,101.0,260.0,91.6,59.5,64.3,,20.3,1.1,34.6,1016.0,379.1,767.1,-388.0,84.6,47.6,37.0,99.5,,,,39.1,,40.1,563.2,,151.6,72.3,12.6,,66.7,0.0,0.0,,,,0.8,,,38.8,0.0,152.4,0.0,0.0,,,153.8,19.3,84.9,10.8,153.8,306.2,0.7,509.6,1.8,507.8,0.0,840.5,-95.3,1255.5,17.5,1273.0,1579.2,
06/30/2011,1589.2,190.8,93.6,97.2,168.5,168.5,0.0,553.2,118.1,271.9,104.1,59.1,63.6,,19.1,1.1,34.1,976.1,376.7,776.0,-399.3,130.6,93.9,36.7,105.8,,,,38.4,,48.3,613.1,,152.4,69.5,6.2,,76.7,0.0,0.0,,,,0.7,,,54.6,0.0,153.1,0.0,0.0,,,158.0,10.3,82.7,10.4,158.0,311.1,0.0,510.3,1.8,508.5,-41.2,858.4,-64.4,1263.1,15.0,1278.1,1589.2,
09/30/2011,1563.9,96.0,88.9,7.1,167.5,167.5,0.0,588.4,127.2,291.5,111.8,57.9,76.1,,15.9,0.9,47.4,928.0,375.9,781.9,-406.0,155.2,118.7,36.5,104.8,,,,37.8,,51.1,635.9,,165.6,72.8,4.3,,88.5,0.0,0.0,,,,0.6,,,57.1,0.0,166.2,0.0,0.0,,,154.5,10.2,77.2,10.0,154.5,320.7,0.0,433.5,1.8,431.7,0.0,870.2,-75.2,1228.5,14.7,1243.2,1563.9,
12/31/2011,1622.0,47.3,47.3,0.0,156.1,156.1,0.0,677.5,187.9,315.4,116.1,58.1,78.6,0.0,22.8,0.8,37.0,959.5,385.8,799.8,-414.0,159.2,138.0,21.2,117.5,0.0,0.0,0.0,37.2,,57.5,662.5,,182.6,84.9,9.3,0.0,88.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.2,0.0,182.6,2.5,2.5,0.0,0.0,205.5,10.8,110.0,9.5,208.0,390.6,,429.8,1.8,428.0,0.0,885.7,-97.2,1218.3,13.1,1231.4,1622.0,
03/31/2012,1672.1,39.4,39.4,0.0,180.4,180.4,0.0,739.1,212.0,331.0,130.1,66.0,62.2,,21.5,0.3,20.8,1021.1,385.2,814.2,-429.0,145.4,125.2,20.2,120.4,,,,36.6,,62.3,651.0,,191.0,88.0,19.8,,83.2,0.5,0.0,,,0.5,0.0,,,70.8,0.0,191.5,31.0,31.0,,,201.6,10.7,110.5,9.6,232.6,424.1,0.0,429.8,1.8,428.0,0.0,898.2,-95.1,1232.9,15.1,1248.0,1672.1,
06/30/2012,1681.7,27.4,11.7,15.7,184.6,184.6,0.0,793.7,241.1,344.6,142.8,65.2,60.8,,18.9,0.0,19.6,1066.5,387.3,824.6,-437.3,108.2,88.2,20.0,119.7,,,,35.9,,64.9,615.2,,170.8,88.0,3.0,,79.8,0.5,0.0,,,0.5,0.0,,,57.5,0.0,171.3,93.9,93.9,,,183.3,10.6,105.6,9.6,277.2,448.5,0.0,428.4,1.7,426.7,0.0,915.2,-125.8,1217.8,15.4,1233.2,1681.7,
09/30/2012,1713.1,20.6,10.7,9.9,165.6,165.6,0.0,844.8,257.5,366.1,152.3,68.9,55.4,,16.2,3.3,10.8,1086.4,402.4,853.5,-451.1,105.3,85.8,19.5,119.0,,,,35.3,,67.5,626.7,,180.0,81.9,6.4,,91.7,0.5,0.0,,,0.5,0.0,,,55.8,0.0,180.5,104.8,104.8,,,178.7,10.6,101.5,10.8,283.5,464.0,0.0,428.4,1.7,426.7,0.0,920.7,-116.7,1232.4,16.7,1249.1,1713.1,
