Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Other Cost (NL),Underwriting & Acq Cost (L),Underwriting Cost (L),Other Cost (L),Other Cost (NL & L),Other Operating Expense,Operating Income (Loss),(Income) Loss from Affiliates,Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
02/28/1995,174.042007,130.746002,,,,43.295998,0.0,,,-102.278999,102.278999,0.0,0.0,-19.636999,,,,,,,,,52.125999,,0.0,5.053,57.178999,-0.297,56.882,0.0,,,56.881999,0.0,56.882,0.0,,56.882,56.882,,107.470001,0.53,0.53,0.595,107.470001,0.53,0.53,0.595,
05/31/1995,206.832001,135.145004,,,,71.687001,0.0,,,-106.362,106.362,0.0,0.0,-20.952,,,,,,,,,79.517998,,0.0,15.545,95.062998,-0.532,94.530998,0.0,,,94.530998,0.0,94.530998,0.0,,94.530998,94.530998,,107.545998,0.88,0.88,0.74,107.545998,0.88,0.88,0.74,
08/31/1995,204.466003,139.218994,,,,65.247,0.0,,,-109.169998,109.169998,0.0,0.0,-20.426001,,,,,,,,,74.870003,,0.0,18.448999,93.319002,-0.416,92.903,0.0,,,92.903002,0.0,92.903,0.0,,92.903,92.903,,102.050003,0.91,0.91,0.65,102.050003,0.91,0.91,0.65,
11/30/1995,222.628006,152.938995,,,,69.688999,0.0,,,-123.111,123.111,0.0,0.0,-22.587,,,,,,,,,76.93,,0.0,12.027,88.957,-0.475,88.482002,0.0,,,88.482,0.0,88.482002,0.0,,88.482002,88.482002,,96.426002,0.92,0.92,0.92,96.426002,0.92,0.92,0.92,
02/29/1996,314.089996,130.257996,,,,183.832005,0.0,,,-104.206001,104.206001,0.0,0.0,-17.671,,,,,,,,,192.212997,,0.0,16.113001,208.325998,-1.237,207.089005,0.0,,,207.088998,0.0,207.089005,0.0,,207.089005,207.089005,,95.603996,2.165,2.165,0.78,95.603996,2.165,2.165,0.78,
05/31/1996,198.403,131.951996,,,,66.451,0.0,,,-103.556,103.556,0.0,0.0,-19.648001,,,,,,,,,75.198997,,0.0,14.282,89.480997,-0.495,88.986,0.0,,,88.985997,0.0,88.986,0.0,,88.986,88.986,,93.545998,0.95,0.95,0.74,93.545998,0.95,0.95,0.74,
08/31/1996,170.244003,124.537003,,,,45.707001,0.0,,,-97.904999,97.904999,0.0,0.0,-20.482,,,,,,,,,51.856998,,0.0,13.081,64.937999,-0.393,64.544998,0.0,,,64.544999,0.0,64.544998,0.0,,64.544998,64.544998,,89.842003,0.72,0.72,0.77,89.842003,0.72,0.72,0.77,
11/30/1996,239.964996,131.145004,,,,108.82,0.0,,,-99.690002,99.690002,0.0,0.0,-21.674999,,,,,,,,,118.599998,,0.0,15.773,134.372998,-0.68,133.692993,0.0,,,133.692998,0.0,133.692993,0.0,,133.692993,133.692993,,88.099998,1.52,1.52,1.52,88.099998,1.52,1.52,1.52,
02/28/1997,204.007004,119.836998,,,,84.169998,0.0,,,-84.959999,84.959999,0.0,0.0,-21.490999,,,,,,,,,97.556,,0.0,13.155,110.710999,-2.593,108.117996,0.0,,,108.118,0.0,108.117996,0.0,,108.117996,108.117996,,86.858002,1.24,1.24,0.87,87.82,1.23,1.23,0.86,
05/31/1997,310.290009,129.817001,,,,180.473003,0.0,,,-91.317001,91.317001,0.0,0.0,-22.870001,,,,,,,,,196.102997,,0.0,15.739,211.841997,-0.262,211.580002,0.0,,,211.579997,0.0,211.580002,0.0,,211.580002,211.580002,,84.883003,2.49,2.49,1.01,85.778999,2.47,2.47,0.99,
08/31/1997,310.542999,138.033997,,,,172.509003,0.0,,,-85.022003,85.022003,0.0,0.0,-27.214001,,,,,,,,,195.632996,,-4.414,16.219,207.437995,-0.878,206.559998,0.0,,,206.559995,0.0,206.559998,0.0,,206.559998,206.559998,,84.377998,2.45,2.45,1.12,85.583,2.41,2.41,1.08,
11/30/1997,268.303986,152.964996,,,,115.339001,0.0,,,-104.026001,104.026001,0.0,0.0,-27.09,,,,,,,,,134.018005,,-2.762,20.768999,152.025004,-1.352,150.673004,0.0,,,150.673004,0.03,150.703003,0.0,,150.703003,150.703003,,84.361,1.79,1.79,1.13,85.902,1.75,1.75,1.09,
02/28/1998,260.360992,139.882004,,,,120.479,0.0,,,-81.771004,81.771004,0.0,0.0,-31.479,,,,,,,,,143.772995,,-1.788,15.207,157.191995,-0.7,156.492004,0.0,,,156.491995,-1.081,155.410995,0.0,,155.410995,155.410995,,84.543999,1.84,1.84,1.11,86.003998,1.81,1.81,1.08,
05/31/1998,276.924988,137.787003,,,,134.993,4.145,,,-83.471001,83.471001,0.0,0.0,-36.148998,,,,,,,,,153.966003,,-1.862,19.728001,171.832004,-0.947,170.884995,0.0,,,170.885004,-0.323,170.561996,0.0,,170.561996,170.561996,,84.639999,2.02,2.02,1.15,86.325996,1.98,1.98,1.11,
08/31/1998,532.499,384.136,,,,139.796,8.567,,,-252.496,252.496,0.0,0.0,-133.724,,,,,,,,,140.151,,-8.72,17.451,148.882,-8.733,140.149,0.0,,,140.149,0.122,140.271,0.0,,140.271,140.271,,116.935,1.2,1.2,1.35,121.076,1.17,1.17,1.32,
11/30/1998,406.59,252.017,,,,147.552,7.021,,,-134.058,134.058,0.0,0.0,-76.267,,,,,,,,,185.145,,-5.378,-1.559,178.208,-2.652,175.556,0.0,,,175.556,0.0,175.861,0.0,,175.861,175.861,,111.379,1.58,1.58,1.17,112.708,1.56,1.56,1.15,
02/28/1999,600.460022,386.752991,,,,203.155991,10.551,,,-214.449997,214.449997,0.0,0.0,-143.156998,,,,,,,,,232.445999,,-11.025,-7.307,214.113999,-4.817,209.296997,0.0,,,209.296999,0.515,209.811996,0.0,0.0,209.811996,209.811996,,128.414001,1.63,1.63,1.11,132.404007,1.58,1.58,1.08,
05/31/1999,568.433,414.386,414.386,,0.0,150.177,3.87,,,-351.172,351.172,,,-183.458,,,,,,,,,21.025,,-8.781,0.0,28.886,33.796,62.682,,,,62.682,0.026,62.708,,0.0,62.708,62.708,,126.785,0.49,0.49,0.49,129.876,0.48,0.48,0.48,
09/30/1999,631.418,488.729,,,,113.889,28.8,,,-310.013,310.013,0.0,0.0,-172.072,,,,,,,,,135.469,,-11.414,15.372,139.427,-1.705,137.722,0.0,,,137.722,-0.32,137.402,0.0,,137.402,137.402,,127.544,1.08,1.08,1.08,129.032,1.06,1.06,1.06,
12/31/1999,667.314,460.138,,,,152.452,54.724,,,-428.669,428.669,0.0,0.0,-190.376,,,,,,,,,38.632,,-6.158,16.258,48.732,12.296,61.028,0.0,,,61.028,-0.441,60.587,0.0,0.0,60.587,60.587,,126.225,0.48,0.48,0.24,129.333,0.47,0.47,0.24,
03/31/2000,696.689026,494.498993,,,,197.233994,4.956,,,-302.834015,302.834015,0.0,0.0,-172.970001,,,,,,,,,206.832993,,-8.495,17.479,215.816993,8.147,223.964005,0.0,,,223.963993,-0.205,223.759003,0.0,0.0,223.759003,223.759003,,125.670998,1.78,1.78,1.2,126.764,1.77,1.77,1.19,
06/30/2000,648.22998,503.375,,,,141.515002,3.34,,,-328.540009,328.540009,0.0,0.0,-183.455994,,,,,,,,,122.477997,,-7.402,25.756001,140.831997,2.174,143.005997,0.0,,,143.005997,-0.522,142.483994,0.0,0.0,142.483994,142.483994,,124.431,1.15,1.15,1.09,125.68,1.13,1.13,1.08,
09/30/2000,676.133972,539.945007,,,,135.649993,0.539,,,-338.0,338.0,0.0,0.0,-196.841003,,,,,,,,,127.692001,,-7.822,18.447001,138.317002,0.945,139.261993,0.0,,,139.262002,0.199,139.460999,0.0,,139.460999,139.460999,,123.820999,1.13,1.13,1.12,126.286003,1.1,1.1,1.1,
12/31/2000,622.051,497.421,,,,142.909,5.958,,,-463.185,463.185,0.0,0.0,-87.279,,,,,,,,,24.175,,-8.428,-59.624,-43.877,0.0,1.213,0.0,,,-43.877,-0.565,0.648,0.0,0.0,0.648,0.648,,124.089,0.01,0.01,1.15,126.911,0.01,0.01,1.13,
03/31/2001,752.48999,542.153992,,,,203.266994,7.069,,,-330.20401,330.20401,,0.0,-198.929993,,,,,,,,,208.888,,-21.257,29.558001,217.189001,2.909,220.098007,0.0,,,220.098001,-1.169,218.929001,0.0,0.0,218.929001,218.929001,,124.463997,1.76,1.76,1.76,126.781998,1.73,1.73,1.73,
06/30/2001,772.572998,640.984009,,,,120.095999,11.493,,,-386.950989,386.950989,,0.0,-225.100006,,,,,,,,,145.819,,-26.167999,21.906,141.557001,-13.603,127.954002,,,,127.954001,0.652,128.606003,0.0,0.0,128.606003,128.606003,,125.396004,1.03,1.03,1.03,127.764999,1.01,1.01,1.01,
09/30/2001,847.109985,751.523987,,,,87.596001,7.99,,,-1403.045021,1356.572021,46.473,0.0,-309.071011,,,,,,,,,-880.051025,,-28.339001,0.07,-908.320026,67.898003,-840.421997,,,,-840.422023,0.39,-840.031982,0.0,,-840.031982,-840.031982,,125.431,-6.7,-6.7,-6.7,125.431,-6.7,-6.7,-6.7,
12/31/2001,1638.261,1528.466,,,,118.1,-8.305,,,-1483.706,831.504,652.202,0.0,-328.618,,,,,,,,,-188.416,,-37.508,11.562,-214.362,132.71,-81.652,0.0,,,-81.652,-1.986,-83.638,0.0,0.0,-83.638,-83.638,,130.625,-0.64,-0.64,-0.02,133.238,-0.64,-0.64,-0.02,
03/31/2002,1128.295,1064.715,1025.522,39.193,0.0,55.631,7.949,,,-690.061,642.298,47.763,0.0,-330.877,,,,,,,,,106.743,,-41.622,32.217,105.702,-13.954,91.748,0.0,,,91.748,-2.255,89.493,0.0,0.0,89.493,89.493,,135.119,0.66,0.66,0.66,137.843,0.65,0.65,0.65,
06/30/2002,1137.607056,1057.541016,,,,59.606995,20.459,,,-840.912985,822.096985,18.816,0.0,-355.166005,,,,,,,,,-58.483002,,-40.139,31.552999,-67.069002,-22.9,-89.969002,0.0,,,-89.969002,-1.779,-91.748001,0.0,0.0,-91.748001,-91.748001,,135.662003,-0.68,-0.68,-0.68,135.662003,-0.68,-0.68,-0.68,
09/30/2002,2331.775879,2147.980957,,,,173.713002,10.082,,,-1637.946045,834.205017,803.741028,0.0,-440.92899,,,,,,,,,252.026001,,-51.814999,13.005,213.216002,-24.285999,188.929993,0.0,,,188.930003,-2.494,186.436005,-2.369,0.0,184.067005,184.067005,,135.789993,1.36,1.36,1.36,137.348999,1.34,1.34,1.34,
12/31/2002,1915.709,1719.573,,,,179.663,16.473,,,-1227.851,1028.715,199.136,0.0,-502.762,,,,,,,,,180.409,,-34.51,43.841,189.74,38.493,228.233,0.0,,,228.233,-6.843,221.39,-7.251,0.0,214.139,214.139,,135.887,1.58,1.58,1.82,137.582,1.56,1.56,1.82,
03/31/2003,1792.44,1551.631,,,,201.734,39.075,,,-1004.812,885.254,119.558,0.0,-430.831,,,,,,,,,356.422,,-46.14,-38.385,271.897,-20.03,251.867,0.0,,,251.867,-1.862,250.005,-10.148,0.0,239.857,239.857,,136.216,1.76,1.76,1.84,137.631,1.74,1.74,1.82,
06/30/2003,1857.582031,1575.80896,,,,271.980995,9.792,,,-1020.800011,937.575012,83.224998,0.0,-452.573991,,,,,,,,,343.949005,,-46.282001,0.0,297.667004,-11.009,360.838013,0.0,,,286.658004,-3.166,357.671997,-10.013,0.0,347.658998,347.658998,,136.791,2.54,2.54,1.97,138.634003,2.51,2.51,1.94,
09/30/2003,1969.332031,1785.447998,,,,217.003,3.92,,,-1273.511986,1173.557983,99.954002,0.0,-537.223975,,,,,,,,,158.220993,,-49.671001,0.0,108.549992,-14.89,109.814003,0.0,,,93.659991,-0.763,109.051003,-10.08,0.0,98.971003,98.971003,,136.826004,0.72,0.72,0.9,138.423004,0.71,0.71,0.9,
12/31/2003,2316.79,2056.262,,,,244.772,15.756,,,-2130.376,1614.219,516.157,0.0,-504.499,,,,,,,,,-321.597,,-57.314,61.755,-317.156,15.88,-301.276,0.0,,,-301.276,-3.473,-304.749,-10.08,0.0,-314.829,-314.829,,137.275,-2.29,-2.29,-2.54,138.594,-2.29,-2.29,-2.54,
03/31/2004,2101.88,1732.802,,,,362.171,6.907,,,-1102.534,987.258,115.276,0.0,-522.57,,,,,,,,,473.519,,-50.25,79.525,502.794,-35.885,466.909,0.0,,,466.909,-4.66,462.249,-10.08,,452.169,452.169,,137.624,3.29,3.29,2.41,139.044,3.25,3.25,2.39,
06/30/2004,3150.361,2870.115,,,,280.063,0.183,,,-2106.971,1096.84,1010.131,,-601.506,,,,,,,,,438.627,,-59.12,6.407,408.234,-32.266,375.968,0.0,,,375.968,-2.284,373.684,-10.08,0.0,363.604,363.604,,137.655,2.64,2.64,2.33,138.741,2.62,2.62,2.23,
09/30/2004,2363.504,2026.242,,,,321.233,16.029,,,-1757.942,1629.938,128.004,,-612.862,,,,,,,,,-10.556,,-83.048,113.391,47.624,-13.975,33.649,0.0,,,33.649,-1.097,32.552,-10.081,,22.471,22.471,,138.043,0.16,0.16,-0.23,138.932,0.16,0.16,-0.23,
12/31/2004,2401.215,1952.855,,,,391.585,56.775,,,-1424.576,1197.452,227.124,,-587.443,,,,,,,,,383.139,,-99.816,24.368,307.691,-9.217,298.474,0.0,,,298.474,-0.346,298.128,-10.08,,288.048,288.048,,138.195,2.08,2.08,1.44,139.23,2.07,2.07,1.43,
03/31/2005,2330.649,1899.435,,,,414.054,17.16,,,-1268.688,1143.061,125.627,0.0,-541.55,,,,,,,,,517.618,,-88.286,78.842,508.174,-52.874,455.3,0.0,,,455.3,-2.275,453.025,-10.08,,442.945,442.945,,138.035,3.21,3.21,2.52,139.147,3.18,3.18,2.49,
06/30/2005,4119.235,3712.768,1779.553,1933.215,0.0,409.515,-3.048,,,-3282.371,1261.707,2020.664,0.0,-559.938,,,,,,,,,273.883,,-97.766,13.713,189.83,-41.776,148.054,0.0,,,148.054,-2.079,145.975,-10.08,,135.895,135.895,,138.948,0.98,0.98,0.73,140.404,0.97,0.97,0.72,
09/30/2005,2239.572,1800.054,1712.09,87.964,0.0,437.897,1.621,,,-2733.926,2590.969,142.957,0.0,-558.333,,,,,,,,,-1055.355,,-89.748,61.055,-1084.048,47.338,-1036.71,0.0,,,-1036.71,-2.411,-1039.121,-10.08,,-1049.201,-1049.201,,139.266,-7.53,-7.53,-8.01,139.266,-7.53,-7.53,-8.01,
12/31/2005,2479.486,1953.238,1818.167,135.071,0.0,484.313,41.935,,,-2659.38,2469.264,190.116,0.0,-517.582,,,,,,,,,-699.724,,-128.049,19.335,-808.438,-1.972,-810.41,0.0,,,-810.41,-1.445,-811.855,-10.08,0.0,-821.935,-821.935,,149.177,-5.51,-5.51,-5.82,149.177,-5.51,-5.51,-5.82,
03/31/2006,2473.262,1818.549,1727.884,90.665,0.0,641.751,12.962,,,-1240.004,1097.124,142.88,0.0,-528.648,,,,,,,,,703.515,,-127.869,-7.42,537.477,-66.636,470.841,0.0,,,470.841,-2.258,468.583,-10.08,0.0,458.503,458.503,,178.424,2.57,2.57,2.57,179.158,2.56,2.56,2.56,
06/30/2006,2470.476,1984.59,1804.696,179.894,0.0,473.622,12.264,,,-1352.014,1119.561,232.453,0.0,-574.976,,,,,,,,,543.066,,-134.632,45.172,453.606,-66.437,387.169,0.0,,,387.169,0.0,387.169,-10.08,0.0,377.089,377.089,,178.728,2.11,2.11,2.11,179.198,2.1,2.1,2.1,
09/30/2006,2324.794,1855.064,1757.246,97.818,0.0,466.236,3.494,,,-1196.195,1040.167,156.028,0.0,-537.302,,,,,,,,,590.877,,-150.388,37.391,477.88,-43.655,434.225,0.0,,,434.225,-8.355,425.87,-10.081,0.0,415.789,415.789,,178.818,2.33,2.33,2.33,179.439,2.32,2.32,2.32,
12/31/2006,2402.11,1911.405,1720.387,191.018,0.0,482.059,8.646,,,-1220.236,981.786,238.45,,-644.059,,,,,,,,,537.395,,-139.386,295.08,538.555,-42.917,495.638,,,,495.638,-14.403,481.235,-10.081,,471.154,471.154,,179.099,2.62,2.62,,179.832,2.62,2.62,2.62,
03/31/2007,2364.506,1791.044,1644.05,146.994,0.0,570.125,3.337,,,-1183.13,994.787,188.343,0.0,-540.454,,,,,,,,,640.502,,-142.791,176.018,650.16,-72.755,577.405,0.0,,,577.405,-14.898,562.507,-12.789,0.0,549.718,549.718,,178.772,3.07,3.07,3.07,179.601,3.06,3.06,3.06,
06/30/2007,2529.653,1930.305,1690.452,239.853,0.0,594.699,4.649,,,-1221.048,941.948,279.1,0.0,-604.573,,,,,,,,,703.612,,-164.695,86.082,624.999,-61.288,563.711,0.0,,,563.711,-9.096,554.615,-10.08,0.0,544.535,544.535,,178.378,3.05,3.05,2.89,181.613,3.0,3.0,2.849,
09/30/2007,2083.852,1730.582,1583.343,147.239,0.0,349.617,3.653,,,-1116.004,920.564,195.44,0.0,-523.617,,,,,,,,,443.811,,-151.018,137.558,430.351,-58.715,371.636,0.0,,,371.636,0.0,371.636,-43.661,0.0,327.975,327.975,,178.788,1.83,1.83,3.15,179.781,1.82,1.82,1.82,
12/31/2007,1831.704,1753.425,1586.464,166.961,0.0,75.647,2.632,,,-1209.479,983.704,225.775,0.0,-539.979,,,,,,,,,81.826,,-163.401,-2064.188,-1171.771,-41.164,-1212.935,0.0,,,-1212.935,0.066,-1212.869,-2.984,,-1215.853,-1215.853,,176.802,-6.88,-7.75,-6.01,177.467,-6.88,-7.75,-6.01,
03/31/2008,2162.313,1712.362,1552.78,159.582,0.0,441.66,8.291,,,-1197.192,1000.893,196.299,0.0,-530.121,,,,,,,,,434.58,,-124.112,-3.041,275.075,-30.702,244.373,0.0,,,244.373,,244.373,-32.5,0.0,211.873,211.873,,176.336,1.2,1.2,1.57,176.827,1.2,1.2,1.57,
06/30/2008,2145.034,1681.722,1508.787,172.935,0.0,450.516,12.796,,,-1148.31,938.585,209.725,0.0,-544.535,,,,,,,,,443.833,,-65.441,-89.336,289.056,-51.205,237.851,0.0,,0.0,237.851,,237.851,0.0,0.0,237.851,237.851,,179.054,1.33,1.33,3.0,179.054,1.33,1.33,1.49,
09/30/2008,1798.687,1694.631,1525.023,169.608,0.0,84.924,19.132,,,-1409.426,1209.565,199.861,0.0,-536.311,,,,,,,,,-148.436,,-78.0,-2801.43,-1568.681,-47.843,-1616.524,0.0,,,-1616.524,,-1616.524,-32.5,0.0,-1649.024,-1649.024,,270.844,-6.09,-6.09,0.4,270.844,-6.09,-6.09,0.4,
12/31/2008,1319.781,1551.387,1403.661,147.726,0.0,-243.545,11.939,,,-976.974,813.855,163.119,0.0,-495.427,,,,,,,,,-153.362,,-84.247,-1209.744,-1326.685,-92.828,-1419.513,0.0,,,-1419.513,,-1419.513,-13.645,0.0,-1433.158,-1433.158,,330.81011,-4.33,-4.33,0.57,330.81011,-4.33,-4.33,0.57,
03/31/2009,1531.408,1451.521,1321.687,129.834,0.0,94.622,-14.735,12.158,-26.893,-948.242,790.283,157.959,,-486.606,452.176,251.04,201.136,20.924,3.841,17.083,13.506,24.159,120.719,,-61.341,0.0,49.05,-45.953,3.097,0.0,0.0,0.0,3.097,,3.097,-36.534,211.816,178.379,-53.4665,-231.8455,336.217,0.53,0.53,-0.159024,336.218,0.53,0.53,-0.159569,
06/30/2009,1725.497,1429.7,1281.749,147.951,0.0,248.887,46.91,9.824,37.086,-954.216,779.628,174.588,,-487.519,444.901,247.169,197.732,29.809,4.269,25.54,12.809,-145.685,138.077,17.667,-54.198,0.0,83.879,-16.045,85.501,0.0,0.0,0.0,85.501,0.04,85.541,-5.592,0.0,79.949,299.95,220.001,342.154,0.23,0.23,0.876652,342.468,0.23,0.23,0.872399,
09/30/2009,1489.018,1445.719,1293.879,151.84,0.0,-7.508,50.807,8.519,42.288,-1003.305,818.238,185.067,,-446.942,402.317,213.338,188.979,29.77,5.903,23.867,14.855,16.378,55.149,,-53.469,0.0,24.707,-3.616,21.091,0.0,0.0,0.0,21.091,0.007,21.098,-32.5,0.0,-11.402,300.2535,311.6555,342.118,-0.03,-0.03,0.877631,342.62,-0.03,-0.03,0.877631,
12/31/2009,1447.724,1379.9,1254.424,125.476,0.0,28.738,39.086,12.7,26.386,-940.636,780.688,159.948,,-488.314,1655.596,879.727,775.869,93.698,16.009,77.689,-1260.98,18.499,37.273,30.114,-47.496,0.0,-10.223,-54.693,-34.802,0.0,0.0,0.0,-34.802,0.057,-34.745,-5.574,0.0,-40.319,236.9185,277.2375,342.123122,-0.12,-0.12,0.692495,342.689503,-0.12,-0.12,0.689005,
