Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2006,475.242004,92.997002,35.339001,57.658001,81.916,81.916,,81.228996,23.101,12.988,45.139999,0.0,24.816999,,,,,,280.959015,67.273003,147.785004,-80.512001,0.0,,127.010002,119.254997,88.407997,30.847,7.755005,194.283005,,25.034,25.034,,,,0.0,,,,,,73.333996,,,73.333996,98.367996,0.0,,,,,13.627,,,,,,13.627,13.627,111.994996,0.0,460.290985,,,-514.791016,415.209015,2.349998,363.058983,0.188,363.246983,475.241979,
06/30/2006,501.377991,77.056999,50.022999,27.034,84.473,84.473,,85.540001,26.907,12.093,46.540001,0.0,24.724001,,,,,,271.794006,88.794998,172.770004,-83.974998,0.0,,140.789001,133.033005,90.780998,42.252007,7.755997,229.584,,24.24,24.24,,,,0.655,,,,,,98.425999,,,98.425999,123.320999,6.795,,,,,14.228,,,,,,14.228,21.023,144.343999,0.0,467.835999,,,-557.338989,440.989014,5.547974,357.033997,0.0,357.033997,501.377995,
09/30/2006,524.971985,94.591,50.950001,43.640999,79.301003,79.301003,,93.241997,31.115,12.901,49.226002,0.0,24.76,,,,,,291.894012,91.165001,179.328003,-88.163002,0.0,,141.912994,132.723007,132.723007,0.0,9.189987,233.077995,,23.193001,23.193001,,,,0.665,,,,,,92.874001,,,92.874001,116.732002,6.625,,,,,14.03,,,,,,14.03,20.655,137.387002,0.0,479.196014,,,-565.947021,465.941986,8.394035,387.585014,0.0,387.585014,524.972016,
12/31/2006,559.56,96.666,61.666,35.0,81.389,81.389,,95.996,33.199,13.804,48.993,0.0,28.212,,,,,,302.263,99.628,191.538,-91.91,,,157.669,148.179,104.826,43.353,9.49,257.297,,24.374,24.374,,,,0.678,0.678,0.0,0.0,,,99.691,,,99.691,124.743,6.447,6.447,0.0,0.0,,18.509,,,,,,18.509,24.956,149.699,0.0,484.655,,,-577.826,490.614,12.418,409.861,0.0,409.861,559.56,
03/31/2007,646.494,53.937,53.937,,104.791,104.791,,106.373,34.013,15.743,56.617,,31.655,,,,,,296.756,108.796,205.154,-96.358,,,240.942,227.369,148.456,78.913,13.573,349.738,,27.316,27.316,,,,75.904,,,,,,85.195,,,85.195,188.415,6.271,,,,,39.724,,,,,,39.724,45.995,234.41,,498.092,,,-612.644,512.875,13.761,412.084,,412.084,646.494,
06/30/2007,646.169006,49.588001,49.588001,0.0,106.683998,106.683998,,91.551003,24.806,14.716,52.028999,0.0,34.645,,,,,,282.467987,117.806,218.531998,-100.725998,0.0,,245.895004,268.752014,152.436996,116.315018,-22.85701,363.701004,,28.365999,28.365999,,,,84.446999,,,,,,100.756002,,,100.756002,213.569,6.092,,,,,41.956001,,,,,,41.956001,48.048001,261.617002,0.0,505.147003,,,-670.359009,534.539001,15.225006,384.552002,0.0,384.552002,646.169003,
09/30/2007,674.232971,58.507,58.507,0.0,103.406998,103.406998,,96.273003,24.658001,15.137,56.478001,0.0,35.562,,,,,,293.748993,126.864998,233.218994,-106.353996,0.0,,253.619003,235.880997,156.192993,79.688004,17.738007,380.484001,,21.785999,21.785999,,,,77.989998,,,,,,109.394001,,,109.394001,209.169998,5.911,,,,,39.012001,,,,,,39.012001,44.923001,254.092999,0.0,516.981995,,,-677.508972,560.333984,20.332985,420.139992,0.0,420.139992,674.232991,
12/31/2007,702.179016,60.360001,60.360001,0.0,108.384003,108.384003,,98.804001,35.536999,16.424999,46.841999,0.0,38.115002,,,,,,305.662994,141.852005,255.175995,-113.323997,0.0,,254.664001,236.414001,236.414001,0.0,18.25,396.516006,,32.509998,32.509998,,,,72.956001,,,,,,117.925999,,,117.925999,223.391998,5.727,,,,,34.737,,,,,,34.737,40.464,263.855998,0.0,524.223022,,,-696.66803,585.862,24.906029,438.323021,0.0,438.323021,702.179019,
03/31/2008,736.857,60.22,60.22,0.0,125.245,125.245,,99.878,27.08,15.687,57.111,0.0,37.023,,,,,,322.366,151.094,270.34,-119.246,0.0,,263.397,244.781,161.556,83.225,18.616,414.491,,25.301,25.301,,,,140.682,,,,,,99.043,,,99.043,265.026,5.54,,,,,32.655,,,,,,32.655,38.195,303.221,0.0,535.656,,,-749.318,613.413,33.885,433.636,0.0,433.636,736.857,
06/30/2008,764.888977,75.264999,75.264999,0.0,120.565002,120.565002,,106.181999,28.737,16.745001,60.700001,0.0,37.051998,,,,,,339.063995,166.604004,292.515015,-125.911003,0.0,,259.221008,303.807007,161.718002,142.089005,-44.585999,425.825012,,25.357,25.357,,,,158.714996,,,,,,114.980005,,,114.980005,299.052002,5.35,,,,,32.026001,,,,,,32.026001,37.376001,336.428003,0.0,542.452026,,,-800.325012,652.776978,33.557037,428.461029,0.0,428.461029,764.889032,
09/30/2008,778.692993,84.585999,84.585999,0.0,112.053001,112.053001,,112.906998,32.837002,17.964001,62.105999,0.0,43.831001,,,,,,353.377014,178.654999,311.803986,-133.149002,0.0,,246.660995,296.151001,155.891006,140.259995,-49.490005,425.315994,,28.937,28.937,,,,164.695999,,,,,,114.117001,,,114.117001,307.75,5.157,,,,,28.459,,,,,,28.459,33.616,341.366,0.0,553.607971,,,-820.468018,678.476013,25.711006,437.326973,0.0,437.326973,778.692973,
12/31/2008,765.437,78.868,78.868,0.0,111.498,111.498,,115.926,32.575,18.428,64.923,0.0,49.598,,,,,,355.89,189.646,320.198,-130.552,0.0,,219.901,207.095,138.768,68.327,12.806,409.547,,28.006,28.006,,,,151.385,,,,,,115.901,,,115.901,295.292,5.094,,,,,26.857,,,,,,26.857,31.951,327.243,0.0,558.2,,,-830.39,702.031,8.353,438.194,0.0,438.194,765.437,
03/31/2009,770.504,86.295,86.295,0.0,115.253,115.253,0.0,123.575,37.912,17.789,67.874,0.0,42.66,,,,,13.678,367.783,186.708,322.949,-136.241,0.0,,216.013,200.748,136.158,64.59,15.265,402.721,,114.68,23.541,17.751,,73.388,166.294,165.517,,,,0.777,11.169,3.822,,0.0,292.143,4.896,4.896,,,,27.637,,,,,12.339,11.476,32.533,324.676,0.0,563.009,9.563,553.446,-846.448,728.102,1.165,445.828,0.0,445.828,770.504,
06/30/2009,798.51,103.744,103.744,0.0,118.782,118.782,0.0,122.924,35.592,19.359,67.973,0.0,38.887,,0.532,,,16.177,384.337,189.66,333.002,-143.342,0.0,,224.513,207.682,142.93,64.752,16.299,414.173,,124.323,26.472,10.993,,86.858,75.586,74.798,,,,0.788,13.201,3.884,,0.0,213.11,84.694,84.694,,,,30.132,,,,,13.819,12.429,114.826,327.936,0.0,571.037,9.583,561.454,-871.206,761.769,8.974,470.574,,470.574,798.51,
09/30/2009,814.889,106.728,106.728,0.0,115.141,115.141,0.0,124.488,32.237,18.491,73.76,0.0,39.37,,,,,15.993,385.727,196.542,346.17,-149.628,0.0,,232.62,214.974,148.137,66.837,17.646,429.162,,117.109,21.465,6.246,,89.398,63.398,62.597,,,,0.801,18.056,3.832,,0.0,198.563,84.489,84.489,,,,32.203,,,,,16.099,12.272,116.692,315.255,0.0,583.206,9.616,573.59,-889.581,793.305,12.704,499.634,,499.634,814.889,
12/31/2009,808.527,106.728,106.728,0.0,115.107,115.107,0.0,110.425,28.426,17.761,64.238,0.0,44.078,,0.0,,,18.89,376.338,199.946,346.592,-146.646,0.0,,232.243,212.612,148.705,63.907,19.631,432.189,,119.276,19.133,,0.0,100.143,119.603,118.79,0.0,0.0,,0.813,17.426,3.813,0.0,0.0,256.305,4.281,4.281,0.0,0.0,,33.362,0.0,0.0,0.0,0.0,18.283,11.266,37.643,293.948,0.0,590.43,9.633,580.797,-914.759,824.256,14.642,514.569,0.01,514.579,808.527,
03/31/2010,824.284,106.354,106.354,0.0,130.519,130.519,0.0,122.384,28.331,15.448,78.605,0.0,39.112,,,,,16.24,398.369,197.063,349.875,-152.812,0.0,,228.852,207.838,146.534,61.304,21.014,425.915,,116.279,24.104,,,92.175,158.213,157.388,,,,0.825,14.675,4.421,,0.0,289.167,4.07,4.07,,,,33.915,,,,,17.795,11.699,37.985,327.152,0.0,603.603,9.679,593.924,-975.061,857.282,11.296,497.12,0.012,497.132,824.284,
06/30/2010,833.735,117.975,117.975,0.0,127.138,127.138,0.0,122.032,29.999,14.706,77.327,0.0,43.407,,1.328,,,16.399,410.552,196.714,,,0.0,,226.469,201.125,143.252,57.873,24.016,423.183,,121.002,23.19,,,97.812,134.7,133.862,,,,0.838,15.498,4.74,,0.0,271.2,3.856,3.856,,,,34.402,,,,,17.94,11.722,38.258,309.458,0.0,623.145,9.729,613.416,-1001.081,894.475,7.722,524.261,0.016,524.277,833.735,
09/30/2010,862.297,133.512,133.512,0.0,120.454,120.454,0.0,131.555,26.972,15.76,88.823,0.0,44.39,,,,,19.488,429.911,200.61,,,0.0,,231.776,206.151,148.597,57.554,25.625,432.386,,128.862,25.273,,,103.589,126.762,125.912,,,,0.85,15.309,8.156,0.665,0.0,270.933,3.639,3.639,,,,41.073,,,,,20.491,11.761,44.712,315.645,0.0,636.283,9.762,626.521,-1034.658,929.169,15.82,546.614,0.038,546.652,862.297,
12/31/2010,897.144,156.915,156.915,0.0,120.08,120.08,0.0,127.885,26.758,13.79,87.337,0.0,55.711,,0.0,,,29.508,460.591,201.725,376.625,-174.9,0.0,,234.828,204.864,149.112,55.752,29.964,436.553,,137.422,22.669,12.32,0.0,102.433,129.862,128.999,0.0,0.0,,0.863,17.828,4.627,0.0,0.0,285.112,3.418,3.418,0.0,0.0,,34.333,0.0,0.0,0.0,0.0,18.661,11.045,37.751,322.863,0.0,651.442,9.797,641.645,-1060.647,965.54,17.9,574.235,0.046,574.281,897.144,
03/31/2011,909.478,153.459,153.459,0.0,137.551,137.551,0.0,127.054,29.34,14.383,83.331,0.0,47.377,,0.124,,,20.259,465.441,202.748,,,0.0,,241.289,207.213,152.498,54.715,33.952,444.037,,123.435,23.334,,,100.101,127.467,126.59,,,,0.877,21.668,4.514,0.526,0.0,272.57,3.194,3.194,,,,36.806,,,,,20.008,11.758,40.0,312.57,0.0,674.891,9.856,665.035,-1104.504,1002.152,24.329,596.868,0.04,596.908,909.478,
06/30/2011,950.575,159.398,159.398,0.0,149.314,149.314,0.0,133.934,30.176,14.097,89.661,0.0,50.925,,0.693,,,21.835,493.571,210.163,,,0.0,,246.841,207.235,154.191,53.044,38.913,457.004,,145.053,29.888,11.242,,103.923,133.438,132.548,,,,0.89,19.646,6.555,0.856,0.0,298.137,2.966,2.966,,,,40.661,,,,,21.152,12.098,43.627,341.764,0.0,689.977,9.884,680.093,-1163.102,1050.809,31.09,608.774,0.037,608.811,950.575,
09/30/2011,969.199,181.499,181.499,0.0,134.923,134.923,0.0,137.143,28.892,14.111,94.14,0.0,57.187,,1.338,,,25.029,510.752,213.868,,,0.0,,244.579,200.625,150.018,50.607,42.616,458.447,,164.759,31.032,16.642,,117.085,154.903,154.0,,,,0.903,16.707,8.102,0.254,0.0,336.369,2.735,2.735,,,,44.127,,,,,20.746,15.025,46.862,383.231,0.0,704.111,9.91,694.201,-1230.848,1089.316,23.363,585.942,0.026,585.968,969.199,
12/31/2011,1030.814,183.895,183.895,0.0,141.275,141.275,0.0,133.099,28.338,14.892,89.869,0.0,65.958,,0.0,,,33.48,524.227,216.777,422.35,-205.573,0.0,,289.81,241.819,172.61,69.209,47.991,506.587,,174.764,36.551,17.654,0.0,120.559,243.917,243.0,0.0,0.0,,0.917,18.198,10.823,0.0,0.0,436.879,2.501,2.501,0.0,0.0,,51.841,0.0,0.0,0.0,0.0,23.288,17.73,54.342,491.221,0.0,712.498,9.923,702.575,-1320.376,1127.326,20.131,539.579,0.014,539.593,1030.814,
03/31/2012,1061.105,185.491,185.491,0.0,160.981,160.981,0.0,141.104,33.176,15.138,92.79,0.0,57.29,,0.193,,,29.571,544.866,216.927,,,0.0,,299.312,243.531,175.105,68.426,55.588,516.239,,164.539,40.614,20.66,,103.265,254.931,254.0,,,,0.931,17.814,12.075,0.156,0.0,437.284,2.263,2.263,,,,54.677,,,,,22.581,19.865,56.94,494.224,0.0,726.736,9.957,716.779,-1352.169,1168.069,24.24,566.876,0.005,566.881,1061.105,
06/30/2012,1067.317,201.813,201.813,0.0,147.159,147.159,0.0,143.703,30.385,15.402,97.916,0.0,62.632,,0.785,,,32.659,555.307,220.58,,,0.0,,291.43,235.556,170.929,64.627,55.089,512.01,,154.853,29.706,20.019,,105.128,244.945,244.0,,,,0.945,19.353,13.387,0.171,0.0,419.151,2.021,2.021,,,,56.204,,,,,21.557,21.089,58.225,477.376,0.0,736.589,9.97,726.619,-1379.676,1219.386,13.634,589.933,0.008,589.941,1067.317,
09/30/2012,1093.351,221.441,221.441,0.0,141.374,141.374,0.0,147.474,30.873,16.852,99.749,0.0,60.485,,0.253,,,32.723,570.774,231.639,,,0.0,,290.938,237.977,174.614,63.363,52.708,522.577,,161.694,31.728,14.89,,115.076,232.96,232.0,,,,0.96,21.192,14.656,0.438,0.0,415.846,1.776,1.776,,,,58.194,,,,,20.65,22.45,59.97,475.816,0.0,752.013,9.991,742.022,-1415.94,1262.239,19.195,617.507,0.028,617.535,1093.351,
12/31/2012,1103.602,223.986,223.986,0.0,138.324,138.324,0.0,140.946,26.986,16.031,97.929,0.0,66.281,,0.0,,,36.439,569.537,245.177,478.309,-233.132,0.0,,288.888,237.827,174.994,62.833,51.061,534.065,,168.159,35.288,14.945,0.0,117.926,213.107,212.0,0.0,0.0,,1.107,25.067,12.692,0.0,0.0,406.333,1.394,1.394,0.0,0.0,,59.618,0.0,0.0,0.0,0.0,23.028,23.898,61.012,467.345,0.0,767.23,10.016,757.214,-1457.184,1305.593,20.584,636.223,0.034,636.257,1103.602,
03/31/2013,1132.638,228.364,228.364,0.0,158.988,158.988,0.0,148.242,26.653,15.247,106.342,0.0,58.801,,0.62,,,28.361,594.395,253.742,,,0.0,,284.501,233.495,172.459,61.036,50.386,538.243,,153.815,38.716,10.173,,104.926,261.122,260.0,,,,1.122,24.64,12.851,0.013,0.0,439.577,1.141,1.141,,,,60.625,,,,,22.955,24.806,61.766,501.343,0.0,789.322,10.061,779.261,-1525.023,1350.453,16.502,631.254,0.041,631.295,1132.638,
06/30/2013,1164.071,251.013,251.013,0.0,159.119,159.119,0.0,140.938,25.084,14.918,100.936,0.0,63.832,,1.486,,,31.923,614.902,266.494,,,0.0,,282.675,229.506,171.403,58.103,51.683,549.169,,158.764,37.584,12.728,,108.452,368.637,367.5,,,,1.137,24.27,13.622,,0.0,551.671,0.884,0.884,,,,61.925,,,,,22.543,25.76,62.809,614.48,0.0,797.259,10.068,787.191,-1667.709,1404.448,15.548,549.546,0.045,549.591,1164.071,
09/30/2013,1195.238,264.811,264.811,0.0,151.568,151.568,0.0,145.987,24.916,15.499,105.572,0.0,62.857,,0.328,,,33.287,625.223,274.158,,,0.0,,295.857,242.375,180.988,61.387,53.154,570.015,,168.567,38.131,9.887,,120.549,398.219,397.2,,,,1.019,26.166,15.129,0.367,0.0,592.952,0.624,0.624,,,,66.767,,,,,22.863,28.408,67.391,660.343,0.0,808.413,10.081,798.332,-1744.319,1450.135,20.617,534.846,0.049,534.895,1195.238,
12/31/2013,1230.516,279.058,279.058,0.0,158.038,158.038,0.0,133.427,23.766,14.359,95.302,0.0,82.183,,0.0,,,44.913,652.706,281.214,550.015,-268.801,0.0,,296.596,239.365,180.521,58.844,57.231,577.81,,173.943,29.941,16.508,0.0,127.494,278.035,277.0,0.0,0.0,,1.035,26.375,18.427,0.0,0.0,478.353,150.359,150.359,0.0,0.0,,83.59,0.0,0.0,0.0,0.0,33.948,31.215,233.949,712.302,0.0,835.439,10.119,825.32,-1829.378,1493.393,18.732,518.186,0.028,518.214,1230.516,
03/31/2014,1262.324,286.203,286.203,0.0,179.919,179.919,0.0,141.134,23.498,16.12,101.516,0.0,75.91,,0.011,,,40.902,683.166,282.226,,,0.0,,296.932,237.747,180.466,57.281,59.174,579.158,,173.105,42.794,15.386,,114.925,316.05,315.0,,,,1.05,28.018,19.264,0.005,0.0,517.173,150.09,150.09,,,,82.809,,,,,31.785,31.755,232.899,750.072,0.0,857.293,10.155,847.138,-1904.604,1539.978,19.549,512.216,0.036,512.252,1262.324,
06/30/2014,1283.193,305.048,305.048,0.0,168.641,168.641,0.0,145.4,24.896,14.908,105.596,0.0,82.618,,0.046,,,47.558,701.707,286.712,,,0.0,,294.774,237.169,181.619,55.55,57.559,581.486,,184.382,41.425,15.766,,127.191,384.0,384.0,,,,0.0,31.97,20.432,0.53,0.0,600.352,150.0,150.0,,,,79.911,,,,,28.815,30.134,229.911,830.263,0.0,866.513,10.163,856.35,-2031.125,1597.196,20.284,452.868,0.062,452.93,1283.193,
09/30/2014,1290.632,292.735,292.735,0.0,160.467,160.467,0.0,156.007,26.372,16.194,113.441,0.0,93.412,,1.277,,,54.139,702.621,291.701,,,0.0,,296.31,235.747,176.537,59.21,59.286,588.011,,223.529,58.255,17.314,,147.96,375.0,375.0,,,,,31.735,21.549,0.158,0.0,630.264,350.0,350.0,,,,80.897,,,,,27.76,31.43,430.897,1061.161,0.0,876.383,10.17,866.213,-2303.575,1649.337,7.243,229.388,0.083,229.471,1290.632,
12/31/2014,1384.211,322.536,322.536,0.0,152.38,152.38,0.0,160.342,26.908,16.859,116.575,0.0,124.14,,0.0,,,74.225,759.398,303.587,603.935,-300.348,0.0,,321.226,249.572,184.45,65.122,71.654,624.813,,237.654,44.743,28.439,,164.472,549.0,549.0,0.0,0.0,,0.0,34.252,21.665,,0.0,820.906,350.0,350.0,0.0,0.0,,95.716,0.0,0.0,0.0,0.0,41.688,32.363,445.716,1266.622,0.0,898.488,10.195,888.293,-2453.266,1675.299,-3.005,117.516,0.073,117.589,1384.211,
03/31/2015,1431.014,321.375,182.16,139.215,196.231,196.231,0.0,173.37,28.955,18.175,126.24,0.0,117.933,,0.182,,,63.574,808.909,309.827,,,0.0,,312.278,236.843,176.932,59.911,75.253,622.105,,219.935,44.183,29.424,,146.328,549.5,549.5,,,,,34.01,22.35,,0.0,803.445,500.0,500.0,,,,93.49,,,,,40.113,31.027,593.49,1396.935,0.0,922.808,10.226,912.582,-2591.714,1721.893,-18.965,34.022,0.057,34.079,1431.014,
06/30/2015,1477.37,344.022,163.152,180.87,199.444,199.444,0.0,184.5,30.471,20.254,133.775,0.0,105.068,,0.287,,,57.497,833.034,326.041,,,0.0,,318.295,237.222,179.705,57.517,80.786,644.336,,246.556,58.212,29.334,,159.01,498.0,498.0,,,,,30.872,23.871,0.882,0.0,775.428,598.925,598.925,,,,94.466,,,,,39.261,30.452,693.391,1468.819,0.0,931.913,10.235,921.678,-1137.616,231.07,-16.899,8.468,0.083,8.551,1477.37,
09/30/2015,1477.21,349.549,141.15,208.399,190.904,190.904,0.0,192.405,32.785,18.469,141.151,0.0,100.538,,0.65,,,55.963,833.396,320.337,,,0.0,,323.477,239.042,180.392,58.65,83.785,643.814,,255.206,53.614,25.058,,176.534,542.5,542.5,,,,,27.06,25.46,0.378,0.0,824.766,599.556,599.556,,,,91.691,,,,,36.571,29.282,691.247,1516.013,0.0,942.021,10.213,931.808,-1222.812,274.005,-32.106,-38.892,0.089,-38.803,1477.21,
12/31/2015,1474.993,342.585,128.994,213.591,188.318,188.318,0.0,188.833,31.184,18.698,138.951,0.0,101.898,27.244,0.0,,11.792,18.157,821.634,333.026,678.624,-345.598,12.165,12.165,308.168,234.843,178.934,55.909,73.325,653.359,,256.429,52.648,18.963,,184.818,573.0,573.0,0.0,0.0,,,27.332,27.055,0.0,0.0,856.761,597.085,597.085,0.0,0.0,,105.142,0.0,0.0,0.0,0.0,49.389,28.698,702.227,1558.988,0.0,950.792,10.258,940.534,-1316.417,318.356,-36.856,-84.125,0.13,-83.995,1474.993,
03/31/2016,1478.647,350.57,132.953,217.617,212.072,212.072,0.0,183.759,32.029,19.439,132.291,0.0,62.605,23.97,0.074,,13.219,22.934,809.006,343.01,,,,,326.631,235.198,181.941,53.257,91.359,669.641,,227.174,52.458,24.815,,149.901,622.0,622.0,,,,,29.494,27.787,101.44,0.0,878.668,499.399,499.399,,,,174.367,,,,,15.597,29.543,673.766,1552.434,0.0,963.198,10.255,952.943,-1369.412,364.375,-32.083,-73.922,0.135,-73.787,1478.647,
06/30/2016,1489.241,370.202,141.139,229.063,212.229,212.229,0.0,175.688,31.487,15.936,128.265,0.0,62.991,26.195,0.723,,13.195,19.544,821.11,347.161,,,,,320.97,230.386,180.657,49.729,89.861,668.131,,235.902,50.085,20.418,,165.399,558.0,558.0,,,,,28.874,30.258,99.201,0.0,822.776,499.415,499.415,,,,175.548,,,,,16.419,29.67,674.963,1497.739,0.0,982.643,10.283,972.36,-1392.875,431.577,-29.983,-8.638,0.14,-8.498,1489.241,
09/30/2016,1500.37,391.474,150.072,241.402,204.701,204.701,0.0,168.468,30.273,16.153,122.042,0.0,63.457,23.362,0.468,,12.859,24.006,828.1,349.664,,,,,322.606,228.518,180.952,47.566,93.62,672.27,,243.353,44.127,21.542,,177.684,488.0,488.0,,,,,28.855,30.874,100.204,0.0,760.208,499.431,498.72,0.711,0.711,,185.745,,,,,20.571,34.096,685.176,1445.384,0.0,1004.611,10.312,994.299,-1408.183,488.033,-29.611,54.85,0.136,54.986,1500.37,
12/31/2016,1530.704,391.85,154.901,236.949,204.494,204.494,0.0,158.034,27.561,14.998,115.475,0.0,91.206,25.746,0.0,5.707,27.672,28.862,845.584,357.422,742.592,-385.17,10.978,10.978,316.72,224.383,178.228,46.155,86.63,685.12,,295.107,60.057,23.973,,211.077,611.0,611.0,,,,,28.461,33.015,0.0,0.0,934.568,593.11,592.529,0.581,0.581,,111.239,0.0,0.0,0.0,0.0,39.287,38.937,704.349,1638.917,0.0,1022.229,10.334,1011.895,-1633.443,540.401,-37.539,-108.352,0.139,-108.213,1530.704,
03/31/2017,1572.091,400.341,160.408,239.933,225.353,225.353,0.0,172.183,28.232,18.804,125.147,0.0,80.711,25.33,0.508,5.867,20.217,30.227,878.588,361.233,,,,,332.27,226.287,180.601,45.686,99.608,693.503,,235.838,62.249,21.272,,152.317,671.0,671.0,,,,,29.239,33.074,95.576,0.0,936.077,499.462,498.902,0.56,0.56,,210.464,,,,,39.964,41.85,709.926,1646.003,0.0,1040.521,10.374,1030.147,-1691.204,609.42,-32.827,-74.09,0.178,-73.912,1572.091,
06/30/2017,1637.137,422.898,165.975,256.923,240.262,240.262,0.0,169.693,28.487,19.18,122.026,0.0,85.805,26.323,0.114,6.701,25.581,32.401,918.658,364.779,,,,,353.7,242.759,196.67,46.089,104.126,718.479,,267.479,58.606,22.633,,186.24,704.0,704.0,,,,,30.014,34.127,104.08,0.0,1001.493,499.478,498.964,0.514,0.514,,222.273,,,,,37.503,46.563,721.751,1723.244,0.0,1056.868,10.395,1046.473,-1805.523,694.777,-32.457,-86.335,0.228,-86.107,1637.137,
09/30/2017,1669.334,454.104,169.019,285.085,228.159,228.159,0.0,176.749,32.254,18.2,126.295,0.0,83.71,28.233,0.116,7.914,20.438,34.184,942.722,367.513,,,9.06,9.06,350.039,244.772,199.521,45.251,97.237,726.612,,275.553,60.583,24.859,,190.111,686.25,686.25,,,,,34.74,34.245,106.123,0.0,996.543,499.493,499.026,0.467,0.467,,221.689,,,,,33.205,48.116,721.182,1717.725,0.0,1071.101,10.412,1060.689,-1856.307,765.288,-28.704,-48.622,0.231,-48.391,1669.334,
12/31/2017,1713.416,471.93,187.675,284.255,234.597,234.597,0.0,164.318,32.994,17.786,113.538,0.0,101.14,28.967,0.0,7.698,35.475,36.221,971.985,379.096,811.636,-432.54,9.949,9.949,352.386,243.719,199.873,43.846,100.969,741.431,,313.918,66.968,29.389,,217.561,655.0,655.0,,,,,35.649,35.545,0.0,0.0,1004.567,606.075,605.656,0.419,0.419,,156.616,0.0,0.0,0.0,0.0,25.353,95.718,762.691,1767.258,0.0,1084.359,10.428,1073.931,-1911.528,803.545,-30.482,-54.106,0.264,-53.842,1713.416,
03/31/2018,1469.492,159.229,159.229,0.0,259.865,259.865,0.0,179.039,34.958,18.252,125.829,0.0,103.574,28.72,0.44,9.823,26.207,48.195,701.707,384.246,,,,,383.539,242.915,201.022,41.893,130.361,767.785,,280.301,70.409,26.452,,183.44,407.5,407.5,,,,,41.037,68.529,116.73,0.0,728.838,499.524,499.132,0.392,0.392,,290.112,,,,,27.529,77.324,789.636,1518.474,0.0,1104.627,10.468,1094.159,-2005.813,880.348,-28.434,-49.272,0.29,-48.982,1469.492,
06/30/2018,1520.685,174.559,174.559,0.0,265.012,265.012,0.0,176.487,34.336,16.982,125.169,0.0,123.774,27.25,1.755,8.723,41.315,52.191,739.832,394.021,,,11.344,11.344,375.488,235.01,195.974,39.036,130.0,780.853,,295.091,68.015,25.109,,201.967,437.0,437.0,,,,,42.225,65.362,103.646,0.0,774.316,499.54,499.21,0.33,0.33,,287.678,,,,,35.459,83.211,787.218,1561.534,0.0,1119.642,10.485,1109.157,-2111.647,989.039,-38.161,-41.127,0.278,-40.849,1520.685,
09/30/2018,1544.53,146.877,146.877,0.0,264.563,264.563,0.0,179.684,33.068,17.696,128.92,0.0,113.073,31.997,1.339,8.436,23.769,52.69,704.197,409.98,,,10.532,10.532,419.821,258.466,216.046,42.42,151.58,840.333,,303.825,65.457,28.082,,210.286,414.5,414.5,,,,,41.212,62.547,103.542,0.0,759.537,499.555,499.279,0.276,0.276,,286.801,,,,,39.899,80.813,786.356,1545.893,0.0,1138.988,10.504,1128.484,-2185.152,1082.292,-37.732,-1.604,0.241,-1.363,1544.53,
12/31/2018,1537.349,123.794,123.794,0.0,248.855,248.855,0.0,173.303,31.973,17.009,124.321,0.0,108.22,30.314,0.0,8.481,14.098,53.856,654.172,437.27,906.003,-468.733,10.894,10.894,435.013,256.314,214.489,41.825,170.218,883.177,,329.614,69.534,26.609,,233.471,398.937,398.937,,,,,41.893,60.697,0.0,0.0,770.444,601.348,601.079,0.269,0.269,,174.79,0.0,,,,29.267,84.826,776.138,1546.582,0.0,1148.725,10.509,1138.216,-2288.899,1167.928,-37.267,-9.513,0.28,-9.233,1537.349,
