Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1992,197.369003,22.077999,22.077999,0.0,56.249001,,,51.042999,,,,,11.519,,,,,,140.889008,46.544998,75.774002,-29.229,,,9.935,,,,9.935,56.479999,,6.416,6.416,,,,4.601,,,,,,34.324,,,34.324,45.341,24.0,,,,,11.247,,,,11.247,35.247,80.587999,0,58.007999,,,-0.581,,59.353999,116.780998,0.0,116.780998,197.368998,
06/30/1992,188.457001,23.711,23.711,0.0,49.153,,,48.575001,,,,,13.295,,,,,,134.733994,44.799,76.015999,-31.216999,,,8.924,,,,8.924,53.723,,5.551,5.551,,,,4.957,,,,,,40.264999,,,40.264999,50.772999,24.0,,,,,10.652,,,,10.652,34.652,85.424999,0,58.957001,,,-0.581,,44.656001,103.032002,0.0,103.032002,188.457001,
09/30/1992,183.466003,22.562,22.562,0.0,52.870998,,,45.379002,,,,,10.769,,,,,,131.580994,43.264,76.503998,-33.240002,,,8.621,,,,8.621,51.885,,6.53,6.53,,,,4.83,,,,,,36.189999,,,36.189999,47.549999,24.0,,,,,8.299,,,,8.299,32.299,79.848999,0,59.028999,,,-0.581,,45.169001,103.617001,0.0,103.617001,183.466,
12/31/1992,185.057999,19.107,19.107,0.0,61.43,,,44.087002,,,,,9.926,,,,,,134.550003,41.837002,76.788002,-34.951,,,8.671,,,,8.671,50.508001,,8.459,8.459,,,,4.401,,,,,,34.256001,,,34.256001,47.116001,24.0,,,,,8.299,,,,8.299,32.299,79.415001,0,60.441002,,,-0.581,,45.783,105.643002,0.0,105.643002,185.058002,
03/31/1993,188.544006,31.547001,31.547001,0.0,53.362,,,43.462002,,,,,10.836,,,,,,139.207001,40.508999,72.189003,-31.68,,,8.828,,,,8.828,49.336999,,8.93,8.93,,,,2.352,,,,,,35.909002,,,35.909002,47.191002,24.0,,,,,8.299,,,,8.299,32.299,79.490002,0,62.006001,,,-0.581,,47.629,109.054001,0.0,109.054001,188.544003,
06/30/1993,199.089005,52.362,52.362,0.0,48.077,,,42.488998,,,,,8.641,,,,,,151.569,39.383999,72.588997,-33.205002,,,8.136,,,,8.136,47.519999,,8.953,8.953,,,,6.532,,,,,,42.473,,,42.473,57.958,20.0,,,,,7.081,,,,7.081,27.081,85.039,0,64.657997,,,-0.581,,49.972998,114.049995,0.0,114.049995,199.088995,
09/30/1993,199.667999,37.569,37.569,0.0,64.945,,,42.742001,,,,,8.69,,,,,,153.945999,37.971001,69.733002,-31.761999,,,7.751,,,,7.751,45.722001,,9.383,9.383,,,,2.627,,,,,,40.527998,,,40.527998,52.537998,20.0,,,,,7.081,,,,7.081,27.081,79.618998,0,66.336998,,,-0.581,,54.293002,120.049,0.0,120.049,199.667998,
12/31/1993,206.953995,47.105999,47.105999,0.0,61.146999,,,44.511002,,,,,10.063,,,,,,162.826996,37.226002,,,,,6.901,,,,6.901,44.127002,,9.351,9.351,,,,1.685,,,,,,41.302001,,,41.302001,52.338001,20.0,,,,,7.081,,,,7.081,27.081,79.419001,0,67.848999,,,-0.581,,60.267001,127.535,0.0,127.535,206.954001,
03/31/1994,296.89801,113.924004,113.924004,0.0,82.098999,,,49.577,,,,,8.837,,,,,,254.436996,36.362,,,,,6.099,,,,6.099,42.460999,,10.533,10.533,,,,3.032,,,,,,47.268,,,47.268,60.833,20.0,,,,,7.081,,,,7.081,27.081,87.914,0,140.046005,,,-0.581,,69.519004,208.984009,0.0,208.984009,296.898009,
06/30/1994,321.570007,139.126007,139.126007,0.0,74.225998,,,53.264999,,,,,11.838,,,,,,278.454987,37.148998,74.151001,-37.001999,,,5.966,,,,5.966,43.114998,,11.89,11.89,,,,4.673,,,,,,49.019001,,,49.019001,65.582001,20.0,,,,,8.606,,,,8.606,28.606,94.188001,0,147.380997,,,-0.581,,80.581999,227.381996,0.0,227.381996,321.569997,
09/30/1994,344.618988,144.072998,144.072998,0.0,84.005997,,,59.955002,,,,,12.218,,,,,,300.252014,38.265999,,,,,6.101,,,,6.101,44.366999,,13.787,13.787,,,,22.193001,,,,,,58.074,,,58.074,94.054001,0.0,,,,,8.606,,,,8.606,8.606,102.660001,0,148.923996,,,-0.581,,93.616004,241.959,0.0,241.959,344.619,
12/31/1994,365.446991,125.527,119.847,5.68,98.015999,,,67.055,,,,,11.811,,,,,,302.408997,40.514999,,,,,22.523001,,,,22.523001,63.038,,14.701,14.701,,,,22.631001,,,,,,74.084,,,74.084,111.416,0.0,,,,,8.606,,,,8.606,8.606,120.022,0,151.464005,,,-0.581,,94.541999,245.425003,0.0,245.425003,365.447003,
03/31/1995,401.308014,83.319,59.723,23.596001,122.513,,,75.000999,,,,,11.957,,,,,,292.790009,44.172001,,,57.708,,6.638,,,,6.638,108.518001,,14.306,14.306,,,,22.721001,,,,,,86.191002,,,86.191002,123.218002,0.0,,,,,8.606,,,,8.606,8.606,131.824002,0,153.227005,,,-0.581,,116.838004,269.484009,0.0,269.484009,401.308011,
06/30/1995,546.296021,118.739998,92.058998,26.681,129.274002,,,79.759003,,,,,33.104,,,,,,360.877014,49.004002,88.642998,-39.639,126.013,,10.402,,,,10.402,185.419002,,19.375999,19.375999,,,,24.458,,,,,,89.016999,,,89.016999,132.850998,0.0,,,,,9.476,,,,9.476,9.476,142.326998,0,263.040985,,,-0.581,,141.508994,403.968979,0.0,403.968979,546.295977,
09/30/1995,570.476013,104.348999,65.82,38.528999,148.354996,,,92.584,,,,,26.417,,,,,,371.704987,53.716,,,137.227005,,7.828,,,,7.828,198.771005,,20.742001,20.742001,,,,2.44,,,,,,106.601004,,,106.601004,129.783005,0.0,,,,,9.476,,,,9.476,9.476,139.259005,0,263.82901,,,-0.581,,167.969,431.21701,0.0,431.21701,570.476015,
12/31/1995,623.218018,85.273001,58.243,27.030001,189.031006,,,113.639,,,,,32.993999,,,,,,420.937012,55.768002,,,136.5,,10.013,,,,10.013,202.281001,,31.176001,31.176001,,,,0.896,,,,,,116.485998,,,116.485998,148.557999,0.0,,,,,9.48,,,,9.48,9.48,158.037998,0,267.533997,,,-0.581,,198.226996,465.179993,0.0,465.179993,623.217991,
03/31/1996,674.276001,66.261999,46.625999,19.636,227.231995,,,130.964005,,,,,26.870001,,,,,,451.328003,65.625,,,145.404999,,11.918,,,,11.918,222.947999,,36.330002,36.330002,,,,1.971,,,,,,130.642998,,,130.642998,168.944,0.0,,,,,9.48,,,,9.48,9.48,178.424,0,267.826996,,,-0.581,,228.605994,495.85199,0.0,495.85199,674.27599,
06/30/1996,1157.918945,309.994995,201.703995,108.291,310.076996,,,197.802994,,,,,51.834,,,,,,869.708984,104.836998,177.085007,-72.248001,158.479996,,24.893,,,,24.893,288.209994,,44.818001,44.818001,,,,35.825001,,,,,,197.66901,,,197.66901,278.312012,0.0,,,,,8.608,,,,8.608,8.608,286.920012,0,426.429993,,,0.0,,444.569,870.998993,0.0,870.998993,1157.919005,
09/30/1996,740.825012,129.568003,107.106003,22.462,192.972,,,138.619003,,,,,38.924999,,,,,,500.084015,74.922997,,,154.882004,,10.936,,,,10.936,240.741,,21.497999,21.497999,,,,5.807,,,,,,144.769006,,,144.769006,172.074005,0.0,,,,,7.792,,,,7.792,7.792,179.866005,0,278.050995,,,-1.213,,284.12099,560.958984,0.0,560.958984,740.824989,
12/31/1996,758.758972,185.965,161.181,24.784,122.352997,,,126.348999,,,,,42.812,,,,,,477.479004,74.647003,,,193.968002,,12.665,,,,12.665,281.280005,,20.413,20.413,,,,2.902,,,,,,140.045001,,,140.045001,163.360001,0.0,,,,,6.316,,,,6.316,6.316,169.676001,0,283.696991,,,0.0,,305.385986,589.082977,0.0,589.082977,758.758978,
03/31/1997,788.291992,160.575998,149.572998,11.003,122.027,,,118.289001,,,,,42.665001,,,,,,443.557007,73.428001,,,257.795013,,13.512,,,,13.512,344.735015,,19.732,19.732,,,,2.115,,,,,,148.486999,,,148.486999,170.334,0.0,,,,,6.316,,,,6.316,6.316,176.65,0,285.377014,,,0.0,,326.265015,611.642029,0.0,611.642029,788.292028,
06/30/1997,1343.307007,348.831009,279.225006,69.606003,269.290985,,,174.634003,,,,,67.250999,,,,,,860.007019,117.595001,208.078003,-90.483002,338.417999,,27.287001,,,,27.287001,483.300001,,41.154999,41.154999,,,,25.113001,,,,,,258.483007,,,258.483007,324.751007,0.0,,,,,3.943,,,,3.943,3.943,328.694007,0,458.308014,,,0.0,,556.304993,1014.613007,0.0,1014.613007,1343.307014,
09/30/1997,1442.947021,324.892006,249.378006,75.514,344.966003,,,187.520996,,,,,66.481003,,,,,,923.859985,128.796005,226.985992,-98.190002,361.716003,,28.575001,,,,28.575001,519.087009,,47.818001,47.818001,,,,22.618,,,,,,276.802006,,,276.802006,347.238007,0.0,,,,,3.179,,,,3.179,3.179,350.417006,0,478.68399,,,0.0,,613.846008,1092.529999,0.0,1092.529999,1442.947005,
12/31/1997,1484.659058,280.969994,191.132996,89.836998,376.345001,,,195.044998,,,,,67.301003,,,,,,919.661011,131.044998,236.376999,-105.332001,403.596008,,30.357,,,,30.357,564.998007,,54.034,54.034,,,,22.495001,,,,,,266.129995,,,266.129995,342.658997,0.0,,,,,3.179,,,,3.179,3.179,345.837996,0,476.112,,,0.0,,662.708984,1138.820984,0.0,1138.820984,1484.65898,
03/31/1998,1504.838989,264.751999,191.692001,73.059998,331.173004,,,214.009995,,,,,71.992996,,,,,,881.927979,138.425003,252.098999,-113.674004,449.815002,,34.671001,,,,34.671001,622.911007,,48.757,48.757,,,,19.011999,,,,,,262.435987,,,262.435987,330.204987,0.0,,,,,0.0,,,,0.0,0.0,330.204987,0,483.674011,,,0.0,,690.960022,1174.634033,0.0,1174.634033,1504.83902,
06/30/1998,1548.396973,308.313003,215.970001,92.343002,304.140015,,,234.565002,81.301003,126.472,26.792,,109.352997,,,,,,956.370972,140.936996,256.893005,-115.956001,415.167999,,35.921001,0.0,,,35.921001,592.025996,,46.353001,46.353001,,,,21.482,,,,,,282.848013,,,282.848013,350.683014,0.0,,,,,0.0,,,,0.0,0.0,350.683014,0,497.583008,,,0.0,,700.130981,1197.713989,0.0,1197.713989,1548.397003,
09/30/1998,1540.734985,293.228996,231.826996,61.402,260.306,,,234.774002,100.019997,114.123001,20.631001,,112.282997,,,,,,900.59198,139.848999,266.411987,-126.563004,466.476013,,33.818001,,,,33.818001,640.143013,,31.348,31.348,,,,20.454,,,,,,281.415987,,,281.415987,333.217987,0.0,,,,,0.0,,,,0.0,0.0,333.217987,0,497.006012,,,0.0,,710.510986,1207.516998,0.0,1207.516998,1540.734985,
12/31/1998,1524.572021,247.641006,177.626007,70.014999,286.01001,,,209.669006,100.125999,81.080002,28.462999,,109.237999,,,,,,852.557983,145.294998,281.612,-136.317001,486.11499,,40.604,0.0,,,40.604,672.013988,,23.916,23.916,,,,20.334999,,,,,,292.732002,,,292.732002,336.983002,0.0,,,,,0.0,,,,0.0,0.0,336.983002,0,495.644012,,,0.0,,691.945007,1187.58902,0.0,1187.58902,1524.572021,
03/31/1999,1541.291992,281.566998,245.184998,36.382,297.184998,,,199.876999,99.908997,75.863998,24.104,,113.712997,,,,,,892.34198,146.126999,289.726013,-143.598999,466.112,,36.710999,0.0,,,36.710999,648.949997,,29.999001,29.999001,,,,16.412001,,,,,,294.553995,,,294.553995,340.964996,0.0,,,,,0.0,,,,0.0,0.0,340.964996,0,490.800995,,,0.0,,709.526001,1200.326996,0.0,1200.326996,1541.291992,
06/30/1999,1584.900024,331.062008,271.488007,59.574001,280.070007,,,195.679001,87.181999,52.912998,55.584,,135.529999,,,,,,942.341003,168.335007,318.894989,-150.559998,424.121002,,50.103001,0.0,,,50.103001,642.55901,,35.249001,35.249001,,,,14.567,,,,,,302.500985,,,302.500985,352.316986,0.0,,,,,0.0,,,,0.0,0.0,352.316986,0,504.35199,,,0.0,,728.231018,1232.583008,0.0,1232.583008,1584.899994,
09/30/1999,1661.102051,399.914986,316.868988,83.045998,332.279999,,,206.404007,95.638,60.515999,50.25,,145.748001,,,,,,1084.347046,168.548004,327.088013,-158.539993,353.631012,,54.576,,,,54.576,576.755016,,29.101,29.101,,,,16.440001,,,,,,327.525009,,,327.525009,373.06601,0.0,,,,,0.0,,,,0.0,0.0,373.06601,0,521.648987,,,0.0,,766.387024,1288.036011,0.0,1288.036011,1661.10202,
12/31/1999,1778.541992,446.132996,354.917999,91.214996,316.625,,,222.233002,94.081001,79.975998,48.175999,,150.796997,,,,,,1135.787964,170.673996,341.084991,-170.410995,407.787994,,64.292,0.0,,,64.292,642.75399,,37.897999,37.897999,,,,15.145,,,,,,358.528015,,,358.528015,411.571014,0.0,,,,,0.0,,,,0.0,0.0,411.571014,0,551.411011,,,0.0,,815.559998,1366.971008,0.0,1366.971008,1778.542023,
03/31/2000,1957.015991,478.681007,379.660004,99.021004,403.381989,,,255.623993,125.838997,75.195999,54.589001,,149.556,,,,,,1287.243042,182.406006,362.549011,-180.143005,409.360992,,78.005997,0.0,,,78.005997,669.772995,,47.262001,47.262001,,,,14.189,,,,,,430.499011,,,430.499011,491.950012,0.0,,,,,0.0,,,,0.0,0.0,491.950012,0,576.161987,,,0.0,,888.903992,1465.065979,0.0,1465.065979,1957.015991,
06/30/2000,2203.50293,598.144005,478.212006,119.931999,481.950012,,,282.489014,137.544998,82.921997,62.021999,0.0,189.171005,,,,,,1551.754028,199.718994,342.475006,-142.755997,366.239014,,85.791,0.0,0.0,0.0,85.791,651.749008,,55.015999,55.015999,,,,0.0,0.0,0.0,0.0,,,439.810997,,,439.810997,494.826996,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,494.826996,0,718.164978,,,0.0,,990.510986,1708.675964,0.0,1708.675964,2203.50296,
09/30/2000,2330.170898,526.787994,377.352997,149.434998,547.388,,,327.764008,174.686996,93.431999,59.645,0.0,194.764008,,,,,,1596.703979,228.069,380.812988,-152.744003,408.602997,,96.794998,0.0,0.0,0.0,96.794998,733.466995,,59.134998,59.134998,,,,1.566,1.566,0.0,0.0,,,472.510977,,,472.510977,533.211975,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,533.211975,0,705.992981,,,0.0,,1090.965942,1796.958923,0.0,1796.958923,2330.170898,
12/31/2000,2344.398926,398.718994,301.998993,96.720001,604.921021,,,386.834015,208.813995,101.712997,76.306999,0.0,194.705002,,,,,,1585.178955,248.438004,415.790985,-167.352997,417.894012,,92.888,0.0,0.0,0.0,92.888,759.220016,,61.185001,61.185001,,,,0.0,0.0,0.0,0.0,,,492.332027,,,492.332027,553.517029,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,553.517029,0,596.151978,,,0.0,,1194.72998,1790.881958,0.0,1790.881958,2344.398987,
03/31/2001,2440.510986,510.839005,437.380005,73.459,538.172974,,,416.122009,239.572006,94.332001,82.218002,0.0,199.951004,,,,,,1665.084961,263.556,,,424.970001,,86.900002,0.0,0.0,0.0,86.900002,775.426003,,58.738998,58.738998,,,,0.0,0.0,0.0,0.0,,,493.513992,,,493.513992,552.252991,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,552.252991,0,604.801025,,,0.0,,1283.457031,1888.258057,0.0,1888.258057,2440.511047,
06/30/2001,2744.551025,697.095016,529.674011,167.421005,402.013,,,394.406006,239.863998,61.452999,93.088997,0.0,403.432007,,,,,,1896.946045,290.253998,483.165009,-192.910995,449.765015,,107.585999,0.0,0.0,0.0,107.585999,847.605011,,60.740002,60.740002,,,,0.0,0.0,0.0,0.0,,,923.34502,,,923.34502,984.085022,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,984.085022,0,714.333008,,,0.0,,1046.133057,1760.466064,0.0,1760.466064,2744.551086,
09/30/2001,2626.88208,585.040985,339.17099,245.869995,368.542999,,,361.181,220.893005,64.598999,75.689003,0.0,387.463013,,,,,,1702.228027,306.002991,,,501.949005,,116.702003,0.0,0.0,0.0,116.702003,924.653999,,54.811001,54.811001,,,,0.0,0.0,0.0,0.0,,,774.459019,,,774.459019,829.27002,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,829.27002,0,664.14801,,,,,1133.463989,1797.611999,0.0,1797.611999,2626.882019,
12/31/2001,2605.560059,551.090988,303.015991,248.074997,365.419006,,,335.470001,197.904007,61.250999,76.315002,0.0,398.966003,,,,,,1650.946045,310.325989,,,514.570007,,129.718002,0.0,0.0,0.0,129.718002,954.613998,,42.546001,42.546001,,,,0.0,0.0,0.0,0.0,,,742.792988,,,742.792988,785.338989,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,785.338989,0,640.44397,,,,,1179.776978,1820.220947,0.0,1820.220947,2605.559937,
03/31/2002,2650.468018,580.442993,306.462006,273.980988,274.562988,,,319.513,207.507996,50.181999,61.823002,0.0,401.35199,,,,,,1575.870972,306.264008,,,635.994995,,132.337997,0.0,0.0,0.0,132.337997,1074.597,,32.799,32.799,,,,0.0,0.0,0.0,0.0,,,722.781994,,,722.781994,755.580994,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,755.580994,0,687.138977,,,,,1207.748047,1894.887024,0.0,1894.887024,2650.468018,
06/30/2002,2717.718018,673.346008,429.820007,243.526001,277.006012,,,323.015991,199.311996,54.143002,69.560997,0.0,345.920013,,,,,,1619.287964,300.559998,524.343994,-223.783997,660.237,,137.632996,7.57,15.1,-7.53,130.062995,1098.429993,,52.987999,52.987999,,,,0.0,0.0,0.0,0.0,,,634.501991,,,634.501991,687.48999,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,687.48999,0,765.945984,,,,,1264.281982,2030.227966,0.0,2030.227966,2717.717957,
09/30/2002,2706.055,751.852,435.646,316.206,256.174,256.174,,318.896,59.751,66.252,33.289,159.604,353.281,,,,,,1680.203,294.025,,,598.828,,132.999,22.069,15.1,6.969,110.93,1025.852,,36.909,36.909,,,,0.0,0.0,0.0,0.0,,,626.676,,,626.676,663.585,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,663.585,0,722.599,,,,1310.96,8.911,2042.47,0.0,2042.47,2706.055,
12/31/2002,2750.845947,805.646973,530.594971,275.052002,257.561005,,,289.955994,160.332001,60.790001,68.834,0.0,355.71701,,,,,,1708.880981,400.367004,,,503.574005,,138.024002,0.0,16.200001,-16.200001,138.024002,1041.965012,,22.947001,22.947001,,,,0.0,0.0,0.0,0.0,,,628.097982,,,628.097982,651.044983,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,651.044983,0,751.413025,,,,,1348.387939,2099.800964,0.0,2099.800964,2750.845947,
03/31/2003,2784.919922,905.467987,568.015991,337.451996,231.809006,,,268.520996,142.792999,61.671001,64.056999,0.0,364.53299,,,,,,1770.331055,387.248993,,,492.29599,,135.044006,,16.200001,,135.044006,1014.588989,,30.143999,30.143999,,,,0.0,0.0,0.0,0.0,,,629.720015,,,629.720015,659.864014,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,659.864014,0,754.153015,,,,,1370.902954,2125.055969,0.0,2125.055969,2784.919983,
06/30/2003,2866.596924,956.96402,606.903015,350.061005,223.535004,,,258.799011,138.266998,57.819,62.713001,0.0,367.084991,,,,,,1806.383057,382.729004,644.432007,-261.703003,530.919006,,146.565994,0.0,16.200001,-16.200001,146.565994,1060.214005,,33.893002,33.893002,,,,0.0,0.0,0.0,0.0,,,617.163029,,,617.163029,651.05603,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,651.05603,0,814.968018,,,0.0,1396.885986,3.687012,2215.541016,0.0,2215.541016,2866.597046,
09/30/2003,2953.741943,1002.206024,644.189026,358.016998,208.606995,,,273.907013,131.837997,68.570999,73.498001,0.0,373.21701,,,,,,1857.937012,377.178009,,,564.296021,,154.330994,0.0,16.200001,-16.200001,154.330994,1095.805023,,49.411999,49.411999,,,,0.0,0.0,0.0,0.0,,,595.772022,,,595.772022,645.184021,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,645.184021,0,873.060974,,,0.0,1433.723022,1.773926,2308.557922,0.0,2308.557922,2953.741943,
12/31/2003,3072.433105,1061.894012,660.814026,401.079987,245.841003,,,288.355011,136.352997,72.724998,79.277,0.0,369.184998,,,,,,1965.275024,374.691986,,,567.135986,,165.330002,0.0,17.299999,-17.299999,165.330002,1107.157974,,51.722,51.722,,,,0.0,0.0,0.0,0.0,,,621.903976,,,621.903976,673.625977,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,673.625977,0,917.950989,,,0.0,1478.238037,2.61792,2398.806946,0.0,2398.806946,3072.432922,
03/31/2004,3321.305908,1169.131989,776.247986,392.884003,362.295013,,,310.328003,149.197998,76.981003,84.149002,0.0,380.066986,,,,,,2221.822021,374.251007,,,551.705994,,173.526993,0.0,17.6,-17.6,173.526993,1099.483994,,67.471001,67.471001,,,,0.0,0.0,0.0,0.0,,,765.701973,,,765.701973,833.172974,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,833.172974,0,936.968018,,,0.0,1544.420044,6.744995,2488.133057,0.0,2488.133057,3321.30603,
