Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2017,5532.173,3016.74,1153.051,1863.689,571.117,571.117,0.0,732.988,240.389,193.026,54.401,245.172,71.221,36.146,0.0,291.967,22.071,7.073,4392.066,283.975,937.125,-653.15,0.0,,856.132,368.489,349.526,18.963,195.676,1140.107,,183.816,147.38,17.04,19.396,0.0,249.983,0.0,0.0,0.0,,249.983,859.363,59.713,0.0,611.72,1293.162,2680.474,2680.474,0.0,0.0,,232.12,0.0,72.801,,99.606,2912.594,4205.756,0,529.283,0.157,529.126,,848.457,-51.323,1326.417,0.0,1326.417,5532.173,
09/30/2017,5690.398,3056.484,1320.697,1735.787,666.738,666.738,0.0,762.401,248.34,210.514,62.59,240.957,73.873,43.403,,282.302,20.34,6.087,4559.496,279.872,946.478,-666.606,0.0,,851.03,367.441,349.678,17.763,201.287,1130.902,,219.648,138.657,34.774,46.217,,249.996,0.0,,,,249.996,996.396,60.456,,724.41,1466.04,2524.842,2524.842,,,,235.56,,29.106,,145.998,2760.402,4226.442,0,518.223,0.156708,518.066292,0.0,996.514,-50.781,1463.956,0.0,1463.956,5690.398,
12/31/2017,5407.268,2758.19,1073.394,1684.796,740.903,740.903,0.0,787.971,248.475,237.261,53.298,248.937,66.929,46.451,,193.74,8.966,7.038,4353.993,281.634,961.089,-679.455,0.0,,771.641,366.586,350.023,16.563,211.315,1053.275,,189.377,149.844,22.525,17.008,,0.0,0.0,,,,0.0,977.171,67.927,,663.671,1166.548,2486.426,2486.426,,,,528.669,,23.163,,437.579,3015.095,4181.643,0,548.691,0.15662,548.53438,0.0,729.456,-52.522,1225.625,0.0,1225.625,5407.268,
03/31/2018,5598.184,2889.982,1255.682,1634.3,660.455,660.455,0.0,858.924,293.275,260.328,54.47,250.851,131.153,47.388,,193.953,71.741,9.706,4540.514,284.496,977.664,-693.168,0.0,,773.174,365.374,349.998,15.376,213.847,1057.67,,249.25,169.459,37.449,42.342,,0.0,0.0,,,,0.0,951.185,70.934,,632.325,1200.435,2461.914,2461.914,,,,565.692,,78.532,,416.226,3027.606,4228.041,0,561.677,0.155872,561.521128,0.0,862.743,-54.277,1370.143,0.0,1370.143,5598.184,
06/30/2018,5638.619,2880.318,1404.382,1475.936,651.678,651.678,0.0,931.845,331.065,280.208,66.933,253.639,85.159,47.088,0.0,193.2,23.452,9.234,4549.0,286.306,984.674,-698.368,0.0,,803.313,374.031,354.698,19.333,236.082,1089.619,,209.588,169.354,23.287,16.947,0.0,0.0,0.0,0.0,0.0,,0.0,1004.682,71.997,0.0,649.018,1214.27,2237.402,2237.402,0.0,0.0,,566.436,0.0,66.786,1.197,426.456,2803.838,4018.108,0,617.999,0.156,617.843,,1056.445,-53.933,1620.511,0.0,1620.511,5638.619,
09/30/2018,5645.109,2780.308,1649.514,1130.794,602.21,602.21,0.0,993.527,349.3,297.606,80.772,265.849,144.999,57.947,,222.107,3.295,73.769,4521.044,291.232,994.845,-703.613,0.0,,832.833,385.557,360.428,25.129,225.169,1124.065,,267.027,154.93,69.822,42.275,,0.0,0.0,,,,,1043.903,80.936,,659.829,1310.93,2237.89,2237.89,,,,528.92,,66.431,,381.553,2766.81,4077.74,0,596.166,0.153075,596.012925,0.0,1027.37,-56.167,1567.369,0.0,1567.369,5645.109,
12/31/2018,5605.287,2694.094,1793.982,900.112,658.08,658.08,0.0,1005.99,340.253,305.864,84.828,275.045,127.35,59.032,,225.124,12.181,54.405,4485.514,306.351,1022.631,-716.28,0.0,,813.422,384.298,360.48,23.818,204.0,1119.773,,202.591,152.491,33.153,16.947,,249.996,0.0,,,,249.996,1029.951,90.466,,650.455,1482.538,1988.382,1988.382,,,,536.745,,67.139,,379.14,2525.127,4007.665,0,619.265,0.151364,619.113636,0.0,1048.804,-70.447,1597.622,0.0,1597.622,5605.287,
03/31/2019,9187.605,1897.268,1092.163,805.105,958.021,958.021,0.0,1317.26,466.133,314.48,198.927,337.72,270.079,95.693,,205.82,34.479,135.661,4442.628,411.852,1148.958,-737.106,0.0,,4333.125,3867.215,2172.902,1694.313,260.09,4744.977,,257.411,206.248,7.117,44.046,,249.997,0.0,,,,249.997,1193.448,90.61,,780.768,1700.856,3172.649,3172.649,,,,1428.512,,67.103,762.303,508.496,4601.161,6302.017,0,1989.914,0.16162,1989.75238,0.0,928.086,-68.907,2849.093,36.495,2885.588,9187.605,
06/30/2019,9008.516,1739.385,1739.385,,990.113,990.113,0.0,1262.5,,,,,323.077,,,206.141,,323.077,4315.075,448.799,,,0.0,,4244.642,3772.528,2211.858,1560.67,265.973,4693.441,,202.416,202.416,,,,249.999,0.0,,,,249.999,1316.071,98.772,,827.054,1768.486,3173.383,3173.383,,,,1388.954,,,702.285,587.897,4562.337,6330.823,0,2017.312,0.16162,2017.15038,0.0,714.825,-73.029,2659.108,18.585,2677.693,9008.516,
09/30/2019,9229.399,1751.522,988.348,763.174,1066.188,1066.188,0.0,1254.24,449.075,287.951,180.405,336.809,283.799,80.691,,216.629,15.858,183.642,4355.749,581.177,1346.334,-765.157,0.0,,4292.473,3812.89,2263.689,1549.201,262.954,4873.65,,352.089,221.388,86.141,44.56,,278.855,0.0,28.855,,28.855,250.0,1312.503,101.001,,830.25,1943.447,3249.682,3174.13,75.552,,75.552,1356.651,,80.046,688.17,487.434,4606.333,6549.78,0,1999.845,0.157794,1999.687206,0.0,733.173,-71.855,2661.163,18.456,2679.619,9229.399,
12/31/2019,9250.72,1677.522,939.864,737.658,1191.035,1191.035,0.0,1251.4,450.956,319.59,143.736,337.118,257.486,73.322,,213.255,25.102,157.722,4377.443,593.646,1385.643,-791.997,0.0,,4279.631,3792.231,2299.781,1492.45,274.145,4873.277,,368.448,256.646,80.776,31.026,,29.937,0.0,29.937,,29.937,0.0,1319.858,99.969,,866.713,1718.243,3472.497,3399.877,72.62,,72.62,1372.01,,79.895,680.929,511.217,4844.507,6562.75,0,2017.521,0.156849,2017.364151,0.0,719.001,-66.758,2669.764,18.206,2687.97,9250.72,
03/31/2020,8845.946,1634.531,946.175,688.356,1119.263,1119.263,0.0,1264.13,449.251,324.423,150.265,340.191,300.541,71.975,,207.958,36.87,181.138,4318.465,595.847,1333.067,-737.22,0.0,,3931.634,3480.973,2043.129,1437.844,242.703,4527.481,,309.486,243.234,31.601,34.651,,28.52,0.0,28.52,,28.52,0.0,1315.268,100.375,,763.741,1653.274,3511.461,3443.937,67.524,,67.524,1356.015,,80.628,647.22,527.792,4867.476,6520.75,0,2019.071,0.155049,2018.915951,0.0,376.656,-88.294,2307.433,17.763,2325.196,8845.946,
06/30/2020,9279.96,1980.472,1234.409,746.063,1107.413,1107.413,0.0,1310.985,478.594,334.965,158.818,338.608,324.675,74.955,0.0,236.797,56.809,190.834,4723.545,620.614,1375.213,-754.599,0.0,,3935.801,3436.815,2045.402,1391.413,262.189,4556.415,,336.185,264.28,35.64,36.265,0.0,28.994,0.0,28.994,0.0,28.994,0.0,1334.607,96.325,0.0,763.467,1699.786,3540.555,3469.67,70.885,0.0,70.885,1358.609,0.0,78.911,660.885,522.488,4899.164,6598.95,0,2090.268,0.155,2090.113,,654.93,-79.774,2665.424,15.586,2681.01,9279.96,
