Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1993,759.677979,,-192.718002,,,566.959977,,-543.344971,,,23.615,-3.809,,4.633,,0.0,-0.824,19.806,-7.838,11.968,0.0,,,11.968,0.0,11.968,0.0,,11.968,11.968,,0.003747,3225.000323,3225.000323,3225.000323,0.003747,3225.000323,3225.000323,3225.000323,
03/31/1994,748.158997,,-182.531998,,,565.626999,,-570.044983,,,-4.418,-4.492,,4.524,,0.0,-0.032,-8.91,2.526,-6.384,0.0,,,-6.384,0.0,-6.384,0.0,,-6.384,-6.384,,0.003747,-1725.000173,-1725.000173,-1725.000173,0.003747,-1725.000173,-1725.000173,-1725.000173,
06/30/1994,592.210999,,-155.089996,,,437.121003,,-467.170013,,,-30.049,-3.843,,4.719,,0.0,-0.876,-33.892,12.016,-21.875999,0.0,,,-21.876,0.0,-21.875999,0.0,,-21.875999,-21.875999,,0.003748,-5850.000585,-5850.000585,-5850.000585,0.003748,-5850.000585,-5850.000585,-5850.000585,
09/30/1994,769.258972,,-179.173996,,,590.084976,,-562.908997,,,27.176001,-4.397,,4.865,,0.0,-0.468,22.779001,-9.575,13.204,4.058,,,9.146001,0.0,9.146,0.0,,9.146,9.146,,0.003748,2475.000248,3525.000353,3525.000353,0.003748,2475.000248,3525.000353,3525.000353,
12/31/1994,757.862976,,-160.966995,,,596.895981,,-578.593994,,,18.302,-1.654,,4.325,,0.0,-2.671,16.648,-5.44,11.208,0.0,,,11.208,0.0,11.208,0.0,,11.208,11.208,,0.003747,3000.0003,3000.0003,3000.0003,0.003747,3000.0003,3000.0003,3000.0003,
03/31/1995,764.997986,,-193.457993,,,571.539993,,-562.939026,,,8.601,-2.775,,5.057,,0.0,-2.282,5.826,-2.628,3.198,0.0,,,3.198,0.0,3.198,0.0,,3.198,3.198,,0.003747,825.000083,825.000083,825.000083,0.003747,825.000083,825.000083,825.000083,
06/30/1995,773.825012,,-197.740005,,,576.085007,,-570.218994,,,5.866,-4.312,,5.72,,0.0,-1.408,1.554,-0.515,1.039,0.0,,,1.039,0.0,1.039,0.0,,1.039,1.039,,0.003747,300.00003,300.00003,300.00003,0.003747,300.00003,300.00003,300.00003,
09/30/1995,771.965027,,-204.059006,,,567.906021,,-580.271973,,,-12.366,-6.088,,6.274,,0.0,-0.186,-18.454,6.82,-11.634,0.0,,,-11.634,0.0,-11.634,0.0,,-11.634,-11.634,,0.003747,-3075.000308,-3075.000308,-3075.000308,0.003747,-3075.000308,-3075.000308,-3075.000308,
12/31/1995,745.85199,,-201.785995,,,544.065995,,-567.755005,,,-23.688999,-10.258,,6.344,,0.0,3.914,-33.946999,11.222,-22.725,0.0,,,-22.724999,0.0,-22.725,0.0,,-22.725,-22.725,,0.003747,-6075.000608,-6075.000608,-6075.000608,0.003747,-6075.000608,-6075.000608,-6075.000608,
03/31/1996,741.677979,,-691.536011,,,50.141968,,-58.292999,,,-8.151,-7.675,,6.852,,0.0,0.823,-15.826,1.575,-14.251,0.0,,,-14.251,0.0,-14.251,0.0,,-14.251,-14.251,,0.003747,-3825.000383,-3825.000383,-3825.000383,0.003747,-3825.000383,-3825.000383,-3825.000383,
06/30/1996,759.284973,,-694.382019,,,64.902954,,-55.988998,,,8.414,-3.984,,5.203,,0.0,-1.219,4.43,-2.411,2.019,0.0,,,2.019,0.0,2.019,0.0,,2.019,2.019,,0.003747,525.000053,525.000053,525.000053,0.003747,525.000053,525.000053,525.000053,
09/30/1996,790.44397,,-708.575012,,,81.868958,,-57.773998,,,24.094999,-4.655,,4.487,,0.0,0.168,19.439999,-10.501,8.939,0.0,,,8.938999,0.0,8.939,0.0,,8.939,8.939,,0.003747,2400.00024,2400.00024,2400.00024,0.003747,2400.00024,2400.00024,2400.00024,
12/31/1996,781.143005,,-713.320984,,,67.822021,,-59.556999,,,8.265,-50.610001,,4.494,,0.0,46.116001,-42.345001,18.458,-23.886999,0.0,,,-23.887001,0.0,-23.886999,0.0,,-23.886999,-23.886999,,0.003748,-6375.000638,-6375.000638,-6375.000638,0.003748,-6375.000638,-6375.000638,-6375.000638,
03/31/1997,681.656006,,-623.539001,,,58.117004,,-40.054001,,,18.063,-3.806,,3.903,,0.0,-0.097,14.257,-5.926,8.331,1.83,,,6.500999,0.0,6.501,0.0,,6.501,6.501,,0.003748,1725.000204,2250.000314,2250.000314,0.003748,1725.000204,2250.000314,2250.000314,
06/30/1997,730.995972,,-664.215027,,,66.780945,,-40.205002,,,26.576,-2.048,,3.15,,0.0,-1.102,24.528,-10.663,13.865,-0.11,,,13.975,0.0,13.975,0.0,,13.975,13.975,,0.003749,3750.000375,3675.000439,3675.000439,0.003802,3675.000439,3600.00028,3600.00028,
09/30/1997,761.351013,,-678.260986,,,83.090027,,-48.544998,,,34.544998,-3.437,,3.364,,0.0,0.073,31.107998,-11.99,19.118,-0.94,,,20.057998,0.0,20.058001,0.0,,20.058001,20.058001,,0.003783,5325.000372,5100.000564,5100.000564,0.003856,5175.0005,4950.000692,4950.000692,
12/31/1997,724.411011,,-673.383972,,,51.027039,,-31.534,,,19.493,-0.504,,3.129,,0.0,-2.625,18.989,-7.563,11.426,-0.475,,,11.901,0.0,11.901,0.0,,11.901,11.901,,0.003797,3150.000315,3150.000315,3000.0003,0.003797,3075.000308,2925.000293,2925.000293,
03/31/1998,692.460022,,-642.763,,,49.697021,,-40.787998,,,8.909,-3.331,,3.099,,0.0,0.232,5.578,-1.815,3.763,4.41,,,-0.646999,0.0,-0.647,0.0,,-0.647,-0.647,,0.003721,-150.000012,1050.000109,1050.000109,0.003771,-150.000012,975.000062,975.000062,
06/30/1998,727.419006,,-664.049011,,,63.369995,,-38.910999,,,24.459,-2.475,,3.031,,0.0,-0.556,21.984,-9.705,12.279,62.335999,,,-50.056999,0.0,-50.056999,0.0,,-50.056999,-50.056999,,0.003626,-13800.00163,3375.000248,3375.000248,0.003657,-13650.001758,3375.000248,3375.000248,
09/30/1998,744.872986,,-663.762024,,,81.110962,,-54.93,,,26.181,-2.731,,2.714,,0.0,0.017,23.45,-9.905,13.545,0.0,,,13.545,0.0,13.545,0.0,,13.545,13.545,,0.003472,3900.000247,3900.000247,3900.000247,0.003487,3900.000247,3900.000247,3900.000247,
12/31/1998,735.825012,,-672.583008,,,63.242004,,-40.379002,,,22.863001,-4.326,,2.841,,0.0,1.485,18.537001,-8.047,10.49,2.0,,,8.490001,0.0,8.49,0.0,,8.49,8.49,,0.003425,2475.000346,3075.000281,3525.000344,0.003441,2475.000346,3075.000281,3525.000344,
03/31/1999,727.497986,,-676.559998,,,50.937988,,-39.186001,,,11.752,-3.519,2.853,2.853,,0.0,0.666,8.233,-3.458,4.775,0.0,,,4.775,0.0,4.775,0.0,0.0,4.775,4.775,,0.003388,1425.000125,1425.000125,1425.000125,0.003415,1425.000125,1425.000125,1425.000125,
06/30/1999,756.05603,,-690.942993,,,65.113037,,-40.834999,,,24.278,-2.199,2.898,2.898,,,-0.699,22.079,-9.121,12.958,,,,12.958,,12.958,,,12.958,12.958,,0.003314,3900.000247,3900.000247,3900.000247,0.003335,3900.000247,3900.000247,3900.000247,
09/30/1999,860.982971,,-781.60498,,,79.377991,,-45.486,,,33.891998,-6.206,4.544,4.544,,0.0,1.662,27.685998,-11.775,15.911,0.0,,,15.910999,0.0,15.911,0.0,0.0,15.911,15.911,,0.003315,4800.000373,4800.000373,4800.000373,0.003335,4800.000373,4800.000373,4800.000373,
12/31/1999,882.31,,-799.404,,,82.906,,-45.322,,,37.584,-6.303,3.801,5.008,,0.0,2.502,31.281,-14.01,17.271,0.0,,,17.271,0.0,17.271,0.0,0.0,17.271,17.271,,0.003318,5175.000518,5175.000518,5175.000518,0.003339,5025.000503,5025.000503,5025.000503,
03/31/2000,882.085999,,-807.640015,,,74.445984,,-49.159,,,25.287001,-6.534,4.885,4.885,,0.0,1.649,18.753,-8.276,10.477,0.0,,,10.477,0.0,10.477,0.0,0.0,10.477,10.477,,0.003354,3150.000217,3150.000217,3150.000217,0.003373,3075.000281,3075.000281,3075.000281,
06/30/2000,904.166016,,-810.276001,,,93.890015,,-47.887001,,,46.002998,-6.318,5.06,5.06,,0.0,1.258,39.684998,-16.174,23.511,0.0,,,23.510999,0.0,23.511,0.0,0.0,23.511,23.511,,0.003369,6975.000751,6975.000751,4350.00031,0.003391,6900.000815,6900.000815,4350.00031,
09/30/2000,918.89801,,-827.692017,,,91.205994,,-47.845001,,,43.361,-8.847,5.127,5.127,,0.0,3.72,34.514,-14.961,19.552999,0.0,,,19.553,0.0,19.552999,0.0,0.0,19.552999,19.552999,,0.003257,6000.000689,6000.000689,6000.000689,0.003267,6000.000689,6000.000689,6000.000689,
12/31/2000,882.99,,-809.22,,,73.77,,-35.892,,,37.878,-9.142,3.279,4.419,,0.0,5.863,28.736,-12.975,15.761,1.284,,,14.477,0.0,14.477,0.0,0.0,14.477,14.477,,0.003166,4575.000458,4575.000458,7200.00072,0.003189,4575.000458,4575.000458,7125.000713,
03/31/2001,831.978027,,-766.815979,,,65.162048,,-52.719002,,,12.443,-9.326,4.065,4.065,,,5.261,3.117,-1.371,1.746,,,,1.746,,1.746,,,1.746,1.746,,0.003205,525.000055,525.000055,525.000055,0.003253,525.000055,525.000055,525.000055,
06/30/2001,824.77002,,-759.359009,,,65.411011,,-45.533001,,,19.878,-9.777,4.094,4.094,,0.0,5.683,10.101,-4.444,5.657,0.0,,,5.657001,0.0,5.657,0.0,0.0,5.657,5.657,,0.003222,1725.000204,1725.000204,2175.000155,0.003246,1725.000204,1725.000204,2175.000155,
09/30/2001,834.614,,,,,,0.0,-604.637,,,19.237,-6.94,,4.302,,,2.638,12.297,-5.819,6.478,,,,6.478,,6.478,0.0,0.0,6.478,6.478,,0.003266,1950.000195,1950.000195,1950.000195,0.003314,1950.000195,1950.000195,1950.000195,
12/31/2001,785.289,,-726.46,,,58.829,,-59.025,,,-0.196,3.206,2.76,3.97,,0.0,-5.966,3.01,-1.59,1.42,0.0,,,1.42,0.0,1.42,0.0,0.0,1.42,1.42,,0.003307,525.000053,525.000053,-1050.000105,0.003349,450.000045,450.000045,-1125.000113,
03/31/2002,762.340027,,-708.335999,,,54.004028,,-45.900002,,,8.104,-4.484,3.903,3.903,,,0.581,3.62,-1.481,2.139,75.175003,,,-73.036003,,-73.036003,,,-73.036003,-73.036003,,0.003325,-21975.002698,-21975.002698,-21975.002698,0.003368,-21675.002954,-21675.002954,-21675.002954,
06/30/2002,842.549,,,,,,0.0,-622.817,,,13.536,-3.63,,2.867,,,0.763,9.906,-3.686,6.22,-3.592,,,9.812,0.0,6.22,0.0,0.0,6.22,6.22,,0.003787,1650.000165,1642.372664,1650.000165,0.003841,1650.000165,714.907571,1650.000165,
09/30/2002,682.473,,,,,,0.0,-504.624,,,13.482,-2.008,,1.306,,0.0,0.702,11.474,-4.177,7.297,48.578,,,-41.281,0.0,-41.281,0.0,0.0,-41.281,-41.281,,0.00389,-10575.001058,1875.832688,-10425.001043,0.003936,-10575.001058,1765.717677,-10425.001043,
12/31/2002,716.812012,,-659.401978,,,57.410034,,-31.881001,,,25.528999,-3.27,,2.158,,0.0,1.112,22.258999,-8.064,14.195,0.0,,,14.194999,0.0,14.195,0.0,0.0,14.195,14.195,,0.003923,3600.00028,3600.00028,3750.000375,0.003975,3600.00028,3600.00028,3750.000375,
03/31/2003,681.093018,,-636.83197,,,44.261047,,-32.491001,,,11.77,-2.564,2.646,2.646,,0.0,-0.082,9.206001,-3.58,5.626,0.0,,,5.626001,0.0,5.626,0.0,0.0,5.626,5.626,,0.003944,1425.000125,1425.000125,1425.000125,0.003976,1425.000125,1425.000125,1425.000125,
06/30/2003,713.453003,,-650.867981,,,62.585022,,-30.222,,,32.362999,-2.312,2.625,2.625,,0.0,-0.313,30.050999,-11.691,18.360001,0.0,,,18.359999,0.0,18.360001,0.0,0.0,18.360001,18.360001,,0.003945,4650.000501,4650.000501,4050.000566,0.003978,4650.000501,4650.000501,4050.000566,
09/30/2003,770.705,,-694.879,,,75.826,,-38.014,,,37.812,-8.939,6.525,6.525,,,2.414,28.873,-11.504,17.369,,,,17.369,,17.369,,,17.369,17.369,,0.003942,4425.000443,4425.000443,4425.000443,0.003979,4350.000435,4350.000435,4350.000435,
12/31/2003,903.365,,-843.26,,,60.105,,-54.693,,,5.412,-6.728,7.104,8.81,,,-0.376,-1.316,0.644,-0.672,,,,-0.672,,-0.672,,,-0.672,-0.672,,0.004363,-450.000045,-450.000045,-1125.000113,0.004413,-450.000045,-450.000045,-1125.000113,
03/31/2004,1552.135,,-1439.777,,,112.358,,-71.04,,,41.318,-11.79,11.91,11.91,,,-0.12,29.528,-11.372,18.156,,,,18.156,,18.156,,,18.156,18.156,,0.006383,2850.000285,2850.000285,2850.000285,0.006433,2850.000285,2850.000285,2850.000285,
06/30/2004,1674.130981,,-1506.614014,,,167.516968,,-79.276001,,,88.240997,-11.959,11.497,11.497,,,0.462,76.281998,-29.365,46.917,,,,46.916998,,46.917,,,46.917,46.917,,0.006394,7350.000878,7350.000878,7350.000878,0.006458,7275.000942,7275.000942,7275.000942,
09/30/2004,1767.082,,-1573.516,,,193.566,,-72.974,,,120.592,-29.684,11.041,11.041,,,18.643,90.908,-34.999,55.909,,,,55.909,,55.909,,,55.909,55.909,18.279,0.006427,8700.00087,8700.00087,8700.00087,0.006504,8625.000863,8625.000863,8625.000863,
12/31/2004,1774.136963,,-1588.357056,,,185.779907,,-78.287003,,,107.492996,-6.548,7.426,9.506,,0.0,-0.878,100.944997,-37.599998,63.345001,0.0,,,63.344998,0.0,63.345001,0.0,0.0,63.345001,63.345001,,0.006482,9750.000617,9750.000617,9750.000617,0.006823,9300.001002,9300.001002,9300.001002,
03/31/2005,1677.961,,-1519.525,,,158.436,,-71.681,,,86.755,-6.152,8.615,8.615,,0.0,-2.463,80.603,-30.71,49.893,0.0,,,49.893,0.0,49.893,0.0,0.0,49.893,49.893,,0.006506,7650.000765,7650.000765,7650.000765,0.006959,7200.00072,7200.00072,7200.00072,
06/30/2005,2088.846,,-1858.47,,,230.376,,-92.444,,,137.932,-14.987,14.189,14.189,,0.0,0.798,122.945,-46.84,76.105,0.0,,,76.105,0.0,76.105,0.0,0.0,76.105,76.105,,0.007019,10875.001088,10875.001088,10951.501095,0.007376,10350.001035,10350.001035,10426.501043,
09/30/2005,2491.65,,-2213.865,,,277.785,,-110.147,,,167.638,-29.857,19.949,19.949,,0.0,9.908,137.781,-52.496,85.285,0.0,,,85.285,0.0,85.285,0.0,0.0,85.285,85.285,,0.007733,11025.001103,11025.001103,12173.251217,0.008026,10650.001065,10650.001065,11798.25118,
12/31/2005,2483.1,,-2199.398,,,283.702,,-132.076,,,151.626,-20.692,17.112,20.618,,0.0,3.58,130.934,-54.087,76.847,0.0,,,76.847,0.0,76.847,0.0,0.0,76.847,76.847,,0.007715,9975.000998,9975.000998,10400.25104,0.007917,9750.000975,9750.000975,10275.001028,
03/31/2006,2374.161,,-2178.585,,,195.576,,-106.866,,,88.71,-20.634,20.548,20.548,,0.0,0.086,68.076,-25.94,42.136,0.0,,,42.136,0.0,42.136,0.0,0.0,42.136,42.136,,0.00765,5475.000548,5475.000548,5550.000555,0.007884,5325.000533,5325.000533,5400.00054,
06/30/2006,2565.779,,-2283.643,,,282.136,,-105.6,,,176.536,-26.803,23.111,23.111,,0.0,3.692,149.733,-57.481,92.252,0.0,,,92.252,0.0,92.252,0.0,0.0,92.252,92.252,,0.007662,12075.001208,12075.001208,12450.001245,0.00779,11850.001185,11850.001185,12225.001223,
09/30/2006,2571.087,,-2280.326,,,290.761,,-105.288,,,185.473,-30.23,23.025,23.025,,0.0,7.205,155.243,-59.458,95.785,0.0,,,95.785,0.0,95.785,0.0,0.0,95.785,95.785,,0.007662,12525.001253,12525.001253,13125.001313,0.007786,12300.00123,12300.00123,12900.00129,
12/31/2006,2407.663,,-2176.884,,,230.779,,-118.122,,,112.657,-29.753,17.949,21.076,-3.127,0.0,11.804,82.904,-36.445,46.459,0.0,,,46.459,0.0,46.459,0.0,0.0,46.459,46.459,,0.007619,6075.000608,6075.000608,7725.000773,0.007725,6000.0006,6000.0006,7650.000765,
03/31/2007,2328.342,,-2174.212,,,154.13,,-116.324,,,37.806,-35.71,20.038,20.038,,0.0,15.672,2.096,-0.817,1.279,0.0,,,1.279,0.0,1.279,0.0,0.0,1.279,1.279,,0.007645,150.000015,150.000015,1500.00015,0.007815,150.000015,150.000015,1500.00015,
06/30/2007,2486.505,,-2268.013,,,218.492,,-113.464,,,105.028,-20.384,21.766,21.766,,0.0,-1.382,84.644,-29.277,55.367,0.0,,,55.367,0.0,55.367,0.0,0.0,55.367,55.367,,0.007669,7200.00072,7200.00072,6375.000638,0.007801,7125.000713,7125.000713,6300.00063,
09/30/2007,2457.731,,-2259.724,,,198.007,,-109.153,,,88.854,-24.897,22.715,22.715,,0.0,2.182,63.957,-23.213,40.744,0.0,,,40.744,0.0,40.744,0.0,0.0,40.744,40.744,,0.007615,5325.000533,5325.000533,5475.000548,0.007731,5250.000525,5250.000525,5400.00054,
12/31/2007,2348.738,,-2248.73,,,100.008,,-98.382,,,1.626,-804.04,19.869,24.241,,0.0,784.171,-802.414,66.643,-735.771,0.0,,,-735.771,0.0,-735.771,0.0,0.0,-735.771,-735.771,,0.007554,-96450.009645,-96450.009645,750.000075,0.007554,-96300.00963,-96300.00963,900.00009,
03/31/2008,2232.592,,,,,,0.0,-2269.765,,,-37.173,-33.638,,19.339,,,14.299,-70.811,24.441,-46.37,0.0,,,-46.37,0.0,-46.37,0.0,0.0,-46.37,-46.37,10.576,0.007584,-6150.000615,-6150.000615,-4755.000476,0.007584,-6150.000615,-6150.000615,-4755.000476,
06/30/2008,2398.728,,,,,,0.0,-2327.474,,,71.254,-17.014,,18.877,,,-1.863,54.24,-18.461,35.779,,,,35.779,,35.779,0.0,0.0,35.779,35.779,3.57305,0.007616,4697.70797,4697.70797,5166.840517,0.007759,4611.247961,4611.247961,5071.748007,
09/30/2008,2380.258,,,,,,0.0,-3136.879,,,-756.621,-20.079,,21.107,,,-1.028,-776.7,55.823,-720.877,0.0,,,-720.877,0.0,-720.877,0.0,0.0,-720.877,-720.877,0.524939,0.007642,-94350.009435,-94350.009435,-94282.509428,0.007642,-94350.009435,-94350.009435,-94282.509428,
12/31/2008,1928.823,,,,,,0.0,-2264.139,,,-335.316,-17.967,21.676,21.676,0.0,,-3.709,-353.283,108.378,-244.905,0.0,,,-244.905,,-244.905,0.0,0.0,-244.905,-244.905,122.042,0.007868,-31125.003113,-31125.003113,-15600.00156,0.007868,-31125.003113,-31125.003113,-15600.00156,
03/31/2009,1502.795,1502.795,-1775.744,1709.475,66.269,-272.949,0.0,-106.298,,106.298,-379.247,-35.92,,32.219,,,3.701,-415.167,141.385,-273.782,0.0,0.0,0.0,-273.782,0.0,-273.782,0.0,0.0,-273.782,-220.49831,53.28369,0.007916,-34575.003458,-34575.003458,-27853.360285,0.007916,-34575.003458,-34575.003458,-27853.360285,
06/30/2009,1226.264,1226.264,-1453.278,1393.366,59.912,-227.014,0.0,-67.204,,67.204,-294.218,-70.212,,38.333,,,31.879,-364.43,64.948,-299.482,9.555,9.555,0.0,-309.037,0.0,-309.037,0.0,0.0,-309.037,-248.7599,50.7221,0.007931,-39000.0039,-37800.00378,-31366.833137,0.007931,-39000.0039,-37800.00378,-31404.31064,
09/30/2009,1203.977,1203.977,-1265.332,1206.986,58.346,-61.355,0.0,-65.293,,65.293,-126.648,-46.513,,44.371,,,2.142,-173.161,2.078,-171.083,-12.347,-12.347,0.0,-158.736,0.0,-158.736,0.0,0.0,-158.736,-170.4577,0.6253,0.007937,-19998.002,-21552.002155,-21477.242148,0.007937,-19998.002,-21552.002155,-21477.242148,
12/31/2009,1050.109,1050.109,-1073.807,1013.332,60.475,-23.698,0.0,-67.12,,67.12,-90.818,145.338,,46.669,,,-192.007,54.52,53.781,108.301,-11.235,-11.235,0.0,119.536,0.0,119.536,,0.0,119.536,-11.5642,-119.8652,0.009377,12747.001275,11550.001155,-1233.292623,0.009703,12318.001232,11160.001116,-1233.292623,
03/31/2010,987.144,987.144,-1033.179,982.546,50.633,-46.035,0.0,-187.145,,187.145,-233.18,-42.833,,40.927,,,1.906,-276.013,5.878,-270.135,4.004,4.004,0.0,-274.139,0.0,-274.139,,0.0,-274.139,-260.983,9.152,0.00278,-98625.009863,-97200.00972,-93883.291888,0.00278,-98625.009863,-97200.00972,-93907.764391,
06/30/2010,1119.101,1119.101,-1097.231,1047.157,50.074,21.87,0.0,26.42,,-26.42,48.29,-47.026,,41.385,,,5.641,1.264,-0.224,1.04,11.358,11.358,0.0,-10.318,0.847,-9.471,0.0,0.0,-9.471,8.48515,6.59815,0.143767,-75.000008,13.125001,59.017506,0.143904,-75.000008,3.93,49.777505,
09/30/2010,1136.836,1136.836,-1090.923,1041.138,49.785,45.913,0.0,-64.749,,64.749,-18.836,-44.881,,43.922,,,0.959,-63.717,3.794,-59.923,2.514,2.514,0.0,-62.437,0.696,-61.741,0.0,0.0,-61.741,-61.45585,-2.22885,0.1551,-399.00004,-381.000038,-396.23254,0.1551,-399.00004,-381.000038,-396.23254,
