Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
07/25/1992,671.156982,,-532.281982,,138.875,,-118.656998,,,20.218,0.974,,0.773,,0.0,-1.747,21.192,-5.071,,16.121,0.0,,,16.121,0.0,16.121,0.0,,16.121,16.121,,614.135986,0.02625,0.02625,,614.135986,0.02625,0.02625,0.02625,
10/31/1992,841.664978,,-646.265015,,195.399963,,-127.216003,,,68.183998,0.809,,1.476,,0.0,-2.285,68.992998,-26.972,,42.021,0.0,,,42.020998,0.0,42.021,0.0,,42.021,42.021,,612.943968,0.06875,0.06875,0.06875,612.943968,0.06875,0.06875,0.06875,
01/30/1993,682.10199,,-533.80603,,148.295959,,-121.365997,,,26.93,1.826,,0.308,,0.0,-2.134,28.756,-10.477,,18.278999,127.528999,,,-109.249999,0.0,-109.25,0.0,,-109.25,-109.25,,616.127991,-0.1775,0.03,,616.127991,-0.1775,0.03,0.03,
05/01/1993,676.685974,,-522.835022,,153.850952,,-120.793999,,,33.056999,1.376,,0.35,,0.0,-1.726,34.432999,-12.797,,21.636,0.975,,,20.660999,0.0,20.660999,0.0,,20.660999,20.660999,,618.16803,0.03375,0.035,,618.16803,0.03375,0.035,0.035,
07/31/1993,677.835022,,-524.695984,,153.139038,,-123.222,,,29.917,1.352,,0.259,,0.0,-1.611,31.269,-12.126,,19.143,0.975,,,18.167999,0.0,18.167999,0.0,,18.167999,18.167999,,612.575989,0.02875,0.03125,,612.575989,0.02875,0.03125,0.03125,
10/30/1993,817.374023,,-625.607971,,191.766052,,-126.351997,,,65.414001,1.274,,0.454,,0.0,-1.728,66.688001,-24.976,,41.712002,-1.95,,,43.662001,0.0,43.661999,0.0,,43.661999,43.661999,,599.656048,0.0725,0.06875,0.06875,599.656048,0.0725,0.06875,0.06875,
01/29/1994,716.169006,,-557.408997,,158.76001,,-126.736,,,32.023998,1.28,,0.591,,0.0,-1.871,33.303998,-12.754,,20.549999,0.0,,,20.549999,0.0,20.549999,0.0,,20.549999,20.549999,,608.888,0.03375,0.03375,,608.888,0.03375,0.03375,0.03375,
04/30/1994,767.018005,,-597.72998,,169.288025,,-131.992004,,,37.296001,0.364,,0.613,,0.0,-0.977,37.660001,-14.634,,23.025999,0.0,,,23.026002,0.0,23.025999,0.0,,23.025999,23.025999,,614.023987,0.0375,0.0375,,614.023987,0.0375,0.0375,0.0375,
07/31/1994,741.143982,,-579.973999,,161.169983,,-129.449005,,,31.721001,1.344,,0.472,,0.0,-1.816,33.065001,-12.903,,20.162001,0.0,,,20.162001,0.0,20.162001,0.0,,20.162001,20.162001,,620.367981,0.0325,0.0325,,620.367981,0.0325,0.0325,0.0325,
10/29/1994,840.461975,,-610.379028,,230.082947,,-144.069,,,86.014,1.027,,0.847,,0.0,-1.874,87.041,-32.804001,,54.237,0.0,,,54.236999,0.0,54.237,0.0,,54.237,54.237,,608.143984,0.08875,0.08875,0.08875,608.143984,0.08875,0.08875,0.08875,
01/28/1995,730.719971,,-528.575012,,202.144958,,-147.634995,,,54.509998,3.143,,0.311,,0.0,-3.454,57.652998,-22.165001,,35.487999,0.0,,,35.487997,0.0,35.487999,0.0,,35.487999,35.487999,,617.184021,0.0575,0.0575,,617.184021,0.0575,0.0575,0.0575,
04/29/1995,748.046021,,-566.008972,,182.037048,,-143.569,,,38.467999,2.629,,0.438,,0.0,-3.067,41.096998,-15.743,,25.354,0.0,,,25.353998,0.0,25.354,0.0,,25.354,25.354,,614.640015,0.04125,0.04125,,614.640015,0.04125,0.04125,0.04125,
07/29/1995,732.356018,,-563.327026,,169.028992,,-137.479004,,,31.549999,2.161,,0.528,,0.0,-2.689,33.710999,-12.692,,21.018999,0.0,,,21.018999,0.0,21.018999,0.0,,21.018999,21.018999,,600.544006,0.035,0.035,,600.544006,0.035,0.035,0.035,
10/28/1995,835.072998,,-636.343018,,198.72998,,-139.811996,,,58.917999,3.3,,0.252,,0.0,-3.552,62.217999,-23.643,,38.575001,0.0,,,38.574999,0.0,38.575001,0.0,,38.575001,38.575001,,622.0,0.0625,0.0625,0.0625,622.0,0.0625,0.0625,0.0625,
01/27/1996,724.380981,,-546.94397,,177.437012,,-150.255997,,,27.181,5.887,,0.409,,0.0,-6.296,33.068,-12.401,,20.667,0.0,,,20.667,0.0,20.667,0.0,,20.667,20.667,,613.599976,0.03375,0.03375,0.03375,613.599976,0.03375,0.03375,0.03375,
04/27/1996,746.65802,,-568.197998,,178.460022,,-142.858002,,,35.602001,2.268,,0.432,,0.0,-2.7,37.870001,-13.35,,24.52,0.0,,,24.520001,0.0,24.52,0.0,,24.52,24.52,,613.0,0.04,0.04,0.04,613.0,0.04,0.04,0.04,
07/27/1996,749.870972,,-603.898987,,145.971985,,-140.798996,,,5.173,1.521,,0.391,,0.0,-1.912,6.694,-2.684,,4.01,0.0,,,4.01,0.0,4.01,0.0,,4.01,4.01,,616.0,0.00625,0.00625,0.00625,616.0,0.00625,0.00625,0.00625,
10/26/1996,877.775024,,-679.231018,,198.544006,,-144.854004,,,53.689999,-5.848,,0.387,,0.0,5.461,47.841999,-17.631001,,30.211,0.0,,,30.210998,0.0,30.211,0.0,,30.211,30.211,,604.0,0.05,0.05,0.05875,604.0,0.05,0.05,0.05875,
01/25/1997,810.309021,,-626.799988,,183.509033,,-150.376007,,,33.132999,-0.085,,3.058,,0.0,-2.973,33.047999,-12.066,,20.982,0.0,,,20.981999,0.0,20.982,0.0,,20.982,20.982,,616.0,0.03375,0.03375,0.03375,621.599976,0.03375,0.03375,0.03375,
04/26/1997,798.455017,,-608.841003,,189.614014,,-148.307999,,,41.306,-0.468,,3.342,,0.0,-2.874,40.838,-15.15,,25.688,0.0,,,25.688,0.0,25.688,0.0,,25.688,25.688,,622.400024,0.04125,0.04125,0.04125,622.400024,0.04125,0.04125,0.04125,
07/26/1997,779.679016,,-609.526978,,170.152039,,-142.016998,,,28.135,0.055,,3.415,,0.0,-3.47,28.19,-10.037,,18.153,0.0,,,18.153001,0.0,18.153,0.0,,18.153,18.153,,608.0,0.03,0.03,0.03,608.0,0.03,0.03,0.03,
10/25/1997,868.107971,,-652.494019,,215.613953,,-150.018005,,,65.596001,3.189,,5.228,,0.0,-8.417,68.785,-24.115999,,44.668999,0.0,,,44.669001,0.0,44.668999,0.0,,44.668999,44.668999,,606.400024,0.07375,0.07375,0.06875,606.400024,0.07375,0.07375,0.06875,
01/24/1998,814.914001,,-605.195984,,209.718018,,-163.561005,,,46.157001,29.150001,,3.182,,0.0,-32.332001,75.307002,-28.458,,46.848999,0.0,,,46.849002,0.0,46.848999,0.0,,46.848999,46.848999,,604.799988,0.0775,0.0775,0.05,614.400024,0.07625,0.07625,0.04875,
04/25/1998,778.325012,,-577.809021,,200.515991,,-162.612,,,37.903999,2.528,,3.371,,0.0,-5.899,40.431999,-14.136,,26.296,0.0,,,26.296,0.0,26.296,0.0,,26.296,26.296,,600.0,0.04375,0.04375,0.04375,618.400024,0.0425,0.0425,0.0425,
07/25/1998,755.768982,,-561.143982,,194.625,,-160.960999,,,33.664001,0.195,,3.919,,0.0,-4.114,33.859001,-12.865,,20.993999,0.0,,,20.994002,0.0,20.993999,0.0,,20.993999,20.993999,,600.0,0.035,0.035,0.035,600.0,0.035,0.035,0.035,
10/31/1998,912.036987,,-656.184021,,255.852966,,-190.072998,,,65.779999,1.958,,3.22,,0.0,-5.178,67.737999,-22.586,,45.152,0.0,,,45.151998,0.0,45.152,0.0,,45.152,45.152,,588.799988,0.07625,0.07625,0.07625,588.799988,0.07625,0.07625,0.07625,
01/30/1999,799.005005,,-557.23999,,241.765015,,-183.348007,,,58.417,7.301,2.933,2.933,,0.0,-10.234,65.718,-23.337999,,42.380001,0.0,,,42.380001,0.0,42.380001,0.0,,42.380001,42.380001,,587.599976,0.0725,0.0725,0.065,591.096008,0.0725,0.0725,0.065,
05/01/1999,791.094971,,-564.072021,,227.022949,,-177.332993,,,49.689999,-1.209,3.683,3.683,,0.0,-2.474,48.480999,-16.646999,,31.834,0.0,,,31.833999,0.0,31.834,0.0,,31.834,31.834,,586.080017,0.05375,0.05375,0.05375,590.927979,0.05375,0.05375,0.05375,
07/31/1999,816.817993,,-595.812988,,221.005005,,-177.606003,,,43.398998,1.962,3.606,3.606,,0.0,-5.568,45.360998,-15.811,,29.549999,0.0,,,29.549998,0.0,29.549999,0.0,,29.549999,29.549999,,582.192017,0.05125,0.05125,0.05125,587.536011,0.05,0.05,0.05,
10/31/1999,950.838989,,-662.599976,,288.239014,,-198.837997,,,89.401001,2.512,,3.524,,0.0,-6.036,91.913001,-32.238998,,59.674,0.0,,,59.674002,0.0,59.674,0.0,,59.674,59.674,,582.184021,0.1025,0.1025,0.1025,582.184021,0.1025,0.1025,0.1025,
01/29/2000,903.913025,,-640.83197,,263.081055,,-196.360001,,,66.721001,1.825,3.561,3.561,,0.0,-5.386,68.546001,-24.698,,43.848,0.0,,,43.848001,0.0,43.848,0.0,0.0,43.848,43.848,,569.367981,0.0775,0.0775,0.0775,575.159973,0.075,0.075,0.075,
04/29/2000,879.02301,,-638.908997,,240.114014,,-184.100006,,,56.014,0.63,4.338,4.338,,0.0,-4.968,56.644,-20.389999,,36.254002,0.0,,,36.254001,0.0,36.254002,0.0,0.0,36.254002,36.254002,,563.083984,0.065,0.065,0.065,566.468018,0.065,0.065,0.065,
07/29/2000,886.015015,,-666.629028,,219.385986,,-173.113998,,,46.271999,-0.769,3.384,3.384,,0.0,-2.615,45.502999,-16.367001,,29.136,0.0,,,29.135999,0.0,29.136,0.0,0.0,29.136,29.136,,559.627991,0.0525,0.0525,0.0525,563.315979,0.0525,0.0525,0.0525,
10/28/2000,1006.18103,,-728.504028,,277.677002,,-184.076996,,,93.599998,0.088,3.623,3.623,,0.0,-3.711,93.687999,-32.709,,60.979,0.0,,,60.978999,0.0,60.979,0.0,0.0,60.979,60.979,,560.880005,0.11,0.11,0.11,564.703979,0.11,0.11,0.11,
01/27/2001,891.247009,,-680.478027,,210.768982,,-145.173996,,,65.595001,-0.448,3.171,3.171,,0.0,-2.723,65.147001,-23.615,,41.532001,0.0,,,41.532001,0.0,41.532001,0.0,0.0,41.532001,41.532001,,554.26001,0.075,0.075,0.075,558.335999,0.075,0.075,0.075,
04/28/2001,961.791992,,-752.419006,,209.372986,,-144.524994,,,64.848,-3.822,7.164,7.164,,0.0,-3.342,61.026,-22.132,,38.894001,0.0,,,38.894,0.0,38.894001,0.0,0.0,38.894001,38.894001,,554.687988,0.07,0.07,0.07,560.007996,0.07,0.07,0.07,
07/28/2001,976.977,,-766.531,,210.446,,-153.963,,,56.483,-5.569,8.947,8.947,,0.0,-3.378,50.914,-17.702,,33.212,0.0,,,33.212,0.0,33.212,0.0,0.0,33.212,33.212,,555.16,0.06,0.06,0.06,561.764,0.06,0.06,0.06,
10/27/2001,1055.228,,-789.909,,265.319,,-151.939,,,113.38,-5.453,,8.671,,0.0,-3.218,107.927,-39.124,,68.803,0.0,,,68.803,0.0,68.803,0.0,0.0,68.803,68.803,,550.424,0.125,0.125,0.125,561.656,0.1225,0.1225,0.1225,
01/26/2002,983.014,,-736.762,,246.252,,-161.688,,,84.564,-5.278,8.291,8.291,,0.0,-3.013,79.286,-28.935,,50.351,0.0,,,50.351,0.0,50.351,0.0,0.0,50.351,50.351,,554.932,0.09,0.09,0.09,561.948,0.09,0.09,0.09,
04/27/2002,954.627,,-730.57,,224.057,,-168.554,,,55.503,-3.941,8.123,8.123,,0.0,-4.182,51.562,-18.822,,32.74,0.0,,,32.74,0.0,32.74,0.0,0.0,32.74,32.74,,555.276,0.06,0.06,0.06,562.412,0.0575,0.0575,0.0575,
07/27/2002,933.778,,-706.968,,226.81,,-164.329,,,62.481,-3.727,7.704,7.704,,0.0,-3.977,58.754,-20.493,,38.261,0.0,,,38.261,0.0,38.261,0.0,0.0,38.261,38.261,,555.216,0.07,0.07,0.07,561.036,0.0675,0.0675,0.0675,
10/26/2002,1038.895,,-773.161,,265.734,,-150.032,,,150.032,-45.664,,49.378,,0.0,-3.714,104.368,-36.398,,67.97,0.0,,,67.97,0.0,67.97,0.0,0.0,67.97,67.97,,554.856,0.1225,0.1225,0.1225,554.856,0.1225,0.1225,0.1225,
01/25/2003,1018.450012,,-766.284973,,252.165039,,-175.975006,,,76.190002,-4.305,7.047,7.047,,0.0,-2.742,71.885003,-24.945,,46.939999,0.0,,,46.940003,0.0,46.939999,0.0,0.0,46.939999,46.939999,,553.55603,0.085,0.085,0.085,559.0,0.085,0.085,0.085,
04/26/2003,1002.60199,,-764.153992,,238.447998,,-180.393005,,,58.055,-5.774,8.097,8.097,,0.0,-2.323,52.281,-18.48,,33.800999,0.0,,,33.801001,0.0,33.800999,0.0,0.0,33.800999,33.800999,,553.52002,0.06,0.06,0.06,558.132019,0.06,0.06,0.06,
07/26/2003,1009.39502,,-782.208008,,227.187012,,-172.996002,,,54.191002,-0.643,8.253,8.253,,0.0,-7.61,53.548002,-18.875,,34.673,0.0,,,34.673002,0.0,34.673,0.0,0.0,34.673,34.673,,553.752014,0.0625,0.0625,0.0625,559.26001,0.0625,0.0625,0.0625,
10/25/2003,1169.881,,-874.528,,295.353,,-179.265,,,116.088,-4.471,8.467,8.467,,0.0,-3.996,111.617,-41.252,,70.365,0.0,,,70.365,0.0,70.365,0.0,0.0,70.365,70.365,,551.884,0.1275,0.1275,0.1275,562.92,0.125,0.125,0.125,
01/24/2004,1135.532959,,-863.757019,,271.77594,,-188.257996,,,83.517998,-1.902,6.81,6.81,,0.0,-4.908,81.615998,-29.790001,,51.826,0.0,,,51.825997,0.0,51.826,,,51.826,51.826,,554.447998,0.0925,0.0925,0.0925,560.40802,0.0925,0.0925,0.0925,
04/24/2004,1143.126953,,-869.708008,,273.418945,,-194.388,,,79.030998,5.196,6.623,6.623,,0.0,-11.819,84.226998,-30.576,,53.651001,0.0,,,53.650998,0.0,53.651001,0.0,0.0,53.651001,53.651001,,554.504028,0.0975,0.0975,0.095,561.16803,0.095,0.095,0.0925,
07/24/2004,1155.999023,,-899.070984,,256.92804,,-180.561005,,,76.366997,12.364001,6.645,6.645,,0.0,-19.009001,88.730998,-32.388,,56.342999,0.0,,,56.342997,0.0,56.342999,0.0,0.0,56.342999,56.342999,,555.304016,0.1025,0.1025,0.0825,562.392029,0.1,0.1,0.08,
10/30/2004,1345.216,,-1026.334,,318.882,,-204.975,,,113.907,-7.064,7.064,7.064,,0.0,0.0,106.843,-40.148,,69.843,0.0,,,66.695,0.0,66.695,0.0,0.0,66.695,66.695,,558.744,0.125,0.125,0.125,558.744,0.125,0.125,0.125,
01/30/2005,1271.431,,-959.363,,312.068,,-210.139,,,101.929,0.758,6.774,6.774,,0.0,-7.532,102.687,-38.054,,64.633,0.0,,,64.633,0.0,64.633,0.0,0.0,64.633,64.633,,552.144,0.1175,0.1175,0.1175,558.504,0.115,0.115,0.115,
05/01/2005,1309.637,,-1006.691,,302.946,,-208.91,,,94.036,-4.82,6.706,6.706,,0.0,-1.886,89.216,-33.238,,55.978,0.0,,,55.978,0.0,55.978,0.0,0.0,55.978,55.978,,553.32,0.1,0.1,0.1,559.448,0.1,0.1,0.1,
07/31/2005,1355.020996,,-1054.276978,,300.744019,,-215.686005,,,85.057999,-3.526,7.323,7.323,,0.0,-3.797,81.531999,-30.099001,,51.432999,0.0,,,51.432998,0.0,51.432999,0.0,0.0,51.432999,51.432999,,552.107971,0.0925,0.0925,0.0925,558.031982,0.0925,0.0925,0.0925,
10/30/2005,1477.908,,-1109.747,,368.161,,-229.299,,,138.862,-6.1,,6.941,,0.0,-0.841,132.762,-50.532,,82.23,0.0,,,82.23,0.0,82.23,0.0,0.0,82.23,82.23,,551.12,0.15,0.15,0.15,557.24,0.1475,0.1475,0.1475,
01/29/2006,1415.933,,-1062.938,,352.995,,-249.745,,,103.25,-2.95,6.232,6.232,,0.0,-3.282,100.3,-31.024,,69.276,0.0,,,69.276,0.0,69.276,0.0,0.0,69.276,69.276,,551.592,0.125,0.125,0.125,557.356,0.125,0.125,0.125,
04/30/2006,1365.345,,-1033.866,,331.479,,-227.788,,,103.691,-2.093,6.404,6.404,,0.0,-4.311,101.598,-34.29,,67.308,0.0,,,67.308,0.0,67.308,0.0,0.0,67.308,67.308,,551.624,0.1225,0.1225,0.1225,558.236,0.12,0.12,0.12,
07/30/2006,1406.894,,-1084.74,,322.154,,-227.415,,,94.739,-7.206,6.555,6.555,,0.0,0.651,87.533,-27.982,,59.551,0.0,,,59.551,0.0,59.551,0.0,0.0,59.551,59.551,,551.652,0.1075,0.1075,0.105,558.736,0.1075,0.1075,0.105,
10/29/2006,1557.309,,-1180.747,,376.562,,-232.086,,,144.476,-3.364,9.454,6.445,,0.0,-6.09,141.112,-51.108,,90.004,0.0,,,90.004,0.0,90.004,0.0,0.0,90.004,90.004,,553.88,0.1625,0.1625,0.1625,562.52,0.16,0.16,0.16,
01/28/2007,1504.083,,-1144.646,,359.437,,-239.651,,,119.786,-4.278,6.358,6.358,,0.0,-2.08,115.508,-40.183,,75.325,0.0,,,75.325,0.0,75.325,0.0,0.0,75.325,75.325,,550.132,0.1375,0.1375,0.1375,558.268,0.135,0.135,0.135,
04/29/2007,1504.597,,-1158.711,,345.886,,-232.94,,,112.946,-4.404,6.998,6.998,,0.0,-2.594,108.542,-40.541,,68.001,0.0,,,68.001,0.0,68.001,0.0,0.0,68.001,68.001,,550.972,0.1225,0.1225,0.1225,558.844,0.1225,0.1225,0.1225,
07/29/2007,1520.005,,-1196.624,,323.381,,-229.054,,,94.327,-4.048,6.633,6.633,,0.0,-2.585,90.279,-32.905,,57.374,0.0,,,57.374,0.0,57.374,0.0,0.0,57.374,57.374,,549.788,0.105,0.105,0.105,557.656,0.1025,0.1025,0.1025,
10/28/2007,1664.347,,-1278.524,,385.823,,-232.432,,,153.391,2.117,7.718,7.718,,0.0,-9.835,155.508,-54.316,,101.192,0.0,,,101.192,0.0,101.192,0.0,0.0,101.192,101.192,,547.0,0.185,0.185,0.1775,554.48,0.1825,0.1825,0.175,
01/27/2008,1621.165,,-1219.146,,402.019,0.0,-251.05,207.944,43.106,150.969,-11.658,,6.72,,0.0,4.938,139.311,-51.13,,88.181,0.0,,,88.181,0.0,88.181,0.0,0.0,88.181,88.181,0.0,542.824,0.1625,0.1625,0.1625,550.664,0.16,0.16,0.16,
04/27/2008,1594.084,,-1330.132,,263.952,0.0,-139.399,140.22,-0.821,124.553,-3.176,,6.429,,,-3.253,121.377,-43.816,,77.561,0.0,,,77.561,0.0,77.561,,0.0,77.561,77.561,,542.608,0.1425,0.1425,0.1425,550.48,0.14,0.14,0.14,
07/27/2008,1678.142,,-1449.096,,229.046,0.0,-135.015,135.256,-0.241,94.031,-13.904,,7.45,,,6.454,80.127,-28.18,,51.947,0.0,,,51.947,0.0,51.947,0.0,0.0,51.947,51.947,,541.564,0.095,0.095,0.095,548.22,0.095,0.095,0.095,
10/26/2008,1861.512,,-1585.272,,276.24,0.0,-132.132,132.936,-0.804,144.108,-27.387,,7.424,,,19.963,116.721,-48.91,0.0,67.811,0.0,,,67.811,0.0,67.811,0.0,0.0,67.811,67.811,,538.772,0.125,0.125,0.125,544.688,0.125,0.125,0.125,
01/25/2009,1689.086,1689.086,-1416.771,1416.771,272.315,0.0,-141.827,142.525,-0.698,130.488,-5.064,,7.455,,,-2.391,125.424,-43.247,,82.177,0.0,0.0,0.0,82.177,-0.794,81.383,0.0,0.0,81.383,81.381895,-0.001105,537.508,0.1525,0.1525,0.151406,540.652,0.15,0.15,0.149998,
04/26/2009,1595.043,1595.043,-1333.005,1333.005,262.038,0.0,-138.361,139.846,-1.485,123.677,1.666,,6.918,,,-8.584,125.343,-44.243,,81.1,0.0,0.0,0.0,81.1,-0.715,80.385,0.0,0.0,80.385,75.3293,-5.0557,537.088,0.15,0.15,0.140255,541.492,0.1475,0.1475,0.138163,
07/26/2009,1574.44,1574.44,-1314.116,1314.116,260.324,0.0,-140.794,142.01,-1.216,119.53,-0.553,,6.963,,,-6.41,118.977,-40.882,,78.095,0.0,0.0,0.0,78.095,-0.926,77.169,0.0,0.0,77.169,73.464,-3.705,537.02,0.1425,0.1425,0.136799,542.88,0.1425,0.1425,0.135675,
10/25/2009,1675.102,1675.102,-1370.908,1370.908,304.194,0.0,-141.31,142.704,-1.394,162.884,-4.481,,6.659,,,-2.178,158.403,-53.797,,104.606,0.0,0.0,0.0,104.606,-0.73,103.876,0.0,0.0,103.876,101.471,-2.405,536.012,0.195,0.195,0.189307,542.808,0.1925,0.1925,0.188069,
01/24/2010,1727.447,1727.447,-1409.06,1409.06,318.387,0.0,-142.711,145.532,-2.821,175.676,-6.118,,6.561,,,-0.443,169.558,-57.289,,112.269,0.0,0.0,0.0,112.269,-1.062,111.207,0.0,0.0,111.207,110.687,-0.52,534.356,0.21,0.21,0.207141,541.424,0.205,0.205,0.20404,
04/25/2010,1699.782,1699.782,-1419.315,1419.315,280.467,0.0,-142.83,146.782,-3.952,137.637,-5.151,,6.574,,,-1.423,132.486,-53.951,,78.535,0.0,0.0,0.0,78.535,-0.673,77.862,0.0,0.0,77.862,88.147,10.285,534.374,0.145,0.145,0.164954,542.314,0.145,0.145,0.163965,
07/25/2010,1730.451,1730.451,-1445.536,1445.536,284.915,0.0,-144.301,146.523,-2.222,140.614,-6.183,,6.493,,,-0.31,134.431,-48.067,,86.364,0.0,0.0,0.0,86.364,-0.994,85.37,0.0,0.0,85.37,84.98,-0.39,532.802,0.16,0.16,0.159497,540.652,0.16,0.16,0.159279,
10/31/2010,2063.039,2063.039,-1708.066,1708.066,354.973,0.0,-162.325,166.456,-4.131,192.648,-4.572,,6.961,,,-2.389,188.076,-65.468,,122.608,0.0,0.0,0.0,122.608,-1.46,121.148,0.0,0.0,121.148,119.263,-1.885,532.408,0.23,0.23,0.224007,541.188,0.225,0.225,0.221517,
01/30/2011,1921.558,1921.558,-1547.553,1547.553,374.005,0.0,-138.256,145.161,-6.905,235.749,-6.138,,6.579,,,-0.441,229.611,-79.576,,150.035,0.0,0.0,0.0,150.035,-1.209,148.826,0.0,0.0,148.826,148.501,-0.325,1066.24,0.14,0.14,0.139275,1086.96,0.1375,0.1375,0.137201,
05/01/2011,1959.041,1959.041,-1632.814,1632.814,326.227,0.0,-153.464,160.136,-6.672,172.763,-5.215,,7.187,,,-1.972,167.548,-56.846,,110.702,0.0,0.0,0.0,110.702,-1.123,109.579,0.0,0.0,109.579,108.474,-1.105,534.414,0.205,0.205,0.202978,545.694,0.2,0.2,0.197975,
07/31/2011,1910.592,1910.592,-1612.737,1612.737,297.855,0.0,-151.033,156.595,-5.562,146.822,-5.484,,5.623,,,-0.139,141.338,-41.374,,99.964,0.0,0.0,0.0,99.964,-1.483,98.481,0.0,0.0,98.481,98.546,0.065,533.85,0.185,0.185,0.184595,545.518,0.18,0.18,0.180119,
