Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2008,996.434,,,-853.453,,,142.981,,-36.715,,,,,106.266,-9.727,9.48,9.694,-0.214,0.0,,0.247,96.539,-36.239,60.3,0.0,,,60.3,0.0,60.3,0.0,0.0,60.3,60.3,,125.907,0.48,0.48,0.48,129.042,0.47,0.47,0.47,
12/31/2008,879.787,,,-753.133,,,126.654,,-40.603,,,,,86.051,-3.004,3.394,3.569,-0.175,0.0,-0.39,0.0,83.047,-29.771,53.276,0.0,,,53.276,0.0,53.276,0.0,0.0,53.276,53.276,,128.692,0.41,0.41,0.43,128.692,0.41,0.41,0.43,
03/31/2009,722.835,663.654,59.181,-633.986,586.623,47.363,88.849,0.0,-31.859,8.45,8.45,,23.409,56.99,-7.381,6.756,,,,0.625,0.0,49.609,-18.851,30.758,0.0,0.0,0.0,30.758,0.0,30.758,0.0,0.0,30.758,30.888,0.13,126.078,0.24,0.24,0.244991,128.558,0.24,0.24,0.241011,
06/30/2009,769.784,702.986,66.798,-677.973,630.879,47.094,91.811,0.0,-44.72,19.401,19.401,,25.319,47.091,-7.728,7.505,,,,0.223,0.0,39.363,-15.314,24.049,0.0,0.0,0.0,24.049,0.0,24.049,0.0,0.0,24.049,24.114,0.065,126.346,0.19,0.19,0.190857,129.364,0.19,0.19,0.190502,
09/30/2009,833.749,740.697,93.052,-728.509,681.411,47.098,105.24,0.0,-34.286,10.232,10.232,,24.054,70.954,-6.079,6.308,,,,-0.229,0.0,64.875,-24.912,39.963,0.0,0.0,0.0,39.963,0.0,39.963,0.0,0.0,39.963,40.613,0.65,127.073,0.31,0.31,0.319604,129.819,0.31,0.31,0.315007,
12/31/2009,876.953,769.716,107.237,-770.364,722.873,47.491,106.589,0.0,-33.653,9.326,9.326,,24.327,72.936,-2.715,6.79,,,,-4.075,0.0,70.221,-28.556,41.665,0.0,0.0,0.0,41.665,0.0,41.665,0.0,0.0,41.665,41.665,0.0,130.092,0.32,0.32,0.32,130.092,0.32,0.32,0.32,
03/31/2010,844.673,736.826,107.847,-747.495,699.483,48.012,97.178,0.0,-29.738,6.659,6.659,,23.079,67.44,-6.494,6.494,,,,,0.0,60.946,-23.464,37.482,0.0,0.0,0.0,37.482,0.0,37.482,0.0,0.0,37.482,37.482,0.0,127.282,0.29,0.29,0.29,130.397,0.29,0.29,0.29,
06/30/2010,942.776,812.033,130.743,-819.92,770.772,49.148,122.856,0.0,-31.509,8.824,8.824,,22.685,91.347,-6.611,6.611,,,,,0.0,84.736,-32.623,52.113,0.0,0.0,0.0,52.113,0.0,52.113,0.0,0.0,52.113,51.658,-0.455,125.686,0.41,0.41,0.411008,128.92,0.4,0.4,0.396471,
09/30/2010,986.024,854.836,131.188,-858.379,808.571,49.808,127.645,0.0,-36.155,13.147,13.147,,23.008,91.49,-6.662,6.662,,,,,0.0,84.828,-32.659,52.169,0.0,0.0,0.0,52.169,0.0,52.169,0.0,0.0,52.169,52.16887,-0.00013,123.39,0.42,0.42,0.422797,126.404,0.41,0.41,0.409999,
12/31/2010,1020.012,873.522,146.49,-889.698,839.604,50.094,130.314,0.0,-32.966,8.389,8.389,,24.577,97.348,-8.164,8.164,,,,,0.0,89.184,-31.331,57.853,0.0,0.0,0.0,57.853,0.0,57.853,0.0,0.0,57.853,57.853,0.0,125.413,0.46,0.46,0.46,125.413,0.46,0.46,0.46,
03/31/2011,1000.78,831.6,169.18,-882.712,831.355,51.357,118.068,0.0,-28.245,6.88,6.88,,21.365,89.823,-8.434,8.434,,,,,0.0,81.389,-31.294,50.095,0.0,0.0,0.0,50.095,0.0,50.095,0.0,0.0,50.095,47.235,-2.86,120.98,0.41,0.41,0.390436,123.966,0.4,0.4,0.376929,
06/30/2011,1149.855,924.689,225.166,-1005.954,953.403,52.551,143.901,0.0,-30.458,7.515,7.515,,22.943,113.443,-6.706,6.706,,,,,0.0,106.737,-41.041,65.696,0.0,0.0,0.0,65.696,0.0,65.696,0.0,0.0,65.696,64.526,-1.17,120.237,0.55,0.55,0.536657,123.285,0.53,0.53,0.52051,
09/30/2011,1171.27,947.381,223.889,-1023.838,969.434,54.404,147.432,0.0,-28.752,6.114,6.114,,22.638,118.68,-7.145,7.145,,,,,0.0,111.535,-42.885,68.65,0.0,0.0,0.0,68.65,0.0,68.65,0.0,0.0,68.65,68.647465,-0.002535,118.627,0.58,0.58,0.578683,121.126,0.57,0.57,0.569979,
