Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2000,1046.882,954.551,170.102,784.449,25.54,25.459,,10.925,1.293,6.966,2.666,,14.388,,,,,1005.404,37.842,80.278,-42.436001,0.048,,3.588,0.0,0.0,0.0,,3.588,41.478,,8.818,8.818,,,,2.123,1.394,0.729,0.729,16.842,,,16.842,27.783,5.294,3.599,1.695,1.695,0.0,,,,,,0.0,5.294,33.077,0.0,945.73,,,0,70.139,-2.064,1013.805,0.0,1013.805,1046.882,
06/30/2000,1282.107,974.067,189.812,784.255,38.271,38.271,,11.092,1.297,7.301,2.494,0.0,16.537,,,,,1039.967,44.913,89.723,-44.81,0.0,,197.227,191.165,191.165,0.0,,6.062,242.14,,12.291,12.291,,,,2.122,1.418,0.704,0.704,27.334,,,27.334,41.747,4.768,3.235,1.533,1.533,0.0,,,,,,0.0,4.768,46.515,0.0,1166.124,,,0,73.534,-4.066,1235.592,0.0,1235.592,1282.107,
09/30/2000,1392.421997,1041.976013,79.223999,962.752014,49.032001,,,11.153,1.584,7.223,2.346,,14.932,,,,,1117.093018,52.814999,100.399002,-47.584,0.0,,222.514008,218.962006,,,,3.552002,275.329006,,16.802999,16.802999,,,,2.12,1.443,0.677,0.677,31.757001,,,31.757001,50.68,4.236,2.865,1.371,1.371,11.232,,,,,,11.232,15.468,66.148001,0.0,1275.119995,,,0,,51.153999,1326.273994,0.0,1326.273994,1392.421995,
12/31/2000,5561.878906,1128.804985,88.747002,1040.057983,87.029999,,,33.546001,3.607,11.152,8.024,10.763,21.103001,,,,,1270.484009,79.069,143.419998,-64.350998,0.0,,4212.326172,4209.37793,,,,2.948242,4291.395172,,35.099998,35.099998,,,,1.319,0.657,0.662,0.662,127.420006,,,127.420006,163.839005,2.571,1.387,1.184,1.184,68.775002,,,,,,68.775002,71.346002,235.185006,0.0,5900.263184,,,0,,-573.56897,5326.694214,0.0,5326.694214,5561.87922,
03/31/2001,5453.277832,1132.092995,58.196999,1073.895996,83.891998,,,32.740002,1.817,14.56,16.363001,,52.372002,,,,,1301.097046,112.953003,183.953003,-71.0,28.143,,4011.084961,4008.439941,3708.190918,300.249023,,2.64502,4152.180964,,38.069,38.069,,,,1.264,0.668,0.596,0.596,53.538002,,,53.538002,92.871002,2.266,1.216,1.05,1.05,120.040001,,,,,,120.040001,122.306001,215.177003,0.0,5950.680176,,,0,,-712.578979,5238.101196,0.0,5238.101196,5453.278199,
06/30/2001,2104.865967,1152.771011,148.307999,1004.463013,21.441,,,20.261,2.187,9.139,8.935,,53.178001,,,,,1247.651001,116.777,195.130005,-78.352997,16.023001,,724.414978,722.357971,439.022003,283.335968,,2.057007,857.214979,,23.326,23.326,,,,1.35,0.657,0.693,0.693,52.299998,,,52.299998,76.975998,1.909,1.064,0.845,0.845,80.246002,,,,,,80.246002,82.155002,159.131,0.0,5958.583008,,,0,,-4012.8479,1945.735107,0.0,1945.735107,2104.866108,
09/30/2001,2025.102051,1117.243027,166.278,950.965027,21.097,,,20.999001,2.621,10.981,7.397,,55.088001,,,,,1214.427002,110.195,193.414001,-83.219002,14.523,,685.95697,684.382019,417.959991,266.422028,,1.574951,810.67497,,25.896,25.896,,,,1.223,0.69,0.533,0.533,64.774997,,,64.774997,91.893997,1.704,0.865,0.839,0.839,63.183998,,,,,,63.183998,64.887998,156.781995,0.0,5936.424805,,,0,,-4068.10498,1868.319824,0.0,1868.319824,2025.10182,
12/31/2001,1949.852051,1082.772026,95.333,987.439026,18.201,,,19.07,0.726,12.221,6.123,,58.327999,,,,,1178.370972,109.269997,199.057999,-89.788002,14.523,,647.687988,646.458984,396.950012,249.508972,,1.229004,771.480985,,23.83,23.83,,,,1.202,0.702,0.5,0.5,49.768003,,,49.768003,74.800003,1.433,0.685,0.748,0.748,52.493999,,,,,,52.493999,53.926999,128.727003,0.0,5934.589844,,,0,,-4113.464844,1821.125,0.0,1821.125,1949.852003,
03/31/2002,1829.193,1058.709,335.592,723.117,14.191,14.191,,16.608,0.767,12.485,3.356,,27.653,,,,,1117.161,106.412,202.499,-96.087,14.523,,591.097,358.014,358.014,0.0,,233.083,712.032,,18.378,18.378,,,,1.138,0.702,0.436,0.436,37.281,,,37.281,56.797,1.145,0.514,0.631,0.631,0.0,,,,,,0.0,1.145,57.942,0.0,5910.759,,,0,-3971.766,-167.742,1771.251,0.0,1771.251,1829.193,
06/30/2002,1503.876953,1053.241989,182.113998,871.127991,15.82,,,14.178,1.158,7.095,5.925,,22.597,,,,,1105.837036,100.346001,204.119995,-103.774002,14.523,,283.17099,282.523987,262.088989,20.434998,,0.647003,398.03999,,16.209999,16.209999,,,,1.109,0.0,1.109,1.109,47.324998,,,47.324998,64.643997,0.877,0.0,0.877,0.877,0.0,,,,,,0.0,0.877,65.520997,0.0,5910.530762,,,0,,-4472.175781,1438.35498,0.0,1438.35498,1503.875978,
09/30/2002,1465.983032,1044.223984,129.072006,915.151978,10.933,,,12.423,0.857,5.961,5.605,,22.912001,,,,,1090.491943,91.291,189.923004,-98.632004,2.85,,281.350006,280.953003,262.088989,18.864014,,0.397003,375.491006,,14.871,14.871,,,,1.079,0.0,1.079,1.079,43.050999,,,43.050999,59.000999,0.625,0.0,0.625,0.625,0.0,,,,,,0.0,0.625,59.625999,0.0,5908.140137,,,0,,-4501.783203,1406.356934,0.0,1406.356934,1465.982933,
12/31/2002,1444.983032,1047.06102,135.186996,911.874023,7.155,,,9.885,0.605,3.498,5.782,,27.077,,,,,1091.177979,70.966003,177.313004,-106.347,2.85,,279.989014,279.381012,262.088989,17.292023,,0.608002,353.805017,,14.404,14.404,,,,1.433,0.0,1.433,1.433,46.046999,,,46.046999,61.883999,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,61.883999,0.0,5908.416992,,,0,,-4525.317871,1383.099121,0.0,1383.099121,1444.98312,
03/31/2003,1224.557007,1036.139984,150.556,885.583984,5.634,,,7.178,0.471,2.252,4.455,0.0,24.591999,,,,,1073.543945,62.035,147.565994,-85.530998,0.0,,88.977997,88.219002,72.499001,15.720001,,0.758995,151.012997,,12.689,12.689,,,,1.265,,,,38.414999,,,38.414999,52.368999,0.0,,,,0.0,,,,,,0.0,0.0,52.368999,0.0,5911.101074,,,0,-4717.307129,-21.605957,1172.187988,0.0,1172.187988,1224.556987,
06/30/2003,1195.615967,1025.734009,153.567993,872.166016,8.285,,,5.537,0.189,1.6,3.748,0.0,18.823,,,,,1058.379028,49.66,130.761993,-81.101997,0.0,,87.580002,86.648003,72.499001,14.149002,,0.931999,137.240002,,10.229,10.229,,,,0.316,0.0,0.316,0.316,50.281,,,50.281,60.826,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,60.826,0.0,5905.046875,,,0,-4771.0,0.742188,1134.789062,0.0,1134.789062,1195.615063,
09/30/2003,1168.902954,955.888992,232.722,723.166992,11.286,,,5.475,0.23,1.79,3.338,0.117,15.442,,,,,988.09198,52.926998,136.126007,-83.198997,0.0,,127.884003,126.731003,106.555,20.176003,,1.153,180.811001,,12.007,12.007,,,,0.159,0.0,0.159,0.159,44.598999,,,44.598999,56.764999,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,56.764999,0.0,5908.275879,,,0,,-4796.138184,1112.137695,0.0,1112.137695,1168.902695,
12/31/2003,1178.373047,845.69397,158.580994,687.112976,19.525999,,,7.89,1.002,2.251,3.733,0.904,18.452,,,,,891.562012,39.592999,148.197006,-108.603996,0.0,,247.218002,245.011993,193.824997,51.186996,,2.206009,286.811001,,17.239,17.239,,,,0.265,0.0,0.265,0.265,60.529996,,,60.529996,78.033997,0.103,0.103,0.0,0.0,0.0,,,,,,0.0,0.103,78.136997,0.0,5924.961914,,,0,-4820.046875,-4.679199,1100.23584,0.0,1100.23584,1178.372836,
03/31/2004,1188.103027,861.041015,329.161987,531.879028,23.284,,,8.49,1.053,2.376,5.061,0.0,16.208,,,,,909.02301,37.271,145.781998,-108.511002,0.0,,241.809006,240.192993,192.541,47.651993,,1.616013,279.080006,,18.164,18.164,,,,0.303,,,,49.089,,,49.089,67.556,0.0,-0.303,0.303,0.303,0.0,,,,,,0.0,0.0,67.556,0.0,5940.678223,,,0,-4822.184082,2.053223,1120.547364,0.0,1120.547364,1188.103364,
06/30/2004,1169.640015,475.252014,68.884003,406.368011,34.775002,34.775002,,14.075,2.963,3.425,6.584,1.103,15.1,,,,,539.202026,40.995998,158.115997,-117.120003,0.0,,589.437988,587.781982,430.289001,157.492981,,1.656006,630.433987,,25.385,25.385,,,,0.233,0.0,0.233,0.233,51.539997,,,51.539997,77.157997,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,77.157997,0.0,5965.180176,,,0,-4844.009766,-28.69043,1092.47998,0.0,1092.47998,1169.637978,
09/30/2004,1094.390015,410.576,58.898998,351.677002,27.872,,,18.841999,3.403,4.248,11.191,0.0,17.362,,,,,474.652008,39.762001,161.570999,-121.808998,0.0,,579.974976,578.205994,429.151001,149.054993,,1.768982,619.736977,,26.163,26.163,,,,0.171,0.0,0.171,0.171,44.819999,,,44.819999,71.153999,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,71.153999,0.0,5900.129883,,,0,-4862.330078,-14.569824,1023.22998,0.0,1023.22998,1094.38398,
12/31/2004,1088.737,405.97,49.771,356.199,22.304,22.304,,19.847,2.623,5.032,12.192,0.0,46.623,,,,,494.744,47.102,169.944,-122.842,0.0,,546.891,658.733,544.892,113.841,,-111.842,593.993,,14.164,14.164,,,,0.103,0.103,0.0,0.0,109.657,,,109.657,123.924,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,123.924,0.0,5921.593,,,0,-4944.219,-12.561,964.813,0.0,964.813,1088.737,
03/31/2005,1102.395,423.392,75.396,347.996,28.601,28.601,,18.014,1.165,7.095,9.754,0.0,51.448,,,,,521.455,44.461,152.997,-108.536,0.0,,536.479,534.514,534.514,0.0,,1.965,580.94,,24.016,24.016,,,,0.034,0.034,0.0,0.0,101.147,,,101.147,125.197,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,125.197,0.0,5942.723,,,0,-4949.557,-15.968,977.198,0.0,977.198,1102.395,
06/30/2005,1009.839,379.371,33.046,346.325,23.694,23.694,,16.399,1.344,5.863,9.192,,15.585,,,,,435.049,44.668,154.491,-109.823,,,530.122,528.051,528.051,0.0,,2.071,574.79,,19.747,19.747,,,,0.007,0.007,0.0,0.0,33.691,,,33.691,53.445,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,53.445,0.0,5921.164,,,0,-4953.761,-11.009,956.394,0.0,956.394,1009.839,
09/30/2005,994.821,369.507,48.718,320.789,26.365,26.365,,18.697,1.98,4.803,11.914,0.0,14.937,,,,,429.506,41.076,146.799,-105.723,0.0,,524.239,521.746,521.746,0.0,,2.493,565.315,,25.984,25.984,,,,0.0,0.0,0.0,0.0,32.132,,,32.132,58.116,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,58.116,0.0,5908.915,,,0,-4960.185,-12.025,936.705,0.0,936.705,994.821,
12/31/2005,972.367,350.81,40.964,309.846,22.39,22.39,,20.648,3.333,5.3,12.015,0.0,14.999,,,,,408.847,38.237,146.861,-108.624,0.0,,525.283,427.476,427.476,0.0,,97.807,563.52,,28.268,28.268,,,,0.0,0.0,0.0,0.0,33.172,,,33.172,61.44,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,61.44,0.0,5884.728,,,0,-4959.601,-14.2,910.927,0.0,910.927,972.367,
03/31/2006,825.426,335.665,49.125,286.54,26.324,26.324,,24.941,1.781,5.277,17.883,0.0,12.618,,,,,399.548,36.127,145.681,-109.554,0.0,,389.751,381.066,381.066,0.0,,8.685,425.878,,24.656,24.656,,,,0.0,0.0,0.0,0.0,37.962,,,37.962,62.618,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,62.618,0.0,5948.509,,,0,-5172.247,-13.454,762.808,0.0,762.808,825.426,
06/30/2006,827.257,336.11,88.708,247.402,31.103,31.103,,26.333,3.828,8.058,14.447,0.0,14.918,,,,,408.464,33.394,145.707,-112.313,0.0,,385.399,376.333,376.333,0.0,,9.066,418.793,,28.729,28.729,,,,0.0,0.0,0.0,0.0,38.301,,,38.301,67.03,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,67.03,0.0,5946.413,,,0,-5173.064,-13.122,760.227,0.0,760.227,827.257,
09/30/2006,822.27,265.776,36.936,228.84,36.967,36.967,,34.128,19.84,9.711,4.577,0.0,14.436,,,,,351.307,33.438,150.689,-117.251,0.0,,437.525,427.809,427.809,0.0,,9.716,470.963,,29.673,29.673,,,,0.0,0.0,0.0,0.0,36.201,,,36.201,65.874,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,65.874,0.0,5949.095,,,0,-5186.953,-5.746,756.396,0.0,756.396,822.27,
12/31/2006,816.523,261.04,40.045,220.995,35.741,35.741,,37.273,4.661,10.49,22.122,0.0,16.351,,,,,350.405,32.01,147.879,-115.869,0.0,,434.108,508.161,422.009,86.152,,-74.053,466.118,,24.96,24.96,,,,0.0,0.0,0.0,0.0,35.07,,,35.07,60.03,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,60.03,0.0,5951.812,,,0,-5191.126,-4.193,756.493,0.0,756.493,816.523,
03/31/2007,816.512,284.47,51.595,232.875,32.558,32.558,,31.286,4.965,9.63,16.691,0.0,14.438,,,,,362.752,27.15,144.107,-116.957,0.0,,426.61,415.644,415.644,0.0,,10.966,453.76,,26.893,26.893,,,,0.0,0.0,0.0,0.0,28.797,,,28.797,55.69,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,55.69,0.0,5957.053,,,0,-5196.455,0.224,760.822,0.0,760.822,816.512,
06/30/2007,773.469,255.873,28.866,227.007,21.71,21.71,,34.834,4.257,5.576,25.001,0.0,12.95,,,,,325.367,26.613,141.39,-114.777,0.0,,421.489,409.376,335.624,73.752,,12.113,448.102,,18.11,18.11,,,,0.0,0.0,0.0,0.0,27.048,,,27.048,45.158,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,45.158,0.0,5941.277,,,0,-5212.875,-0.091,728.311,0.0,728.311,773.469,
09/30/2007,739.846,140.318,48.818,91.5,23.218,23.218,,40.481,3.235,5.372,31.874,0.0,11.83,,,,,215.847,25.655,135.309,-109.654,77.736,77.736,420.608,403.456,335.624,67.832,,17.152,523.999,,14.311,14.311,,,,0.0,0.0,0.0,0.0,24.296,,,24.296,38.607,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,38.607,0.0,5926.586,,,0,-5220.928,-4.419,701.239,0.0,701.239,739.846,
12/31/2007,710.513,116.849,34.491,82.358,31.745,31.745,,39.82,3.331,5.018,31.471,,11.817,,,,,200.231,25.563,120.024,-94.461,69.453,69.453,415.266,397.553,335.624,61.929,,17.713,510.282,,25.874,25.874,,,,0.0,,,,23.567,,,23.567,49.441,0.0,,,,,,,,,,,0.0,49.441,0.0,5891.461,,,0,-5225.267,-5.122,661.072,0.0,661.072,710.513,
03/31/2008,632.847,142.889,42.689,100.2,28.8,28.8,,30.293,2.105,5.338,22.85,0.0,19.775,,,,,221.757,25.233,115.01,-89.777,51.919,51.919,333.938,320.155,264.13,56.025,,13.783,411.09,,25.518,25.518,,,,,,,,22.659,,,22.659,48.177,,,,,3.958,,,,,,3.958,3.958,52.135,,5897.264,,,0,-5311.576,-4.976,580.712,,580.712,632.847,
06/30/2008,629.424,194.408,53.322,141.086,29.433,29.433,0.0,33.928,2.535,5.884,25.509,0.0,10.646,8.935,,,1.711,268.415,27.726,123.772,-96.046,5.186,5.186,328.097,314.254,264.13,50.124,4.238,9.605,361.009,,43.633,24.366,,,19.267,0.0,0.0,,,2.266,,,0.0,45.899,0.0,0.0,,,4.178,,,,,4.178,0.0,4.178,50.077,0.0,5900.442,0.649,5899.793,0,-5316.75,-4.345,579.347,0.0,579.347,629.424,
09/30/2008,627.344,195.648,63.809,131.839,31.899,31.899,0.0,34.481,3.547,8.908,22.026,0.0,9.4,7.843,,,1.557,271.428,27.456,111.719,-84.263,5.436,5.436,323.024,308.351,264.13,44.221,4.238,10.435,355.916,,43.957,23.459,,,20.498,0.0,0.0,,,2.028,,,0.0,45.985,0.0,0.0,,,4.397,,,,,4.397,0.0,4.397,50.382,0.0,5905.019,0.653,5904.366,0,-5319.062,-8.995,576.962,0.0,576.962,627.344,
12/31/2008,348.133,187.885,92.667,95.218,20.909,20.909,0.0,38.769,3.834,7.871,27.064,0.0,9.33,7.879,,,1.451,256.893,27.644,113.563,-85.919,0.0,,63.596,38.593,,38.593,15.107,9.896,91.24,,36.006,17.969,,,18.037,0.0,0.0,,,2.026,,,0.0,38.032,0.0,0.0,,,0.0,,,,,,0.0,0.0,38.032,0.0,5906.883,0.655,5906.228,0,-5593.523,-3.259,310.101,0.0,310.101,348.133,
06/30/2009,321.367,200.375,111.943,88.432,15.203,15.203,0.0,22.224,2.117,3.911,16.196,0.0,7.594,6.057,,,1.537,245.396,26.216,105.082,-78.866,0.0,,49.755,28.377,,28.377,10.467,10.911,75.971,,32.174,16.525,,,15.649,0.0,0.0,,,1.313,,,0.0,33.487,0.0,0.0,,,0.0,,,,,,0.0,0.0,33.487,0.0,5905.804,0.663,5905.141,0,-5616.877,-1.047,287.88,0.0,287.88,321.367,
09/30/2009,317.397,197.696,111.818,85.878,21.275,21.275,0.0,19.421,0.976,2.75,15.695,0.0,8.356,6.881,,,1.475,246.748,26.237,106.276,-80.039,0.0,,44.412,24.109,,24.109,10.074,10.229,70.649,,28.431,13.431,,,15.0,0.0,0.0,,,0.861,,,0.0,29.292,0.0,0.0,,,0.0,,,,,,0.0,0.0,29.292,0.0,5908.932,0.667,5908.265,0,-5623.601,2.774,288.105,0.0,288.105,317.397,
12/31/2009,313.184,202.014,123.971,78.043,17.785,17.785,0.0,17.167,0.698,2.04,14.429,0.0,9.948,8.94,,,1.008,246.914,25.786,98.011,-72.225,0.0,,40.484,20.479,,20.479,9.682,10.323,66.27,,32.196,18.344,,,13.852,0.0,0.0,,,1.368,,,0.0,33.564,0.0,0.0,,,0.0,,,,,,0.0,0.0,33.564,0.0,5905.173,0.657,5904.516,0,-5627.195,1.642,279.62,0.0,279.62,313.184,
03/31/2010,316.044,206.643,122.526,84.117,22.892,22.892,0.0,15.387,0.831,1.668,12.888,0.0,18.098,7.882,0.0,,10.216,263.02,25.879,95.528,-69.649,0.0,,27.145,16.85,0.0,16.85,9.295,1.0,53.024,,34.362,20.074,0.0,0.0,14.288,0.0,0.0,0.0,0.0,0.808,0.0,0.0,0.0,35.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,35.17,0.0,5905.704,0.654,5905.05,0,-5627.26,2.43,280.874,0.0,280.874,316.044,
06/30/2010,323.207,222.521,66.012,156.509,20.206,20.206,0.0,17.397,1.27,3.025,13.102,0.0,13.599,8.964,,,4.635,273.723,26.685,97.416,-70.731,0.0,,22.799,13.22,,13.22,8.579,1.0,49.484,,34.897,18.891,,,16.006,0.0,0.0,,,1.038,,,0.0,35.935,0.0,0.0,,,0.0,,,,,,0.0,0.0,35.935,0.0,5909.255,0.666,5908.589,0,-5625.869,3.886,287.272,0.0,287.272,323.207,
09/30/2010,324.405,182.568,42.766,139.802,22.612,22.612,0.0,17.557,1.298,2.721,13.538,0.0,15.948,10.874,,,5.074,238.685,29.633,99.694,-70.061,0.0,,56.087,46.957,13.739,33.218,8.13,1.0,85.72,,39.791,20.716,,,19.075,0.58,0.58,,,1.637,,,0.0,42.008,0.0,0.0,,,3.206,,,,,0.656,2.55,3.206,45.214,0.0,5897.615,0.645,5896.97,0,-5622.294,3.87,279.191,0.0,279.191,324.405,
12/31/2010,327.118,190.196,85.194,105.002,14.266,14.266,0.0,22.323,1.238,3.249,17.836,0.0,18.58,13.269,,,5.311,245.365,30.819,96.366,-65.547,0.0,,50.934,42.201,13.839,28.362,7.733,1.0,81.753,,42.037,19.885,,,22.152,0.447,0.447,,,2.591,,,0.0,45.075,0.0,0.0,,,3.206,,,,,0.656,2.55,3.206,48.281,0.0,5901.895,0.648,5901.247,0,-5624.255,1.197,278.837,0.0,278.837,327.118,
03/31/2011,308.657,168.051,84.402,83.649,19.997,19.997,0.0,26.561,0.972,4.334,21.255,0.0,18.355,14.543,0.0,,3.812,232.964,32.023,92.84,-60.817,0.0,,43.67,36.571,13.183,23.388,5.769,1.33,75.693,,44.44,24.431,0.0,0.0,20.009,0.0,0.0,0.0,0.0,2.407,0.0,0.0,0.0,46.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,46.847,0.0,5891.673,0.637,5891.036,0,-5628.266,-1.597,261.81,0.0,261.81,308.657,
