Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
01/31/2012,120.55,76.02,20.197,216.767,-0.084,11.305788,7.12954,1.894177,20.329504,8.124914,5.12365,1.361252,14.609815,
04/30/2012,119.007,84.95,4.33,208.287,2.183,10.69898,7.637184,0.389276,18.72544,7.651491,5.461814,0.278395,13.3917,
07/31/2012,137.931,85.293,4.33,227.554,0.0,11.746866,7.263961,0.368764,19.379591,8.649978,5.348925,0.271545,14.270448,
10/31/2012,145.178,90.324,4.33,239.832,0.0,11.432617,7.112921,0.340983,18.886521,8.269447,5.144922,0.24664,13.66101,
01/31/2013,203.361,170.38,4.33,378.071,0.0,15.012757,12.577994,0.319654,27.910405,11.315366,9.480245,0.240929,21.036539,
04/30/2013,187.288,177.421,0.0,364.709,,13.134713,12.442729,0.0,25.577442,10.0186,9.490784,0.0,19.509383,
07/31/2013,208.218,234.347,0.0,442.565,,13.706822,15.426873,0.0,29.133694,10.443824,11.754406,0.0,22.19823,
10/31/2013,266.431,264.316,0.0,530.747,0.0,16.690723,16.558227,0.0,33.24895,12.577515,12.477671,0.0,25.055185,
01/31/2014,361.837,286.398,0.0,648.235,0.0,21.357774,16.904915,0.0,38.262689,16.290056,12.89376,0.0,29.183816,
04/30/2014,162.711,162.779,0.0,325.49,,11.736181,11.741086,0.0,23.477267,8.364464,8.36796,0.0,16.732425,
07/31/2014,169.595,94.272,0.0,263.867,,12.693695,7.055986,0.0,19.749681,8.906617,4.950881,0.0,13.857498,
10/31/2014,145.189,84.416,0.0,229.605,,10.536342,6.126055,0.0,16.662397,7.30046,4.244644,0.0,11.545105,
01/31/2015,117.061,91.633,0.0,208.694,,8.81504,6.900236,0.0,15.715276,6.197832,4.851539,0.0,11.049371,
04/30/2015,81.112,98.862,0.0,179.974,,5.841931,7.12034,0.0,12.962271,4.230409,5.156163,0.0,9.386572,
07/31/2015,60.721,83.969,0.0,144.69,,4.931663,6.819828,0.0,11.751491,3.183555,4.40243,0.0,7.585985,
10/31/2015,57.519,66.164,0.0,123.683,,4.909151,5.646987,0.0,10.556138,3.065171,3.52586,0.0,6.591031,
01/31/2016,50.434,47.227,0.0,97.661,,4.434823,4.152821,0.0,8.587643,2.750994,2.576064,0.0,5.327058,
04/30/2016,28.252,50.022,0.0,78.274,,2.406365,4.260625,0.0,6.66699,1.556675,2.756194,0.0,4.312869,
07/31/2016,36.908,48.323,0.0,85.231,,2.964455,3.881309,0.0,6.845764,1.969376,2.57847,0.0,4.547846,
10/31/2016,22.461,7.788,0.0,30.249,,1.800289,0.624222,0.0,2.424511,1.191444,0.413115,0.0,1.604559,
01/31/2017,83.071,72.284,0.0,155.355,,6.326404,5.504903,0.0,11.831307,4.366098,3.799148,0.0,8.165246,
04/30/2017,109.884,47.06,0.0,156.944,,8.245278,3.531204,0.0,11.776482,5.699156,2.440776,0.0,8.139932,
07/31/2017,92.918,43.237,0.0,136.155,,7.09941,3.303528,0.0,10.402938,4.832932,2.248881,0.0,7.081813,
10/31/2017,102.918,31.564,0.0,134.482,,8.01038,2.456709,0.0,10.467089,5.268533,1.61581,0.0,6.884343,
01/31/2018,157.29,66.523,0.0,223.813,,12.090832,5.113602,0.0,17.204434,8.054671,3.406579,0.0,11.46125,
04/30/2018,134.771,66.675,0.0,201.446,,10.009618,4.952039,0.0,14.961657,6.570301,3.250513,0.0,9.820814,
07/31/2018,191.078,52.602,0.0,243.68,,13.235555,3.643625,0.0,16.87918,8.852208,2.436931,0.0,11.289138,
10/31/2018,231.521,41.903,0.0,273.424,,15.850991,2.868872,0.0,18.719863,10.53785,1.907246,0.0,12.445097,
01/31/2019,279.12,57.404,0.0,336.524,,18.744233,3.854951,0.0,22.599184,12.919142,2.656959,0.0,15.576101,
04/30/2019,253.821,69.236,0.0,323.057,,17.529426,4.781587,0.0,22.311013,7.805506,2.129146,0.0,9.934652,
07/31/2019,185.127,65.128,0.0,250.255,,13.598241,4.783885,0.0,18.382126,5.899437,2.075432,0.0,7.97487,
10/31/2019,186.918,66.9,0.0,253.818,,13.072533,4.678803,0.0,17.751335,5.629055,2.0147,0.0,7.643755,
01/31/2020,231.108,77.441,0.0,308.549,,15.879837,5.321107,0.0,21.200944,6.970253,2.335632,0.0,9.305885,
04/30/2020,24.913,53.48,0.0,78.393,,1.919178,4.119842,0.0,6.03902,0.742297,1.593467,0.0,2.335764,
07/31/2020,9.717,0.0,0.0,9.717,,0.719462,0.0,0.0,0.719462,0.283685,0.0,0.0,0.283685,
