Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/30/2013,1366.0,591.0,139.0,64.0,-337.0,-62.0,102.0,24.0,-401.0,909.0,-2.0,615.0,296.0,0.0,-1591.0,-122.0,15.0,-137.0,-930.0,4263.0,9.0,3629.0,625.0,-5193.0,0.0,-5193.0,0.0,-952.0,-1549.0,0.0,597.0,0.0,0.0,0.0,0.0,413.0,429.0,-105.0,-1333.0,-327.0,250.0,0.0,-1256.0,54.0,593.0,-539.0,1830.0,-17.0,0.0,204.0,215.0,91.0,
09/30/2013,1236.0,421.0,134.0,50.0,-256.0,-199.0,56.0,19.0,-132.0,887.0,-24.0,990.0,-79.0,0.0,-3453.0,-128.0,9.0,-137.0,-3136.0,1746.0,,,,-4882.0,0.0,-4681.0,-201.0,-346.0,-368.0,0.0,22.0,0.0,0.0,0.0,0.0,157.0,2714.0,-111.0,2153.0,1375.0,-411.0,1248.0,-59.0,0.0,0.0,0.0,672.0,0.0,0.0,497.0,137.0,130.0,
12/31/2013,768.0,402.0,97.0,53.0,38.0,22.0,58.0,18.0,-60.0,178.0,-96.0,420.0,-146.0,0.0,-4824.0,-109.0,6.0,-115.0,-3158.0,2772.0,56.0,2716.0,0.0,-5930.0,0.0,-3436.0,-2494.0,-1587.0,-1625.0,0.0,38.0,0.0,0.0,0.0,0.0,30.0,4347.0,-126.0,-461.0,-2107.0,58.0,2496.0,-908.0,-215.0,441.0,-656.0,5149.0,0.0,0.0,291.0,149.0,63.0,
03/31/2014,340.0,318.0,98.0,69.0,19.0,-10.0,37.0,17.0,-25.0,-164.0,-4.0,255.0,-415.0,0.0,-632.0,-60.0,2.0,-62.0,751.0,5557.0,13.0,2630.0,2914.0,-4806.0,0.0,-4806.0,0.0,-1352.0,-1388.0,0.0,36.0,0.0,0.0,0.0,0.0,29.0,267.0,-112.0,2881.0,1337.0,-15.0,1745.0,-186.0,-99.0,0.0,-99.0,-2401.0,-2.0,0.0,-25.0,21.0,133.0,
06/30/2014,625.0,439.0,102.0,77.0,-100.0,10.0,-29.0,26.0,-107.0,107.0,-12.0,150.0,-31.0,0.0,-2552.0,-14.0,1.0,-15.0,-1568.0,1909.0,1.0,1871.0,37.0,-3477.0,0.0,-3477.0,0.0,-941.0,-1033.0,0.0,92.0,0.0,0.0,0.0,0.0,-29.0,2086.0,-124.0,3007.0,429.0,-115.0,3013.0,-320.0,147.0,297.0,-150.0,-922.0,-22.0,0.0,159.0,207.0,54.0,
09/30/2014,590.0,340.0,107.0,69.0,-20.0,3.0,-23.0,20.0,-20.0,94.0,-29.0,64.0,59.0,0.0,-1736.0,-120.0,11.0,-131.0,-1559.0,48.0,,,,-1607.0,0.0,-1607.0,0.0,-293.0,-280.0,0.0,-13.0,0.0,0.0,0.0,0.0,236.0,959.0,-122.0,-36.0,-416.0,-6.0,841.0,-455.0,-225.0,0.0,-225.0,1340.0,2.0,0.0,-187.0,156.0,164.0,
12/31/2014,521.0,385.0,107.0,99.0,155.0,-91.0,94.0,20.0,132.0,-225.0,29.0,134.0,-388.0,0.0,-4018.0,-64.0,10.0,-74.0,-3594.0,5.0,,,,-3599.0,0.0,-801.0,-2798.0,-403.0,-435.0,0.0,32.0,0.0,0.0,0.0,0.0,43.0,3463.0,-132.0,-645.0,-1174.0,-4.0,971.0,-438.0,-180.0,0.0,-180.0,4420.0,0.0,0.0,-34.0,166.0,78.0,
03/31/2015,503.0,361.0,107.0,69.0,46.0,-55.0,-3.0,21.0,83.0,-80.0,-32.0,-180.0,132.0,0.0,-1031.0,-49.0,11.0,-60.0,-444.0,4429.0,10.0,1424.0,2995.0,-4873.0,0.0,-4873.0,0.0,-551.0,-1212.0,0.0,661.0,0.0,0.0,0.0,0.0,13.0,357.0,-122.0,-1043.0,-143.0,56.0,0.0,-956.0,-180.0,0.0,-180.0,1703.0,-1.0,0.0,-171.0,13.0,166.0,
06/30/2015,447.0,315.0,114.0,79.0,35.0,-21.0,13.0,29.0,14.0,-96.0,22.0,74.0,-192.0,0.0,-2088.0,-24.0,6.0,-30.0,-242.0,9668.0,19.0,8181.0,1468.0,-9910.0,0.0,-9910.0,0.0,-1833.0,-1867.0,0.0,34.0,0.0,0.0,0.0,0.0,11.0,1506.0,-129.0,2205.0,2723.0,-74.0,0.0,-444.0,-155.0,0.0,-155.0,-392.0,-23.0,0.0,-135.0,251.0,83.0,
09/30/2015,567.0,381.0,112.0,157.0,76.0,-21.0,-23.0,28.0,92.0,-159.0,-11.0,-23.0,-125.0,0.0,-1051.0,-61.0,8.0,-69.0,18.0,5808.0,1.0,4350.0,1457.0,-5790.0,0.0,-5790.0,0.0,-1019.0,-1042.0,0.0,23.0,0.0,0.0,0.0,0.0,11.0,154.0,-120.0,2707.0,768.0,6.0,2342.0,-409.0,-300.0,0.0,-300.0,-2130.0,-3.0,0.0,-330.0,71.0,143.0,
12/31/2015,901.0,657.0,108.0,91.0,-446.0,-8.0,-58.0,22.0,-402.0,491.0,-13.0,89.0,415.0,0.0,239.0,-78.0,12.0,-90.0,-1012.0,5148.0,,,,-6160.0,0.0,-6160.0,0.0,906.0,883.0,0.0,23.0,0.0,0.0,0.0,0.0,423.0,-1055.0,-126.0,-3025.0,-3397.0,19.0,749.0,-396.0,-215.0,0.0,-215.0,2312.0,-1.0,0.0,85.0,65.0,83.0,
03/31/2016,395.0,326.0,110.0,119.0,98.0,-16.0,9.0,26.0,79.0,-258.0,-20.0,-47.0,-191.0,0.0,-1184.0,-76.0,15.0,-91.0,38.0,4107.0,6.0,3208.0,893.0,-4069.0,0.0,-4069.0,0.0,-1112.0,-1119.0,0.0,7.0,0.0,0.0,0.0,0.0,-34.0,547.0,-117.0,1405.0,2016.0,-17.0,1494.0,-2088.0,-240.0,0.0,-240.0,-502.0,1.0,0.0,-242.0,334.0,191.0,
06/30/2016,307.0,328.0,118.0,91.0,35.0,-46.0,-5.0,37.0,49.0,-265.0,6.0,-232.0,-39.0,,-1080.0,-78.0,13.0,-91.0,-569.0,6982.0,,,,-7551.0,0.0,-7551.0,0.0,-277.0,-415.0,0.0,138.0,0.0,0.0,0.0,0.0,-156.0,834.0,-123.0,1311.0,456.0,-26.0,1245.0,-364.0,-25.0,0.0,-25.0,-302.0,-27.0,0.0,61.0,159.0,89.0,
09/30/2016,498.0,516.0,113.0,79.0,-124.0,-30.0,23.0,23.0,-140.0,-86.0,-28.0,-89.0,31.0,0.0,57.0,-58.0,44.0,-102.0,-486.0,6102.0,,,,-6588.0,0.0,-6264.0,-324.0,581.0,512.0,0.0,69.0,0.0,0.0,0.0,0.0,20.0,-750.0,-115.0,204.0,-485.0,18.0,996.0,-325.0,-241.0,0.0,-241.0,-600.0,2.0,0.0,-195.0,112.0,201.0,
12/31/2016,914.0,395.0,112.0,54.0,-332.0,-23.0,-175.0,25.0,-159.0,685.0,19.0,249.0,417.0,0.0,-680.0,-18.0,10.0,-28.0,-1602.0,4909.0,31.0,4878.0,0.0,-6511.0,,,,925.0,779.0,0.0,146.0,0.0,0.0,0.0,0.0,15.0,-6.0,-99.0,-2295.0,41.0,6.0,0.0,-2342.0,-155.0,0.0,-155.0,2550.0,-7.0,0.0,228.0,195.0,97.0,
03/31/2017,530.0,305.0,89.0,74.0,52.0,-35.0,-11.0,45.0,53.0,10.0,-277.0,144.0,143.0,0.0,1313.0,-52.0,6.0,-58.0,901.0,3905.0,0.0,2795.0,1110.0,-3004.0,0.0,-3004.0,0.0,389.0,368.0,,21.0,0.0,0.0,0.0,0.0,75.0,-2030.0,-144.0,-2211.0,-1520.0,23.0,0.0,-714.0,0.0,0.0,0.0,335.0,-10.0,0.0,-187.0,18.0,208.0,
06/30/2017,112.0,367.0,81.0,52.0,61.0,-25.0,6.0,24.0,56.0,-449.0,-150.0,-81.0,-218.0,0.0,-463.0,-84.0,12.0,-96.0,-436.0,2497.0,,,,-2933.0,0.0,-2933.0,0.0,53.0,-18.0,0.0,71.0,-12.0,0.0,-12.0,0.0,16.0,349.0,-129.0,3116.0,3374.0,-38.0,697.0,-917.0,-342.0,0.0,-342.0,-2276.0,-20.0,0.0,-2.0,381.0,126.0,
09/30/2017,588.0,1014.0,85.0,67.0,-1087.0,-1067.0,-92.0,26.0,46.0,509.0,-3.0,70.0,442.0,0.0,62.0,0.0,7.0,-7.0,-683.0,2882.0,,,,-3565.0,0.0,-3021.0,-544.0,-528.0,-541.0,0.0,13.0,0.0,0.0,0.0,0.0,1273.0,-648.0,-104.0,884.0,299.0,1.0,747.0,-163.0,-990.0,0.0,-990.0,-428.0,-10.0,0.0,2.0,40.0,222.0,
12/31/2017,-800.0,527.0,86.0,68.0,-1230.0,1244.0,-155.0,23.0,-2342.0,-251.0,-12.0,266.0,-505.0,0.0,-484.0,-55.0,15.0,-70.0,-214.0,5688.0,0.0,5688.0,0.0,-5902.0,0.0,-5902.0,0.0,-196.0,-255.0,0.0,59.0,-32.0,0.0,-32.0,0.0,13.0,543.0,-128.0,-749.0,-1676.0,56.0,1046.0,-175.0,-273.0,0.0,-273.0,1710.0,-17.0,0.0,-741.0,596.0,143.0,
03/31/2018,265.0,701.0,93.0,13.0,-351.0,9.0,24.0,45.0,-429.0,-191.0,-74.0,-238.0,121.0,0.0,163.0,-31.0,18.0,-49.0,265.0,8894.0,0.0,7888.0,1006.0,-8629.0,0.0,-8629.0,0.0,-65.0,-122.0,0.0,57.0,-20.0,0.0,-20.0,0.0,14.0,-904.0,-135.0,-2714.0,-2677.0,4.0,645.0,-686.0,-318.0,0.0,-318.0,2299.0,-36.0,0.0,-476.0,19.0,247.0,
06/30/2018,1028.0,602.0,133.0,14.0,-152.0,-11.0,-19.0,35.0,-157.0,431.0,225.0,-26.0,232.0,0.0,321.0,-42.0,10.0,-52.0,-107.0,3508.0,5.0,3392.0,111.0,-3615.0,0.0,-3615.0,0.0,-86.0,-142.0,0.0,56.0,0.0,0.0,0.0,0.0,556.0,-1335.0,-126.0,386.0,428.0,419.0,250.0,-711.0,-235.0,0.0,-235.0,-1330.0,-30.0,0.0,14.0,101.0,204.0,
09/30/2018,634.0,436.0,49.0,84.0,3.0,-9.0,-20.0,26.0,6.0,62.0,-20.0,59.0,23.0,0.0,-1385.0,8.0,12.0,-4.0,85.0,1245.0,1.0,1037.0,207.0,-1160.0,0.0,-1160.0,0.0,-1520.0,-1618.0,0.0,98.0,0.0,0.0,0.0,0.0,42.0,799.0,-146.0,1236.0,-649.0,1719.0,1543.0,-1377.0,-500.0,0.0,-500.0,211.0,-2.0,0.0,48.0,177.0,309.0,
12/31/2018,929.0,455.0,85.0,95.0,165.0,163.0,45.0,21.0,-64.0,129.0,1.0,26.0,102.0,0.0,-3240.0,-12.0,75.0,-87.0,-1323.0,1562.0,1562.0,0.0,0.0,-2885.0,0.0,-2885.0,0.0,-1890.0,-1984.0,0.0,94.0,-23.0,0.0,-23.0,0.0,8.0,2892.0,-158.0,-1042.0,-541.0,-391.0,0.0,-110.0,-400.0,0.0,-400.0,4493.0,-1.0,0.0,581.0,62.0,256.0,
03/31/2019,534.0,775.0,89.0,90.0,-508.0,-40.0,-67.0,54.0,-455.0,88.0,60.0,-85.0,113.0,0.0,-1121.0,-59.0,2.0,-61.0,-2164.0,3158.0,0.0,3158.0,0.0,-5322.0,0.0,-3644.0,-1678.0,-1144.0,-1196.0,0.0,52.0,1210.0,0.0,1210.0,0.0,1036.0,655.0,-143.0,1399.0,408.0,705.0,1790.0,-1504.0,-913.0,0.0,-913.0,339.0,-27.0,0.0,68.0,14.0,379.0,
06/30/2019,274.0,453.0,109.0,85.0,161.0,-46.0,-43.0,30.0,220.0,-534.0,-46.0,-382.0,-106.0,0.0,953.0,-60.0,10.0,-70.0,691.0,5336.0,0.0,5336.0,0.0,-4645.0,,,,307.0,263.0,0.0,44.0,0.0,0.0,0.0,0.0,15.0,-1212.0,-183.0,-2538.0,-291.0,-2451.0,1303.0,-1099.0,-200.0,0.0,-200.0,1731.0,-22.0,0.0,15.0,304.0,331.0,
09/30/2019,-363.0,549.0,91.0,135.0,133.0,-45.0,-87.0,25.0,240.0,-1271.0,52.0,-108.0,-1215.0,0.0,-1159.0,-26.0,23.0,-49.0,-2546.0,1553.0,0.0,1553.0,0.0,-4099.0,0.0,-4099.0,0.0,-74.0,-199.0,0.0,125.0,0.0,0.0,0.0,0.0,1487.0,2019.0,-220.0,2387.0,3089.0,697.0,10.0,-1409.0,-108.0,242.0,-350.0,-43.0,3.0,0.0,497.0,206.0,456.0,
12/31/2019,1379.0,734.0,183.0,161.0,-550.0,-56.0,-49.0,23.0,-468.0,851.0,-95.0,-164.0,1110.0,0.0,530.0,-8.0,55.0,-63.0,775.0,2820.0,1.0,2819.0,0.0,-2045.0,0.0,-2045.0,0.0,-237.0,-275.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,-1892.0,-207.0,-3088.0,-3035.0,-616.0,763.0,-200.0,-300.0,0.0,-300.0,1715.0,-12.0,0.0,17.0,202.0,275.0,
03/31/2020,433.0,46.0,118.0,640.0,360.0,-68.0,-3.0,53.0,378.0,-731.0,-54.0,-167.0,-510.0,0.0,-14181.0,-65.0,6.0,-71.0,-5601.0,1364.0,0.0,1364.0,0.0,-6965.0,0.0,-2596.0,-4369.0,-8521.0,-8567.0,0.0,46.0,0.0,0.0,0.0,0.0,6.0,13752.0,-190.0,5976.0,3531.0,1365.0,1260.0,-180.0,0.0,0.0,0.0,7999.0,-33.0,0.0,4.0,14.0,367.0,
06/30/2020,1519.0,195.0,113.0,485.0,41.0,-26.0,-45.0,24.0,88.0,685.0,122.0,695.0,-132.0,0.0,-18510.0,-76.0,6.0,-82.0,-21417.0,756.0,1.0,755.0,0.0,-22173.0,0.0,-249.0,-21924.0,2973.0,2962.0,0.0,11.0,0.0,0.0,0.0,0.0,10.0,16930.0,-227.0,-4720.0,-3338.0,-1363.0,1251.0,-1270.0,0.0,0.0,0.0,21885.0,-8.0,0.0,-61.0,254.0,161.0,
