Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/04/1993,81.989998,25.929001,14.343,11.586,13.749,,,10.48,,,,,2.363,,,,,,52.521,11.729,32.250999,-20.521999,8.612,,,9.128,,,,,9.128,29.469001,,9.793,9.793,,,,2.368,,,,5.148,,,,5.148,17.309,10.628,,,,0.0,,,,,0.0,10.628,27.937,1.825,69.889,,,0.0,,-17.660999,54.053001,0.0,54.053001,81.990001,
10/03/1993,76.554001,25.439,12.287,13.152,13.708,,,9.885,,,,,1.399,,,,,,50.431,12.59,34.648998,-22.059,3.928,,,9.605,,,,,9.605,26.123,,11.483,11.483,,,,11.74,,,,13.628002,,,,13.628002,36.851002,0.538,,,,0.0,,,,,0.0,0.538,37.389002,1.84,69.725998,,,0.0,,-32.401001,39.164997,0.0,39.164997,76.553999,
12/31/1993,71.849998,21.693,11.502,10.191,13.272,,,9.583,,,,,1.354,,,,,,45.902,12.712,31.605,-18.893,3.927,,,9.309,,,,,9.309,25.948,,7.753,7.753,,,,11.274,,,,12.072001,,,,12.072001,31.099001,0.598,,,,0.0,,,,,0.0,0.598,31.697001,1.856,70.101997,,,0.0,,-31.805,40.152997,0.0,40.152997,71.849998,
04/03/1994,72.969002,20.602,13.671,6.931,17.597,,,9.568,,,,,1.08,,,,,,48.847,11.815,31.683001,-19.868,3.032,,,9.275,,,,,9.275,24.121999,,8.788,8.788,,,,11.057,,,,11.658,,,,11.658,31.503,0.437,,,,0.0,,,,,0.0,0.437,31.94,0.228,71.93,,,0.0,,-31.129,41.029001,0.0,41.029001,72.969001,
07/03/1994,75.628998,15.295,12.275,3.02,23.344999,,,10.689,,,,,1.352,,,,,,50.681,12.527,31.580999,-19.054001,3.139,,,9.282,,,,,9.282,24.948,,11.505,11.505,,,,10.806,,,,10.384999,,,,10.384999,32.695999,0.274,,,,0.0,,,,,0.0,0.274,32.969999,0.23,72.517998,,,0.0,,-30.089001,42.658997,0.0,42.658997,75.628996,
10/02/1994,90.766998,15.331,12.173,3.158,23.360001,,,14.205,,,,,1.6,,,,,,54.495998,16.048,36.979,-20.931,1.018,,,19.205,,,,,19.205,36.271,,17.421,17.421,,,,5.293,,,,14.954999,,,,14.954999,37.668999,6.193,,,,0.0,,,,,0.0,6.193,43.861999,0.232,89.843002,,,0.0,,-43.169998,46.905004,0.0,46.905004,90.767003,
12/31/1994,85.959,15.83,12.622,3.208,22.465,,,11.071,,,,,1.523,,,,,,50.889,15.668,37.236,-21.568001,3.741,,,15.661,,,,,15.661,35.07,,12.738,12.738,,,,2.842,,,,11.496,,,,11.496,27.076,6.227,,,,17.791,,,,,17.791,24.018,51.094,0.234,74.897003,,,0.0,,-40.265999,34.865004,0.0,34.865004,85.959004,
04/02/1995,99.782997,18.937,15.761,3.176,27.225,,,16.672001,,,,,1.459,,,,,,64.292999,16.107,40.466,-24.358999,0.0,,,19.382999,,,,,19.382999,35.49,,17.245001,17.245001,,,,5.027,,,,14.222998,,,,14.222998,36.494999,5.774,,,,1.259,,,,,1.259,7.033,43.527999,14.611,77.790001,,,0.0,,-36.146,56.255001,0.0,56.255001,99.783,
07/02/1995,104.445,20.049999,16.862,3.188,30.886999,,,13.452,,,,,2.22,,,,,,66.609001,18.165001,43.421001,-25.256001,0.0,,,19.671,,,,,19.671,37.836,,14.3,14.3,,,,4.552,,,,14.377,,,,14.377,33.229,6.469,,,,1.227,,,,,1.227,7.696,40.925,7.021,86.705002,,,0.0,,-30.205999,63.520002,0.0,63.520002,104.445002,
10/01/1995,131.483002,22.618,21.6,1.018,39.423,,,14.434,,,,,2.552,,,,,,79.027,21.028999,46.381001,-25.351999,0.0,,,31.427,,,,,31.427,52.455999,,21.847,21.847,,,,4.461,,,,17.443999,,,,17.443999,43.751999,6.925,,,,26.628,,,,,26.628,33.553,77.304999,0.0,87.847,,,0.0,,-33.668999,54.178001,0.0,54.178001,131.483001,
12/31/1995,184.860001,45.936999,41.932999,4.004,39.32,,,14.843,,,,,9.813,,,,,,109.913002,22.704,49.375,-26.671,5.147,,,47.096001,,,,,47.096001,74.947001,,22.865999,22.865999,,,,33.979,,,,20.326998,,,,20.326998,77.171997,8.979,,,,17.709,,,,,17.709,26.688,103.859997,0.0,119.758003,,,0.0,,-38.757999,81.000004,0.0,81.000004,184.860001,
03/31/1996,186.082001,31.606001,27.568001,4.038,42.569,,,22.846001,,,,,2.583,,,,,,99.603996,22.65,51.373001,-28.723,0.0,,,63.827999,,,,,63.827999,86.477999,,25.931,25.931,,,,19.039,,,,24.074999,,,,24.074999,69.044998,9.02,,,,2.147,,,,,2.147,11.167001,80.211999,14.295,121.475998,,,0.0,,-29.900999,105.869999,0.0,105.869999,186.081998,
06/30/1996,183.287994,22.043999,20.993999,1.05,40.205002,,,30.417,,,,,3.398,,,,,,96.064003,23.826,55.016998,-31.191,0.0,,,63.397999,,,,,63.397999,87.223999,,15.658,15.658,,,,22.921,,,,19.354999,,,,19.354999,57.933998,8.691,,,,15.71,,,,,15.71,24.401,82.334998,0.0,123.655998,,,0.0,,-22.702999,100.952999,0.0,100.952999,183.287997,
09/30/1996,126.514999,27.07,20.101,6.969,24.440001,,,12.571,,,,,2.462,,,,,,66.542999,14.468,47.922001,-33.453999,0.0,,,45.504002,,,,,45.504002,59.972002,,15.117,15.117,,,,4.809,,,,47.958003,,,,47.958003,67.884003,10.962,,,,14.836,,,,,14.836,25.798,93.682003,0.0,131.929993,,,0.0,,-99.097,32.832993,0.0,32.832993,126.514996,
12/31/1996,129.914,42.062,42.062,0.0,13.907,13.907,,9.232,,,,,3.104,,,,,,68.305,16.678,,,0.0,,,44.931,44.931,44.931,0.0,,0.0,61.609,,24.844,24.844,,,,6.269,,,,16.754,,,,16.754,47.867,0.0,,,,33.603,,,,,33.603,33.603,81.47,0.0,,,,,,48.444,48.444,0.0,48.444,129.914,
03/31/1997,134.796997,51.782999,46.827999,4.955,14.206,,,6.491,,,,,2.871,,,,,,75.350998,14.881,41.477001,-26.596001,7.605,,,36.959999,,,,,36.959999,59.445999,,6.377,6.377,,,,6.467,,,,29.747999,,,,29.747999,42.591999,18.540001,,,,14.044,,,,,14.044,32.584001,75.176,0.0,138.016998,,,0.0,,-78.396004,59.620995,0.0,59.620995,134.796994,
06/30/1997,144.255997,54.967002,40.844002,14.123,16.955,,,4.011,,,,,4.776,,,,,,80.709,16.448,34.73,-18.282,10.6,,,36.499001,,,,,36.499001,63.547001,,8.146,8.146,,,,6.798,,,,27.626,,,,27.626,42.57,18.129,,,,13.657,,,,,13.657,31.785999,74.355999,0.0,139.363998,,,0.0,,-69.463997,69.900002,0.0,69.900002,144.256001,
09/30/1997,147.457001,67.059999,22.358,44.702,10.27,,,2.67,,,,,3.578,,,,,,83.578003,17.275,37.067001,-19.792,10.513,,,36.091,,,,,36.091,63.878999,,4.497,4.497,,,,6.124,,,,25.657999,,,,25.657999,36.278999,17.330999,,,,13.482,,,,,13.482,30.813,67.091999,0.0,142.539001,,,0.0,,-62.174,80.365002,0.0,80.365002,147.457001,
12/28/1997,149.378006,69.24,27.906,41.334,15.103,,,3.199,,,,,5.958,,,,,,93.5,19.698999,35.025002,-15.326,4.424,,,31.754999,,,,,31.754999,55.877998,,7.421,7.421,,,,4.652,,,,22.831999,,,,22.831999,34.904999,9.092,,,,14.816,,,,,14.816,23.908,58.812999,0.0,143.182999,,,0.0,,-52.618,90.564999,0.0,90.564999,149.377997,
03/29/1998,159.802994,80.131002,77.149002,2.982,17.601999,,,4.258,,,,,1.717,,,,,,103.708,20.377001,37.758999,-17.382,4.424,,,31.294001,,,,,31.294001,56.095001,,6.251,6.251,,,,4.515,,,,23.886001,,,,23.886001,34.652,8.104,,,,13.495,,,,,13.495,21.599,56.251,0.0,146.520996,,,0.0,,-42.969002,103.551994,0.0,103.551994,159.802995,
06/28/1998,172.130997,60.872002,60.872002,0.0,20.858,,,6.212,,2.103,4.109,,3.986,,,,,,91.928001,26.429998,46.341999,-19.912001,4.517,,,49.256001,14.626,,,,34.63,80.202999,,9.433838,9.433838,,,,5.093,,,,32.857161,,,,32.857161,47.383999,7.645,,,,12.716,,,,,12.716,20.361,67.744998,0.0,176.667999,,,0.0,,-72.281998,104.386002,0.0,104.386002,172.131,
09/27/1998,170.787003,63.968002,13.77,50.198002,19.653,,,4.157,,1.174,2.983,,3.569,,,,,,91.347,30.965,54.042,-23.077,4.503,,,43.972,13.946,,,,30.026,79.44,,4.901,4.901,,,,4.996,,,,30.674999,,,,30.674999,40.571999,6.448,,,,12.615,,,,,12.615,19.063,59.634998,0.0,178.029007,,,0.0,,-66.876999,111.152008,0.0,111.152008,170.787006,
12/27/1998,204.496002,89.400002,38.507,50.893002,26.226999,,,3.617,,1.761,1.856,,9.551,,,,,,128.794998,32.452,59.219002,-26.767,0.0,,,43.249001,19.629,,,,23.620001,75.701,,8.964,8.964,,,,5.111,,,,41.107999,,,,41.107999,55.182999,5.894,,,,12.744,,,,,12.744,18.638,73.820999,0.0,191.134003,,,0.0,,-60.459,130.675003,0.0,130.675003,204.496002,
03/28/1999,213.395996,104.759003,104.759003,0.0,24.292,,,5.008,,2.008,3.0,,3.948,,,,,,138.007004,33.060001,66.568001,-33.507999,4.732,,,37.597,18.476999,,,,19.120001,75.389001,,11.155,11.155,,,,4.78,,,,40.501001,,,,40.501001,56.436001,4.228,,,,10.368,,,,,10.368,14.596,71.032001,0.0,185.386993,,,0.0,,-43.022999,142.363995,0.0,142.363995,213.395996,
06/27/1999,257.584991,149.853002,140.080002,9.773,24.027,,,5.314,,2.973,2.341,,4.447,,,,,,183.641006,33.671001,68.163002,-34.492001,3.29,,,36.983002,17.863001,,,,19.120001,73.944003,,10.861,10.861,,,,2.001,,,,49.785999,,,,49.785999,62.647999,1.002,,,,10.243,,,,,10.243,11.245,73.892999,0.0,187.473007,,,0.0,,-3.781,183.692007,0.0,183.692007,257.585006,
09/26/1999,299.520996,173.612999,70.403999,103.209,31.410999,,,6.545,,3.553,2.992,,4.764,,,,,,216.332993,39.794998,78.877998,-39.083,,,,43.393002,16.761,,,,26.632002,83.188,,13.736,13.736,,,,2.074,,,,63.246,,,,63.246,79.056,1.627,,,,9.969,,,,,9.969,11.596,90.652,0.0,202.298996,,,0.0,,6.57,208.868996,0.0,208.868996,299.520996,
12/26/1999,388.75,214.264999,101.514,112.750999,42.250999,,,14.277,0.0,10.275,4.002,0.0,22.979,,,,,,293.772003,51.978001,102.859001,-50.881001,0.0,,,43.0,10.744,5.946,4.798,,32.256,94.978001,,17.860001,17.860001,,,,4.081,,,,80.811998,,,,80.811998,102.752998,5.117,,,,16.089001,,,,,16.089001,21.206001,123.958999,39.949001,240.373001,,,0.0,,-15.531,264.791002,0.0,264.791002,388.750001,
03/26/2000,394.26001,223.192993,223.192993,0.0,46.108002,,,9.621,,3.834,5.787,,17.931999,,,,,,296.854004,56.075001,101.043999,-44.969002,0.0,,,41.331001,14.359,,,,26.972001,97.406002,,22.120001,22.120001,,,,1.956,,,,81.784999,,,,81.784999,105.861,0.72,,,,15.839,,,,,15.839,16.559,122.42,0.0,241.330994,,,0.0,,30.509001,271.839994,0.0,271.839994,394.259994,
06/25/2000,471.67099,249.917,126.072998,123.844002,64.613998,,,13.164,,4.948,8.216,,20.745001,,,,,,348.440002,72.804001,132.925003,-60.120998,0.0,,,50.426998,13.433,,,,36.993999,123.230999,,24.926001,24.926001,,,,4.168,,,,90.917001,,,,90.917001,120.011002,1.603,,,,15.744,,,,,15.744,17.347,137.358002,0.0,258.623993,,,0.0,,75.689003,334.312996,0.0,334.312996,471.670998,
09/24/2000,991.802002,333.293991,252.483994,80.809998,98.081001,,,32.501999,,22.358999,10.143,,31.834999,,,,,,495.712006,99.178001,175.524002,-76.346001,0.0,,,396.911987,342.459991,,,,54.451996,496.089989,,39.548,39.548,,,,4.993,,,,156.598999,,,,156.598999,201.139999,1.135,,,,19.927999,,,,,19.927999,21.062999,222.202999,0.0,763.637024,,,0.0,,5.962,769.599024,0.0,769.599024,991.802023,
12/31/2000,1126.089966,375.115997,256.197998,118.917999,93.851997,,,54.912998,0.0,31.035,23.878,0.0,47.122002,,,,,,571.002991,127.533997,215.210007,-87.676003,0.0,,,427.553009,11.53,314.619995,-303.089995,,416.023009,555.087006,,60.978001,60.978001,,,,1.769,,,,167.269998,,,,167.269998,230.016998,0.564,,,,44.191002,,,,,44.191002,44.755002,274.772,0.0,796.229004,,,0.0,,55.089001,851.318005,0.0,851.318005,1126.090005,
04/01/2001,992.697998,343.605009,318.70401,24.900999,40.806999,,,63.727001,0.0,26.596001,37.131001,0.0,38.106998,,,,,,486.246002,126.745003,,,0.0,,,379.707001,307.779999,,,,71.927002,506.452003,,22.035,22.035,,,,1.491,,,,132.921006,,,,132.921006,156.447006,0.313,,,,29.311001,,,,,29.311001,29.624001,186.071007,0.0,804.72998,,,0.0,,1.897,806.62698,0.0,806.62698,992.697987,
07/01/2001,780.015,344.408,344.408,0.0,25.59,25.59,,50.064,0.0,22.564,27.5,0.0,41.792,,,,,,461.854,119.886,,,76.488,,,121.787,99.796,,,,21.991,318.161,,32.619,32.619,,,,1.399,,,,110.794,,,,110.794,144.812,0.145,,,,38.679,,,,,38.679,38.824,183.636,0.0,811.347,,,0.0,-230.917,15.949,596.379,0.0,596.379,780.015,
09/30/2001,988.932,519.863,397.635,122.228,21.881,21.881,,45.55,0.0,14.641,30.909,0.0,38.854,,,,,,626.148,110.061,,,141.593,,,111.13,93.404,,,,17.726,362.784,,21.964,21.964,,,,1.003,,,,105.361,,,,105.361,128.328,275.0,,,,30.496,,,,,30.496,305.496,433.824,0.0,813.92,,,0.0,-265.372,6.56,555.108,0.0,555.108,988.932,
12/30/2001,855.341,410.729,152.12,258.609,16.004,16.004,,34.246,0.0,10.973,23.273,0.0,33.247,,,,,,494.226,89.715,216.117,-126.402,239.888,,,31.512,9.52,,,,21.992,361.115,,21.32,21.32,,,,0.47,0.0,0.47,0.47,257.965,,,,257.965,279.755,275.0,275.0,0.0,0.0,28.359,,,,,28.359,303.359,583.114,0.0,824.321,,,0.0,-573.4,21.306,272.227,0.0,272.227,855.341,
03/31/2002,809.026978,407.562012,142.138,265.424011,15.554,,,31.584999,0.0,13.374,18.211,0.0,38.502998,,,,,,493.20401,79.501999,,,160.425995,,,75.894997,9.235,,,,66.659997,315.82299,,29.351999,29.351999,,,,0.362,0.0,0.362,0.362,234.197011,,,,234.197011,263.911011,275.0,,,,19.139999,,,,,19.139999,294.139999,558.05101,0.0,829.377991,,,0.0,,-578.401978,250.976013,0.0,250.976013,809.027023,
06/30/2002,783.45697,424.011993,132.005005,292.006989,13.835,,,31.370001,0.0,13.587,17.783001,0.0,36.138,,,,,,505.355011,70.556999,,,147.516006,,,60.028999,8.95,,,,51.079,278.102005,,25.082001,25.082001,,,,0.158,0.0,0.158,0.158,235.170003,,,,235.170003,260.410004,275.0,275.0,0.0,0.0,12.76,,,,,12.76,287.76,548.170004,0.0,833.291992,,,0.0,,-598.005005,235.286987,0.0,235.286987,783.456991,
09/30/2002,772.567017,421.874985,79.278,342.596985,16.955999,,,28.129999,0.0,12.553,15.577,0.0,32.804001,,,,,,499.765015,62.126999,,,146.373001,,,64.302002,8.666,,,,55.636002,272.802002,,22.399,22.399,,,,0.093,0.0,0.093,0.093,237.97501,,,,237.97501,260.46701,275.0,275.0,0.0,0.0,11.467,,,,,11.467,286.467,546.934011,0.0,834.138,,,0.0,,-608.505005,225.632996,0.0,225.632996,772.567006,
12/29/2002,728.716003,411.329987,70.503998,340.825989,16.621,,,26.42,0.0,11.409,15.011,0.0,21.910999,,,,,,476.282013,51.188999,213.772003,-162.582993,148.893997,,,52.351002,8.381,7.061,1.32,,43.970002,252.433998,,24.697001,24.697001,,,,0.0,0.0,0.0,0.0,222.564001,,,,222.564001,247.261002,275.0,275.0,0.0,0.0,2.764,,,,,2.764,277.764,525.025002,0.0,839.317017,,,0.0,,-635.625977,203.69104,0.0,203.69104,728.716042,
03/30/2003,701.624023,401.052994,139.360001,261.692993,15.697,,,23.82,0.0,8.674,15.146,0.0,37.394001,,,,,,477.963989,44.459,,,146.324997,,,32.875999,8.097,,,,24.778999,223.659996,,19.080999,19.080999,,,,0.0,0.0,0.0,0.0,209.997995,,,,209.997995,229.078995,275.0,275.0,0.0,0.0,1.886,,,,,1.886,276.886,505.964995,0.0,843.645996,,,0.0,,-647.987,195.658997,0.0,195.658997,701.623991,
06/29/2003,692.398987,472.597015,300.196014,172.401001,20.726999,,,22.056999,0.0,7.937,14.12,0.0,32.542,,,,,,547.922974,37.620998,,,84.742996,,,22.112,7.907,,,,14.204999,144.475994,,18.829,18.829,,,,0.0,0.0,0.0,0.0,207.221003,,,,207.221003,226.050003,275.0,275.0,0.0,0.0,0.074,,,,,0.074,275.074,501.124003,0.0,850.705994,,,0.0,-659.086975,-0.344055,191.274963,0.0,191.274963,692.398966,
09/28/2003,519.198975,348.598007,204.048004,144.550003,18.448999,,,19.690001,,,,,16.365999,,,,,,403.102997,25.124001,,,76.286003,,,14.686,7.907,,,,6.779,116.096004,,22.188,22.188,,,,0.0,0.0,0.0,0.0,113.810993,,,,113.810993,135.998993,175.0,175.0,0.0,0.0,4.71,,,,,4.71,179.71,315.708993,0.0,857.263,,,0.0,-655.922974,2.149963,203.48999,0.0,203.48999,519.198983,
12/28/2003,552.955994,409.381004,290.264008,119.116997,21.645,,,18.275,0.0,6.734,11.541,0.0,15.094,,,,,,464.394989,20.75,205.987,-185.237,41.569,,,26.242001,8.127,7.061,1.066,,18.115001,88.561001,,27.356001,27.356001,,,,0.0,0.0,0.0,0.0,119.595003,,,,119.595003,146.951004,175.0,175.0,0.0,0.0,0.189,,,,,0.189,175.189,322.140004,4.519,870.856995,,,0.0,-646.39801,1.838013,230.815997,0.0,230.815997,552.956001,
03/28/2004,473.667999,322.534004,233.132004,89.402,28.927999,,,16.881001,0.0,7.654,9.227,0.0,17.299,,,,,,385.641998,20.289,,,43.105999,,,24.631001,8.713,,,,15.918,88.025999,,29.6,29.6,,,,0.0,0.0,0.0,0.0,117.250006,,,,117.250006,146.850006,68.070999,68.070999,0.0,0.0,0.113,,,,,0.113,68.183999,215.034005,4.434,882.81897,,,0.0,-629.551025,0.932007,258.633951,0.0,258.633951,473.667956,
06/27/2004,486.721985,224.304005,164.744003,59.560001,28.961,,,17.299999,0.0,9.239,8.061,0.0,14.335,,,,,,284.899994,18.273001,,,151.914001,,,31.635,10.228,,,,21.407001,201.822002,,22.524,22.524,,,,0.0,0.0,0.0,0.0,121.701998,,,,121.701998,144.225998,68.070999,68.070999,0.0,0.0,0.074,,,,,0.074,68.144999,212.370997,4.434,884.942993,,,0.0,-614.142029,-0.883972,274.350992,0.0,274.350992,486.721989,
09/26/2004,486.457001,251.966003,159.619003,92.347,20.516001,,,17.747,0.0,9.801,7.946,0.0,14.547,,,,,,304.776001,16.660999,,,140.082993,,,24.937,13.244,,,,11.693,181.680992,,16.941,16.941,,,,0.0,0.0,0.0,0.0,112.991007,,,,112.991007,129.932007,68.070999,68.070999,0.0,0.0,0.074,,,,,0.074,68.144999,198.077006,4.434,891.065002,,,0.0,-607.833984,0.714966,288.379984,0.0,288.379984,486.45699,
12/26/2004,507.024,274.686,121.276,153.41,19.931,19.931,,15.823,0.0,7.369,8.454,0.0,17.042,,,,,,327.482,16.177,215.854,-199.677,139.111,,,24.254,12.91,7.907,5.003,,11.344,179.542,,16.598,16.598,,,,68.071,68.071,0.0,0.0,90.507,,,,90.507,175.176,0.0,0.0,0.0,0.0,28.077,,,,,28.077,28.077,203.253,4.434,893.704,,,0.0,-594.717,0.35,303.771,0.0,303.771,507.024,
04/03/2005,450.257,224.229,153.97,70.259,23.946,23.946,,15.803,0.0,8.766,7.037,0.0,17.977,,,,,,281.955,14.382,,,130.881,,,23.039,12.725,7.907,4.818,,10.314,168.302,,18.628,18.628,,,,0.0,0.0,0.0,0.0,89.583,,,,89.583,108.211,4.139,4.139,0.0,0.0,28.077,,,,,28.077,32.216,140.427,,902.198,,,0.0,-591.44,-0.928,309.83,0.0,309.83,450.257,
07/03/2005,455.174,306.736,162.981,143.755,25.086,25.086,,14.712,0.0,9.97,4.742,0.0,16.688,,,,,,363.222,14.219,,,55.189,,,22.544,12.76,7.907,4.853,,9.784,91.952,,16.462,16.462,,,,0.0,0.0,0.0,0.0,90.931,,,,90.931,107.393,3.636,3.636,0.0,0.0,28.077,,,,,28.077,31.713,139.106,,907.432,,,0.0,-590.911,-0.453,316.068,0.0,316.068,455.174,
10/02/2005,488.017,375.862,143.472,232.39,37.789,37.789,,13.01,0.0,7.513,5.497,0.0,16.448,,,,,,443.109,11.609,,,15.342,,,17.957,12.812,7.907,4.905,,5.145,44.908,,18.58,18.58,,,,0.0,0.0,0.0,0.0,103.11,,,,103.11,121.69,3.37,3.37,0.0,0.0,28.077,,,,,28.077,31.447,153.137,0.0,918.161,,,0.0,-584.976,1.695,334.88,0.0,334.88,488.017,
