Date,Revenue,Sales & Services Revenue,Other Revenue,Gross Profit,Other Operating Income,Operating Expenses,Selling & Marketing,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2007,5683.0,,,,,-5752.0,,,,-69.0,0.0,128.0,208.0,-80.0,,-128.0,-69.0,,-69.0,,,,,,-69.0,,0.0,-69.0,-69.0,,249.0,-0.28,-0.28,-0.28,249.0,-0.28,-0.28,-0.28,
03/31/2008,5697.0,,,,0.0,-5884.0,,,,-187.0,-154.0,149.0,202.0,-53.0,,5.0,-341.0,0.0,-341.0,0.0,,,-341.0,,-341.0,,0.0,-341.0,-341.0,0.0,249.0,-1.37,-1.37,-1.37,249.0,-1.37,-1.37,-1.37,
06/30/2008,6179.0,,,,0.0,-6305.0,,,,-126.0,-1335.0,143.0,191.0,-48.0,,1192.0,-1461.0,0.0,-1461.0,0.0,,,-1461.0,,-1461.0,,0.0,-1461.0,-1461.0,,251.0,-5.83,-5.83,-1.19,251.0,-5.83,-5.83,-1.19,
09/30/2008,6421.0,,,,0.0,-6610.0,,,,-189.0,220.0,157.0,194.0,-37.0,,-377.0,31.0,,31.0,0.0,,,,,31.0,,0.0,31.0,31.0,17.55,258.0,0.120155,0.120155,0.1882,268.0,0.115672,0.115672,0.1812,
12/31/2008,5469.0,,,,0.0,-5642.0,,,,-173.0,-174.0,142.0,185.0,-43.0,,32.0,-347.0,,-347.0,,,,,,-347.0,,0.0,-347.0,-347.0,14.95,279.0,-1.243728,-1.243728,-1.19,279.0,-1.243728,-1.243728,-1.19,
03/31/2009,4839.0,4281.0,558.0,,0.0,-5033.0,,272.0,4761.0,-194.0,-181.0,165.0,176.0,-11.0,,16.0,-375.0,,-375.0,0.0,0.0,0.0,-375.0,,-375.0,0.0,0.0,-375.0,-366.55,8.45,279.0,-1.35,-1.35,-1.313799,279.0,-1.35,-1.35,-1.319713,
06/30/2009,4889.0,4324.0,565.0,,0.0,-5115.0,,282.0,4833.0,-226.0,-164.0,148.0,157.0,-9.0,,16.0,-390.0,0.0,-390.0,0.0,0.0,0.0,-390.0,,-390.0,,0.0,-390.0,-329.55,60.45,280.0,-1.39,-1.39,-1.176964,280.0,-1.39,-1.39,-1.176964,
09/30/2009,5127.0,4541.0,586.0,,0.0,-5321.0,,272.0,5049.0,-194.0,-195.0,164.0,171.0,-7.0,,31.0,-389.0,30.0,-359.0,0.0,0.0,0.0,-359.0,,-359.0,0.0,0.0,-359.0,-256.3,102.7,285.0,-1.26,-1.26,-0.899298,285.0,-1.26,-1.26,-0.899649,
12/31/2009,5063.0,4481.0,582.0,,0.0,-5453.0,,278.0,5175.0,-390.0,-208.0,191.0,198.0,-7.0,,17.0,-598.0,254.0,-344.0,0.0,0.0,0.0,-344.0,,-344.0,,0.0,-344.0,-297.85,46.15,333.0,-1.03,-1.03,-0.894444,333.0,-1.03,-1.03,-0.894444,
03/31/2010,5068.0,4483.0,585.0,,0.0,-5366.0,,267.0,5099.0,-298.0,-207.0,194.0,199.0,-5.0,,13.0,-505.0,,-505.0,0.0,0.0,0.0,-505.0,,-505.0,,0.0,-505.0,-470.55,34.45,333.0,-1.52,-1.52,-1.413063,333.0,-1.52,-1.52,-1.416547,
06/30/2010,5674.0,5049.0,625.0,,0.0,-5478.0,,267.0,5211.0,196.0,-207.0,195.0,201.0,-6.0,,12.0,-11.0,,-11.0,0.0,0.0,0.0,-11.0,,-11.0,0.0,0.0,-11.0,-11.0,0.0,333.0,-0.03,-0.03,-0.03,333.0,-0.03,-0.03,-0.03,
09/30/2010,5842.0,5240.0,602.0,,0.0,-5500.0,,274.0,5226.0,342.0,-199.0,189.0,197.0,-8.0,,10.0,143.0,,143.0,0.0,0.0,0.0,143.0,,143.0,0.0,0.0,143.0,143.0,0.0,333.0,0.43,0.43,0.43,389.0,0.39,0.39,0.39,
12/31/2010,5586.0,4987.0,599.0,,0.0,-5518.0,,285.0,5233.0,68.0,-200.0,188.0,195.0,-7.0,,12.0,-132.0,35.0,-97.0,0.0,0.0,0.0,-97.0,,-97.0,0.0,0.0,-97.0,-78.8,18.2,333.0,-0.29,-0.29,-0.236637,333.0,-0.29,-0.29,-0.236637,
03/31/2011,5533.0,4880.0,653.0,,0.0,-5765.0,,276.0,5489.0,-232.0,-204.0,186.0,193.0,-7.0,,18.0,-436.0,0.0,-436.0,0.0,0.0,0.0,-436.0,0.0,-436.0,0.0,0.0,-436.0,-415.85,20.15,333.0,-1.31,-1.31,-1.248799,333.0,-1.31,-1.31,-1.249489,
06/30/2011,6114.0,5455.0,659.0,,0.0,-6192.0,,266.0,5926.0,-78.0,-208.0,198.0,205.0,-7.0,,10.0,-286.0,0.0,-286.0,0.0,0.0,0.0,-286.0,,-286.0,,0.0,-286.0,-286.0,0.0,335.0,-0.85,-0.85,-0.85,335.0,-0.85,-0.85,-0.85,
09/30/2011,6376.0,5727.0,649.0,,0.0,-6337.0,,273.0,6064.0,39.0,-201.0,194.0,200.0,-6.0,,7.0,-162.0,,-162.0,0.0,0.0,0.0,-162.0,0.0,-162.0,0.0,0.0,-162.0,-162.0,0.0,335.0,-0.48,-0.48,-0.48,335.0,-0.48,-0.48,-0.48,
12/31/2011,5956.0,5311.0,645.0,,0.0,-6739.0,,271.0,6468.0,-783.0,-312.0,181.0,187.0,-6.0,,131.0,-1095.0,0.0,-1095.0,0.0,0.0,0.0,-1095.0,,-1095.0,0.0,0.0,-1095.0,-252.0,843.0,335.0,-3.268657,-3.268657,-0.752239,335.0,-3.268657,-3.268657,-0.752239,
03/31/2012,6037.0,5395.0,642.0,,0.0,-6126.0,,260.0,5866.0,-89.0,-1571.0,160.0,166.0,-6.0,,1411.0,-1660.0,,-1660.0,0.0,0.0,0.0,-1660.0,0.0,-1660.0,0.0,0.0,-1660.0,-742.2,917.8,335.0,-4.95,-4.95,-2.215522,335.0,-4.95,-4.95,-2.215522,
06/30/2012,6452.0,5802.0,650.0,,0.0,-6310.0,,261.0,6049.0,142.0,-383.0,145.0,152.0,-7.0,,238.0,-241.0,0.0,-241.0,0.0,0.0,0.0,-241.0,0.0,-241.0,0.0,0.0,-241.0,37.85,278.85,335.0,-0.72,-0.72,0.112985,335.0,-0.72,-0.72,0.112388,
09/30/2012,6429.0,5813.0,616.0,,0.0,-6378.0,,256.0,6122.0,51.0,-289.0,141.0,148.0,-7.0,,148.0,-238.0,,-238.0,0.0,0.0,0.0,-238.0,,-238.0,,0.0,-238.0,110.0,348.0,335.0,-0.71,-0.71,0.328358,335.0,-0.71,-0.71,0.328358,
12/31/2012,5937.0,5318.0,619.0,,0.0,-5930.0,230.0,196.0,5504.0,7.0,-314.0,144.0,150.0,-6.0,,170.0,-307.0,569.0,262.0,0.0,0.0,0.0,262.0,0.0,262.0,0.0,0.0,262.0,481.0,219.0,335.0,0.78209,0.78209,1.435821,382.0,0.685864,0.685864,1.259162,
03/31/2013,6098.0,5449.0,649.0,,0.0,-6027.0,290.0,204.0,5533.0,71.0,-434.0,250.0,254.0,-4.0,,184.0,-363.0,22.0,-341.0,0.0,0.0,0.0,-341.0,0.0,-341.0,0.0,0.0,-341.0,-153.0,188.0,249.491,-1.37,-1.37,-0.613249,249.491,-1.37,-1.37,-0.616466,
06/30/2013,6449.0,5809.0,640.0,,0.0,-5937.0,273.0,207.0,5457.0,512.0,-292.0,156.0,161.0,-5.0,23.0,113.0,220.0,0.0,220.0,0.0,0.0,0.0,220.0,0.0,220.0,0.0,0.0,220.0,383.95,163.95,249.588,0.88,0.88,1.538335,288.511,0.79,0.79,1.358263,
09/30/2013,6828.0,6183.0,645.0,,0.0,-6127.0,294.0,204.0,5629.0,701.0,-412.0,221.0,226.0,-5.0,4.0,187.0,289.0,0.0,289.0,0.0,0.0,0.0,289.0,0.0,289.0,0.0,0.0,289.0,464.75,175.75,249.719,1.16,1.16,1.861092,289.036,1.02,1.02,1.628056,
12/31/2013,7367.0,6592.0,775.0,,0.0,-7252.0,301.0,237.0,6714.0,115.0,-2439.0,208.0,214.0,-6.0,56.0,2175.0,-2324.0,324.0,-2000.0,0.0,0.0,0.0,-2000.0,0.0,-2000.0,0.0,0.0,-2000.0,-96.0,1904.0,372.055,-5.38,-5.38,-0.258026,372.055,-5.38,-5.38,-0.262477,
03/31/2014,9995.0,8871.0,1124.0,,0.0,-9265.0,401.0,307.0,8557.0,730.0,-237.0,236.0,243.0,-7.0,,1.0,493.0,-13.0,480.0,0.0,0.0,0.0,480.0,0.0,480.0,0.0,0.0,480.0,251.95,-228.05,723.971,0.66,0.66,0.348011,741.335,0.65,0.65,0.342379,
06/30/2014,11355.0,10141.0,1214.0,,0.0,-9956.0,402.0,319.0,9235.0,1399.0,-195.0,206.0,214.0,-8.0,,-11.0,1204.0,-340.0,864.0,0.0,0.0,0.0,864.0,0.0,864.0,0.0,0.0,864.0,1181.85,317.85,720.6,1.2,1.2,1.640092,734.767,1.17,1.17,1.602586,
09/30/2014,11139.0,9973.0,1166.0,,0.0,-9879.0,393.0,334.0,9152.0,1260.0,-311.0,203.0,210.0,-7.0,48.0,60.0,949.0,-7.0,942.0,0.0,0.0,0.0,942.0,,942.0,0.0,0.0,942.0,1225.0,283.0,719.067,1.31,1.31,1.703596,735.196,1.28,1.28,1.664931,
12/31/2014,10160.0,9014.0,1146.0,,0.0,-9300.0,348.0,334.0,8618.0,860.0,-293.0,211.0,220.0,-9.0,81.0,1.0,567.0,30.0,597.0,0.0,0.0,0.0,597.0,0.0,597.0,0.0,0.0,597.0,1084.0,487.0,706.185,0.84,0.84,1.535009,724.767,0.82,0.82,1.49194,
03/31/2015,9827.0,8635.0,1192.0,,0.0,-8611.0,336.0,336.0,7939.0,1216.0,-273.0,200.0,210.0,-10.0,80.0,-7.0,943.0,-11.0,932.0,0.0,0.0,0.0,932.0,0.0,932.0,0.0,0.0,932.0,1133.5,201.5,696.415,1.34,1.34,1.627621,716.93,1.3,1.3,1.58106,
06/30/2015,10827.0,9608.0,1219.0,,0.0,-8906.0,350.0,340.0,8216.0,1921.0,-202.0,213.0,223.0,-10.0,27.0,-38.0,1719.0,-15.0,1704.0,0.0,0.0,0.0,1704.0,0.0,1704.0,0.0,0.0,1704.0,1859.2,155.2,688.727,2.47,2.47,2.699473,707.611,2.41,2.41,2.62933,
09/30/2015,10706.0,9533.0,1173.0,,0.0,-8707.0,366.0,336.0,8005.0,1999.0,-290.0,209.0,219.0,-10.0,62.0,19.0,1709.0,-16.0,1693.0,0.0,0.0,0.0,1693.0,0.0,1693.0,0.0,0.0,1693.0,1880.0,187.0,661.869,2.56,2.56,2.840441,680.739,2.49,2.49,2.764701,
12/31/2015,9630.0,8497.0,1133.0,,0.0,-8562.0,342.0,352.0,7868.0,1068.0,-824.0,219.0,229.0,-10.0,680.0,-75.0,244.0,3037.0,3281.0,0.0,0.0,0.0,3281.0,0.0,3281.0,0.0,0.0,3281.0,1286.0,-1995.0,626.559,5.24,5.24,2.05248,644.14,5.09,5.09,1.992847,
03/31/2016,9435.0,8249.0,1186.0,,0.0,-8100.0,308.0,355.0,7437.0,1335.0,-218.0,226.0,239.0,-13.0,-10.0,2.0,1117.0,-417.0,700.0,0.0,0.0,0.0,700.0,,700.0,0.0,0.0,700.0,765.0,65.0,606.245,1.15,1.15,1.261866,611.488,1.14,1.14,1.246298,
06/30/2016,10363.0,9169.0,1194.0,,0.0,-8612.0,334.0,374.0,7904.0,1751.0,-258.0,233.0,249.0,-16.0,17.0,8.0,1493.0,-543.0,950.0,0.0,0.0,0.0,950.0,,950.0,0.0,0.0,950.0,1542.0,592.0,563.0,1.69,1.69,2.738899,566.04,1.68,1.68,2.725862,
09/30/2016,10594.0,9321.0,1273.0,,0.0,-9163.0,347.0,399.0,8417.0,1431.0,-242.0,234.0,250.0,-16.0,7.0,1.0,1189.0,-452.0,737.0,0.0,0.0,0.0,737.0,,737.0,0.0,0.0,737.0,908.000072,171.000072,525.415,1.4,1.4,1.728158,528.51,1.4,1.4,1.723551,
12/31/2016,9789.0,8541.0,1248.0,,0.0,-9022.0,334.0,397.0,8291.0,767.0,-267.0,236.0,254.0,-18.0,,31.0,500.0,-211.0,289.0,0.0,0.0,0.0,289.0,0.0,289.0,0.0,0.0,289.0,475.0,186.0,514.571,0.56,0.56,0.923099,518.358,0.56,0.56,0.918825,
03/31/2017,9820.0,9188.0,632.0,,0.0,-9083.0,318.0,405.0,8360.0,737.0,-202.0,236.0,257.0,-21.0,,-34.0,535.0,-195.0,340.0,0.0,0.0,0.0,340.0,0.0,340.0,0.0,0.0,340.0,414.0,74.0,503.902,0.67,0.67,0.821588,507.797,0.67,0.67,0.815728,
06/30/2017,11227.0,10572.0,655.0,,0.0,-9628.0,376.0,418.0,8834.0,1599.0,-210.0,239.0,263.0,-24.0,7.0,-36.0,1389.0,-525.0,864.0,0.0,0.0,0.0,864.0,0.0,864.0,0.0,0.0,864.0,988.25,124.25,490.818,1.76,1.76,2.013475,492.965,1.75,1.75,2.002046,
09/30/2017,10965.0,10319.0,646.0,,0.0,-9709.0,400.0,433.0,8876.0,1256.0,-193.0,241.0,266.0,-25.0,0.0,-48.0,1063.0,-402.0,661.0,0.0,0.0,0.0,661.0,0.0,661.0,0.0,0.0,661.0,729.0,68.0,484.772,1.36,1.36,1.5038,486.625,1.36,1.36,1.499738,
12/31/2017,10611.0,9942.0,669.0,,0.0,-9973.0,383.0,447.0,9143.0,638.0,-230.0,242.0,266.0,-24.0,0.0,-12.0,408.0,-991.0,-583.0,0.0,0.0,0.0,-583.0,0.0,-583.0,0.0,0.0,-583.0,421.0,1004.0,477.165,-1.22,-1.22,0.882294,477.165,-1.22,-1.22,0.882294,
03/31/2018,10401.0,9707.0,694.0,,0.0,-10005.0,356.0,440.0,9209.0,396.0,-158.0,237.0,262.0,-25.0,,-79.0,238.0,-79.0,159.0,0.0,0.0,0.0,159.0,0.0,159.0,0.0,0.0,159.0,331.0,172.0,472.297,0.34,0.34,0.70083,474.598,0.34,0.34,0.70083,
06/30/2018,11643.0,10935.0,708.0,,0.0,-10639.0,385.0,457.0,9797.0,1004.0,-248.0,233.0,263.0,-30.0,,15.0,756.0,-200.0,556.0,0.0,0.0,0.0,556.0,0.0,556.0,0.0,0.0,556.0,770.000104,214.000104,463.533,1.2,1.2,1.661155,464.618,1.2,1.2,1.660593,
