Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,FFO Per Share,FFO Per Share Surprise %,EBIT,EBIT Surprise %,EBITDA,Net Income,Net Income Surprise %,Source: Bloomberg
06/30/2007,,50.95,52.133999,5.54217130434783,66.001,66.001,,7.80669144981411,,,,,2.32384494602552,
09/30/2007,,44.067,26.969,-3.28662754491018,316.866,316.866,,-3.70370370370371,,,,,-38.8000090770872,
12/31/2007,,56.3,33.52,8.03837104430378,45.013,45.013,,1.88679245283019,,,,,-40.461811722913,
03/31/2008,,47.633,27.935,-8.89559248554914,44.579,44.579,,,,,,,-41.3536833707724,
06/30/2008,,49.12,41.001999,-0.867215099518477,225.89,225.89,,-8.10810810810811,,,,,-16.526875,
09/30/2008,,54.033,67.024002,3.276131229077,119.615,119.615,,8.23170731707316,,,,,24.0427183387929,
12/31/2008,,54.54,49.998001,4.52209032258065,34.65,34.65,,-1.63934426229508,,,,,-8.32783094976164,
03/31/2009,,44.85,41.269001,2.32869506159283,43.285,40.417,,-5.48204158790171,,,,,-7.98439018952062,
06/30/2009,,51.625,65.876999,10.241649072165,91.784,64.48,,7.00389105058366,,,,,27.6067777239709,
09/30/2009,,66.125,62.390999,-1.20949681762782,-52.397,61.296,,-2.07156308851224,,,,,-5.64688241965973,
12/31/2009,,69.633,77.783997,15.8471953102101,26.397,76.841,,3.77358490566038,,,,,11.7056524923528,
03/31/2010,,72.4,63.773998,16.2471130124609,74.836,61.982,,4.44874274661509,,,,,-11.9143674033149,
06/30/2010,,76.2,79.738998,14.6496451002648,79.465,78.457,,1.66358595194085,,,,,4.64435433070865,
09/30/2010,,87.1,84.362999,17.5496616011861,16.995,83.943,,-0.369003690036901,,,,,-3.1423662456946,
12/31/2010,,114.714,120.106003,13.4718487520649,136.202,119.875,,7.56302521008404,,,,,4.70038792126506,
03/31/2011,,76.24,70.093002,5.59044352412756,63.875,63.534,,22.5382932166302,,,,,-8.06269412381951,
06/30/2011,,201.6,222.992996,5.58466092119163,222.993,222.656,,3.2171581769437,,,,,10.6116051587302,
09/30/2011,,170.5,181.766998,-1.18400066666667,166.367,180.958,,1.05580693815988,,,,,6.60820997067449,
12/31/2011,,194.0,184.695,1.05166374781085,61.996,184.076,,-1.17994100294985,,,,,-4.79639175257732,
03/31/2012,,188.667,190.387,-1.95068600833505,175.257,172.886,,1.05580693815988,,,,,0.911659166679917,
06/30/2012,,197.0,193.591,-1.09902044293015,201.467,201.392,,0.729927007299254,,,,,-1.73045685279187,
09/30/2012,,204.429,203.002,0.0593434343434426,195.629,196.827,,-0.289017341040463,,,,,-0.698041862945078,
12/31/2012,,218.333,214.486,0.095866141732288,239.881,205.972,,1.26582278481013,,,,,-1.76198742288157,
03/31/2013,,222.833,230.585,-0.679299730665631,230.107,227.875,,2.35131396957123,,,,,3.47883841262291,
06/30/2013,,227.0,211.464,-0.427386692381872,213.023,210.195,,-2.04081632653061,,,,,-6.84405286343612,
09/30/2013,,226.286,260.647003,-2.30570189965904,233.282,223.457,,2.86458333333334,,,,,15.1847675066067,
12/31/2013,,223.5,233.606,1.79990064580228,292.625,233.136,,2.56410256410257,,,,,4.52170022371364,
03/31/2014,,224.8,229.365,-0.369694026226327,258.047,228.301,,1.07816711590297,,,,,2.03069395017793,
06/30/2014,,232.333,218.885,0.482324455205813,218.396,218.396,,0.13351134846462,,,,,-5.78824359862783,
09/30/2014,,255.286,247.208,9.85742762221167,247.208,247.208,,-1.7038007863696,,168.389355742297,,,-3.16429416419232,
12/31/2014,,235.25,196.583,4.07863554757629,196.145,196.145,,2.5974025974026,,126.341561712846,,,-16.4365568544102,
03/31/2015,,187.429,237.85,-1.3557264957265,-240.949,231.251,,1.0230179028133,,91.826724137931,,,26.9013866584147,
06/30/2015,,245.333,238.49275,-0.222047519217323,164.515,209.35,,4.08432147562583,,-35.1141630901288,,,-2.78814916868093,
09/30/2015,,220.714,229.9223,9.32824689241321,115.046,184.616,,1.0230179028133,,-52.1742222222222,,,4.17205070815626,
12/31/2015,,296.167,738.8738,0.295719844357973,-599.164,74.493,,2.69576379974326,,-18.9246808510638,,,149.478773799917,
03/31/2016,,207.833,115.762,2.49580246913581,115.762,47.354,,0.0,,-14.4638613861386,,,-44.3004720135878,
06/30/2016,,186.714,181.761,0.608792965627497,301.375,74.386,,6.16929698708752,,11.0720670391061,,,-2.65272020309136,
09/30/2016,,207.125,150.933,1.04232762056596,150.924,42.72,,1.83875530410184,,-9.08983957219251,,,-27.1295111647556,
12/31/2016,,114.5,80.252,-5.22630385487527,58.44,77.613,,4.05643738977073,,,,,-29.9109170305677,
03/31/2017,,206.0,146.149,-8.26001936108422,460.375,143.117,,5.37190082644629,,2.184,,,-29.0538834951456,
06/30/2017,,75.033,18.871,-2.92321329639889,19.283,75.553,,2.56410256410255,,-79.2384532760473,,,-74.8497327842416,
09/30/2017,,53.633,83.0482,0.340102098695411,-7.788,66.585,,4.12147505422993,,26.3724658180104,,,54.8453377584696,
12/31/2017,,74.038,63.1581,-2.23303571428572,-59.298,8.315,,1.91082802547771,,-31.9600380589914,,,-14.6950214754585,
03/31/2018,,70.067,80.858,4.60884955752212,39.841,19.026,,5.03282275711159,,,,,15.4009733540754,
06/30/2018,,59.9,18.51452,1.01510574018127,89.481,57.329,,3.07017543859648,,,,,-69.0909515859766,
09/30/2018,,16.315,56.94272,1.47690481449996,98.946,52.781,,0.686498855835241,,,,,249.020655838186,
12/31/2018,,57.733,1.2308,-1.15612253597599,829.325,101.894,,0.233100233100233,,,,,-97.8681170214608,
03/31/2019,,60.86,68.84082,-0.949054465597634,61.029,61.843,,2.08816705336427,,-75.9092664092664,,,13.113407821229,
06/30/2019,,62.111,98.37902,9.20240901224723,-13.991,44.234,,2.56410256410257,,,,,58.3922654602244,
09/30/2019,,30.818,58.03203,6.87280854233921,-46.249,27.809,,2.08816705336427,,,,,88.3056330715815,
12/31/2019,,44.314,258.62836,-2.17025260711562,43.2,171.504,,1.61662817551963,,,,,483.626754524529,
03/31/2020,,43.361,181.79217,9.73279309440279,277.464,150.885,,2.97482837528604,,,,,319.252715573903,
06/30/2020,,1.959,37.7685,-7.01011378002527,51.131,18.142,,0.75566750629723,,,,,1827.94793261868,
09/30/2020,,4.638,,,,,,,,,,,,
12/31/2020,,7.548,,,,,,,,,,,,
