Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1993,274.52301,2.625,2.625,0.0,77.668999,,,83.872002,,,,,18.337999,,,,,182.503998,82.294998,,,0.0,,,9.724,,,,9.724,92.018998,,12.842,12.842,,,,65.805,,,,,,41.222003,,,,41.222003,119.869003,32.992001,,,,,9.769,,,,,9.769,42.761001,162.630004,0.0,26.014999,,,0.0,,85.877998,111.892998,0.0,111.892998,274.523002,
12/31/1993,259.890015,3.112,3.112,0.0,75.767998,,,72.113998,,,,,18.607,,,,,169.600998,80.901001,143.065994,-62.165001,3.787,,,5.601,,,,5.601,90.289001,,14.691,14.691,,,,30.768999,,,,,,41.903999,,,,41.903999,87.363998,47.834,,,,,14.382,,,,,14.382,62.216,149.579998,0.0,26.209999,,,0.0,,84.099998,110.309998,0.0,110.309998,259.889996,
03/31/1994,266.330994,5.662,5.662,0.0,81.857002,,,70.997002,,,,,19.280001,,,,,177.796005,78.337997,144.505005,-66.167,4.998,,,5.199,,,,5.199,88.534997,,14.046,14.046,,,,25.622,,,,,,50.235001,,,,50.235001,89.903,44.796001,,,,,14.082,,,,,14.082,58.878001,148.781001,0.0,26.396,,,0.0,,91.153999,117.549999,0.0,117.549999,266.331,
06/30/1994,266.122009,4.839,4.839,0.0,81.542,,,72.805,,,,,19.77,,,,,178.955994,77.237999,,,0.0,,,9.928,,,,9.928,87.165999,,16.599001,16.599001,,,,22.448,,,,,,54.300999,,,,54.300999,93.348,37.799999,,,,,13.814,,,,,13.814,51.613999,144.961999,0.0,26.57,,,0.0,,94.589996,121.159996,0.0,121.159996,266.121995,
09/30/1994,263.864014,3.857,3.857,0.0,81.411003,,,74.375999,,,,,18.226999,,,,,177.871002,76.227997,149.343994,-73.115997,4.709,,,5.056,,,,5.056,85.992997,,15.717,15.717,,,,24.146999,,,,,,52.912002,,,,52.912002,92.776001,31.73,,,,,13.717,,,,,13.717,45.447,138.223001,0.0,26.794001,,,0.0,,98.847,125.641001,0.0,125.641001,263.864001,
12/31/1994,263.649994,3.751,3.751,0.0,81.713997,,,73.338997,,,,,19.525999,,,,,178.330002,75.625,150.414001,-74.789001,4.743,,,4.952,,,,4.952,85.32,,21.115999,21.115999,,,,21.593,,,,,,47.168999,,,,47.168999,89.877998,26.287001,,,,,17.667,,,,,17.667,43.954,133.831999,0.0,27.033001,,,0.0,,102.785004,129.818005,0.0,129.818005,263.650003,
03/31/1995,284.105011,5.917,5.917,0.0,92.452003,,,80.446999,,,,,20.187,,,,,199.003006,75.079002,153.757996,-78.679001,4.871,,,5.152,,,,5.152,85.102002,,24.065001,24.065001,,,,22.618999,,,,,,55.159002,,,,55.159002,101.843002,25.392,,,,,16.924999,,,,,16.924999,42.316999,144.160002,0.0,27.315001,,,0.0,,112.629997,139.944998,0.0,139.944998,284.105,
06/30/1995,285.751007,5.0,5.0,0.0,88.334999,,,85.401001,,,,,20.337,,,,,199.072998,74.753998,156.820007,-82.066002,5.757,,,6.167,,,,6.167,86.677998,,20.681999,20.681999,,,,20.091999,,,,,,57.391003,,,,57.391003,98.165001,23.593,,,,,16.881001,,,,,16.881001,40.474001,138.639002,0.0,27.583,,,0.0,,119.528999,147.112,0.0,147.112,285.751001,
09/30/1995,281.768005,7.564,7.564,0.0,85.903,,,83.920998,,,,,19.851999,,,,,197.240005,73.796997,,,0.0,,,10.731,,,,10.731,84.527997,,18.434,18.434,,,,14.269,,,,,,54.350001,,,,54.350001,87.053001,25.695999,,,,,17.631001,,,,,17.631001,43.327,130.380001,0.0,27.877001,,,0.0,,123.511002,151.388002,0.0,151.388002,281.768003,
12/31/1995,285.097992,14.774,14.774,0.0,92.060997,,,75.357002,,,,,19.4,,,,,201.591995,72.966003,159.328995,-86.362999,5.902,,,4.638,,,,4.638,83.506003,,19.945999,19.945999,,,,14.269,,,,,,55.602002,,,,55.602002,89.817001,20.922001,,,,,17.299999,,,,,17.299999,38.222,128.039001,0.0,28.125999,,,0.0,,128.932999,157.058998,0.0,157.058998,285.098,
03/31/1996,291.531006,17.952,17.952,0.0,98.240997,,,72.539001,,,,,20.627001,,,,,209.358994,71.832001,160.904999,-89.072998,5.652,,,4.688,,,,4.688,82.172001,,19.448,19.448,,,,10.056,,,,,,57.023001,,,,57.023001,86.527,20.976,,,,,17.76,,,,,17.76,38.736,125.263,0.0,28.547001,,,0.0,,137.720993,166.267994,0.0,166.267994,291.530994,
06/30/1996,290.945007,26.429001,26.429001,0.0,89.084999,,,72.596001,,,,,19.268,,,,,207.378006,71.82,163.417999,-91.598,6.441,,,5.306,,,,5.306,83.567,,19.487,19.487,,,,10.339,,,,,,52.231,,,,52.231,82.056999,16.955,,,,,17.809999,,,,,17.809999,34.764999,116.821999,0.0,28.846001,,,0.0,,145.276993,174.122993,0.0,174.122993,290.944992,
09/30/1996,290.763,25.305,25.305,0.0,88.221001,,,74.097,,,,,19.568001,,,,,207.190994,71.771004,167.251007,-95.480003,6.565,,,5.236,,,,5.236,83.572004,,16.784,16.784,,,,11.806,,,,,,46.508999,,,,46.508999,75.098999,16.916,,,,,17.740999,,,,,17.740999,34.657,109.755999,0.0,29.271,,,-0.652,,152.387992,181.006992,0.0,181.006992,290.762991,
12/31/1996,284.924988,9.39,9.39,0.0,97.794998,,,69.737999,,,,,21.612,,,,,198.535004,71.862,167.953995,-96.092003,7.432,,,7.096,,,,7.096,86.39,,21.261999,21.261999,,,,5.542,,,,,,52.335001,,,,52.335001,79.139,6.721,,,,,15.557,,,,,15.557,22.278,101.417,0.0,29.388,,,-1.639,,155.758995,183.507996,0.0,183.507996,284.924996,
03/31/1997,291.833008,10.667,10.667,0.0,97.115997,,,73.139999,,,,,23.323999,,,,,204.246994,72.024002,169.186005,-97.162003,8.817,,,6.745,,,,6.745,87.586002,,19.893,19.893,,,,11.918,,,,,,51.872998,,,,51.872998,83.683998,4.572,,,,,15.919,,,,,15.919,20.491,104.174998,0.0,30.511,,,-2.978,,160.125003,187.658003,0.0,187.658003,291.833001,
06/30/1997,292.07901,5.483,5.483,0.0,96.776001,,,77.318001,,,,,22.278,,,,,201.854996,71.866997,169.550003,-97.682999,11.132,,,7.225,,,,7.225,90.223997,,24.629,24.629,,,,6.611,,,,,,48.338003,,,,48.338003,79.578003,2.1,,,,,15.969,,,,,15.969,18.069,97.647003,0.0,30.559999,,,-3.077,,166.948994,194.431993,0.0,194.431993,292.078996,
09/30/1997,299.897003,4.672,4.672,0.0,89.319,,,82.411003,,,,,25.737,,,,,202.139008,74.782997,175.205994,-100.422997,15.185,,,7.79,,,,7.79,97.757998,,27.846001,27.846001,,,,4.516,,,,,,51.989997,,,,51.989997,84.351997,4.718,,,,,15.998,,,,,15.998,20.716,105.067997,0.0,30.646,,,-5.273,,169.455998,194.828999,0.0,194.828999,299.896996,
12/31/1997,351.876007,10.843,10.843,0.0,96.964996,,,91.428001,,,,,28.181999,,,,,227.417999,78.678001,178.630997,-99.953003,18.091999,,,27.688,,,,27.688,124.458,,32.384998,32.384998,,,,10.802,,,,,,57.595,,,,57.595,100.781998,38.952,,,,,15.465,,,,,15.465,54.417,155.198998,0.0,30.847,,,-6.006,,171.836002,196.677002,0.0,196.677002,351.876,
03/31/1998,369.569,12.626,12.626,0.0,103.080002,,,94.137001,,,,,28.552999,,,,,238.395996,78.261002,181.839996,-103.579002,25.745001,,,27.167,,,,27.167,131.173003,,28.544001,28.544001,,,,11.712,,,,,,58.227001,,,,58.227001,98.483002,44.868999,,,,,18.843,,,,,18.843,63.711999,162.195001,0.0,30.847,,,-5.36,,181.886993,207.373993,0.0,207.373993,369.568994,
06/30/1998,370.325989,13.482,13.482,0.0,100.092003,,,93.366997,29.968,20.173,43.226002,,31.191,,,,,238.132004,77.922997,184.050003,-106.126999,27.716999,,,26.554001,0.0,,,26.554001,132.193996,,25.006001,25.006001,,,,10.422,,,,,,59.583001,,,,59.583001,95.011002,47.834999,,,,,17.209999,,,,,17.209999,65.044998,160.056,0.0,30.905001,,,-3.776,,183.141006,210.270006,0.0,210.270006,370.326006,
09/30/1998,361.617004,8.335,8.335,0.0,96.397003,,,96.927002,30.638,22.256001,44.033001,,28.489,,,,,230.147995,80.111,191.863998,-111.752998,7.835,,,43.522999,0.0,,,43.522999,131.468999,,22.295,22.295,,,,10.001,,,,,,62.12,,,,62.12,94.416,38.730999,,,,,16.504,,,,,16.504,55.234999,149.650999,0.0,30.905001,,,-3.309,,184.370005,211.966006,0.0,211.966006,361.617005,
12/31/1998,367.299011,10.081,10.081,0.0,106.010002,,,92.411003,,,,,26.886999,,,,,235.389008,82.129997,198.175003,-116.044998,6.174,,,43.605999,,,,43.605999,131.909996,,26.705999,26.705999,,,,9.393,,,,,,61.145004,,,,61.145004,97.244003,42.339001,,,,,13.382,,,,,13.382,55.721001,152.965004,0.0,30.950001,,,-7.047,,190.431003,214.334003,0.0,214.334003,367.299007,
03/31/1999,369.625,8.036,8.036,0.0,110.360001,110.360001,,91.712997,27.611,22.434999,41.667,,26.768999,,,,,236.878006,81.625,199.121002,-117.496002,5.968,,,45.153999,0.0,,,45.153999,132.746999,,25.676001,25.676001,,,,5.851,,,,,,58.376999,,,,58.376999,89.903999,45.283001,,,,,13.547,,,,,13.547,58.830001,148.734,0.0,31.242001,,,-8.417,200.225006,-2.159004,220.891003,0.0,220.891003,369.625003,
06/30/1999,371.312012,11.595,11.595,0.0,104.929001,104.929001,,91.686996,26.870001,23.052,41.764999,91.686996,26.787001,,,,,234.998001,82.845001,199.513,-116.667999,6.879,,,46.59,0.0,,,46.59,136.314002,,23.528,23.528,,,,6.986,,,,,,54.691002,,,,54.691002,85.205002,42.248001,,,,,15.102,,,,,15.102,57.350001,142.555003,0.0,31.242001,,,-8.023,208.014008,-2.476008,228.757,0.0,228.757,371.312003,
09/30/1999,376.131,11.826,11.826,,105.213,105.213,,96.385,26.168,19.404,50.813,0.0,26.927,,,,,240.351,85.005,205.008,-120.003,1.539,,1.539,49.236,,,,49.236,135.78,,22.348,22.348,,,,9.747,,,,,,59.979,,,,59.979,92.074,35.367,,,,,14.494,,,,,14.494,49.861,141.935,,31.242,,,-7.67,212.201,-1.577,234.196,,234.196,376.131,
12/31/1999,668.862,17.087,17.087,0.0,193.898,,,126.277,32.398,31.936,61.943,0.0,41.455,,,,,378.717,125.942,250.568,-124.626,1.169,,,163.034,105.35,105.35,0.0,57.684,290.145,,64.737,64.737,,,,21.96,,,,,,115.824,,,,115.824,202.521,239.211,,,,,7.016,,,,,7.016,246.227,448.748,0.0,31.293,,,-7.392,,196.2123,220.1133,0.0,220.1133,668.8613,
03/31/2000,671.362,15.321,15.321,0.0,189.574005,189.574005,,136.287003,33.196999,38.535,64.555,0.0,41.101002,,,,,382.28299,126.134003,247.251007,-121.116997,1.359,,,161.585999,0.0,,,161.585999,289.079001,,61.398998,61.398998,,,,13.805,,,,,,110.749996,,,,110.749996,185.953995,258.062012,,,,,8.348,,,,,8.348,266.410011,452.364006,0.0,31.583,,,-6.005,203.766006,-10.351003,218.993004,0.0,218.993004,671.35701,
06/30/2000,665.037,13.071,13.071,0.0,193.662,193.662,,139.325,36.298,38.252,64.775,0.0,37.97,,,,,384.028,125.99,251.075,-125.085,1.346,,1.346,153.673,0.0,,,153.673,281.009,,59.121,59.121,,,,19.564,,,,,,112.548,,,,112.548,191.233,242.935,,,,,8.527,,,,,8.527,251.462,442.695,0.0,31.582,,,-5.703,208.802,-12.339,222.342,0.0,222.342,665.037,
09/30/2000,634.16803,8.586,8.586,0.0,182.615997,182.615997,,124.814003,31.027,33.893002,59.894001,0.0,38.904999,,,,,354.92099,119.439003,238.546005,-119.107002,1.225,,,158.582993,0.0,,,158.582993,279.246996,,56.082001,56.082001,,,,13.786,,,,,,113.956996,,,,113.956996,183.824997,211.630005,,,,,10.009,,,,,10.009,221.639005,405.464002,0.0,31.582001,,,-5.749,222.707993,-19.836998,228.703995,0.0,228.703995,634.167996,
12/31/2000,646.278,13.954,13.954,0.0,182.242,182.242,,132.519,32.993,30.071,69.45,0.0,40.953,,,,,369.668,119.032,255.203,-136.171,66.608,,,90.97,90.97,90.97,0.0,0.0,276.61,,62.965,62.965,,,,18.146,,,,,,108.197,,,,108.197,189.308,203.36,,,,,8.992,,,,,8.992,212.352,401.66,0.0,31.598,,,-5.415,231.821,-13.386,244.618,0.0,244.618,646.278,
03/31/2001,650.879,9.994,9.994,0.0,191.792,191.792,,136.713,35.109,30.349,71.255,0.0,42.044,,,,,380.543,118.787,243.719,-124.932,63.668,,,87.881,87.881,87.881,0.0,0.0,270.336,,62.046,62.046,,,,17.992,,,,,,111.502,,,,111.502,191.54,202.901,,,,,9.173,,,,,9.173,212.074,403.614,0.0,31.598,,,-4.574,240.402,-20.161,247.265,0.0,247.265,650.879,
06/30/2001,660.652,26.066,26.066,0.0,186.708,,,142.285,39.185,28.359,74.741,0.0,40.407,,,,,395.466,128.982,260.672,-131.69,51.579,,,84.625,84.625,84.625,0.0,0.0,265.186,,60.615,60.615,,,,17.334,,,,,,123.265,,,,123.265,201.214,194.715,,,,,8.389,,,,,8.389,203.104,404.318,0.0,31.959,,,-3.58,252.134,-24.179,256.334,0.0,256.334,660.652,
09/30/2001,684.501,32.326,32.326,0.0,186.394,186.394,,158.946,40.735,30.26,87.951,0.0,42.308,,,,,419.974,131.3,274.455,-143.155,48.512,,,133.227,84.715,84.715,0.0,48.512,313.039,,67.835,67.835,,,,19.993,,,,,,126.865,,,,126.865,214.693,191.282,,,,,6.205,,,,,6.205,197.487,412.18,0.0,32.021,,,-3.119,259.35,-15.931,272.321,0.0,272.321,684.501,
12/31/2001,684.028,47.129,47.129,0.0,194.4,194.4,,139.179,33.488,28.715,76.976,0.0,50.12,,,,,430.828,132.974,276.173,-143.199,44.353,,,120.226,75.873,75.873,0.0,44.353,297.553,,64.903,64.903,,,,9.931,,,,,,124.272,,,,124.272,199.106,188.423,,,,,12.622,,,,,12.622,201.045,400.151,0.0,32.173,,,-1.863,276.554,-22.987,283.877,0.0,283.877,684.028,
03/31/2002,686.758,44.946,44.946,0.0,196.004,196.004,,141.667,34.428,26.429,80.81,0.0,53.264,,,,,435.881,132.779,283.139,-150.36,42.225,,,75.873,75.873,75.873,0.0,0.0,250.877,,67.848,67.848,,,,10.095,,,,,,116.511,,,,116.511,194.454,174.343,,,,,13.026,,,,,13.026,187.369,381.823,0.0,32.833,,,-0.53,295.535,-22.903,304.935,0.0,304.935,686.758,
06/30/2002,704.124,25.655,25.655,0.0,199.973,199.973,,154.779,35.844,30.021,88.914,0.0,61.424,,,,,441.831,137.835,305.11,-167.275,48.585,,,75.873,75.873,75.873,0.0,0.0,262.293,,69.414,69.414,,,,11.156,,,,,,122.131,,,,122.131,202.701,149.417,,,,,11.092,,,,,11.092,160.509,363.21,0.0,33.753,,,0.0,311.983,-4.822,340.914,0.0,340.914,704.124,
09/30/2002,719.022,39.25,39.25,0.0,201.261,201.261,,160.683,40.449,32.273,87.961,0.0,61.345,,,,,462.539,139.718,312.576,-172.858,42.199,,,74.566,74.566,74.566,0.0,0.0,256.483,,68.496,68.496,,,,10.385,,,,,,133.701,,,,133.701,212.582,139.124,,,,,10.791,,,,,10.791,149.915,362.497,0.0,34.662,,,0.0,328.6,-6.737,356.525,0.0,356.525,719.022,
12/31/2002,720.703,27.733,27.733,0.0,212.282,212.282,,166.372,40.559,30.79,95.023,0.0,59.409,,,,,465.796,142.235,329.507,-187.272,36.0,,,76.672,69.519,69.519,0.0,7.153,254.907,,75.233,75.233,,,,7.486,,,,,,139.29,,,,139.29,222.009,105.768,,,,,9.839,,,,,9.839,115.607,337.616,0.0,36.144,,,0.0,344.841,2.102,383.087,0.0,383.087,720.703,
03/31/2003,739.397,25.223,25.223,0.0,213.955,213.955,,172.917,39.6,37.4,95.917,0.0,61.71,,,,,473.805,144.633,343.033,-198.4,51.44,,,69.519,69.519,69.519,0.0,0.0,265.592,,79.001,79.001,,,,11.146,,,,,,127.044,,,,127.044,217.191,98.862,,,,,9.339,,,,,9.339,108.201,325.392,0.0,37.386,,,0.0,371.205,5.414,414.005,0.0,414.005,739.397,
06/30/2003,775.37,28.828,28.828,0.0,211.922,211.922,,186.278,41.4,40.5,104.4,0.0,67.358,,,,,494.386,151.916,366.516,-214.6,0.0,,,129.068,69.519,69.519,0.0,59.549,280.984,,52.891,52.891,,,,13.405,,,,,,152.819,,,,152.819,219.115,98.94,,,,,8.721,,,,,8.721,107.661,326.776,0.0,39.222,,,0.0,392.161,17.211,448.594,0.0,448.594,775.37,
09/30/2003,925.683,140.748,140.748,0.0,217.674,217.674,,189.189,41.2,39.9,108.089,0.0,78.129,,,,,625.74,164.443,383.043,-218.6,65.981,,,69.519,69.519,69.519,0.0,0.0,299.943,,60.516,60.516,,,,9.612,,,,,,162.198,,,,162.198,232.326,225.196,,,,,8.822,,,,,8.822,234.018,466.344,0.0,40.214,,,0.0,401.821,17.304,459.339,0.0,459.339,925.683,
12/31/2003,986.858,148.642,148.642,,234.085,234.085,,190.258,38.783,38.798,112.677,0.0,97.893,,,,,670.878,179.123,388.966,-209.843,52.9,,,83.957,69.503,69.503,0.0,14.454,315.98,,53.995,53.995,,,,10.423,,,,,,169.908,,,,169.908,234.326,225.835,,,,,30.89,,,,,30.89,256.725,491.051,0.0,42.167,,,0.0,421.012,32.628,495.807,0.0,495.807,986.858,
03/31/2004,997.563,141.548,141.548,0.0,228.925,228.925,,190.034,45.7,38.2,106.1,0.0,102.442,,,,,662.949,182.964,399.764,-216.8,78.909,,,72.741,72.741,72.741,0.0,0.0,334.614,,57.033,57.033,,,,8.53,,,,,,155.633,,,,155.633,221.196,226.171,,,,,31.874,,,,,31.874,258.045,479.241,0.0,44.315,,,0.0,442.99,31.017,518.322,0.0,518.322,997.563,
06/30/2004,1022.76,155.329,155.329,0.0,234.003,234.003,,188.564,45.8,36.1,106.7,0.0,82.491,,,,,660.387,186.233,405.633,-219.4,70.25,,,176.14,105.89,72.741,33.149,70.25,432.623,,67.34,67.34,,,,9.987,,,,,,133.81,,,,133.81,211.137,226.098,,,,,41.005,,,,,41.005,267.103,478.24,0.0,45.68,,,0.0,465.853,32.987,544.52,0.0,544.52,1022.76,
09/30/2004,1092.37,125.154,125.154,0.0,228.186,228.186,,200.183,47.7,41.0,111.483,0.0,104.631,,,,,658.154,192.147,420.247,-228.1,68.334,,,173.735,173.735,113.266,60.469,0.0,434.216,,55.524,55.524,,,,8.457,,,,,,208.393,,,,208.393,272.374,226.009,,,,,40.148,,,,,40.148,266.157,538.531,0.0,47.189,,,0.0,472.143,34.507,553.839,0.0,553.839,1092.37,
12/31/2004,1392.002,361.633,195.734,165.899,261.243,,,205.512,44.95,48.206,112.356,0.0,82.836,,,,,911.224,202.324,450.607,-248.283,79.996,,,278.454,171.914,113.276,58.638,106.54,560.774,,71.194,71.194,,,,9.457,,,,,,234.724,,,,234.724,315.375,425.979,,,,,53.76,,,,,53.76,479.739,795.114,0.0,49.631,,,0.0,489.254,58.003,596.888,0.0,596.888,1392.002,
