Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2003,1708.971,546.754,467.565,79.189,89.473,89.473,,60.924,29.849,8.781,22.294,,75.237,,,772.388,95.104,,,,,841.479,643.995,298.769,345.226,197.484,936.583,,30.435,30.435,,16.122,,,,,74.309,,74.309,120.866,859.843,,,,68.658,,,,,,68.658,928.501,1049.367,,1036.365,,,-11.989,-392.925,28.153,659.604,,659.604,1708.971,
06/30/2003,2487.695,1212.617,1062.694,149.923,101.327,101.327,,62.388,24.774,11.804,25.81,,69.247,,,1445.579,101.747,,,,,940.369,638.063,298.769,339.294,302.306,1042.116,,39.046,39.046,,14.177,,,,,64.162,,64.162,117.385,1603.594,,,,66.364,,,,,,66.364,1669.958,1787.343,0.0,1050.343,,,-12.114,-374.802,36.925,700.352,,700.352,2487.695,
09/30/2003,2336.504,1078.891,1032.141,46.75,99.881,99.881,,59.46,23.342,7.266,28.852,,67.92,,,1306.152,115.571,,,,,914.781,630.22,298.769,331.451,284.561,1030.352,,30.767,30.767,,14.133,,,,,83.333,,83.333,128.233,1416.646,,,,64.141,,,,,,64.141,1480.787,1609.02,,1053.178,,,-12.114,-352.53,38.95,727.484,,727.484,2336.504,
12/31/2003,2381.656,1155.163,1115.699,39.464,86.348,86.348,,61.249,23.647,10.295,27.307,,67.17,,,1369.93,126.442,180.622,-54.18,,,885.284,625.214,298.769,326.445,260.07,1011.726,,28.591,28.591,,9.637,,,,,99.46,,99.46,137.688,1409.417,,,,64.181,,,,,,64.181,1473.598,1611.286,,1052.617,,,-13.692,-321.305,52.75,770.37,,770.37,2381.656,
03/31/2004,2391.292,1146.529,1093.237,53.292,104.557,104.557,,64.581,22.641,13.695,28.245,,78.549,,,1394.216,130.853,,,,,866.223,615.683,298.769,316.914,250.54,997.076,,28.694,28.694,,42.328,,,,,96.407,,96.407,167.429,1370.119,,,,59.197,,,,,,59.197,1429.316,1596.745,,1061.511,,,-13.692,-299.594,46.322,794.547,,794.547,2391.292,
06/30/2004,2400.092,1208.83,1045.994,162.836,97.558,97.558,,68.184,25.998,12.567,29.619,0.0,83.732,,,1458.304,136.59,,,0.0,,805.198,606.843,298.769,308.074,198.355,941.788,,35.248,35.248,,41.374,,,,,105.91,,105.91,182.532,1363.843,,,,62.665,,,,,,62.665,1426.508,1609.04,0.0,1066.477,,,-13.706,-306.445,44.726,791.052,0.0,791.052,2400.092,
09/30/2004,2298.813,810.526,605.992,204.534,136.503,136.503,,71.466,24.256,9.443,37.767,0.0,97.145,,,1115.64,224.523,,,0.0,,958.65,776.128,363.912,412.216,182.522,1183.173,,40.33,40.33,,9.403,,,,,132.296,,132.296,182.029,1287.32,,,,105.705,,,,,,105.705,1393.025,1575.054,0.0,1162.147,,,-13.706,-473.223,48.541,723.759,0.0,723.759,2298.813,
12/31/2004,2396.922,791.676,574.244,217.432,208.225,208.225,,86.629,31.511,4.286,50.832,0.0,78.489,,,1165.019,244.834,322.191,-77.357,0.0,,987.069,821.936,372.534,449.402,165.133,1231.903,,52.488,52.488,,5.114,,,,,170.436,,170.436,228.038,1284.41,,,,54.43,,,,,,54.43,1338.84,1566.878,0.0,1173.079,,,-14.86,-395.118,66.943,830.044,0.0,830.044,2396.922,
03/31/2005,2466.961,810.035,590.262,219.773,205.447,205.447,,95.381,42.167,14.171,39.043,0.0,101.628,,,1212.491,255.644,,,0.0,,998.826,800.734,369.534,431.2,198.092,1254.47,,53.816,53.816,,5.655,,,,,174.258,,174.258,233.729,1282.652,,,,108.039,,,,,,108.039,1390.691,1624.42,0.0,1174.615,,,-14.86,-368.456,51.242,842.541,0.0,842.541,2466.961,
06/30/2005,2992.011,1237.528,1030.332,207.196,153.868,153.868,,109.981,53.521,16.674,39.786,0.0,99.641,,,1601.018,264.397,,,0.0,,1126.596,782.488,369.534,412.954,344.108,1390.993,,58.659,58.659,,4.299,,,,,182.468,,182.468,245.426,2081.092,,,,107.011,,,,,,107.011,2188.103,2433.529,0.0,1151.428,,,-14.892,-617.488,39.434,558.482,0.0,558.482,2992.011,
09/30/2005,2690.968,815.624,585.276,230.348,160.362,160.362,,119.342,56.541,18.703,44.098,0.0,94.059,,,1189.387,274.02,,,0.0,,1227.561,882.525,369.534,512.991,345.036,1501.581,,56.795,56.795,,3.465,,,,,190.088,,190.088,250.348,1692.63,,,,160.655,,,,,,160.655,1853.285,2103.633,0.0,1152.514,,,-14.892,-588.145,37.858,587.335,0.0,587.335,2690.968,
12/31/2005,2819.206,484.09,205.06,279.03,199.086,199.086,,137.886,67.164,28.43,42.292,0.0,227.775,,,1048.837,323.83,415.27,-91.44,0.0,,1446.539,1213.925,471.051,742.874,232.614,1770.369,,53.699,53.699,,933.16,,,,,291.744,,291.744,1278.603,763.097,,,,165.335,,,,,,165.335,928.432,2207.035,0.0,1166.75,,,-17.125,-570.072,32.618,612.171,0.0,612.171,2819.206,
03/31/2006,2935.341,541.471,289.087,252.384,225.352,225.352,,150.471,57.682,39.418,53.371,,237.354,,,1154.648,346.744,,,,,1433.949,1194.376,464.681,729.695,239.573,1780.693,,87.155,87.155,,1683.614,,,,,231.252,,231.252,2002.021,12.331,,,,164.118,,,,,,164.118,176.449,2178.47,0.0,1306.027,,,-17.532,-566.505,34.881,756.871,,756.871,2935.341,
06/30/2006,2966.399,485.49,357.742,127.748,232.527,232.527,,156.225,78.863,31.484,45.878,0.0,210.522,,,1084.764,368.392,,,0.0,,1513.243,1277.276,469.487,807.789,235.967,1881.635,,50.653,50.653,,933.403,,,,,224.112,,224.112,1208.168,762.535,,,,142.296,,,,,,142.296,904.831,2112.999,0.0,1318.972,,,-17.558,-516.088,68.074,853.4,0.0,853.4,2966.399,
09/30/2006,3127.56,667.982,630.363,37.619,234.675,234.675,,164.664,103.066,20.636,40.962,,214.068,,,1281.389,391.846,,,0.0,,1454.325,1271.908,472.152,799.756,182.417,1846.171,,63.492,63.492,,933.494,,,,,245.011,,245.011,1241.997,762.404,,,,145.992,,,,,,145.992,908.396,2150.393,0.0,1333.948,,,-17.558,-420.347,81.124,977.167,0.0,977.167,3127.56,
12/31/2006,3045.497,521.724,496.512,25.212,270.045,270.045,,174.3,112.822,15.915,45.563,0.0,231.796,,,1197.865,453.01,556.631,-103.621,0.0,,1394.622,1260.204,467.167,793.037,134.418,1847.632,,90.586,90.586,,1023.312,,,,,263.478,,263.478,1377.376,224.992,,,,133.669,,,,,,133.669,358.661,1736.037,0.0,1781.427,,,-151.068,-425.256,104.357,1309.46,0.0,1309.46,3045.497,
03/31/2007,3157.958,579.413,567.43,11.983,307.494,307.494,,189.885,130.383,19.372,40.13,,247.378,,,1324.17,457.784,,,0.0,,1376.004,1242.096,468.062,774.034,133.908,1833.788,,77.035,77.035,,1023.284,,,,,245.835,,245.835,1346.154,224.294,,,,172.514,,,,,,172.514,396.808,1742.962,0.0,1811.953,,,-151.196,-357.239,111.478,1414.996,0.0,1414.996,3157.958,
06/30/2007,3297.541,711.164,703.998,7.166,305.313,305.313,,201.903,140.275,21.147,40.481,,250.666,,,1469.046,472.642,,,,,1355.853,1227.867,470.491,757.376,127.986,1828.495,,90.699,90.699,,1237.197,,,,,294.207,,294.207,1622.103,10.195,,,,173.948,,,,,,173.948,184.143,1806.246,,1880.742,,,-151.196,-361.547,123.296,1491.295,,1491.295,3297.541,
09/30/2007,3398.704,731.083,661.982,69.101,302.748,302.748,,93.399,28.074,19.535,45.79,,238.766,,,1365.996,481.508,,,0.0,,1551.2,1315.86,476.605,839.255,235.34,2032.708,,74.528,74.528,,1237.285,,,,,685.864,,685.864,1997.677,4.373,,,,170.846,,,,,,170.846,175.219,2172.896,0.0,1900.454,,,-151.196,-668.31,144.86,1225.808,0.0,1225.808,3398.704,
12/31/2007,3496.526,826.265,818.669,7.596,276.776,276.776,,98.996,32.139,23.743,43.114,,225.535,,,1427.572,500.396,647.666,-147.27,0.0,,1568.558,1294.343,476.515,817.828,274.215,2068.954,,91.437,91.437,,1237.169,,,,,677.184,,677.184,2005.79,3.788,,,,194.624,,,,,,194.624,198.412,2204.202,0.0,1935.665,,,-158.173,-633.871,148.703,1292.324,0.0,1292.324,3496.526,
03/31/2008,3607.42,855.846,855.846,0.0,295.035,295.035,,117.726,28.711,36.72,52.295,0.0,192.284,,,1460.891,509.933,,,0.0,,1636.596,1309.207,486.865,822.342,327.389,2146.529,,94.547,94.547,,1037.163,,,,,665.746,,665.746,1797.456,203.317,,,,218.88,,,,,,218.88,422.197,2219.653,0.0,3903.99,,,-158.197,-585.277,-1772.749,1387.767,0.0,1387.767,3607.42,
