Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2012,1709.0,1579.0,1533.0,46.0,,130.0,,0.0,0.0,,-494.0,454.0,194.0,260.0,40.0,40.0,0.0,1215.0,-637.0,,161.0,114.0,362.0,578.0,-88.0,83.0,-16.0,9.0,7.0,99.0,99.0,,,5.0,490.0,-179.0,311.0,-63.0,-63.0,0.0,374.0,,374.0,,0.0,374.0,311.0,0.0,242.6,1.54,1.281946,1.281946,242.9,1.54,1.280634,1.280634,
12/31/2012,1258.0,959.0,580.0,379.0,,299.0,,0.0,0.0,,-482.0,314.0,164.0,150.0,168.0,168.0,0.0,776.0,-664.0,,171.0,106.0,387.0,112.0,-89.0,80.0,-17.0,10.0,7.0,97.0,97.0,,,9.0,23.0,-10.0,13.0,1168.0,1168.0,0.0,-1155.0,-1.0,-1156.0,0.0,0.0,-1156.0,12.0,0.0,242.6,-4.76,0.049464,0.049464,243.0,-4.76,0.046584,0.046584,
03/31/2013,1475.0,1088.0,689.0,399.0,,387.0,,0.0,0.0,,-594.0,364.0,213.0,151.0,230.0,230.0,0.0,881.0,-696.0,,175.0,122.0,399.0,185.0,-94.0,86.0,-15.0,8.0,7.0,101.0,101.0,,,8.0,91.0,-35.0,56.0,199.0,199.0,0.0,-143.0,-2.0,-145.0,,0.0,-145.0,54.0,0.0,242.6,-0.6,0.22,0.22,242.6,-0.6,0.22,0.22,
06/30/2013,1403.0,1228.0,1161.0,67.0,,175.0,,0.0,0.0,,-406.0,334.0,213.0,121.0,72.0,72.0,0.0,997.0,-736.0,,178.0,111.0,447.0,261.0,-89.0,84.0,-16.0,8.0,8.0,100.0,100.0,,,5.0,172.0,-66.0,106.0,10.0,10.0,0.0,96.0,-1.0,95.0,,0.0,95.0,105.0,0.0,242.6,0.39,0.44,0.44,242.6,0.39,0.44,0.44,
09/30/2013,1638.0,1507.0,1476.0,31.0,,131.0,,0.0,0.0,,-392.0,350.0,222.0,128.0,42.0,42.0,0.0,1246.0,-679.0,,175.0,121.0,383.0,567.0,-73.0,69.0,-19.0,10.0,9.0,88.0,88.0,,,4.0,494.0,-187.0,307.0,3.0,3.0,0.0,304.0,-2.0,302.0,,0.0,302.0,305.0,0.0,242.6,1.25,1.257214,1.257214,245.1,1.24,1.25224,1.25224,
12/31/2013,1322.0,1009.0,670.0,339.0,,313.0,,0.0,0.0,,-481.0,299.0,197.0,102.0,182.0,182.0,0.0,841.0,-670.0,,178.0,104.0,388.0,171.0,-99.0,92.0,-17.0,11.0,6.0,109.0,109.0,,,7.0,72.0,-23.0,49.0,11.0,11.0,0.0,38.0,-1.0,37.0,0.0,0.0,37.0,48.0,0.0,242.6,0.15,0.197857,0.197857,245.1,0.15,0.19488,0.19488,
03/31/2014,1594.0,1106.0,713.0,393.0,,488.0,,0.0,0.0,,-620.0,316.0,204.0,112.0,304.0,304.0,0.0,974.0,-728.0,,181.0,127.0,420.0,246.0,-83.0,78.0,-14.0,7.0,7.0,92.0,92.0,,,5.0,163.0,-64.0,99.0,1.0,1.0,0.0,98.0,-2.0,96.0,,0.0,96.0,97.0,0.0,242.6,0.4,0.4,0.4,242.6,0.4,0.4,0.4,
06/30/2014,1419.0,1235.0,824.0,411.0,,184.0,,0.0,0.0,,-388.0,309.0,198.0,111.0,79.0,79.0,0.0,1031.0,-709.0,,183.0,114.0,412.0,322.0,-72.0,71.0,-18.0,9.0,9.0,89.0,89.0,,,1.0,250.0,-99.0,151.0,1.0,1.0,0.0,150.0,-1.0,149.0,,0.0,149.0,150.0,0.0,242.6,0.61,0.62,0.62,242.6,0.61,0.62,0.62,
09/30/2014,1670.0,1523.0,1467.0,56.0,,147.0,,0.0,0.0,,-397.0,348.0,236.0,112.0,49.0,49.0,0.0,1273.0,-712.0,,187.0,121.0,404.0,561.0,-71.0,66.0,-19.0,10.0,9.0,85.0,85.0,,,5.0,490.0,-194.0,296.0,1.0,1.0,0.0,295.0,-2.0,293.0,,0.0,293.0,294.0,0.0,242.6,1.21,1.21,1.21,244.3,1.2,1.2,1.2,
12/31/2014,1370.0,1049.0,939.0,110.0,,321.0,,0.0,0.0,,-492.0,309.0,188.0,121.0,183.0,183.0,0.0,878.0,-753.0,,194.0,106.0,453.0,125.0,-58.0,58.0,-17.0,8.0,9.0,75.0,75.0,,,0.0,67.0,-20.0,47.0,-2.0,-2.0,0.0,49.0,-1.0,48.0,0.0,0.0,48.0,46.0,0.0,242.6,0.2,0.19,0.19,244.5,0.2,0.19,0.19,
03/31/2015,1556.0,1143.0,1088.0,55.0,,413.0,,0.0,0.0,,-581.0,345.0,206.0,139.0,236.0,236.0,0.0,975.0,-719.0,,193.0,125.0,401.0,256.0,-80.0,72.0,-16.0,5.0,11.0,88.0,88.0,,,8.0,176.0,-66.0,110.0,0.0,0.0,0.0,110.0,-2.0,108.0,,0.0,108.0,108.0,0.0,242.6,0.45,0.45,0.45,242.6,0.45,0.45,0.45,
06/30/2015,1401.0,1250.0,1132.0,118.0,,151.0,,0.0,0.0,,-352.0,306.0,205.0,101.0,46.0,46.0,0.0,1049.0,-812.0,,200.0,116.0,496.0,237.0,-79.0,73.0,-16.0,6.0,10.0,89.0,89.0,,,6.0,158.0,-59.0,99.0,-52.0,0.0,-52.0,151.0,-1.0,150.0,,0.0,150.0,167.0,69.0,242.6,0.61,0.4,0.688376,242.6,0.61,0.4,0.684419,
09/30/2015,1833.0,1700.0,1550.0,150.0,,133.0,,0.0,0.0,,-450.0,412.0,259.0,153.0,38.0,38.0,0.0,1383.0,-757.0,,201.0,128.0,428.0,626.0,-73.0,68.0,-19.0,8.0,11.0,87.0,87.0,,,5.0,553.0,-208.0,345.0,0.0,0.0,0.0,345.0,-2.0,343.0,,0.0,343.0,343.0,0.0,242.6,1.42,1.42,1.42,243.9,1.41,1.41,1.41,
12/31/2015,1308.0,1087.0,960.0,127.0,,221.0,,0.0,0.0,,-424.0,329.0,208.0,121.0,95.0,95.0,0.0,884.0,-744.0,,202.0,104.0,438.0,140.0,-79.0,39.0,-52.0,26.0,26.0,91.0,91.0,,,40.0,61.0,-30.0,31.0,1.0,1.0,0.0,30.0,-1.0,29.0,0.0,0.0,29.0,30.0,0.0,242.6,0.12,0.12,0.12,243.0,0.12,0.12,0.12,
03/31/2016,1434.0,1102.0,1028.0,74.0,,332.0,,0.0,0.0,,-493.0,341.0,203.0,138.0,152.0,152.0,0.0,941.0,-721.0,,207.0,114.0,400.0,220.0,-82.0,76.0,-19.0,8.0,11.0,95.0,95.0,,,6.0,138.0,-31.0,107.0,0.0,0.0,0.0,107.0,-2.0,105.0,0.0,0.0,105.0,105.0,0.0,242.6,0.43,0.43,0.43,242.6,0.43,0.43,0.43,
06/30/2016,1427.0,1274.0,1114.0,160.0,,153.0,,0.0,0.0,,-342.0,301.0,166.0,135.0,41.0,41.0,0.0,1085.0,-760.0,,210.0,115.0,435.0,325.0,-85.0,80.0,-15.0,5.0,10.0,95.0,95.0,,,5.0,240.0,-92.0,148.0,0.0,0.0,0.0,148.0,-1.0,147.0,0.0,0.0,147.0,147.0,0.0,242.6,0.61,0.61,0.61,242.6,0.61,0.61,0.61,
09/30/2016,1859.0,1725.0,1315.0,206.0,204.0,134.0,134.0,0.0,0.0,,-417.0,383.0,205.0,178.0,34.0,34.0,0.0,1442.0,-751.0,,211.0,129.0,411.0,691.0,-87.0,80.0,-17.0,7.0,10.0,97.0,97.0,,,7.0,604.0,-233.0,371.0,0.0,0.0,0.0,371.0,-2.0,369.0,0.0,0.0,369.0,369.0,0.0,242.6,1.52,1.52,1.52,242.9,1.52,1.52,1.52,
12/31/2016,1356.0,1120.0,899.0,221.0,,262.0,262.0,0.0,0.0,-26.0,-455.0,341.0,171.0,170.0,114.0,114.0,0.0,901.0,-756.0,,217.0,109.0,430.0,145.0,-86.0,79.0,-16.0,7.0,9.0,95.0,95.0,,,7.0,59.0,-26.0,33.0,0.0,0.0,0.0,33.0,-1.0,32.0,0.0,0.0,32.0,32.0,0.0,242.6,0.13,0.13,0.13,244.7,0.13,0.13,0.13,
03/31/2017,1515.0,1234.0,960.0,274.0,,308.0,308.0,0.0,0.0,-27.0,-516.0,386.0,206.0,180.0,130.0,130.0,0.0,999.0,-757.0,,221.0,118.0,418.0,242.0,-81.0,87.0,-12.0,5.0,7.0,99.0,99.0,,,-6.0,161.0,-57.0,104.0,0.0,0.0,0.0,104.0,-2.0,102.0,0.0,0.0,102.0,102.0,0.0,242.6,0.42,0.42,0.42,242.6,0.42,0.42,0.42,
06/30/2017,1537.0,1382.0,1139.0,243.0,,155.0,155.0,0.0,0.0,,-380.0,339.0,189.0,150.0,41.0,41.0,0.0,1157.0,-770.0,,222.0,117.0,431.0,387.0,-79.0,89.0,-10.0,4.0,6.0,99.0,99.0,,,-10.0,308.0,-114.0,194.0,0.0,0.0,0.0,194.0,-1.0,193.0,0.0,0.0,193.0,193.0,0.0,242.6,0.79,0.79,0.79,243.5,0.79,0.79,0.79,
09/30/2017,1723.0,1594.0,1384.0,210.0,,129.0,129.0,0.0,0.0,,-387.0,362.0,199.0,163.0,25.0,25.0,0.0,1336.0,-767.0,,225.0,129.0,413.0,569.0,-74.0,84.0,-13.0,6.0,7.0,97.0,97.0,,,-10.0,495.0,-205.0,290.0,0.0,0.0,0.0,290.0,-2.0,288.0,0.0,0.0,288.0,302.0,14.0,242.6,1.19,1.19,1.244847,244.7,1.18,1.18,1.237213,
12/31/2017,1399.0,1143.0,963.0,180.0,,276.0,276.0,0.0,0.0,-20.0,-403.0,288.0,143.0,145.0,115.0,115.0,0.0,996.0,-784.0,,228.0,113.0,443.0,212.0,-71.0,82.0,-14.0,8.0,6.0,96.0,96.0,,,-11.0,141.0,-200.0,-59.0,0.0,0.0,0.0,-59.0,-1.0,-60.0,0.0,0.0,-60.0,94.0,154.0,242.6,-0.24,-0.24,0.387469,244.7,-0.24,-0.24,0.387469,
03/31/2018,1585.0,1245.0,1023.0,222.0,,362.0,362.0,0.0,0.0,-22.0,-522.0,351.0,188.0,163.0,171.0,171.0,0.0,1063.0,-790.0,,234.0,125.0,431.0,273.0,-78.0,91.0,-10.0,4.0,6.0,101.0,101.0,,,-13.0,195.0,-42.0,153.0,0.0,0.0,0.0,153.0,-2.0,151.0,0.0,0.0,151.0,151.0,0.0,242.9,0.62,0.62,0.62,242.9,0.62,0.62,0.62,
06/30/2018,1563.0,1420.0,1263.0,157.0,,167.0,167.0,0.0,0.0,-24.0,-379.0,328.0,186.0,142.0,51.0,51.0,0.0,1184.0,-799.0,,238.0,122.0,439.0,385.0,-71.0,84.0,-16.0,9.0,7.0,100.0,100.0,,,-13.0,314.0,-74.0,240.0,0.0,0.0,0.0,240.0,-1.0,239.0,0.0,0.0,239.0,239.0,0.0,243.7,0.98,0.98,0.98,245.8,0.97,0.97,0.97,
09/30/2018,1724.0,1590.0,1408.0,182.0,,134.0,134.0,0.0,0.0,,-394.0,364.0,216.0,148.0,30.0,30.0,0.0,1330.0,-797.0,,241.0,127.0,429.0,533.0,-69.0,84.0,-17.0,11.0,6.0,101.0,101.0,,,-15.0,464.0,-105.0,359.0,0.0,0.0,0.0,359.0,-2.0,357.0,0.0,0.0,357.0,370.0,13.0,244.1,1.46,1.46,1.515772,246.3,1.45,1.45,1.502781,
12/31/2018,1419.0,1150.0,957.0,193.0,,289.0,289.0,0.0,0.0,-20.0,-429.0,307.0,179.0,128.0,122.0,122.0,0.0,990.0,-824.0,,242.0,109.0,473.0,166.0,-81.0,81.0,-18.0,11.0,7.0,99.0,99.0,,,0.0,85.0,-16.0,69.0,0.0,0.0,0.0,69.0,-1.0,68.0,0.0,0.0,68.0,68.0,0.0,244.3,0.28,0.28,0.28,246.8,0.28,0.28,0.28,
03/31/2019,1556.0,1205.0,980.0,225.0,,374.0,374.0,0.0,0.0,-23.0,-477.0,316.0,160.0,156.0,161.0,161.0,0.0,1079.0,-791.0,,248.0,126.0,417.0,288.0,-68.0,85.0,-12.0,6.0,6.0,97.0,97.0,,,-17.0,220.0,-27.0,193.0,0.0,0.0,0.0,193.0,-2.0,191.0,0.0,0.0,191.0,191.0,0.0,244.9,0.78,0.78,0.78,246.4,0.78,0.78,0.78,
06/30/2019,1379.0,1241.0,1076.0,165.0,,161.0,161.0,0.0,0.0,-23.0,-282.0,238.0,102.0,136.0,44.0,44.0,0.0,1097.0,-817.0,,249.0,118.0,450.0,280.0,-61.0,83.0,-14.0,8.0,6.0,97.0,97.0,,,-22.0,219.0,-39.0,180.0,0.0,0.0,0.0,180.0,-1.0,179.0,0.0,0.0,179.0,179.0,0.0,245.6,0.73,0.73,0.73,247.2,0.72,0.72,0.72,
09/30/2019,1659.0,1557.0,1351.0,206.0,,131.0,131.0,0.0,0.0,-29.0,-326.0,295.0,147.0,148.0,31.0,31.0,0.0,1333.0,-813.0,,248.0,131.0,434.0,520.0,-62.0,83.0,-13.0,7.0,6.0,96.0,96.0,,,-21.0,458.0,-92.0,366.0,0.0,0.0,0.0,366.0,-2.0,364.0,0.0,0.0,364.0,364.0,0.0,245.9,1.48,1.48,1.48,247.5,1.47,1.47,1.47,
12/31/2019,1316.0,1073.0,903.0,170.0,,263.0,263.0,0.0,0.0,-20.0,-337.0,242.0,126.0,116.0,95.0,95.0,0.0,979.0,-800.0,,250.0,106.0,444.0,179.0,-60.0,77.0,-14.0,8.0,6.0,91.0,91.0,,,-17.0,119.0,-24.0,95.0,0.0,0.0,0.0,95.0,-1.0,94.0,0.0,0.0,94.0,94.0,0.0,246.0,0.38,0.38,0.38,247.5,0.38,0.38,0.38,
03/31/2020,1440.0,1144.0,952.0,192.0,,320.0,320.0,0.0,0.0,-24.0,-381.0,274.0,140.0,134.0,107.0,107.0,0.0,1059.0,-818.0,,255.0,125.0,438.0,241.0,-72.0,83.0,-10.0,4.0,6.0,93.0,93.0,,,-11.0,169.0,-21.0,148.0,0.0,0.0,0.0,148.0,-2.0,146.0,0.0,0.0,146.0,146.0,0.0,246.4,0.59,0.59,0.59,248.1,0.59,0.59,0.59,
06/30/2020,1398.0,1259.0,1042.0,217.0,,161.0,161.0,0.0,0.0,-22.0,-270.0,228.0,119.0,109.0,42.0,42.0,0.0,1128.0,-774.0,,271.0,119.0,384.0,354.0,-60.0,93.0,-15.0,9.0,6.0,108.0,108.0,,,-33.0,294.0,-50.0,244.0,0.0,0.0,0.0,244.0,-1.0,243.0,0.0,0.0,243.0,243.0,0.0,246.9,0.99,0.99,0.99,247.9,0.98,0.98,0.98,
09/30/2020,1692.0,,,,,,,,,,,,,,,,,1328.3046,,,,,,572.667,,,,,,,,,,,495.667,,382.8,,,,,,382.8,,,382.8,382.8,,,1.535,1.535,1.535,,1.535,1.535,1.535,
12/31/2020,1398.5,,,,,,,,,,,,,,,,,981.55121,,,,,,202.0,,,,,,,,,,,119.333,,98.66,,,,,,98.66,,,98.66,98.66,,,0.388,0.388,0.388,,0.388,0.388,0.388,
