Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1998,1083.94104,553.428009,101.634003,451.794006,175.009995,,,0.0,,,,,52.228001,,,,,780.666016,49.237999,,,122.438004,,131.598999,61.323002,,,70.275997,303.275002,,34.084,34.084,,,,3.769,,,,214.557004,,,214.557004,252.410004,356.459991,,,,46.817001,,46.817001,403.276993,655.686996,0.0,334.765015,,,0.0,,93.488998,428.254013,0.0,428.254013,1083.94101,
09/30/1998,1183.500977,493.827011,360.729004,133.098007,225.231995,,,0.0,0.0,0.0,0.0,,59.324001,,,,,778.382996,64.513,,,146.804001,,193.800995,0.0,,,193.800995,405.117996,,34.333,34.333,,,,3.54,,,,352.374009,,,352.374009,390.247009,363.420013,,,,77.625,,77.625,441.045013,831.292023,0.0,452.209991,,,0.0,,-100.000999,352.208992,0.0,352.208992,1183.501015,
12/31/1998,1536.720947,517.413986,418.898987,98.514999,260.783997,,,0.0,,,,,125.419998,,,,,903.617981,54.488998,127.649002,-73.160004,216.457001,,362.157013,397.925995,,,-35.768982,633.103012,,20.881001,20.881001,,,,3.202,,,,342.479011,,,342.479011,366.562012,374.131989,,,,73.189003,,73.189003,447.320992,813.883003,0.0,529.232971,,,0.0,,193.604996,722.837967,0.0,722.837967,1536.72097,
03/31/1999,1581.909058,445.27301,360.84201,84.431,292.518005,,,0.0,0.0,0.0,0.0,0.0,116.264,,,,,854.054993,54.687,133.391006,-78.704002,326.639008,,346.528015,308.322998,,,38.205017,727.854023,,29.304001,29.304001,,,,3.032,3.032,0.0,0.0,357.928007,,,357.928007,390.264008,375.684998,375.684998,0.0,0.0,61.042,,61.042,436.726997,826.991005,0.0,545.986023,,,0.0,,208.932007,754.91803,0.0,754.91803,1581.909035,
06/30/1999,1338.490967,255.873001,178.237,77.636002,199.393997,,,0.0,0.0,0.0,0.0,0.0,127.040001,,,,,582.307007,56.194,129.817001,-73.623001,364.289001,,335.700989,295.63501,,,40.065979,756.18399,,28.339001,28.339001,,,,3.032,3.032,0.0,0.0,311.461,,,311.461,342.832001,378.558014,378.558014,0.0,0.0,44.659,,44.659,423.217014,766.049015,0.0,559.078003,,,0.0,,13.364,572.442003,0.0,572.442003,1338.491018,
09/30/1999,1340.952026,299.563995,249.425995,50.138,190.828995,,,0.0,0.0,0.0,0.0,0.0,113.110001,,,,,603.502991,47.639,127.055,-79.416,352.369995,,337.440002,291.117004,,,46.322998,737.448997,,15.485,15.485,,,,0.411,0.411,0.0,0.0,312.352993,,,312.352993,328.248993,380.362,380.362,0.0,0.0,41.175999,,41.175999,421.537998,749.786991,0.0,575.895996,,,-1.606,,16.875,591.164996,0.0,591.164996,1340.951987,
12/31/1999,1489.796997,388.918999,316.783997,72.135002,174.645996,,,0.0,0.0,0.0,0.0,0.0,112.223999,,,,,675.789001,45.391998,134.311996,-88.919998,397.446991,,371.169006,266.862,208.751007,58.110993,104.307006,814.007995,,13.723,13.723,,,,0.103,0.103,0.0,0.0,376.297993,,,376.297993,390.123993,378.304,378.304,0.0,0.0,40.580002,,40.580002,418.884002,809.007995,0.0,646.208008,,,-11.023,,24.921,660.106008,9.317,669.423008,1478.431003,
03/31/2000,1545.404053,438.671013,369.312012,69.359001,161.115005,,,0.0,0.0,0.0,0.0,0.0,123.622002,,,,,723.40802,47.777,143.548004,-95.771004,391.791992,,382.427002,284.369995,,,98.057007,821.995995,,29.15,29.15,,,,0.0,0.0,0.0,0.0,382.637995,,,382.637995,411.787994,383.684998,383.684998,0.0,0.0,40.084,,40.084,423.768997,835.556992,0.0,668.596985,,,-24.392,,53.288,697.492985,12.354,709.846985,1545.403976,
06/30/2000,1561.542969,410.888992,324.162994,86.725998,176.184998,,,0.0,0.0,0.0,0.0,0.0,125.649002,,,,,712.723022,61.719002,160.287994,-98.569,390.036011,,397.065002,285.751007,,,111.313995,848.820015,,35.715,35.715,,,,0.0,0.0,0.0,0.0,393.732998,,,393.732998,429.447998,388.278015,388.278015,0.0,0.0,50.261002,,50.261002,438.539017,867.987015,0.0,678.620972,,,-36.619999,,39.500999,681.501972,12.054,693.555972,1561.542986,
09/30/2000,1549.748047,429.326012,331.877014,97.448997,184.419998,,,0.0,0.0,0.0,0.0,0.0,152.507996,,,,,766.254028,66.519997,168.548996,-102.028999,366.557007,,350.416992,271.062012,,,79.35498,783.493996,,38.936001,38.936001,,,,0.0,0.0,0.0,0.0,366.842014,,,366.842014,405.778015,392.696014,392.696014,0.0,0.0,38.268002,,38.268002,430.964016,836.742031,0.0,692.189026,,,-29.693001,,38.110001,700.606026,12.4,713.006025,1549.748056,
12/31/2000,1391.619995,361.260002,275.539001,85.721001,122.315002,,,0.0,0.0,0.0,0.0,0.0,137.117004,,,,,620.692017,75.499001,184.462997,-108.963997,332.893005,,362.536011,220.255005,178.427994,41.827011,142.281006,770.928017,,46.816002,46.816002,,,,0.0,0.0,0.0,0.0,405.848,,,405.848,452.664001,396.335999,396.335999,0.0,0.0,35.095001,,35.095001,431.431,884.095001,0.0,686.804016,,,-23.186001,,-167.159992,496.458023,11.067,507.525023,1391.620025,
03/31/2001,1271.957031,369.248001,298.354004,70.893997,80.457001,,,0.0,0.0,0.0,0.0,0.0,139.987,,,,,589.692017,75.348,,,267.286011,,339.631012,220.951004,,,118.680008,682.265022,,33.469002,33.469002,,,,0.0,0.0,0.0,0.0,377.512993,,,377.512993,410.981995,399.858002,399.858002,0.0,0.0,35.800999,,35.800999,435.659,846.640995,0.0,688.640015,,,-65.126999,,-208.772995,414.740021,10.576,425.316021,1271.957016,
06/30/2001,1274.020996,431.667992,358.386993,73.280998,86.523003,,,0.0,0.0,0.0,0.0,0.0,143.921997,,,,,662.112976,71.705002,,,218.904007,,321.299011,210.658997,,,110.640015,611.90802,,21.360001,21.360001,,,,0.0,0.0,0.0,0.0,408.202011,,,408.202011,429.562012,405.390991,405.390991,0.0,0.0,37.060001,,37.060001,442.450993,872.013004,0.0,691.086975,,,-52.410999,,-247.323986,391.35199,10.656,402.00799,1274.020994,
09/30/2001,1632.569946,707.624008,640.255005,67.369003,124.316002,,,0.0,0.0,0.0,0.0,0.0,170.287994,,,,,1002.228027,67.944,,,249.225006,,313.173004,215.455002,,,97.718002,630.34201,,24.906,24.906,,,,0.0,0.0,0.0,0.0,475.226996,,,475.226996,500.132996,690.635986,690.635986,0.0,0.0,39.347,,39.347,729.982986,1230.115982,0.0,693.153992,,,-20.872999,,-281.676012,390.604981,11.849,402.453981,1632.569963,
12/31/2001,,,,,,,,,,,,,,,,,,,,,,,,,,128.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2002,1693.020996,865.164017,688.580017,176.584,84.432999,,,0.0,0.0,0.0,0.0,0.0,168.278,,,,,1117.875,61.458,,,213.037994,,300.649994,182.153,156.891998,25.261002,118.496994,575.145988,,22.59,22.59,,,,0.0,0.0,0.0,0.0,469.378994,,,469.378994,491.968994,581.611023,581.611023,0.0,0.0,54.866001,,54.866001,636.477024,1128.446018,0.0,830.859009,,,0.0,,-286.881012,543.977997,20.597,564.574997,1693.021015,
06/30/2002,1749.758057,928.378998,733.408997,194.970001,101.521004,,,0.0,0.0,0.0,0.0,0.0,174.076004,,,,,1203.975952,70.375,,,174.423996,,300.983002,180.949005,157.397995,23.55101,120.033997,545.781998,,18.797001,18.797001,,,,220.272995,220.272995,0.0,0.0,537.310009,,,537.310009,776.380005,345.0,345.0,0.0,0.0,49.442001,,49.442001,394.442001,1170.822006,0.0,836.263,,,0.0,,-278.751007,557.511993,21.424,578.935993,1749.757999,
09/30/2002,1933.062988,814.872024,633.952026,180.919998,114.726997,,,0.0,0.0,0.0,0.0,0.0,193.145004,,,,,1122.744019,79.084,,,163.869003,,567.366028,392.131012,,,175.235016,810.319031,,22.474001,22.474001,,,,174.203003,174.203003,0.0,0.0,611.741026,,,611.741026,808.41803,356.265991,356.265991,0.0,0.0,68.767998,,68.767998,425.033989,1233.452019,0.0,977.327026,,,0.0,,-277.716003,699.611023,0.0,699.611023,1933.063042,
12/31/2002,2045.487061,807.803009,674.226013,133.576996,160.158997,160.158997,,0.0,0.0,0.0,0.0,0.0,226.184006,,,,,1194.145996,89.277,245.151993,-155.875,205.906006,,556.15802,367.484985,273.93399,93.550995,188.673035,851.341026,,29.948,29.948,,,,176.259995,176.259995,0.0,0.0,675.734998,,,675.734998,881.942993,356.013,356.013,0.0,0.0,37.362999,,37.362999,393.375999,1275.318992,0.0,1051.866943,,,0.0,-300.121002,18.421997,770.167938,0.0,770.167938,2045.48693,
03/31/2003,1893.47,555.305,432.844,122.461,109.214,109.214,,0.0,0.0,0.0,0.0,0.0,235.116,,,,,899.635,99.542,,,339.66,339.66,554.633,361.137,274.309,86.828,193.496,993.835,,33.164,33.164,,,,0.232,0.232,0.0,0.0,657.94,,,657.94,691.336,355.803,355.803,0.0,0.0,45.066,,45.066,400.869,1092.205,0.0,1066.135,,,0.0,-288.5,23.63,801.265,0.0,801.265,1893.47,
06/30/2003,1963.041992,405.320999,331.167999,74.153,116.025002,,,0.0,0.0,0.0,0.0,0.0,234.507996,,,,,755.854004,108.360001,,,308.302002,,790.526001,574.101013,449.015991,125.085022,216.424988,1207.188004,,28.479,28.479,,,,0.0,0.0,0.0,0.0,694.869999,,,694.869999,723.348999,357.625,357.625,0.0,0.0,67.822998,,67.822998,425.447998,1148.796997,0.0,1066.512939,,,0.0,-284.765991,32.497986,814.244934,0.0,814.244934,1963.041931,
09/30/2003,2005.254028,451.401009,354.575012,96.825996,126.246002,,,0.0,0.0,0.0,0.0,0.0,216.257996,,,,,793.905029,109.695,,,311.032013,,790.622009,568.745972,450.335999,118.409973,221.876038,1211.349022,,34.814999,34.814999,,,,0.0,0.0,0.0,0.0,716.370975,,,716.370975,751.185974,352.362,352.362,0.0,0.0,71.138,,71.138,423.5,1174.685974,0.0,1071.910034,,,0.0,-274.901001,33.559006,830.568039,0.0,830.568039,2005.254013,
12/31/2003,2120.498047,508.149994,333.651001,174.498993,170.218002,170.218002,,0.0,0.0,0.0,0.0,0.0,282.88501,,,,,961.252991,111.671997,300.773987,-189.102005,258.106995,,789.466003,549.544983,443.592987,105.951996,239.921021,1159.244995,,32.098999,32.098999,,,,0.0,0.0,0.0,0.0,513.385986,,,513.385986,545.484985,347.397003,347.397003,0.0,0.0,339.527008,,339.527008,686.924011,1232.408997,0.0,1089.245972,,,0.0,-229.878998,28.722,888.088974,0.0,888.088974,2120.497971,
03/31/2004,2184.412,647.761,430.329,217.432,109.759,109.759,,0.0,0.0,0.0,0.0,0.0,285.865,,,,,1043.385,110.294,,,293.449,293.449,737.284,540.462,441.488,98.974,196.822,1141.027,,25.847,25.847,,,,345.275,345.275,0.0,0.0,509.966,,,509.966,881.088,232.199997,232.199997,0.0,0.0,334.277,,334.277,566.476997,1447.564997,0.0,1112.935,,,-4.707,-173.861,34.68,969.047,0.0,969.047,2416.611997,
06/30/2004,2110.478027,538.623001,355.518005,183.104996,115.985001,,,0.0,0.0,0.0,0.0,0.0,293.605988,,,,,948.213989,106.237999,,,330.606995,,725.419006,533.557007,441.35199,92.205017,191.862,1162.264,,22.072001,22.072001,,,,0.0,0.0,0.0,0.0,125.663992,,,125.663992,147.735992,339.07901,339.07901,0.0,0.0,777.960022,,777.960022,1117.039032,1264.775024,0.0,1127.125977,,,-149.972,-161.709,30.257996,845.702972,0.0,845.702972,2110.477997,
09/30/2004,1919.135986,528.842987,340.40799,188.434998,87.242996,87.242996,,0.0,0.0,0.0,0.0,0.0,269.989014,,,,,886.075012,96.971001,,,318.190002,,617.900024,477.277008,391.324005,85.953003,140.623016,1033.061028,,21.76,21.76,,,,0.0,0.0,0.0,0.0,539.609995,,,539.609995,561.369995,0.0,0.0,0.0,0.0,292.791992,,292.791992,292.791992,854.161987,0.0,1227.904053,,,-149.972,-43.561001,30.603008,1064.97406,0.0,1064.97406,1919.136047,
12/31/2004,2237.676025,524.084,291.154999,232.929001,137.520004,137.520004,,0.0,0.0,0.0,0.0,0.0,304.145996,,,,,965.75,91.714996,221.078003,-129.363007,400.596985,,779.614014,546.312988,439.179993,107.132996,233.301025,1271.925995,,32.890999,32.890999,,,,0.0,0.0,0.0,0.0,672.989006,,,672.989006,705.880005,0.0,0.0,0.0,0.0,330.548004,,330.548004,330.548004,1036.428009,0.0,1180.478027,,,0.0,-4.814,25.584001,1201.248028,0.0,1201.248028,2237.676037,
03/31/2005,2255.406982,739.063995,304.039001,435.024994,94.224998,94.224998,,0.0,0.0,0.0,0.0,0.0,310.888,,,,,1144.177002,91.080002,,,241.056,,779.093994,538.791016,439.01001,99.781006,240.302979,1111.229996,,30.225,30.225,,,,0.0,0.0,0.0,0.0,670.847998,,,670.847998,701.072998,0.0,0.0,0.0,0.0,344.239014,,344.239014,344.239014,1045.312012,0.0,1201.421021,,,-47.351002,31.156,24.869001,1210.09502,0.0,1210.09502,2255.407032,
06/30/2005,2363.399,829.276,384.697,444.579,95.656,95.656,,,,,,,317.812,,,,,1242.744,87.776,,,243.629,,789.25,544.644,,,244.606,1120.655,,26.358,26.358,,,,0.0,,,,745.274,,,745.274,771.632,0.0,,,,312.44,,312.44,312.44,1084.072,,1228.252,,,-47.351,72.854,25.572,1279.327,,1279.327,2363.399,
09/30/2005,2485.838,926.109,440.375,485.734,106.242,106.242,,0.0,0.0,0.0,0.0,0.0,355.312,,,,,1387.663,86.894,,,221.623,,789.658,536.557,449.157,87.4,253.101,1098.175,,27.9,27.9,,,,0.0,,,,734.333,,,734.333,762.233,0.0,,,,307.414,,307.414,307.414,1069.647,0.0,1339.775,,,-47.351,95.401,28.366,1416.191,0.0,1416.191,2485.838,
12/31/2005,2636.234,1044.89,728.592,316.298,159.13,159.13,,,0.0,0.0,0.0,0.0,362.319,,,,,1566.339,85.692,,,212.131,,772.072,517.574,437.488,80.086,254.498,1069.895,,34.678,34.678,,,,0.0,0.0,0.0,0.0,843.646,,,843.646,878.324,0.0,0.0,0.0,0.0,323.269,,323.269,323.269,1201.593,0.0,1445.448,,,-68.395,31.811,25.777,1434.641,0.0,1434.641,2636.234,
03/31/2006,2446.344,842.729,430.512,412.217,123.845,123.845,,0.0,0.0,0.0,0.0,0.0,342.765,,,,,1309.339,89.06,,,294.863,,753.082,512.393,438.255,74.138,240.689,1137.005,,34.3,34.3,,,,0.0,,,,793.621,,,793.621,827.921,0.0,,,,321.985,,321.985,321.985,1149.906,0.0,1391.97,,,-298.954,174.904,28.518,1296.438,0.0,1296.438,2446.344,
06/30/2006,2572.04,828.167,373.909,454.258,130.166,130.166,,0.0,0.0,0.0,0.0,0.0,374.839,,,,,1333.172,91.425,,,325.496,,821.947,573.181,488.646,84.535,248.766,1238.868,,30.821,30.821,,,,0.0,,,,865.108,,,865.108,895.929,0.0,,,,351.748,,351.748,351.748,1247.677,0.0,1496.833,,,-302.755,102.316,27.969,1324.363,0.0,1324.363,2572.04,
09/30/2006,2652.883,710.94,381.962,328.978,132.707,132.707,,0.0,0.0,0.0,0.0,0.0,383.829,,,,,1227.476,90.95,,,523.341,,811.116,564.573,488.696,75.877,246.543,1425.407,,36.966,36.966,,,,0.0,,,,905.965,,,905.965,942.931,0.0,,,,333.264,,333.264,333.264,1276.195,0.0,1512.718,,,-303.074,136.406,30.638,1376.688,0.0,1376.688,2652.883,
12/31/2006,2800.27,605.349,389.627,215.722,170.855,170.855,,0.0,0.0,0.0,0.0,0.0,400.428,,,,,1176.632,91.999,,,634.82,,896.819,644.051,530.477,113.574,252.768,1623.638,,35.652,35.652,,,,0.0,0.0,0.0,0.0,994.727,,,994.727,1030.379,0.0,0.0,0.0,0.0,342.642,,342.642,342.642,1373.021,0.0,1529.569,,,-303.074,169.282,31.472,1427.249,0.0,1427.249,2800.27,
03/31/2007,2994.988,749.86,476.879,272.981,146.977,146.977,,0.0,0.0,0.0,0.0,0.0,413.272,,,,,1310.109,94.518,,,592.467,,997.894,645.596,533.708,111.888,352.298,1684.879,,37.81,37.81,,,,0.0,0.0,0.0,0.0,953.675,,,953.675,991.485,0.0,0.0,0.0,0.0,263.304,,263.304,263.304,1254.789,0.0,1770.647,,,-303.27,240.445,32.377,1740.199,0.0,1740.199,2994.988,
06/30/2007,3079.011,808.543,542.584,265.959,162.004,162.004,,0.0,0.0,0.0,0.0,0.0,383.561,,,,,1354.108,96.411,,,605.28,,1023.212,635.108,535.215,99.893,388.104,1724.903,,37.876,37.876,,,,0.0,0.0,0.0,0.0,979.216,,,979.216,1017.092,0.0,0.0,0.0,0.0,260.518,,260.518,260.518,1277.61,0.0,1780.438,,,-303.27,288.489,35.744,1801.401,0.0,1801.401,3079.011,
09/30/2007,3193.751,870.619,500.339,370.28,156.57,156.57,,0.0,0.0,0.0,0.0,0.0,398.636,,,,,1425.825,91.849,,,673.259,,1002.818,625.474,535.693,89.781,377.344,1767.926,,37.371,37.371,,,,0.0,0.0,0.0,0.0,996.998,,,996.998,1034.369,0.0,0.0,0.0,0.0,284.026,,284.026,284.026,1318.395,0.0,1791.157,,,-303.27,351.89,35.579,1875.356,0.0,1875.356,3193.751,
12/31/2007,3386.524,732.928,394.158,338.77,232.056,232.056,,0.0,0.0,0.0,0.0,0.0,415.183,,,,,1380.167,94.67,311.318,-216.648,585.874,,1325.813,970.215,750.089,220.126,355.598,2006.357,,45.858,45.858,,,,0.0,0.0,0.0,0.0,1104.164,,,1104.164,1150.022,0.0,0.0,0.0,0.0,331.177,,331.177,331.177,1481.199,0.0,1812.022,,,-303.27,364.075,32.498,1905.325,0.0,1905.325,3386.524,
