Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,5130.0,680.0,228.0,452.0,1110.0,,,798.0,,,,,58.0,,,,,,2646.0,2152.0,4408.0,-2256.0,0.0,,,332.0,,,,,332.0,2484.0,,429.0,429.0,,,,30.0,,,,,,1135.0,,,,1135.0,1594.0,923.0,,,,,619.0,,,619.0,1542.0,3136.0,294.0,842.0,,,-4.0,,862.0,1994.0,0.0,1994.0,5130.0,
12/31/1992,5185.0,859.0,356.0,503.0,975.0,,,734.0,,,,,58.0,,,,,,2626.0,2133.0,4434.0,-2301.0,0.0,,,426.0,,,,,426.0,2559.0,,459.0,459.0,,,,54.0,,,,,,1152.0,,,,1152.0,1665.0,909.0,,,,,664.0,,,664.0,1573.0,3238.0,219.0,853.0,,,-4.0,,879.0,1947.0,0.0,1947.0,5185.0,
03/31/1993,5587.0,801.0,423.0,378.0,1007.0,,,767.0,,,,,295.0,,,,,,2870.0,2129.0,4492.0,-2363.0,0.0,,,588.0,,,,,588.0,2717.0,,455.0,455.0,,,,48.0,,,,,,1160.0,,,,1160.0,1663.0,887.0,,,,,1016.0,,,1016.0,1903.0,3566.0,219.0,872.0,,,-4.0,,934.0,2021.0,0.0,2021.0,5587.0,
06/30/1993,5718.0,834.0,464.0,370.0,1044.0,,,790.0,,,,,339.0,,,,,,3007.0,2145.0,4558.0,-2413.0,0.0,,,566.0,,,,,566.0,2711.0,,526.0,526.0,,,,29.0,,,,,,1106.0,,,,1106.0,1661.0,890.0,,,,,1030.0,,,1030.0,1920.0,3581.0,196.0,923.0,,,-4.0,,1022.0,2137.0,0.0,2137.0,5718.0,
09/30/1993,6056.0,922.0,437.0,485.0,1181.0,,,893.0,,,,,371.0,,,,,,3367.0,2157.0,4568.0,-2411.0,0.0,,,532.0,,,,,532.0,2689.0,,513.0,513.0,,,,237.0,,,,,,1299.0,,,,1299.0,2049.0,686.0,,,,,1027.0,,,1027.0,1713.0,3762.0,150.0,1002.0,,,-5.0,,1147.0,2294.0,0.0,2294.0,6056.0,
12/31/1993,5993.0,888.0,404.0,484.0,1218.0,,,822.0,,,,,386.0,,,,,,3314.0,2203.0,4620.0,-2417.0,0.0,,,476.0,,,,,476.0,2679.0,,1495.0,1495.0,,,,211.0,,,,,,295.0,,,,295.0,2001.0,694.0,,,,,983.0,,,983.0,1677.0,3678.0,0.0,1023.0,,,-5.0,,1297.0,2315.0,0.0,2315.0,5993.0,
03/31/1994,6434.0,1154.0,538.0,616.0,1350.0,,,843.0,,,,,395.0,,,,,,3742.0,2238.0,4612.0,-2374.0,0.0,,,454.0,,,,,454.0,2692.0,,631.0,631.0,,,,240.0,,,,,,1400.0,,,,1400.0,2271.0,683.0,,,,,997.0,,,997.0,1680.0,3951.0,0.0,1076.0,,,-6.0,,1413.0,2483.0,0.0,2483.0,6434.0,
06/30/1994,6677.0,1196.0,521.0,675.0,1446.0,,,884.0,,,,,407.0,,,,,,3933.0,2328.0,4695.0,-2367.0,0.0,,,416.0,,,,,416.0,2744.0,,663.0,663.0,,,,222.0,,,,,,1423.0,,,,1423.0,2308.0,688.0,,,,,1005.0,,,1005.0,1693.0,4001.0,0.0,1108.0,,,-6.0,,1574.0,2676.0,0.0,2676.0,6677.0,
09/30/1994,6843.0,1241.0,713.0,528.0,1458.0,,,870.0,,,,,400.0,,,,,,3969.0,2447.0,4818.0,-2371.0,0.0,,,427.0,,,,,427.0,2874.0,,628.0,628.0,,,,42.0,,,,,,1514.0,,,,1514.0,2184.0,813.0,,,,,983.0,,,983.0,1796.0,3980.0,0.0,1133.0,,,-6.0,,1736.0,2863.0,0.0,2863.0,6843.0,
12/31/1994,6989.0,1290.0,760.0,530.0,1442.0,,,882.0,,,,,403.0,,,,,,4017.0,2568.0,4895.0,-2327.0,0.0,,,404.0,,,,,404.0,2972.0,,678.0,678.0,,,,12.0,,,,,,1509.0,,,,1509.0,2199.0,808.0,,,,,943.0,,,943.0,1751.0,3950.0,0.0,1134.0,,,-6.0,,1911.0,3039.0,0.0,3039.0,6989.0,
03/31/1995,7421.0,1344.0,917.0,427.0,1664.0,,,944.0,,,,,411.0,,,,,,4363.0,2588.0,4915.0,-2327.0,0.0,,,470.0,,,,,470.0,3058.0,,670.0,670.0,,,,53.0,,,,,,1622.0,,,,1622.0,2345.0,792.0,,,,,1011.0,,,1011.0,1803.0,4148.0,0.0,1161.0,,,-7.0,,2119.0,3273.0,0.0,3273.0,7421.0,
06/30/1995,7961.0,1452.0,967.0,485.0,1941.0,,,1012.0,,,,,409.0,,,,,,4814.0,2674.0,5026.0,-2352.0,0.0,,,473.0,,,,,473.0,3147.0,,797.0,797.0,,,,27.0,,,,,,1705.0,,,,1705.0,2529.0,820.0,,,,,1054.0,,,1054.0,1874.0,4403.0,0.0,1203.0,,,-10.0,,2365.0,3558.0,0.0,3558.0,7961.0,
09/30/1995,8644.0,1603.0,1268.0,335.0,2205.0,,,1063.0,,,,,412.0,,,,,,5283.0,2855.0,5239.0,-2384.0,0.0,,,506.0,,,,,506.0,3361.0,,893.0,893.0,,,,64.0,,,,,,1937.0,,,,1937.0,2894.0,822.0,,,,,1079.0,,,1079.0,1901.0,4795.0,0.0,1239.0,,,-12.0,,2622.0,3849.0,0.0,3849.0,8644.0,
12/31/1995,9215.0,1553.0,1364.0,189.0,2320.0,,,1135.0,,,,,510.0,,,,,,5518.0,3187.0,5631.0,-2444.0,0.0,,,510.0,,,,,510.0,3697.0,,1110.0,1110.0,,,,27.0,,,,,,2051.0,,,,2051.0,3188.0,804.0,,,,,1128.0,,,1128.0,1932.0,5120.0,0.0,1271.0,,,-12.0,,2836.0,4095.0,0.0,4095.0,9215.0,
03/31/1996,9122.0,1331.0,1279.0,52.0,2057.0,,,1151.0,,,,,529.0,,,,,,5068.0,3516.0,6040.0,-2524.0,0.0,,,538.0,,,,,538.0,4054.0,,984.0,984.0,,,,37.0,,,,,,1576.0,,,,1576.0,2597.0,1105.0,,,,,1189.0,,,1189.0,2294.0,4891.0,0.0,1273.0,,,-12.0,,2970.0,4231.0,0.0,4231.0,9122.0,
06/30/1996,9241.0,1017.0,978.0,39.0,1976.0,,,1155.0,,,,,551.0,,,,,,4699.0,3895.0,6534.0,-2639.0,0.0,,,647.0,,,,,647.0,4542.0,,931.0,931.0,,,,83.0,,,,,,1516.0,,,,1516.0,2530.0,1223.0,,,,,1209.0,,,1209.0,2432.0,4962.0,0.0,1278.0,,,-12.0,,3013.0,4279.0,0.0,4279.0,9241.0,
09/30/1996,9557.0,684.0,676.0,8.0,2174.0,,,1003.0,,,,,531.0,,,,,,4392.0,4342.0,7214.0,-2872.0,0.0,,,823.0,,,,,823.0,5165.0,,808.0,808.0,,,,207.0,,,,,,1522.0,,,,1522.0,2537.0,1677.0,,,,,1228.0,,,1228.0,2905.0,5442.0,0.0,1294.0,,,-12.0,,2833.0,4115.0,0.0,4115.0,9557.0,
12/31/1996,9360.0,978.0,964.0,14.0,1799.0,,,703.0,,,,,974.0,,,,,,4454.0,4162.0,6712.0,-2550.0,0.0,,,744.0,,,,,744.0,4906.0,,1940.0,1940.0,,,,314.0,,,,,,232.0,,,,232.0,2486.0,1697.0,,,,,1080.0,,,1080.0,2777.0,5263.0,0.0,1306.0,,,-12.0,,2803.0,4097.0,0.0,4097.0,9360.0,
03/31/1997,9263.0,1052.0,989.0,63.0,1699.0,,,663.0,,,,,1009.0,,,,,,4423.0,4092.0,6816.0,-2724.0,0.0,,,748.0,,,,,748.0,4840.0,,652.0,652.0,,,,368.0,,,,,,1290.0,,,,1290.0,2310.0,1643.0,,,,,1076.0,,,1076.0,2719.0,5029.0,0.0,1348.0,,,-13.0,,2899.0,4234.0,0.0,4234.0,9263.0,
06/30/1997,9387.0,1191.0,657.0,534.0,1769.0,,,737.0,,,,,1006.0,,,,,,4703.0,4120.0,6994.0,-2874.0,0.0,,,564.0,,,,,564.0,4684.0,,748.0,748.0,,,,52.0,,,,,,1342.0,,,,1342.0,2142.0,1667.0,,,,,1115.0,,,1115.0,2782.0,4924.0,0.0,1375.0,,,-13.0,,3101.0,4463.0,0.0,4463.0,9387.0,
09/30/1997,12074.0,4236.0,2727.0,1509.0,1766.0,,,758.0,,,,,582.0,,,,,,7342.0,4158.0,7212.0,-3054.0,0.0,,,574.0,,,,,574.0,4732.0,,648.0,648.0,,,,86.0,,,,,,2335.0,,,,2335.0,3069.0,1540.0,,,,,1145.0,,,1145.0,2685.0,5754.0,0.0,1575.0,,,-40.0,,4785.0,6320.0,0.0,6320.0,12074.0,
12/31/1997,10849.0,3020.0,1015.0,2005.0,1705.0,,,742.0,105.0,364.0,273.0,,636.0,,,,,,6103.0,4180.0,7414.0,-3234.0,0.0,,,566.0,0.0,,,,566.0,4746.0,,698.0,698.0,,,,71.0,,,,,,1727.0,,,,1727.0,2496.0,1286.0,,,,,1153.0,,,1153.0,2439.0,4935.0,0.0,1573.0,,,-94.0,,4435.0,5914.0,0.0,5914.0,10849.0,
03/31/1998,10370.0,2366.0,830.0,1536.0,1666.0,1666.0,,776.0,113.0,360.0,303.0,,642.0,,,,,,5450.0,4283.0,7672.0,-3389.0,0.0,,,637.0,0.0,,,,637.0,4920.0,,670.0,670.0,,,,67.0,,,,,,1248.0,,,,1248.0,1985.0,1246.0,,,,,1162.0,,,1162.0,2408.0,4393.0,0.0,1594.0,,,-56.0,4499.0,-60.0,5977.0,0.0,5977.0,10370.0,
06/30/1998,10250.0,2404.0,1273.0,1131.0,1581.0,,,706.0,108.0,310.0,288.0,,609.0,,,,,,5300.0,4267.0,7761.0,-3494.0,0.0,,,683.0,0.0,,,,683.0,4950.0,,568.0,568.0,,,,80.0,,,,,,1302.0,,,,1302.0,1950.0,1230.0,,,,,1111.0,,,1111.0,2341.0,4291.0,0.0,1598.0,,,-102.0,,4463.0,5959.0,0.0,5959.0,10250.0,
09/30/1998,10518.0,2142.0,1080.0,1062.0,1406.0,,,570.0,118.0,264.0,188.0,,606.0,,,,,,4724.0,3506.0,6558.0,-3052.0,1791.0,,,497.0,0.0,,,,497.0,5794.0,,456.0,456.0,,,,268.0,,,,,,1480.0,,,,1480.0,2204.0,1040.0,,,,,1246.0,,,1246.0,2286.0,4490.0,0.0,1591.0,,,-125.0,,4562.0,6028.0,0.0,6028.0,10518.0,
12/31/1998,11490.0,2341.0,632.0,1709.0,1373.0,1373.0,,618.0,79.0,368.0,171.0,0.0,667.0,,,,,,4999.0,3451.0,6536.0,-3085.0,2564.0,,,476.0,171.0,,,,305.0,6491.0,,523.0,523.0,,,,267.0,,,,,,1433.0,,,,1433.0,2223.0,1027.0,,,,,1504.0,,,1504.0,2531.0,4754.0,0.0,1648.0,,,-134.0,4927.0,295.0,6736.0,0.0,6736.0,11490.0,
03/31/1999,11131.0,2209.0,893.0,1316.0,1471.0,,,641.0,80.0,365.0,196.0,,647.0,,,,,,4968.0,3342.0,6472.0,-3130.0,2301.0,,,520.0,0.0,,,,520.0,6163.0,,535.0,535.0,,,,260.0,,,,,,1253.0,,,,1253.0,2048.0,989.0,,,,,1404.0,,,1404.0,2393.0,4441.0,0.0,1481.0,,,-103.0,,5312.0,6690.0,0.0,6690.0,11131.0,
06/30/1999,11047.0,1743.0,334.0,1409.0,1749.0,,,689.0,89.0,380.0,220.0,,640.0,,,,,,4821.0,3407.0,6626.0,-3219.0,1987.0,,,832.0,0.0,,,,832.0,6226.0,,554.0,554.0,,,,263.0,,,,,,1261.0,,,,1261.0,2078.0,960.0,,,,,1288.0,,,1288.0,2248.0,4326.0,0.0,1404.0,,,-108.0,,5425.0,6721.0,0.0,6721.0,11047.0,
09/30/1999,13198.0,2015.0,291.0,1724.0,2030.0,,,753.0,118.0,411.0,224.0,,690.0,,,,,,5488.0,3519.0,6747.0,-3228.0,3285.0,,,906.0,0.0,,,,906.0,7710.0,,624.0,624.0,,,,264.0,,,,,,1550.0,,,,1550.0,2438.0,1159.0,,,,,1678.0,,,1678.0,2837.0,5275.0,0.0,1451.0,,,-119.0,,6591.0,7923.0,0.0,7923.0,13198.0,
12/31/1999,15427.0,2826.0,781.0,2045.0,1909.0,,,894.0,167.0,501.0,226.0,0.0,724.0,,,,,,6353.0,3933.0,7338.0,-3405.0,4205.0,,,936.0,502.0,,,,434.0,9074.0,,687.0,687.0,,,,331.0,,,,,,1679.0,,,,1679.0,2697.0,1099.0,,,,,2053.0,,,2053.0,3152.0,5849.0,,1728.0,,,-109.0,,7959.0,9578.0,,9578.0,15427.0,
03/31/2000,17500.0,2430.0,675.0,1755.0,1911.0,,,937.0,164.0,508.0,265.0,0.0,696.0,,,,,,5974.0,4216.0,7583.0,-3367.0,6364.0,,,946.0,500.0,,,,446.0,11526.0,,853.0,853.0,,,,385.0,,,,,,1280.0,,,,1280.0,2518.0,991.0,,,,,2792.0,,,2792.0,3783.0,6301.0,0.0,1814.0,,,-161.0,,9546.0,11199.0,0.0,11199.0,17500.0,
06/30/2000,19558.0,4098.0,1330.0,2768.0,2098.0,,,1019.0,171.0,565.0,283.0,0.0,672.0,,,,,,7887.0,4488.0,7973.0,-3485.0,6281.0,,,902.0,466.0,,,,436.0,11671.0,,757.0,757.0,,,,385.0,,,,,,1961.0,,,,1961.0,3103.0,966.0,,,,,2819.0,,,2819.0,3785.0,6888.0,0.0,1860.0,,,-96.0,,10906.0,12670.0,0.0,12670.0,19558.0,
09/30/2000,18339.0,4555.0,938.0,3617.0,2362.0,,,1122.0,221.0,647.0,254.0,0.0,669.0,,,,,,8708.0,4855.0,8478.0,-3623.0,3297.0,,,1479.0,1017.0,1017.0,0.0,,462.0,9631.0,,828.0,828.0,,,,204.0,,,,,,1837.0,,,,1837.0,2869.0,1213.0,,,,,1816.0,,,1816.0,3029.0,5898.0,0.0,2833.0,,,-123.0,,9731.0,12441.0,0.0,12441.0,18339.0,
12/31/2000,17720.0,4003.0,745.0,3258.0,2204.0,,,1233.0,245.0,681.0,307.0,0.0,675.0,,,,,,8115.0,5447.0,9099.0,-3652.0,2400.0,,,1758.0,,961.0,,,1758.0,9605.0,,997.0,997.0,,,,148.0,,,,,,1668.0,,,,1668.0,2813.0,1216.0,,,,,1103.0,,,1103.0,2319.0,5132.0,0.0,2918.0,,,-93.0,,9763.0,12588.0,0.0,12588.0,17720.0,
03/31/2001,17242.0,3089.0,304.0,2785.0,1948.0,,,1180.0,218.0,678.0,284.0,0.0,687.0,,,,,,6904.0,5993.0,9702.0,-3709.0,2661.0,,,1684.0,,874.0,,,1684.0,10338.0,,795.0,795.0,,,,46.0,46.0,0.0,0.0,,,1042.0,,,,1042.0,1883.0,1228.0,1228.0,0.0,0.0,,1129.0,,,1129.0,2357.0,4240.0,0.0,2986.0,,,-96.0,,10112.0,13002.0,0.0,13002.0,17242.0,
06/30/2001,16702.0,3014.0,542.0,2472.0,1666.0,,,1082.0,188.0,613.0,281.0,0.0,516.0,,,,,,6278.0,5943.0,9724.0,-3781.0,2750.0,,,1731.0,829.0,829.0,0.0,,902.0,10424.0,,1385.0,1385.0,,,,43.0,43.0,0.0,0.0,,,230.0,,,,230.0,1658.0,1202.0,1202.0,0.0,0.0,,1175.0,,,1175.0,2377.0,4035.0,0.0,3031.0,,,-221.0,,9857.0,12667.0,0.0,12667.0,16702.0,
09/30/2001,15244.0,2992.0,387.0,2605.0,1449.0,,,900.0,162.0,530.0,208.0,0.0,763.0,,,,,,6104.0,5830.0,9575.0,-3745.0,1392.0,,,1918.0,792.0,792.0,0.0,,1126.0,9140.0,,1367.0,1367.0,,,,42.0,42.0,0.0,0.0,,,212.0,,,,212.0,1621.0,1222.0,1222.0,0.0,0.0,,853.0,,,853.0,2075.0,3696.0,0.0,3027.0,,,-320.0,,8841.0,11548.0,0.0,11548.0,15244.0,
12/31/2001,15779.0,2944.0,431.0,2513.0,1198.0,,,751.0,133.0,407.0,211.0,0.0,882.0,,,,,,5775.0,5589.0,9683.0,-4094.0,2621.0,,,1794.0,748.0,523.0,225.0,,1046.0,10004.0,,1205.0,1205.0,,,,38.0,38.0,0.0,0.0,,,337.0,,,,337.0,1580.0,1211.0,1211.0,0.0,0.0,,1109.0,,,1109.0,2320.0,3900.0,0.0,2956.0,,,-235.0,,9158.0,11879.0,0.0,11879.0,15779.0,
03/31/2002,15538.0,2615.0,313.0,2302.0,1249.0,,,768.0,122.0,443.0,203.0,0.0,860.0,,,,,,5492.0,5301.0,9538.0,-4237.0,3096.0,,,1649.0,740.0,548.0,192.0,,909.0,10046.0,,1104.0,1104.0,,,,46.0,46.0,0.0,0.0,,,287.0,,,,287.0,1437.0,1206.0,1206.0,0.0,0.0,,1047.0,,,1047.0,2253.0,3690.0,0.0,2881.0,,,-204.0,,9171.0,11848.0,0.0,11848.0,15538.0,
06/30/2002,14989.0,2470.0,487.0,1983.0,1535.0,,,820.0,124.0,474.0,222.0,0.0,819.0,,,,,,5644.0,5084.0,9486.0,-4402.0,2465.0,,,1796.0,846.0,629.0,217.0,,950.0,9345.0,,1230.0,1230.0,,,,155.0,155.0,0.0,0.0,,,322.0,,,,322.0,1707.0,1097.0,1097.0,0.0,0.0,,809.0,,,809.0,1906.0,3613.0,0.0,2846.0,,,-217.0,,8747.0,11376.0,0.0,11376.0,14989.0,
09/30/2002,14899.0,2588.0,964.0,1624.0,1503.0,,,823.0,128.0,495.0,200.0,0.0,805.0,,,,,,5719.0,4959.0,9510.0,-4551.0,2056.0,,,2165.0,827.0,627.0,200.0,,1338.0,9180.0,,1332.0,1332.0,,,,171.0,171.0,0.0,0.0,,,224.0,,,,224.0,1727.0,1084.0,1084.0,0.0,0.0,,996.0,,,996.0,2080.0,3807.0,0.0,2816.0,,,-253.0,,8529.0,11092.0,0.0,11092.0,14899.0,
12/31/2002,14679.0,3012.0,949.0,2063.0,1217.0,1217.0,,790.0,121.0,478.0,191.0,0.0,1107.0,,,,,,6126.0,4794.0,9516.0,-4722.0,1938.0,,808.0,1821.0,823.0,638.0,185.0,,998.0,8553.0,,1204.0,1204.0,,,,422.0,422.0,0.0,0.0,,,308.0,,,,308.0,1934.0,833.0,833.0,0.0,0.0,,1178.0,,,1178.0,2011.0,3945.0,,2782.0,,,-229.0,8484.0,-303.0,10734.0,,10734.0,14679.0,
03/31/2003,14395.0,2936.0,1089.0,1847.0,1365.0,,,882.0,107.0,546.0,229.0,0.0,939.0,,,,,,6122.0,4576.0,9438.0,-4862.0,1926.0,,,1771.0,809.0,638.0,171.0,,962.0,8273.0,,1170.0,1170.0,,,,168.0,,,,,,340.0,,,,340.0,1678.0,832.0,,,,,1156.0,,,1156.0,1988.0,3666.0,0.0,2751.0,,,-228.0,,8206.0,10729.0,0.0,10729.0,14395.0,
06/30/2003,14634.0,3094.0,1019.0,2075.0,1440.0,,,1000.0,113.0,590.0,297.0,0.0,913.0,,,,,,6447.0,4376.0,9362.0,-4986.0,2013.0,,,1798.0,798.0,639.0,159.0,,1000.0,8187.0,,1295.0,1295.0,,,,68.0,68.0,0.0,0.0,,,278.0,,,,278.0,1641.0,809.0,809.0,0.0,0.0,,1242.0,,,1242.0,2051.0,3692.0,0.0,2706.0,,,-185.0,8648.0,-227.0,10942.0,0.0,10942.0,14634.0,
09/30/2003,15086.0,3303.0,943.0,2360.0,1522.0,,,995.0,106.0,625.0,264.0,0.0,974.0,,,,,,6794.0,4241.0,9443.0,-5202.0,1919.0,,,2132.0,887.0,703.0,184.0,,1245.0,8292.0,,1436.0,1436.0,,,,434.0,434.0,0.0,0.0,,,299.0,,,,299.0,2169.0,402.0,402.0,0.0,0.0,,1087.0,,,1087.0,1489.0,3658.0,0.0,2693.0,,,-198.0,9059.0,-126.0,11428.0,0.0,11428.0,15086.0,
03/31/2004,15785.0,4137.0,1615.0,2522.0,1678.0,,,1148.0,126.0,692.0,330.0,0.0,1035.0,,,,,,7998.0,4188.0,9738.0,-5550.0,1616.0,,,1983.0,847.0,693.0,154.0,,1136.0,7787.0,,1553.0,1553.0,,,,435.0,435.0,0.0,0.0,,,292.0,,,,292.0,2280.0,394.0,394.0,0.0,0.0,,1026.0,,,1026.0,1420.0,3700.0,0.0,2597.0,,,-200.0,9865.0,-177.0,12085.0,0.0,12085.0,15785.0,
06/30/2004,16050.0,3934.0,1623.0,2311.0,1930.0,,,1285.0,135.0,799.0,351.0,0.0,958.0,,,,,,8107.0,4177.0,9831.0,-5654.0,1854.0,,,1912.0,831.0,693.0,138.0,,1081.0,7943.0,,1601.0,1601.0,,,,415.0,415.0,0.0,0.0,,,218.0,,,,218.0,2234.0,375.0,375.0,0.0,0.0,,1003.0,,,1003.0,1378.0,3612.0,0.0,2550.0,,,-193.0,10269.0,-188.0,12438.0,0.0,12438.0,16050.0,
