Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1991,2713.699951,99.900002,99.900002,,793.5,,,844.200012,,,,,15.1,,,,,1752.699951,475.5,840.5,-365.0,0.0,,485.5,,,,,,485.5,961.0,,834.799988,834.799988,,,,327.399994,,,,,,238.399994,,,,238.399994,1400.599976,520.400024,,,,,54.700001,,,54.700001,575.100025,1975.700001,129.300003,294.5,,,-171.600006,,469.899994,722.099991,15.9,737.99999,2713.699991,
03/31/1992,2756.899902,160.5,160.5,,774.299988,,,848.400024,,,,,31.0,,,,,1814.199951,456.600006,839.299988,-382.700012,0.0,,486.100006,,,,,,486.100006,942.700012,,934.599976,934.599976,,,,312.100006,,,,,,246.200042,,,,246.200042,1492.900024,489.799988,,,,,203.0,,,203.0,692.799988,2185.700012,128.800003,293.399994,,,-167.699997,,300.0,554.5,16.700001,571.200001,2756.900013,
06/30/1992,2907.199951,340.0,340.0,,798.900024,,,806.200012,,,,,36.799999,,,,,1981.900024,453.799988,846.799988,-393.0,0.0,,471.5,,,,,,471.5,925.299988,,991.200012,991.200012,,,,338.200012,,,,,,312.0,,,,312.0,1641.400024,481.399994,,,,,200.399994,,,200.399994,681.799988,2323.200012,128.5,293.299988,,,-166.899994,,311.599991,566.499985,17.5,583.999985,2907.199997,
09/30/1992,2887.0,272.799988,272.799988,,761.799988,,,896.400024,,,,,36.299999,,,,,1967.300049,453.0,851.599976,-398.600006,0.0,,466.700012,,,,,,466.700012,919.700012,,1136.900024,1136.900024,,,,294.5,,,,,,240.299927,,,,240.299927,1671.699951,411.600006,,,,,201.899994,,,201.899994,613.5,2285.199951,127.400002,291.799988,,,-160.100006,,324.900009,583.999992,17.799999,601.799992,2886.999943,
12/31/1992,3109.300049,244.0,244.0,0.0,819.900024,,,1085.900024,,,,,36.5,,,,,2186.300049,454.799988,861.700012,-406.899994,0.0,,468.200012,,,,,,468.200012,923.0,,1128.599976,1128.599976,,,,543.200012,,,,,,257.399963,,,,257.399963,1929.199951,356.399994,,,,,203.199997,,,203.199997,559.599991,2488.799942,126.800003,265.200012,,,-123.699997,,333.800003,602.100021,18.4,620.500021,3109.299963,
03/31/1993,2800.100098,120.099998,120.099998,0.0,842.200012,,,885.900024,,,,,50.0,,,,,1898.199951,460.100006,872.700012,-412.600006,0.0,,441.799988,,,,,,441.799988,901.899994,,1043.099976,1043.099976,,,,306.200012,,,,,,265.600036,,,,265.600036,1614.900024,346.5,,,,,199.600006,,,199.600006,546.100006,2161.00003,126.5,261.600006,,,-121.400002,,352.700005,619.400009,19.700001,639.10001,2800.10004,
06/30/1993,2960.100098,58.099998,58.099998,0.0,837.700012,,,1028.699951,,,,,57.799999,,,,,1982.300049,464.600006,887.799988,-423.200012,0.0,,513.200012,,,,,,513.200012,977.800018,,1080.099976,1080.099976,,,,80.5,,,,,,623.400024,,,,623.400024,1784.0,296.100006,,,,,228.899994,,,228.899994,525.0,2309.0,126.199997,252.600006,,,-146.399994,,371.199997,603.600006,47.5,651.100006,2960.100006,
09/30/1993,3037.699951,84.800003,84.800003,0.0,888.700012,,,1028.699951,,,,,60.0,,,,,2062.199951,470.200012,899.400024,-429.200012,0.0,,505.299988,,,,,,505.299988,975.5,,1139.699951,1139.699951,,,,196.899994,,,,,,509.700104,,,,509.700104,1846.300049,291.200012,,,,,225.199997,,,225.199997,516.400009,2362.700058,125.800003,256.100006,,,-138.300003,,383.5,627.100006,47.900002,675.000008,3037.700066,
12/31/1993,3203.399902,13.5,13.5,0.0,952.0,,,1182.599976,,,,,58.299999,,,,,2206.399902,480.5,913.799988,-433.299988,0.0,,516.5,,,,,,516.5,997.0,,1041.5,1041.5,,,,733.900024,,,,,,221.5,,,,221.5,1996.900024,284.299988,,,,,221.199997,,,221.199997,505.499985,2502.400009,125.599998,262.9,,,-138.899994,,401.799988,651.399992,49.599998,700.99999,3203.399999,
03/31/1994,3192.699951,96.300003,96.300003,0.0,1045.900024,,,994.099976,,,,,49.900002,,,,,2186.199951,482.0,918.0,-436.0,0.0,,524.5,,,,,,524.5,1006.5,,1206.900024,1206.900024,,,,75.699997,,,,,,501.800003,,,,501.800003,1784.400024,463.299988,,,,,215.300003,,,215.300003,678.599991,2463.000015,125.300003,254.100006,,,-123.699997,,422.900009,678.600021,51.099998,729.700019,3192.700034,
06/30/1994,2951.0,179.800003,179.800003,0.0,767.5,,,1016.299988,,,,,55.0,,,,,2018.599976,397.799988,801.5,-403.700012,0.0,,534.599976,,,,,,534.599976,932.399963,,963.099976,963.099976,,,,91.199997,,,,,,462.200027,,,,462.200027,1516.5,464.200012,,,,,217.100006,,,217.100006,681.300018,2197.800018,124.599998,254.800003,,,-119.599998,,440.800011,700.600014,52.599998,753.200012,2951.000031,
09/30/1994,3002.0,74.400002,74.400002,0.0,802.599976,,,1069.300049,,,,,55.0,,,,,2001.300049,402.899994,810.099976,-407.200012,0.0,,597.799988,,,,,,597.799988,1000.699982,,1055.099976,1055.099976,,,,97.800003,,,,,,404.299973,,,,404.299973,1557.199951,462.200012,,,,,215.399994,,,215.399994,677.600006,2234.799957,120.0,245.300003,,,-103.900002,,451.400002,712.800003,54.400002,767.200005,3001.999962,
12/30/1994,3505.100098,640.300003,144.199997,496.100006,826.5,,,1219.400024,,,,,73.5,,,,,2759.699951,351.0,749.900024,-398.899994,0.0,,394.399994,,,,,,394.399994,745.399994,,1085.900024,1085.900024,,,,100.5,,,,,,600.199951,,,,600.199951,1786.599976,459.399994,,,,,213.0,,,213.0,672.399994,2458.999969,0.0,299.899994,,,0.0,,689.700012,989.600006,56.5,1046.100006,3505.099976,
03/31/1995,3479.199951,692.699982,385.399994,307.299988,778.599976,,,1160.199951,,,,,67.900002,,,,,2699.399902,366.299988,763.099976,-396.799988,0.0,,413.5,,,,,,413.5,779.799988,,1120.800049,1120.800049,,,,39.5,,,,,,577.899902,,,,577.899902,1738.199951,458.799988,,,,,208.800003,,,208.800003,667.599991,2405.799942,0.0,316.100006,,,-0.5,,697.900024,1013.50003,59.900002,1073.400032,3479.199974,
06/30/1995,3455.300049,701.600006,288.899994,412.700012,793.5,,,1083.199951,,,,,84.0,,,,,2662.300049,367.5,762.900024,-395.399994,0.0,,425.5,,,,,,425.5,793.0,,1035.599976,1035.599976,,,,308.799988,,,,,,338.799988,,,,338.799988,1683.199951,461.899994,,,,,206.899994,,,206.899994,668.799988,2351.999939,0.0,324.5,,,-5.2,,724.100024,1043.400024,59.900002,1103.300026,3455.299965,
09/30/1995,3576.899902,765.599976,370.799988,394.799988,809.5,,,1108.199951,,,,,86.0,,,,,2769.300049,372.600006,774.799988,-402.200012,0.0,,435.0,,,,,,435.0,807.600006,,1240.099976,1240.099976,,,,108.900002,,,,,,450.800072,,,,450.800072,1799.800049,456.0,,,,,209.699997,,,209.699997,665.699997,2465.500046,0.0,326.899994,,,-26.200001,,751.200001,1051.899994,59.5,1111.399994,3576.90004,
12/31/1995,3674.399902,527.0,181.600006,345.399994,875.700012,,,1346.699951,,,,,90.199997,,,,,2839.600098,374.100006,787.200012,-413.100006,0.0,,460.700012,,,,,,460.700012,834.800018,,1280.099976,1280.099976,,,,122.800003,,,,,,482.299973,,,,482.299973,1885.199951,455.799988,,,,,201.899994,,,201.899994,657.699982,2542.899933,0.0,339.700012,,,-36.0,,768.900024,1072.600037,58.900002,1131.500038,3674.399971,
03/31/1996,3360.199951,456.199982,260.799988,195.399994,672.799988,,,1317.0,,,,,17.0,,,,,2463.0,356.0,713.700012,-357.700012,0.0,,541.200012,,,,,,541.200012,897.200012,,1149.199951,1149.199951,,,,27.700001,,,,,,465.600048,,,,465.600048,1642.5,370.600006,,,,,282.5,,,282.5,653.100006,2295.600006,0.0,332.399994,,,-28.299999,,760.500011,1064.600006,0.0,1064.600006,3360.200012,
06/30/1996,3447.899902,302.400009,163.100006,139.300003,866.799988,,,1327.699951,,,,,36.400002,,,,,2533.300049,383.100006,815.400024,-432.299988,0.0,,531.5,,,,,,531.5,914.600006,,1157.699951,1157.699951,,,,113.699997,,,,,,465.300003,,,,465.300003,1736.699951,444.799988,,,,,216.199997,,,216.199997,660.999985,2397.699936,0.0,295.700012,,,-121.699997,,818.400009,992.400024,57.799999,1050.200024,3447.89996,
09/30/1996,3563.600098,245.300003,188.300003,57.0,989.200012,,,1342.699951,,,,,41.099998,,,,,2618.300049,388.899994,833.200012,-444.299988,0.0,,556.400024,,,,,,556.400024,945.300018,,1208.300049,1208.300049,,,,367.200012,,,,,,293.099915,,,,293.099915,1868.599976,445.700012,,,,,213.199997,,,213.199997,658.900009,2527.499985,0.0,293.700012,,,-160.199997,,844.400009,977.900024,58.200001,1036.100025,3563.60001,
12/31/1996,4532.299805,274.599988,266.799988,7.8,1184.0,,,2234.699951,,,,,46.299999,,,,,3739.600098,359.700012,750.900024,-391.200012,0.0,,433.0,,,,,,433.0,792.700012,,1554.0,1554.0,,,,937.799988,,,,,,377.200012,,,,377.200012,2869.0,442.100006,,,,,214.100006,,,214.100006,656.200012,3525.200012,0.0,327.100006,,,-155.399994,,835.399994,1007.100006,0.0,1007.100006,4532.300018,
03/31/1997,5172.8,229.8,124.8,105.0,1224.5,1224.5,,2259.5,,,,,47.3,,,,,3761.1,373.6,779.3,-405.7,0.0,,1038.1,736.2,736.2,0.0,,,301.9,1411.7,,1854.7,1854.7,,,,160.3,160.0,0.3,0.3,,,622.2,,,,622.2,2637.2,1019.7,1018.3,1.4,1.4,,255.1,,,255.1,1274.8,3912.0,0.0,408.6,,,-28.3,1062.6,-182.1,1260.8,0.0,1260.8,5172.8,
06/30/1997,5018.100098,172.700005,76.800003,95.900002,1248.0,,,2116.899902,,,,,50.599998,,,,,3588.199951,377.700012,796.099976,-418.399994,0.0,,1052.199951,,,,,,1052.199951,1429.899963,,1632.0,1632.0,,,,195.300003,,,,,,636.099899,,,,636.099899,2463.399902,807.700012,,,,,451.799988,,,451.799988,1259.5,3722.899902,0.0,408.399994,,,-21.9,,908.699987,1295.199982,0.0,1295.199982,5018.099884,
09/30/1997,5235.5,176.300003,79.300003,97.0,1332.800049,,,2214.899902,,,,,53.400002,,,,,3777.399902,385.700012,810.799988,-425.100006,0.0,,1072.400024,,,,,,1072.400024,1458.100037,,1614.599976,1614.599976,,,,399.399994,,,,,,642.199982,,,,642.199982,2656.199951,806.099976,,,,,441.700012,,,441.700012,1247.799988,3903.999939,0.0,414.299988,,,-10.1,,927.300013,1331.5,0.0,1331.5,5235.499939,
12/31/1997,5584.200195,169.0,71.0,98.0,1520.5,,,2358.100098,,,,,60.700001,,,,,4108.299805,396.5,828.700012,-432.200012,0.0,,1079.400024,,,,,,1079.400024,1475.900024,,1816.5,1816.5,,,,409.700012,,,,,,636.400085,,,,636.400085,2862.600098,918.099976,,,,,438.299988,,,438.299988,1356.399963,4219.000061,0.0,418.799988,,,-5.5,,951.900024,1365.200012,0.0,1365.200012,5584.200073,
03/31/1998,7349.700195,683.399986,566.299988,117.099998,1960.0,,,2608.699951,,,2608.699951,,105.0,,,,,5357.100098,593.099976,1203.0,-609.900024,0.0,,1399.5,973.799988,,,,,425.700012,1992.599976,,1919.699951,1919.699951,,,,112.199997,,,,,,1095.100052,,,,1095.100052,3127.0,1223.599976,,,,,437.399994,,,437.399994,1660.999969,4787.999969,0.0,1333.599976,,,-4.8,,1232.899976,2561.699951,0.0,2561.699951,7349.699921,
06/30/1998,6301.100098,214.700005,169.800003,44.900002,1732.0,,,2775.199951,,,,,33.299999,,,,,4755.200195,444.0,892.400024,-448.399994,0.0,,1101.900024,751.700012,751.700012,0.0,,,350.200012,1545.900024,,2397.300049,2397.300049,,,,68.699997,,,,,,692.899857,,,,692.899857,3158.899902,1147.599976,,,,,433.799988,,,433.799988,1581.399963,4740.299866,0.0,565.0,,,-5.4,,1001.199988,1560.799988,0.0,1560.799988,6301.099854,
09/30/1998,7016.899902,131.6,103.5,28.1,1948.699951,,,3207.199951,,,,,42.200001,,,,,5329.700195,479.799988,971.0,-491.200012,0.0,,1207.400024,828.200012,828.200012,0.0,,,379.200012,1687.200012,,2587.100098,2587.100098,,,,484.899994,,,,,,736.69986,,,,736.69986,3808.699951,1141.5,,,,,435.899994,,,435.899994,1577.399994,5386.099945,0.0,647.400024,,,-7.4,,990.800025,1630.800049,0.0,1630.800049,7016.899994,
12/31/1998,7439.700195,153.1,124.0,29.1,2046.800049,,,3284.699951,,,,,45.400002,,,,,5530.0,513.900024,1036.099976,-522.200012,0.0,,1395.800049,996.900024,996.900024,0.0,,,398.900024,1909.700073,,2282.300049,2282.300049,,,,863.200012,,,,,,1042.499939,,,,1042.499939,4188.0,1142.199951,,,,,428.799988,,,428.799988,1570.999939,5758.999939,0.0,668.900024,,,-11.3,,1023.099988,1680.700012,0.0,1680.700012,7439.699951,
03/31/1999,,,,,,,,,,,,,,,,,,,,,,,,,,1200.599976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1999,9324.9,360.8,178.8,182.0,2532.4,2532.4,,3665.8,,,,,137.4,,,,,6696.4,718.3,1419.6,-701.3,84.1,,1826.1,1331.7,1223.3,108.4,,,494.4,2628.5,,3008.8,3008.8,,,,788.9,,,,,,1182.8,,,,1182.8,4980.5,1133.2,,,,,253.1,,,253.1,1386.3,6366.8,,1745.7,,,-31.2,1518.5,-274.9,2958.1,,2958.1,9324.9,
09/30/1999,9497.4,207.1,179.0,28.1,2743.6,2743.6,,3679.8,,,,,167.0,,,,,6797.5,729.9,1445.1,-715.2,108.0,,1862.0,1340.4,1224.4,116.0,,,521.6,2699.9,,2965.1,2965.1,,,,854.9,,,,,,1285.1,,,,1285.1,5105.1,1125.5,,,,,254.9,,,254.9,1380.4,6485.5,,1750.4,,,-31.9,1561.3,-267.9,3011.9,,3011.9,9497.4,
12/31/1999,10205.9,400.2,204.8,195.4,2730.1,2730.1,,4060.0,,,4060.0,,136.2,,,,,7326.5,549.2,1136.7,-587.5,134.9,,2195.3,1401.4,1283.9,117.5,,,793.9,2879.4,,3922.2,3922.2,,,,441.0,,,,,,1282.8,,,,1282.8,5646.0,1110.5,,,,,277.5,,,277.5,1388.0,7034.0,0.0,1757.6,,,-26.8,1711.4,-270.3,3171.9,0.0,3171.9,10205.9,
03/31/2000,10372.900391,605.900024,548.900024,57.0,3034.5,,,4149.299805,,,4149.299805,,175.800003,,,,,7965.5,555.400024,1149.599976,-594.200012,100.900002,,1751.099976,1185.599976,1065.0,120.599976,,,565.5,2407.400002,,3678.300049,3678.300049,,,,221.800003,217.000003,4.8,4.8,,,1221.699753,,,,1221.699753,5121.799805,1243.800049,1238.700049,5.1,5.1,,441.5,,,441.5,1685.300049,6807.099854,0.0,1793.900024,,,-27.299999,,1799.200024,3565.800049,0.0,3565.800049,10372.899902,
06/30/2000,10488.4,490.4,452.3,38.1,3100.8,3100.8,,4303.3,,,4303.299805,,186.4,,,,,8080.9,552.3,1169.5,-617.2,105.8,,1749.4,1264.8,1169.7,95.1,,,484.6,2407.5,,3923.2,3923.2,,,,16.0,,,,,,1253.1,,,,1253.1,5192.3,1432.2,,,,,247.7,,,247.7,1679.9,6872.2,0.0,1808.9,,,-32.6,2169.0,-329.1,3616.2,0.0,3616.2,10488.4,
09/30/2000,10548.0,211.2,176.4,34.8,3221.4,3221.4,,4467.5,,,4467.5,,169.0,,,,,8069.1,556.6,1192.1,-635.5,110.7,,1811.6,1306.7,1207.3,99.4,,,504.9,2478.9,,3976.8,3976.8,,,,17.1,,,,,,1216.0,,,,1216.0,5209.9,1420.2,,,,,250.1,,,250.1,1670.3,6880.2,0.0,1830.2,,,-52.0,2214.1,-324.5,3667.8,0.0,3667.8,10548.0,
12/31/2000,11436.8,352.2,333.2,19.0,3541.9,3541.9,,4922.9,,,,,120.8,,,,,8937.8,559.7,1211.3,-651.6,126.7,,1812.6,1305.0,1199.6,105.4,,,507.6,2499.0,,4413.6,4413.6,,,,19.3,,,,,,1628.9,,,,1628.9,6061.8,1403.4,,,,,255.2,,,255.2,1658.6,7720.4,,1838.1,,,-45.2,2198.9,-275.4,3716.4,,3716.4,11436.8,
03/31/2001,11529.9,445.6,433.7,11.9,3443.4,3443.4,,5116.4,0.0,0.0,,,158.6,,,,,9164.0,595.3,1259.0,-663.7,131.3,,1639.3,1168.1,1064.4,103.7,,,471.2,2365.9,,4603.3,4603.3,,,,194.1,,,,,,1752.3,,,,1752.3,6549.7,1231.5,,,,,255.8,,,255.8,1487.3,8037.0,,1831.6,,,-72.9,2006.6,-272.4,3492.9,,3492.9,11529.9,
06/30/2001,12073.4,238.9,230.3,8.6,3404.4,3404.4,,5899.5,,,,,157.2,,,,,9700.0,587.6,,,134.6,,1651.2,1180.9,972.7,208.2,,,470.3,2373.4,,5628.2,5628.2,,,,437.5,,,,,,897.8,,,,897.8,6963.5,1220.1,,,,,266.4,,,266.4,1486.5,8450.0,,1834.6,,,-48.1,2095.1,-258.2,3623.4,,3623.4,12073.4,
09/30/2001,12198.099609,293.099994,286.399994,6.7,3657.0,,,5654.799805,0.0,0.0,5654.799805,0.0,146.399994,,,,,9751.299805,579.200012,,,209.100006,,1658.5,1063.5,968.799988,94.700012,,,595.0,2446.800018,,5961.700195,5961.700195,,,,192.800003,,,,,,871.099899,,,,871.099899,7025.600098,1024.0,,,,,268.200012,,,268.200012,1292.200012,8317.80011,196.100006,1828.300049,,,-35.400002,,1891.300026,3880.300079,0.0,3880.300079,12198.100189,
12/31/2001,12788.900391,290.199994,284.899994,5.3,3604.199951,,,6259.299805,0.0,0.0,6259.299805,0.0,160.699997,,,,,10314.400391,579.799988,,,225.399994,,1669.300049,969.599976,969.599976,0.0,,,699.700073,2474.500031,,6249.100098,6249.100098,,,,333.399994,,,,,,1061.299713,,,,1061.299713,7643.799805,893.400024,,,,,272.5,,,272.5,1165.900024,8809.699829,196.100006,1833.800049,,,-38.700001,,1988.00005,3979.200104,0.0,3979.200104,12788.899933,
03/31/2002,13325.9,562.9,557.8,5.1,3998.1,3998.1,,6011.5,,,,,128.6,,,,,10701.1,593.5,1178.8,-585.3,237.7,,1793.6,1388.8,1115.7,273.1,,,404.8,2624.8,,6318.3,6318.3,,,,141.3,138.4,2.9,2.9,,,1128.7,,,,1128.7,7588.3,1484.8,1481.8,3.0,3.0,,312.7,,,312.7,1797.5,9385.8,,1833.9,,,0.0,2357.2,-251.0,3940.1,,3940.1,13325.9,
06/30/2002,13465.8,301.4,289.8,11.6,4197.1,4197.1,,6178.3,0.0,0.0,6178.299805,0.0,118.2,,,,,10795.0,583.3,,,248.2,,1839.3,1385.6,1112.3,273.3,,,453.7,2670.8,,6345.0,6345.0,,,,141.5,,,,,,1067.8,,,,1067.8,7554.3,1482.8,,,,,331.4,,,331.4,1814.2,9368.5,196.199997,1875.7,,,-0.3,2457.2,-235.3,4293.499997,0.0,4293.499997,13661.999997,
09/30/2002,13869.099609,311.599988,300.299988,11.3,4405.899902,4405.9,,5993.799805,0.0,0.0,5993.799805,0.0,100.300003,,,,,10811.599609,584.099976,,,256.600006,,2216.800049,1445.800049,1342.400024,103.400025,,,771.0,3057.500031,,6346.700195,6346.700195,,,,423.600006,,,,,,1062.699799,,,,1062.699799,7833.0,1295.400024,,,,,345.399994,,,345.399994,1640.800018,9473.800018,196.199997,1884.5,,,-0.8,2564.7,-249.299902,4395.300095,0.0,4395.300095,13869.100113,
12/31/2002,7251.9,327.4,316.1,11.3,3801.3,3801.3,,6541.0,0.0,0.0,,0.0,105.1,,,,,4222.5,582.4,,,182.4,,2264.6,1744.0,1443.9,300.1,,,520.6,3029.4,,6315.4,6315.4,,,,39.3,,,,,,1278.8,,,,1278.8,7633.5,1488.4,,,,,350.1,,,350.1,1838.5,9472.0,,1911.1,,,-26.5,2681.7,-234.1,4332.2,0.0,4332.2,13804.2,
03/31/2003,14361.1,533.5,522.0,11.5,4594.7,4594.7,,6022.5,,,,,102.9,,,,,11253.6,593.7,1231.1,-637.4,245.6,,2268.2,1655.4,1354.2,301.2,,,612.8,3107.5,,5802.7,5802.7,,,,10.2,7.5,2.7,2.7,,,2162.3,,,,2162.3,7975.2,1496.9,1493.7,3.2,3.2,,363.5,,,363.5,1860.4,9835.6,,1924.1,,,-28.6,2843.3,-213.3,4525.5,,4525.5,14361.1,
06/30/2003,14764.8,456.9,445.2,11.7,5090.5,5090.5,,5968.2,,,,,110.3,,,,,11625.9,596.5,,,243.7,,2298.7,1754.7,1456.2,298.5,,,544.0,3138.9,,6981.3,6981.3,,,,16.4,,,,,,1215.0,,,,1215.0,8212.7,1475.9,,,,,401.9,,,401.9,1877.8,10090.5,,1965.2,,,-104.0,2981.6,-168.5,4674.3,,4674.3,14764.8,
